"Name","Character","IsDefaultSkin","EnabledByCalendar","PurchasePrice","PurchaseUnlock","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds"
"TH15Warden","Grand Warden","false","false",0,,"TID_TH15_WARDEN","image/skin_icons/gw_magic_dl_opt.png","sc3d/grandwarden_th15_geo_dl_opt.glb","sc3d/grandwarden_th15_a_dl_opt.ktx","sc3d/grandwarden_th15_n_dl_opt.ktx","sc3d/grandwarden_th15_m_dl_opt.ktx","sc3d/grandwarden_th15_e_dl_opt.ktx","GrandWardenTH15Skin","GrandWardenFlyTH15Skin",10000,225,225,,,"GrandWardenTH15Skin_Deploy_SFX","GrandWardenTH15Skin_AtkMute",,"GrandWardenTH15Skin_AtkMute_air",,"Magic Warden Hit","GrandWardenTH15Skin_Die_SFX","Magic Warden Ability Effect",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false"
"PainterWarden","Grand Warden","false","false",0,,"TID_PAINTER_WARDEN","image/skin_icons/gw_colorfest_dl_opt.png","sc3d/grandwarden_painter_geo_dl_opt.glb","sc3d/grandwarden_painter_a_dl_opt.ktx","sc3d/grandwarden_painter_n_dl_opt.ktx","sc3d/grandwarden_painter_m_dl_opt.ktx",,"GrandWardenPainterSkin","GrandWardenFlyPainterSkin",10000,225,225,,,"Painter Warden Spawn Effect","Painter Warden Attack",,"Painter Warden Attack Air",,"Shadow Warden Hit","Shadow Warden Die","Shadow Warden Shield",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false"
"DarkAgesWarden","Grand Warden","false","false",1500,"20240401T080059.000Z","TID_DARKAGES_WARDEN","image/skin_icons/gw_darkages_dl_opt.png","sc3d/grandwarden_darkages_geo_dl_opt.glb","sc3d/grandwarden_darkages_a_dl_opt.ktx","sc3d/grandwarden_darkages_n_dl_opt.ktx","sc3d/grandwarden_darkages_m_dl_opt.ktx",,"GrandWardenDarkAgesSkin","GrandWardenFlyDarkAgesSkin",10000,225,225,,,"GrandWardenDarkAges_Deploy","GrandWardenDarkAges_Attack",,"GrandWardenDarkAges_Attack_Air",,"Shadow Warden Hit","Grand Warden Die",,,,,,,,"fx_mace_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","true","false","false","false","false","false"
"GrandWarden018","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GoblinWarden","Grand Warden","false","false",0,,"TID_GOBLIN_WARDEN","image/skin_icons/gw_goblin_dl_opt.png","sc3d/grandwarden_goblin_geo_dl_opt.glb","sc3d/grandwarden_goblin_a_dl_opt.ktx","sc3d/grandwarden_goblin_n_dl_opt.ktx","sc3d/grandwarden_goblin_m_dl_opt.ktx",,"GrandWardenGoblinSkin","GrandWardenFlyGoblinSkin",10000,225,225,,,"GrandWarden_Goblin_Deploy_SFX","GrandWarden Goblin Attack",,"GrandWarden Goblin Attack Air",,"Grand Warden Goblin Hit","Grand Warden Die",,,,,,,,"staff_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false"
"LeagueWarden","Grand Warden","false","false",0,,"TID_LEAGUE_WARDEN","image/skin_icons/gw_league_dl_opt.png","sc3d/grandwarden_league_geo_dl_opt.glb","sc3d/grandwarden_league_a_dl_opt.ktx","sc3d/grandwarden_league_n_dl_opt.ktx","sc3d/grandwarden_league_m_dl_opt.ktx","sc3d/grandwarden_league_e_dl_opt.ktx","GrandWardenLeagueSkin","GrandWardenFlyLeagueSkin",10000,225,225,,,"GrandWarden League 2023 Deploy","GrandWarden League 2023 Attack",,"GrandWarden League 2023 Attack Air",,"GrandWarden League 2023 Hit","Grand Warden Die",,,,,,"grandwarden_league_staff_glow",,"fx_staff_jewel_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","true","false"
"PetLassiDefault","Barky","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/lassi_default_geo.glb","sc3d/lassi_01_a.ktx","sc3d/lassi_01_n.ktx","sc3d/lassi_01_m.ktx","sc3d/lassi_01_e.ktx","PetLassiDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,105,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetYakDefault","Bulldozer","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/yak_default_geo.glb","sc3d/yak_default_a.ktx","sc3d/yak_default_n.ktx","sc3d/yak_default_m.ktx",,"PetYakDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,130,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetEowlDefault","Electrowl","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/electro_owl_default_geo.glb","sc3d/electro_owl_default_a.ktx","sc3d/electro_owl_default_n.ktx","sc3d/electro_owl_default_m.ktx","sc3d/electro_owl_default_e.ktx","PetEowlDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,82,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetUnicornDefault","Unipony","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/unicorn_default_geo.glb","sc3d/unicorn_default_a.ktx","sc3d/unicorn_default_n.ktx","sc3d/unicorn_default_m.ktx","sc3d/unicorn_default_e.ktx","PetUnicornDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,95,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"CapitalFlyingFortressDefault","Flying Fortress","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/flyingfortress_geo.glb","sc3d/flyingfortress_default_01_a.ktx","sc3d/flyingfortress_default_01_n.ktx","sc3d/flyingfortress_default_01_m.ktx",,"CapitalFlyingFortress",,9333,225,225,,,,,,,,,,,,,,,"flying_fortress_smoke",,"cannonEmitter_jnt",,,,,,"Default",,130,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"CapitalMountainGolemDefault","Mountain Golem","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/megagolem_geo.glb","sc3d/megagolem_default_01_a.ktx","sc3d/megagolem_default_01_n.ktx","sc3d/megagolem_default_01_m.ktx","sc3d/megagolem_default_01_e.ktx","CapitalMountainGolem",,38667,225,225,,,,,,,,,,,,,,,,,,,,,,,"Default",,250,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"TH15King","Barbarian King","false","false",0,,"TID_TH15_KING","image/skin_icons/bk_magic_dl_opt.png","sc3d/barbking_th15_geo_dl_opt.glb","sc3d/barbking_th15_a_dl_opt.ktx","sc3d/barbking_th15_n_dl_opt.ktx","sc3d/barbking_th15_m_dl_opt.ktx","sc3d/barbking_th15_e_dl_opt.ktx","BarbarianKingTH15Skin",,10000,225,225,,,"TH15 BK Dep",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianMagic","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false"
"DarkAgesKing","Barbarian King","false","false",1500,"20240501T080059.000Z","TID_DARKAGES_KING","image/skin_icons/bk_darkages_dl_opt.png","sc3d/barbking_darkages_geo_dl_opt.glb","sc3d/barbking_darkages_a_dl_opt.ktx","sc3d/barbking_darkages_n_dl_opt.ktx","sc3d/barbking_darkages_m_dl_opt.ktx",,"BarbarianKingDarkAgesSkin",,10000,225,225,,,"BarbKingDarkAges_Deploy_SFX",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,,,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","true","false","false","false","false","false"
"PainterKing","Barbarian King","false","false",0,,"TID_PAINTER_KING","image/skin_icons/bk_colorfest_dl_opt.png","sc3d/barbking_painter_geo_dl_opt.glb","sc3d/barbking_painter_a_dl_opt.ktx","sc3d/barbking_painter_n_dl_opt.ktx","sc3d/barbking_painter_m_dl_opt.ktx",,"BarbarianKingPainterSkin",,10000,225,225,,,"Painter King Spawn Effect",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,,,,,"BarbarianPainter","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false"
"BeastKing","Barbarian King","false","false",1500,"20240201T080059.000Z","TID_BEAST_KING","image/skin_icons/bk_beast_dl_opt.png","sc3d/barbking_beast_geo_dl_opt.glb","sc3d/barbking_beast_a_dl_opt.ktx","sc3d/barbking_beast_n_dl_opt.ktx","sc3d/barbking_beast_m_dl_opt.ktx",,"BarbarianKingBeastSkin",,10000,225,225,,,"BarbKing_Beast_Deploy_SFX",,,,,"BarbKing_Beast_Atk_Hit_SFX","Barbarian Beast King Die","BarbKing_Beast_Ability_SFX",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","true","false","false","false"
"LeagueKing","Barbarian King","false","false",0,,"TID_LEAGUE_KING","image/skin_icons/bk_league_dl_opt.png","sc3d/barbking_league_geo_dl_opt.glb","sc3d/barbking_league_a_dl_opt.ktx","sc3d/barbking_league_n_dl_opt.ktx","sc3d/barbking_league_m_dl_opt.ktx",,"BarbarianKingLeagueSkin",,10000,225,225,,,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianLeague","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false"
"BarbarianKing026","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing027","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing028","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing029","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing030","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"LunarQueen","Archer Queen","false","false",0,,"TID_LUNAR_QUEEN","image/skin_icons/aq_lunar_2023_dl_opt.png","sc3d/archerqueen_lunar_geo_dl_opt.glb","sc3d/archerqueen_lunar_a_dl_opt.ktx","sc3d/archerqueen_lunar_n_dl_opt.ktx","sc3d/archerqueen_lunar_m_dl_opt.ktx",,"ArcherQueenLunarSkin",,10000,225,225,,,"Lunar Queen Deploy Effect","ArcherQueen_Lunar23_Atk_SFX",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenLunar_arrow","ArcherQueenLunar arrow rage",,"ArcherCNY","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false"
"PainterQueen","Archer Queen","false","false",0,,"TID_PAINTER_QUEEN","image/skin_icons/aq_colorfest_dl_opt.png","sc3d/archerqueen_painter_geo_dl_opt.glb","sc3d/archerqueen_painter_a_dl_opt.ktx","sc3d/archerqueen_painter_n_dl_opt.ktx","sc3d/archerqueen_painter_m_dl_opt.ktx",,"ArcherQueenPainterSkin",,10000,225,225,,,"Painter Queen Spawn Effect",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenPainter_arrow","ArcherQueenPainter arrow rage",,"ArcherPainter","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false"
"ValentinesQueen","Archer Queen","false","false",0,,"TID_VALENTINES_QUEEN","image/skin_icons/aq_valentines_dl_opt.png","sc3d/archerqueen_valentines_geo_dl_opt.glb","sc3d/archerqueen_valentines_a_dl_opt.ktx","sc3d/archerqueen_valentines_n_dl_opt.ktx","sc3d/archerqueen_valentines_m_dl_opt.ktx",,"ArcherQueenValentinesSkin",,10000,225,225,,,"Valentines Queen Deploy Effect","ArcherQueen_Valentine_Atk_SFX",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenValentines_arrow","ArcherQueenValentines arrow rage",,"ArcherValentines","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false"
"GoblinQueen","Archer Queen","false","false",1500,"20240601T080059.000Z","TID_GOBLIN_QUEEN","image/skin_icons/aq_goblin_dl_opt.png","sc3d/archerqueen_goblin_geo_dl_opt.glb","sc3d/archerqueen_goblin_a_dl_opt.ktx","sc3d/archerqueen_goblin_n_dl_opt.ktx","sc3d/archerqueen_goblin_m_dl_opt.ktx",,"ArcherQueenGoblinSkin",,10000,225,225,,,"Archer Queen Deploy","GoblinArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenGoblin_arrow","ArcherQueenGoblin arrow rage",,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false"
"ArcherQueen025","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"LeagueQueen","Archer Queen","false","false",0,,"TID_LEAGUE_QUEEN","image/skin_icons/aq_league_dl_opt.png","sc3d/archerqueen_league_geo_dl_opt.glb","sc3d/archerqueen_league_a_dl_opt.ktx","sc3d/archerqueen_league_n_dl_opt.ktx","sc3d/archerqueen_league_m_dl_opt.ktx","sc3d/archerqueen_league_e_dl_opt.ktx","ArcherQueenLeagueSkin",,10000,225,225,,,"ArcherQueen_League_Deploy_SFX",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenLeague_arrow","ArcherQueenLeague arrow rage",,"ArcherLeague","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","true","false"
"ArcherQueen027","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen028","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen029","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen030","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"PetFrostyDefault","Frosty","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/frosty_default_geo.glb","sc3d/frosty_default_a.ktx","sc3d/frosty_default_n.ktx","sc3d/frosty_default_m.ktx",,"FrostyDefault",,10000,225,225,,,,,,,,,,,,,,,,,"jaw_s","hips_s",,,,,"Default",,140,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetPoisonIguanaDefault","Poison Lizard","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/poisoniguana_default_geo.glb","sc3d/poisoniguana_default_a.ktx","sc3d/poisoniguana_default_n.ktx","sc3d/poisoniguana_default_m.ktx",,"PoisonIguanaDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,100,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetPhoenixDefault","Phoenix","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.ktx","sc3d/pheonix_default_n.ktx","sc3d/pheonix_default_m.ktx",,"PhoenixDefault",,10000,225,225,,,,,,,,,,,,,,,,,"jaw_s","hips_s",,,,,"Default",,90,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetDiggyDefault","Diggy","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/diggy_default_geo.glb","sc3d/diggy_default_a.ktx","sc3d/diggy_default_n.ktx","sc3d/diggy_default_m.ktx",,"DiggyDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,170,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"PetPhoenixEggDefault","PhoenixEgg","true","false",0,,,"image/skin_icons/bk_original.png","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.ktx","sc3d/pheonix_default_n.ktx","sc3d/pheonix_default_m.ktx",,"PhoenixEggDefault",,10000,225,225,,,,,,,,,,,,,,,,,,,,,,,"Default",,40,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false"
"LeagueChampion","Warrior Princess","false","false",0,,"TID_SKIN_LEAGUE_CHAMPION","image/skin_icons/rc_league_dl_opt.png","sc3d/royalchampion_league_geo_dl_opt.glb","sc3d/royalchampion_league_a_dl_opt.ktx","sc3d/royalchampion_league_n_dl_opt.ktx","sc3d/royalchampion_league_m_dl_opt.ktx",,"WarriorPrincessLeagueSkin",,10000,225,225,,,"Royal Champion Deploy","Warrior Princess League Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","true","false"
"RoyalChampion018","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion019","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion020","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion021","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion022","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion023","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion024","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion025","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"RoyalChampion026","Warrior Princess","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden021","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden022","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden023","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden024","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden025","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden026","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden027","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden028","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden029","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"GrandWarden030","Grand Warden","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing031","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing032","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing033","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing034","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing035","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing036","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing037","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing038","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing039","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"BarbarianKing040","Barbarian King","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen031","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen032","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen033","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen034","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen035","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen036","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen037","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen038","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen039","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"ArcherQueen040","Archer Queen","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"WarmachineDefault","Warmachine","true","false",0,,"TID_WARMACHINE","image/skin_icons/bm_original.png","sc3d/buildermachine_default_geo.glb","sc3d/buildermachine_default_a.ktx","sc3d/buildermachine_default_n.ktx","sc3d/buildermachine_default_m.ktx",,"BuilderMachineDefaultSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default",,200,"DEFAULT",,,0,"true","true","true","true","true","false","true","false","false","false"
"ArmoredMachine","Warmachine","false","false",0,,"TID_ARMOREDMACHINE","image/skin_icons/bm_armored_dl_opt.png","sc3d/buildermachine_armor_geo_dl_opt.glb","sc3d/buildermachine_armored_a_dl_opt.ktx","sc3d/buildermachine_armored_n_dl_opt.ktx","sc3d/buildermachine_armored_m_dl_opt.ktx",,"BuilderMachineArmoredSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default",,200,"BASIC",,,0,"true","true","true","true","true","false","true","false","false","false"
"Warmachine002","Warmachine","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"Warmachine003","Warmachine","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"Warmachine004","Warmachine","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
"Warmachine005","Warmachine","false","true",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"false","false","false","false","false","false","false","false","false","false"
