"Name","Dependencies","MissionCategory","VillageType","FirstStep","Deprecated","Action","Character","FixVillageObject","BuildBuilding","BuildBuildingLevel","BuildBuildingCount","DefendNPC","AttackNPC","Delay","TrainTroops","ShowMap","ClientCondition","ClientStartAction","TutorialText","TutorialStep","Darken","TutorialTextBox","TutorialCharacter","CharacterSWF","LoopAnim","SpeechBubble","RightAlignTextBox","ButtonText","TutorialMusic","TutorialSound","HighlightArrowPath","HighlightArrowDirection","ClientAction","RewardResource","RewardResourceCount","RewardXP","RewardTroop","RewardTroopCount","CustomData","Villagers","ForceCamera","WaitUntilPopupIsClosed","LinkedReengagementStep","RewindOnConditionFail","ProgressWithCondition","LinkedMission"
,,,,,,,,,,,,,,,,,"noPopups && canCollectFreeForgeSlot && isInVillageType(VILLAGE_TYPE_HOME) && scrollCameraToGO(Forge) && isCinematicMode",,,,,"tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,,"false",,,,"GO:Forge","down",,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_FORGE) && canCollectFreeForgeSlot",,"TID_TUTORIAL_FORGE_2",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg","UI:Popup.Forge.collect","down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_FORGE) && canCollectFreeForgeSlot",,,,,,,,,,,,,,"UI:Popup.Forge.collect","down",,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_FORGE) && (!canCollectFreeForgeSlot || !hasEnoughStorageForFreeForgeSlot)",,"TID_TUTORIAL_FORGE_3",,"TRUE","tutorial_friendly","character_friendly_thinking","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"Forge Crafting","Forge Intro","INFO",0,,,"custom",,,,,,,,,,,"noPopups && isForgeCraftingUnlocked && isInVillageType(VILLAGE_TYPE_HOME)",,,-1,,,,,,,,,,,"GO:Forge","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_FORGE) && isForgeCraftingUnlocked",,"TID_TUTORIAL_FORGE_CRAFTING_1",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_hey_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_FORGE) && isForgeCraftingUnlocked",,"TID_TUTORIAL_FORGE_CRAFTING_2",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"Self Donate","Capital Intro Sentry","INFO",0,,,"custom",,,,,,,,,,,"noPopups && canSelfDonate && isInVillageType(VILLAGE_TYPE_HOME)",,,-1,,,,,,,,,,,"GO:ClanGate","down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"noPopups && canSelfDonate && (isObjectSelected(ClanGate) || isObjectSelected(AllianceCastle))",,"TID_TUTORIAL_SELF_DONATING_1",,"FALSE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_happy_01.ogg","UI:GameObjectButton.reinforce",,,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_ALLIANCE_TROOP_SELF_DONATE)",,"TID_TUTORIAL_SELF_DONATING_2",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_ALLIANCE_TROOP_SELF_DONATE)",,"TID_TUTORIAL_SELF_DONATING_3",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"Capital Army","Capital Intro Sentry","INFO",0,,,"custom",,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap && hasCapitalArmyUnlocked && !isChatOpen",,,-1,,,,,,,,,,,"UI:Popup.CapitalMap.training","left",,,,,,,,,,,,,,"Capital Army CC"
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_SAVE_CAPITAL_FRIENDLY_ARMY)",,"TID_TUTORIAL_CAPITAL_ARMY_1",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/grandvillager_murmur_04.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_SAVE_CAPITAL_FRIENDLY_ARMY)",,"TID_TUTORIAL_CAPITAL_ARMY_2",,"TRUE","tutorial_friendly","grand_builder_angry","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/grandvillager_murmur_vo_10.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_SAVE_CAPITAL_FRIENDLY_ARMY)",,"TID_TUTORIAL_CAPITAL_ARMY_3",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_SAVE_CAPITAL_FRIENDLY_ARMY)",,"TID_TUTORIAL_CAPITAL_ARMY_4",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"Capital Raid Info","Capital Intro Sentry","INFO",0,,,"custom",,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap && hasCapitalArmyUnlocked && isCapitalRaidTeasing && !isSignedUpForRaid && !areCapitalMapCloudsVisible",,"TID_TUTORIAL_RAID_TEASER_1",,"TRUE","tutorial_friendly","grand_builder_angry","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/grandvillager_murmur_vo_10.ogg",,,,,,,,,,,,,,"true",,"Capital Raid Info CC"
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap && hasCapitalArmyUnlocked && isCapitalRaidTeasing && !isSignedUpForRaid",,"TID_TUTORIAL_RAID_TEASER_2",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg","UI:Popup.CapitalMap.start","right",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap && hasCapitalArmyUnlocked && isCapitalRaidTeasing && !isSignedUpForRaid",,"TID_TUTORIAL_RAID_TEASER_3",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"Capital Raid","Capital Intro Sentry","INFO",0,,,"custom",,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap && hasCapitalArmyUnlocked && isInCapitalRaid","setMissionCompleted(CapitalRaidInfo)",,-1,,,,,,,,,,,"UI:Popup.CapitalMap.raid","right",,,,,,,,,,,,,,"Capital Raid CC"
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_1",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/grandvillager_murmur_04.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_2",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_3",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_4",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg","UI:Popup.CapitalMap.attackCounter","right",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_5",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"isTopMostPopup(TEXT_BOX_CAPITAL_MAP) && onRaidCapitalMap && isInCapitalRaid",,"TID_TUTORIAL_RAID_WEEKEND_6",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
"gold earning intro","duel done","SHIP",1,,,"custom",,,,,,,,,,,,,"TID_TUTORIAL_GOLD_EARNING_GETTING_STARS",,"true","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tut_builder_neutral_01.ogg",,,,,,,,,,,,,,"TRUE",,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_GOLD_EARNING_LEAGUES",,"true","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"TRUE",,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_GOLD_EARNING_LEAGUES_AND_STARS",,"true","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"TRUE",,
"elixir cart intro","worker task","INFO",1,,,"custom",,,,,,,,500,,,"noPopups && isInVillageType(VILLAGE_TYPE_BUILDER_BASE) && canCollectElixirCart","enableCinematic(true) && scrollCameraToGO(LootCartBB)","TID_TUTORIAL_ELIXIR_CART_1",,"TRUE","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tut_builder_neutral_01.ogg","GO:LootCartBB","up",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"noPopups && isInVillageType(VILLAGE_TYPE_BUILDER_BASE) && scrollCameraToGO(LootCartBB) && closeAllPopups && enableCinematic(true)",,,,,"tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,,"false",,,,"GO:LootCartBB","up",,,,,,,,,,,,"TRUE","TRUE",
,,,,,,,,,,,,,,,,,"noPopups && isInVillageType(VILLAGE_TYPE_BUILDER_BASE) && scrollCameraToGO(LootCartBB) && isCinematicMode",,,,,"tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,,"false",,,,"GO:LootCartBB","up",,,,,,,,,,,,"TRUE","TRUE",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BUILDER_BASE_DEFENCE_REWARD_POPUP)",,"TID_TUTORIAL_ELIXIR_CART_2",,"TRUE","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"TRUE",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BUILDER_BASE_DEFENCE_REWARD_POPUP)",,"TID_TUTORIAL_ELIXIR_CART_3",,"true","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"TRUE",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BUILDER_BASE_DEFENCE_REWARD_POPUP)",,"TID_TUTORIAL_ELIXIR_CART_4",,"true","tutorial_friendly_v2","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg","UI:Popup.ElixirCart.collect","right",,,,,,,,,,,,"TRUE",,
"elixir cart collect","elixir cart intro","INFO",1,,,"custom",,,,,,,,,,,"showingPopup(TEXT_BOX_BUILDER_BASE_DEFENCE_REWARD_POPUP)",,"TID_TUTORIAL_ELIXIR_CART_4",,,,,,,,,,,,"UI:Popup.ElixirCart.collect","right",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"noPopups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"stage2 intro",,"INFO",1,,,"custom",,,,,,,,,,,"isInVillageType(VILLAGE_TYPE_BUILDER_BASE) && getMaxUnlockedStage() > 0",,"TID_TUTORIAL_STAGE_2_INTRO",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tut_builder_neutral_01.ogg",,,"goToStage(1)",,,,,,,,,,,,,
,,,,,,,,,,,,,,1000,,,,,"TID_TUTORIAL_SHOW_STAGE_2_1",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SHOW_STAGE_2_2",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SHOW_STAGE_2_3",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"outpost intro","stage2 intro","INFO",1,,,"custom",,,,,,,,,,,,,,-1,,,,,,,,,,,"GO:Outpost Stage2","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(OutpostStage2)",,"TID_TUTORIAL_OUTPOST_INTRO_1",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tut_builder_neutral_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_OUTPOST_INTRO_2",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_OUTPOST_INTRO_3",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_OUTPOST_INTRO_4",,"TRUE","tutorial_friendly_v2","character_otto_left","sc/tutorial_characters_v2.sc",,"bubble_no_button_left","false",,,"sfx/otto_robo_vo_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_OUTPOST_INTRO_5",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"reinforcement camp intro","outpost intro","INFO",1,,,"custom",,,,,,,,,,,,,,-1,,,,,,,,,,,"GO:Reinforcement Camp","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(ReinforcementCamp)",,"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_1",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tut_builder_neutral_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_2",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_3",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_4",,"TRUE","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
