"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","SpawnLimit","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","SoundDelay","StopSound","PitchIncrease","FadeMusic","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale","MaxInstances","SpawnEffect","SpawnEffectDelay","FadeIn","FadeOut","ParticleEmitter3D"
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heal area top",,,"heal_ring5",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Heal predeploy",,,"heal_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/magic_bottle_fall_05.ogg",80,95,95,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Heal spell",,,"heal_ring_effect",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/healer_attack_01.ogg",30,80,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"heal_ring_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealAura area",,,"healer_tank_ring",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_heal_magic_03.ogg",60,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_tank_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealAura top",,,"healer_tank_ring5",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Healer Attack",,,"Wizard_Tower_lightFlash",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/healer_attack_01.ogg",20,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Healer Deploy",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/healer_deploy_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Healer Die",,,"SplatBig",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/healer_die_01.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Healer Hit",,,"healer_lightrays",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/healer_hit_02.ogg",40,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"healer_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Air Mode",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/air_switch_guardian_01.ogg",100,98,102,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Altar Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_altar_pickup_02.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Altar Place",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_altar_place.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Attack Enemy",,,,,,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_spot_01.ogg",90,75,75,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Deploy",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Ground Mode",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ground_switch_guardian_01.ogg",100,98,102,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Health Full",,,"hero_heal_lightrays",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_energized.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"hero_heal_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_effect",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"heal_ring_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Patrol",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_patrol.ogg",100,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Sleep",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hero_sleep.ogg",90,75,75,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Spot Enemy",,,,,,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Hero Upgrade Finished",,,"Building Ready",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/building_finished_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"HogGlider Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/hog_glider_dep_sfx_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice Ability Effect",,,"snowflake_burst_big",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/archer_invis_01v2.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"queen_ice_ability_fxlines1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"queen_ice_ability_glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"queen_ice_ability_glow_white",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"snowsparkle_burst",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"snowsparkle_burst_linger",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Archer Die",,,"Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/ice_archer_die_01.ogg",50,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice Breaker Attack",,,"Ice_Breaker_fireBalls",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/scattershot_atk_01.ogg",70,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Ice_Breaker_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ice_Breaker_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Breaker Hit lvl1","sc/buildings.sc","ice_breaker_shard_cone_rotate","Explosion_1_small",,0,"Top",30,850,"true","true","true","false","false","false","false","false","false",0,0,"sfx/scattershot_atk_hit_01.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ice_Breaker_hit1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice King Celebrate",,,,,,"None",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/ice_king_cheers_01_dl_opt.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice King Spawn Effect",,,"king_snowflake_burst_01",,110,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"king_snowflake_burst_left",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"king_snowflake_burst_right",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"king_ice_ability_glow_offset",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"king_snow_spiral_04",,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Spawn Effect",,,"snowflake_burst_01",,110,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"snowflake_burst_left",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"snowflake_burst_right",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"queen_ice_ability_glow_offset",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"snow_spiral_04",,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Tinymite Attack",,,"Tinymite_spit",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",5,0,"sfx/tiny_ice_atk_01.ogg",40,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice Tinymite Die",,,"Tiny Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/tiny_ice_die_01.ogg",50,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Fire_ballsBigTranslateUp",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice Wizard Die",,,"Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/ice_wiz_death_01.ogg",50,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/ice_wiz_death_02.ogg",50,95,105,,,,,,,,,,,,,,,,,
"Ice_King_Ability_Effect",,,"king_ice_ability_fxlines1",,0,"Top",50,300,"true","true","false","false","false","false","false","false","false",0,0,"sfx/ice_king_ability_01_dl_opt.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"king_spark_fx",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"ice_king_ability_bubble",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"ice_king_ability_symbol",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice_King_Atk_Sfx",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_king_atk_01_dl_opt.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice_King_Deploy",,,,,,"Objects",20,200,"true","false","false","false","false","false","false","false","false",0,0,"sfx/ice_king_dep_01_dl_opt.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Ice_King_Die",,,"Mortar_lightFlash",,0,"Top",100,1000,"true","false","false","false","false","false","false","false","false",0,0,"sfx/ice_king_die_01_dl_opt.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_die_force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice_King_Menu_Sfx",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,9500,"sfx/ice_king_menu_01_dl_opt.ogg",90,100,100,0,"true",0,"false","false",,0,0,0,100,100,0,,,0,0,
"IceArcher Deploy",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_archer_deploy_01.ogg",65,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"IceArcher Hit",,,"Hit",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",3,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceWizard_Freeze_glow_blue_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceArcher_attack",,,"Wizard_attack",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/ice_archer_fire_01.ogg",50,90,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Icegolem Attack",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_golem_atk_02.ogg",70,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Icegolem Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/ice_golem_deploy_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl1",,,"IceGolem Freeze_glow_blue_lvl1",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl1_DEF",,,"IceGolem Freeze_glow_blue_lvl1_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl1_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl1_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl1_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl2",,,"IceGolem Freeze_glow_blue_lvl2",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl2_DEF",,,"IceGolem Freeze_glow_blue_lvl2_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl3",,,"IceGolem Freeze_glow_blue_lvl3",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl3_DEF",,,"IceGolem Freeze_glow_blue_lvl3_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl3_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl4",,,"IceGolem Freeze_glow_blue_lvl4",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl4_DEF",,,"IceGolem Freeze_glow_blue_lvl4_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl4_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl5",,,"IceGolem Freeze_glow_blue_lvl5",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl5_DEF",,,"IceGolem Freeze_glow_blue_lvl5_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl5_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl6",,,"IceGolem Freeze_glow_blue_lvl6",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl6_DEF",,,"IceGolem Freeze_glow_blue_lvl6_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl6_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl7",,,"IceGolem Freeze_glow_blue_lvl7",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze4_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze5_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze6_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy lvl7_DEF",,,"IceGolem Freeze_glow_blue_lvl7_DEF",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/freeze_spell_01.ogg",80,90,90,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze2_lvl7_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze3_lvl7_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze1_lvl7_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl1",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl1_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl1_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl2",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceGolem Freeze deploy2 lvl2_DEF",,,"IceGolem Freeze_dots1",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"IceGolem Freeze_dots2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"IceGolem Freeze_crystal_lvl2_DEF",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
