"TID","TR"
"TID_NPC_CHALLENGE_TH9_LAVALOON_ARCHER_QUEEN","<cf70d16>Büyücü Kulesinden</c>, <cf70d16>Hava Savunmasından</c> ve <cf70d16>Okçu Kulesinden</c> kurtulmak için <c9916c8>Okçu Kraliçeyi</c> mevzilendir."
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","Şimdi <c9916c8>Kraliçenin Yeteneğini</c> etkinleştirme zamanı."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","Yavaş hava birimlerini hızlandırmak için <cf07bf8>Hızlandırma Büyüsü</c> kullan ve <cf70d16>Hava Patlatıcıya</c> daha hızlı ulaş."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HOUNDS","<c3e8cb8>Balonlarını</c> korumak ve üssün içinde tuzaklar kurmak için <c54a0fe>Lav Tazısı</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BALLOONS","<c54a0fe>Balonları</c> <c54a0fe>Lav Tazısının</c> arkasına mevzilendir."
"TID_NPC_CHALLENGE_TH9_LAVALOON_FREEZE","Birliklerin ilerlerken <cf70d16>Hava Patlatıcıyı</c> engellemek için <c38eaff>Dondurma Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE1","<cf07bf8>Öfke Büyüsünü</c> çoğu birliğinin yararlanabileceği bir yerde kullan."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE2","Kalan <cf70d16>Hava Savunmasını ve Hava Patlatıcıları</c> yok etmek için bir <cf07bf8>Öfke Büyüsü</c> daha kullan."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE2","<c54a0fe>Balonlarını</c> hızlandırmak için bir <cf07bf8>Hızlandırma Büyüsü</c> daha kullan."
"TID_NPC_CHALLENGE_TH9_LAVALOON_CLEAN_UP","Üssü temizlemek için kalan birliklerini ve büyülerini kullan."
"TID_BP_PURCHASE_BUTTON_PROMPT",",\qشراء التذكرة الذهبية"
"TID_OFFER_SEASON_CHALLENGES_TEXT_1","Yeni Kahraman Görünümü!"
"TID_OFFER_SEASON_CHALLENGES_TEXT","Sezon Mücadelelerinde 20 kata değerli ödüller kazan!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_2","Büyülü Öğeler ve Avantalar!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_3","20 kata kadar değerli!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_4","Daha büyük Sezon Bankası!"
"TID_BP_PERK_NEEDS_PREMIUM","Altın Bilet ile Aç"
"TID_BP_PERK_MAXIMUM","Maksimum Hızlandırma Etkin"
"TID_BP_PERK_MAXIMUM_QUICK_DONATE","1 Taşla Bağış Etkin"
"TID_BP_PERK_MAXIMUM_SEASON_BANK","Maksimum Boyut Açıldı"
"TID_BP_PERK_CURRENT_AMOUNT","Etkin"
"TID_BP_PERK_NEXT_AMOUNT","Sonraki yükseltme:"
"TID_BP_PERK_NEXT_SCORE","Gereken Puan:"
"TID_BP_PERK_NEEDS_PREMIUM_SEASON_BANK","Altın Biletle yükselt"
"TID_BP_POINTS","Mücadele Puanı"
"TID_BP_COMPLETED","Tamamlandı!"
"TID_BP_REWARD_CATEGORY_SKINS","Kahraman Görünümleri"
"TID_BP_UNLOCKS_TEXT","Sezon Mücadeleleri <value>. seviye Belediye Binasında açılır."
"TID_DOWNLOADING_SKIN","Görünüm indiriliyor..."
"TID_BP_BUTTON_REWARDS_LIST","Ödül Listesi"
"TID_BP_SKIN_TITLE","Kahraman Görünümü"
"TID_BP_MULTIPLE_REWARD_FORMAT","<num> adet <reward>"
"TID_BP_SKIN_UNLOCKED","<skin> Açıldı!"
"TID_BP_SEASON_BANK_EXPANDED","Sezon Bankası artık daha büyük!"
"TID_BP_PERK_ACTIVATED","%<num> <perk> Etkin!"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","Tüm hızlı bağışlar yalnızca 1 taş karşılığında yapılır."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","Bina inşaatları ve yükseltmeleri daha az kaynak ve zaman gerektirir. Altın Atölyesinde üretim daha az kaynak ve zaman gerektirir."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","Birliklerin, Büyülerin ve Kuşatma Makinelerinin hazırlanması normale göre daha az kaynak gerektirir. Kahramanların iyileşmesi daha az zaman alır."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","Laboratuvardaki Birlik, Büyü ve Kuşatma Makinesi yükseltmeleri normale göre daha az kaynak ve süre gerektirir."
"TID_NPC_KING_HEALTH_LOW","<c9916c8>Barbar Kralın</c> isabet puanı azalıyor. Yeteneğini etkinleştir!"
"TID_NPC_QUEEN_HEALTH_LOW","<c9916c8>Okçu Kraliçenin</c> isabet puanı azalıyor. Yeteneğini etkinleştir!"
"TID_NPC_WARDEN_HEALTH_LOW","<c9916c8>Büyük Koruyucunun</c> isabet puanı azalıyor. Yeteneğini etkinleştir!"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Otomatik E-posta"
"TID_LEADER_ROTATION_MAIL_TEXT","Bu klanın Lideri <daysInactive> günden fazladır görünmedi. Liderlik <daysToRotation> gün içinde en uzun süreli ve en yüksek sıralamalı etkin oyuncuya devredilecek. Liderliğin değişmemesi için şu anki Liderin oyuna girmesi gerekir.\n\nMevcut durumda yeni lider <newLeader> olacak."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","Harika!"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","Çok iyiydin! Mevzilendirme adımları olmadan alıştırma yapmak ister misin?"
"TID_GEM_COMPENSATION_CLAN_GAMES","Merhaba Şef! Son Klan Oyunlarından kazandığın ödülleri kaybettiğini fark ettik. Ne yazık ki sana kaynakları ve Büyülü Öğeleri geri veremiyoruz, ama ulaşmış olduğun her ödül kademesi için 50 Taş gönderdik. Bu durum için özür diliyoruz. Savaşa devam!"
"TID_OFFER_TITLE_GENERIC","Özel Teklif"
"TID_BP_SEASON_BANK_SIZE_INCREASE","Daha Büyük\nSezon Bankası"
"TID_BP_PERK_INCREASE","%<num>\n<perk>"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_ALT_2_LINE","Savaş Kitabı"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_ALT_2_LINE","İnşaat Kitabı"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_ALT_2_LINE","Büyü Kitabı"
"TID_BOOSTER_FINISH_HERO_UPGRADE_ALT_2_LINE","Kahramanlar Kitabı"
"TID_BOOSTER_FINISH_ANY_UPGRADE_ALT_2_LINE","Her Şeyin Kitabı"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALT_2_LINE","Güç İksiri"
"TID_BOOSTER_BOOST_RESOURCES_ALT_2_LINE","Kaynak İksiri"
"TID_BOOSTER_BOOST_PRODUCTION_ALT_2_LINE","Eğitim İksiri"
"TID_BOOSTER_FILL_GOLD_STORAGE_ALT_2_LINE","Altın Rünü"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_ALT_2_LINE","İksir Rünü"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_ALT_2_LINE","Kara İksir Rünü"
"TID_BOOSTER_FILL_GOLD2_STORAGE_ALT_2_LINE","İnşaatçı Altını Rünü"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_ALT_2_LINE","İnşaatçı İksiri Rünü"
"TID_BOOSTER_WALL_UPGRADE_ALT_2_LINE","Duvar Yüzüğü"
"TID_BOOSTER_BUILDERS_ALT_2_LINE","İnşaatçı İksiri"
"TID_BOOSTER_FREE_TROOP_UPGRADE_ALT_2_LINE","Savaş Çekici"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_ALT_2_LINE","İnşaat Çekici"
"TID_BOOSTER_FREE_SPELL_UPGRADE_ALT_2_LINE","Büyü Çekici"
"TID_BOOSTER_FREE_HERO_UPGRADE_ALT_2_LINE","Kahramanlar Çekici"
"TID_BOOSTER_CLOCKTOWER_ALT_2_LINE","Saat Kulesi İksiri"
"TID_BOOSTER_MOVE_OBSTACLE_ALT_2_LINE","Engel Küreği"
"TID_BOOSTER_HERO_POTION_ALT_2_LINE","Kahraman İksiri"
"TID_SETTINGS_DARK_CLOUDS","Eşleştirme sırasında Kara Bulutlar göster"
"TID_STREAM_EVENT_PROMOTED_AUTOMATICALLY","otomatik olarak terfi ettirildi"
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_EAGLE","Ateş etmeye başlamadan önce <cf70d16>Kartal Topunu</c> yok ederek saldırına başla."
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_QUEEN","<cf70d16>Düşman Kraliçesini</c> de alt etmek için bir plan yapmalısın."
"TID_NPC_CHALLENGE_TH11_LAVALOON_JUMP","<c9916c8>Okçu Kraliçenin</c> hedeflere ulaşması için <c85ff3b>Atlama Büyüsü</c> kullan!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_ICE_GOLEM","Öldüğünde savunma binalarını dondurması için <c54a0fe>Buz Golemini</c> mevzilendir."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BARBARIAN_KING","<c9916c8>Barbar Kralı</c> mevzilendir."
"TID_NPC_CHALLENGE_DEPLOY_ARCHER_QUEEN","<c9916c8>Okçu Kraliçeyi</c> mevzilendir."
"TID_NPC_CHALLENGE_TH11_LAVALOON_KING_ABILITY","Ölmeden önce <c9916c8>Barbar Kralın Yeteneğini</c> etkinleştir."
"TID_NPC_CHALLENGE_POISON_TO_SLOW_DOWN_QUEEN","<ce98714>Düşman Kraliçesini</c> yavaşlatmak için <cf70d16>Zehir Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE1","Balonlar yavaştır. <cf07bf8>Hızlandırma Büyüsü</c> kullanarak hızlandırabilirsin! Birden fazla parmak kullanmayı dene."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS1","<c54a0fe>Balonlarını</c> korumak için <c54a0fe>Lav Tazılarını</c> kullan!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS1","<c54a0fe>Balonların</c> çoğunu mevzilendir."
"TID_NPC_CHALLENGE_DEPLOY_AIR_GRAND_WARDEN","Şimdi <c9916c8>Büyük Koruyucuyu</c> mevzilendir. Uçuş modunu kullan!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_STONE_SLAMMER","<c54a0fe>Kaya Balonunu</c> mevzilendir. <c54a0fe>Balonlarını</c> korur ve düşman savunmasını yok eder!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS2","Alanı hızlıca temizlemek için birkaç <c54a0fe>Balon</c> mevzilendir."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS2","Bir <c54a0fe>Lav Tazısı</c> daha mevzilendir."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS3","Kalan <c54a0fe>Balonları</c> mevzilendir."
"TID_NPC_CHALLENGE_RAGE_TOUGH_TARGETS","<cf07bf8>Öfke Büyüsü</c>, dayanıklı hedefleri yok etmene yardımcı olur."
"TID_NPC_CHALLENGE_TH11_LAVALOON_WARDEN_ABILITY","<c54a0fe>Balonlarını</c> korumak için <c9916c8>Büyük Koruyucunun</c> yeteneğini kullan!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE2","Kalan <cf07bf8>Hızlandırma Büyüsünü</c> kullanıp <c54a0fe>Balonların</c> üssü temizlemesine yardım et!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_MINIONS","Üssün kalanını temizlemek için <c54a0fe>Minyonlarını</c> kullan."
"TID_NPC_CHALLENGE_TH9_BABYDQW_ARCHER_QUEEN","Köye giden bir yolu temizlemeye başlamak için <c9916c8>Okçu Kraliçeyi</c> mevzilendir."
"TID_NPC_CHALLENGE_HEALERS_TO_SUPPORT_QUEEN","<c9916c8>Okçu Kraliçeyi</c> desteklemek için <c54a0fe>Şifacıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_BABYDQW_INFO_WAIT","<c9916c8>Okçu Kraliçe</c> <cf70d16>Bomba Kulesini</c> yok edene kadar bekle."
"TID_NPC_CHALLENGE_TH9_BABYDQW_WALL_BREAKERS","Biraz zaman kazanmak için <c54a0fe>Duvar Yıkıcıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_BABYDQW_POISON","<cf70d16>Düşman Kahramanlarını</c> yavaşlatmak için <ce98714>Zehir Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH9_BABYDQW_RAGE","<c9916c8>Okçu Kraliçe</c> ve <c54a0fe>Şifacıları</c> güçlendirmek için <cf07bf8>Öfke Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH9_BABYDQW_BARBARIAN_KING","Üssün köşesini temizlemek için <c9916c8>Barbar Kralı</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_BABYDQW_JUMP","<c9916c8>Barbar Kralın</c> savaşa katılması için <c85ff3b>Atlama Büyüsü</c> kullan!"
"TID_NPC_CHALLENGE_TH9_BABYDQW_BABY_DRAGONS","<cf70d16>Hava Savunmalarının</c> çoğu yok edildi. Şimdi <c54a0fe>Yavru Ejderhaları</c> gönderme zamanı!"
"TID_NPC_CHALLENGE_TH9_BABYDQW_SPELLS","Saldırıyı tamamlamak için kalan <cf07bf8>Öfke Büyüsü</c> ve <cffe346>İyileştirme Büyüsünü</c> kullan."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING","Sezon bitmeden Sezon Mücadelelerinden daha fazla puan ve ödül kazan."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING_MAXED_POINTS","Sezon bitmeden Sezon Mücadelelerinden ödüller kazan."
"TID_SKIN_NOT_AVAILABLE","Bu görünümü Sezon Mücadelelerinden kazanabilirsin."
"TID_BP_REWARD_GET_GEM_ALTERNATIVE_TEXT","Ödüller, Büyülü Öğe depona sığmıyor. Fazla ödülleri <amount> Taş karşılığında satmak ister misin?"
"TID_BP_PERK_UNLOCKED_IN_REWARDS","Yükseltme Ödüller sekmesinden alınabilir."
"TID_SKIN_ALREADY_OWNED","Bu görünüme zaten sahipsin."
"TID_SKIN_OFFER_INFO","<name> için görünüm"
"TID_SHOP_OWNED","Sahip olduğun:"
"TID_SKIN","<hero> için <name> görünümü"
"TID_BUTTON_SHARE_LAYOUT_CHAT","Klan Sohbetinde Paylaş"
"TID_BUTTON_SHARE_LAYOUT_LINK","Bağlantı Olarak Paylaş"
"TID_LAYOUT_LINK_COPIED_TO_CLIPBOARD","Tasarım bağlantısı cihaz panosuna kopyalandı!"
"TID_HOG_GLIDER","Planör Binicisi"
"TID_CHARACTER_INFO_HOG_GLIDER","Gökyüzünün belalı binicileri geliyor. Duvarları aşmada uzmanlar, ama düşmeden fazla dayanamıyorlar."
"TID_HOG_RIDER","Domuz Binicisi"
"TID_CHARACTER_INFO_HOG_RIDER","Planörü kaybedince korkusuz ikilimiz orijinal haline dönüyor. Bu muhteşem ikili, planör olmadan da duvarları aşmada çok başarılı."
"TID_HOG_GLIDER_ABILITY_NAME","Sersemleten Uçuş"
"TID_HOG_GLIDER_ABILITY_HELP","Çarpışma sonrası hedefi <num> saniyeliğine sersemletir."
"TID_STREAM_SHARED_LAYOUT","Tasarımını paylaştı."
"TID_ARCHER_QUEEN_GLADIATOR","Gladyatör Kraliçe"
"TID_STREAM_SHARED_LAYOUT_HOME","<num>. seviye bir Belediye Binası tasarımı paylaştı."
"TID_STREAM_SHARED_LAYOUT_WAR","<num>. seviye bir Belediye Binası Savaş Üssü tasarımı paylaştı."
"TID_STREAM_SHARED_LAYOUT_BUILDER_BASE","<num>. seviye bir İnşaatçı Binası tasarımı paylaştı."
"TID_WARNING_CANNOT_SHARE_INCOMPLETE_LAYOUTS","Yalnızca tamamlanmış tasarımlar paylaşılabilir."
"TID_WARNING_SHARED_LAYOUT_NOT_AVAILABLE","Tasarım artık yok."
"TID_BUILDING_LAVA_LAUNCHER","Lav Püskürtücü"
"TID_LAVA_LAUNCHER_INFO","Çok uzak mesafelere erimiş kayalar fırlatır. Kayalar düştükleri yeri yakıp düşman kara birliklerine hasar verir."
"TID_WARNING_INVALID_LAYOUT_CODE","Tasarım bağlantısı geçersiz."
"TID_WARNING_TH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Tasarım kopyalamak için Belediye Binanın <num>. seviyede olması gerekir."
"TID_WARNING_BH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Tasarım kopyalamak için İnşaatçı Binanın <num>. seviyede olması gerekir."
"TID_PRIZE_SHOP_ITEM_COOLDOWN","Tekrar <item> satın almak için <time> beklemen gerekiyor."
"TID_WARNING_CANNOT_COPY_LAYOUT_WHILE_EDITING","Bir tasarımı düzenlerken başka bir tasarımı kopyalayamazsın."
"TID_TOWNHALL_DIVIDER_TEXT","<level>. Belediye Binası"
"TID_TRAINING_LEVELS","Alıştırma"
"TID_CLEARED_LEVELS","Tamamlanan Seviye:"
"TID_TRAINING_LEVELS_DESCRIPTION","Ücretsiz olarak değişik saldırı stratejileri dene ve becerilerini geliştir! Belediye Binanı yükselttikçe yeni alıştırma seviyeleri açılır."
"TID_PRESTIGE_VERSUS_TROPHIES","Prestij"
"TID_BATTLE_PASS_UNCLAIMED_REWARDS","Alınmayan"
"TID_BATTLE_PASS_CLAIMED_REWARDS","Alınan"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING","Kötü Hava Koşulları"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL","Her Şeyin Tedavisi Var"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE","Öfke Kontrolü"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP","Haydi Zıpla"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE","Soğuk Bir Gün"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE","Çift Görüyorum"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON","Zehirli Savaş"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE","Hız Tutkusu"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE","Yer Sallanıyor"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON","İskelet Çetesi"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT","Yarasa İstilası"
"TID_CLANGAMES_TASK_WIN_STARS_USING_LIGHTNING_INFO","<num2> Yıldırım Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HEAL_INFO","<num2> İyileştirme Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_RAGE_INFO","<num2> Öfke Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_JUMP_INFO","<num2> Atlama Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_FREEZE_INFO","<num2> Dondurma Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_CLONE_INFO","<num2> Klon Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_POISON_INFO","<num2> Zehir Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HASTE_INFO","<num2> Hızlandırma Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","<num2> Deprem Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_SKELETON_INFO","<num2> İskelet Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_CLANGAMES_TASK_WIN_STARS_USING_BAT_INFO","<num2> Yarasa Büyüsü kullanarak <num> Çok Oyunculu Savaş kazan."
"TID_MASTER_BUILDER_BUILDING","Usta İnşaatçının Kulübesi"
"TID_ARTO_BUILDING","O.T.T.O Kulübesi"
"TID_MASTER_BUILDER_INFO","Usta İnşaatçının ikinci evi. Asıl Köyde kalırken fazladan bir İnşaatçı olarak çalışır."
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_TITLE","Yola çıkmaya hazır mısın?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION","Usta İnşaatçıyı Asıl Köye göndermek istiyor musun?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_BB","Usta İnşaatçıyı İnşaatçı Üssüne göndermek istiyor musun?"
"TID_MOVE_MASTER_BUILDER_ERROR_HUT","Asıl Köyde Usta İnşaatçının Kulübesi olmalıdır."
"TID_CHALLENGE_TH6_GIWIWA","Etten Duvar"
"TID_CHALLENGE_TH11_LAVALOON","Daha Fazla Lav ve Balon"
"TID_CHALLENGE_TH5_LOON","Balon Geçidi"
"TID_CHALLENGE_TH7_DRAGON","Alevli Nefes"
"TID_CHALLENGE_TH12_BOWIGI","Cadılarla Dans"
"TID_CHALLENGE_TH4_GIANT","Devin Gücü"
"TID_CHALLENGE_TH7_HOG","Domuz Baskını"
"TID_CHALLENGE_TH7_MINION","Hava Akını"
"TID_CHALLENGE_TH8_GOWIPE","Ağır Siklet"
"TID_CHALLENGE_TH8_GOWIVA","Balta Fırtınası"
"TID_CHALLENGE_TH9_LAVALOON","Lav ve Balon"
"TID_CHALLENGE_TH9_BABYDQW","Yaramaz Bebekler"
"TID_SPELL_RADIUS","Etki alanı: <number> kare"
"TID_BOOSTER_LAB_POTION","Araştırma İksiri"
"TID_BOOSTER_LAB_POTION_ALT_2_LINE","Araştırma İksiri"
"TID_BOOSTER_LAB_OFFER_INFO","<num> Araştırma İksiri - Laboratuvarın <time> boyunca <multiplier> kat hızlı araştırma yapar."
"TID_BOOSTER_LAB_POTION_INFO","Bu çok sağlıklı görünen içecek, Laboratuvardaki gizemli Büyücülerin <time> boyunca <multiplier> kat hızlı araştırma yapmalarını sağlar. Asıl Köyde kullanılır."
"TID_POPUP_BOOST_RESEARCH_TITLE","Araştırma hızlandırılsın mı?"
"TID_POPUP_BOOST_RESEARCH_TEXT","Laboratuvar <time> boyunca <multiplier> kat hızlandırılsın mı?"
"TID_TUTORIAL_ARTO_COMPLETE_1","Tamamlandı!"
"TID_TUTORIAL_ARTO_COMPLETE_2","Merhaba de, B.O.B!"
"TID_TUTORIAL_ARTO_COMPLETE_3","MERHABA, İNSAN DOSTUM!"
"TID_LEGENDS_MULTIPLAYER","Çok oyunculu"
"TID_LEGENDS_MP_ATTACK","Saldırı"
"TID_LEGENDS_MP_DEFENCE","Savunma"
"TID_LEGENDS_ATTACKS_LEFT","Kalan Maç:"
"TID_LEGENDS_LEAGUE_DAY_ENDS","Bulunduğun Lig Gününün bitmesine:"
"TID_LEGENDS_LEAGUE_DAY_STARTS","Sonraki Lig Gününün başlamasına:"
"TID_LEGENDS_DEFENCE_LAYOUT_TITLE","Tasarımı Seç"
"TID_LEGENDS_DEFENCE_LAYOUT_TEXT","Sonraki Lig Günü için köyünün savunma tasarımını seç."
"TID_LEGENDS_DEFENCE_LAYOUT_BUTTON","Seç"
"TID_LEGENDS_DEFENCE_CC_TITLE","Klan Kalesi Birliklerini seç"
"TID_LEGENDS_DEFENCE_CC_TEXT","Sonraki lig gününde köyünü korumaları için Klan Kalesi birliklerini seç."
"TID_LEGENDS_DEFENCE_CC_BUTTON","Seç"
"TID_CHALLENGE_TH10_MINER","Çılgın Madenci"
"TID_NPC_CHALLENGE_TH10_MINER_ARCHER_QUEEN","<c9916c8>Okçu Kraliçeyi</c> mevzilendir. Üssün etrafında saat yönünün tersine doğru hareket eder."
"TID_NPC_CHALLENGE_TH10_MINER_HEALERS","<c9916c8>Okçu Kraliçeyi</c> hayatta tutmak için <c54a0fe>Şifacıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_MINER_TEST_WALL_BREAKER","Duvarın yanında <cf70d16>Bomba</c> olup olmadığını kontrol etmek için bir <c54a0fe>Duvar Yıkıcı</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_MINER_WALL_BREAKERS","Duvarı yıkıp <c9916c8>Okçu Kraliçenin</c> içeriye girmesini sağlamaları için diğer <c54a0fe>Duvar Yıkıcıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS1","Binaları yıkmak için <c54a0fe>Büyücüleri</c> mevzilendir. Böylece <c9916c8>Okçu Kraliçenin</c> köyün içinde kalmasını sağlarsın."
"TID_NPC_CHALLENGE_TH10_MINER_RAGE","<c54a0fe>Şifacılarını</c> kızartmadan önce girişteki <cf70d16>Cehennem Kulesini</c> bir <cf07bf8>Öfke Büyüsü</c> kullanarak yok et!"
"TID_NPC_CHALLENGE_TH10_MINER_MINERS","Artık <c54a0fe>Madencilerin</c> üssün etrafında rahatça ilerleyebilirler."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS2","<c54a0fe>Madencilerin</c> işini kolaylaştırmak için <c54a0fe>Büyücüleri</c> mevzilendirip kenarlardaki ve köşelerdeki binaları yok et."
"TID_NPC_CHALLENGE_TH10_MINER_BARBARIAN_KING","<c9916c8>Barbar Kralı</c> mevzilendir. Düşman savunmalarının <c54a0fe>Madencilere</c> saldırmasını önler."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS3","<c54a0fe>Madencilerin</c> üssün içinde kalmasını sağlamak için kalan <c54a0fe>Büyücüleri</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_MINER_HEALS","Çok hasar aldıklarında <c54a0fe>Madencileri</c> hayatta tutmak için İyileştirme büyüsü kullan."
"TID_LEGENDS_SET_CASTLE_TROOPS_TEXT","Bu Klan Kalesi birlikleri sonraki Lig Günü savunmasında kullanılsın mı?"
"TID_LEGENDS_SET_CASTLE_TROOPS_EMPTY_WARNING","Klan Kalesinde şu anda birlik yok!"
"TID_CHALLENGE_TH9_WITCH","Cadı Tokadı"
"TID_NPC_CHALLENGE_TH9_WITCH_FUNNEL_WIZARD","Ordu Kampını temizlemek için bir <c54a0fe>Büyücü</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_WITCH_ARCHER_QUEEN","Şimdi <c9916c8>Okçu Kraliçeyi</c> mevzilendir. Ordu Kampı aradan çıktığı için üssün etrafında saat yönüne ilerleyecek."
"TID_NPC_CHALLENGE_TH9_WITCH_GOLEMS","Üsse girmek için <c54a0fe>Golemleri</c> mevzilendir. Savunmaların verdiği hasarı onlar alacak."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES1","Köşedeki binaları yok etmek için <c54a0fe>Cadıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES2","<c54a0fe>Golemleri</c> desteklemek için <c54a0fe>Cadıların</c> çoğunu mevzilendir."
"TID_NPC_CHALLENGE_TH9_WITCH_WIZARD","Geriye kalan binaları yok etmeleri için kalan <c54a0fe>Büyücüleri</c> mevzilendir."
"TID_ARTO_TASK_GEAR_UP","\nAsıl Köydeki üç binayı geliştir."
"TID_ARTO_TASK_UPGRADE_GENERIC","\n<name> öğesini <level>. seviyeye yükselt."
"TID_ARTO_TASK_GEAR_UP_FLUFF","İleri teknoloji ileri düşünce gerektirir! Asıl Köyde bazı özel projeleri tamamlamak zihnini açacak."
"TID_ARTO_TASK_CANNON_CART_FLUFF","Tekerleklerin ayarını tutturmak zordur. Dingilleri iyi hizalayarak Top Arabasını mükemmel hale getirelim."
