"TID","PT"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_GOLD_ELIXIR_INFO_999","• <res0> de ouro.\n• <res1> de elixir.\n• <booster1>x Livro das Construções - completa instantaneamente qualquer melhoria de construção.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 20 vezes!\n\nAdquira seu pacote de aniversário! Ele estará disponível por tempo limitado."
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_1999","• <res0> de ouro.\n• <res1> de elixir.\n• <booster1>x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 10 vezes!\n\nAdquira seu pacote de aniversário! Ele estará disponível por tempo limitado."
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_999","• <res0> de ouro.\n• <res1> de elixir.\n• <booster1>x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 20 vezes!\n\nAdquira seu pacote de aniversário! Ele estará disponível por tempo limitado."
"TID_LOCAL_NOTIFICATION_EVENT_6TH_1_GEM_BOOST","É o nosso 6º Aniversário! Duplique sua produção de recursos. Acelere os coletores de recursos por 1 gema cada!"
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0712","Pacote do poder sombrio"
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0206","Pacote rumo à vitória"
"TID_LOCAL_NOTIFICATION_EVENT_END_OF_SUMMER_OFFER_TH0212","Faça chuva ou faça sol, o calor da batalha é sempre intenso! Não perca essas ofertas exclusivas!"
"TID_ENDOFSUMMER_OFFER_INFO_9999_4999","• <res0> de elixir negro.\n• <booster1>x Livro dos Heróis - conclui instantaneamente qualquer melhoria de herói em andamento.\n• <res1> de ouro.\n• <res2> de elixir.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 2 vezes!\n\nPor tempo limitado!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_1999","• <res0> de elixir negro.\n• <booster1>x Livro dos Heróis - conclui instantaneamente qualquer melhoria de herói em andamento.\n• <res1> de ouro.\n• <res2> de elixir.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 5 vezes!\n\nPor tempo limitado!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_0999","• <res0> de elixir negro.\n• <booster1>x Livro dos Heróis - conclui instantaneamente qualquer melhoria de herói em andamento.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 5 vezes!\n\nPor tempo limitado!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0206_1999_0999","• <res0> de ouro.\n• <res1> de elixir.\n• <booster1>x poção do poder - melhora as tropas e feitiços para o nível máximo por 1h.\n• <booster2>x poção do construtor - seus construtores trabalham 10x mais rápido por 1h.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 5 vezes!\n\nPor tempo limitado!"
"TID_LOCAL_NOTIFICATION_EVENT_GEM_BOOST_ATTACK","Aceleração por 1 gema disponível agora! Acelere o treinamento de tropas, preparo de feitiços e cura de heróis e consiga exércitos completos 4x mais rápido!"
"TID_CLAN_GAMES_THEME_DARKHEROIC","Jogos\nsombrios\ne heroicos"
"TID_EVENT_TITLE_REGULAR_THEMED_BUILD_TH0212","A calmaria antes da tempestade"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BUILD_TH0212","Chefe, fique tranquilo, pois a tormenta da guerra ainda está por vir. Aproveite para melhorar suas defesas com esta oferta especial."
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_9999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x anel de muro - melhore qualquer muro instantaneamente. Talvez seja preciso usar vários anéis para muros de níveis mais altos!\n• <booster2>x livro das construções - conclua qualquer melhoria de construção instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada somente 1 vez durante o período mostrado.\nAproveite para melhorar as suas defesas!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_4999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x anel de muro - melhore qualquer muro instantaneamente. Talvez seja preciso usar vários anéis para muros de níveis mais altos!\n• <booster2>x Livro das Construções - conclua qualquer melhoria de construção instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 2 vezes durante seu período de exibição.\n• Aproveite para melhorar as suas defesas!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_1999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x Livro das Construções - conclua qualquer melhoria de construção instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Aproveite para melhorar as suas defesas!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_999","• <res0> de ouro.\n• <booster1>x Livro das Construções - conclua qualquer melhoria de construção instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Aproveite para melhorar as suas defesas!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_1999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Aproveite para melhorar as suas defesas!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_999","• <res0> de ouro.\n• <booster1>x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Aproveite para melhorar as suas defesas!"
"TID_EVENT_TITLE_REGULAR_THEMED_PREPARE_TH0212","Fortifique as forjas"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_PREPARE_TH0212","Agrupe seu exército, pois a batalha se aproxima! Melhore seus heróis e tropas e use feitiços mais potentes com esta oferta de melhorias!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_9999","• <res0> de elixir negro.\n•<res1> de ouro.\n• <booster1>x Livro dos Heróis - conclua instantaneamente qualquer melhoria de herói em andamento.\n• <booster2>x Livro dos Feitiços - conclua instantaneamente qualquer melhoria de feitiço em andamento.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada somente 1 vez durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_4999","• <res0> de elixir negro.\n•<res1> de ouro.\n• <booster1>x Livro dos Heróis - conclua instantaneamente qualquer melhoria de herói em andamento.\n• <booster2>x Livro dos Feitiços - conclua instantaneamente qualquer melhoria de feitiço em andamento.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 2 vezes durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_1999","• <res0> de elixir negro.\n•<res1> de elixir.\n• <booster1>x Livro dos Heróis - conclua instantaneamente qualquer melhoria de herói em andamento.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_999","• <res0> de elixir.\n• <booster1>x Livro dos Heróis - conclua instantaneamente qualquer melhoria de herói em andamento.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_1999","• <res0> de elixir.\n• <booster1>x poção de treino - por 1 hora, melhora a eficiência de quartéis, fábrica de feitiços e oficina, assim como a regeneração dos heróis.\n• <booster2>x poção do poder - por 1 hora, melhora suas tropas e seus feitiços ao máximo permitido pelo seu centro da vila.\n• <booster3>x poção de recursos - por 1 dia, melhora a eficiência dos seus coletores de recursos.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_999","• <res0> de elixir.\n• <booster1>x poção de treino - por 1 hora, melhora a eficiência de quartéis, fábrica de feitiços e oficina, assim como a regeneração dos heróis.\n• <booster2>x poção do poder - por 1 hora, melhora suas tropas e seus feitiços ao máximo permitido pelo seu centro da vila.\n• <booster3>x poção de recursos - por 1 dia, melhora a eficiência dos seus coletores de recursos.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Melhore seus heróis e tropas e use feitiços mais potentes!"
"TID_EVENT_TITLE_REGULAR_THEMED_BATTLE_TH0212","Brado de guerra"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BATTLE_TH0212","Os trompetes tocam pela vitória! Melhore suas tropas e lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_9999","• <res0> de elixir negro.\n•<res1> de ouro.\n•<res2> de elixir.\n• <booster1>x Livro da Luta - conclua qualquer melhoria de tropa instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada somente 1 vez durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_4999","• <res0> de elixir negro.\n•<res1> de ouro.\n•<res2> de elixir.\n• <booster1>x Livro da Luta - conclua qualquer melhoria de tropa instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 2 vezes durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_1999","• <res0> de elixir.\n• <booster1>x Livro da Luta - conclua qualquer melhoria de tropa instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> de elixir.\n• <booster1>x Livro da Luta - conclua qualquer melhoria de tropa instantaneamente.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x poção do poder - por 1 hora, melhora suas tropas e seus feitiços ao máximo permitido pelo seu centro da vila.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> de ouro.\n•<res1> de elixir.\n• <booster1>x poção do poder - por 1 hora, melhora suas tropas e seus feitiços ao máximo permitido pelo seu centro da vila.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes durante seu período de exibição.\n• Lute com seu clã em batalhas gloriosas com esta oferta especial!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","Oferta real única!"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","Chefe, temos uma oferta exclusiva. Use-a com sabedoria. Use-a pela glória!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0>x gemas.\n• <booster1>x poção de treino - por 1 hora, melhora a eficiência de quartéis, fábrica de feitiços e oficina, assim como a regeneração dos heróis.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada somente 1 vez durante seu período de exibição!\n\nAproveite esta oferta incrível para ter reforços!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","Recursos de colheita"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","Encontrando tesouros"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1> x runa de ouro - preenche completamente seus depósitos de ouro.\n• <booster2> x runa de elixir - preenche completamente seus depósitos de elixir.\n• <booster3> Livro da Luta - completa instantaneamente qualquer melhoria de tropa.\n• <booster4> Livro das Construções - completa instantaneamente qualquer melhoria de construção.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada apenas 1 vez enquanto sua exibição durar!\n\nUma oferta especial estrondosa!"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1> Livro da Luta - completa instantaneamente qualquer melhoria de tropa.\n• <booster2> Livro das Construções - completa instantaneamente qualquer melhoria de construção.\n• <res0> de ouro.\n• <res1> de elixir.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 2 vezes enquanto sua exibição durar!\n\nUma oferta especial estrondosa!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1> Livro das Construções - completa instantaneamente qualquer melhoria de construção.\n• <res0> de ouro.\n• <res1> de elixir.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes enquanto sua exibição durar!\n\nUma oferta especial estrondosa!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1> Livro das Construções - completa instantaneamente qualquer melhoria de construção.\n• <res0> de ouro.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes enquanto sua exibição durar!\n\nUma oferta especial estrondosa!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1> x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n• <res0> de ouro.\n• <res1> de elixir.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 3 vezes enquanto sua exibição durar!\n\nUma oferta especial estrondosa!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1> x poção do construtor - seus construtores trabalharão 10x mais rápido por 1 hora.\n• <booster2> x poção do poder - acelere suas tropas e feitiços para o nível máximo permitido pelo seu centro da vila por 1 hora.\n• <res0> de ouro.\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada 4 vezes enquanto sua exibição durar!\nUma oferta especial estrondosa!"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","Jogos\n\nde doação\n\ne destruição"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems>x gemas.\n• <booster1>x poção de treino - por 1 hora, melhora a eficiência de quartéis, fábrica de feitiços e oficina, assim como a regeneração dos heróis.\n\n• Sem limite de armazenamento!\n• Esta oferta pode ser comprada somente 1 vez durante seu período de exibição!\n\nAproveite esta oferta incrível para ter reforços!"
"TID_DECORATION_LEAGUE_I_STATUE","A Estátua do Mestre"
"TID_DECORATION_LEAGUE_II_STATUE","A Estátua do Concorrente"
"TID_DECORATION_LEAGUE_III_STATUE","A Estátua do Desafiante"
"TID_WL_SELECT_BONUSES_TEXT","Selecione membros do clã que merecem medalhas extras. Eles serão anunciados no bate-papo do clã. Os bônus são dados em nome do clã e só podem ser distribuídos uma vez a cada temporada da liga. Escolha com cuidado."
"TID_BONUSES_ASSIGNED","Bônus Designados"
"TID_WL_EXPLAIN_REWARDS_TEXT","Seu prêmio de medalhas da liga é baseado no número de estrelas ganhas, no nível da sua liga e na classificação do seu clã."
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","Comprar <num>x <item>?"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","Tem certeza de que quer comprar <num>x <item>?"
"TID_REQUIRED_LEAGUE","<league> Obrigatório"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","Adicionado ao seu Centro da Vila: <num>x <item>"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","<booster> x<num> não cabem no seu centro da vila."
"TID_BUY_PREV_SLOT_FIRST","Compre o espaço anterior antes"
"TID_BUY_LAYOUT_SLOT_HEADER","Novo espaço?"
"TID_BUY_LAYOUT_SLOT_TEXT","Tem certeza de que quer comprar um novo espaço de layout?"
"TID_LAYOUT_SLOT_UNLOCK","Compre espaços adicionais de layout com gemas"
"TID_WL_BONUS_CONFIRM_TEXT","Dar bônus aos membros selecionados?"
"TID_WL_BONUSES_BEING_SENT","Bônus sendo enviados!"
"TID_WL_BONUSES_SENDING_FAILED","Os bônus não puderam ser enviados, tente mais tarde."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","Bônus já distribuídos por outro líder."
"TID_TUTORIAL_WAR_LEAGUE_1","Conseguimos, Chefe! Estamos nas Ligas de Guerra!"
"TID_TUTORIAL_WAR_LEAGUE_2","Aqui finalmente podemos mostrar que somos um dos melhores clãs!"
"TID_TUTORIAL_WAR_LEAGUE_3","Vamos nos preparar. Posso dar umas dicas para ajudar!"
"TID_TUTORIAL_WAR_LEAGUE_4","Primeiro, vamos lutar uma batalha após a outra."
"TID_TUTORIAL_WAR_LEAGUE_5","Na parte de baixo, você pode tocar nos botões para alternar entre guerras!"
"TID_TUTORIAL_WAR_LEAGUE_6","Chefe, não se esqueça de doar tropas antes do próximo dia!"
"TID_TUTORIAL_WAR_LEAGUE_7","Para vencer um dia, precisamos coletar mais estrelas do que a concorrência."
"TID_TUTORIAL_WAR_LEAGUE_8","Cada membro de clã só pode fazer um ataque, então é para ir com tudo!"
"TID_TUTORIAL_WAR_LEAGUE_9","Vamos ter uma visão geral. Toque no botão abaixo."
"TID_TUTORIAL_WAR_LEAGUE_10","Aqui você pode ver como estamos nos saindo contra os outros clãs."
"TID_TUTORIAL_WAR_LEAGUE_11","O clã que coletar mais estrelas no geral vence a liga inteira."
"TID_TUTORIAL_WAR_LEAGUE_12","Se vencermos, podemos subir juntos para ligas cada vez mais altas!"
"TID_TUTORIAL_WAR_LEAGUE_13","Toque no botão de informações para saber mais. Acho que estamos prontos!"
"TID_TUTORIAL_WAR_LEAGUE_14","Ah, mais uma coisa! Ganhamos medalhas da Liga com estrelas e vitórias."
"TID_TUTORIAL_WAR_LEAGUE_15","Podemos usá-las para comprar uns itens bem poderosos."
"TID_TUTORIAL_WAR_LEAGUE_16","Quando puder, use-as na Loja!"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","Estátua de Clasher Certificado"
"TID_WL_STARS_BREAKDOWN_TEXT","De ataques: <num>\nDe vitórias na guerra: <num2>"
"TID_WL_INFO_LIVE_BONUS","Bônus"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","Garantido"
"TID_WL_INFO_LIVE_STAR","Estrela"
"TID_WL_INFO_LIVE_WIN","Vitória"
"TID_WL_INFO_LIVE_REWARDS","Recompensas"
"TID_USE_CLOCKTOWER_POTION_TITLE","Acelerar Base do construtor?"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","Não perca esta oferta ÚNICA!"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","Não perca este desconto de <cffec78><value>X </c>, oferta ÚNICA!"
"TID_OFFER_NO_STORAGE_LIMITS","Sem limites de armazenamento!"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","Esta oferta pode ser comprada <num> vezes durante o período de exibição!"
"TID_OFFER_ITEM_GIFTS","<c80d8e8>presentes do clã:</c>"
"TID_OFFER_GIFT_COUNT","Inclui presentes para até <num> colegas!"
"TID_DECORATION_WAR_SHIELD","A Estátua do Guerreiro"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>x Livro da Luta - finaliza o tempo de qualquer melhoria de tropa imediatamente."
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>x Livro das Construções - finaliza o tempo de qualquer melhoria de construção imediatamente."
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>x Livro dos Feitiços - finaliza o tempo de qualquer melhoria de feitiço imediatamente."
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>x Livro dos Heróis - finaliza o tempo de qualquer melhoria de herói ou animal de estimação imediatamente."
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num>x Livro Universal - finaliza o tempo de qualquer melhoria imediatamente."
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num>x Poção do Poder - melhora suas tropas e seus feitiços até o nível máximo permitido por seu centro da vila por <time>."
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num>x Poção de Recursos - melhora a eficiência do seu coletor de recursos por <time>."
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num>x Poção de Treino - melhora a eficiência do quartel, da fábrica de feitiços, da oficina e a regeneração de herói por <time>."
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num>x Runa de Ouro - preenche completamente seus depósitos de ouro."
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num>x Runa de elixir - preenche completamente seus depósitos de elixir."
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num>x Runa de elixir negro - preenche completamente seus depósitos de elixir negro."
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num>x Runa de ouro do construtor - preenche completamente seus depósitos de ouro da Base do construtor."
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num>x Runa de elixir do construtor - preenche completamente seus depósitos de elixir da Base do construtor."
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num>x Anel de Muro - melhora muros na hora (muros de nível mais alto exigem vários anéis)."
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>x Poção do Construtor - seus construtores trabalham <multiplier>x mais rápido por <time>."
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num>x Martelo da Luta - melhora na hora qualquer tropa ao próximo nível."
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num>x Martelo da Construção - melhora na hora qualquer construção ao próximo nível."
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num>x Martelo dos Feitiços - melhora na hora qualquer feitiço ao próximo nível."
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num>x Martelo dos Heróis - melhora na hora qualquer herói ou animal de estimação ao próximo nível."
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num>x Poção da Torre de Relógios - ativa a aceleração da sua Torre de Relógios por <time>."
"TID_OFFER_BUILDING_LEVEL","<building> nível <level>"
"TID_OFFER_NO_BUILDING_TIME","Sem tempo de construção!"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","<num> gemas cada"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","Estrelas do clã em batalhas da Liga de Guerra: <value>."
"TID_ACHIEVEMENT_WL_STARS","Ganhe <number> estrelas para seu clã em batalhas da Liga de Guerra."
"TID_ACHIEVEMENT_WL_STARS_TITLE","Lenda da Liga de Guerra"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","Quem tem esta estátua mostrou sua força no campo de batalha, mas não atingiu seu potencial pleno."
"TID_DECORATION_LEAGUE_II_STATUE_INFO","Um símbolo de habilidade crescente, quem tem esta estátua é uma força a ser reconhecida."
"TID_DECORATION_LEAGUE_III_STATUE_INFO","Todos que têm esta estátua são realmente poderosos, prestes a se tornarem Campeões."
"TID_DECORATION_SWORD_IN_STONE_INFO","Uma prova de força, somente os membros dos melhores clãs podem obter esta estátua lendária."
"TID_DECORATION_WAR_SHIELD_INFO","Para ganhar esta estátua, você precisa provar seu valor nas Ligas das Guerras de Clãs. Vá conquistar suas medalhas!"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","Vilas inimigas serão reveladas no dia de batalha."
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","Participantes podem ser alterados, e tropas podem ser doadas no dia de preparação."
"TID_WL_STATS_STARS","Estrelas"
"TID_WL_STATS_DESTRUCTION","Destruição"
"TID_WL_STATS_WINS","Vitórias"
"TID_WL_STATS_SELECT_CLASSIC","Normal"
"TID_WL_STATS_SELECT_WL","Liga de Guerra"
"TID_WL_SEASON_NAME_SHORT","Temporada de <month>"
"TID_WL_STAT_POSITION1","1º lugar"
"TID_WL_STAT_POSITION2","2º lugar"
"TID_WL_STAT_POSITION3","3º lugar"
"TID_WL_STAT_POSITION4","4º lugar"
"TID_WL_STAT_POSITION5","5º lugar"
"TID_WL_STAT_POSITION6","6º lugar"
"TID_WL_STAT_POSITION7","7º lugar"
"TID_WL_STAT_POSITION8","8º lugar"
"TID_WAR_LEAGUE_STATS_TITLE","Histórico da Liga de Guerra"
"TID_CURRENT_WAR_LEAGUE","Liga atual:"
"TID_WL_BONUSES_GIVEN_TO_STREAM","Os bônus da Liga de Guerra foram dados a <people>."
"TID_BOOSTER_MOVE_OBSTACLE","Pá de obstáculos"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","Poderosa e frágil ao mesmo tempo, esta pá mágica só pode remover um obstáculo. Funciona nas duas vilas!"
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num>x Pá de obstáculos - mova um obstáculo."
"TID_MOVE","Mover"
"TID_MOVE_OBSTACLE_CONFIRM","Usar <booster> para mover <obstacle> para cá?"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","Mover <obstacle>"
"TID_OBSTACLE_SPIKE","Cacto espinhoso"
"TID_BOOSTER_HERO_POTION","Poção de herói"
"TID_BOOSTER_HERO_POTION_INFO","Melhora temporariamente todos os seus heróis e animais até o nível máximo permitido por seu centro da vila por <time>. Funciona nas duas vilas!"
"TID_BOOSTER_HERO_POTION_OFFER_INFO","<num>x Poção de herói - melhora todos os seus heróis e animais até o nível máximo permitido por seu centro da vila por <time>. Funciona nas duas vilas!"
"TID_BOOSTER_HERO_POTION_STARTED","Seus heróis e animais de estimação foram melhorados."
"TID_BOOSTER_HERO_POTION_MAXED","Não é possível aprimorar os heróis, pois já estão no nível máximo."
"TID_BOOSTER_HERO_POTION_ENABLED","Heróis aprimorados"
"TID_BOOSTER_USE_HERO_POTION","Aprimorar heróis"
"TID_BOOSTER_USE_HERO_POTION_QUESTION","Usar <booster> para melhorar temporariamente todos os seus heróis e animais até o nível máximo permitido por seu centro da vila por <time>."
"TID_BOOSTER_USE_HERO_POTION_QUESTION_TITLE","Aprimorar heróis?"
"TID_EL_PRIMO","El Primo"
"TID_CHARACTER_INFO_EL_PRIMO","Esse lutador misterioso apareceu do nada dando socos que acabam com os muros rapidinho! Ninguém sabe sua verdadeira identidade, só que ele é forte, é homem e luta pelo seu clã."
"TID_PERSONAL_WAR_PREFERENCE_SHORT","Preferência de guerra"
"TID_POPUP_STORE_DECORATION","Armazenar decoração?"
"TID_POPUP_TEXT_STORE_DECORATION","A decoração (<item>) será colocada na loja e poderá ser usada de novo sem custo."
"TID_BUTTON_STORE_DECO","Armazenar"
"TID_SIEGE_MACHINE_BALLOON","Quebradora de Pedras"
"TID_SIEGE_MACHINE_BALLOON_INFO","A Quebradora de pedras é uma montanha pesada e voadora que tem como alvo estruturas de defesa e as esmaga com bolas gigantes que causam terremotos. É imune a feitiços."
"TID_SPELL_BATS","Feitiço Morcego"
"TID_SPELL_BATS_INFO","Invoque um exército de morcegos no campo de batalha!\n\nChame os reforços aéreos onde precisar mais. Os morcegos não disparam armadilhas."
"TID_SPELL_IMMORTALITY_INFO","Torne suas tropas invencíveis em qualquer lugar do mapa.\n\nLance esse feitiço em um grupo de tropas para torná-lo completamente imune a danos por um tempo."
"TID_CHOOSE_WAR_LEAGUE_SIZE","Escolha o tamanho da guerra de acordo com a liga"
"TID_DECORATION_GOLDEN_HOG","Porco Dourado"
