"Name","AttachLocator","AttachToParent","Beam","CameraShake","CameraShakeInReplay","CameraShakeTimeMS","DestroyWhenParentDies","DetachAfterStart","EmitterDelayMs","IsoLayer","Looping","LowEndMaxPitch","LowEndMinPitch","LowEndSound","LowEndVolume","MaxCount","MaxPitch","MinLifeTime","MinPitch","OffsetFromGunBone","OrientToParent","ParticleEmitter","PitchIncrease","SWF","SortInFrontOfParent","Sound","SoundDelay","StopSound","Targeted","Volume","ExportName","AltParticleEmitter"
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze4_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze5_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze6_lvl3",,,,,,,,,,
"IceGolem Freeze deploy lvl3_DEF",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","IceGolem Freeze_glow_blue_lvl3_DEF",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl3_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl3_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl3_DEF",,,,,,,,,,
"IceGolem Freeze deploy lvl4",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","IceGolem Freeze_glow_blue_lvl4",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze4_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze5_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze6_lvl4",,,,,,,,,,
"IceGolem Freeze deploy lvl4_DEF",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","IceGolem Freeze_glow_blue_lvl4_DEF",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl4_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl4_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl4_DEF",,,,,,,,,,
"IceGolem Freeze deploy lvl5",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","IceGolem Freeze_glow_blue_lvl5",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze4_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze5_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze6_lvl5",,,,,,,,,,
"IceGolem Freeze deploy lvl5_DEF",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","IceGolem Freeze_glow_blue_lvl5_DEF",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze2_lvl5_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze3_lvl5_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze1_lvl5_DEF",,,,,,,,,,
"IceGolem Freeze deploy2 lvl1",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl1",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl1",,,,,,,,,,
"IceGolem Freeze deploy2 lvl1_DEF",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl1_DEF",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl1_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl1_DEF",,,,,,,,,,
"IceGolem Freeze deploy2 lvl2",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl2",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl2",,,,,,,,,,
"IceGolem Freeze deploy2 lvl2_DEF",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl2_DEF",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl2_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl2_DEF",,,,,,,,,,
"IceGolem Freeze deploy2 lvl3",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl3",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl3",,,,,,,,,,
"IceGolem Freeze deploy2 lvl3_DEF",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl3_DEF",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl3_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl3_DEF",,,,,,,,,,
"IceGolem Freeze deploy2 lvl4",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl4",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl4",,,,,,,,,,
"IceGolem Freeze deploy2 lvl4_DEF",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl4_DEF",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl4_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl4_DEF",,,,,,,,,,
"IceGolem Freeze deploy2 lvl5",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl5",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl5",,,,,,,,,,
"IceGolem Freeze deploy2 lvl5_DEF",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","IceGolem Freeze_dots1_lvl5_DEF",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_dots2_lvl5_DEF",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceGolem Freeze_crystal_lvl5_DEF",,,,,,,,,,
"IceWizard Deploy",,"false","false",0,"false",0,"false","false",0,"Objects","false",100,100,"sfx/gob_attack_01.ogg",40,0,100,0,100,"false","false","Deploy",0,,"false","sfx/ice_wiz_deploy_01.ogg",0,"false","false",65,,
"IceWizard Hit1",,"false","false",0,"false",0,"false","false",0,"Objects","false",100,80,"sfx/wizard_hit_01.ogg",50,3,100,0,80,"false","false","Hit",0,,"false","sfx/ice_mage_impact_01.ogg",0,"false","false",50,,
,,,,,,,,,0,,,,,,,,,,,,,"IceWizard_Freeze1_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceWizard_Freeze_glow_blue_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"IceWizard_Freeze_dots1_lvl1",,,,,,,,,,
"IceWizard_attack",,"true","false",0,"false",0,"false","false",0,"Objects","false",100,90,"sfx/mage_attack_02.ogg",50,0,100,0,90,"false","false","Wizard_attack",0,,"false","sfx/ice_wizard_atk_01.ogg",0,"false","false",50,,
,,,,,,,,,,,,,,,,,110,,100,,,,,,,"sfx/ice_wizard_atk_01.ogg",,,,40,,
,,,,,,,,,,,,,,,,,100,,90,,,,,,,"sfx/ice_wizard_atk_01.ogg",,,,50,,
"Icegolem Attack",,"false","false",0,"false",0,"false","false",,"None","false",110,90,"sfx/giant_attack_06.ogg",70,0,110,0,90,"false","false",,0,,"false","sfx/ice_golem_atk_02.ogg",0,"false","false",70,,
"Icegolem Deploy",,"false","false",20,"false",200,"false","false",0,"Objects","false",75,75,"sfx/gob_attack_01.ogg",40,0,100,0,100,"false","false","Deploy",0,,"false","sfx/ice_golem_deploy_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Place",,,,,,,,,,
"Illegal Position",,"false","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/bad_move_06.ogg",40,0,100,0,100,"false","false",,0,,"false","sfx/bad_move_06.ogg",0,"false","false",60,,
"Inf Dragon Up 2",,"false","false",30,"true",300,"false","false",0,"Objects","false",95,95,"sfx/infdragon_lvl_up_03.ogg",60,0,95,0,95,"false","false","DarkRay Up2",0,,"false","sfx/infdragon_lvl_up_03.ogg",0,"false","false",60,,
"Inf Dragon Up 3",,"false","false",40,"true",400,"false","false",0,"Objects","false",115,115,"sfx/infdragon_lvl_up_03.ogg",60,0,115,0,115,"false","false","DarkRay Up3",0,,"false","sfx/infdragon_lvl_up_03.ogg",0,"false","false",60,,
"Infdragon Deploy",,"false","false",0,"false",0,"false","false",,"None","false",100,95,"sfx/infdragon_deploy_02.ogg",80,0,100,0,95,"false","false",,0,,"false","sfx/infdragon_deploy_02.ogg",0,"false","false",80,,
"Infdragon Die",,"true","false",0,"false",0,"false","false",0,"Top","false",100,95,"sfx/infdragon_die_02.ogg",80,0,100,0,95,"false","false","Dsplat",0,,"false","sfx/infdragon_die_02.ogg",0,"false","false",80,,
"Inferno Dragon Attack 1","attack_pivot","true","true",0,"false",0,"false","false",0,"Top","true",100,100,"sfx/infdragon_fireloop_01.ogg",20,20,100,0,100,"false","false","InfernoDragonBeam_1",0,,"true","sfx/infdragon_fireloop_01.ogg",0,"false","true",30,,
"Inferno Dragon Attack 2","attack_pivot","true","true",0,"false",0,"false","false",0,"Top","true",120,120,"sfx/infdragon_fireloop_01.ogg",20,20,120,0,120,"false","false","InfernoDragonBeam_2",0,,"true","sfx/infdragon_fireloop_01.ogg",0,"false","true",30,,
"Inferno Dragon Attack 3","attack_pivot","true","true",0,"false",0,"false","false",0,"Top","true",140,140,"sfx/infdragon_fireloop_01.ogg",20,20,140,0,140,"false","false","InfernoDragonBeam_3",0,,"true","sfx/infdragon_fireloop_01.ogg",0,"false","true",30,,
"Inferno Fire1","attack_pivot","false","false",0,"false",0,"false","false",0,"None","false",100,100,,100,0,,0,,"false","false","Inferno Fire",0,,"false",,0,"false","false",,,
"Inferno Fire2","attack_pivot","false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Light Dust",0,,"true",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Inferno Fire",,,,,,,,,,
"Inferno Start","attack_pivot","false","false",0,"false",0,"false","false",,"Top","false",100,100,,100,0,,0,,"false","false",,0,,"true",,0,"false","false",,,
"IsoTestFX",,"false","false",0,"false",0,"false","false",0,"Objects","false",100,100,"sfx/explosion_02.ogg",60,0,100,0,100,"false","false","IsoTestFX",0,,"false","sfx/explosion_02.ogg",0,"false","false",80,,
"Jolly King Deploy",,"false","false",20,"true",200,"false","false",,"Objects","false",100,100,"sfx/jk_dep_01_dl_opt.ogg",90,0,100,0,100,"false","false",,0,,"false","sfx/jk_dep_01_dl_opt.ogg",0,"false","false",90,,
"Jolly King Die",,"false","false",100,"true",1000,"false","false",0,"Top","false",100,100,"sfx/jk_die_01_dl_opt.ogg",90,0,100,0,100,"false","false","Mortar_lightFlash",0,,"false","sfx/jk_die_01_dl_opt.ogg",0,"false","false",90,,
,,,,,,,,,0,,,,,,,,,,,,,"Ring",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Place",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"MortarHit_lvl6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"hero_die_force",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Force",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Smoke",,,,,,,,,,
"Jolly Menu1 SFX",,"false","false",0,"false",0,"false","false",,"Top","false",95,88,"sfx/jk_celebrate_01_dl_opt.ogg",90,0,95,2000,88,"false","false",,0,,"false","sfx/jk_celebrate_01_dl_opt.ogg",0,"true","false",90,,
"Jolly Snowing",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","snow_sparkle_01_offset",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"snow_sparkle_bigflakes_02",,,,,,,,,,
"Jolly Spawn Effect",,"false","false",0,"false",0,"false","false",150,"Top","false",95,88,"sfx/jk_celebrate_01_dl_opt.ogg",90,0,95,0,88,"false","false","snow_sparkle_01_offset",0,,"false","sfx/jk_celebrate_01_dl_opt.ogg",0,"true","false",90,,
,,,,,,,,,0,,,,,,,,,,,,,"snow_sparkle_bigflakes_02",,,,,,,,,,
"Jump deploy lvl1",,"false","false",0,"false",0,"false","false",0,"Ground","false",100,100,"sfx/trap_eject_01v2.ogg",50,0,97,0,97,"false","false","jump_deploy_range_lvl1",0,,"false","sfx/bottle_jump_spell_01.ogg",0,"false","false",95,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_anim_lvl1",,,,,,,,,,
"Jump deploy lvl2",,"false","false",0,"false",0,"false","false",0,"Ground","false",100,100,"sfx/trap_eject_01v2.ogg",50,0,97,0,97,"false","false","jump_deploy_range_lvl2",0,,"false","sfx/bottle_jump_spell_01.ogg",0,"false","false",95,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_anim_lvl2",,,,,,,,,,
"Jump deploy lvl3",,"false","false",0,"false",0,"false","false",0,"Ground","false",100,100,"sfx/trap_eject_01v2.ogg",50,0,97,0,97,"false","false","jump_deploy_range_lvl3",0,,"false","sfx/bottle_jump_spell_01.ogg",0,"false","false",95,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_anim_lvl3",,,,,,,,,,
"Jump deploy lvl4",,"false","false",0,"false",0,"false","false",0,"Ground","false",100,100,"sfx/trap_eject_01v2.ogg",50,0,97,0,97,"false","false","jump_deploy_range_lvl4",0,,"false","sfx/bottle_jump_spell_01.ogg",0,"false","false",95,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_anim_lvl4",,,,,,,,,,
"Jump deploy top lvl1",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","jump_deploy_range_anim_lvl1",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_glowGreen_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fire_balls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls2_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls3_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls4_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls5_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls6_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_lightrays_lvl1",,,,,,,,,,
"Jump deploy top lvl2",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","jump_deploy_range_anim_lvl2",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_glowGreen_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fire_balls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls2_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls3_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls4_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls5_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls6_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_lightrays_lvl2",,,,,,,,,,
"Jump deploy top lvl3",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","jump_deploy_range_anim_lvl3",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_glowGreen_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fire_balls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls2_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls3_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls4_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls5_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls6_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_lightrays_lvl3",,,,,,,,,,
"Jump deploy top lvl4",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","jump_deploy_range_anim_lvl4",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_glowGreen_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fire_balls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls2_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls3_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls4_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls5_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_balls6_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"jump_ring_lightrays_lvl4",,,,,,,,,,
"Jump predeploy",,"false","false",0,"false",0,"false","false",0,"Objects","false",140,140,"sfx/elixir_collect_02.ogg",40,0,95,0,95,"false","false","jump_bottleDrop",0,,"false","sfx/magic_bottle_fall_05.ogg",0,"false","false",80,,
"King Ability Effect",,"true","false",0,"false",0,"false","false",0,"Ground","false",100,100,"sfx/barb_king_rage_fist_01.ogg",90,0,100,0,100,"false","false","rage_kingFlames",0,,"false","sfx/barb_king_rage_fist_01.ogg",0,"false","false",90,,
,,,,,,,,,0,,,,,,,,,,,,,"king_glowPurple",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"king_rangeRingOutter",,,,,,,,,,
"Laboratory Pickup",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wall_pickup_01.ogg",80,0,100,0,100,"false","false","Grass",0,,"false","sfx/observatory_pickup_01.ogg",0,"false","false",80,,
"Laboratory Placing",,"true","false",0,"false",0,"false","false",0,"Objects","false",100,100,"sfx/cannon_drop2.ogg",60,0,100,0,100,"false","false","Place",0,,"false","sfx/observatory_place_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
"Large AirTrap Explosion",,"true","false",50,"true",500,"false","false",0,"Top","false",105,95,"sfx/mortar_hit_01.ogg",80,0,105,0,95,"false","false","large_airTrap_smoke2",0,,"false","sfx/cannon_fire3.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"small_airTrap_Hit",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"large_airTrap_explosion1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"large_airTrap_verticalLight",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"small_airTrap_fireExplosion3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"large_airTrap_lightFlash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"large_airTrap_forceUp",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"large_airTrap_forceDown",,,,,,,,,,
"Lavalauncher Attack",,"true","false",0,"false",0,"false","false",0,"Objects","false",105,95,"sfx/mortar_fire_02_with_fall.ogg",70,0,105,0,95,"false","false","Mortar_flash",0,,"false","sfx/lava_launcher_atk_01.ogg",0,"false","false",70,,
,,,,,,,,,0,,,,,,,,,,,,,"Mortar_smoke2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Mortar_smoke",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Mortar_fireBalls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Mortar_lightFlash",,,,,,,,,,
"League_Bonus",,"false","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/league_bonus.ogg",80,0,100,0,100,"false","false",,0,,"false","sfx/league_bonus.ogg",0,"false","false",100,,
"League_Demote",,"false","false",0,"false",0,"false","false",,"None","false",75,75,"sfx/league_demote.ogg",70,0,75,0,75,"false","false",,0,,"false","sfx/league_demote.ogg",0,"false","false",90,,
"League_Legend_End",,"false","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/league_promote.ogg",80,0,100,0,100,"false","false",,0,,"false","sfx/leg_league_over_01.ogg",0,"false","false",80,,
"League_Legend_Promote",,"false","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/league_promote.ogg",80,0,100,0,100,"false","false",,0,,"false","sfx/leg_league_01.ogg",0,"false","false",80,,
"League_Promote",,"false","false",0,"false",0,"false","false",,"None","false",75,75,"sfx/league_promote.ogg",70,0,75,0,75,"false","false",,0,,"false","sfx/league_promote.ogg",0,"false","false",90,,
"Lightning Spell",,"true","false",0,"false",0,"false","false",0,"Objects","false",120,100,"sfx/tesla_zap_01.ogg",50,10,120,0,100,"false","false","LightningSky",0,,"false","sfx/tesla_zap_01.ogg",0,"false","true",80,,
"Lightning Spell Hit",,"true","false",70,"true",1000,"false","false",0,"Top","false",80,60,"sfx/mortar_hit_01.ogg",80,5,105,0,95,"false","false","bomb_crater_small",0,,"false","sfx/lightning_amb_01.ogg",0,"false","false",70,,
,,,,,,,,,0,,,,,,,,,,,,,"Ring",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_1_small",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone_explosion",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"explosion_blast",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Wizard_Tower_hit",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Wizard_Tower_hit",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone_explosion",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fire_balls",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Super_Bomb",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Smoke",,,,,,,,,,
"Lightning Spell Hit Halloween",,"true","false",100,"true",1000,"false","false",0,"Top","false",80,60,"sfx/mortar_hit_01.ogg",80,5,105,0,95,"false","false","bomb_crater_small",0,,"false","sfx/lightning_amb_01.ogg",0,"false","false",70,,
,,,,,,,,,0,,,,,,,,,,,,,"Ring_blue",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_1_small_green",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone_explosion",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"explosion_blast_green",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Wizard_Tower_hit_green",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Stone",,,,,,,,,,
