"Name","TaskType","ProgressType","Category","Set","TID","InfoTID","IconSWF","IconExportName","MinScore","MaxScore","MinDurationMinutes","MaxDurationMinutes","MinQuantity","MaxQuantity","MinQuantity2","MaxQuantity2","Data1","Data2","SelectionWeight","MinLeague","MaxLeague","Disabled"
"DestroyAirDefense2Intense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",175,175,60,60,5,5,,,"Air Defense2",,14,0,10,
"DestroyClockTowerIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",100,100,60,60,5,5,,,"Clock Tower",,14,0,10,
"DestroyCrusherIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",175,175,60,60,8,8,,,"Crusher",,14,0,10,
"DestroyDoubleCannonIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",175,175,60,60,10,10,,,"Double Cannon",,14,0,10,
"DestroyFlamerIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",175,175,60,60,5,5,,,"Flamer",,14,0,10,
"DestroyGemMineIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",100,100,60,60,5,5,,,"Gem Mine",,14,0,10,
"DestroyGiantCannonIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",175,175,60,60,5,5,,,"Giant Cannon",,14,0,10,
"DestroyGuardPostIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",175,175,60,60,5,5,,,"Guard Post",,14,0,10,
"DestroyLaboratory2Intense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",100,100,60,60,5,5,,,"Laboratory2",,14,0,10,
"DestroyMultiMortarIntense","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",175,175,60,60,5,5,,,"Multi Mortar",,14,0,10,
"WinHomeBattlesInRowMarathon","WinHomeBattles","Consecutive","Battle","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",600,600,2880,2880,8,8,,,,,24,0,10,
"DestroyEagleArtilleryMarathon","DestroyBuilding","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",600,600,2880,2880,7,7,,,"Ancient Artillery",,14,0,10,
"DestroyInfernoTowersMarathon","DestroyBuilding","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",600,600,2880,2880,14,14,,,"Dark Tower",,14,0,10,
"GetHomeBattleStarsMarathon","GetHomeBattleStars","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","sc/ui.sc","Home_Collect_Stars_Icon",600,600,2880,2880,18,18,,,,,90,0,10,
"WinHomeBattlesMarathon","WinHomeBattles","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",600,600,2880,2880,8,8,,,,,36,0,10,
"GetBuilderBattleStarsMarathon","GetBuilderBattleStars","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",600,600,2880,2880,24,24,,,,,90,0,10,
"LootGoldMarathon","LootResources","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",600,600,2880,2880,1500000,1500000,,,"Gold",,45,0,10,
"LootElixirMarathon","LootResources","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",600,600,2880,2880,1500000,1500000,,,"Elixir",,45,0,10,
"LootDarkElixirMarathon","LootResources","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",600,600,2880,2880,1500,1500,,,"DarkElixir",,30,0,10,
"GetHomeBattleDestructionMarathon","GetHomeBattleDestruction","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","sc/ui.sc","Home_Get_Desturction_Icon",600,600,2880,2880,500,500,,,,,90,0,10,
"GetBuilderBattleDestructionMarathon","GetBuilderBattleDestruction","Accumulative","Battle","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",600,600,2880,2880,1000,1000,,,,,90,0,10,
"WinBuilderBattlesRush","WinBuilderBattles","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",350,350,60,60,8,8,,,,,90,0,10,
"GetBuilderBattleStarsRush","GetBuilderBattleStars","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",350,350,60,60,15,15,,,,,90,0,10,
"GetBuilderBattleDestructionRush","GetBuilderBattleDestruction","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",350,350,60,60,450,450,,,,,90,0,10,
"WinHomeBattlesRush","WinHomeBattles","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",500,500,60,60,5,5,,,,,36,0,10,
"DestroyEagleArtilleryRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",350,350,60,60,4,4,,,"Ancient Artillery",,14,0,10,
"DestroyElixirPumpsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRPUMPS","sc/buildings.sc","elixir_pump_lvl6",350,350,60,60,20,20,,,"Elixir Pump",,14,0,10,
"DestroyGoldMinesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_GOLDMINES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDMINES","sc/buildings.sc","goldmine_lvl6",350,350,60,60,20,20,,,"Gold Mine",,14,0,10,
"DestroyElixirStoragesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRSTORAGES","sc/buildings.sc","elixir_storage_level6",350,350,60,60,15,15,,,"Elixir Storage",,14,0,10,
"DestroyGoldStoragesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDSTORAGES","sc/buildings.sc","gold_storage_lvl6",350,350,60,60,15,15,,,"Gold Storage",,14,0,10,
"DestroyMortarsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_MORTARS","TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","sc/buildings.sc","mortar_lvl4",350,350,60,60,12,12,,,"Mortar",,14,0,10,
"DestroyWizardTowersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","sc/buildings.sc","wizard_tower_lvl4",350,350,60,60,12,12,,,"Wizard Tower",,14,0,10,
"DestroyCannonsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_CANNONS","TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","sc/buildings.sc","basic_turret_lvl7",350,350,60,60,20,20,,,"Cannon",,14,0,10,
"DestroyArcherTowersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","sc/buildings.sc","tower_turret_lvl3",350,350,60,60,20,20,,,"Archer Tower",,14,0,10,
"DestroyDarkElixirPumpsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRPUMPS","sc/buildings.sc","darkelixir_pump_lvl4",350,350,60,60,8,8,,,"Dark Elixir Pump",,14,0,10,
"DestroyDarkElixirStoragesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","sc/buildings.sc","darkelixir_storage_level3",350,350,60,60,4,4,,,"Dark Elixir Storage",,14,0,10,
"DestroyClanCastlesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","sc/buildings.sc","alliance_castle_lvl2",350,350,60,60,4,4,,,"Alliance Castle",,14,0,10,
"DestroyLaboratoriesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_LABORATORIES","TID_CLANGAMES_TASK_INFO_DESTROY_LABORATORIES","sc/buildings.sc","laboratory_lvl6",200,200,60,60,6,6,,,"Laboratory",,14,0,10,
"DestroySpellFactoriesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","sc/buildings.sc","spell_factory_lvl3",200,200,60,60,6,6,,,"Spell Forge",,14,0,10,
"DestroyDarkSpellFactoriesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKSPELLFACTORIES","sc/buildings.sc","mini_spell_distillery_lvl1",200,200,60,60,6,6,,,"Mini Spell Factory",,14,0,10,
"DestroyAirSweepersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","sc/buildings.sc","air_mortar_lvl2",350,350,60,60,6,6,,,"Air Blaster",,14,0,10,
"DestroyAirDefensesRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","sc/buildings.sc","fireworks_tower_lvl6",350,350,60,60,12,12,,,"Air Defense",,14,0,10,
"DestroyInfernoTowersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",350,350,60,60,6,6,,,"Dark Tower",,14,0,10,
"DestroyBombTowersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","sc/buildings.sc","bomb_tower_lvl1",350,350,60,60,6,6,,,"Bomb Tower",,14,0,10,
"DestroyTeslaTowersRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","sc/buildings.sc","teslatower_lvl5_setup",350,350,60,60,12,12,,,"Tesla Tower",,14,0,10,
"DestroyXbowsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_XBOWS","TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","sc/buildings.sc","rapidfire_turret_lvl1",350,350,60,60,12,12,,,"Bow",,14,0,10,
"DestroyKingAltarsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_KINGALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","sc/buildings.sc","heroaltar_barbarian_king_lvl1",150,150,60,60,5,5,,,"Hero Altar Barbarian King",,14,0,10,
"DestroyQueenAltarsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","sc/buildings.sc","heroaltar_archer_queen_lvl1",150,150,60,60,5,5,,,"Hero Altar Archer Queen",,14,0,10,
"DestroyWardenAltarsRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","sc/buildings.sc","heroaltar_elder_lvl1",150,150,60,60,5,5,,,"Hero Altar Grand Warden",,14,0,10,
"LootGoldRush","LootResources","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",350,350,60,60,750000,750000,,,"Gold",,45,0,10,
"LootElixirRush","LootResources","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",350,350,60,60,750000,750000,,,"Elixir",,45,0,10,
"LootDarkElixirRush","LootResources","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",350,350,60,60,7500,7500,,,"DarkElixir",,30,0,10,
"WinHomeBattlesInRowRush","WinHomeBattles","Consecutive","Battle","Intense","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",350,350,60,60,3,3,,,,,24,0,10,
"DestroyTownHall2Rush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",350,350,60,60,8,8,,,"Town Hall2",,14,0,10,
"DestroyAirDefenseMiniRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",350,350,60,60,15,15,,,"Air Defense Mini",,14,0,10,
"DestroyAirDefense2Rush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",350,350,60,60,8,8,,,"Air Defense2",,14,0,10,
"DestroyClockTowerRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",200,200,60,60,8,8,,,"Clock Tower",,14,0,10,
"DestroyCrusherRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",350,350,60,60,12,12,,,"Crusher",,14,0,10,
"DestroyDoubleCannonRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",350,350,60,60,15,15,,,"Double Cannon",,14,0,10,
"DestroyFlamerRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",350,350,60,60,8,8,,,"Flamer",,14,0,10,
"DestroyGemMineRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",200,200,60,60,8,8,,,"Gem Mine",,14,0,10,
"DestroyGiantCannonRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",350,350,60,60,8,8,,,"Giant Cannon",,14,0,10,
"DestroyGuardPostRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",350,350,60,60,8,8,,,"Guard Post",,14,0,10,
"DestroyLaboratory2Rush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",200,200,60,60,8,8,,,"Laboratory2",,14,0,10,
"DestroyMultiMortarRush","DestroyBuilding","Accumulative","Battle","Intense","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",350,350,60,60,8,8,,,"Multi Mortar",,14,0,10,
