"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled"
"DestroyMegaTeslaEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","sc/buildings2.sc","mega_tesla_lvl4",200,480,40,,"Mega Tesla",,,
"DestroyMortarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MORTARS","TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","sc/buildings.sc","mortar_lvl4",200,480,50,,"Mortar",,,
"DestroyMultiMortarEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",200,480,40,,"Multi Mortar",,,
"DestroyQueenAltarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","sc/buildings.sc","heroaltar_archer_queen_lvl1",150,480,25,,"Hero Altar Archer Queen",,,
"DestroySpellFactoriesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","sc/buildings.sc","spell_factory_lvl3",150,480,25,,"Spell Forge",,,
"DestroyTeslaTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","sc/buildings.sc","teslatower_lvl5_setup",200,480,50,,"Tesla Tower",,,
"DestroyTownHall2Epic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",200,480,40,,"Town Hall2",,,
"DestroyWardenAltarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","sc/buildings.sc","heroaltar_elder_lvl1",150,480,25,,"Hero Altar Grand Warden",,,
"DestroyWizardTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","sc/buildings.sc","wizard_tower_lvl4",200,480,75,,"Wizard Tower",,,
"DestroyXbowsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_XBOWS","TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","sc/buildings.sc","rapidfire_turret_lvl1",250,480,50,,"Bow",,,
"UseArchersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_ARCHERS","TID_CLANGAMES_TASK_INFO_USE_ARCHERS","sc/ui.sc","icon_unit_archer",200,480,40,30,"Archer",,,
"UseBabyDragonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BABYDRAGONS","TID_CLANGAMES_TASK_INFO_USE_BABYDRAGONS","sc/ui.sc","icon_unit_babydragon",200,480,40,4,"BabyDragon",,,
"UseBabyDragons2Epic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BABYDRAGONS2","TID_CLANGAMES_TASK_INFO_USE_BABYDRAGONS2","sc/ui.sc","icon_unit_babydragon",200,480,60,2,"BabyDragon2",,,
"UseBarbariansEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BARBARIANS","TID_CLANGAMES_TASK_INFO_USE_BARBARIANS","sc/ui.sc","icon_unit_barbarian",200,480,40,30,"Barbarian",,,
"UseBetaMinionsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BETAMINIONS","TID_CLANGAMES_TASK_INFO_USE_BETAMINIONS","sc/ui.sc","icon_unit_glowing_minion",200,480,60,8,"Gargoyle2",,,
"UseBombersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOMBERS","TID_CLANGAMES_TASK_INFO_USE_BOMBERS","sc/ui.sc","icon_unit_bomber",200,480,60,1,"Bomber2",,,
"UseBowlersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOWLERS","TID_CLANGAMES_TASK_INFO_USE_BOWLERS","sc/ui.sc","icon_unit_troll",200,480,40,8,"Bowler",,,
"UseBoxerGiantsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_BOXERGIANTS","TID_CLANGAMES_TASK_INFO_USE_BOXERGIANTS","sc/ui.sc","icon_unit_boxergiant",200,480,60,2,"Giant2",,,
"UseCannonCartsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_CANNONCARTS","TID_CLANGAMES_TASK_INFO_USE_CANNONCARTS","sc/ui.sc","icon_unit_movingCannon",200,480,60,2,"Moving Cannon",,,
"UseDragonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_DRAGONS","TID_CLANGAMES_TASK_INFO_USE_DRAGONS","sc/ui.sc","icon_unit_dragon",200,480,40,6,"Dragon",,,
"UseDropShipsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_DROPSHIPS","TID_CLANGAMES_TASK_INFO_USE_DROPSHIPS","sc/ui.sc","icon_unit_skeletonBalloon",200,480,60,2,"Balloon2",,,
"UseElectroDragonEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_ELECTRODRAGON","TID_CLANGAMES_TASK_INFO_USE_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",200,480,40,2,"Electro Dragon",,,
"UseGiantsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GIANTS","TID_CLANGAMES_TASK_INFO_USE_GIANTS","sc/ui.sc","icon_unit_giant",200,480,40,10,"Giant",,,
"UseGoblinsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GOBLINS","TID_CLANGAMES_TASK_INFO_USE_GOBLINS","sc/ui.sc","icon_unit_goblin",200,480,40,20,"Goblin",,,
"UseGolemsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_GOLEMS","TID_CLANGAMES_TASK_INFO_USE_GOLEMS","sc/ui.sc","icon_unit_golem",200,480,40,2,"Golem",,,
"UseHealersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_HEALERS","TID_CLANGAMES_TASK_INFO_USE_HEALERS","sc/ui.sc","icon_unit_healer",200,480,40,3,"Healer",,,
"UseHogRidersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_HOGRIDERS","TID_CLANGAMES_TASK_INFO_USE_HOGRIDERS","sc/ui.sc","icon_unit_boarRider",200,480,40,10,"Boar Rider",,,
"UseLavaHoundsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_LAVAHOUNDS","TID_CLANGAMES_TASK_INFO_USE_LAVAHOUNDS","sc/ui.sc","icon_unit_tiny",200,480,40,3,"AirDefenceSeeker",,,
"UseLoonsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_LOONS","TID_CLANGAMES_TASK_INFO_USE_LOONS","sc/ui.sc","icon_unit_balloon",200,480,40,12,"Balloon",,,
"UseMegaPekkasEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MEGAPEKKA","TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",200,480,60,1,"PEKKA2",,,
"UseMinersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MINERS","TID_CLANGAMES_TASK_INFO_USE_MINERS","sc/ui.sc","icon_unit_miner",200,480,40,8,"Miner",,,
"UseMinionsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_MINIONS","TID_CLANGAMES_TASK_INFO_USE_MINIONS","sc/ui.sc","icon_unit_gargoyle",200,480,40,20,"Gargoyle",,,
"UseNightWitchesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_NIGHTWITCHES","TID_CLANGAMES_TASK_INFO_USE_NIGHTWITCHES","sc/ui.sc","icon_unit_nightwitch",200,480,60,2,"Dark Witch",,,
"UsePEKKAsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_PEKKAS","TID_CLANGAMES_TASK_INFO_USE_PEKKAS","sc/ui.sc","icon_unit_pekka",200,480,40,2,"PEKKA",,,
"UseRagedBarbariansEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_RAGEDBARBARIANS","TID_CLANGAMES_TASK_INFO_USE_RAGEDBARBARIANS","sc/ui.sc","icon_unit_raged_barbarian",200,480,60,4,"Barbarian2",,,
"UseSiegeRamsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SIEGERAMS","TID_CLANGAMES_TASK_INFO_USE_SIEGERAMS","sc/ui.sc","icon_unit_siege_machine_ram",400,480,40,1,"Siege Machine Ram",,,
"UseSiegeZeppelinsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","TID_CLANGAMES_TASK_INFO_USE_SIEGEZEPPELINS","sc/ui.sc","icon_unit_siege_machine_flyer",400,480,40,1,"Siege Machine Flyer",,,
"UseSneakyArchersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_SNEAKYARCHERS","TID_CLANGAMES_TASK_INFO_USE_SNEAKYARCHERS","sc/ui.sc","icon_unit_stealthy_archer",200,480,60,4,"Archer2",,,
"UseValkyriesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_VALKYRIES","TID_CLANGAMES_TASK_INFO_USE_VALKYRIES","sc/ui.sc","icon_unit_warriorGirl",200,480,40,8,"Warrior Girl",,,
"UseWallBreakersEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WALLBREAKERS","TID_CLANGAMES_TASK_INFO_USE_WALLBREAKERS","sc/ui.sc","icon_unit_wallbreaker",200,480,40,6,"Wall Breaker",,,
"UseWitchesEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WITCHES","TID_CLANGAMES_TASK_INFO_USE_WITCHES","sc/ui.sc","icon_unit_witch",200,480,40,4,"Warlock",,,
"UseWizardsEpic","WinStarsUsingTroop","Accumulative","Epic","TID_CLANGAMES_TASK_USE_WIZARDS","TID_CLANGAMES_TASK_INFO_USE_WIZARDS","sc/ui.sc","icon_unit_wizard",200,480,40,12,"Wizard",,,
"GetHeroLevelKillsAllHeroesRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","sc/ui.sc","Stun_All_Heroes_Icon",240,480,1000,,,,,
"GetHeroLevelKillsArcherQueenRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","sc/ui.sc","Stun_AQ_Icon",240,480,500,,"Archer Queen",,,
"GetHeroLevelKillsBarbarianKingRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","sc/ui.sc","Stun_BK_Icon",240,480,500,,"Barbarian King",,,
"GetHeroLevelKillsGrandWardenRegularEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","sc/ui.sc","Stun_Elder_Icon",240,480,200,,"Grand Warden",,,
"GetHomeBattleStarsNoHeroesRegularEpic","GetHomeBattleStarsNoHeroes","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","sc/ui.sc","No_Heroes_Icon",320,480,30,,,,,
"GetHomeBattleStarsNoSpellsRegularEpic","GetHomeBattleStarsNoSpells","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","sc/ui.sc","No_Spells_Icon",320,480,30,,,,,
"GetHomeStarsUnderTimeLimitRegularEpic","GetHomeStarsUnderTimeLimit","Accumulative","Epic","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",400,480,30,60,,,,
"WinBuilderBattlesEpic","WinBuilderBattles","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",160,480,20,,,,,
"WinBuilderBattlesMarathon","WinBuilderBattles","Accumulative","Marathon","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",240,480,30,,,,,
