"TID","FR"
"TID_BP_SEASON_BANK_EXPANDED","Taille de la tirelire de saison augmentée"
"TID_BP_PERK_ACTIVATED","<perk> de <num> % activé"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","Tous les dons rapides ne coûtent qu'une gemme."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","Construire et améliorer des bâtiments nécessite moins de ressources et de temps. Créer dans la forge nécessite moins de ressources et de temps."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","Entraîner des troupes, concocter des sorts et construire des engins de siège prend moins de temps. Les héros ont besoin de moins de temps pour guérir."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","Les améliorations de troupes, de sorts et d'engins de siège dans le laboratoire sont moins chères et prennent moins de temps."
"TID_NPC_KING_HEALTH_LOW","Les points de vie du <c9916c8>Roi des barbares</c> diminuent. Activez sa capacité."
"TID_NPC_QUEEN_HEALTH_LOW","Les points de vie de la <c9916c8>Reine des archères</c> diminuent. Activez sa capacité."
"TID_NPC_WARDEN_HEALTH_LOW","Les points de vie du <c9916c8>Grand gardien</c> diminuent. Activez sa capacité."
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Message automatique"
"TID_LEADER_ROTATION_MAIL_TEXT","Le chef de ce clan est inactif depuis plus de <daysInactive> jours. La direction du clan passera au joueur au rang le plus élevé et avec le plus d'ancienneté dans <daysToRotation> jours. Pour empêcher ce changement de direction, le chef actuel doit se connecter.\n\nDans l'état actuel des choses, <newLeader> deviendra chef."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","Bien joué !"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","C'était parfait ! Voulez-vous vous entraîner sans les instructions de déploiement ?"
"TID_GEM_COMPENSATION_CLAN_GAMES","Bonjour, chef ! Nous avons remarqué que vous avez perdu les récompenses des derniers jeux de clan. Malheureusement, nous ne pouvons pas vous donner de ressources ou d'objets magiques, mais nous vous avons envoyé 50 gemmes de compensation par palier de récompenses. Encore toutes nos excuses pour ce problème. Bon jeu !"
"TID_OFFER_TITLE_GENERIC","Offre spéciale"
"TID_BP_SEASON_BANK_SIZE_INCREASE","Tirelire de saison\nplus grande"
"TID_BP_PERK_INCREASE","<perk>\nde <num> %"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_ALT_2_LINE","Livre de combat"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_ALT_2_LINE","Livre des bâtiments"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_ALT_2_LINE","Livre des sorts"
"TID_BOOSTER_FINISH_HERO_UPGRADE_ALT_2_LINE","Livre des héros"
"TID_BOOSTER_FINISH_ANY_UPGRADE_ALT_2_LINE","Livre universel"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALT_2_LINE","Potion de puissance"
"TID_BOOSTER_BOOST_RESOURCES_ALT_2_LINE","Potion de ressources"
"TID_BOOSTER_BOOST_PRODUCTION_ALT_2_LINE","Potion d'entraînement"
"TID_BOOSTER_FILL_GOLD_STORAGE_ALT_2_LINE","Rune d'or"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_ALT_2_LINE","Rune d'élixir"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_ALT_2_LINE","Rune d'élixir noir"
"TID_BOOSTER_FILL_GOLD2_STORAGE_ALT_2_LINE","Rune d'or ouvrier"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_ALT_2_LINE","Rune d'élixir ouvrier"
"TID_BOOSTER_WALL_UPGRADE_ALT_2_LINE","Anneau des remparts"
"TID_BOOSTER_BUILDERS_ALT_2_LINE","Potion de l'ouvrier"
"TID_BOOSTER_FREE_TROOP_UPGRADE_ALT_2_LINE","Marteau de combat"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_ALT_2_LINE","Marteau des bâtiments"
"TID_BOOSTER_FREE_SPELL_UPGRADE_ALT_2_LINE","Marteau des sorts"
"TID_BOOSTER_FREE_HERO_UPGRADE_ALT_2_LINE","Marteau des héros"
"TID_BOOSTER_CLOCKTOWER_ALT_2_LINE","Potion de la tour de l'horloge"
"TID_BOOSTER_MOVE_OBSTACLE_ALT_2_LINE","Pelle à obstacles"
"TID_BOOSTER_HERO_POTION_ALT_2_LINE","Potion de héros"
"TID_SETTINGS_DARK_CLOUDS","Afficher des nuages noirs dans la recherche d'adversaire"
"TID_STREAM_EVENT_PROMOTED_AUTOMATICALLY","a été promu automatiquement"
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_EAGLE","Commencez l'attaque en détruisant <cf70d16>l'aigle artilleur</c> avant qu'il ne commence à tirer."
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_QUEEN","Il vous faut aussi une stratégie pour affronter la <cf70d16>reine ennemie</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_JUMP","Utilisez le <c85ff3b>sort de saut</c> pour que la <c9916c8>Reine des archères</c> atteigne ses cibles."
"TID_NPC_CHALLENGE_TH11_LAVALOON_ICE_GOLEM","Déployez le <c54a0fe>golem de glace</c> pour qu'il gèle les bâtiments défensifs lorsqu'il est détruit."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BARBARIAN_KING","Déployez le <c9916c8>Roi des barbares</c>."
"TID_NPC_CHALLENGE_DEPLOY_ARCHER_QUEEN","Déployez la <c9916c8>Reine des archères</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_KING_ABILITY","Activez la capacité du <c9916c8>Roi des barbares</c> avant qu'il ne soit assommé."
"TID_NPC_CHALLENGE_POISON_TO_SLOW_DOWN_QUEEN","Utilisez un <ce98714>sort d'empoisonnement</c> pour ralentir la <cf70d16>reine ennemie</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE1","Les ballons sont lents. Lancer des <cf07bf8>sorts de précipitation</c> les rendra plus rapides. Essayez avec plusieurs doigts."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS1","Envoyez d'abord les <c54a0fe>molosses de lave</c> pour protéger les <c54a0fe>ballons</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS1","Déployez une partie des <c54a0fe>ballons</c>."
"TID_NPC_CHALLENGE_DEPLOY_AIR_GRAND_WARDEN","Déployez maintenant le <c9916c8>Grand gardien</c> en mode aérien."
"TID_NPC_CHALLENGE_TH11_LAVALOON_STONE_SLAMMER","Déployez le <c54a0fe>broyeur de pierres</c> pour protéger vos <c54a0fe>ballons</c> et détruire des défenses !"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS2","Déployez des <c54a0fe>ballons</c> pour dégager rapidement la zone."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS2","Déployez un <c54a0fe>molosse de lave</c> de plus."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS3","Déployez les <c54a0fe>ballons</c> qu'il vous reste."
"TID_NPC_CHALLENGE_RAGE_TOUGH_TARGETS","Lancer des <cf07bf8>sorts de rage</c> vous aidera à détruire les cibles coriaces."
"TID_NPC_CHALLENGE_TH11_LAVALOON_WARDEN_ABILITY","Mettez à profit la capacité du <c9916c8>Grand gardien</c> pour rendre vos <c54a0fe>ballons</c> invulnérables."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE2","Utilisez les <cf07bf8>sorts de précipitation</c> qu'il vous reste pour aider les <c54a0fe>ballons</c> à continuer sur leur lancée."
"TID_NPC_CHALLENGE_TH11_LAVALOON_MINIONS","Utilisez les <c54a0fe>gargouilles</c> pour finir le travail."
"TID_NPC_CHALLENGE_TH9_BABYDQW_ARCHER_QUEEN","Déployez la <c9916c8>Reine des archères</c> ; elle ouvrira une brèche jusqu'au village."
"TID_NPC_CHALLENGE_HEALERS_TO_SUPPORT_QUEEN","Déployez des <c54a0fe>guérisseuses</c> pour soutenir la <c9916c8>Reine des archères</c>."
"TID_NPC_CHALLENGE_TH9_BABYDQW_INFO_WAIT","Attendez que la <c9916c8>Reine des archères</c> détruise la <cf70d16>tour à bombes</c>."
"TID_NPC_CHALLENGE_TH9_BABYDQW_WALL_BREAKERS","Déployez des <c54a0fe>sapeurs</c> pour gagner du temps."
"TID_NPC_CHALLENGE_TH9_BABYDQW_POISON","Utilisez un <ce98714>sort d'empoisonnement</c> pour ralentir les <cf70d16>héros ennemis</c>."
"TID_NPC_CHALLENGE_TH9_BABYDQW_RAGE","Utilisez un <cf07bf8>sort de rage</c> pour booster en même temps la <c9916c8>Reine des archères</c> et les <c54a0fe>guérisseuses</c>."
"TID_NPC_CHALLENGE_TH9_BABYDQW_BARBARIAN_KING","Déployez le <c9916c8>Roi des barbares</c> pour dégager le coin."
"TID_NPC_CHALLENGE_TH9_BABYDQW_JUMP","Utilisez un <c85ff3b>sort de saut</c> pour que votre <c9916c8>Roi des barbares</c> se jette dans le tas !"
"TID_NPC_CHALLENGE_TH9_BABYDQW_BABY_DRAGONS","La plupart des <cf70d16>défenses anti-aériennes</c> ont été détruites. Il est temps de déployer les <c54a0fe>bébés dragons</c> !"
"TID_NPC_CHALLENGE_TH9_BABYDQW_SPELLS","Utilisez le <cf07bf8>sort de rage</c> et le <cffe346>sort de guérison</c> qu'il vous reste pour terminer l'attaque."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING","Obtenez plus de points et de récompenses dans les défis avant la fin de la saison."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING_MAXED_POINTS","Récupérez les récompenses des défis avant la fin de la saison."
"TID_SKIN_NOT_AVAILABLE","Débloquez ce skin dans les défis de saison."
"TID_BP_REWARD_GET_GEM_ALTERNATIVE_TEXT","Votre réserve d'objets magiques n'a pas assez de place pour toutes les récompenses. Vendre les récompenses superflues pour <amount> gemmes ?"
"TID_BP_PERK_UNLOCKED_IN_REWARDS","Amélioration à récupérer dans les récompenses."
"TID_SKIN_ALREADY_OWNED","Vous possédez déjà ce skin."
"TID_SKIN_OFFER_INFO","Skin pour : <name>"
"TID_SHOP_OWNED","Possédé(e) :"
"TID_SKIN","Skin <name> pour : <hero>"
"TID_BUTTON_SHARE_LAYOUT_CHAT","Partager sur le chat du clan"
"TID_BUTTON_SHARE_LAYOUT_LINK","Partager le lien"
"TID_LAYOUT_LINK_COPIED_TO_CLIPBOARD","Lien du plan copié dans le presse-papiers de l'appareil."
"TID_HOG_GLIDER","Chevaucheur du ciel"
"TID_CHARACTER_INFO_HOG_GLIDER","C'est un chevaucheur ? Et son cochon ? En... deltaplane ? C'est pas banal. Et ça marche bien pour passer les murs. Par contre, l'atterrissage, c'est pas encore ça."
"TID_HOG_RIDER","Chevaucheur de cochon"
"TID_CHARACTER_INFO_HOG_RIDER","Le duo original de retour sur le plancher des vaches, sans chichis et sans deltaplane. Les murs ? Pas d'inquiétude, ça ne les arrête toujours pas."
"TID_HOG_GLIDER_ABILITY_NAME","Vol plané étourdissant"
"TID_HOG_GLIDER_ABILITY_HELP","Étourdit la cible pendant <num> secondes après impact."
"TID_STREAM_SHARED_LAYOUT","A partagé son plan."
"TID_ARCHER_QUEEN_GLADIATOR","Reine gladiatrice"
"TID_STREAM_SHARED_LAYOUT_HOME","A partagé un plan d'hôtel de ville de niveau <num>."
"TID_STREAM_SHARED_LAYOUT_WAR","A partagé un plan de base de guerre de niveau <num>."
"TID_STREAM_SHARED_LAYOUT_BUILDER_BASE","A partagé un plan de maison des ouvriers de niveau <num>."
"TID_WARNING_CANNOT_SHARE_INCOMPLETE_LAYOUTS","Seuls les plans complets peuvent être partagés."
"TID_WARNING_SHARED_LAYOUT_NOT_AVAILABLE","Ce plan n'est plus disponible."
"TID_BUILDING_LAVA_LAUNCHER","Lance-lave"
"TID_LAVA_LAUNCHER_INFO","Crache des litres de roche en fusion à longue distance. Met le feu au sol et aux pieds des troupes terrestres ennemies !"
"TID_WARNING_INVALID_LAYOUT_CODE","Le lien de ce plan n'est pas valide."
"TID_WARNING_TH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Vous devez avoir un hôtel de ville niveau <num> pour copier des plans."
"TID_WARNING_BH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Vous devez avoir une maison des ouvriers niveau <num> pour copier des plans."
"TID_PRIZE_SHOP_ITEM_COOLDOWN","Vous devez attendre <time> afin d'acheter à nouveau l'article suivant : <item>."
"TID_WARNING_CANNOT_COPY_LAYOUT_WHILE_EDITING","Vous ne pouvez pas copier de plan pendant que vous en éditez un autre."
"TID_TOWNHALL_DIVIDER_TEXT","Niv. <level> d'hôtel de ville"
"TID_TRAINING_LEVELS","Entraînement"
"TID_CLEARED_LEVELS","Niveaux réussis :"
"TID_TRAINING_LEVELS_DESCRIPTION","Perfectionnez-vous et essayez de nouvelles stratégies gratuitement ! De nouveaux niveaux d'entraînement sont disponibles lorsque vous améliorez votre hôtel de ville."
"TID_PRESTIGE_VERSUS_TROPHIES","Prestige"
"TID_BATTLE_PASS_UNCLAIMED_REWARDS","Non récupérées"
"TID_BATTLE_PASS_CLAIMED_REWARDS","Récupérées"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING","Coup de foudre"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL","Guérison miraculeuse"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE","Vaccin pour la rage"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP","Surmonter les obstacles"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE","Froid de canard"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE","Jamais deux sans quatre"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON","Poison d'avril"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE","Accélérateur"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE","Fureur sismique"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON","L'armée des squelettes"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT","Les chauves vous sourient"
"TID_CLANGAMES_TASK_WIN_STARS_USING_LIGHTNING_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de foudre."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HEAL_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de guérison."
"TID_CLANGAMES_TASK_WIN_STARS_USING_RAGE_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de rage."
"TID_CLANGAMES_TASK_WIN_STARS_USING_JUMP_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de saut."
"TID_CLANGAMES_TASK_WIN_STARS_USING_FREEZE_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de gel."
"TID_CLANGAMES_TASK_WIN_STARS_USING_CLONE_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de clonage."
"TID_CLANGAMES_TASK_WIN_STARS_USING_POISON_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts d'empoisonnement."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HASTE_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de précipitation."
"TID_CLANGAMES_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts sismiques."
"TID_CLANGAMES_TASK_WIN_STARS_USING_SKELETON_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts squelettiques."
"TID_CLANGAMES_TASK_WIN_STARS_USING_BAT_INFO","Gagnez un combat multijoueur <num> fois en utilisant <num2> sorts de chauves-souris."
"TID_MASTER_BUILDER_BUILDING","Cabane du maître ouvrier"
"TID_ARTO_BUILDING","Cabane d'O.T.T.O"
"TID_MASTER_BUILDER_INFO","La résidence secondaire du maître ouvrier. Lorsqu'il se trouve dans le village principal, il est compté comme un ouvrier supplémentaire."
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_TITLE","Prêt à voyager ?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION","Voulez-vous envoyer le maître ouvrier au village principal ?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_BB","Voulez-vous envoyer le maître ouvrier dans la base des ouvriers ?"
"TID_MOVE_MASTER_BUILDER_ERROR_HUT","La cabane du maître ouvrier doit être construite dans le village principal."
"TID_CHALLENGE_TH6_GIWIWA","Bouclier humain"
"TID_CHALLENGE_TH11_LAVALOON","De la lave et plus de ballons"
"TID_CHALLENGE_TH5_LOON","Valse des ballons"
"TID_CHALLENGE_TH7_DRAGON","Chaud les dragons"
"TID_CHALLENGE_TH12_BOWIGI","Des sorcières au bowling"
"TID_CHALLENGE_TH4_GIANT","Un pas de géant"
"TID_CHALLENGE_TH7_HOG","À fond les cochons !"
"TID_CHALLENGE_TH7_MINION","Raid aérien"
"TID_CHALLENGE_TH8_GOWIPE","Poids lourds"
"TID_CHALLENGE_TH8_GOWIVA","Tourbillon de dégâts"
"TID_CHALLENGE_TH9_LAVALOON","De la lave et des ballons"
"TID_CHALLENGE_TH9_BABYDQW","Bébés pas contents"
"TID_SPELL_RADIUS","Rayon : <number> cases"
"TID_BOOSTER_LAB_POTION","Potion de recherche"
"TID_BOOSTER_LAB_POTION_ALT_2_LINE","Potion de recherche"
"TID_BOOSTER_LAB_OFFER_INFO","Potion de recherche x<num> : votre laboratoire recherchera <multiplier> fois plus rapidement pendant <time>."
"TID_BOOSTER_LAB_POTION_INFO","Cette boisson probablement très bonne pour la santé aide les mystérieux sorciers du laboratoire : ils effectuent leurs recherches <multiplier> fois plus vite pendant <time>. Et ça marche dans le village principal !"
"TID_POPUP_BOOST_RESEARCH_TITLE","Accélérer les recherches ?"
"TID_POPUP_BOOST_RESEARCH_TEXT","Les recherches du laboratoire vont <multiplier> fois plus vite pendant <time>."
"TID_TUTORIAL_ARTO_COMPLETE_1","Et voilà !"
"TID_TUTORIAL_ARTO_COMPLETE_2","Dis bonjour, B.O.B !"
"TID_TUTORIAL_ARTO_COMPLETE_3","BONJOUR, CHER CAMARADE !"
"TID_LEGENDS_MULTIPLAYER","Multijoueur"
"TID_LEGENDS_MP_ATTACK","Attaque"
"TID_LEGENDS_MP_DEFENCE","Défense"
"TID_LEGENDS_ATTACKS_LEFT","Matches restants :"
"TID_LEGENDS_LEAGUE_DAY_ENDS","Fin du jour de ligue actuel :"
"TID_LEGENDS_LEAGUE_DAY_STARTS","Début du prochain jour de ligue :"
"TID_LEGENDS_DEFENCE_LAYOUT_TITLE","Sélectionner un plan"
"TID_LEGENDS_DEFENCE_LAYOUT_TEXT","Choisir le plan de défense du village lors du prochain jour de ligue."
"TID_LEGENDS_DEFENCE_LAYOUT_BUTTON","Choisir"
"TID_LEGENDS_DEFENCE_CC_TITLE","Choisir des troupes"
"TID_LEGENDS_DEFENCE_CC_TEXT","Choisir les troupes du château de clan qui défendront votre village lors du prochain jour de ligue."
"TID_LEGENDS_DEFENCE_CC_BUTTON","Choisir"
"TID_CHALLENGE_TH10_MINER","Mineurs maniaques"
"TID_NPC_CHALLENGE_TH10_MINER_ARCHER_QUEEN","Déployez la <c9916c8>Reine des archères</c>. Elle marche dans le sens inverse des aiguilles d'une montre autour de la base."
"TID_NPC_CHALLENGE_TH10_MINER_HEALERS","Déployez des <c54a0fe>guérisseuses</c> pour garder en vie la <c9916c8>Reine des archères</c>."
"TID_NPC_CHALLENGE_TH10_MINER_TEST_WALL_BREAKER","Déployez un <c54a0fe>sapeur</c> pour voir s'il y a des <cf70d16>bombes</c> près du mur."
"TID_NPC_CHALLENGE_TH10_MINER_WALL_BREAKERS","Déployez d'autres <c54a0fe>sapeurs</c> pour détruire le mur ; la <c9916c8>Reine des archères</c> pourra rentrer à l'intérieur."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS1","Déployez les <c54a0fe>sorciers</c> pour détruire les bâtiments. Cela incitera la <c9916c8>Reine des archères</c> à rester dans l'enceinte du village."
"TID_NPC_CHALLENGE_TH10_MINER_RAGE","Utilisez un <cf07bf8>sort de rage</c> à l'entrée pour éliminer rapidement la <cf70d16>tour de l'enfer</c> et éviter qu'elle ne mette le feu à vos <c54a0fe>guérisseuses</c> !"
"TID_NPC_CHALLENGE_TH10_MINER_MINERS","Maintenant, la voie autour de la base est libre pour vos <c54a0fe>mineurs</c>."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS2","Déployez des <c54a0fe>sorciers</c> pour détruire les bâtiments dans les coins et sur les côtés, pour que les <c54a0fe>mineurs</c> n'y touchent pas."
"TID_NPC_CHALLENGE_TH10_MINER_BARBARIAN_KING","Déployez le <c9916c8>Roi des barbares</c> pour distraire les défenses ennemies et pour qu'elles n'attaquent pas les <c54a0fe>mineurs</c>."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS3","Déployez les <c54a0fe>sorciers</c> restants pour vous assurer que les <c54a0fe>mineurs</c> restent à l'intérieur de la base."
"TID_NPC_CHALLENGE_TH10_MINER_HEALS","Utilisez des sorts de guérison pour garder les <c54a0fe>mineurs</c> en vie lorsqu'ils sont attaqués."
"TID_LEGENDS_SET_CASTLE_TROOPS_TEXT","Utiliser ces troupes du château de clan en défense lors du prochain jour de ligue ?"
"TID_LEGENDS_SET_CASTLE_TROOPS_EMPTY_WARNING","Il n'y a actuellement aucune troupe dans le château de clan."
"TID_CHALLENGE_TH9_WITCH","Sorcière, prends garde !"
"TID_NPC_CHALLENGE_TH9_WITCH_FUNNEL_WIZARD","Déployez un <c54a0fe>sorcier</c> pour détruire le camp militaire."
"TID_NPC_CHALLENGE_TH9_WITCH_ARCHER_QUEEN","Déployez maintenant la <c9916c8>Reine des archères</c>. Le camp militaire étant détruit, elle marchera autour de la base dans le sens des aiguilles d'une montre."
"TID_NPC_CHALLENGE_TH9_WITCH_GOLEMS","Déployez des <c54a0fe>golems</c> pour charger la base. Ils absorberont la plupart des dégâts."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES1","Déployez des <c54a0fe>sorcières</c> pour détruire les bâtiments dans les coins."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES2","Déployez le reste des <c54a0fe>sorcières</c> pour appuyer les <c54a0fe>golems</c>."
"TID_NPC_CHALLENGE_TH9_WITCH_WIZARD","Déployez le <c54a0fe>sorcier</c> restant pour détruire les bâtiments encore debout."
"TID_ARTO_TASK_GEAR_UP","\nÉquipez trois bâtiments dans le village principal."
"TID_ARTO_TASK_UPGRADE_GENERIC","\nAméliorer <name> au niveau <level>."
"TID_ARTO_TASK_GEAR_UP_FLUFF","N'oubliez pas de terminer vos projets spéciaux dans votre village principal : plus votre technologie est avancée, plus vous irez loin !"
"TID_ARTO_TASK_CANNON_CART_FLUFF","Inventer la roue, c'est fait. Donc, maintenant, il faut perfectionner la charrette à canon en lui alignant bien les essieux."
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Il vous faut de l'énergie pour mener à bien vos projets, alors améliorez votre méga tesla au maximum. De l'énergie, elle en a à revendre !"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","L'automatisation, c'est délicat. Mais tester la machine de combat est un processus complètement sûr qui ne représente aucun danger pour les villageois."
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_HV","Le maître ouvrier est actuellement dans la base des ouvriers."
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_BB","Le maître ouvrier est actuellement dans le village principal."
"TID_NOT_ENOUGH_WORKERS_TEXT_ARTO","Terminer le bâtiment précédent pour libérer B.O.B ?"
"TID_SELFHELP_UNAVAILABLE","Aide et assistance momentanément indisponible. Veuillez réessayer plus tard."
"TID_CHALLENGE_TH11_EDRAG","Électro-chirurgie"
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG1","Cette base est vulnérable face aux <c54a0fe>électro-dragons</c>. Déployez-en un pour détruire les <cf70d16>défenses anti-aériennes</c> avec de la foudre."
"TID_NPC_CHALLENGE_TH11_EDRAG_ARCHER_QUEEN","Déployez la <c9916c8>Reine des archères</c> pour ajouter la touche finale."
"TID_NPC_CHALLENGE_TH11_EDRAG_BATTLE_BLIMP","Utilisez le <c54a0fe>dirigeable de combat</c> pour envoyer un <c54a0fe>électro-dragon</c> au centre et détruire l'<cf70d16>aigle artilleur</c>."
"TID_NPC_CHALLENGE_TH11_EDRAG_RAGE1","Lancez un <cf07bf8>sort de rage</c> pour augmenter la puissance de l'attaque."
"TID_NPC_CHALLENGE_TH11_EDRAG_CLONES","Utilisez des <ca0c0fe>sorts de clonage</c> pour créer plus de <c54a0fe>ballons</c> au centre."
"TID_NPC_CHALLENGE_TH11_EDRAG_DEPLOY_BLIMP","Activez le <c54a0fe>dirigeable de combat</c> pour déployer les troupes du château de clan se trouvant à bord."
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG2","Déployez un <c54a0fe>électro-dragon</c> pour détruire ce qui se trouve dans le coin."
"TID_NPC_CHALLENGE_TH11_EDRAG_EDRAGS","Déployez les <c54a0fe>électro-dragons</c> qui restent en formant une ligne."
"TID_NPC_CHALLENGE_TH11_EDRAG_GRAND_WARDEN","Déployez le <c9916c8>Grand gardien</c> pour appuyer les <c54a0fe>électro-dragons</c>, en mode aérien pour éviter les pièges au sol !"
"TID_NPC_CHALLENGE_TH11_EDRAG_BALLOONS","Et finissez en beauté avec des <c54a0fe>ballons</c>."
"TID_NPC_CHALLENGE_SPELLS_TO_CLEAN_UP","Utilisez les sorts qu'il vous reste pour achever la bataille."
"TID_LEGENDS_MATCHMAKING_ONGOING","Recherche d'adversaire..."
"TID_LEGENDS_ATTACKS_EXHAUSTED","Toutes les attaques du jour sont terminées."
"TID_UPGRADE_TASKS_TITLE","Conditions d'amélioration"
"TID_UPGRADE_ARTO_INFO","Remplissez les quatre conditions suivantes pour réaliser l'amélioration et débloquer la dernière invention du maître ouvrier : B.O.B."
"TID_ARTO_UNLOCKED","B.O.B terminé !"
"TID_ARTO_UNLOCKED_INFO","B.O.B donne un coup de main dans le village principal ! Et les ouvriers ne se doutent de rien..."
"TID_LEGENDS_GUARD_NOT_ENABLED","Indisponible en ligue légendes"
"TID_BUTTON_SEND_AWAY_MASTERBUILDER","Voyager"
"TID_LEGENDS_MATCHMAKING_SOON","Bientôt..."
"TID_OBSTACLE_BIRTHDAY2019","Surprise du 7e anniversaire"
"TID_ARTO_BUILDING_INFO","Maison et station de recharge de la dernière invention du maître ouvrier. Dès qu'il est complètement amélioré, O.T.T.O devient un ouvrier de la base des ouvriers, permettant au maître ouvrier de voyager entre les deux villages !"
"TID_LEGEND_LEAGUE_INFO_TAB0_HEADER","Présentation"
"TID_LEGEND_LEAGUE_INFO_TAB1_HEADER","Défense"
"TID_LEGEND_LEAGUE_INFO_TAB2_HEADER","Boucliers"
"TID_LEGEND_LEAGUE_INFO_TAB0_TEXT","Dans la ligue légendes, les joueurs d'élite s'affrontent pour déterminer qui est le meilleur attaquant et qui a les meilleurs plans de base. Chaque jour, tous les participants à la ligue légendes disposent d'un nombre d'attaques et de défenses fixe. Vous pouvez gagner jusqu'à <num> trophées et n'en perdrez aucun lors de vos attaques. Il n'y a pas de temps d'attente lorsque vous lancez une attaque.\n\nSi votre compte de trophées à la fin du jour de ligue est trop bas, vous passerez dans la ligue inférieure et retournerez dans le système multijoueur habituel.\n\nSelon le moment où vous rejoignez la ligue légendes, il se peut que votre nombre d'attaques et de défenses soit réduit."
