"TID","CN"
"TID_POPUP_BOOST_BUILDERS_TITLE","加速建筑工人？"
"TID_POPUP_BOOST_BUILDERS_TEXT","要在<time>内将所有建筑工人的工作速度提升至原来的<multiplier>倍吗？"
"TID_CLAN_GAMES_XP","部落经验值："
"TID_CLAN_GAMES_LEADERBOARD","部落成绩："
"TID_CNY_CLAN_GAMES_HEADER","春节竞赛"
"TID_TRADER_CONFIRM_TITLE","购买商品？"
"TID_TRADER_CONFIRM_TEXT","购买<num>x<item>？"
"TID_BUTTON_USE_FILL_STORAGE_BOOSTER","填满"
"TID_BUTTON_BOOST_BUILDERS","加速建筑工人"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE","竞赛冠军"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS","在部落竞赛中赢得<number>积分"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_COMPLETED","在部落竞赛中累计赢得积分：<value>"
"TID_POPUP_BOOSTER_FILL_STORAGE_ALMOST_FULL","您的<res>储量已接近最大储量，您确定要使用<booster>补充<num><res>吗？"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_II","竞赛冠军1"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_III","竞赛冠军2"
"TID_CLANGAMES_TASK_USE_MEGAPEKKA_OLD",""
"TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA_OLD",""
"TID_TRADER_UNLOCKS_TEXT","商人在家乡大本营达到<value>级时解锁"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_POTION_WITH_GOLD_INFO","• <res0>金币\n• <booster1>瓶建筑工人药水\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_BUILDER_POTION_AND_GOLD_INFO","• <res0>金币\n• <booster1>本建筑之书\n• <booster2>瓶建筑工人药水\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_GOLD_INFO","• <res0>金币\n• <booster1>本建筑之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_ELIXIR_INFO","• <res0>圣水\n• <booster1>本战斗之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级部队所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_SPELL_BOOK_AND_ELIXIR_INFO","• <res0>圣水\n• <booster1>本战斗之书\n• <booster2>本法术之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级部队和法术所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HEROES_BOOK_WITH_ELIXIR_INFO","• <res0>圣水\n• <booster1>本英雄之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级大守护者所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDER_POTION_WITH_GOLD_INFO","• <res0>建筑大师金币\n• <booster1>瓶建筑工人药水\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级建筑大师大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDING_BOOK_WITH_BUILDER_POTION_AND_GOLD_INFO","• <res0>建筑大师金币\n• <booster1>本建筑之书\n• <booster2>瓶建筑工人药水\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级建筑大师大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDING_BOOK_WITH_GOLD_INFO","• <res0>建筑大师金币\n• <booster1>本建筑之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级建筑大师大本营和防御建筑所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_FIGHTING_BOOK_WITH_ELIXIR_INFO","• <res0>建筑大师圣水\n• <booster1>本战斗之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级建筑大师基地部队所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HEROES_BOOK_WITH_DARK_ELIXIR_INFO","• <res0>暗黑重油\n• <booster1>本英雄之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级野蛮人之王或弓箭女皇所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_DARK_ELIXIR_INFO","• <res0>暗黑重油\n• <booster1>本战斗之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级暗黑重油部队所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_SPELL_BOOK_AND_DARK_ELIXIR_INFO","• <res0>暗黑重油\n• <booster1>本战斗之书\n• <booster2>本法术之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级暗黑重油部队和法术所需的一切！"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_HEROES_BOOK_WITH_ELIXIR_INFO","• <res0>建筑大师圣水\n• <booster1>本英雄之书\n• 存放礼包中的物品不受最大储量限制！\n\n包含升级战争机器所需的一切！"
"TID_DIAMOND_BUNDLE_BUILD_PACK","建筑升级礼包"
"TID_DIAMOND_BUNDLE_RESEARCH_PACK","军队升级礼包"
"TID_DIAMOND_BUNDLE_ELIXIR_HERO_PACK","圣水英雄升级礼包"
"TID_DIAMOND_BUNDLE_HERO_PACK","英雄升级礼包"
"TID_DIAMOND_BUNDLE_DARK_RESEARCH_PACK","暗黑重油军队升级礼包"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_PACK","建筑大师建筑升级礼包"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_RESEARCH_PACK","建筑大师军队升级礼包"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_HERO_PACK","建筑大师英雄升级礼包"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","由于账号主人申请删除账号，本账号已被永久删除，且无法再恢复。"
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","由于长期没有登录，该账号已被永久删除，且无法再恢复。"
"TID_ACCOUNT_DISABLED_TEXT","账号已被永久删除"
"TID_NOTES_LAST_EDITED","最后编辑：<cffffff><name></c>"
"TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA","在建筑大师基地战斗中赢得<num>颗胜利之星，每场战斗需使用<num2>个雷霆皮卡。"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK_INFO","• <gems>宝石\n• <booster1>本英雄之书\n• <booster2>本建筑之书\n• 存放礼包中的物品不受最大储量限制！\n\n建筑工人都在忙？资源太多但时间不够？有了这个魔法书礼包，您将可以立即完成一个英雄和一个建筑的升级！\n\n千万不要错过哦！"
"TID_CLANGAMES_TASK_USE_MEGAPEKKA","雷霆皮卡横扫千军"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK_WITH_RESOURCES_INFO","• <booster1>本英雄之书\n• <res0>暗黑重油\n• 存放礼包中的物品不受最大储量限制！\n\n使用英雄之书立即完成任一英雄的升级！！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_CLAN_GAMES_BUILDER_THEME","建筑大师基地竞赛"
"TID_UPGRADE_HOME_TH_LOCKED_INFO","要解锁下一级大本营，请先建造以下建筑！"
"TID_WARTOOLS_EMPTY_NOTES","点击添加备注"
"TID_WARTOOLS_ATTACK_CONFIRMATION","该目标已被其他玩家锁定，您仍要发动进攻吗？"
"TID_WARTOOLS_CLAIM_TARGET","锁定目标"
"TID_WARTOOLS_REMOVE_CLAIM","移除锁定"
"TID_TARGETS_FULL","该目标已被其他玩家锁定"
"TID_NO_MORE_CALL_FOR_TARGETS","您已经锁定了一个目标"
"TID_REQUEST_IS_PENDING","正在处理您的请求"
"TID_ADVANCED_SETTINGS","更多设置"
"TID_ADVANCED_SETTINGS_BUTTON","显示"
"TID_PERSONALISED_SHOP","商店个性化推荐"
"TID_ACCOUNT_DELETION_WARNING_TITLE","账号删除警告"
"TID_ACCOUNT_DELETION_WARNING_TEXT","根据您的请求，您的账号将于<time>后被删除。如果您不希望进行此操作，请在游戏内点击\q帮助与支持\q联系玩家支持团队取消您的请求。"
"TID_EVENT_ACHIEVEMENT_BOOSTER_XP_REWARD_CLAIMED","活动挑战已完成！您收到了<number>x<booster>和<xp>经验值！"
"TID_HULK_SMALL","浩克"
"TID_HULK_BIG","狂暴浩克"
"TID_FLYING_GOBLIN","飞行哥布林"
"TID_LUMBERJACK","狂暴樵夫"
"TID_SIEGE_MACHINE_RAM","攻城战车"
"TID_CHARACTER_INFO_HULK_SMALL","狭路相逢勇者胜！"
"TID_CHARACTER_INFO_HULK_BIG","勇者相逢莽者胜！"
"TID_CHARACTER_INFO_LUMBERJACK","狂暴樵夫无论到哪都扛着他那瓶狂暴法术，谁都不能碰。只有当他倒下时，狂暴法术才会释放出来给战友使用。"
"TID_CHARACTER_INFO_FLYING_GOBLIN","这帮飞行捣蛋鬼会把村庄闹得鸡犬不宁，幸好是在敌军村庄。"
"TID_CHARACTER_INFO_SIEGE_MACHINE_RAM","攻城战车的作用简单直接：攻破挡在路上的一切障碍将部落援军运送到村庄核心地带。它由坚固材料打造而成，可以承受不少伤害。法术对攻城战车无效。"
"TID_NOT_ENOUGH_BOOSTERS","所需魔法物品数量不足，不能进行该操作。"
"TID_SIEGE_WORKSHOP","攻城机器工坊"
"TID_SIEGE_WORKSHOP_INFO","攻城机器工坊是专门建造攻城机器的地方。升级攻城机器工坊以解锁不同的攻城机器！"
"TID_REQUIRED_SIEGE_WORKSHOP_LEVEL","需要<number>级攻城机器工坊。"
"TID_WAR_ATTACK_CONFIRM_SIEGE_MACHINE_TEXT","攻城机器：<number>"
"TID_DIAMOND_BUNDLE_TH3","3级大本营礼包"
"TID_DIAMOND_BUNDLE_TH3_REVISED_INFO","• <gems>宝石\n• <res0>金币\n• <res1>圣水\n• <booster1>瓶建筑工人药水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH4_REVISED_INFO","• <res0>金币\n• <res1>圣水\n• <booster1>瓶建筑工人药水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH5_REVISED_INFO","• <booster1>本建筑之书\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH6_REVISED_INFO","• <booster1>本建筑之书\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH7_REVISED_INFO","• 野蛮人之王\n• <booster1>本英雄之书\n• <res0>暗黑重油\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH8_REVISED_INFO","• <booster1>本战斗之书\n• <booster2>本法术之书\n• <res0>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH9_REVISED_INFO","• 弓箭女皇\n• <booster1>本英雄之书\n• <res0>暗黑重油\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH10_REVISED_INFO","• 1级地狱之塔\n• <booster1>本英雄之书\n• <res0>暗黑重油\n• <booster2>瓶建筑工人药水\n\n礼包中的建筑无需花费建造时间，存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH10_ALT_REVISED_INFO","• <booster1>本建筑之书\n• <booster2>本英雄之书\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH11_REVISED_INFO","• 1级天鹰火炮\n• 大守护者\n• <booster1>本英雄之书\n• <res0>圣水\n\n礼包中的建筑无需花费建造时间，存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH11_ALT_REVISED_INFO","• <booster1>本建筑之书\n• <booster2>英雄之书\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_TUTORIAL_CLANCASTLE_1","首领，我们的仓库堆满了金币，现在就重建部落城堡吧！"
"TID_TUTORIAL_CLANCASTLE_2","点击部落城堡，开始重建！"
"TID_SIEGE_MACHINE_FLYER","攻城飞艇"
"TID_CHARACTER_INFO_SIEGE_MACHINE_FLYER","攻城飞艇可以无视地面障碍，并将您的部落援军直接运送至敌军村庄中心，在飞行途中还会不断投放炸弹。由于外壳不够结实，它很容易被敌军击落。法术对攻城飞艇无效。"
"TID_ICEGOLEM","戈仑冰人"
"TID_CHARACTER_INFO_ICEGOLEM","戈仑冰人个性冷酷而且毫无幽默感。他经过的地方无不冷冻成霜，被消灭时还会冻住四周的事物。聚会时要是有人跟他说话，戈仑冰人会原地冻住。抵御入侵村庄的敌军时，他的冰冻效果范围比进攻时小，持续时间也更短。"
"TID_SPECIAL_OFFER_EASTER_LIMITED_9999","春季特惠"
"TID_SPECIAL_OFFER_INFO_EASTER_LIMITED_9999","• <booster1>个壁垒之戒\n• <booster2>块圣水符石\n• <booster3>块暗黑重油符石\n• <booster4>块金币符石\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买两次！\n\n这个超值礼包可以助你升级项目、秒升城墙！"
"TID_SPECIAL_OFFER_EASTER_LIMITED_4999","春季特惠"
"TID_SPECIAL_OFFER_INFO_EASTER_LIMITED_4999","• <booster1>个壁垒之戒\n• <booster2>块圣水符石\n• <booster3>块暗黑重油符石\n• <booster4>块金币符石\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买4次！\n\n这个超值礼包为您提供丰富资源，还能助您秒升城墙！"
"TID_SPECIAL_OFFER_EASTER_LIMITED_1999","春季特惠"
"TID_SPECIAL_OFFER_INFO_EASTER_LIMITED_1999","• <booster1>个壁垒之戒\n• <booster2>块暗黑重油符石\n• <booster3>瓶建筑工人药水\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买10次！\n\n这个超值礼包可以助您升级城墙、填满暗黑重油罐、加速建筑工人！"
"TID_SPECIAL_OFFER_EASTER_LIMITED_999","春季特惠"
"TID_SPECIAL_OFFER_INFO_EASTER_LIMITED_999","• <res0>金币\n• <res1>暗黑重油\n• <gems>宝石\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买20次！\n\n升级防御建筑、英雄和暗黑重油部队，一个礼包全搞定，真是物超所值！"
"TID_SPECIAL_OFFER_EASTER_UNLIMITED","加速建筑工人"
"TID_SPECIAL_OFFER_INFO_EASTER_UNLIMITED","• <res0>金币\n• <booster1>本建筑之书\n• <booster2>瓶建筑工人药水\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买10次！\n\n包含升级大本营和防御建筑所需的一切！"
"TID_LIGHTNINGDRAGON","雷电飞龙"
"TID_CHARACTER_INFO_LIGHTNINGDRAGON","雷电飞龙拥有钢铁般坚硬的鳞片，还能从高空中喷吐雷电。它最喜欢从空中对敌方实施毁灭性打击。被消灭时，雷电飞龙还会释放雷电再次劈向敌方！"
"TID_DIAMOND_BUNDLE_TH4_UPDATED_INFO","• 2级防空火箭\n• <res0>金币\n• <res1>圣水\n• <gems>宝石\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH4_ALT_UPDATED_INFO","• <res0>金币\n• <res1>圣水\n• <gems>宝石\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH5_UPDATED_INFO","• 2级法师塔\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH5_ALT_UPDATED_INFO","• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH6_UPDATED_INFO","• 3级法师塔\n• 4级迫击炮\n• <res0>金币\n• <res1>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH6_ALT_UPDATED_INFO","• <res0>金币\n• <res1>圣水\n• <gems>宝石\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH7_UPDATED_INFO","• 2级特斯拉电磁塔\n• 野蛮人之王\n• <res0>暗黑重油\n• <res1>金币\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH7_ALT_UPDATED_INFO","• <res0>暗黑重油\n• <res1>金币\n• <res2>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH8_UPDATED_INFO","• 2级炸弹塔\n• 5级法师塔\n• <res0>暗黑重油\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH8_ALT_UPDATED_INFO","• <res0>暗黑重油\n• <res1>金币\n• <res2>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH9_UPDATED_INFO","• 2级十字连弩\n• 弓箭女皇\n• <res0>暗黑重油\n• <res1>金币\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH9_ALT_UPDATED_INFO","• <res0>暗黑重油\n• <res1>金币\n• <res2>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH10_UPDATED_INFO","• 1级地狱之塔\n• 2级十字连弩\n• <res0>暗黑重油\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH10_ALT_UPDATED_INFO","• <res0>暗黑重油\n• <res1>金币\n• <res2>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH11_UPDATED_INFO","• 1级天鹰火炮\n• 大守护者\n• <res0>暗黑重油\n\n礼包中的建筑无需花费建造时间，存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_DIAMOND_BUNDLE_TH11_ALT_UPDATED_INFO","• <res0>暗黑重油\n• <res1>金币\n• <res2>圣水\n\n存放礼包中的物品不受最大储量限制！\n\n该<cffec78><value>倍超值礼包</c>只可购买\n一次，千万不要错过哦！"
"TID_NO_PRIVILEDGE_TO_EDIT","您需要晋升到更高的部落职位才能编辑备注"
"TID_SPECTATOR_CAN_NOT_CLAIM","您没有参与本次部落对战"
"TID_CLAN_WAR_LEAGUE","部落对战联赛"
"TID_CLAN_WAR_LEAGUE_JOIN_BUTTON","加入联赛"
"TID_CLAN_WAR_LEAGUE_SIGNUP_EXPIRY","离联赛报名结束还有：<time>"
"TID_CLAN_WAR_LEAGUE_BUILDING_LEAGUE_BRACKET","正在进行联赛分组......"
"TID_CLAN_WAR_LEAGUE_STARTS_IN","离联赛开始还有：<time>"
"TID_WAR_LEAGUES","部落对战联赛"
"TID_ACCOUNT_DELETION_SOON_WARNING_TEXT","根据您的请求，您的账号即将被删除。"
"TID_SELECT_LEAGUE_PARTICIPANTS","选择联赛成员"
"TID_LEAGUE_WAR_SIZE","联赛对战规模：<num> v <num>"
"TID_LEAGUE_MIN_SIZE","至少要选择<num>名成员才能加入联赛"
"TID_CHANGE_LEAGUE_WAR_PARTICIPANTS","更换参战成员"
"TID_LEAGUE_SIZE","联赛：已选择<num>名成员"
"TID_POPUP_BOOST_SIEGE_WORKSHOP","要在<time>内将攻城机器建造速度提升至原来的<multiplier>倍吗？"
"TID_BOOST_SIEGE_WORKSHOP_POPUP_TITLE","加快建造攻城机器！"
"TID_TRAINING_SCREEN_TAB_SIEGE_MACHINES","建造攻城机器"
"TID_LEADER_CANNOT_LEAVE_ALLIANCE","您必须先将一位部落成员提升为首领才能退出部落。"
"TID_BUTTON_UPGRADE_WEAPON","升级武器"
"TID_HOUSING_SIEGE_MACHINES_INSIDE","攻城机器："
"TID_STREAM_EVENT_NAME_CHANGED","已将名称更改为：<name>"
"TID_TUTORIAL_TH12_1","您的大本营现在可以反击敌人！"
"TID_TUTORIAL_TH12_2","您可以升级大本营武器，让它变得更加强大。"
"TID_WEAPON_TOWN_HALL","巨型特斯拉电磁塔"
"TID_TOWN_HALL_WEAPON_INFO","只要敌方敢碰大本营，作为特斯拉家族中的暴脾气老大哥，巨型特斯拉电磁塔定会让他们好看。它会发射出超强电流击退敌方，你或许还能闻到空气中弥漫着一股......椰子和金属的气味。"
"TID_CLAN_CASTLE_DEFEND","正在防御"
"TID_CLAN_CASTLE_SLEEP","正在休息"
"TID_NOTIFICATION_ARMY","军队"
"TID_NOTIFICATION_SHIELD_AND_GUARD","护盾和村庄守卫"
"TID_NOTIFICATION_UPGRADES","升级"
"TID_NOTIFICATION_RESOURCES","资源和每日奖励"
"TID_NOTIFICATION_EVENTS","活动"
"TID_NOTIFICATION_CLAN_GAMES","部落竞赛"
"TID_NOTIFICATION_CLAN_WARS","部落对战"
"TID_SETTINGS_NOTIFICATIONS","通知设置"
"TID_EVENT_DONATION_INFO","增援只需1宝石！"
"TID_SIEGE_MACHINE_STORAGE_CAPACITY","攻城机器容量：<number>"
"TID_SPECIAL_OFFER_BUILDERBASE_ANNIVERSARY_ALLPRICEPOINTS","生日礼包"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_9999","• <booster1>块建筑大师金币符石\n• <booster2>块建筑大师圣水符石\n• <booster3>本战斗之书\n• <booster4>本建筑之书\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买2次！\n\n这个超值礼包可以助您升级各种项目！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_4999","• <booster1>块建筑大师金币符石\n• <booster2>块建筑大师圣水符石\n• <booster3>本战斗之书\n• <booster4>本建筑之书\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买4次！\n\n这个超值礼包可以助您升级各种项目！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_1999","• <booster1>块建筑大师金币符石\n• <booster2>块建筑大师圣水符石\n• <booster3>本战斗之书\n• <booster4>本建筑之书\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买10次！\n\n这个超值礼包可以助您升级各种项目！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_NOTIFICATION","首领，我们为您精心准备了特别的建筑大师基地周年特惠！"
"TID_CLAN_GAMES_REWARD_TIME_COUNTDOWN","剩余时间：<time>"
"TID_ACCOUNT_DELETION_WARNING_CONTACT_PS","您已请求删除该账号，您可以在<time>内取消该请求。"
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT","如需联系玩家支持团队，请将您的游戏更新至最新版本。"
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT_TITLE","请更新游戏"
"TID_OVERVIEW_SIEGE_TITLE","攻城机器：<number>"
"TID_ARMY_OVERVIEW_HINT_SIEGE","攻城机器在12级大本营解锁"
"TID_AVATAR_MESSAGE_SUBJECT_THANK_YOU_FOR_REPORTING","感谢您的举报！"
"TID_AVATAR_MESSAGE_TEXT_THANK_YOU_FOR_REPORTING","违反我们账号安全和游戏公平政策的玩家破坏了每个玩家的游戏环境，您的举报将帮助我们找到这些破坏游戏环境的人。\n\n虽然我们不能告知您具体的惩罚细节，但请您放心，我们已根据您最近一次的举报对被举报的玩家采取了相应措施。感谢您进行举报，您的参与有助于《部落冲突》营造更和谐更公平的游戏环境。\n\n如果您以后再次遇到破坏游戏环境的行为，请您继续向我们举报，共同维护良好的游戏环境！"
"TID_HAMMERJAM_OFFER1_MAGICITEMS_BUILDER_POTION_AND_GOLD_INFO_999","• <res0>金币\n• <booster1>瓶建筑工人药水\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买5次！\n\n快用这个\q夯木节\q礼包疯狂升级吧！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_9999","• <booster1>枚壁垒之戒\n• <booster2>块圣水符石\n• <booster3>块金币符石\n• <booster4>块暗黑重油符石\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买2次！\n\n这个超值更新礼包可以助您升级各种项目！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_4999","• <booster1>枚壁垒之戒\n• <booster2>块圣水符石\n• <booster3>块金币符石\n• <booster4>块暗黑重油符石\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买4次！\n\n这个超值更新礼包可以助您升级各种项目！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_1999","• <booster1>枚壁垒之戒\n• <booster2>块暗黑重油符石\n• <booster3>瓶建筑工人药水\n\n• 存放礼包中的物品不受最大储量限制！\n• 该礼包可购买10次！\n\n这个超值更新礼包可以助您升级各种项目！"
"TID_EVENT_TITLE_HAMMERJAM_PACK","升级礼包"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK","首领，我们为您精心准备了特别的\q夯木节\q特惠！"
"TID_EVENT_TITLE_HAMMERJAM_PACK2","更新礼包"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK2","首领，商店中推出了特别的更新礼包，快来看看吧！"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_12","粉碎12本"
"TID_CLANGAMES_TASK_USE_SIEGERAMS","攻城战车破墙计"
"TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","攻城飞艇大空袭"
"TID_CLANGAMES_TASK_USE_ELECTRODRAGON","雷电飞龙大暴击"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_12","在联机模式中进攻12级大本营村庄，并赢得<num>颗胜利之星。"
