"TID","AR"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_1999","• <res0> ذهب\n•<res1> إكسير\n• <booster1> من جرعات البنّاء: تسمح للبنّائين بزيادة سرعتهم عشرة أمثال لمدة ساعة واحدة.\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 10 مرات!\n\nاحصل على مجموعة الذكرى السنوية الآن. متوفرة لفترة محدودة فقط!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_999","• <res0> ذهب\n•<res1> إكسير\n• <booster1> من جرعات البنّاء: تسمح للبنّائين بزيادة سرعتهم عشرة أمثال لمدة ساعة واحدة.\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 20 مرة!\n\nاحصل على مجموعة الذكرى السنوية الآن. متوفرة لفترة محدودة فقط!"
"TID_LOCAL_NOTIFICATION_EVENT_6TH_1_GEM_BOOST","إنه عيد ميلادنا السادس! ضاعف إنتاج مواردك! عزز مستخرجات الموارد مقابل جوهرة واحدة فقط في كل مرة."
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0712","مجموعة الظلام والقوة"
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0206","مجموعة الطريق إلى النصر"
"TID_LOCAL_NOTIFICATION_EVENT_END_OF_SUMMER_OFFER_TH0212","ذهب لهيب الصيف، لكن لهيب المعركة لا يخمد أبدًا! لا تفوت هذه العروض الحصرية!"
"TID_ENDOFSUMMER_OFFER_INFO_9999_4999","• <res0> إكسير الظلام\n• <booster1> من كتب الأبطال: أكمل أي ترقية جارية للأبطال فورًا.\n• <res1> ذهب\n• <res2> إكسير\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض مرتين!\n\nالآن لفترة محدودة فقط!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_1999","• <res0> إكسير الظلام\n• <booster1>x من كتب الأبطال: أكمل أي ترقية جارية للأبطال فورًا.\n• <res1> ذهب\n• <res2> إكسير\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 5 مرات!\n\nالآن لفترة محدودة فقط!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_0999","• <res0> إكسير الظلام\n• <booster1> من كتب الأبطال: أكمل أي ترقية جارية للأبطال فورًا.\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 5 مرات!\n\nالآن لفترة محدودة فقط!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0206_1999_0999","• <res0> ذهب\n• <res1> إكسير\n• <booster1>x من جرعات القوة: عزز قواتك وتعويذتك إلى أقصى مستوى لمدة ساعة.\n• <booster2>x من جرعات البنّاء: تتيح للبنّائين العمل بعشرة أمثال السرعة لمدة ساعة.\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 5 مرات!\n\nالآن لفترة محدودة فقط!"
"TID_LOCAL_NOTIFICATION_EVENT_GEM_BOOST_ATTACK","الآن يجري التعزيز بجوهرة واحدة! ضاعف سرعة جيوشك الكاملة 4 مرات بتعزيز تدريب القوات، وصناعة التعويذات، والأبطال!"
"TID_CLAN_GAMES_THEME_DARKHEROIC","مباريات الظلام و\nالبطولات\n"
"TID_EVENT_TITLE_REGULAR_THEMED_BUILD_TH0212","هدوء يسبق العاصفة"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BUILD_TH0212","اطمئن يا زعيم، عاصفة الحرب لم تهب بعد. اغتنم هذا الوقت لترقية دفاعاتك بهذا العرض الخاص."
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_9999","• <res0> ذهب\n•<res1> إكسير\n• <booster1> من خواتم الجدران: لترقية أي جدار فورًا، إلا أن الجدران ذات المستوى الأعلى قد تتطلب عدة خواتم.\n• <booster2> من كتب المباني: لإكمال ترقية أي مبنى فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرة واحدة فقط خلال الفترة المحددة.\nاستغل هذا الوقت لترقية دفاعاتك!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_4999","• <res0> ذهب\n•<res1> إكسير\n• <booster1> من خواتم الجدران: لترقية أي جدار فورًا، إلا أن الجدران ذات المستوى الأعلى قد تتطلب عدة خواتم.\n• <booster2> من كتب المباني: لإكمال ترقية أي مبنى فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرتين فقط خلال الفترة المحددة.\n• استغل هذا الوقت لترقية دفاعاتك!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_1999","• <res0> ذهب\n•<res1> إكسير\n• <booster1>x من كتب المباني: لإكمال ترقية أي مبنى فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\n• استغل هذا الوقت لترقية دفاعاتك!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_999","• <res0> ذهب\n•<booster1> من كتب المباني: لإكمال ترقية أي مبنى فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة.\n• استغل هذا الوقت لترقية دفاعاتك!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_1999","• <res0> ذهب\n•<res1> إكسير\n• <booster1> من جرعات البنّاء: لتسريع عمل البنّائين بسرعة أكبر 10 مرات لمدة ساعة واحدة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\nاستغل هذا الوقت لترقية دفاعاتك!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_999","• <res0> ذهب\n• <booster1> من جرعات البنّاء: لتسريع عمل البنّائين بسرعة أكبر 10 مرات لمدة ساعة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة\n• استغل هذا الوقت لترقية دفاعاتك!"
"TID_EVENT_TITLE_REGULAR_THEMED_PREPARE_TH0212","أوقد النيران"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_PREPARE_TH0212","احشد قواتك، لتلبي دعوات القتال! قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة من خلال عرض الترقية هذا!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_9999","• <res0> إكسير الظلام\n•<res1> ذهب\n• <booster1> من كتب الأبطال: لإكمال أي ترقية جارية للأبطال فورًا.\n• <booster2> من كتب التعويذات: لإكمال أي ترقية جارية للتعويذات.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرة واحدة فقط خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_4999","• <res0> إكسير الظلام\n•<res1> ذهب\n• <booster1> من كتب الأبطال: لإكمال أي ترقية جارية للأبطال فورًا.\n• <booster2> من كتب التعويذات: لإكمال أي ترقية جارية للتعويذات.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرتين خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_1999","• <res0> إكسير الظلام\n•<res1> إكسير\n• <booster1> من كتب الأبطال: لإكمال أي ترقية جارية للأبطال فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_999","• <res0> إكسير\n• <booster1> من كتب الأبطال: لإكمال أي ترقية جارية للأبطال فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_1999","• <res0> إكسير\n• <booster1> من جرعات التدريب: لرفع كفاءة الثكنات، ومصانع التعويذات، والورشة، وإعادة إنتاج الأبطال لمدة ساعة واحدة.\n• <booster2> من جرعات القوة: لتعزيز قواتك وتعويذاتك إلى أقصى حد بمعدل ساعة واحدة حسب ما يسمح به مستوى قاعة المدينة.\n• <booster3> من جرعات الموارد: لتعزيز كفاءة مستخرج الموارد لمدة يوم واحد.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة."
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_999","• <res0> إكسير\n• <booster1> من جرعات التدريب: لرفع كفاءة الثكنات، ومصانع التعويذات، والورشة، وإعادة إنتاج الأبطال لمدة ساعة واحدة.\n• <booster2> من جرعات القوة: لتعزيز قواتك وتعويذاتك إلى أقصى حد بمعدل ساعة واحدة حسب ما يسمح به مستوى قاعة المدينة.\n• <booster3> من جرعات الموارد: لتعزيز كفاءة مستخرج الموارد لمدة يوم واحد.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة.\n• قم بترقية الأبطال والقوات واستدع التعويذات الأكثر قوة."
"TID_EVENT_TITLE_REGULAR_THEMED_BATTLE_TH0212","بوتقة الحرب"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BATTLE_TH0212","أبواق الحرب تصرخ طلبًا للنصر! قم بترقية قواتك، وقُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_9999","• <res0> إكسير الظلام\n•<res1> ذهب\n•<res2> إكسير\n• <booster1> من كتب القتال: لإكمال أي ترقية جارية للقوات فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرة واحدة فقط خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_4999","• <res0> إكسير الظلام\n•<res1> ذهب\n•<res2> إكسير\n• <booster1> من كتب القتال: لإكمال أي ترقية جارية للقوات فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرتين خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_1999","• <res0> إكسير\n•<booster1> من كتب القتال: لإكمال أي ترقية جارية للقوات فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> إكسير\n•<booster1> من كتب القتال: لإكمال أي ترقية جارية للقوات فورًا.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> ذهب\n•<res1> إكسير\n•<booster1> من جرعات القوة: لتعزيز قواتك وتعويذاتك إلى أقصى حد لمدة ساعة واحدة حسب ما يسمح به مستوى قاعة المدينة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 3 مرات خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> ذهب\n•<res1> إكسير\n•<booster1> من جرعات القوة: لتعزيز قواتك وتعويذاتك إلى أقصى حد لمدة ساعة واحدة حسب ما يسمح به مستوى قاعة المدينة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض 4 مرات خلال الفترة المحددة.\n• قُد قبيلتك إلى معركة المجد مع هذا العرض الخاص!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","عرض ملكي لا يتكرر"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","أيها الزعيم، إليك عرض المساعدة هذا لمدة ساعة واحدة. استخدمه بحكمة. استخدمه لتنال المجد!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0>x من الجواهر\n• <booster1> من جرعات التدريب: لرفع كفاءة الثكنات، ومصانع التعويذات، والورشة، وإعادة إنتاج الأبطال لمدة ساعة واحدة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرة واحدة خلال الفترة المحددة.\n\nاحصل على المساعدة مع هذا العرض المذهل المتاح مرة واحدة!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","جني الموارد"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","حصاد الكنوز"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1> من تمائم الذهب: املأ مخازن الذهب لديك بالكامل.\n• <booster2> من تمائم الإكسير: املأ مخازن الإكسير لديك بالكامل.\n• <booster3> من كتب القتال: أكمل أي ترقية جارية للقوات على الفور.\n• <booster4> من كتب المباني: أكمل أي ترقية للمباني على الفور.\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض مرة واحدة فقط خلال مدة العرض.\n\nحان وقت قتال الخريف!"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1> من كتب القتال: أكمل أي ترقية جارية للقوات على الفور.\n• <booster2> من كتب المباني: أكمل أي ترقية للمباني على الفور.\n• <res0>x ذهب\n• <res1>x إكسير\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض مرتين خلال مدة العرض.\n\nحان وقت قتال الخريف!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1> من كتب المباني: أكمل أي ترقية للمباني على الفور.\n• <res0>x ذهب\n• <res1>x إكسير\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 3 مرات خلال مدة العرض.\n\nحان وقت قتال الخريف!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1> من كتب المباني: أكمل أي ترقية للمباني على الفور.\n• <res0>x ذهب\n\n•تخزين بلا حدود!\n• يمكن شراء هذا العرض 4 مرات خلال مدة العرض.\n\nحان وقت قتال الخريف!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1> جرعة البنّاء: سيعمل البناؤون الآن بـ 10 أمثال السرعة لمدة ساعة واحدة.\n• <res0>x ذهب\n• <res1>x إكسير\n\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 3 مرات خلال مدة العرض.\n\nحان وقت قتال الخريف!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1> من جرعات البنّاء: سيعمل البنّاؤون الآن بسرعة أكبر 10 مرات لمدة ساعة واحدة.\n• <booster2> من جرعات القوة: عزز قواتك وتعويذاتك لأقصى درجة يسمح بها مستوى قاعة المدينة لمدة ساعة واحدة.\n• <res0> ذهب\n• تخزين بلا حدود!\n• يمكن شراء هذا العرض 4 مرات خلال مدة العرض!\nحان وقت قتال الخريف!"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","مباريات\n\nالتبرع\n\nوالتدمير"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems>x من الجواهر\n• <booster1> من جرعات التدريب: لرفع كفاءة الثكنات، ومصانع التعويذات، والورشة، وإعادة إنتاج الأبطال لمدة ساعة واحدة.\n\n• لا حدود للتخزين!\n• يمكن شراء هذا العرض مرة واحدة خلال الفترة المحددة.\n\nاحصل على المساعدة مع هذا العرض المذهل المتاح مرة واحدة!"
"TID_DECORATION_LEAGUE_I_STATUE","تمثال الأستاذ"
"TID_DECORATION_LEAGUE_II_STATUE","تمثال المنافس"
"TID_DECORATION_LEAGUE_III_STATUE","تمثال المتحدي"
"TID_WL_SELECT_BONUSES_TEXT","اختر الأعضاء الذين يستحقون مكافأة أوسمة الدوري. ستعلن المحادثة عن من اخترتهم للقبيلة. تُمنح المكافآت الإضافية نيابة عن القبيلة وتُوزع مرة واحدة فقط في كل موسم دوري، فاختر بعناية!"
"TID_BONUSES_ASSIGNED","المكافآت الموزعة"
"TID_WL_EXPLAIN_REWARDS_TEXT","تعتمد مكافأة أوسمة الدوري الخاصة بك على عدد النجوم التي كسبتها ومستوى الدوري ومركز قبيلتك."
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","هل تريد شراء <num> من <item>؟"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","هل ترغب بالتأكيد في شراء <num>x <item>؟"
"TID_REQUIRED_LEAGUE","مطلوب <league>"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","تمت إضافة <num> من <item> إلى قاعة مدينتك."
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","لا توجد مساحة كافية في قاعة مدينتك لاحتواء <num> من <booster>."
"TID_BUY_PREV_SLOT_FIRST","قم بشراء الموضع السابق أولاً"
"TID_BUY_LAYOUT_SLOT_HEADER","أتريد موضعًا جديدًا؟"
"TID_BUY_LAYOUT_SLOT_TEXT","هل ترغب بالتأكيد في شراء موضع مخطط جديد؟"
"TID_LAYOUT_SLOT_UNLOCK","قم بشراء موضع مخطط إضافي باستخدام الجواهر"
"TID_WL_BONUS_CONFIRM_TEXT","هل تريد منح المكافآت للأعضاء المختارين؟"
"TID_WL_BONUSES_BEING_SENT","تم إرسال المكافآت!"
"TID_WL_BONUSES_SENDING_FAILED","تعذر إرسال المكافآت. يُرجى المحاولة لاحقًا."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","قام قائد آخر بتوزيع المكافآت الإضافية بالفعل."
"TID_TUTORIAL_WAR_LEAGUE_1","لقد نجحنا، أيها الزعيم! وصلنا إلى دوريات الحروب!"
"TID_TUTORIAL_WAR_LEAGUE_2","هنا يمكننا أن نظهر أخيرًا أننا ضمن أعظم القبائل!"
"TID_TUTORIAL_WAR_LEAGUE_3","لنستعد. قد أخبرك بأمر أو اثنين لمساعدتنا على الاستعداد!"
"TID_TUTORIAL_WAR_LEAGUE_4","أولاً، سنخوض معركة تلو الأخرى."
"TID_TUTORIAL_WAR_LEAGUE_5","في الأسفل، يمكنك لمس الأزرار للتنقل بين الحروب!"
"TID_TUTORIAL_WAR_LEAGUE_6","تأكد من تبرعك بالقوات لليوم التالي مقدمًا، أيها الزعيم!"
"TID_TUTORIAL_WAR_LEAGUE_7","لتربح يومًا، نحتاج إلى جمع نجوم أكثر من الخصم."
"TID_TUTORIAL_WAR_LEAGUE_8","يستطيع كل عضو قبيلة القيام بهجمة واحدة فقط؛ لذا فلنجعلها مؤثرة!"
"TID_TUTORIAL_WAR_LEAGUE_9","لننظر إلى الصورة العامة. المس الزر أدناه."
"TID_TUTORIAL_WAR_LEAGUE_10","هنا يمكنك رؤية أدائنا ضد القبائل الأخرى."
"TID_TUTORIAL_WAR_LEAGUE_11","القبيلة التي تجمع أكبر عدد من النجوم إجمالاً هي التي تربح الدوري بأكمله."
"TID_TUTORIAL_WAR_LEAGUE_12","إذا فزنا، يمكننا الارتقاء إلى دوريات أعلى وأعلى!"
"TID_TUTORIAL_WAR_LEAGUE_13","المس زر المعلومات لعرض مزيد من المعلومات. أعتقد أننا مستعدون!"
"TID_TUTORIAL_WAR_LEAGUE_14","هناك شيء مهم! نكسب أوسمة الدوري من النجوم ومرات الفوز."
"TID_TUTORIAL_WAR_LEAGUE_15","يمكننا استخدامها لشراء بعض العناصر القوية للغاية."
"TID_TUTORIAL_WAR_LEAGUE_16","عندما تكون مستعدًا، اذهب واستخدمها في المتجر!"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","تمثال المقاتل المعتمد"
"TID_WL_STARS_BREAKDOWN_TEXT","من الهجمات: <num>\nمن انتصارات الحروب: <num2>"
"TID_WL_INFO_LIVE_BONUS","مكافأة"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","مضمونة"
"TID_WL_INFO_LIVE_STAR","نجمة واحدة"
"TID_WL_INFO_LIVE_WIN","الفوز"
"TID_WL_INFO_LIVE_REWARDS","الجوائز"
"TID_USE_CLOCKTOWER_POTION_TITLE","أتريد تعزيز قاعدة البنّاء؟"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","لا تفوت هذا العرض الذي لا يتكرر!"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","لا تفوت هذا العرض الذي يأتي مرة واحدة، ويمنح <cffec78><value> من أمثال القيمة</c>!"
"TID_OFFER_NO_STORAGE_LIMITS","تخزين بلا حدود!"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","يمكن شراء هذا العرض <num> من المرات خلال مدة العرض."
"TID_OFFER_ITEM_GIFTS","<c80d8e8>هدايا القبيلة:</c>"
"TID_OFFER_GIFT_COUNT","تتضمن هدايا لما يصل إلى <num> من زملاء القبيلة!"
"TID_DECORATION_WAR_SHIELD","تمثال المحارب"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num> من كتب القتال: لإنهاء عداد ترقية أي قوات على الفور."
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num> من كتب المباني: لإنهاء عداد ترقية أي مبنى على الفور."
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num> من كتب التعويذات: لإنهاء عداد ترقية أي تعويذة على الفور."
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num> من كتب الأبطال: لإنهاء عداد ترقية أي بطل أو حيوان أليف على الفور."
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num> من كتب كل شيء: لإنهاء أي عداد ترقية على الفور."
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num> من جرعات القوة: عزز قواتك وتعويذاتك إلى أقصى مستوى مسموح به في مستوى قاعة المدينة لمدة <time>"
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num> من جرعات الموارد: عزز كفاءة مستخرجي الموارد لمدة <time>"
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num> من جرعات التدريب: قم بزيادة كفاءة تجديد الثكنات، ومصانع التعويذات، والورشة وإعادة إنتاج الأبطال لمدة <time>"
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num> من تمائم الذهب: املأ مخازن الذهب الخاصة بك بالكامل."
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num> من تمائم الإكسير: املأ مخازن الإكسير الخاصة بك بالكامل."
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num> من تمائم إكسير الظلام: املأ مخازن إكسير الظلام الخاصة بك بالكامل."
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num> من تمائم ذهب البنّاء: املأ مخازن ذهب قاعدة البنّاء الخاصة بك بالكامل."
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num> من تمائم إكسير البنَاء: املأ مخازن إكسير قاعدة البنّاء الخاصة بك بالكامل."
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num> من خواتم الجدران: قم بترقية الجدران على الفور (قد تتطلب الجدران ذات المستويات الأعلى عدة خواتم للترقية)"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num> من جرعات البنّاء: سيعمل البنّاؤون لديك بـ <multiplier> أمثال السرعة لمدة <time>"
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num> من مطارق القتال: قم بترقية أي قوة إلى المستوى التالي على الفور."
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num> من مطارق المباني: قم بترقية أي مبنى إلى المستوى التالي على الفور."
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num> من مطارق التعويذات: قم بترقية أي تعويذة إلى المستوى التالي على الفور."
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num> من مطارق الأبطال: قم بترقية أي بطل أو حيوان أليف إلى المستوى التالي على الفور."
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num> من جرعات برج الساعة: لتفعيل تعزيز برج الساعة لديك لمدة <time>"
"TID_OFFER_BUILDING_LEVEL","<building> مستوى <level>"
"TID_OFFER_NO_BUILDING_TIME","لا وقت للبناء!"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","<num> من الجواهر لكل منها"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","إجمالي النجوم المحرزة للقبيلة في معارك دوري الحروب: <value>"
"TID_ACHIEVEMENT_WL_STARS","أحرز <number> من النجوم لقبيلتك في معارك دوري الحروب."
"TID_ACHIEVEMENT_WL_STARS_TITLE","أسطورة دوري الحروب"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","أظهر مالك هذا التمثال قوته في ساحة القتال، ولكن لديه المزيد ليحققه."
"TID_DECORATION_LEAGUE_II_STATUE_INFO","يرمز إلى المهارات المتزايدة. أصبح ملاك هذا التمثال قوة لا يستهان بها."
"TID_DECORATION_LEAGUE_III_STATUE_INFO","من يملكون هذا التمثال أقوياء حقًا، وعلى وشك أن يصبحوا أبطالاً."
"TID_DECORATION_SWORD_IN_STONE_INFO","أعضاء أعظم القبائل فقط يمكنهم الحصول على هذا التمثال الأسطوري كشهادة على قوتهم."
"TID_DECORATION_WAR_SHIELD_INFO","للحصول على هذا التمثال، تحتاج إلى إثبات أهميتك في دوريات حروب القبائل. اربح هذه الأوسمة!"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","سيتم كشف قرى الأعداء في يوم المعركة"
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","يمكن تغيير المشاركين والتبرع بالقوات في يوم الاستعداد."
"TID_WL_STATS_STARS","نجوم"
"TID_WL_STATS_DESTRUCTION","الدمار"
"TID_WL_STATS_WINS","انتصارات"
"TID_WL_STATS_SELECT_CLASSIC","العادية"
"TID_WL_STATS_SELECT_WL","دوري الحروب"
"TID_WL_SEASON_NAME_SHORT","موسم <month>"
"TID_WL_STAT_POSITION1","المركز الأول"
"TID_WL_STAT_POSITION2","المركز الثاني"
"TID_WL_STAT_POSITION3","المركز الثالث"
"TID_WL_STAT_POSITION4","المركز الرابع"
"TID_WL_STAT_POSITION5","المركز الخامس"
"TID_WL_STAT_POSITION6","المركز السادس"
"TID_WL_STAT_POSITION7","المركز السابع"
"TID_WL_STAT_POSITION8","المركز الثامن"
"TID_WAR_LEAGUE_STATS_TITLE","سجل دوريات الحروب"
"TID_CURRENT_WAR_LEAGUE","الدوري الحالي:"
"TID_WL_BONUSES_GIVEN_TO_STREAM","تم منح مكافآت دوري الحروب إلى <people>"
"TID_BOOSTER_MOVE_OBSTACLE","مجرفة العوائق"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","هذه المجرفة السحرية هشة لكنها فعالة، ويمكن استخدامها لتحريك عائق واحد. قابلة للاستخدام في كلتا القريتين."
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num> من مجارف العوائق - حرك أحد العوائق"
"TID_MOVE","تحريك"
"TID_MOVE_OBSTACLE_CONFIRM","هل تريد استخدام <booster> لتحريك <obstacle> هنا؟"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","حرّك العائق '<obstacle>'"
"TID_OBSTACLE_SPIKE","صبار شوكي"
"TID_BOOSTER_HERO_POTION","جرعة البطل"
"TID_BOOSTER_HERO_POTION_INFO","تُعزز هذه الجرعة القوية كل الأبطال والحيوانات الأليفة مؤقتًا إلى أقصى مستوى مسموح به في مستوى قاعة المدينة لمدة <time>. تعمل في القريتين."
