"TID","NL"
"TID_BUY_PRIZE_SHOP_ITEM_HEADER","<item> kopen?"
"TID_BUY_PRIZE_SHOP_ITEM_TEXT","Weet je zeker dat je een <item> wilt kopen?"
"TID_PRIZE_SHOP_ITEM_PURCHASED_INVENTORY","<item> toegevoegd aan je inventaris"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY","<item> toegevoegd aan je stadhuis"
"TID_PRIZE_SHOP_ITEM_PURCHASED_RESOURCE","<count> <resource> toegevoegd"
"TID_WL_INFO_SIGNUP_TAB1_TEXT","<cFCE27F>Hoe kan mijn clan deelnemen?</c>\n\nLeiders en co-leiders kunnen je clan aanmelden tijdens de aanmeldperiode. Als je voor de eerste keer deelneemt, wordt je clan in een divisie geplaatst gebaseerd op de sterkte van de 15 sterkste leden. Zodra zeven andere clans van jouw divisielevel zijn gevonden, begint de voorbereiding voor de eerste ronde onmiddellijk.<cFCE27F>\n\nMijn clan is niet zo sterk. Kunnen we dan wel deelnemen?</c>\n\nJa! Als je ten minste 15 leden hebt, kun je deelnemen. Je kunt geweldige beloningen winnen zelfs als je niet naar een hogere divisie wordt gepromoveerd."
"TID_WL_INFO_SIGNUP_TAB2_TEXT","<cFCE27F>Wat leveren clanoorlogsdivisies ons op?</c>\n\nEer natuurlijk! Er zijn verder ook exclusieve beloningen die je enkel kunt krijgen door deel te nemen aan clanoorlogsdivisies. Door sterren te verdienen tijdens de gevechtsweek krijg je divisiemedailles. Hoe hoger je divisielevel, hoe meer divisiemedailles je krijgt. Je kunt je medailles inwisselen in de winkel voor zeldzame magische artefacten en andere unieke prijzen.\n\n<cFCE27F>Is er nog een manier om divisiemedailles te verdienen?</c>\n\nDe clanleider kan een beperkt aantal bonusmedailles uitreiken aan deelnemende leden, zelfs als ze niet hebben meegevochten. Je krijgt meer en grotere bonussen in hogere divisies. Elke overwinning levert je een extra bonus op."
"TID_WL_INFO_LIVE_TAB0_HEADER","Gevechtsweek"
"TID_WL_INFO_LIVE_TAB1_HEADER","Score en klassement"
"TID_WL_INFO_LIVE_TAB2_HEADER","Resultaten en beloningen"
"TID_WL_INFO_LIVE_TAB0_TEXT","<cFCE27F>Wat is de gevechtsweek?</c>\n\nTijdens elke gevechtsweek wordt je clan ingedeeld in een groep met zeven andere clans van je divisielevel. De volgende zeven dagen vecht je clan tegen elke andere clan om te bepalen wie de beste is in jullie groep. Clans die het goed doen, worden gepromoveerd naar een hogere divisie, terwijl minder goed presterende clans gedegradeerd worden naar een lagere divisie.\n\nAls de gevechtsweek start, begint je clan eerst aan een voorbereidingsperiode voor de eerste oorlogsdag. Tijdens de voorbereidingsdag kun je de deelnemers kiezen voor de volgende oorlog uit iedereen die zich heeft aangemeld. Na 24 uur begint de eerste oorlogsdag. Tegelijkertijd beginnen ook de voorbereidingen voor de tweede oorlogsdag!"
"TID_WL_INFO_LIVE_TAB1_TEXT","<cFCE27F>Hoe werkt het klassement?</c>\n\nIn het klassement kun je zien waar je clan op dat moment staat in vergelijking met de andere zeven clans in je divisiegroep. Het klassement laat de status van de prestaties van je clan tijdens de gevechtsweek zien en is gebaseerd op het aantal sterren dat is verdiend. Je clan verdient 10 extra sterren voor elke gewonnen oorlog. Hoe meer sterren je clan verdient, hoe hoger hij stijgt in het klassement."
"TID_WL_INFO_LIVE_TAB2_TEXT","Je beloningslimiet hangt af van het divisielevel van je clan en de positie aan het einde van het seizoen. Je krijgt minstens 20% van de beloningen en 10% extra voor elke ster die je hebt gewonnen. Voor 8 of meer sterren krijg je de volledige beloning."
"TID_WL_INFO_LIVE_TITLE","Oorlogsdivisiesgevechtsweek"
"TID_EFFECT_TIME","Effectduur: <number> seconden"
"TID_VALUE","VOORDEEL"
"TID_BOOSTER_CLOCKTOWER","Klokkentorendrankje"
"TID_BOOSTER_CLOCKTOWER_INFO","Dit stroperige elixir is gemaakt van gemalen magische tandwielen en activeert je klokkentorenboost gedurende <time>. Werkt alleen in de bouwersbasis."
"TID_EVENT_TITLE_6TH_ANNIVERSARY_PACK","Zesde-verjaardagspakket"
"TID_LOCAL_NOTIFICATION_EVENT_6TH_ANNVERSARY_PACK","Chief, ze zijn er! Bekijk onze exclusieve verjaardagspakketten voor de zesde verjaardag van Clash of Clans."
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_RUNES_INFO_9999","• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <booster2>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n• <booster3>x goudrune: vul je goudkluizen volledig\n• <booster4>x duister-elixirrune: vul je duister-elixirtanks volledig\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_RUNES_INFO_4999","• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <booster2>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n• <booster3>x goudrune: vul je goudkluizen volledig\n• <booster4>x duister-elixirrune: vul je duister-elixirtanks volledig\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_RUNES_INFO_1999","• <booster1>x goudrune: vul je goudkluizen volledig\n• <booster2>x duister-elixirrune: vul je duister-elixirtanks volledig\n• <booster3>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 10 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_GOLD_INFO_999","• <res0> goud\n•<booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 20 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_ALLRUNES_INFO_9999","• <booster1>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level vereisen meerdere ringen om te upgraden)\n• <booster2>x elixirrune: vul je elixirtanks volledig\n• <booster3>x goudrune: vul je goudkluizen volledig\n• <booster4>x duister-elixirrune: vul je duister-elixirtanks volledig\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_RING_AND_ALLRUNES_INFO_4999","• <booster1>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level vereisen meerdere ringen om te upgraden)\n• <booster2>x elixirrune: vul je elixirtanks volledig\n• <booster3>x goudrune: vul je goudkluizen volledig\n• <booster4>x duister-elixirrune: vul je duister-elixirtanks volledig\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_RING_AND_GOLD_ELIXIR_INFO_1999","• <res0> goud\n• <res1> elixir\n• <booster1>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level vereisen meerdere ringen om te upgraden)\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 10 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_GOLD_ELIXIR_INFO_999","• <res0> goud\n• <res1> elixir\n• <booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 20 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_1999","• <res0> goud\n• <res1> elixir\n• <booster1>x een bouwvakkersdrankje: je bouwvakkers werken een uur lang 10x sneller\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 10 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_999","• <res0> goud\n• <res1> elixir\n• <booster1>x een bouwvakkersdrankje: je bouwvakkers werken een uur lang 10x sneller\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 20 keer kopen!\n\nHet verjaardagspakket is tijdelijk beschikbaar. Haal het nu!"
"TID_LOCAL_NOTIFICATION_EVENT_6TH_1_GEM_BOOST","We vieren onze zesde verjaardag! Verdubbel je grondstofproductie. Geef grondstofgebouwen een boost voor één edelsteen per stuk."
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0712","Duister en machtig pakket"
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0206","Weg-naar-de-overwinning-pakket"
"TID_LOCAL_NOTIFICATION_EVENT_END_OF_SUMMER_OFFER_TH0212","De zomer is voorbij, maar op het slagveld gaat het er altijd heet aan toe. Mis deze exclusieve aanbiedingen niet!"
"TID_ENDOFSUMMER_OFFER_INFO_9999_4999","• <res0> duister-elixir\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <res1> goud\n• <res2> elixir\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen.\n\nNu tijdelijk beschikbaar!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_1999","• <res0> duister-elixir\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <res1> goud\n• <res2> elixir\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 5 keer kopen.\n\nNu tijdelijk beschikbaar!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_0999","• <res0> duister-elixir\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 5 keer kopen.\n\nNu tijdelijk beschikbaar!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0206_1999_0999","• <res0> goud\n• <res1> elixir\n• <booster1>x een krachtdrankje: geef je troepen en spreuken een uur lang een boost tot het maximumlevel\n• <booster2>x een bouwvakkersdrankje: bouwvakkers werken 10x sneller gedurende 1u\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 5 keer kopen.\n\nNu tijdelijk beschikbaar!"
"TID_LOCAL_NOTIFICATION_EVENT_GEM_BOOST_ATTACK","Boost nu voor 1 edelsteen! Train een volledig leger 4x sneller door je troepentraining, het brouwen van spreuken en je helden een boost te geven."
"TID_CLAN_GAMES_THEME_DARKHEROIC","Duistere &\nheroïsche\nspelen"
"TID_EVENT_TITLE_REGULAR_THEMED_BUILD_TH0212","Stilte voor de storm"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BUILD_TH0212","Doe maar rustig aan, Chief, want het hoogtepunt van de oorlog moet nog komen. Gebruik deze tijd om je verdedigingswerken te upgraden met deze speciale aanbieding."
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_9999","• <res0> goud\n• <res1> elixir\n• <booster1>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level vereisen meerdere ringen om te upgraden)\n• <booster2>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\nGebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_4999","• <res0> goud\n• <res1> elixir\n• <booster1>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level vereisen meerdere ringen om te upgraden)\n• <booster2>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen tijdens de aangegeven periode.\n• Gebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_1999","• <res0> goud\n• <res1> elixir\n• <booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Gebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_999","• <res0> goud\n• <booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Gebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_1999","• <res0> goud\n• <res1> elixir\n• <booster1>x een bouwvakkersdrankje: bouwvakkers werken een uur lang 10x sneller\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Gebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_999","• <res0> goud\n• <booster1>x een bouwvakkersdrankje: bouwvakkers werken een uur lang 10x sneller\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Gebruik deze tijd om je verdedigingswerken te upgraden!"
"TID_EVENT_TITLE_REGULAR_THEMED_PREPARE_TH0212","Steek de smeltovens aan"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_PREPARE_TH0212","Roep je troepen bij elkaar voor de strijd losbarst! Upgrade je helden en troepen en gebruik krachtigere spreuken met deze upgradeaanbieding."
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_9999","• <res0> duister-elixir\n• <res1> goud\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <booster2>x het spreukenboek: voltooi onmiddellijk een spreukenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_4999","• <res0> duister-elixir\n• <res1> goud\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n• <booster2>x het spreukenboek: voltooi onmiddellijk een spreukenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_1999","• <res0> duister-elixir\n• <res1> elixir\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_999","• <res0> elixir\n• <booster1>x het heldenboek: voltooi onmiddellijk een heldenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_1999","• <res0> Elixir\n• <booster1>x trainingsdrankje: verhoogt 1 uur lang de efficiëntie van kazernes, spreukenfabrieken, de werkplaats en het herstellen van helden.\n• <booster2>x krachtdrankje: boost je troepen en spreuken 1 uur lang tot het maximale level dat is toegestaan door je stadhuis.\n• <booster3>x grondstoffendrankje: boost 1 dag lang je grondstoffenverzamelaars.\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_999","• <res0> Elixir\n• <booster1>x trainingsdrankje: verhoogt 1 uur lang de efficiëntie van kazernes, spreukenfabrieken, de werkplaats en het herstellen van helden.\n• <booster2>x krachtdrankje: boost je troepen en spreuken 1 uur lang tot het maximale level dat is toegestaan door je stadhuis.\n• <booster3>x grondstoffendrankje: boost 1 dag lang je grondstoffenverzamelaars.\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Upgrade je helden en troepen en gebruik krachtigere spreuken!"
"TID_EVENT_TITLE_REGULAR_THEMED_BATTLE_TH0212","De vuurproef van de oorlog"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BATTLE_TH0212","Er worden oorlogskreten geslaakt voor de overwinning! Upgrade je troepen en leid je clan het oorlogsveld op met deze speciale aanbieding."
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_9999","• <res0> duister-elixir\n• <res1> goud\n• <res2> elixir\n• <booster1>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_4999","• <res0> duister-elixir\n• <res1> goud\n• <res2> elixir\n• <booster1>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_1999","• <res0> elixir\n• <booster1>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> elixir\n• <booster1>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> Goud\n• <res1> Elixir\n• <booster1>x krachtdrankje: boost je troepen en spreuken 1 uur lang tot het maximale level dat is toegestaan door je stadhuis.\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> Goud\n• <res1> Elixir\n• <booster1>x krachtdrankje: boost je troepen en spreuken 1 uur lang tot het maximale level dat is toegestaan door je stadhuis.\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n• Leid je clan het slagveld op met deze speciale aanbieding!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","Eenmalige koninklijke aanbieding!"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","Chief, hier is een eenmalige aanbieding om je te helpen. Gebruik 'm verstandig en ga voor de overwinning!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0> edelstenen\n• <booster1>x een trainingsdrankje: verhoogt een uur lang de efficiëntie van de kazernes, spreukenfabrieken, de werkplaats en het herstellen van helden\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\n\nKrijg wat hulp met deze eenmalige geweldige aanbieding!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","Grondstoffen inslaan"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","Hamsteren maar"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1>x goudrune: vul je goudkluizen volledig\n• <booster2>x elixirrune: vul je elixirtanks volledig\n• <booster3>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n• <booster4>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\n\nHet is tijd voor onze herfstfestiviteiten."
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1>x het vechtboek: voltooi onmiddellijk een troepenupgrade\n• <booster2>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n• <res0>x goud\n• <res1>x elixir\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 2 keer kopen tijdens de aangegeven periode.\n\nHet is tijd voor onze herfstfestiviteiten."
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n• <res0>x goud\n• <res1>x elixir\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n\nHet is tijd voor onze herfstfestiviteiten."
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1>x het gebouwenboek: voltooi onmiddellijk een gebouwenupgrade\n• <res0>x goud\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\n\nHet is tijd voor onze herfstfestiviteiten."
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1>x een bouwvakkersdrankje: bouwvakkers werken een uur lang 10x sneller\n• <res0>x goud\n• <res1>x elixir\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 3 keer kopen tijdens de aangegeven periode.\n\nHet is tijd voor onze herfstfestiviteiten."
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1> Bouwvakkersdrankje: je bouwvakkers werken 1 uur lang 10x sneller.\n• <booster2>x krachtdrankje: boost je troepen en spreuken 1 uur lang tot het maximale level dat is toegestaan door je stadhuis.\n• <res0>x goud\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 4 keer kopen tijdens de aangegeven periode.\nHet is tijd voor onze herfstfestiviteiten."
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","Doneer &\n\nvernietig-\n\nspelen"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems> edelstenen\n• <booster1>x een trainingsdrankje: verhoogt een uur lang de efficiëntie van de kazernes, spreukenfabrieken, de werkplaats en het herstellen van helden\n\n• Geen opslaglimieten!\n• Je kunt deze aanbieding 1 keer kopen tijdens de aangegeven periode.\n\nKrijg wat hulp met deze eenmalige geweldige aanbieding!"
"TID_DECORATION_LEAGUE_I_STATUE","Meesterstandbeeld"
"TID_DECORATION_LEAGUE_II_STATUE","Tegenstanderstandbeeld"
"TID_DECORATION_LEAGUE_III_STATUE","Uitdagerstandbeeld"
"TID_WL_SELECT_BONUSES_TEXT","Selecteer clanleden die extra bonusdivisiemedailles verdienen. Hun namen verschijnen in de clanchat. Er worden namens de clan bonussen uitgedeeld, maar dit kun je maar één keer per divisieseizoen doen, dus kies zorgvuldig!"
"TID_BONUSES_ASSIGNED","Bonussen toegewezen"
"TID_WL_EXPLAIN_REWARDS_TEXT","Je divisiemedaillebeloning is gebaseerd op het aantal sterren dat je hebt verdiend en het divisielevel en de positie van je clan."
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","<num>x een <item> kopen?"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","Weet je zeker dat je <num>x een <item> wilt kopen?"
"TID_REQUIRED_LEAGUE","<league> vereist"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","<num>x <item> toegevoegd aan je stadhuis"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","Je stadhuis heeft niet genoeg ruimte voor <num>x een <booster>."
"TID_BUY_PREV_SLOT_FIRST","Koop het vorige vak eerst"
"TID_BUY_LAYOUT_SLOT_HEADER","Nieuw vak?"
"TID_BUY_LAYOUT_SLOT_TEXT","Weet je zeker dat je een nieuw indelingsvak wilt kopen?"
"TID_LAYOUT_SLOT_UNLOCK","Koop extra indelingsvakken met edelstenen"
"TID_WL_BONUS_CONFIRM_TEXT","Bonussen aan geselecteerde leden geven?"
"TID_WL_BONUSES_BEING_SENT","Bonussen zijn uitgedeeld!"
"TID_WL_BONUSES_SENDING_FAILED","Bonussen konden niet worden uitgedeeld. Probeer het later opnieuw."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","Bonussen zijn al toegewezen door een andere leider."
"TID_TUTORIAL_WAR_LEAGUE_1","Het is ons gelukt, Chief! We hebben de oorlogsdivisies bereikt."
"TID_TUTORIAL_WAR_LEAGUE_2","Hier kunnen we eindelijk laten zien dat we een van de beste clans zijn."
"TID_TUTORIAL_WAR_LEAGUE_3","Laten we beginnen. Ik kan je een paar dingen uitleggen om ons voor te bereiden."
"TID_TUTORIAL_WAR_LEAGUE_4","Ten eerste gaan we het ene gevecht na het andere voeren."
"TID_TUTORIAL_WAR_LEAGUE_5","Je kunt onderaan op de knoppen tikken om tussen oorlogen te bladeren."
"TID_TUTORIAL_WAR_LEAGUE_6","Zorg ervoor dat je alvast troepen doneert voor de volgende dag, Chief."
"TID_TUTORIAL_WAR_LEAGUE_7","Om een dag te winnen, moeten we meer sterren verzamelen dan de tegenstander."
"TID_TUTORIAL_WAR_LEAGUE_8","Elk clanlid kan maar één aanval uitvoeren. Dus doe je best!"
"TID_TUTORIAL_WAR_LEAGUE_9","Bekijk het grotere geheel door op de knop hieronder te tikken."
"TID_TUTORIAL_WAR_LEAGUE_10","Hier zie je hoe we het ervan afbrengen ten opzichte van andere clans."
"TID_TUTORIAL_WAR_LEAGUE_11","De clan die de meeste sterren in totaal verzamelt, wint de hele divisie."
"TID_TUTORIAL_WAR_LEAGUE_12","Als we winnen, kunnen we steeds hogere divisies bereiken!"
"TID_TUTORIAL_WAR_LEAGUE_13","Tik op de knop hieronder voor meer informatie. Volgens mij zijn we er klaar voor."
"TID_TUTORIAL_WAR_LEAGUE_14","Nog één ding! We kunnen divisiemedailles verdienen door sterren en overwinningen te behalen."
"TID_TUTORIAL_WAR_LEAGUE_15","Deze kunnen we gebruiken om krachtige items te kopen."
"TID_TUTORIAL_WAR_LEAGUE_16","Als je klaar bent, gebruik ze dan in de winkel!"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","Erkende-Clasher-standbeeld"
"TID_WL_STARS_BREAKDOWN_TEXT","Van aanvallen: <num>\nVan gewonnen oorlogen: <num2>"
"TID_WL_INFO_LIVE_BONUS","Bonus"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","Gegarandeerd"
"TID_WL_INFO_LIVE_STAR","Ster"
"TID_WL_INFO_LIVE_WIN","Overwinning"
"TID_WL_INFO_LIVE_REWARDS","Beloningen"
"TID_USE_CLOCKTOWER_POTION_TITLE","Bouwersbasis een boost geven?"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","Mis deze EENMALIGE aanbieding niet!"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","Mis deze <cffec78><value>x zo voordelige</c> en EENMALIGE aanbieding niet!"
"TID_OFFER_NO_STORAGE_LIMITS","Geen opslaglimieten!"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","Je kunt deze aanbieding <num> keer kopen tijdens de aangegeven periode."
"TID_OFFER_ITEM_GIFTS","<c80d8e8>Clancadeaus:</c>"
"TID_OFFER_GIFT_COUNT","Bevat cadeaus voor tot wel <num> clangenoten."
"TID_DECORATION_WAR_SHIELD","Krijgerstandbeeld"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>x het vechtboek: voltooi onmiddellijk een lopende upgradetimer voor troepen"
