"TID","RU"
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","Используй <c54a0fe>стенобоев</c> в нижнем углу карты, чтобы они проложили дорогу для <c54a0fe>вышибал!</c>"
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","Используй <cf07bf8>заклинание ярости,</c> чтобы помочь армии прорваться по центру снизу!"
"TID_NPC_CHALLENGE_WARDENABILITY","Активируй <c9916c8>способность хранителя</c> в подходящий момент, чтобы защитить войска!"
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","Используй <c85ff3b>заклинание прыжка,</c> чтобы добраться до сооружений, окруженных стенами со всех сторон!"
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","Здоровье <c9916c8>короля варваров</c> уменьшается. Активируй его <c9916c8>способность!</c>"
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","Отправь оставшиеся войска, чтобы помочь с зачисткой."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","Отправь <c54a0fe>гиганта</c>, чтобы прикрыть <c54a0fe>стенобоев.</c>"
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","Быстро разрушь стены, пока <c54a0fe>гигант</c> не погиб."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","Теперь отправь <c54a0fe>гигантов,</c> чтобы разрушить все оборонные сооружения."
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","Когда <cf70d16>мортира</c> будет уничтожена, выпусти <c54a0fe>гоблинов,</c> чтобы разрушить остальное."
"TID_BATTLEPASS_PURCHASE_TEXT","Откройте доступ к лучшим наградам с помощью золотого пропуска!"
"TID_BP_SEASON_BANK_CURRENT_CAP","Объем: <value>"
"TID_BP_SEASON_BANK_NEXT_CAP","След. объем: <value>"
"TID_BP_SEASON_BANK_MAX_CAP","Макс. объем: <value>"
"TID_BP_SEASON_BANK_CAP_INCREASES","Увеличение объема:"
"TID_BUTTON_TRY_AGAIN","Смотреть снова"
"TID_BUTTON_ENABLE_TUTORIAL","Начать обучение"
"TID_BUTTON_DISABLE_TUTORIAL","Закончить обучение"
"TID_BP_CONFIRM_TIER_UNLOCK","Купить <num> очков для перехода на следующий уровень наград?"
"TID_BP_CONFIRM_TIER_UNLOCK_TITLE","Купить очки?"
"TID_BP_SEASON_ENDS","Конец сезона через"
"TID_WL_LEADERBOARD_BRACKET_POS1","Победители группы"
"TID_WL_LEADERBOARD_BRACKET_POS2","2-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS3","3-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS4","4-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS5","5-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS6","6-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS7","7-е место в группе"
"TID_WL_LEADERBOARD_BRACKET_POS8","8-е место в группе"
"TID_DAILY_TASK_1_TITLE","Ежедневный многопользовательский бой"
"TID_DAILY_TASK_1_DESC","Заработайте звезду в многопользовательском режиме в родной деревне."
"TID_DAILY_TASK_2_TITLE","Ежедневный бой в деревне строителя"
"TID_DAILY_TASK_2_DESC","Заработайте звезду в бою деревни строителя."
"TID_BP_REWARDS_LIST_TITLE","Список наград"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","Отправь <c9916c8>короля варваров</c> разобраться с вражеским королем, иначе тот прикончит твоих <c54a0fe>всадников на кабанах.</c>"
"TID_NPC_CHALLENGE_TH7_HOG_WIZARDS","Используй <c54a0fe>колдунов,</c> чтобы помочь королю!"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","Отправь в атаку всех <c54a0fe>всадников на кабанах.</c>"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","<c54a0fe>Всадники на кабанах</c> потеряли много здоровья. Используй <cffe346>исцеляющее заклинание</c> прямо сейчас!"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL2","Используй оставшиеся <cffe346>исцеляющие заклинания,</c> чтобы поддерживать здоровье <c54a0fe>всадников на кабанах,</c> пока они уничтожают вражеские здания."
"TID_BP_SEASON_BANK_INCREASE","Объем банка сезона увеличивается до:\n<gold> золотых\n<elixir> ед. эликсира\n<de> ед. черного эликсира"
"TID_NPC_CHALLENGE_TH7_MINION_BALLOONS","Используй <c54a0fe>шары,</c> чтобы уничтожить все сооружения <cf70d16>воздушной обороны.</c>"
"TID_NPC_CHALLENGE_TH7_MINION_RAGE1","Примени <cf07bf8>заклинание ярости,</c> чтобы сделать <c54a0fe>шары</c> более быстрыми и смертоносными!"
"TID_NPC_CHALLENGE_TH7_MINION_BARBARIAN_KING","Используй <c9916c8>короля варваров,</c> чтобы отвлечь <cf70d16>башню колдуна.</c>"
"TID_NPC_CHALLENGE_TH7_MINION_MINIONS","Отправь <c54a0fe>миньонов,</c> чтобы разрушить <cf70d16>башню колдуна</c> и помочь с уничтожением остального."
"TID_NPC_CHALLENGE_TH7_MINION_RAGE2","<c54a0fe>Миньоны</c> быстрее расправятся с целью с помощью <cf07bf8>заклинания ярости.</c>"
"TID_BATTLE_PASS_SEASON_END_TITLE","Сезон закончился!"
"TID_BATTLE_PASS_SEASON_END_TEXT","Вы получили:"
"TID_NPC_DEPLOY_STEPS_OFF_TITLE","Уверены в своих силах?"
"TID_NPC_DEPLOY_STEPS_OFF_TEXT","Начать уровень сначала и играть без подсказок?"
"TID_NPC_DEPLOY_STEPS_ON_TITLE","Все еще нужна помощь?"
"TID_NPC_DEPLOY_STEPS_ON_TEXT","Начать уровень сначала\nи играть с подсказками?"
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS","Чтобы открыть эту награду, нужно еще <num> очков."
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","Чтобы открыть эту награду, нужно еще <num> очков и золотой пропуск."
"TID_BP_REWARD_LOCKED_NEED_PREMIUM","Чтобы открыть эту награду, нужен золотой пропуск."
"TID_BP_REWARD_AVAILABLE","Эта награда открыта, и ее можно забрать."
"TID_BP_REWARD_CLAIMED","Вы уже забрали эту награду."
"TID_BARBARIAN_KING_GLADIATOR","Король-гладиатор"
"TID_NPC_CHALLENGE_TH8_GOWIPE_EARTHQUAKE","Используй <ca9561f>землетрясущее заклинание,</c> чтобы ослабить находящиеся рядом защитные сооружения и стены."
"TID_NPC_CHALLENGE_TH8_GOWIPE_FUNNEL_PEKKAS","Отправь <c54a0fe>двух П.Е.К.К.А.,</c> чтобы зачистить деревню с обеих сторон."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS1","Используй <c54a0fe>колдунов</c> в качестве поддержки."
"TID_NPC_CHALLENGE_TH8_GOWIPE_GOLEM","У <c54a0fe>голема</c> большой запас здоровья. Поставь его впереди других воинов, чтобы прикрыть их."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WALL_BREAKERS","Используй <c54a0fe>стенобоев,</c> чтобы разрушить стену, пока другие воины отвлекают вражескую оборону."
"TID_NPC_CHALLENGE_TH8_GOWIPE_BARBARIAN_KING","Используй <c9916c8>короля варваров.</c> Поскольку по сторонам все уничтожено, он направится прямо в центр."
"TID_NPC_CHALLENGE_TH8_GOWIPE_SUPPORT_PEKKAS","Отправь нескольких <c54a0fe>П.Е.К.К.А.</c> Теперь они тоже пойдут в центр."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS2","Отправь <c54a0fe>колдунов</c> помочь <c9916c8>королю варваров</c> и <c54a0fe>П.Е.К.К.А.</c>"
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL1","Используй <cffe346>исцеляющее заклинание</c> на входе, куда устремятся все твои войска."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL2","Примени к <c54a0fe>колдунам</c> <cffe346>исцеляющее заклинание,</c> чтобы не дать им погибнуть!"
"TID_NPC_CHALLENGE_RAGE_ON_ENTRANCE","Используй <cf07bf8>заклинание ярости</c> на входе, чтобы оно подействовало на большее количество воинов."
"TID_NPC_CHALLENGE_TH8_GOWIPE_CLEAN_UP","Отправь оставшиеся войска, чтобы помочь с зачисткой."
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","Четыре <ca9561f>землетрясущих заклинания</c> точно разрушат стену. Используй их, чтобы прорваться в деревню врага!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_HOG_RIDER","Используй <c54a0fe>всадника на кабане,</c> чтобы выманить войска противника из <cf70d16>крепости клана.</c>"
"TID_NPC_CHALLENGE_TH8_GOWIVA_ARCHER","Используй <c54a0fe>лучницу,</c> чтобы оттянуть <cf70d16>обороняющиеся войска</c> от центра."
"TID_NPC_CHALLENGE_TH8_GOWIVA_POISON","Пусти в ход <ce98714>ядовитое заклинание,</c> чтобы замедлить <cf70d16>вражеские шары.</c>"
"TID_NPC_CHALLENGE_TH8_GOWIVA_GOLEM","Используй <c54a0fe>голема,</c> чтобы отвлечь <cf70d16>вражеские шары,</c> пока <c54a0fe>колдуны</c> разделываются с ними."
"TID_NPC_CHALLENGE_TH8_GOWIVA_WIZARDS","<c54a0fe>Колдуны</c> способны атаковать воздушные войска и могут нанести серьезный урон."
"TID_NPC_CHALLENGE_DEPLOY_BARBARIAN_KING","Отправь <c9916c8>короля варваров.</c>"
"TID_NPC_CHALLENGE_TH8_GOWIVA_VALKYRIES","Отправь <c54a0fe>валькирий</c>. Они очень эффективны при атаке деревень, в которых здания расположены близко друг к другу."
"TID_NPC_CHALLENGE_TH8_GOWIVA_HEAL","Примени к своим войскам <cffe346>исцеляющее заклинание,</c> когда они будут входить в деревню."
"TID_NAME_ALREADY_IN_USE","Вы уже используете это имя!"
"TID_BP_BONUSES_INFO","Привилегии открываются на пути наград и действуют до конца текущего сезона."
"TID_TUTORIAL_MODE_TITLE","Режим обучения"
"TID_TUTORIAL_MODE_TEXT","В режиме обучения нельзя получить награды."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_1","<cf70d16>Вражеская королева</c> крайне опасна для твоих <c54a0fe>шаров.</c> Расправься с ней первым делом."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_2","Как только она выпрыгнет за стену, выпусти ей навстречу <c9916c8>короля варваров.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_KING_ABILITY","Сразу же примени способность <c9916c8>короля варваров,</c> чтобы быстро вышибить дух из <cf70d16>вражеской королевы.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_ARCHER_QUEEN","Используй свою <c9916c8>королеву лучниц,</c> чтобы избавиться от <cf70d16>башни колдуна,</c> <cf70d16>воздушной обороны</c> и <cf70d16>башни лучниц.</c>"
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","Пора активировать <c9916c8>способность королевы.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","Используй <cf07bf8>спешное заклинание,</c> чтобы ускорить медленные воздушные войска и быстрее добраться до <cf70d16>чистильщика.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HOUNDS","Отправь <c54a0fe>адских гончих,</c> чтобы защитить <c3e8cb8>шары</c> и вызвать срабатывание ловушек."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BALLOONS","Отправь <c54a0fe>шары</c> вслед за <c54a0fe>адскими гончими.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_FREEZE","Используй <c38eaff>замораживающее заклинание,</c> чтобы вывести из строя <cf70d16>чистильщик,</c> пока твои войска наступают."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE1","Используй <cf07bf8>заклинание ярости</c> там, где оно подействует на наибольшее количество воинов."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE2","Примени еще одно <cf07bf8>заклинание ярости,</c> уничтожая оставшиеся сооружения <cf70d16>воздушной обороны и чистильщик.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE2","Используй еще одно <cf07bf8>спешное заклинание,</c> чтобы ускорить <c54a0fe>шары.</c>"
"TID_NPC_CHALLENGE_TH9_LAVALOON_CLEAN_UP","Отправь оставшиеся войска и заклинания, чтобы полностью разрушить деревню."
"TID_BP_PURCHASE_BUTTON_PROMPT",",\qشراء التذكرة الذهبية"
"TID_OFFER_SEASON_CHALLENGES_TEXT_1","Новый скин героя!"
"TID_OFFER_SEASON_CHALLENGES_TEXT","Добыча в сезонных испытаниях с выгодой вплоть до 20-кратной!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_2","Волшебные предметы и привилегии!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_3","Выгода вплоть до\n20-кратной!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_4","Увеличенный объем банка сезона!"
"TID_BP_PERK_NEEDS_PREMIUM","Откройте с помощью золотого пропуска"
"TID_BP_PERK_MAXIMUM","Максимальное ускорение активировано"
"TID_BP_PERK_MAXIMUM_QUICK_DONATE","Жертвование воинов за 1 кристалл активировано"
"TID_BP_PERK_MAXIMUM_SEASON_BANK","Достигнут максимальный объем"
"TID_BP_PERK_CURRENT_AMOUNT","Активировано"
"TID_BP_PERK_NEXT_AMOUNT","Следующее улучшение:"
"TID_BP_PERK_NEXT_SCORE","Доступно за"
"TID_BP_PERK_NEEDS_PREMIUM_SEASON_BANK","Улучшите с помощью золотого пропуска"
"TID_BP_POINTS","очков испытаний"
"TID_BP_COMPLETED","Пройдено!"
"TID_BP_REWARD_CATEGORY_SKINS","Скины героев"
"TID_BP_UNLOCKS_TEXT","Сезонные испытания откроются, когда у вас будет ратуша <value>-го уровня."
"TID_DOWNLOADING_SKIN","Загрузка скина..."
"TID_BP_BUTTON_REWARDS_LIST","Список наград"
"TID_BP_SKIN_TITLE","Скин героя"
"TID_BP_MULTIPLE_REWARD_FORMAT","<reward>, <num> шт."
"TID_BP_SKIN_UNLOCKED","Открыт скин «<skin>»!"
"TID_BP_SEASON_BANK_EXPANDED","Увеличен объем банка сезона!"
"TID_BP_PERK_ACTIVATED","Привилегия «<perk> на <num> %» активирована!"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","Все быстрые пожертвования будут стоить всего 1 кристалл."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","Строительство и улучшение зданий требуют меньше ресурсов и времени. Производство в кузнице требует меньше ресурсов и времени."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","Тренировка воинов, создание заклинаний и сооружение осадных машин требуют меньше времени, чем обычно. Исцеление героев также ускоряется."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","Улучшение воинов, заклинаний и осадных машин в лаборатории требует меньше ресурсов и времени."
"TID_NPC_KING_HEALTH_LOW","Здоровье <c9916c8>короля варваров</c> уменьшается. Активируй его способность!"
"TID_NPC_QUEEN_HEALTH_LOW","Здоровье <c9916c8>королевы лучниц</c> уменьшается. Активируй ее способность!"
"TID_NPC_WARDEN_HEALTH_LOW","Здоровье <c9916c8>хранителя</c> уменьшается. Активируй его способность!"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Автоматическая рассылка"
"TID_LEADER_ROTATION_MAIL_TEXT","Глава этого клана не проявляет активность уже больше <daysInactive> дней. Через <daysToRotation> дней должность главы клана будет передана активному игроку самого высокого ранга, который дольше всего состоит в клане. Чтобы предотвратить это, действующему главе клана необходимо войти в игру.\n\nКандидат на роль нового главы клана: <newLeader>."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","Превосходно!"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","У тебя отлично все получилось!\nХочешь попробовать без подсказок?"
"TID_GEM_COMPENSATION_CLAN_GAMES","Приветствую, вождь! Мы заметили, что вы лишились наград за последние Игры кланов. К сожалению, у нас нет возможности выдать вам ресурсы и волшебные предметы, поэтому посылаем вам взамен 50 кристаллов, что соответствует достигнутому уровню наград. Примите наши искренние извинения за это недоразумение. Удачи в бою!"
"TID_OFFER_TITLE_GENERIC","Особая акция"
"TID_BP_SEASON_BANK_SIZE_INCREASE","Увеличенный\nбанк сезона"
"TID_BP_PERK_INCREASE","<perk>\nна <num> %"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_ALT_2_LINE","Книга сражений"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_ALT_2_LINE","Книга строительства"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_ALT_2_LINE","Книга заклинаний"
"TID_BOOSTER_FINISH_HERO_UPGRADE_ALT_2_LINE","Книга героев"
"TID_BOOSTER_FINISH_ANY_UPGRADE_ALT_2_LINE","Книга всего"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALT_2_LINE","Зелье силы"
"TID_BOOSTER_BOOST_RESOURCES_ALT_2_LINE","Зелье ресурсов"
"TID_BOOSTER_BOOST_PRODUCTION_ALT_2_LINE","Тренировочное зелье"
"TID_BOOSTER_FILL_GOLD_STORAGE_ALT_2_LINE","Руна золота"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_ALT_2_LINE","Руна эликсира"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_ALT_2_LINE","Руна черного эликсира"
"TID_BOOSTER_FILL_GOLD2_STORAGE_ALT_2_LINE","Руна золота строителя"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_ALT_2_LINE","Руна эликсира строителя"
"TID_BOOSTER_WALL_UPGRADE_ALT_2_LINE","Кольцо стены"
"TID_BOOSTER_BUILDERS_ALT_2_LINE","Зелье строителя"
"TID_BOOSTER_FREE_TROOP_UPGRADE_ALT_2_LINE","Молот сражений"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_ALT_2_LINE","Молот строительства"
"TID_BOOSTER_FREE_SPELL_UPGRADE_ALT_2_LINE","Молот заклинаний"
"TID_BOOSTER_FREE_HERO_UPGRADE_ALT_2_LINE","Молот героев"
"TID_BOOSTER_CLOCKTOWER_ALT_2_LINE","Зелье часовой башни"
"TID_BOOSTER_MOVE_OBSTACLE_ALT_2_LINE","Лопата для препятствий"
"TID_BOOSTER_HERO_POTION_ALT_2_LINE","Зелье героя"
"TID_SETTINGS_DARK_CLOUDS","Показывать черные тучи во время подбора противников"
"TID_STREAM_EVENT_PROMOTED_AUTOMATICALLY","повышается автоматически"
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_EAGLE","Начни атаку с уничтожения <cf70d16>орлиной артиллерии,</c> пока она не начала стрелять."
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_QUEEN","Кроме того, нужно разобраться с <cf70d16>вражеской королевой</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_JUMP","Используй <c85ff3b>заклинание прыжка</c>, чтобы твоя <c9916c8>королева лучниц</c> смогла добраться до цели!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_ICE_GOLEM","Выпусти <c54a0fe>ледяного голема,</c> чтобы после смерти он заморозил большую часть защитных зданий."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BARBARIAN_KING","Отправь <c9916c8>короля варваров.</c>"
"TID_NPC_CHALLENGE_DEPLOY_ARCHER_QUEEN","Отправь <c9916c8>королеву лучниц.</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_KING_ABILITY","Активируй <c9916c8>способность короля варваров,</c> пока он не погиб."
"TID_NPC_CHALLENGE_POISON_TO_SLOW_DOWN_QUEEN","Пусти в ход <ce98714>ядовитое заклинание,</c> чтобы замедлить <cf70d16>вражескую королеву.</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE1","Шары движутся медленно. Примени <cf07bf8>спешные заклинания,</c> чтобы ускорить их! Попробуй использовать сразу несколько пальцев."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS1","Начни атаку с <c54a0fe>адских гончих,</c> чтобы прикрыть <c54a0fe>шары!</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS1","Отправь большую часть <c54a0fe>шаров.</c>"
"TID_NPC_CHALLENGE_DEPLOY_AIR_GRAND_WARDEN","Теперь выпусти <c9916c8>хранителя.</c> Используй режим полета!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_STONE_SLAMMER","Используй <c54a0fe>камнебросатель.</c> Он защищает <c54a0fe>шары</c> и разрушает защитные сооружения!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS2","Отправь несколько <c54a0fe>шаров,</c> чтобы быстро зачистить территорию."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS2","Выпусти еще одну <c54a0fe>адскую гончую.</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS3","Отправь оставшиеся <c54a0fe>шары.</c>"
"TID_NPC_CHALLENGE_RAGE_TOUGH_TARGETS","<cf07bf8>Заклинания ярости</c> помогут расправиться со сложными целями."
"TID_NPC_CHALLENGE_TH11_LAVALOON_WARDEN_ABILITY","Используй способность <c9916c8>хранителя,</c> чтобы сделать <c54a0fe>шары</c> неуязвимыми!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE2","Используй оставшееся <cf07bf8>спешное заклинание,</c> чтобы помочь <c54a0fe>шарам!</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_MINIONS","Используй <c54a0fe>миньонов,</c> чтобы разобраться с тем, что осталось!"
"TID_NPC_CHALLENGE_TH9_BABYDQW_ARCHER_QUEEN","Отправь <c9916c8>королеву лучниц</c> начать расчищать путь в деревню."
"TID_NPC_CHALLENGE_HEALERS_TO_SUPPORT_QUEEN","Отправь <c54a0fe>целительниц</c> в помощь <c9916c8>королеве лучниц.</c>"
"TID_NPC_CHALLENGE_TH9_BABYDQW_INFO_WAIT","Жди, пока <c9916c8>королева лучниц</c> не уничтожит <cf70d16>башню-бомбежку.</c>"
"TID_NPC_CHALLENGE_TH9_BABYDQW_WALL_BREAKERS","Отправь <c54a0fe>стенобоев,</c> чтобы сэкономить время."
"TID_NPC_CHALLENGE_TH9_BABYDQW_POISON","Пусти в ход <ce98714>ядовитое заклинание,</c> чтобы замедлить <cf70d16>вражеских героев.</c>"
"TID_NPC_CHALLENGE_TH9_BABYDQW_RAGE","Используй <cf07bf8>заклинание ярости,</c> чтобы усилить <c9916c8>королеву лучниц</c> вместе с <c54a0fe>целительницами.</c>"
"TID_NPC_CHALLENGE_TH9_BABYDQW_BARBARIAN_KING","Отправь <c9916c8>короля варваров</c> зачистить угол."
"TID_NPC_CHALLENGE_TH9_BABYDQW_JUMP","Используй <c85ff3b>заклинание прыжка,</c> чтобы <c9916c8>король варваров</c> смог отправиться в гущу событий!"
"TID_NPC_CHALLENGE_TH9_BABYDQW_BABY_DRAGONS","Большая часть сооружений <cf70d16>воздушной обороны</c> уничтожена. Пора выпускать <c54a0fe>дракончиков!</c>"
"TID_NPC_CHALLENGE_TH9_BABYDQW_SPELLS","Используй оставшиеся заклинания <cf07bf8>ярости</c> и <cffe346>исцеления,</c> чтобы довести атаку до конца."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING","Заработайте больше очков и наград в сезонных испытаниях, пока сезон не закончился."
"TID_LOCAL_NOTIFICATION_BP_SEASON_ENDING_MAXED_POINTS","Заберите награды за сезонные испытания, пока сезон не закончился."
"TID_SKIN_NOT_AVAILABLE","Откройте этот скин в сезонных испытаниях."
"TID_BP_REWARD_GET_GEM_ALTERNATIVE_TEXT","Хранилище волшебных предметов не может вместить все награды. Продать награды, которые не помещаются, за кристаллы (<amount>)?"
"TID_BP_PERK_UNLOCKED_IN_REWARDS","Улучшение можно получить на вкладке «Награды»."
"TID_SKIN_ALREADY_OWNED","У вас уже есть этот скин."
"TID_SKIN_OFFER_INFO","Скин для героя: <name>"
"TID_SHOP_OWNED","Приобретено"
"TID_SKIN","Скин «<name>» для героя: <hero>"
"TID_BUTTON_SHARE_LAYOUT_CHAT","Поделиться в чате клана"
"TID_BUTTON_SHARE_LAYOUT_LINK","Поделиться ссылкой"
"TID_LAYOUT_LINK_COPIED_TO_CLIPBOARD","Ссылка на планировку скопирована в буфер обмена устройства."
"TID_HOG_GLIDER","Всадник на дельтаплане"
"TID_CHARACTER_INFO_HOG_GLIDER","Эти двое — как гром среди ясного неба.\nОни славятся умением преодолевать стены, но вот избежать столкновений им удается далеко не всегда."
"TID_HOG_RIDER","Всадник на кабане"
"TID_CHARACTER_INFO_HOG_RIDER","Уберите дельтаплан, и останется хорошо знакомая всем парочка. Для этих лихачей и стены не преграда."
"TID_HOG_GLIDER_ABILITY_NAME","Парящая угроза"
"TID_HOG_GLIDER_ABILITY_HELP","При столкновении оглушает цель на <num> сек."
"TID_STREAM_SHARED_LAYOUT","Игрок поделился планировкой."
"TID_ARCHER_QUEEN_GLADIATOR","Королева-гладиатор"
"TID_STREAM_SHARED_LAYOUT_HOME","<num>-я планировка ратуши отправлена"
"TID_STREAM_SHARED_LAYOUT_WAR","<num>-я планировка военной базы отправлена"
"TID_STREAM_SHARED_LAYOUT_BUILDER_BASE","<num>-я планировка дома строителя отправлена"
"TID_WARNING_CANNOT_SHARE_INCOMPLETE_LAYOUTS","Можно поделиться только законченной планировкой"
"TID_WARNING_SHARED_LAYOUT_NOT_AVAILABLE","Эта планировка уже недоступна"
"TID_BUILDING_LAVA_LAUNCHER","Источник лавы"
"TID_LAVA_LAUNCHER_INFO","Стреляет кусками лавы, которые летят на большое расстояние и поджигают землю. Вражеским наземным войскам будет жарко!"
"TID_WARNING_INVALID_LAYOUT_CODE","Эта ссылка на планировку недействительна."
"TID_WARNING_TH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Чтобы копировать планировки, повысьте ратушу до <num>-го уровня."
"TID_WARNING_BH_LEVEL_TOO_LOW_TO_COPY_LEVEL","Чтобы копировать планировки, повысьте дом строителя до <num>-го уровня."
"TID_PRIZE_SHOP_ITEM_COOLDOWN","<item>: чтобы приобрести этот предмет снова, нужно подождать <time>"
"TID_WARNING_CANNOT_COPY_LAYOUT_WHILE_EDITING","Нельзя скопировать планировку во время редактирования другой."
"TID_TOWNHALL_DIVIDER_TEXT","Ратуша <level>-го уровня"
"TID_TRAINING_LEVELS","Тренировка"
"TID_CLEARED_LEVELS","Уровней пройдено"
"TID_TRAINING_LEVELS_DESCRIPTION","Отточите навыки и познакомьтесь с новыми стратегиями атаки совершенно бесплатно!\nНовые тренировочные уровни становятся доступны по мере улучшения ратуши."
"TID_PRESTIGE_VERSUS_TROPHIES","Престиж"
"TID_BATTLE_PASS_UNCLAIMED_REWARDS","Не получено"
"TID_BATTLE_PASS_CLAIMED_REWARDS","Получено"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_LIGHTNING","С погодой не повезло"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HEAL","Чудо исцеления"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_RAGE","Подконтрольная ярость"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_JUMP","Бег с препятствиями"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_FREEZE","Возможны заморозки"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_CLONE","В глазах четверится"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_POISON","Токсичное поведение"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_HASTE","Жажда скорости"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_EARTHQUAKE","Гнев земли"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_SKELETON","Банда скелетов"
"TID_BATTLEPASS_TASK_WIN_STARS_USING_BAT","Стайный инстинкт"
"TID_CLANGAMES_TASK_WIN_STARS_USING_LIGHTNING_INFO","Победите в многопользовательском режиме <num> р., используя грозовое заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HEAL_INFO","Победите в многопользовательском режиме <num> р., используя исцеляющее заклинание (<num2>)."
