"TID","FA"
"TID_EVENT_TEXT_XMAS_MAGICITEM","پیشنهاد عتیقه جادویی"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_MAGICITEM","رئیس! اولین پیشنهاد تعطیلات عتیقه جادویی هم‌اکنون برای شما موجود است!"
"TID_EVENT_TITLE_CHINESENEWYEAR","پیشنهاد سال نوی قمری چینی"
"TID_LOCAL_NOTIFICATION_EVENT_CHINESENEWYEAR","رئیس! پیشنهاد ویژه سال نو چینی هم‌اکنون موجود است!"
"TID_EVENT_TITLE_MAGICITEM_PACK","بسته عتیقه جادویی"
"TID_LOCAL_NOTIFICATION_EVENT_MAGICITEM_PACK","رئیس، هم‌اکنون یک پیشنهاد عتیقه جادویی برایتان موجود است!"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","رئیس دهکده <name> با تالار شهر سطح <number> پیدا شده است! با Supercell ID خود وارد سیستم شوید و آن را بارگیری کنید."
"TID_BUY_MULTIPLE_BOOSTERS","<amount> <name>"
"TID_EVENT_TITLE_CLANWAR_FIRSTRUN","شروع بازی‌ها!"
"TID_EVENT_TITLE_CLANWAR_XMAS","بازی‌های زمستانی"
"TID_EVENT_TITLE_CLANWAR_SHORT","جنگجوی آخر هفته"
"TID_EVENT_TITLE_CLANWAR_SHORT2","هجوم قبیله‌"
"TID_EVENT_TITLE_CLANWAR_SHORT3","هجوم آخر هفته"
"TID_EVENT_TITLE_CLANWAR_SHORT4","سفر آخر هفته"
"TID_EVENT_TITLE_CLANWAR_LONG","ماراتن طول هفته"
"TID_EVENT_TITLE_CLANWAR_LONG2","دو استقامت"
"TID_EVENT_TITLE_CLANWAR_LONG3","مسافت هفتگی"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK","بسته کتاب جادویی"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK_INFO_OLD","• <gems> جواهرات\n• <booster1> کتاب قهرمانان\n• <booster2> کتاب ساختمان\n• بدون محدودیت ذخیره‌سازی!\n\nسر سازنده‌ها شلوغ است؟ آیا منابع زیادی برای خرج کردن دارید، اما وقت ندارید؟ بسته کتاب جادو را بگیرید تا بتوانید ارتقاء یک قهرمان و یک ساختمان را فوراً تمام کنید!\n\nبدون محدودیت ذخیره‌سازی!\n\nاین پیشنهاد را از دست ندهید!"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","انفجار تالار سازنده"
"TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","ترکش ترقه"
"TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","بمب بازی!"
"TID_CLANGAMES_TASK_DESTROY_BB_ARCHERTOWER","انتقام‌جویان برج کماندار"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDERBARRACKS","انهدام پادگان‌های سازنده"
"TID_CLANGAMES_TASK_DESTROY_BB_CANNON","‌تباهی توپ"
"TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","برج ساعت ناکوک"
"TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","شکستن سنگ‌شکن‌ها"
"TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","توپ دولول دردسرساز"
"TID_CLANGAMES_TASK_DESTROY_BB_ELIXIRPUMP","پایمالی پمپ اکسیر"
"TID_CLANGAMES_TASK_DESTROY_BB_ELIXIRSTORAGE","محو مخزن اکسیر"
"TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","آتش‌نشان آماده"
"TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","جویندگان جواهر"
"TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","دردسر غول‌آسا"
"TID_CLANGAMES_TASK_DESTROY_BB_GOLDMINE","غارتگران معدن طلا"
"TID_CLANGAMES_TASK_DESTROY_BB_GOLDSTORAGE","انهدام انبار طلا"
"TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","بی‌نگهبان کردن پست نگهبانی"
"TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","شیشه شکستن"
"TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","پیشامد شوکه‌کننده"
"TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","شلیک همزمان!"
"TID_CLANGAMES_TASK_DESTROY_BB_HIDDENTESLA","شگفتی شوکه کننده"
"TID_CLANGAMES_TASK_DESTROY_BB_ARMYCAMP","آشوب در اردوگاه"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ARCHERTOWER","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERBARRACKS","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CANNON","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ELIXIRPUMP","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ELIXIRSTORAGE","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GOLDMINE","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GOLDSTORAGE","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_HIDDENTESLA","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ARMYCAMP","<num> عدد <building> در نبردهای سازنده تخریب کنید."
"TID_EVENT_TEXT_XMAS-MAGICITEM","پیشنهاد عتیقه جادویی"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GOVAHO","Chef, utilisez vos golems, valkyries et chevaucheurs de cochon pour cet évènement spécial !"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DRAGONLIGHTNING","رئیس! در طول رویداد اژدها/طلسم رعد و برق، صاحب 200 جواهر بشوید!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LOOTXP","Chef, gagnez 2x plus de butin et d'EXP avec l'évènement guerre de clans !"
"TID_SPECIAL_OFFER","پیشنهاد ویژه"
"TID_OBSTACLE_FORTUNE_TREE","درخت آرزوها"
"TID_BOOSTER_FILL_GOLD_STORAGE","کتیبه طلا"
"TID_BOOSTER_FILL_ELIXIR_STORAGE","کتیبه اکسیر"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE","کتیبه اکسیر سیاه"
"TID_BOOSTER_FILL_GOLD2_STORAGE","کتیبه طلای سازنده"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE","کتیبه اکسیر سازنده"
"TID_BOOSTER_FILL_GOLD_STORAGE_INFO","این عتیقه جادویی، طلای ظاهرا نامحدودی به شما می‌دهد و می‌توانید با آن مخزن‌های طلای خود را در دهکده خانه کاملاً پر کنید."
"TID_BOOSTER_FILL_ELIXIR_STORAGE_INFO","این عتیقه جادویی، اکسیر ظاهرا نامحدودی به شما می‌دهد و می‌توانید با آن مخزن‌های اکسیر خود را در دهکده خانه کاملاً پر کنید."
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_INFO","این عتیقه جادویی، اکسیر سیاه ظاهرا نامحدودی به شما می‌دهد و می‌توانید با آن مخزن‌های اکسیر سیاه خود را در دهکده خانه کاملاً پر کنید."
"TID_BOOSTER_FILL_GOLD2_STORAGE_INFO","این عتیقه جادویی، طلای سازنده ظاهرا نامحدودی به شما می‌دهد و می‌توانید با آن مخزن‌های طلای خود را در پایگاه سازنده کاملاً پر کنید."
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_INFO","این عتیقه جادویی، اکسیر سازنده‌ی ظاهرا نامحدودی به شما می‌دهد و می‌توانید با آن مخزن‌های اکسیر خود را در پایگاه سازنده کاملاً پر کنید."
"TID_POPUP_BOOSTER_FILL_STORAGE_TITLE","پر کردن مخزن؟"
"TID_POPUP_BOOSTER_FILL_STORAGE","استفاده از <booster> برای افزودن <num> <res>؟"
"TID_RESOURCE_STORAGE_FULL","مخزن <res> شما از قبل پر است."
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_11","11 اسرارآمیز"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_10","10 دلهره‌زا"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_9","9 نجیب‌زاده"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_8","8 هیجان‌انگیز"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_7","7 حیرت‌انگیز"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_6","6 شورشی"
"TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","منطقه جادو ممنوع"
"TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","قهرمان‌بازی ممنوع"
"TID_CLANGAMES_TASK_WIN_STARS_VS_HIGHER_TOWNHALL","حمله به اغنیاء"
"TID_CLANGAMES_TASK_WIN_WARSTARS","جنگ جنگ تا پیروزی"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TITANLEAGUE","تباهی تیتان"
"TID_CLANGAMES_TASK_GET_KILLS_VS_BARBARIANKING","شکار پادشاه"
"TID_CLANGAMES_TASK_GET_KILLS_VS_ARCHERQUEEN","شکار ملکه"
"TID_CLANGAMES_TASK_GET_KILLS_VS_GRANDWARDEN","شکار نگهبان"
"TID_CLANGAMES_TASK_GET_KILLS_VS_BATTLEMACHINE","شکار ماشین"
"TID_CLANGAMES_TASK_GET_KILLS_VS_ALLHEROES","شکار قهرمان"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","شکارچی سطح پادشاه"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","شکارچی سطح ملکه"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","شکارچی سطح نگهبان"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BATTLEMACHINE","شکارچی سطح ماشین"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","شکارچی سطح قهرمان"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_11","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 11، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_10","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 10، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_9","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 9، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_8","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 8، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_7","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 7، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_6","در نبردهای چند نفره مقابل حریفانی با تالار شهر سطح 6، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","<num> ستاره را بدون استفاده از طلسم در نبردهای چند نفره کسب کنید"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","<num> ستاره را بدون استفاده از قهرمانان در نبردهای چند نفره کسب کنید"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_HIGHER_TOWNHALL","در نبردهای چند نفره در برابر حریفانی که سطح تالار شهرشان از شما بالاتر است، <num> ستاره کسب کنید."
"TID_CLANGAMES_TASK_INFO_WIN_WARSTARS","از طریق حمله در جنگ‌های قبیله‌ای، <num> ستاره بگیرید."
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TITANLEAGUE","<num>ستاره‌ رادر نبردهای چند نفره در برابر حریفانی در لیگ تیتان کسب کنید"
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_BARBARIANKING","شاه بربرهای دشمن را، <num> بار در نبردهای چند نفره نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_ARCHERQUEEN","ملکه کماندار دشمن را، <num> بار در نبردهای چند نفره نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_GRANDWARDEN","نگهبان بزرگ دشمن را، <num> بار در نبردهای چند نفره نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_ALLHEROES","قهرمان دشمن را، <num> بار در نبردهای چند نفره نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","در نبرد چند نفره، شاه بربرها را به ارزش <num> سطح نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","در نبرد چند نفره، ملکه کماندار را به ارزش <num> سطح نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","در نبرد چند نفره، نگهبان بزرگ را به ارزش <num> سطح نابود کنید."
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","در نبرد چند نفره، قهرمان‌ها را به ارزش <num> سطح نابود کنید."
"TID_TRADER_MENU_TITLE","پیشنهادهای هفتگی"
"TID_TRADER_COUNTDOWN","پیشنهادات‌ جدید در <time>!"
"TID_TRADER_ITEM_NOT_UNLOCKED","قفل‌گشایی نشد"
"TID_TRADER_ITEM_CANNOT_FIT_IN_STORAGE","مخزن پر است"
"TID_TRADER_ITEM_ALREADY_BOUGHT","موجود نیست"
"TID_TRADER_ITEM_GENERAL_ERROR",""
"TID_BOOSTER_WALL_UPGRADE","حلقه دیوار"
"TID_BOOSTER_WALL_UPGRADE_INFO","اگر با این حلقه به قطعه دیوار مشت بزنید فوراً ارتقاء پیدا می‌کند، اگرچه برای دیوارهایی با سطح بالاتر ممکن است به چند حلقه نیاز داشته باشید. در هر دو دهکده کار می کند!"
"TID_BOOSTER_BUILDERS","معجون سازنده"
"TID_BOOSTER_BUILDERS_INFO","این معجون تقویتی توسط سازنده و برای موارد اضطراری کار شبانه ساخته شده است. با این معجون، سازندگانتان به مدت <time>، 10 برابر سریع‌تر کار می‌کنند. در دهکده خانه کار می‌کند!"
"TID_POPUP_BOOST_BUILDERS_TITLE","تسریع سازنده‌ها؟"
"TID_POPUP_BOOST_BUILDERS_TEXT","همه سازنده‌ها را برای <time> ، <multiplier> برابر تسریع می‌کنید؟"
"TID_CLAN_GAMES_XP","Clan XP:"
"TID_CLAN_GAMES_LEADERBOARD","نتایج قبیله:"
"TID_CNY_CLAN_GAMES_HEADER","بازی‌های قمری"
"TID_TRADER_CONFIRM_TITLE","خرید پیشنهاد؟"
"TID_TRADER_CONFIRM_TEXT","<num> <item> می‌خرید؟"
"TID_BUTTON_USE_FILL_STORAGE_BOOSTER","پر کردن"
"TID_BUTTON_BOOST_BUILDERS","تقویت سازندگان"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE","قهرمان بازی‌ها"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS","<number> امتیاز از بازی‌های قبیله‌ای بگیرید"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_COMPLETED","مجموع امتیاز بازی‌های قبیله‌ای:<value>"
"TID_POPUP_BOOSTER_FILL_STORAGE_ALMOST_FULL","مخزن <res> شما تقریباً پر است. مطمئنید که می‌خواهید برای افزودن <num> <res>، از <booster> استفاده کنید؟"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_II","قهرمان بازی‌های دوم"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_III","قهرمان بازی‌های سوم"
"TID_CLANGAMES_TASK_USE_MEGAPEKKA_OLD",""
"TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA_OLD",""
"TID_TRADER_UNLOCKS_TEXT","بازرگان با تالار شهر <value>، از راه می‌رسد."
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_POTION_WITH_GOLD_INFO","• <res0> طلا\n• <booster1> معجون سازنده\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار شهر یا ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_BUILDER_POTION_AND_GOLD_INFO","• <res0> طلا\n• <booster1> کتاب ساختمان\n• <booster2> معجون سازنده\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار شهر یا ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_GOLD_INFO","• <res0> طلا\n• <booster1> کتاب ساختمان\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار شهر یا ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_ELIXIR_INFO","• <res0> اکسیر\n• <booster1> کتاب مبارزه\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نیروها نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_SPELL_BOOK_AND_ELIXIR_INFO","• <res0> اکسیر\n• <booster1> کتاب مبارزه\n•<booster2> کتاب طلسم‌ها\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نیروها و طلسم‌ها نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HEROES_BOOK_WITH_ELIXIR_INFO","• <res0> اکسیر\n• <booster1> کتاب قهرمانان\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نگهبان بزرگ نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDER_POTION_WITH_GOLD_INFO","• <res0> طلای سازنده\n• <booster1> معجون سازنده\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار سازنده و ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDING_BOOK_WITH_BUILDER_POTION_AND_GOLD_INFO","• <res0> طلای سازنده\n• <booster1> کتاب ساختمان\n•<booster2> معجون سازنده\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار سازنده و ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDING_BOOK_WITH_GOLD_INFO","• <res0> طلای سازنده\n• <booster1> کتاب ساختمان\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء تالار سازنده و ساختمان‌های دفاعی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_FIGHTING_BOOK_WITH_ELIXIR_INFO","• <res0> اکسیر سازنده\n• <booster1> کتاب مبارزه\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نیروهای سازنده نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HEROES_BOOK_WITH_DARK_ELIXIR_INFO","• <res0> اکسیر سیاه\n• <booster1> کتاب قهرمانان\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء شاه بربرها و ملکه کماندار نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_DARK_ELIXIR_INFO","• <res0> اکسیر سیاه\n• <booster1> کتاب مبارزه\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نیروهای سیاهی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_FIGHTING_BOOK_WITH_SPELL_BOOK_AND_DARK_ELIXIR_INFO","• <res0> اکسیر سیاه\n• <booster1> کتاب مبارزه\n•<booster2> کتاب طلسم‌ها\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء نیروها و طلسم‌های سیاهی نیاز دارید!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_HEROES_BOOK_WITH_ELIXIR_INFO","• <res0> اکسیر سازنده\n• <booster1> کتاب قهرمانان\n• بدون محدودیت ذخیره‌سازی!\n\nهمه آنچه برای ارتقاء ماشین نبرد نیاز دارید!"
"TID_DIAMOND_BUNDLE_BUILD_PACK","بسته ساختن"
"TID_DIAMOND_BUNDLE_RESEARCH_PACK","بسته پژوهش"
"TID_DIAMOND_BUNDLE_ELIXIR_HERO_PACK","بسته اکسیر قهرمان"
"TID_DIAMOND_BUNDLE_HERO_PACK","بسته قهرمان"
"TID_DIAMOND_BUNDLE_DARK_RESEARCH_PACK","بسته پژوهش سیاه"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_PACK","بسته پایگاه سازنده"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_RESEARCH_PACK","بسته پژوهش سازنده"
"TID_DIAMOND_BUNDLE_BUILDER_BASE_HERO_PACK","بسته قهرمان سازنده"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","این حساب به خاطر یک درخواست حذف، غیرفعال شده است و دیگر نمی‌توان آن را بازیابی کرد."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","این حساب به دلیل عدم فعالیت، غیر فعال شده است و دیگر نمی‌توان آن را بازیابی کرد."
"TID_ACCOUNT_DISABLED_TEXT","حساب غیرفعال شد"
"TID_NOTES_LAST_EDITED","آخرین ویرایش توسط: <cffffff><name></c>"
"TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA","<num> ستاره از نبردهای سازنده با استفاده از <num2> P.E.K.K.A قدرتی‏ کسب کنید."
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK_INFO","• <gems> جواهرات\n• <booster1> کتاب قهرمانان\n• <booster2> کتاب ساختمان\n• بدون محدودیت ذخیره‌سازی!\n\nسر سازنده‌ها شلوغ است؟ منابع زیادی برای خرج کردن دارید، اما وقت ندارید؟ بسته کتاب جادو را بگیرید تا ارتقاء یک قهرمان و یک ساختمان را فوراً تمام کنید!\n\nاین پیشنهاد را از دست ندهید!"
"TID_CLANGAMES_TASK_USE_MEGAPEKKA","P.E.K.K.A قدرتی نابودگر"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK_WITH_RESOURCES_INFO","• <booster1> کتاب قهرمانان\n• <res0> اکسیر سیاه\n• بدون محدودیت ذخیره‌سازی!\n\nارتقاء قهرمانان را فوراً با استفاده از کتاب قهرمانان تمام کنید!\n\nاین پیشنهاد به ارزش <cffec78><value> برابر را از دست ندهید</c> فقط یک‌بار اتفاق می‌افتد!"
"TID_CLAN_GAMES_BUILDER_THEME","بازی‌های سازنده"
"TID_UPGRADE_HOME_TH_LOCKED_INFO","برای باز کردن قفل سطح بعدی تالار شهر، ساختمان‌های زیر را بسازید!"
"TID_WARTOOLS_EMPTY_NOTES","ضربه برای افزودن یادداشت"
"TID_WARTOOLS_ATTACK_CONFIRMATION","بازیکن دیگری قبلاً این هدف را درخواست کرده است. هنوز می‌خواهید حمله کنید؟"
"TID_WARTOOLS_CLAIM_TARGET","درخواست هدف"
"TID_WARTOOLS_REMOVE_CLAIM","حذف درخواست"
"TID_TARGETS_FULL","شخص دیگری این هدف را قبلاً درخواست کرده است"
"TID_NO_MORE_CALL_FOR_TARGETS","قبلاً هدفی را درخواست کرده‌اید"
"TID_REQUEST_IS_PENDING","درخواست شما در انتظار است"
"TID_ADVANCED_SETTINGS","سایر تنظیمات"
"TID_ADVANCED_SETTINGS_BUTTON","نمایش"
"TID_PERSONALISED_SHOP","پیشنهادهای شخصی"
"TID_ACCOUNT_DELETION_WARNING_TITLE","هشدار حذف حساب"
"TID_ACCOUNT_DELETION_WARNING_TEXT","بنا به درخواست شما، حساب کاربریتان ظرف <time> آینده حذف خواهد شد. اگر نظرتان عوض شده است، برای لغو درخواست حذف، با «راهنمایی و پشتیبانی» تماس بگیرید."
"TID_EVENT_ACHIEVEMENT_BOOSTER_XP_REWARD_CLAIMED","رویداد تکمیل شد! <number> <booster> و <xp> دریافت کردید!"
"TID_HULK_SMALL","هالک"
"TID_HULK_BIG","هالک خشمگین"
"TID_FLYING_GOBLIN","گابلین پرنده"
"TID_LUMBERJACK","هیزم‌شکن"
"TID_SIEGE_MACHINE_RAM","دیوار خراب‌کن"
"TID_CHARACTER_INFO_HULK_SMALL","وقتی شرایط سخت می‌شود، مبارز سرسخت ادامه می‌دهد!"
"TID_CHARACTER_INFO_HULK_BIG","وقتی مبارز سرسخت ادامه می‌دهد، شرایط سخت‌تر می‌شود!"
"TID_CHARACTER_INFO_LUMBERJACK","هرگز بدون بطری خشمش هیچ‌جا نمی‌رود و تا وقتی که زمین نخورد، آن را با کسی قسمت نمی‌کند."
"TID_CHARACTER_INFO_FLYING_GOBLIN","شیطونک پرنده برای خرابکاری در دهکده. خوشبختانه در دهکده دشمن."
"TID_CHARACTER_INFO_SIEGE_MACHINE_RAM","دیوار خراب‌کن برای دو هدف ساده طراحی شده است: درهم کوبیدن هرچیزی که سر راهش قرار می‌گیرد و اینکه نیروهای قلعه قبیله را مستقیماً به قلب دهکده برساند. با مصالح محکم ساخته شده است و می‌تواند قبل از نابودی مشت و ضربه را تحمل کند. در برابر تأثیرات طلسم ایمن است."
"TID_NOT_ENOUGH_BOOSTERS","برای انجام آن کار به اندازه ‌کافی عتیقه جادویی ندارید."
"TID_SIEGE_WORKSHOP","کارگاه"
