"TID","CNT"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0>聖水\n• <booster1>本戰鬥之書，可用於立即完成任一正在進行的部隊升級\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買4次\n• 使用這個超值特惠包帶領部落創造輝煌戰績！"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0>金幣\n•<res1> 聖水\n• <booster1>瓶力量藥水，可在1小時內將你的部隊和法術強化至你目前大本營所支援的最高等級\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買3次\n• 使用這個超值特惠包帶領部落創造輝煌戰績！"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0>金幣\n•<res1> 聖水\n• <booster1>瓶力量藥水，可在1小時內將你的部隊和法術強化至你目前大本營所支援的最高等級\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買4次\n• 使用這個超值特惠包帶領部落創造輝煌戰績！"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","一次性王者特惠包！"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","首領，快使用這個一次性特惠包助您大展身手，為榮譽而戰！"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0>寶石\n• <booster1>瓶訓練藥水，可在1小時內提高部隊訓練速度、法術配製速度、攻城機器建造速度和英雄恢復速度\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間只可購買1次！\n\n這個超值特惠包將助您變得更強！"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","秋意漸濃迎豐收"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","戰火點燃資源足"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1>塊金幣符石，可使家鄉的金幣立即達到最大儲存量\n• <booster2>塊聖水符石，可使家鄉的聖水立即達到最大儲存量\n• <booster3>本戰鬥之書，可立即完成任一正在進行的部隊升級\n• <booster4>本建築之書，可立即完成任一建築的升級\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間僅可購買1次！\n\n秋季正適合全面開戰！趕快行動吧！"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1>本戰鬥之書，可立即完成任一正在進行的部隊升級\n• <booster2>本建築之書，可立即完成任一建築的升級\n• <res0>金幣\n• <res1>聖水\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買2次！\n\n秋季正適合全面開戰！趕快行動吧！"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1>本建築之書，可立即完成任一建築的升級\n• <res0>金幣\n• <res1>聖水\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買3次！\n\n秋季正適合全面開戰！趕快行動吧！"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1>本建築之書，可立即完成任一建築的升級\n• <res0>金幣\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買4次！\n\n秋季正適合全面開戰！趕快行動吧！"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1>瓶建築工人藥水，可在1小時內將建築工人的工作速度提升至原來的10倍\n• <res0>金幣\n• <res1>聖水\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買3次！\n\n秋季正適合全面開戰！趕快行動吧！"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1>瓶建築工人藥水，可在1小時內將建築工人的工作速度提升至原來的10倍\n• <booster2>瓶力量藥水，可在1小時內將部隊和法術強化至你目前大本營支援的最高等級\n• <res0>金幣\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間可購買4次！\n秋季正適合全面開戰！趕快行動吧！"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","增援與摧毀\n競賽"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems>寶石\n• <booster1>瓶訓練藥水，可在1小時內提高部隊訓練速度、法術配製速度、攻城機器建造速度和英雄恢復速度\n\n• 存放特惠包中的物品不受最大儲存量限制！\n• 該特惠包在顯示期間只可購買1次！\n\n這個超值特惠包將助您變得更強！"
"TID_DECORATION_LEAGUE_I_STATUE","大師雕像"
"TID_DECORATION_LEAGUE_II_STATUE","決鬥者雕像"
"TID_DECORATION_LEAGUE_III_STATUE","挑戰者雕像"
"TID_WL_SELECT_BONUSES_TEXT","選擇您認為應當獲得額外聯盟賽獎章的部落成員，您的選擇結果將公布在部落聊天頻道中。額外聯盟賽獎章以部落的名義發放，且每個聯盟賽賽季只能發放一次，請您謹慎選擇！"
"TID_BONUSES_ASSIGNED","獎勵已分配"
"TID_WL_EXPLAIN_REWARDS_TEXT","您的聯盟賽獎章獎勵取決於您贏得的勝利之星數量以及您部落所在的聯盟段位和排名。"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","購買<item>x<num>？"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","你確定要購買<item>x<num>？"
"TID_REQUIRED_LEAGUE","需要達到<league>"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","<item>x<num>已存放至你的大本營"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","你的大本營空間不足，不能存放<booster>x<num>。"
"TID_BUY_PREV_SLOT_FIRST","請先購買前一個欄位"
"TID_BUY_LAYOUT_SLOT_HEADER","購買新欄位？"
"TID_BUY_LAYOUT_SLOT_TEXT","您確定要購買新的陣型欄位嗎？"
"TID_LAYOUT_SLOT_UNLOCK","使用寶石購買新的陣型欄位"
"TID_WL_BONUS_CONFIRM_TEXT","將額外獎勵發放給選定的成員？"
"TID_WL_BONUSES_BEING_SENT","正在發放額外獎勵！"
"TID_WL_BONUSES_SENDING_FAILED","無法發放額外獎勵，請稍後重試。"
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","已有首領或其他副首領將額外獎勵分配完成。"
"TID_TUTORIAL_WAR_LEAGUE_1","首領，我們成功了！我們成功進入部落對戰聯盟賽了！"
"TID_TUTORIAL_WAR_LEAGUE_2","現在，我們終於可以證明我們是最強的部落啦！"
"TID_TUTORIAL_WAR_LEAGUE_3","讓我們全力備戰，我可以教您一些備戰的小技巧！"
"TID_TUTORIAL_WAR_LEAGUE_4","首先，我們會接連進行多場對戰。"
"TID_TUTORIAL_WAR_LEAGUE_5","您可以點擊介面下方的按鈕，查看各場對戰的詳情！"
"TID_TUTORIAL_WAR_LEAGUE_6","首領，別忘了要提前為部落成員進行增援，為第二天的對戰做好準備！"
"TID_TUTORIAL_WAR_LEAGUE_7","要在戰鬥日獲勝，我們部落必須比其他部落贏得更多的勝利之星。"
"TID_TUTORIAL_WAR_LEAGUE_8","每位部落成員只能進攻一次，所以每一場戰鬥都很重要！"
"TID_TUTORIAL_WAR_LEAGUE_9","點擊下方的按鈕，您可以查看部落對戰聯盟賽的整體戰況。"
"TID_TUTORIAL_WAR_LEAGUE_10","在這裡您可以比對您的部落與其他部落的戰鬥表現。"
"TID_TUTORIAL_WAR_LEAGUE_11","獲得最多勝利之星的部落將贏得整場部落對戰聯盟賽。"
"TID_TUTORIAL_WAR_LEAGUE_12","如果我們贏了，我們就可以晉級至更高的聯盟段位！"
"TID_TUTORIAL_WAR_LEAGUE_13","點擊\qi\q圖示可以查看更多資訊，我想我們已經準備好了！"
"TID_TUTORIAL_WAR_LEAGUE_14","喔，還有一件重要的事！透過在部落對戰聯盟賽中贏得戰鬥日和勝利之星，我們可以獲得聯盟賽獎章。"
"TID_TUTORIAL_WAR_LEAGUE_15","我們可以用聯盟賽獎章在商店中兌換一些非常強大的物品！"
"TID_TUTORIAL_WAR_LEAGUE_16","準備好了嗎？前往商店使用聯盟賽獎章吧！"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","首領認證雕像"
"TID_WL_STARS_BREAKDOWN_TEXT","進攻獲得：<num>\n部落贏得戰鬥日獲得：<num2>"
"TID_WL_INFO_LIVE_BONUS","額外獎勵"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","必定獲得"
"TID_WL_INFO_LIVE_STAR","勝利之星"
"TID_WL_INFO_LIVE_WIN","勝利"
"TID_WL_INFO_LIVE_REWARDS","獎勵"
"TID_USE_CLOCKTOWER_POTION_TITLE","加速建築大師基地？"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","該特惠包只可購買一次，千萬不要錯過唷！"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","該<cffec78><value>倍超值特惠包</c>只可購買\n一次，千萬不要錯過唷！"
"TID_OFFER_NO_STORAGE_LIMITS","存放特惠包中的物品不受最大儲存量限制！"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","該特惠包在顯示期間可購買<num>次！"
"TID_OFFER_ITEM_GIFTS","<c80d8e8>部落禮物：</c>"
"TID_OFFER_GIFT_COUNT","禮物最多可供<num>個部落成員領取！"
"TID_DECORATION_WAR_SHIELD","勇士雕像"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>本戰鬥之書，可立即完成任何一個正在進行的部隊升級"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>本建築之書，可立即完成任何一個正在進行的建築升級"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>本法術之書，可立即完成任何一個正在進行的法術升級"
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>本英雄之書，可立即完成任一正在進行的英雄或戰寵升級"
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num>本萬能之書，可立即完成任何一個正在升級的項目"
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num>瓶力量藥水，可在<time>內將你的部隊和法術強化至你目前大本營所支援的最高等級"
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num>瓶資源藥水，可在<time>內大幅提升資源採集器的採集速度"
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num>瓶訓練藥水，可在<time>內提高部隊訓練速度、法術配製速度、攻城機器建造速度和英雄恢復速度"
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num>塊金幣符石，可使家鄉的金幣立即達到最大儲存量"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num>塊聖水符石，可使家鄉的聖水立即達到最大儲存量"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num>塊闇黑重油符石，可使家鄉的闇黑重油立即達到最大儲存量"
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num>塊建築大師金幣符石，可使建築大師基地的金幣立即達到最大儲存量"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num>塊建築大師聖水符石，可使建築大師基地的聖水立即達到最大儲存量"
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num>枚壁壘之戒，可立即升級城牆（升級高等級城牆需要多枚壁壘之戒）"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>瓶建築工人藥水，可在<time>內將建築工人的工作速度提升至原來的<multiplier>倍"
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num>把戰鬥之錘，可將任一兵種立即升至更高一級"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num>把建築之錘，可將任一建築立即升至更高一級"
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num>把法術之錘，可將任一法術立即升至更高一級"
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num>把英雄之錘，可將任一英雄或戰寵立即升至更高一級"
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num>瓶時光鐘樓藥水，可以啟動時光鐘樓加速效果並使其持續運轉<time>"
"TID_OFFER_BUILDING_LEVEL","<level>級<building>"
"TID_OFFER_NO_BUILDING_TIME","特惠包中的建築無需花費時間建造！"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","每個包含<num>寶石"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","在部落對戰聯盟賽中透過進攻為部落贏得的勝利之星總數：<value>"
"TID_ACHIEVEMENT_WL_STARS","在部落對戰聯盟賽中透過進攻為部落贏得<number>顆勝利之星"
"TID_ACHIEVEMENT_WL_STARS_TITLE","聯盟賽傳奇"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","這尊雕像的擁有者展示了自己在戰場的實力，同時還在向更高的目標衝刺。"
"TID_DECORATION_LEAGUE_II_STATUE_INFO","這尊雕像代表不斷進步的戰鬥技巧，其擁有者的實力也不容小覷。"
"TID_DECORATION_LEAGUE_III_STATUE_INFO","這尊雕像的擁有者實力非凡，距離冠軍之位一步之遙。"
"TID_DECORATION_SWORD_IN_STONE_INFO","這尊傳奇雕像代表真正的戰鬥實力，只有最強部落中的成員才能獲得。"
"TID_DECORATION_WAR_SHIELD_INFO","要獲得這尊雕像，您需要在部落對戰聯盟賽中證明自己的實力。快去贏得獎章吧！"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","敵軍村莊將在戰鬥日顯示"
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","在準備日可更換成員並進行增援"
"TID_WL_STATS_STARS","勝利之星"
"TID_WL_STATS_DESTRUCTION","摧毀率"
"TID_WL_STATS_WINS","勝場"
"TID_WL_STATS_SELECT_CLASSIC","常規部落對戰"
"TID_WL_STATS_SELECT_WL","部落對戰聯盟賽"
"TID_WL_SEASON_NAME_SHORT","<month>賽季"
"TID_WL_STAT_POSITION1","第1名"
"TID_WL_STAT_POSITION2","第2名"
"TID_WL_STAT_POSITION3","第3名"
"TID_WL_STAT_POSITION4","第4名"
"TID_WL_STAT_POSITION5","第5名"
"TID_WL_STAT_POSITION6","第6名"
"TID_WL_STAT_POSITION7","第7名"
"TID_WL_STAT_POSITION8","第8名"
"TID_WAR_LEAGUE_STATS_TITLE","部落對戰聯盟賽歷史戰績"
"TID_CURRENT_WAR_LEAGUE","當前段位："
"TID_WL_BONUSES_GIVEN_TO_STREAM","已將部落對戰聯盟賽額外獎勵發放給：<people>"
"TID_BOOSTER_MOVE_OBSTACLE","移位任意鏟"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","這把神奇的鏟子功能強大卻不是很耐用，可以幫助您移動一個障礙物。在家鄉和建築大師基地都可使用！"
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num>把移位任意鏟，可移動障礙物"
"TID_MOVE","移動"
"TID_MOVE_OBSTACLE_CONFIRM","確定要使用<booster>將<obstacle>移到這裡嗎？"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","移動<obstacle>"
"TID_OBSTACLE_SPIKE","史派克的仙人掌"
"TID_BOOSTER_HERO_POTION","英雄藥水"
"TID_BOOSTER_HERO_POTION_INFO","這瓶強力藥水會在<time>內暫時將所有英雄和戰寵強化至你目前大本營所支援的最高等級。在家鄉和建築大師基地都可使用！"
"TID_BOOSTER_HERO_POTION_OFFER_INFO","<num>瓶英雄藥水，在<time>內將英雄和戰寵強化至你目前大本營所支援的最高等級。在家鄉和建築大師基地都可使用！"
"TID_BOOSTER_HERO_POTION_STARTED","您的英雄和戰寵已強化"
"TID_BOOSTER_HERO_POTION_MAXED","英雄已達最高等級，無法強化！"
"TID_BOOSTER_HERO_POTION_ENABLED","英雄已強化"
"TID_BOOSTER_USE_HERO_POTION","強化英雄"
"TID_BOOSTER_USE_HERO_POTION_QUESTION","確定要使用<booster>在<time>內暫時將所有英雄和戰寵強化至你目前大本營所支援的最高等級嗎？"
"TID_BOOSTER_USE_HERO_POTION_QUESTION_TITLE","強化英雄？"
"TID_EL_PRIMO","艾爾普里莫"
"TID_CHARACTER_INFO_EL_PRIMO","這個戴著神秘面具的傢伙來歷不明，大家只知道他是個大力士，可以用自己的鐵拳輕鬆擊垮城牆，為部落瘋狂亂鬥。"
"TID_PERSONAL_WAR_PREFERENCE_SHORT","對戰偏好"
"TID_POPUP_STORE_DECORATION","存放裝飾？"
"TID_POPUP_TEXT_STORE_DECORATION","<item>將存放至商店中，再次擺放無需任何費用。"
"TID_BUTTON_STORE_DECO","存放"
"TID_SIEGE_MACHINE_BALLOON","攻城氣球"
"TID_SIEGE_MACHINE_BALLOON_INFO","攻城氣球這台重型飛行器會朝防禦建築飛過去，然後投擲巨石將其夷為平地並造成地震效果。法術對攻城氣球無效。"
"TID_SPELL_BATS","蝙蝠法術"
"TID_SPELL_BATS_INFO","在戰場上任意地點召喚一群蝙蝠大軍！\n\n在您需要的時候，蝙蝠法術可為您提供空中支援。蝙蝠不會觸發陷阱。"
"TID_SPELL_IMMORTALITY_INFO","讓您的軍隊在戰場上刀槍不入！\n\n施放該法術，讓處於其有效範圍內的所有部隊在一段時間內完全免疫傷害。"
"TID_CHOOSE_WAR_LEAGUE_SIZE","選擇聯盟賽對戰規模"
"TID_DECORATION_GOLDEN_HOG","福氣金豬"
"TID_DECORATION_GOLDEN_HOG_INFO","看起來像黃金，聞起來像黃金，摸起來也像黃金，這大概就是黃金做的吧。"
"TID_DECORATION_HOG_FLAG","野豬旗幟"
"TID_DECORATION_HOG_FLAG_INFO","這裡就是豬豬樂園。"
"TID_SHOP_STORAGE","空間："
"TID_NOT_ENOUGH_BOOSTER_SPACE","空間不足，使用或出售已有的魔法物品以釋放空間。"
"TID_BOOSTER_HERO_POTION_NOT_AVAILABLE","無法強化英雄，所有英雄都在升級。"
"TID_DECORATION_SNOWMAN","雪人"
"TID_DECORATION_SNOWMAN_INFO","它是經典的雪人，有非常特別的黃色頭髮、小小圓圓的眼睛和用冰雪堆疊的紮實身體。"
"TID_HINT_CLAN_GAMES","帶領部落加入部落競賽、完成各項挑戰，和您的部落成員一起贏取超讚獎勵！"
"TID_HINT_TRADER","駐紮在村莊邊的商人每週都會提供不同的魔法商品，有時他還會贈送免費商品，記得時常去查看唷！"
"TID_HINT_TH12_WEAPON","一旦遭到攻擊，12級大本營的武器就會啟用。請謹慎安排進攻路線！"
"TID_HINT_TH12_MAX_LEVEL_WEAPON","突襲5星12級大本營時千萬要小心，它被摧毀時可是會爆炸的！"
"TID_HINT_CLAN_WAR_LEAGUES_1","如果您熱衷於部落對戰，就趕快帶領部落加入部落對戰聯盟賽，證明部落的實力吧！"
"TID_HINT_LEAGUE_SHOP","聯盟賽商店中有些商品是非常珍貴的獎勵，但是您需要加入部落對戰聯盟賽才有機會獲得購買這些商品的獎章，繼續奮戰吧！"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","戰鬥介面以雙行顯示部署欄位"
"TID_ACHIEVEMENT_SCID_BOUND_TITLE","將遊戲綁定至Supercell ID以妥善保護您的遊戲進度"
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","《部落衝突》是一款免費遊戲，但是您可以透過應用程式內購買以加速遊戲進度。（要禁用這一功能，請在亞馬遜程式商店設定中關閉應用程式內購買功能。）點擊確定以接受我們的條款與隱私保護政策。"
"TID_RATE_APP_MESSAGE_AMAZON","請在亞馬遜應用商店為《部落衝突》(Clash of Clans)評分並分享您的想法！"
"TID_IAP_NOT_AVAILABLE_AMAZON","無法進行購買！請確保您使用的亞馬遜帳號有效且已更新您的主要支付方式。"
"TID_CHAT_RULES","聊天頻道守則"
"TID_CHAT_RULES_WARNING","違反服務條款的行為將導致帳號被封禁。"
"TID_CHAT_RULES_OK","我知道了"
"TID_CHAT_RULES_RESPECT","尊重每一位玩家！"
"TID_CHAT_RULES_PRIVATE","永遠不要和任何人分享您的私人個資。"
"TID_CHAT_RULES_REPORT","使用\q檢舉\q按鈕來告知我們遊戲內發生的不當行為。"
"TID_DEATH_FREEZE_TIME","被摧毀時冰凍效果：<number>秒"
"TID_OBSTACLE_LANTERN_CNY2019","紅火燈籠"
"TID_EVENT_TEXT_HALLOWEEN_GIANT_SKELETON","看誰膽子大！在\q骷髏巨人嚇嚇叫\q活動中使用骷髏巨人進攻敵軍，贏得200顆寶石和一瓶力量藥水！"
"TID_EVENT_TEXT_HALLOWEEN_SKEL_BARREL","活動期間，在敵方領空投放骷髏飛桶，看敵軍被骷髏海包圍！對啦，您還可以贏得200顆寶石和一瓶力量藥水唷！"
"TID_EVENT_TEXT_TH12_INFERNO_PACK","12級大本營地獄之塔特惠包"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","12級大本營專屬特惠包，限時供應唷！"
"TID_NOTIFICATION_WL_SIGNUP_STARTED","部落對戰聯盟賽報名現已開始！為榮譽和獎勵而戰！"
"TID_NOTIFICATION_WL_LEAGUE_STARTED","您的部落已加入部落對戰聯盟賽！"
"TID_NOTIFICATION_WL_DAY_CHANGED","部落對戰聯盟賽迎來了新的戰鬥日。今天您的部落將和 <clan> 部落進行對戰。"
"TID_NOTIFICATION_WL_ENDED","部落對戰聯盟賽已結束，快來看看您的部落戰績如何！"
"TID_NEED_TO_GIVE_WL_BONUSES","您需要發放完部落對戰聯盟賽額外獎章後才能發起對戰。"
"TID_CHAT_RULES_MUTE","隱藏聊天頻道中行為不當的玩家。"
"TID_DECORATION_FIRECRACKER","春節鞭炮"
"TID_WL_MEDALS_RECEIVED","您獲得了部落對戰聯盟賽獎勵：<num>枚獎章"
"TID_WL_MEDALS_ALT_GEMS_RECEIVED","您獲得了部落對戰聯盟賽獎勵：<num>寶石"
"TID_WL_MEDALS_BONUSES_RECEIVED","部落額外發放給您的部落對戰聯盟賽獎勵：<num>枚獎章"
"TID_WL_MEDALS_BONUSES_ALT_GEMS_RECEIVED","部落額外發放給您的部落對戰聯盟賽獎勵：<num>寶石"
"TID_EVENT_GET_GEM_ALTERNATIVE_TITLE","倉庫已滿"
"TID_EVENT_GET_GEM_ALTERNATIVE_TEXT","您的魔法物品倉庫無法存放所有的活動獎勵，出售超出存放空間的獎勵以獲得<amount>寶石？"
"TID_TASK_GET_STAR_BONUS","每日勝利之星獎勵"
"TID_TASK_INFO_GET_STAR_BONUS","贏得家鄉每日勝利之星獎勵。"
"TID_TASK_GET_VS_BONUS","建築大師基地每日勝利之星獎勵"
"TID_TASK_INFO_GET_VS_BONUS","贏得建築大師基地每日勝利之星獎勵。"
"TID_TASK_DONATE_TROOPS","每日增援"
"TID_BP_DAILY_TASKS_HEADER","每日挑戰"
"TID_BP_SEASONAL_TASKS_HEADER","活躍挑戰"
"TID_BP_COMPLETED_TASKS_HEADER","已完成的挑戰"
"TID_BP_UPCOMING_TASKS_HEADER","<time>後開啟"
"TID_BP_DAILY_REFRESH_IN","每日挑戰\n刷新倒數計時："
"TID_BP_TAB_TASKS","挑戰"
"TID_BP_TAB_REWARDS","獎勵"
"TID_BP_TAB_PERKS","尊享福利"
"TID_BATTLE_PASS_PIGGY_BANK_TITLE","周期挑戰資源箱"
"TID_BP_DAILY_TASKS_REFRESH","每日挑戰刷新倒數計時：<time>"
"TID_BP_TITLE","周期挑戰"
"TID_BP_PERK_TRAINING_BOOST","訓練加成"
"TID_BP_PERK_TRAINING_BOOST_DESC","訓練部隊、配製法術和建造攻城機器所需時間減少<num>%，英雄恢復所需時間減少<num>%。"
"TID_BP_PERK_BUILDING_BOOST","建築工人加成"
"TID_BP_PERK_BUILDING_BOOST_DESC","建造及升級建築所需的資源和時間減少<num>%。在鑄幣工坊鑄造首都金幣所需的資源和時間減少<num>%。"
"TID_BP_PERK_SAVINGS_PAYOUT","周期挑戰資源箱"
"TID_BP_PERK_SAVINGS_PAYOUT_DESC","你透過多人遊戲獲得戰利品的同時，你的周期挑戰資源箱也會神奇地存入資源。周期挑戰結束時，存入資源箱的資源將轉存到資源倉庫。"
"TID_BP_PERK_GEM_DONATION_COST","1 寶石快速增援"
"TID_BP_PERK_GEM_DONATION_COST_DESC","所有快速增援僅需1寶石。"
"TID_BP_TIER_NUMBER","第<num>級"
"TID_PREMIUM_PASS_PACKAGE","黃金通行證"
"TID_PREMIUM_PASS_PACKAGE_INFO","獲取本次周期挑戰的黃金通行證，贏取更多獎勵！\n\n專屬獎勵：\n• 全新的英雄造型\n• 1 寶石快速增援\n• 建築工人加成、實驗室研究加成和訓練加成\n• 周期挑戰資源箱儲存量提升，最高可達5倍"
"TID_SETTINGS_API_TOKEN_HEADER","API Token"
"TID_SETTINGS_API_TOKEN_SHOW","點擊\q顯示\q按鈕以查看API Token"
"TID_SETTINGS_API_TOKEN_RECEIVED","API Token：<token>"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","顯示"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","複製"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API Token已複製到裝置剪貼簿"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","衝鋒陷陣！"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","法術瀰漫"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","攻城計"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","部落幫手"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","淘金熱潮"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","聖水滿滿"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","重油大亨"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","發展家鄉建設"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","發展基地建設"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","建造之樂"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","加強家鄉城牆"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","加強基地城牆"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","銅牆鐵壁"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","活動達人"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","大力士之友"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","星星餽贈"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","摘星高手"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","在多人遊戲中部署<num>空間的部隊。"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","在多人遊戲中施放<num>空間的法術。"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","在多人遊戲中部署<num>台攻城機器。"
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","向部落成員增援<num>台攻城機器。"
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","從金礦收集<num>金幣。"
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","從聖水收集器收集<num>聖水。"
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","從闇黑重油提煉井收集<num>闇黑重油。"
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","在家鄉開始<num>座建築的升級。"
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","在建築大師基地開始<num>座建築的升級。"
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","在家鄉或建築大師基地開始<num>座建築的升級。"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","在家鄉升級<num>塊城牆。"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","在建築大師基地升級<num>塊城牆。"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","在家鄉或建築大師基地升級<num>塊城牆。"
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","完成\q活動\q介面中的<num>個活動。"
