"TID","MS"
"TID_NO_PRIVILEDGE_TO_EDIT","Anda perlu berkedudukan lebih tinggi di dalam Klan untuk mengedit nota"
"TID_SPECTATOR_CAN_NOT_CLAIM","Anda tidak mengambil bahagian dalam Perang Klan ini"
"TID_CLAN_WAR_LEAGUE","Liga Perang Klan:"
"TID_CLAN_WAR_LEAGUE_JOIN_BUTTON","Sertai Liga"
"TID_CLAN_WAR_LEAGUE_SIGNUP_EXPIRY","Pendaftaran Liga Tamat Dalam:<time>"
"TID_CLAN_WAR_LEAGUE_BUILDING_LEAGUE_BRACKET","Membina Kumpulan Liga..."
"TID_CLAN_WAR_LEAGUE_STARTS_IN","Liga Bermula Dalam:<time>"
"TID_WAR_LEAGUES","Liga Perang"
"TID_ACCOUNT_DELETION_SOON_WARNING_TEXT","Mengikut permintaan anda, akaun anda akan dihapuskan tidak lama lagi."
"TID_SELECT_LEAGUE_PARTICIPANTS","Pilih Peserta Liga"
"TID_LEAGUE_WAR_SIZE","Saiz Perang Liga <num> lwn <num>"
"TID_LEAGUE_MIN_SIZE","Pilih sekurang-kurangnya <num> ahli untuk Liga"
"TID_CHANGE_LEAGUE_WAR_PARTICIPANTS","Ubah Peserta Perang"
"TID_LEAGUE_SIZE","Liga: <num> ahli dipilih"
"TID_POPUP_BOOST_SIEGE_WORKSHOP","Galakkan kelajuan pembinaan Mesin Kepungan sebanyak <multiplier>x untuk <time>?"
"TID_BOOST_SIEGE_WORKSHOP_POPUP_TITLE","Galakkan pembinaan Mesin Kepungan!"
"TID_TRAINING_SCREEN_TAB_SIEGE_MACHINES","Membina Mesin Kepungan"
"TID_LEADER_CANNOT_LEAVE_ALLIANCE","Anda perlu naikkan pangkat ahli klan lain kepada ketua sebelum anda boleh meninggalkan klan anda"
"TID_BUTTON_UPGRADE_WEAPON","Naik Taraf Senjata"
"TID_HOUSING_SIEGE_MACHINES_INSIDE","Mesin Kepungan:"
"TID_STREAM_EVENT_NAME_CHANGED","Menukar nama mereka kepada <name>"
"TID_TUTORIAL_TH12_1","Dewan Bandaran anda kini membalas serangan penyerang!"
"TID_TUTORIAL_TH12_2","Anda boleh menaik taraf senjata untuk memperkasakannya."
"TID_WEAPON_TOWN_HALL","Tesla Giga"
"TID_TOWN_HALL_WEAPON_INFO","Musuh anda akan dikejutkan dengan Tesla Giga, abang long dari keluarga Tesla yang panas baran. Apabila musuh mencalarkan cat di Dewan Bandaran anda, kejutan elektrik akan mencampakkan mereka dan membuat udara rasa seperti buah kelapa... dan logam."
"TID_CLAN_CASTLE_DEFEND","Mengawal"
"TID_CLAN_CASTLE_SLEEP","Tidur"
"TID_NOTIFICATION_ARMY","Tentera"
"TID_NOTIFICATION_SHIELD_AND_GUARD","Perisai dan Pengawal"
"TID_NOTIFICATION_UPGRADES","Naik Taraf"
"TID_NOTIFICATION_RESOURCES","Sumber dan Bonus Harian"
"TID_NOTIFICATION_EVENTS","Acara"
"TID_NOTIFICATION_CLAN_GAMES","Permainan Klan"
"TID_NOTIFICATION_CLAN_WARS","Perang Klan"
"TID_SETTINGS_NOTIFICATIONS","Tetapan Pemberitahuan"
"TID_EVENT_DONATION_INFO","Derma dengan 1 Permata sahaja!"
"TID_SIEGE_MACHINE_STORAGE_CAPACITY","Kapasiti Mesin Kepungan: <number>"
"TID_SPECIAL_OFFER_BUILDERBASE_ANNIVERSARY_ALLPRICEPOINTS","Pek Ulang Tahun"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_9999","• <booster1>x Emas Rune Pembina\n• <booster2>x Eliksir Rune Pembina\n• <booster3>x Buku Laga\n• <booster4>x Buku Bangunan\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 2 kali!\n\nMula menaik taraf dengan pek menakjubkan ini!"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_4999","• <booster1>x Emas Rune Pembina\n• <booster2>x Eliksir Rune Pembina\n• <booster3>x Buku Laga\n• <booster4>x Buku Bangunan\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 4 kali!\n\nMula menaik taraf dengan pek menakjubkan ini!"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_1999","• <booster1>x Emas Rune Pembina\n• <booster2>x Eliksir Rune Pembina\n• <booster3>x Buku Laga\n• <booster4>x Buku Bangunan\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 10 kali!\n\nMula menaik taraf dengan pek menakjubkan ini!"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_NOTIFICATION","Ketua, tawaran ulang tahun Pangkalan Pembina khas tersedia untuk anda!"
"TID_CLAN_GAMES_REWARD_TIME_COUNTDOWN","Baki Masa: <time>"
"TID_ACCOUNT_DELETION_WARNING_CONTACT_PS","Anda telah memohon akaun ini dipadamkan. Anda mempunyai baki masa <time> untuk membatalkan pemadaman."
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT","Untuk menghubungi Bantuan dan Sokongan, anda perlu mengemas kini versi permainan anda."
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT_TITLE","Kemas Kini Diperlukan"
"TID_OVERVIEW_SIEGE_TITLE","Mesin Kepungan: <number>"
"TID_ARMY_OVERVIEW_HINT_SIEGE","Mesin Kepungan dibuka kunci pada Dewan Bandaran tahap 12"
"TID_AVATAR_MESSAGE_SUBJECT_THANK_YOU_FOR_REPORTING","Terima kasih kerana melaporkan perkara ini!"
"TID_AVATAR_MESSAGE_TEXT_THANK_YOU_FOR_REPORTING","Pemain yang melanggar dasar Permainan Selamat dan Adil mengganggu permainan semua orang dan laporan anda membantu kami mengenal pasti mereka.\n\nKami tidak dapat memberikan butiran terperinci tentang penalti akaun, tetapi, laporan anda baru-baru ini membawa kepada tindakan terhadap akaun pemain yang dilaporkan. Laporan anda membantu Clash of Clans menjadi tempat lebih mesra untuk semua orang.\n\nJika anda temui perangai buruk lagi, kami berharap anda terus membantu komuniti dengan melaporkannya kepada kami.\nYang Benar,\nSupercell"
"TID_HAMMERJAM_OFFER1_MAGICITEMS_BUILDER_POTION_AND_GOLD_INFO_999","• <res0> Emas\n• <booster1>x Posyen Pembina\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 5 kali!\n\nGuna sebaik-baiknya tawaran Hammer Jam ini sempena Musim Menaik taraf ini!"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_9999","• <booster1>x Cincin Benteng\n• <booster2>x Rune Eliksir\n• <booster3>x Rune Emas\n• <booster4>x Rune Eliksir Kejahatan\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 2 kali!\n\nMula menaik taraf dengan pek kemas kini menakjubkan ini!"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_4999","• <booster1>x Cincin Benteng\n• <booster2>x Rune Eliksir\n• <booster3>x Rune Emas\n• <booster4>x Rune Eliksir Kejahatan\n\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 4 kali!\n\nMula menaik taraf dengan pek kemas kini menakjubkan ini!"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_1999","• <booster1>x Cincin Benteng\n• <booster2>x Rune Eliksir Kejahatan\n• <booster3>x Posyen Pembina\n•\n• Tiada had penyimpanan!\n• Tawaran ini boleh dibeli 10 kali!\n\nMula menaik taraf dengan pek kemas kini menakjubkan ini!"
"TID_EVENT_TITLE_HAMMERJAM_PACK","Pek Naik Taraf"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK","Ketua, tawaran khas Hammer Jam tersedia untuk anda!"
"TID_EVENT_TITLE_HAMMERJAM_PACK2","Pek Kemas Kini"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK2","Ketua, satu tawaran khas tersedia untuk anda!"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_12","Tidak Terkalah 12"
"TID_CLANGAMES_TASK_USE_SIEGERAMS","Pembantaian Peruntuh Benteng"
"TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","Pesta Kapal Udara Tempur"
"TID_CLANGAMES_TASK_USE_ELECTRODRAGON","Mania Naga Elektro"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_12","Meraih <num> bintang menentang lawan dengan dewan bandaran 12 dalam pertempuran berbilang pemain."
"TID_CLANGAMES_TASK_INFO_USE_SIEGERAMS","Meraih <num> bintang dari pertempuran berbilang pemain menggunakan <num2> Pemusnah Benteng"
"TID_CLANGAMES_TASK_INFO_USE_SIEGEZEPPELINS","Meraih <num> bintang dari pertempuran berbilang pemain menggunakan <num2> Kapal Udara Tempur"
"TID_CLANGAMES_TASK_INFO_USE_ELECTRODRAGON","Meraih <num> bintang dari pertempuran berbilang pemain menggunakan <num2> Naga Elektro"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT_WITH_SIEGE","Bantuan Istana Klan: <number>"
"TID_NEWS_CW_BD_GIFTS_TEXT","Raikan Ulang Tahun Perang Klan! Memperoleh permata bonus untuk klan anda setiap kali anda membeli <c80d8e8>Permata + Hadiah Klan</c>."
"TID_NAME_REPORT_TITLE","Laporkan <name>?"
"TID_NAME_REPORT_TEXT","Anda pasti ingin melaporkan <name> untuk nama yang tidak senonoh?"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","Anda hanya boleh menukar nama sekali secara percuma. Gunakannya sebaik mungkin kerana petukaran nama pada masa depan akan dikenakan permata."
"TID_PAID_NAME_CHANGE_INTRO_TEXT","Gunakan permata untuk mula menukar nama?\nJika anda memilih nama yang tidak senonoh, kami berhak untuk menukarnya tanpa membayar balik permata anda."
"TID_NAME_CHANGE_LIMIT_EXCEEDED","Anda sudah melebihi bilangan maksimum yang dibenarkan untuk menukar nama."
"TID_OBSTACLE_BIRTHDAY2018","Kek Ulang Tahun ke-6"
"TID_DIAMOND_BUNDLE_TH12_INFO","• Bengkel tahap 1\n• <res0> Eliksir Kejahatan\n• <res1> Emas\n\nTiada masa pembinaan, tiada had simpanan! Mula membina Mesin Kepungan segera di Bengkel!\n\nJangan terlepas tawaran SATU KALI <cffec78>bernilai <value>X</c> ini!"
"TID_DIAMOND_BUNDLE_TH12_ALT_INFO","• <res0> Eliksir Kejahatan\n• <res1> Emas\n• <res2> Eliksir\n\nTiada had penyimpanan!\n\nJangan terlepas tawaran satu kali <cffec78>bernilai <value>X</c> ini!"
"TID_DIAMOND_BUNDLE_TH12","Pek Dewan Bandaran 12"
"TID_PLAYER_PROFILE_SIEGE","Mesin Kepungan"
"TID_SIEGE_MACHINES_OVERVIEW","Gambaran Keseluruhan"
"TID_SIEGE_MACHINES_BATTLE","Dalam Pertempuran"
"TID_SIEGE_MACHINES_OVERVIEW_TEXT","Mesin Kepungan merupakan cara baharu dan alternatif untuk menghantar peneguhan Istana Klan anda. Daripada mengerahkan askar Istana Klan anda daripada pinggir peta, Mesin Kepungan membenarkan anda menghantar mereka terus ke tengah-tengah kampung musuh! Bengkel Kepungan membenarkan anda membina Mesin Kepungan untuk diri sendiri atau ahli Klan anda boleh menderma satu kepada anda. Jangan lupa bahawa Istana Klan anda perlu berada sekurang-kurangnya pada tahap 6 untuk memuatkan Mesin Kepungan."
"TID_SIEGE_MACHINES_BATTLE_TEXT","Setiap Mesin Kepungan khusus dalam cara membawa kemusnahan yang berbeza. Anda boleh membina berbilang Mesin Kepungan agar anda boleh memilih mesin yang anda mahu gunakan pada awal pertempuran. Selain itu, jika anda pilih untuk tidak menggunakan Mesin Kepungan anda, anda masih boleh mengerahkan peneguhan Istana Klan anda guna cara lama dengan mentogol kepada panji Istana Klan di bar askar. Jangan lupa untuk meminta askar Istana Klan anda daripada ahli Klan anda! Istana Klan yang kosong bermakna Mesin Kepungan yang kosong. Tiada pilihan yang salah dalam Mesin Kepungan yang anda pilih. Semuanya terpulang kepada anda untuk menentukan yang mana satu yang sesuai dan melengkapi gabungan askar Istana Klan anda!"
"TID_NAME_CHANGE_ON_COOLDOWN","Anda perlu menunggu <time> lagi untuk menukar nama sekali lagi."
"TID_OVERQUEUE_HELPER_SIEGE_MACHINE","Mesin kepungan ini akan menyertai tentera anda apabila terdapat ruang kosong!"
"TID_SIEGE_MACHINES_TROOP_BAR_HINT","<name> anda kosong!"
"TID_WL_WARLESS_DAY","Tidak Bermain"
"TID_WL_WARLESS_DAY_INFO","Klan lain sedang bertempur hari ini. Bersiap sedia untuk perang hari esok."
"TID_WL_WARLESS_DAY_INFO_END","Klan lain sedang bertempur hari ini. Keputusan liga akan tersedia esok."
"TID_WL_LEAGUE_INFO_BUTTON","Maklumat Musim"
"TID_OBSTACLE_HALLOWEEN2018","Topi Ahli Sihir Perempuan"
"TID_NPC51","Penyerang"
"TID_NPC52","Pangkah dan Busur"
"TID_NPC53","Rombongan Hutan"
"TID_NPC54","Larian Rangka"
"TID_NPC55","Latihan Ajaib"
"TID_NPC56","Tekanan Tinggi"
"TID_NPC57","Zon Larangan Terbang"
"TID_NPC58","Upacara Tamat Pengajian"
"TID_NPC59","Larut Malam"
"TID_NPC60","Dari Semua Arah"
"TID_NPC61","Pedas Berdesing"
"TID_NPC62","Penyelesaian Bawah Tanah"
"TID_NPC63","Peluang Kerjasama"
"TID_NPC64","Lorong Boling"
"TID_NPC65","Bertenang"
"TID_NPC66","Sarang Helang"
"TID_NPC67","Perbadanan Bunga Api"
"TID_NPC68","Ibu Negara Goblin"
"TID_NPC69","Pilih Racun Anda"
"TID_NPC70","Arena"
"TID_NPC71","Peta Kertas"
"TID_NPC72","Ditandai Berperangkap"
"TID_NPC73","Lebuh Agung"
"TID_NPC74","Dikepung"
"TID_NPC75","Sarang Naga"
"TID_MAP_LOCATION_15","Tempat Berlindung Permaisuri"
"TID_MAP_LOCATION_16","Bukit Membara"
"TID_MAP_LOCATION_17","Tasik Naga"
"TID_MAP_LOCATION_18","Laluan Helang"
"TID_MAP_LOCATION_19","Tasik Belut"
"TID_MAP_LOCATION_20","Gunung Berdengung"
"TID_MAP_LOCATION_21","Air Berkocak"
"TID_MAP_LOCATION_22","Tasik Kering"
"TID_WL_TAB_BRACKET_LEADERBOARD","Pasukan"
"TID_WL_TAB_BRACKET_WARS","Pusingan"
"TID_WL_TAB_CLAN_WARS","Rekod Musim"
"TID_PERSONALISED_SHOP_DESCRIPTION","Jika ini ‘Dihidupkan´, anda boleh mendapatkan tawaran di kedai yang releven kepada anda."
"TID_WL_COLUMN_POSITION","Kedudukan"
"TID_WL_COLUMN_CLAN_NAME","Klan"
"TID_WL_COLUMN_WINS","Menang"
"TID_WL_COLUMN_STARS","Bintang"
"TID_WL_COLUMN_DETAILS","Butiran"
"TID_WL_SEASON_NAME","Liga Perang Musim <month><year>"
"TID_WL_CURRENT_ROUND","Pusingan Semasa: <x>/<y>"
"TID_WL_SEASON_ENDED","Musim Telah Tamat"
"TID_SETTINGS_TROOP_REQUEST","Tunjukkan Permintaan Bantuan Berkenaan Sahaja"
"TID_SETTINGS_TROOP_REQUEST_HELP","Jika ini ‘dihidupkan´, anda hanya akan nampak permintaan bantuan yang anda boleh mendermakan."
"TID_WL_DAY_TITLE","Pusingan <x>"
"TID_WL_OTHER_PLAYER_EDITING_ROSTER","Ahli klan lain sedang mengedit senarai peserta perang."
"TID_WL_CANNOT_EDIT_ROSTER","Tidak boleh edit peserta perang sekarang."
"TID_WL_FAILED_TO_EDIT_ROSTER","Gagal simpan perubahan kepada senarai peserta perang."
"TID_BUILDING_GOBLIN_CASTLE","Istana Goblin"
"TID_BUILDING_DRAGON_CAVE","Gua Seram"
"TID_DECORATION_SWORD_IN_STONE","Patung Juara"
"TID_WL_BREAK_DAY","Masa Rehat"
"TID_WL_UPCOMING_WAR_TITLE","Perang Akan Datang"
"TID_BOOSTER_FREE_BUILDING_UPGRADE","Tukul Bangunan"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_INFO","Mengayunkan tukul ajaib ini akan menaik taraf mana-mana bangunan serta-merta. Memerlukan pembina bebas. Boleh digunakan di kedua-dua kampung!"
"TID_BOOSTER_FREE_HERO_UPGRADE","Tukul Wira-wira"
"TID_BOOSTER_FREE_HERO_UPGRADE_INFO","Mengayunkan tukul ajaib ini akan menaik taraf mana-mana wira atau haiwan peliharaan serta-merta. Boleh digunakan di kedua-dua kampung!"
"TID_BOOSTER_FREE_TROOP_UPGRADE","Tukul Laga"
"TID_BOOSTER_FREE_TROOP_UPGRADE_INFO","Mengayunkan tukul ajaib ini akan menaik taraf mana-mana askar serta-merta. Boleh digunakan di kedua-dua kampung!"
"TID_BOOSTER_FREE_SPELL_UPGRADE","Tukul Wira-wira"
"TID_BOOSTER_FREE_SPELL_UPGRADE_INFO","Mengayunkan tukul ajaib ini akan menaik taraf mana-mana sihir serta-merta. Boleh digunakan di kedua-dua kampung!"
"TID_SHOP_CATEGORY_OFFERS","Tawaran Khas"
"TID_SHOP_CATEGORY_PRIZES","Kedai Liga"
"TID_SHOP_CATEGORY_BUILD","Bangunan & Perangkap"
"TID_SHOP_CATEGORY_TRAPS","Perangkap"
"TID_SELECT_TROOP_OR_SPELL","Sila pilih satu unit atau sihir untuk dikerahkan"
"TID_WL_ROUND_INFO_BUTTON","Maklumat Perang"
"TID_SHOP_CATEGORY_FLAGS","Bendera"
"TID_MEDALS","Pingat Liga"
"TID_WL_BREAK_DAY_INFO","Setiap klan dalam kumpulan anda akan ada satu hari cuti dalam musim ini. Hari ini giliran kamu untuk berehat!"
"TID_CHARACTER_SKELETON_BARREL","Tong Rangka"
"TID_CHARACTER_INFO_SKELETON_BARREL","Burung ke tu? Atau Kapal Terbang? Oh bukan, cuma Harry, Larry,Terry dan sedozen rakan mereka, menuju ke bangunan terdekat dalam satu tong tulang!"
"TID_WL_BUTTON_CHANGE_MEMBERS","Tukar Ahli"
"TID_WL_WAR_TITLE","Perang <x>"
"TID_WL_WAR_INDICATOR_SHORT","Perang <x>/<y>"
"TID_LEAGUE_EXACT_SIZE","Pilih <num> peserta untuk perang"
"TID_POPUP_BOOSTER_INSTANT_UPGRADE_TITLE","Naik taraf sekarang!"
"TID_POPUP_BOOSTER_INSTANT_UPGRADE","Guna <booster> untuk naik taraf <item> serta-merta?"
"TID_TRAP_TORNADO","Perangkap Tornado"
"TID_TRAP_TORNADO_INFO","Angin dan batu mungkin boleh mematahkan tulang, tapi, perangkap ini pasti akan membingungkan anda. Memasang saja salah satu perangkap ini dan pusaran yang dilepaskan akan menarik masuk askar-askar musuh, menghalang kemajuan mereka."
"TID_ACHIEVEMENT_NPC_STARS_MORE_TITLE","Serang Goblin lain!"
"TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","Binasakan Bangunan"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","Boom Boom Bangunan"
"TID_CLANGAMES_TASK_DESTROY_MV_WALLS","Bantai Benteng"
"TID_CLANGAMES_TASK_DESTROY_BB_WALLS","Runtuhkan Benteng"
"TID_CLANGAMES_TASK_SPEEDY_STARS_BB","Bintang Mendadak"
"TID_CLANGAMES_TASK_SPEEDY_STARS_MV","Bintang Laju"
"TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","Musnahkan <num>x bangunan dalam pertempuran Berbilang Pemain."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","Musnahkan <num> bangunan dalam Pertempuran Pembina."
"TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","Musnahkan <num>x bahagian benteng dalam pertempuran Berbilang Pemain."
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","Musnahkan <num> bahagian benteng dalam Pertempuran Pembina."
"TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_BB","Kumpul <num> bintang dari Pertempuran Pembina. Hanya bintang diperoleh pada <num2> saat pertama dikira."
"TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","Kumpul <num>x bintang dari pertempuran berbilang pemain. Hanya bintang diperoleh pada <num2> saat pertama dikira."
"TID_WL_LEAGUE_RESULT","Keputusan Musim"
"TID_WL_COLUMN_LOSSES","Kalah"
"TID_WL_COLUMN_DRAWS","Seri"
"TID_POPUP_GIFT_RECEIVED_TITLE","Sumber Bonus"
"TID_POPUP_GIFT_RECEIVED_TEXT","Anda telah berjaya menebus kod promosi anda untuk sumber bonus. Semak peti surat dalam permainan anda untuk maklumat lanjut."
"TID_POPUP_GIFT_RECEIVED_BUTTON","OK"
"TID_WL_TAB_CLAN_MEMBERS","Klan"
"TID_WL_TAB_SEASON_SUMMARY","Keputusan Musim"
"TID_WL_TAB_SELECT_BONUSES","Pilih Bonus"
"TID_STREAM_EVENT_STARTED_WAR_LEAGUE","telah memulakan carian Liga Perang Klan"
"TID_STREAM_EVENT_CANCELLED_WAR_LEAGUE","telah membatalkan carian Liga Perang Klan"
"TID_WL_COLUMN_PLAYER_NAME","Nama"
"TID_WL_COLUMN_WARS","Perang"
"TID_WL_COLUMN_DESTRUCTION","% Kemusnahan"
"TID_WL_COLUMN_ATTACKS","Serang"
"TID_WL_RESULT_PROMOTED","Klan anda dinaikkan pangkat ke"
"TID_WL_RESULT_STAYED","Klan anda kekal di"
"TID_WL_RESULT_DEMOTED","Klan anda diturunkan pangkat ke"
"TID_WL_PERSONAL_REWARDS","Anda diberi ganjaran"
"TID_WL_BUTTON_SEND_BONUSES","Beri Bonus"
"TID_WL_BONUSES_FAILED_NO_RIGHTS","Hanya Ketua atau Ketua Bersama boleh memberikan bonus!"
"TID_GIFT_RECEIVED_INBOX_TEXT","Anda telah berjaya menebus kod promosi anda untuk sumber bonus. Sumber di sebelah kiri telah ditambah ke inventori anda."
"TID_TRAP_SHRINK_SP","Perangkap Mengecut Goblin"
"TID_TRAP_FREEZE_SP","Perangkap Beku Goblin"
"TID_WL_INFO_SIGNUP_TITLE","Liga Perang"
"TID_WL_INFO_SIGNUP_TAB0_HEADER","Gambaran Keseluruhan"
"TID_WL_INFO_SIGNUP_TAB1_HEADER","Penyertaan"
"TID_WL_INFO_SIGNUP_TAB2_HEADER","Ganjaran"
"TID_WL_INFO_SIGNUP_TAB0_TEXT","<cFCE27F>Apakah itu Liga Perang Klan?</c>\n\nLiga Perang Klan adalah pertandingan terbesar bagi klan. Ia adalah liga bulanan yang meletakkan klan anda menentang tujuh klan lain untuk menentukan yang mana adalah yang terkuat. Kamu akan berperang menentang tujuh klan lain dalam tujuh perang dalam masa tujuh hari. Pada akhir hari, klan yang telah memperoleh terbanyak bintang akan dinaikkan pangkat ke liga lebih tinggi, manakala yang lain akan kekal atau diturunkan pangkat. Pada bulan seterusnya, kamu akan bersambung dari tempat kamu berhenti. Lebih tinggi kamu capai, lebih banyak ganjaran dan kegemilangan akan kamu peroleh. Teruskan memanjat ke atas bersama klan anda dan mungkin suatu hari nanti akan menjadi yang terbaik di dunia!"
"TID_WL_SELECT_BONUS","Pilih"
"TID_WL_MUST_SELECT_ALL_BONUSES","Pilih lebih ahli, bonus belum habis diperuntukkan!"
"TID_WL_ALL_BONUSES_ALLOCATED","Semua bonus telah diperuntukkan, nyahpilih satu lagi ahli."
"TID_PROMOTED_TO_TEXT","Dinaikkan pangkat ke"
"TID_STAYS_AT_TEXT","Kekal di"
"TID_DEMOTED_TO_TEXT","Diturunkan pangkat ke"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY","Dewan Bandaran anda tidak mempunyai ruang yang cukup untuk <booster>."
"TID_WL_SEARCHING_FOR_OPPONENTS","Mencari klan pihak lawan..."
"TID_WL_PARTICIPANTS_HEADER","Peserta Liga:"
"TID_WL_STARTWAR_INFO_LEADER","Bertempur dalam sekumpulan <size> klan untuk melihat siapa yang paling kuat. Memperoleh kegemilangan, rampasan bonus, XP klan dan Pingat Liga!\n\nSudahkah klan anda bersedia? Sertai liga!\nPendaftaran tamat dalam:<time>"
"TID_WL_STARTWAR_INFO_CLANMEMBER","Bertempur dalam sekumpulan <size> klan untuk melihat siapa yang paling kuat. Memperoleh kegemilangan, rampasan bonus, XP klan dan Pingat Liga!\n\n\nSudahkah klan anda bersedia? Minta ketua klan sertai liga.\nPendaftaran tamat dalam:<time>"
"TID_WL_NORMAL_WAR_AVAILABLE_TEXT","Minimum 15 ahli klan diperlukan. Perang Klan biasa akan tersedia untuk klan tidak menyertai apabila Pendaftaran Liga tamat."
"TID_ACHIEVEMENT_DRAGON_SLAYER_TITLE","Pembunuh Naga"
"TID_ACHIEVEMENT_DRAGON_SLAYER","Bunuh Naga Gergasi di Peta Kempen"
"TID_BUY_PRIZE_SHOP_ITEM_HEADER","Beli <item>?"
"TID_BUY_PRIZE_SHOP_ITEM_TEXT","Adakah anda pasti ingin beli <item>?"
"TID_PRIZE_SHOP_ITEM_PURCHASED_INVENTORY","<item> ditambah ke inventori anda."
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY","<item> ditambah ke Dewan Bandaran anda"
"TID_PRIZE_SHOP_ITEM_PURCHASED_RESOURCE","<count> <resource> ditambah."
"TID_WL_INFO_SIGNUP_TAB1_TEXT","<cFCE27F>Macam mana boleh klan saya mengambil bahagian?</c>\n\nKetua dan pembantu ketua boleh mendaftarkan klan kamu dalam tempoh pendaftaran. Jika ini kali pertama kamu mengambil bahagian, kamu akan dimasukkan ke dalam liga berdasarkan kekuatan lima belas ahli terkuat kamu. Apabila tujuh klan lain dari tahap liga kamu telah ditemui, persediaan untuk pusingan pertama akan bermula serta-merta!<cFCE27F>\n\nKlan saya tidak kuat. Patutkah kami mengambil bahagian?</c>\n\nYa! Asalkan kamu mempunyai sekurang-kurangnya lima belas ahli, kamu patut mengambil bahagian. Kamu boleh memperoleh ganjaran hebat walaupun jika kamu tidak dinaikkan pangkat ke tahap liga lebih tinggi!"
"TID_WL_INFO_SIGNUP_TAB2_TEXT","<cFCE27F>Apakah yang kami dapat dari Liga Perang Klan?</c>\n\nTentulah kegemilangan! Tapi, ada juga ganjaran eksklusif yang anda hanya boleh dapat dengan menyertai Liga Perang Klan! Memperoleh bintang dalam tempoh Minggu Pertempuran Liga Perang akan memberikan anda Pingat Liga. Lebih tinggi kedudukan anda di dalam peringkat liga, lebih Pingat Liga yang akan anda dapat. Anda boleh menukar Pingat Liga yang anda peroleh dengan Item Ajaib dan hadiah unik lain di kedai.\n\n<cFCE27F>Adakah terdapat cara lain untuk peroleh Pingat Liga?</c>\n\nPemimpin klan boleh mengganjari sesiapa yang menyertai dengan sebilangan bonus medal terhad, walaupun mereka tidak bertempur! Anda memperoleh bonus yang lebih besar di peringkat liga yang lebih tinggi dan setiap kemenangan akan memberi anda pingat tambahan!"
"TID_WL_INFO_LIVE_TAB0_HEADER","Minggu Pertempuran"
"TID_WL_INFO_LIVE_TAB1_HEADER","Mata dan Papan Pemimpin"
"TID_WL_INFO_LIVE_TAB2_HEADER","Keputusan dan Ganjaran"
"TID_WL_INFO_LIVE_TAB0_TEXT","<cFCE27F>Apakah itu Minggu Pertempuran? </c>\n\nDalam setiap minggu pertempuran, klan anda akan dikumpulkan dengan tujuh klan lain daripada peringkat liga anda. Dalam tujuh hari seterusnya, klan anda akan bertempur sesama klan lain untuk menentukan klan terbaik dalam kumpulan anda! Klan yang cemerlang akan dinaikkan pangkat ke peringkat liga lebih tinggi manakala klan dengan prestasi kurang baik akan diturunkan peringkat.\n\nApabila minggu pertempuran bermula, klan anda akan memasuki tempoh persediaan untuk hari perang pertama anda. Ketika hari persediaan, anda boleh memilih peserta untuk perang seterusnya dari mereka yang mendaftar. Perang pertama akan bermula selepas 24 jam. Pada masa yang sama, persediaan untuk perang hari kedua juga akan bermula!"
