"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","Effect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","CanBounceOverWall","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings"
"Lava Ammo6","sc/buildings2.sc","lava_launcher_projectile_2","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",5,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo7","sc/buildings2.sc","lava_launcher_projectile_2","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",6,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo8","sc/buildings2.sc","lava_launcher_projectile_3","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",7,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo9","sc/buildings2.sc","lava_launcher_projectile_3","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",8,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AmazonQueen_shield_A","sc/buildings.sc","trollBoulder_lvl4","FALSE",6,"mortar_lvl8_trail_emitter",,2000,50,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",150,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AmazonQueen_shield","sc/characters.sc","shield_projectile","FALSE",0,"shield_trail_glow",,2000,50,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",120,,0,"FALSE","FALSE",100,3,0,0,"trollBoulder_destroyed",,0,0,"TRUE",7000,15,"TRUE","FALSE","FALSE",0,0
"AmazonQueen_javelin","sc/characters.sc","hero_warriorprincess_javelin","FALSE",0,"javelin_trail_glow",,1200,0,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","TRUE",0,0
"Ice Breaker Ammo1","sc/buildings.sc","ice_breaker_lvl1_projectile","FALSE",0,"Ice_Breaker_lvl1_trail_emitter",,1200,190,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,"IceBreakerSplinters",0,"TRUE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"Ice Breaker Ammo2","sc/buildings.sc","ice_breaker_lvl2_projectile","FALSE",0,"Ice_Breaker_lvl1_trail_emitter",,1200,190,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,"IceBreakerSplinters",1,"TRUE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"Ice Breaker Ammo3","sc/buildings.sc","ice_breaker_lvl2_projectile","FALSE",0,"Ice_Breaker_lvl1_trail_emitter",,1200,190,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,"IceBreakerSplinters",2,"TRUE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"Artillery Ammo4","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"Artillery Trail",500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",3,"FALSE","FALSE",5000,1,5000,580,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Artillery Ammo5","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"Artillery Trail",500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",4,"FALSE","FALSE",5000,1,5000,580,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"YetimiteJump","sc/characters.sc","yetimite_lvl1_idle1","FALSE",6,,,400,10,0,"TRUE",,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",100,,0,"FALSE","FALSE",120,0,0,0,"Yetimite Die",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"YetimiteJump2","sc/characters.sc","yetimite_lvl2_idle1","FALSE",6,,,400,10,0,"TRUE",,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",100,,0,"FALSE","FALSE",120,0,0,0,"Yetimite Die",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"YetimiteJump3","sc/characters.sc","yetimite_lvl3_idle1","FALSE",6,,,400,10,0,"TRUE",,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",100,,0,"FALSE","FALSE",120,0,0,0,"Yetimite Die",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"YetimiteJump4","sc/characters.sc","yetimite_lvl4_idle1","FALSE",6,,,400,10,0,"TRUE",,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",100,,0,"FALSE","FALSE",120,0,0,0,"Yetimite Die",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirTrapBalloon_lvl6","sc/buildings.sc","air_trap_projectile_lvl6","FALSE",0,,,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"magic_archer_projectile","sc/characters_super.sc","superArcher_projectile","FALSE",0,"magic_arrow_trail",,1400,30,25,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"SkeletonProjectile","sc/characters.sc","BoarRider1_Attack1","FALSE",6,,,400,100,40,"TRUE",,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",100,,0,"FALSE","FALSE",120,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Headhunter_Card_lvl1","sc/characters.sc","card_lvl1","FALSE",0,"card_trail_glow1",,1400,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Headhunter_Card_lvl2","sc/characters.sc","card_lvl1","FALSE",0,"card_trail_glow2",,1400,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Headhunter_Card_lvl3","sc/characters.sc","card_lvl1","FALSE",0,"card_trail_glow3",,1400,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"super_gargoyle_projectile","sc/characters_super.sc","minion_rocket","FALSE",0,"super_minion_missile_traile_emitter",,400,140,40,"TRUE","sc/characters_super.sc","gargoyle_arrow_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"super_gargoyle_projectile_big","sc/characters_super.sc","minion_rocket_big","FALSE",0,"mortar_lvl8_trail_emitter",,600,140,40,"TRUE","sc/characters_super.sc","gargoyle_arrow_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",250,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"RollingLog","sc/characters.sc","log_lvl1_run1","FALSE",18,"trollBoulder_dust_emitter_lvl1",,420,0,100,"FALSE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,"Log Die",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",30,4
"icy_tinyhound_projectile","sc/characters.sc","tiny_icehound_projectile","FALSE",0,,,300,150,5,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"SuperBowlerProjectile","sc/buildings.sc","super_boulder","FALSE",6,"trollBoulder_dust_emitter_lvl2",,475,120,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",140,,0,"FALSE","FALSE",100,3,0,0,"trollBoulder_destroyed","suptrollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"SuperDragonProjectile","sc/buildings.sc","Flamer_projectile_1","FALSE",0,"Super_dragon_trail",,480,120,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",120,,0,"FALSE","TRUE",0,0,0,0,,,100,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Nail Ammo","sc/buildings.sc","nail_ammo","FALSE",0,,,1800,160,100,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",50,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Nail Ammo 2","sc/buildings.sc","nail_ammo_2","FALSE",0,,,1800,160,100,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",50,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DragonRiderProjectile","sc/buildings.sc","dragon_rider_ammo_01","FALSE",0,"dragon_rider_projectile_fire_trail",,960,107,80,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DragonRiderProjectile 2","sc/buildings.sc","dragon_rider_ammo_02","FALSE",0,"dragon_rider_projectile_fire_trail_02",,960,107,80,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DragonRiderProjectile 3","sc/buildings.sc","dragon_rider_ammo_03","FALSE",0,"dragon_rider_projectile_fire_trail_03",,960,107,80,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"UnicornHealEnergy","sc/buildings.sc","dummy_particle","FALSE",0,"unicorn_projectile_trail",,1200,80,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirTrapBalloon_lvl8","sc/buildings.sc","air_trap_projectile_lvl8","FALSE",0,,,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireCatapultProjectile1","sc/characters.sc","firespirit_projectile1","FALSE",6,"mortar_lvl8_trail_emitter",,500,120,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"FireSpiritExplosion",0,"FALSE","TRUE",0,0,0,0,,,80,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"FireCatapultProjectile2","sc/characters.sc","firespirit_projectile1","FALSE",6,"mortar_lvl8_trail_emitter",,500,120,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"FireSpiritExplosion",1,"FALSE","TRUE",0,0,0,0,,,80,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"FireCatapultProjectile3","sc/characters.sc","firespirit_projectile1","FALSE",6,"mortar_lvl8_trail_emitter",,500,120,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"FireSpiritExplosion",2,"FALSE","TRUE",0,0,0,0,,,80,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
"FireCatapultProjectile4","sc/characters.sc","firespirit_projectile1","FALSE",6,"mortar_lvl8_trail_emitter",,500,120,0,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"FireSpiritExplosion",3,"FALSE","TRUE",0,0,0,0,,,80,0,"FALSE",0,0,"FALSE","TRUE","FALSE",0,0
