"TID","FI"
"TID_WAR_RESULTS_INFO_HEADLINE","Sodan tulokset"
"TID_WAR_SPECTATOR_TITLE","Sodan katselija"
"TID_WAR_SPECTATOR_TEXT","Et voi osallistua tähän sotaan. Sinun kuuluttava klaaniin ennen sodan alkamista. Sinulla täytyy myös olla tarpeeksi hyvä sijoitus etkä voi olla samanaikaisesti osallisena toisessa sodassa."
"TID_ALLIANCE_WAR_HAS_ENDED","Klaanisotasi on päättynyt!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Nykyinen sota"
"TID_HOME","Koti"
"TID_ENEMY","Vihollinen"
"TID_BUTTON_RETURN_TO_WAR","Sotakartta"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Valmiina sotaan tämän ajan kuluttua:"
"TID_WAR_DONATE_SPECTATOR","Katselijat eivät voi lahjoittaa!"
"TID_WAR_SEARCH_CANCEL","Perutaan hakua..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Saavutukset"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Uusia tähtiä hyökkäystä kohden"
"TID_ALLIANCE_WAR_STATS_TAB","Sotatilastot"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Sankarillisin hyökkäys"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Sankarillisin puolustus"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Ei mitään"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Hyökkäysten keskimääräinen kesto"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Viimeinen tilaisuus!"
"TID_WAR_STREAM_ENTRY_TIME","Jäljellä <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 tähteä"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 tähteä"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 tähti"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Hävityt hyökkäykset"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Katso kartalla"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Poista joukko?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Haluatko varmasti poistaa tämän lahjoitetun yksikön sotalinnastasi?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Kaikkein arvokkain voitto:"
"TID_BUTTON_CALL_CENTER","Puhelinkysely"
"TID_CALL_CENTER_TITLE","Puhelinkysely"
"TID_CALL_CENTER_TEXT","[Supercellin tukipuhelin]\n\nPuh:1688-6276\nAukioloajat: ma - pe / 10:00 ~ 18:00\n\nLisätietoja\nPuhelinpalvelu ei ole käytössä viikonloppuisin eikä pyhäpäivinä.\nSaat lisää apua lähettämällä viestin pelin kautta."
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Onko sinulla jo kylä?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Käytetyt hyökkäykset (parhaat kylät)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Käytetyt hyökkäykset (keskitason kylät)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Käytetyt hyökkäykset (alimman tason kylät)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Voitetut puolustukset:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25 % tuhottu!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50 % tuhottu!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75 % tuhottu!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Päärakennus tuhottu!"
"TID_STREAM_EVENT_STARTED_WAR","aloitti klaanisotahaun."
"TID_STREAM_EVENT_CANCELLED_WAR","perui klaanisotahaun."
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Klaanisotaan ei löytynyt vastustajaa. Aloita sota uudelleen."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","perui ystävyyssodan."
"TID_VILLAGE_EDIT_MODE_WAR","Sotakylän muokkaustila"
"TID_WAR_BASE","Muokkaa sotakylää"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Voisitko antaa meille seuraavat tiedot kadonneesta kylästäsi?\nKylän tarkka nimi:\nPäärakennuksen taso:\nKokemuspistetaso:\nKlaanisi nimi (jos olet klaanissa):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Menetetty kylä"
"TID_BUTTON_SIGN_IN","Kirjaudu"
"TID_FAQ_TITLE_GEM_BOX","Miten saan jalokiviarkun?"
"TID_FAQ_TEXT_GEM_BOX","Jalokiviarkku ilmestyy satunnaisesti jokaisen pelaajan kylään. Jalokiviarkun ilmestymistiheys on myös satunnaista, minkä vuoksi voi tuntua siltä, että joku pelaaja saa niitä muita enemmän. Älä huoli, sillä pitkällä aikavälillä kaikki pelaajat saavat saman määrän jalokiviarkkuja, jotka sisältävät saman määrän jalokiviä."
"TID_FAQ_TITLE_CLAN_WARS","Miten liityn klaanisotaan?"
"TID_FAQ_TEXT_CLAN_WARS","Jos haluat taistella klaanisodissa, liity klaaniin, jossa on vähintään kymmenen jäsentä. Lisätietoja saat, kun napautat \qLisäapua\q-painiketta."
"TID_WAR_STATS_HEADER_BATTLES","Hyökkäykset yhteensä"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Parhaat hyökkäykset"
"TID_WAR_STATS_HEADER_WAR_STATS","Hyökkäystilastot"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Parhaat taistelut"
"TID_LIVE_REPLAY","Katsele suorana"
"TID_WATCH_LIVE_REPLAY","Katsele suorana"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","Haluatko ladata kaikki varsijouset hintaan <number> x <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","Haluatko ladata kaikki Inferno-tornit hintaan <number> x <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","Haluatko ladata kaikki varsijouset ja Kotka-tykistön hintaan <number> x <resource>?"
"TID_POPUP_RELOAD_ALL_XBOWS","Lataa kaikki varsijouset"
"TID_POPUP_RELOAD_ALL_INFERNOS","Lataa kaikki Inferno-tornit."
"TID_POPUP_RELOAD_ALL","Lataa kaikki"
"TID_AMMO_FILL_CONFIRMATION_ALL","Kaikki varsijouset on ladattu!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Kaikki Inferno-tornit on ladattu!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Kaikki varsijouset ja Kotka-tykistö on ladattu!"
"TID_AMMO_ALREADY_FULL_ALL","Kaikki varsijouset on ladattu!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Kaikki Inferno-tornit on ladattu!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Kaikki varsijouset ja Kotka-tykistö on ladattu!"
"TID_TRAPS_ALREADY_ARMED","Kaikki ansat on ladattu!"
"TID_TOTEM","Toteemi"
"TID_SLOW_SPELL","Hidas"
"TID_BOOSTDEFENCES_SPELL","Tehosta puolustusta"
"TID_BUTTON_LOAD_ALL","Lataa kaikki"
"TID_BUTTON_TRAPS_ARMED","Kaikki ansat ladattu."
"TID_TAB_NEWS","Uutiset"
"TID_TAB_SETTINGS","Asetukset"
"TID_TAB_MORE","Lisää"
"TID_HINT_NAMECHANGE","Valitettavasti et voi vaihtaa kyläsi nimeä. Kylän asukkaat eivät enää tietäisi, missä asuvat!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Katselu epäonnistui. Yritä myöhemmin uudelleen."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Katselu epäonnistui. Tämä taistelu on jo päättynyt."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Katselu epäonnistui. Kaikki katselijapaikat ovat jo täynnä."
"TID_HASTE_DAMAGE_OFFSET","Tuhon kasvu: <number>"
"TID_HERO_ABILITY_HEALTH","Voimien palautuminen: <number>"
"TID_MORE_FACEBOOK","Pysy ajan tasalla! Liity joukkoomme Facebookissa!"
"TID_MORE_YOUTUBE","Tutustu Clash of Clansin YouTube-kanavaan!"
"TID_MORE_TWITTER","Seuraa meitä Twitterissä! Twiittaa @clashofclans."
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Liity Clash of Clansin yhteisöön!"
"TID_NEWS_BUTTON_GO","Siirry"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Tämä jättiläismäinen hurjapää kestää kovemmatkin iskut ja lyö lyttyyn kaiken tieltään. Hän suojaa aluettaan raivokkaasti puolustaessaan, ja kun hänen rautanyrkkinsä on avattu, hän heittäytyy tuhoisan raivon valtaan hyökätessään vihollisen kylään."
"TID_HERO_INSTRUCTIONS_QUEEN","Tällä viehkeällä saalistajalla on uskomattomat tuhovoimat, vaikka hän ei ole kovin kestävä taistelija. Puolustaessaan hän ampuu alueelleen erehtyviä vihollisia, ja hyökätessään hän levittää kauhua sekä saa aikaan karmivaa tuhoa, kun hänen kuninkaallinen viittansa on avattu."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Haluatko varmasti päivittää valitut muurit hintaan <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Päivitä muurit"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Poista vahvistusjoukot?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Haluatko varmasti poistaa vahvistusjoukot? Et saa niistä resursseja takaisin."
"TID_POPUP_REMOVE_TROOP_TITLE","Poista joukot?"
"TID_POPUP_REMOVE_TROOP_TEXT","Haluatko varmasti poistaa nämä joukot? Et saa niistä resursseja takaisin."
"TID_POPUP_REMOVE_SPELL_TITLE","Poista loitsut?"
"TID_POPUP_REMOVE_SPELL_TEXT","Haluatko varmasti poistaa nämä loitsut? Et saa niistä resursseja takaisin."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Poista joukot ja loitsut?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Haluatko varmasti poistaa nämä joukot ja loitsut? Et saa niistä resursseja takaisin."
"TID_REMOVE_TROOP_BUTTON","Poista"
"TID_REMOVE_TROOP_MESSAGE","Joukot poistettu"
"TID_REMOVE_SPELL_MESSAGE","Loitsut poistettu"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Joukot ja loitsut poistettu."
"TID_NEWS_BIRTHDAY_TITLE","Hyvää syntymäpäivää, päällikkö!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans täyttää kaksi vuotta! Juhlan kunniaksi voit tehostaa kaikkia resurssien kerääjiä YHDELLÄ JALOKIVELLÄ kerääjää kohti YHDEN VIIKON AJAN 7. elokuuta asti!"
"TID_AVAILABLE_TROOPS","Saatavilla olevat joukot:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Ota yhteyttä tukeen"
"TID_AD_SEEKER","Laavahurtta"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Nämä raivokkaat pedot nauttivat ilmatorjunnan jahtaamisesta, minkä vuoksi ne suojaavat tehokkaasti muita joukkoja. Kun ne tuhoutuvat, ne jakautuvat useisiin pieniin, heikompiin otuksiin."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Nämä raivokkaat pedot nauttivat ilmatorjunnan jahtaamisesta, minkä vuoksi ne suojaavat tehokkaasti muita joukkoja. Kun laavahurtat tuhoutuvat, ne jakautuvat useisiin pienempiin, heikompiin otuksiin."
"TID_AD_SEEKER_FRAG","Laavapentu"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Laavahurtan tuhoutuessa suuri lauma näitä pikkuisia otuksia ilmestyy jatkamaan taistelua vielä hieman pidempään."
"TID_MAX_SECONDARY_UNITS","Ilmestyvät yksiköt: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Päivitä valitut kohteet"
"TID_NEWS_UPDATE_TITLE","Parannellut loitsut ja ratkaisu tasapeleihin klaanisodissa!"
"TID_NEWS_UPDATE_TEXT","* Parannellut salama-, myrkky-, järistys- ja jääloitsut!\n* Salamaloitsun taso 7 ja 25 uutta muurin palaa on lisätty päärakennuksen tasolle 10.\n* Kokonaistuho ratkaisee nyt tasapelin klaanisodissa: Jos pisteet ovat tasan sodan lopussa, voiton vie se klaani, jonka parhaan hyökkäyksen kokonaistuhoprosentti on suurin."
"TID_NEWS_TROOP_TITLE","Uusi musta joukko: laavahurtta!"
"TID_NEWS_TROOP_TEXT","Tämä lentävä otus on tehty kivestä ja laavasta, ja siksi se kestää kovemmatkin iskut. Se metsästää ilmatorjuntayksiköitä, ja tunkeutuu viholliskylän uumeniin suojaten näin muita joukkoja. Tuhoutuessaan se jakautuu pienempiin laavapentuihin, jotka jatkavat taistelua vielä hieman pidempään."
"TID_NEWS_TROOP_TEXT2","Tämä lentävä otus on tehty kivestä ja laavasta, ja siksi se kestää kovemmatkin iskut. Se metsästää ilmatorjuntayksiköitä, ja tunkeutuu viholliskylän uumeniin suojaten näin muita joukkoja. Tuhoutuessaan se jakautuu pienempiin laavapentuihin, jotka jatkavat taistelua vielä hieman pidempään."
"TID_GEM_BALANCE","Nykyinen jalokivisaldo:\n<total>\n\nIlmaiset jalokivet: <free>\n\nOstetut jalokivet: <paid>"
"TID_MORE_INSTAGRAM","Tutustu Clash of Clansin profiiliin Instagramissa!"
"TID_MORE_TWITCH","Tule seuraamaan Clash of Clansin suoratoistoa Twitchiin!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Jalokivitasapaino"
"TID_GEM_BALANCE_BUTTON","Jalokivitasapaino"
"TID_NEWS_MIRROR_TITLE","Sotavalmistelut"
"TID_NEWS_MIRROR_TEXT","Valmistautuminen ja täydellinen tukka ovat avain menestyksekkääseen taisteluun. Katso, miten velho valmistautuu taisteluun."
"TID_NEWS_RABBIT_TITLE","Magiaa?"
"TID_NEWS_RABBIT_TEXT","Tulipallot eivät ole ainoa ässä velhon hihassa. Katso, mitä muuta hän taikoo."
"TID_UNLOCKED_ARMY","Armeija"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Olet kirjautuneena Game Center -tilille, joka kuuluu päällikön <name> kylälle.\n\nKylällä voi pelata, mutta tähän tiliin vaihtamista ei tueta iOS 7:ää vanhemmalla versiolla. Vaihtaaksesi tähän tiliin päivitä iOS-versio.\n\nLisätietoja iOS-päivityksistä:\nhttp://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(JALOKIVIKEKO)RED"
"TID_NEWS_RED_TITLE","Päällikkö, tue (RED)iä AIDSin vastaisessa taistelussa!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Lisätietoja"
"TID_POPUP_BOOST_ALL_BARRACKS","Tehosta <number> parakin koulutusnopeutta <multiplier>-kertaiseksi <time> ajaksi?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Tuplaa <number> tällaisen pumpun tuotantoa <time> ajaksi?"
"TID_CLAN_LOCALE","Klaanin sijainti:"
"TID_CLAN_WAR_FREQ","Sotimistiheys:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Ei asetettu"
"TID_CLAN_WAR_FREQ_ALWAYS","Aina"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Kahdesti viikossa"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Kerran viikossa"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Harvoin"
"TID_CLAN_WAR_FREQ_NEVER","Ei koskaan"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Tehosta <number> mustan parakin koulutusnopeutta <multiplier>-kertaiseksi <time> ajaksi?"
"TID_REGION_INT","Kansainvälinen"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Loitsusi ovat valmiina taistelua varten!"
"TID_YES","Kyllä"
"TID_NO","Ei kiitos"
"TID_SEARCH_TERM_ANY","Mikä tahansa"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Kiitos, päällikkö!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Kiitos, että tuet (RED)iä AIDSin vastaisessa taistelussa. Haluaisitko näyttää tukesi, ja koristella päärakennuksesi (RED)-koristein 8. joulukuuta asti?"
"TID_SEARCH_OPTIONS","Haun lisäasetukset"
"TID_SHOW_SEARCH_OPTIONS","Näytä"
"TID_CLAN_MEMBER_COUNT","Jäsenet:"
"TID_CLAN_MIN_TROPHIES","Klaanipisteiden alaraja:"
"TID_TO","-"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Tulokset haulle \q<name>\q, haun lisäasetukset käytössä"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Hakutulokset lisäasetuksilla"
"TID_CLAN_LOCATION_UNKNOWN","Ei asetettu"
"TID_CLAN_SHOW_ONLY_JOINABLE","Vain klaaneja, joihin voin liittyä:"
"TID_RESUME_BOOST","Jatka"
"TID_NEWS_SAFEGUARD_TITLE","Turvaa kyläsi!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Käytä Googlen kirjautumispainiketta tallentaaksesi etenemisesi pelissä ja pelataksesi useammilla laitteilla."
"TID_NEWS_SAFEGUARD_TEXT","Kirjaudu Game Centeriin tallentaaksesi etenemisesi pelissä ja pelataksesi useammilla iOS-laitteilla."
"TID_RED_PROCEEDS","100 % tuotoista menee (RED)ille taisteluun AIDSia vastaan."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Olet nyt kirjautuneena Facebookiin."
"TID_FB_CONNECT_NOT_SAFE_TEXT","Voit olla yhteydessä kavereihisi yhdistämällä kyläsi Facebookiin. Kirjaudu Game Centeriin tallentaaksesi etenemisesi pelissä ja pelataksesi useammilla laitteilla."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Voit olla yhteydessä kavereihisi yhdistämällä kyläsi Facebookiin. Kirjaudu Google Playhin tallentaaksesi etenemisesi pelissä ja pelataksesi useammilla laitteilla."
"TID_OBSTACLE_HALLOWEEN2014","Halloween-hautakivi"
"TID_TRAP_HALLOWEEN_SKEL","Luurankoansa"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Vaani ja harhauta pahaa-aavistamattomia vihollisia aiheuttamalla yllätyshyökkäyksen lyhytikäisillä, mutta ovelilla luurankojoukoilla! Luurankoansat voi asettaa hyökkäämään joko maa- tai ilmajoukkoja vastaan."
"TID_CLAN_TAG","Klaanitunniste:"
"TID_BUTTON_BOOST_ALL","Tehosta kaikkia"
"TID_NEWS_RED_LIKE","Tykkää (RED)istä"
"TID_WAR_EXCLUDED_MEMBERS","Poistetut jäsenet:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Et voi poistaa enempää jäseniä sodasta."
"TID_LAYOUTS_USE_BUTTON","Ota käyttöön"
"TID_LAYOUTS_COPY_BUTTON","Kopioi"
"TID_LAYOUTS_EDIT_BUTTON","Muokkaa"
"TID_LAYOUTS_VILLAGE","Kotikylä"
"TID_LAYOUTS_WARBASE","Sotakylä"
"TID_LAYOUTS_ACTIVE_LAYOUT","Käytössä oleva pohjapiirros"
"TID_POPUP_REPLACE_LAYOUT","Korvaa pohjapiirros?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Haluatko varmasti korvata nykyisen pohjapiirroksen?"
"TID_BUTTON_VILLAGE_LOAD","Lataa"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Lataa kylä?"
"TID_LAYOUTS_ALREADY_ACTIVE","Pohjapiirros on jo käytössä."
"TID_LAYOUTS_INCOMPLETE","Pohjapiirros on ensin viimeisteltävä."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Parhaiden tulosten näyttö ei onnistu klaanisi sijainnissa."
"TID_LAYOUT_EDITOR","Pohjapiirrosten muokkaus"
"TID_LAYOUTS_COPY_LABEL","Kopioi"
"TID_PUSH_UNDER_ATTACK","<attacker> hyökkää kylääsi!"
"TID_LAYOUTS_EMPTY_SLOT","Tyhjä"
"TID_LAYOUTS_COPY_EXPLANATION","Valitse kotikylä tai sotakylä kopioidaksesi valittu pohjapiirros."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Kylääsi hyökätään!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Käytössä olevaa pohjapiirrosta ei voi korvata."
"TID_LAYOUTS_OBSTRUCTED","Jotkin esteet on ensin raivattava pois alta."
"TID_LAYOUTS_INVALID","Pohjapiirroksen tallentaminen epäonnistui."
"TID_EDIT_MODE_FINISH_LATER","Viimeistele myöhemmin."
"TID_LAYOUTS_WARBASE_INFO","Huomaa: Jos muokkaat käytössä olevaa sotakylän pohjapiirrosta taistelupäivänä, muutokset tulevat voimaan vasta seuraavassa sodassa."
"TID_LAYOUTS_CANT_COPY_EMPTY","Et voi kopioida tyhjää pohjapiirrosta."
"TID_EDIT_MODE_BLOCKED","Esteiden alle jäävät rakennukset on siirretty varastoosi."
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Sinun täytyy ensiksi kunnostaa klaanilinna."
"TID_LAYOUTS_ACTIVE_VILLAGE","Käytössä oleva kylä"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Käytössä oleva sotakylä"
"TID_PARENTS_GUIDE_BUTTON","Vanhempien opas"
"TID_LAYOUTS_EXPLANATION",
"TID_CLANBADGE_LAYER_0","Tausta"
"TID_CLANBADGE_LAYER_1","Kuvio"
"TID_CLANBADGE_LAYER_2","Reunus"
"TID_WAROPTIN_COUNTIN","Mukana"
"TID_WAROPTIN_LEAVEOUT","Poissa"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Valitse sotaan osallistujat."
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Tätä pelaaja ei voi vielä lähettää sotaan."
"TID_WAR_SIZE","Sodan koko: <num> vastaan <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Valitse lisää jäseniä aloittaaksesi sodan."
"TID_WAR_PERSONAL_SETTING_IN","Mukana"
"TID_WAR_PERSONAL_SETTING_OUT","Poissa"
"TID_CLAN_MIN_LEVEL","Klaanin minimitaso:"
"TID_WAR_SELECT_MEMBERS_HINTS","Voit valita enemmän tai vähemmän jäseniä yllä olevilla painikkeilla."
"TID_MY_PROFILE_TAB","Oma profiili"
"TID_PLAYER_CLAN_TAB","Klaanipelaaja"
"TID_WAR_PARTICIPANTS_HEADER","Sodan osallistujat:"
"TID_CLAN_BADGE_LOCKED","Päivitä klaanisi tasolle <num> avataksesi tämän."
"TID_CLANPERK_DESC_TROOP_REQUEST","Lahjoituspyynnön odotusaika:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Lahjoitusraja:"
"TID_CLANPERK_DESC_DONATION_REFUND","Lahjoituksen hyvitys:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Lahjoituksen päivitys:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Aarrekammion lisävarasto:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Sodan lisäsaalis:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Klaanin vaakunan reunat avattu: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Tärkeää!"
"TID_NEWS_UPGRADE_OS_TEXT","Useista teknisistä syistä joudumme valitettavasti päättämään tuen kaikille iOS-versiota 5.1.1 vanhemmille käyttöjärjestelmille Clash of Clansin seuraavan App Store -päivityksen yhteydessä.\nKoska nykyisessä laitteessasi on vanhempi iOS-versio, et voi enää jatkossa pelata Clash of Clansia laitteellasi, ellet päivitä uusimpaan iOS-versioon.\nNapauta Lisätietoja-painiketta lukeaksesi lisää siitä, miten voit ladata tuoreimman iOS-version iTunesin avulla."
"TID_NEWS_UPGRADE_OS_MORE","Lisätietoja"
"TID_CLANPERK_COMPLETED","Valmis!"
"TID_CLANPERK_UNLOCKED_PERKS","Klaaniedut"
"TID_CLANPERK_INFO_TEXT","Voita klaanipisteitä ja päivitä klaaniasi ylemmille tasoille avataksesi mahtavia klaanietuja! Klaanipisteitä saa kilpailemalla klaanisodissa."
"TID_ALLIANCE_WAR_MY_TEAM","Oma joukkue"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Vihollisjoukkue"
"TID_ALLIANCE_EXP_EARNED","+<value> klaanipistettä"
"TID_WAROPTIN_TAKE","Valitse"
"TID_WAROPTIN_LEAVE","Jätä"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Valitse minut"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Jätä minut"
"TID_WAR_PERSONAL_INFO","Haluaisitko osallistua klaanisotaan? Muut klaanin jäsenet voivat nähdä haluatko vai et."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Lahjoitetut joukot on päivitetty <value> tasolla"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Klaani on päässyt tasolle <value>! Uusia etuja avautuu:"
"TID_START_WAR_FAILED_INVALID_SIZE","Sodan aloittaminen ei onnistu!"
"TID_INVALID_WAR_MEMBERS_COUNT","Valitut jäsenet: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Voitokkaasta hyökkäyksestä saa <num> klaanipistettä."
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Klaanisodan asetukset"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Haluaisitko osallistua klaanisotaan tai jäädä pois? Muut klaanin jäsenet voivat nähdä haluatko vai et."
"TID_PERSONAL_WAR_PREFERENCE_IN","Olen mukana"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Jään pois"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Klaanisodat"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Valitse ainakin <value> jäsentä."
"TID_INVALID_WAR_MEMBERS_INFO_MID","Valitse joko <low> tai <high> jäsentä."
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Valitse enintään <value> jäsentä."
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> klaanipistettä ansaittu voitokkaista hyökkäyksistä."
"TID_ALLIANCE_WAR_STAR_XP","Saatuanne <num> tähteä ansaitsette <xpnum> klaanipistettä."
"TID_ALLIANCE_WAR_STAR_XP_DESC","Voitettuanne <num> tähteä saatte <xpnum> klaanipistettä."
"TID_ALLIANCE_WAR_WIN_XP","Sodan voitosta saatte <xpnum> klaanipistettä!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> minuuttia"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> joukkoa"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value> % kuluista"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> taso"
