"TID","CN"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","要移除部队/法术吗？"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","您真的要移除这些部队/法术吗？您不会得到任何补偿。"
"TID_POPUP_REMOVE_TROOP_TITLE","要移除部队吗？"
"TID_POPUP_REMOVE_TROOP_TEXT","您真的要移除部队吗？您不会得到任何补偿哦！"
"TID_POPUP_REMOVE_SPELL_TITLE","要移除法术吗？"
"TID_POPUP_REMOVE_SPELL_TEXT","您真的要移除这些法术吗？您不会得到任何补偿哦！"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","要移除部队和法术吗？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","您真的要移除这些部队和法术吗？您不会得到任何补偿哦！"
"TID_REMOVE_TROOP_BUTTON","移除"
"TID_REMOVE_TROOP_MESSAGE","部队已移除"
"TID_REMOVE_SPELL_MESSAGE","法术已移除"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","部队和法术已移除"
"TID_NEWS_BIRTHDAY_TITLE","首领，生日快乐！"
"TID_NEWS_BIRTHDAY_TEXT","《部落冲突》两周岁了！8月7日前，您只需花费一颗宝石就能为任意一个资源采集器提速一周！"
"TID_AVAILABLE_TROOPS","可用部队："
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","联系玩家支持团队"
"TID_AD_SEEKER","熔岩猎犬"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","这些暴躁的猛兽会不由自主地寻找防空火箭，为其他部队提供绝佳的保护。被摧毁后，它们会分裂成多个体型和威胁都更小的迷你熔岩犬。"
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","这些狂躁的猛兽进入战场后会扑向防空火箭，从而很好地保护其他部队。被摧毁后，它们会发生爆炸并生成多个体型和威胁都更小的迷你熔岩犬。"
"TID_AD_SEEKER_FRAG","迷你熔岩犬"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","熔岩猎犬爆炸后会分裂成大量的迷你熔岩犬，这些小生物可以接着战斗。"
"TID_MAX_SECONDARY_UNITS","生成数量：<number>"
"TID_BUTTON_UPGRADE_SELECTION","升级选择"
"TID_NEWS_UPDATE_TITLE","优化法术和部落对战决胜机制！"
"TID_NEWS_UPDATE_TEXT","* 改良了雷电、毒药、地震与冰冻法术！\n* 10级大本营可解锁7级雷电法术和25块全新的城墙哦！\n* 总摧毁程度现在成为了部落对战的胜负标准：从现在起，如果部落对战结束时双方所获胜利之星数量相等，在最佳攻击中总摧毁程度更高的部落将赢得对战胜利！"
"TID_NEWS_TROOP_TITLE","新的暗黑兵种：熔岩猎犬！"
"TID_NEWS_TROOP_TEXT","这种用岩石和熔岩生成的飞行生物能承受大量伤害。它的攻击目标是防空火箭，可深入敌人村庄，为其他部队提供掩护。被摧毁后，它会分裂成更多体型和威胁都更小的迷你熔岩犬，继续与敌军战斗。"
"TID_NEWS_TROOP_TEXT2","这种用岩石和熔岩生成的飞行生物能承受大量伤害。它的攻击目标是防空火箭，可深入敌人村庄，为其他部队提供掩护。被摧毁后，它会发生爆炸，变成更多体型和威胁都更小的生物，继续分散敌军防御的注意力。"
"TID_GEM_BALANCE","宝石总量：\n<total>\n\n免费宝石：<free>\n\n购买的宝石：<paid>"
"TID_MORE_INSTAGRAM","来看看《部落冲突》(Clash of Clans)的Instagram频道吧！"
"TID_MORE_TWITCH","查看Twitch上《部落冲突》(Clash of Clans)的直播！"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","宝石总量"
"TID_GEM_BALANCE_BUTTON","宝石总量"
"TID_NEWS_MIRROR_TITLE","准备"
"TID_NEWS_MIRROR_TEXT","对法师来说，万全的准备和完美的发型一个都不能少！快来看看法师是如何备战的吧。"
"TID_NEWS_RABBIT_TITLE","是魔术吗？"
"TID_NEWS_RABBIT_TEXT","火球可不是法师唯一会的技能哦。快来看看他还有什么别的能耐。"
"TID_UNLOCKED_ARMY","军队"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","您登录的苹果游戏中心账号关联了首领<name>的村庄。该村庄已准备好了，但如果您的游戏设备版本低于iOS7，您将无法切换到这个账号。您需要升级iOS版本才能切换账号。如需了解如何升级iOS，可参考: http://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(小堆宝石)RED"
"TID_NEWS_RED_TITLE","首领，来支持(RED)抗艾滋活动吧！"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","更多信息"
"TID_POPUP_BOOST_ALL_BARRACKS","要在<time>内将<number>个训练营的训练速度提高至原来的<multiplier>倍吗？"
"TID_POPUP_BOOST_ALL_COLLECTORS","要在<time>内将<number>个该类型的采集器产量加倍吗？"
"TID_CLAN_LOCALE","部落位置："
"TID_CLAN_WAR_FREQ","战争频率："
"TID_CLAN_WAR_FREQ_UNKNOWN","未设置"
"TID_CLAN_WAR_FREQ_ALWAYS","始终"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","一周两次"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","一周一次"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","很少"
"TID_CLAN_WAR_FREQ_NEVER","从不"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","要在<time>内将<number>个暗黑训练营的训练速度提高至原来的<multiplier>倍吗？"
"TID_REGION_INT","全球"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","您的法术准备就绪！"
"TID_YES","确定"
"TID_NO","不，谢谢。"
"TID_SEARCH_TERM_ANY","任何"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","谢谢您，首领！"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","感谢您支持(RED)抗艾滋活动。您要在12月8日之前用(RED)装饰您的大本营，表示自己对活动的支持吗？"
"TID_SEARCH_OPTIONS","高级搜索选项"
"TID_SHOW_SEARCH_OPTIONS","显示"
"TID_CLAN_MEMBER_COUNT","成员："
"TID_CLAN_MIN_TROPHIES","最低部落积分："
"TID_TO","至"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","显示关于\q<name>\q的高级搜索结果"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","显示高级搜索的结果"
"TID_CLAN_LOCATION_UNKNOWN","未设置"
"TID_CLAN_SHOW_ONLY_JOINABLE","只显示我能加入的部落:"
"TID_RESUME_BOOST","恢复"
"TID_NEWS_SAFEGUARD_TITLE","保证您村庄的安全！"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","登录Google Play来保存您的进度，并在多台安卓设备上玩同一个村庄。"
"TID_NEWS_SAFEGUARD_TEXT","登录Game Center来保存您的进度，并在多台苹果设备上玩同一个村庄。"
"TID_RED_PROCEEDS","本次活动的全部收益将用于支持(RED)抗艾滋活动。"
"TID_FB_CONNECT_NOT_SAFE_TITLE","您已登录Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","将村庄绑定到Facebook可以让您找到好友。要保存游戏进度，并在多台设备上玩同一个村庄，请登录苹果游戏中心(Game Center)。"
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","将村庄绑定到Facebook可以让您找到好友。要保存游戏进度，并在多台设备上玩同一个村庄，请登录Google Play。"
"TID_OBSTACLE_HALLOWEEN2014","万圣节墓碑"
"TID_TRAP_HALLOWEEN_SKEL","骷髅陷阱"
"TID_TRAP_HALLOWEEN_SKEL_INFO","骷髅兵存活时间短，但却异常狡猾，他们出其不意地伏击毫无戒备的敌军部队，并分散他们的注意力！您可以将骷髅陷阱的目标设置为地面部队或空中部队。"
"TID_CLAN_TAG","部落标签："
"TID_BUTTON_BOOST_ALL","提速所有同类项目"
"TID_NEWS_RED_LIKE","点赞 (RED)"
"TID_WAR_EXCLUDED_MEMBERS","被排除在外的成员："
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","无法将更多成员排除在对战之外！"
"TID_LAYOUTS_USE_BUTTON","设为启用"
"TID_LAYOUTS_COPY_BUTTON","复制阵型"
"TID_LAYOUTS_EDIT_BUTTON","编辑阵型"
"TID_LAYOUTS_VILLAGE","基地村庄"
"TID_LAYOUTS_WARBASE","战争基地"
"TID_LAYOUTS_ACTIVE_LAYOUT","当前使用的阵型"
"TID_POPUP_REPLACE_LAYOUT","要替换阵型吗？"
"TID_POPUP_TEXT_REPLACE_LAYOUT","确定要替换现有阵型吗？"
"TID_BUTTON_VILLAGE_LOAD","加载"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","要加载村庄吗？"
"TID_LAYOUTS_ALREADY_ACTIVE","阵型已投入使用"
"TID_LAYOUTS_INCOMPLETE","需首先完成阵型编辑"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","无法显示您部落所在地的最高分"
"TID_LAYOUT_EDITOR","阵型编辑器"
"TID_LAYOUTS_COPY_LABEL","复制阵型"
"TID_PUSH_UNDER_ATTACK","您的村庄正在遭受<attacker>攻击！"
"TID_LAYOUTS_EMPTY_SLOT","空闲"
"TID_LAYOUTS_COPY_EXPLANATION","选择主基地或战争基地以复制选中的阵型。"
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","您的村庄正在遭受攻击！"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","无法替换正在使用中的阵型"
"TID_LAYOUTS_OBSTRUCTED","需首先清除一些障碍"
"TID_LAYOUTS_INVALID","保存阵型时出错"
"TID_EDIT_MODE_FINISH_LATER","稍后完成"
"TID_LAYOUTS_WARBASE_INFO","注意：在战斗日编辑正在使用的战争基地阵型时，修改后的阵型只能在下次对战时生效。"
"TID_LAYOUTS_CANT_COPY_EMPTY","无法复制空阵型"
"TID_EDIT_MODE_BLOCKED","被障碍物阻挡的建筑物已被移至您的仓库"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","您必须先重建您的部落城堡"
"TID_LAYOUTS_ACTIVE_VILLAGE","启用的村庄阵型"
"TID_LAYOUTS_ACTIVE_WAR_BASE","启用的战争基地阵型"
"TID_PARENTS_GUIDE_BUTTON","家长指南"
"TID_CLANBADGE_LAYER_0","背景"
"TID_CLANBADGE_LAYER_1","样式"
"TID_CLANBADGE_LAYER_2","边框"
"TID_WAROPTIN_COUNTIN","参战"
"TID_WAROPTIN_LEAVEOUT","退出"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","选择参战人员"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","该玩家尚无参战资格"
"TID_WAR_SIZE","对战规模：<num> VS <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","让更多成员加入才能开启对战"
"TID_WAR_PERSONAL_SETTING_IN","参战"
"TID_WAR_PERSONAL_SETTING_OUT","退出"
"TID_CLAN_MIN_LEVEL","最低部落等级"
"TID_WAR_SELECT_MEMBERS_HINTS","您可以使用上方的按钮增加或减少参战成员。"
"TID_MY_PROFILE_TAB","我的简介"
"TID_PLAYER_CLAN_TAB","玩家部落"
"TID_WAR_PARTICIPANTS_HEADER","参战人员："
"TID_CLAN_BADGE_LOCKED","将您的部落升至<num>级以解锁！"
"TID_CLANPERK_DESC_TROOP_REQUEST","请求部落增援的等待时间："
"TID_CLANPERK_DESC_DONATION_LIMIT","部落援军上限："
"TID_CLANPERK_DESC_DONATION_REFUND","部落援军返还："
"TID_CLANPERK_DESC_DONATION_UPGRADE","增援升级："
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","宝库额外储藏空间："
"TID_CLANPERK_DESC_WAR_LOOT_MULT","部落对战额外奖励："
"TID_CLANPERK_DESC_BADGE_LEVEL","部落徽章边框已解锁：<value>"
"TID_NEWS_UPGRADE_OS_TITLE","重要提醒！"
"TID_NEWS_UPGRADE_OS_TEXT","很遗憾，基于多种技术原因，在下次App Store更新后，《部落冲突》将不再支持在5.1.1以下的iOS系统上运行。\n而您的设备目前使用的版本低于此要求，因此，除非将iOS升级至最新版本，否则您将无法继续玩《部落冲突》。\n如需了解怎样利用iTunes升级iOS，请轻按\q更多信息\q。"
"TID_NEWS_UPGRADE_OS_MORE","更多信息"
"TID_CLANPERK_COMPLETED","已完成！"
"TID_CLANPERK_UNLOCKED_PERKS","部落特权"
"TID_CLANPERK_INFO_TEXT","赢取部落经验值，升级您的部落，解锁强大的部落特权！您可以通过加入部落对战赢取部落经验值。"
"TID_ALLIANCE_WAR_MY_TEAM","我方战队"
"TID_ALLIANCE_WAR_ENEMY_TEAM","敌方战队"
"TID_ALLIANCE_EXP_EARNED","+<value>部落经验值"
"TID_WAROPTIN_TAKE","参战"
"TID_WAROPTIN_LEAVE","退出"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","我要参战"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","我要退出"
"TID_WAR_PERSONAL_INFO","您想加入部落对战吗？其他部落成员可以看到您的偏好设置。"
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","部落援军等级已提升了<value>级"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","部落已达<value>级！解锁了新的部落特权："
"TID_START_WAR_FAILED_INVALID_SIZE","无法发起部落对战！"
"TID_INVALID_WAR_MEMBERS_COUNT","已选成员：<num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","成功进攻可获取<num>部落经验值"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","部落对战偏好"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","请选择您是否希望加入部落对战。其他部落成员可以看到您的偏好设置。"
"TID_PERSONAL_WAR_PREFERENCE_IN","参战"
"TID_PERSONAL_WAR_PREFERENCE_OUT","退出"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","部落对战"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","请选择至少<value>名成员"
"TID_INVALID_WAR_MEMBERS_INFO_MID","请选择<low>名或<high>名成员"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","最多可以选择<value>名成员"
"TID_ALLIANCE_WAR_BATTLE_XP","进攻成功后赢取了<xpnum>点部落经验值"
"TID_ALLIANCE_WAR_STAR_XP","拿下<num>颗星后赢取了<xpnum>点部落经验值"
"TID_ALLIANCE_WAR_STAR_XP_DESC","赢得<num>颗星后获得了<xpnum>点部落经验值奖励"
"TID_ALLIANCE_WAR_WIN_XP","战争获胜便可获得<xpnum>点部落经验值奖励！"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value>分钟"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value>个援军"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value>%费用"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value>级"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value>级"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","部落等级达到<num>级时解锁"
"TID_ALLIANCE_WAR_XP_EARNED","获得的部落经验值"
"TID_ALLIANCE_WAR_OBJECTIVES","部落目标"
"TID_CLAN_PERK_BONUS","部落特权奖励"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","部落经验值"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","击败敌军部落对战基地"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","击败敌军基地"
"TID_WAR_STATS_HEADER_COLLECT_STARS","获取<num>颗胜利之星"
"TID_WAR_STATS_HEADER_WIN_WAR","部落对战获胜"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","部落对战结束后将获得部落经验值"
"TID_WAR_STATS_HEADER_TOTAL","总计"
"TID_ALLIANCE_TAB_BOOKMARKS","收藏"
"TID_NO_BOOKMARKS","您尚未收藏任何部落。\n\n您可以在部落信息界面收藏部落。"
"TID_ERROR_BOOKMARKS_FULL","您的收藏过多！请先移除一个收藏，再添加新收藏。"
"TID_CHANGE_NAME_ALREADY_USED","无法更改名称！该帐户已经使用了仅限一次的改名机会。"
"TID_CHANGE_NAME_BUTTON","更改名称"
"TID_CHANGE_NAME_TITLE","更改名称"
"TID_SETTINGS_PLAYERNAME_CURRENT","当前名称："
"TID_SETTINGS_PLAYERNAME_ENTERNEW","请输入新名称："
"TID_CONTINUE","继续"
"TID_NAMECHANGE_WARNING","注意：您只拥有一次改名机会"
"TID_CONFIRM","确认"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","请再次输入您的新名称："
"TID_NAME_ALREADY_CHANGED","名称仅能更改一次。"
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","从<level>级大本营开始可以更改名称"
"TID_BOOKMARKS_NOT_LOADED_YET","无法加载收藏，请稍后重试。"
"TID_ALLIANCE_UNAVAILABLE","无法查看部落信息"
"TID_BOOKMARK_ADDED","已添加收藏"
"TID_BOOKMARK_REMOVED","已移除收藏"
"TID_BOOKMARKS_FULL","收藏已满"
"TID_NAME_CHANGE_ALREADY_USED","您已经更改过一次名称了！"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","您确定要更改名称吗？\n您的新名称是："
"TID_ERROR_NAMES_DONT_MATCH","所输名称不一致，请重试。"
"TID_BUTTON_ROTATE","旋转"
"TID_NAME_CHANGED_SUCCESS","您的名称已更改！"
"TID_NAME_CHANGE_IN_PROGRESS","名称更改正在处理中，暂时无法再次更改。"
"TID_PLAYER_TAG","玩家标签"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","请您确认进攻"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","进攻"
"TID_WAR_ATTACK_CONFIRM_TITLE","要立即进攻吗？"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","部队：<number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","法术：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","部落城堡中的部队和法术：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","部落城堡部队： <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","英雄：<number>"
"TID_WAR_ATTACK_CONFIRM_INFO","请确保您已做好准备！您即将使用一次进攻机会。"
"TID_AIR_BLASTER","空气炮"
"TID_AIR_BLASTER_INFO","空气炮利用强力气流控制着天空，可以击退飞行的敌人。空气炮仅能朝一个方向喷射气流，因此请旋转它们来发挥最大作用！"
"TID_STREAM_EVENT_CHANGED_SETTINGS","部落设置已更新"
"TID_KNOCKBACK","推进强度：<number>格"
"TID_SETTINGS_CLAN_CHAT_FILTER","过滤部落聊天"
"TID_INFO_SPELL_STORAGE","法术容量："
"TID_BUILDING_MINI_SPELL_FACTORY","暗黑法术工厂"
"TID_MINI_SPELL_FACTORY_INFO","只有那些最聪明，或者最鲁莽的法术大师才敢使用暗黑重油来配制法术。要精通这些空间较小的暗黑法术需要敏锐的洞察力，不过这也能带来独一无二的战术优势。"
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","要在<time>内将暗黑法术配制速度提高至原来的<multiplier>倍吗？"
"TID_LEAGUE_CHAMPION1","一级冠军杯联赛"
"TID_LEAGUE_CHAMPION2","二级冠军杯联赛"
"TID_LEAGUE_CHAMPION3","三级冠军杯联赛"
"TID_LEAGUE_CHAMPION1_SHORT","一级冠军杯"
"TID_LEAGUE_CHAMPION2_SHORT","二级冠军杯"
"TID_LEAGUE_CHAMPION3_SHORT","三级冠军杯"
"TID_LEAGUE_HERO","泰坦杯"
"TID_LEAGUE_HERO1","一级泰坦杯联赛"
"TID_LEAGUE_HERO2","二级泰坦杯联赛"
"TID_LEAGUE_HERO3","三级泰坦杯联赛"
"TID_LEAGUE_HERO1_SHORT","一级泰坦杯"
"TID_LEAGUE_HERO2_SHORT","二级泰坦杯"
"TID_LEAGUE_HERO3_SHORT","三级泰坦杯"
"TID_LEAGUE_LEGENDARY","传奇杯联赛"
"TID_LEAGUE_LEGENDARY_SHORT","传奇杯"
"TID_HINT_STORAGES_SPELL_IMMUNITY","所有资源仓库均免疫法术伤害！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_STORAGES_SPELL_IMMUNITY","所有资源仓库均免疫法术伤害！"
"TID_POPUP_ARMY_OVERVIEW","军队概况"
"TID_SPEEDUP","急速法术"
"TID_SPEEDUP_INFO","即使最笨重的兵种也能加点速了！\n\n急速法术虽不像狂暴法术能提升伤害，但却可以更好地提升移动速度。它占用空间小，您可以将更多急速法术带到战场之中！"
"TID_HINT_SPELL_SPEEDUP","急速法术非常适合那些高伤害但移动速度缓慢的部队，比如气球兵和皮卡超人。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_EARTHQUAKE","地震法术"
"TID_EARTHQUAKE_INFO","用强烈的地震摧毁城墙与建筑吧！\n\n地震法术造成的伤害受建筑生命值影响。对同一建筑重复投掷地震法术，造成的伤害将会递减。但是，对同一块城墙重复释放该法术则可以产生更大的伤害。没有任何城墙能抵抗四次地震法术！"
"TID_HINT_SPELL_EARTHQUAKE1","地震法术可以对生命值较高并密集排列的建筑群造成大量伤害。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_SPELL_EARTHQUAKE2","对同一建筑重复投掷地震法术，造成的伤害会递减。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_POISON_CLOUD","毒药法术"
"TID_POISON_CLOUD_INFO","借助致命的毒药，让您的部队在对抗敌军中占据上风！\n\n用毒药法术让敌军处于萦绕着的毒雾中，他们的移动和攻击速度都会变慢，并且受到的伤害会随着时间而加重。毒药法术对建筑物不起作用。"
"TID_HINT_SPELL_POISON_CLOUD1","毒药法术对大群的敌军骷髅兵尤其有效。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_SPELL_POISON_CLOUD2","您的部队可以更有效地攻击处于毒药法术影响下的部落援军。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","您现在可以在\q设置\q菜单中开启部落聊天不雅用语过滤器。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_DARK_SPELLS","暗黑法术占用的空间比普通法术要小，因此您可以携带更多暗黑法术！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_SPELL_STORAGE_BREWING_CAPACITY","配制容量：<number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","在<number>级大本营解锁"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","加入部落，接收部落援军和法术"
"TID_ARMY_OVERVIEW_HINT_HEROES","在<number>级大本营解锁"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","建筑和城墙"
"TID_INFO_TARGET_TYPE_UNITS","部队"
"TID_SPELL_DAMAGE_PERCENT","伤害：<number>%"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","传奇杯联赛锦标赛"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","上次锦标赛中的顶级玩家：\n（轻按下方查看更多信息）"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","结束还有："
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","上次锦标赛中的传奇玩家："
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","每次锦标赛结束后，拥有足够奖杯数的玩家将会重新回到传奇杯联赛的起点。被扣除的奖杯会以传奇奖杯的形式奖励给玩家，这是永久性奖励。"
"TID_PRESTIGE_TROPHIES","传奇奖杯"
"TID_LEGEND_SEASON_END_INTRO","恭喜，您的传奇表现令人惊叹！"
"TID_LEGEND_SEASON_END_INFO","您在全球的排名为第<rank>名。您的杰出表现已经记录到您的玩家简介中，所有玩家都能看到哟。"
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","您在全球的排名为第<rank>名，获得了<prestige>个传奇奖杯！您的杰出表现已经记录到您的玩家简介中，所有玩家都能看到哟。"
"TID_LEGEND_SEASON_END_TROPHY_RESET","新的传奇杯联赛锦标赛开始了，您的奖杯数被重置为<value>。"
"TID_LEGEND_SEASON_INFO","完成传奇杯联赛赛季，您的最终排名将显示在您的玩家简介中。"
"TID_LEGEND_SEASON_INFO_PRESTIGE","新赛季开始时，所有传奇杯玩家的奖杯数会被重置为<value>。扣除的奖杯将以传奇奖杯的形式授予玩家！"
"TID_PROFILE_BEST_TROHPIES","历来最佳："
"TID_PROFILE_LEGEND_BEST","最佳：<year>年<month>赛季"
"TID_PROFILE_LEGEND_LAST","上一个：<year>年<month>赛季"
"TID_PROFILE_LEGEND_RANK","排名"
"TID_PROFILE_LEGEND_RANK_INLINE","名列第<value>"
"TID_BUTTON_EDIT","编辑军队"
"TID_MONTH_1","一月"
"TID_MONTH_2","二月"
"TID_MONTH_3","三月"
"TID_MONTH_4","四月"
"TID_MONTH_5","五月"
"TID_MONTH_6","六月"
"TID_MONTH_7","七月"
"TID_MONTH_8","八月"
"TID_MONTH_9","九月"
"TID_MONTH_10","十月"
"TID_MONTH_11","十一月"
"TID_MONTH_12","十二月"
"TID_SEASON_NAME","<year>年<month> 赛季"
"TID_PROFILE_BEST_WAR_STARS","赢得的胜利之星："
"TID_PROFILE_LEGEND_NO_LAST_RANK","未能入围"
"TID_PREFERRED_TARGET_EFFECT_BONUS","（效果x<number>）"
"TID_SETTING_CHANGE_FAILED","更改该设置时出错，请稍后重试。"
"TID_SLOW_SPEED","速度降低：<number>%"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","需要<number>级暗黑法术工厂"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","这里将显示传奇杯联赛锦标赛的获胜玩家！"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","上次锦标赛中，没有传奇杯联赛玩家入围。"
"TID_LEGEND_SEASON_END_TIP","注意：传奇杯联赛使用了特殊的赛季结束规则与奖励！"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","传奇奖杯是声望的终极标志。传奇奖杯不会丢失，并且可以随着赛季进行不断积累。"
"TID_NEWS_UPDATE_OTHER_TITLE","游戏平衡性调整"
"TID_NEWS_UPDATE_OTHER_TEXT","* 冰冻法术如今也可作用于空中部队了\n* 熔岩猎犬不再攻击空中部队了\n* 攻击部队现在可以在更远的范围内发现防御部队并与之交战了\n* 三级泰坦与二级泰坦联赛的玩家如今可在商店买一周护盾"
"TID_REMOVE_ARMY_CONFIRMATION","要确认编辑吗？"
"TID_PROFILE_LEGEND","传奇杯联赛锦标赛"
"TID_PROFILE_LEGEND_PRESTIGE","传奇奖杯"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","法术已升到最高等级！"
"TID_LEGEND_SEASON_TITLE","<month><year>传奇杯联赛锦标赛"
"TID_LEGEND_SEASON_END_PRESTIGE","赢取的传奇奖杯数："
"TID_LEGEND_SEASON_INFO_TEXT","传奇杯联赛使用了特殊的赛季结束规则与奖励！"
"TID_WAR_STATS_HEADER_TIEBREAKERS","决胜"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly>总摧毁程度<enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","最佳攻击总持续时间"
"TID_BUTTON_GENERATE_CODE","关联代码"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","查看教程！"
