"TID","RU"
"TID_EVENT_BOOST_EVERYTHING","Спецпредложение на выходные: ускоряйте работу зданий, отдавая всего ОДИН КРИСТАЛЛ за каждое!"
"TID_EVENT_BOOST_ATTACKS","Улучшайте казармы, усиливайте заклинания и наращивайте мощь героев ЗА ОДИН КРИСТАЛЛ! Предложение действует до 7 января."
"TID_WAR_HISTORY_NOT_AVAILABLE","Ваш клан еще ни разу не воевал!"
"TID_WAR_DONATE","Пожертвовать"
"TID_WAR_DONATE_MESSAGE","Запрос"
"TID_WAR_DONATE_MESSAGE_SAVED","Сообщение о пожертвовании сохранено"
"TID_WAR_INFO","В двухдневной войне побеждает клан, у которого больше звезд. А призом за победу станет дополнительная добыча и опыт клана. Выигрывая сражения, вы увеличиваете бонус, но, если ваш клан проиграет войну, теряете большую часть добычи. В случае ничьей выиграет тот клан, у которого будет больше разрушений в лучших атаках."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","В двухдневной войне побеждает клан, у которого больше звезд. А призом за победу станет дополнительная добыча и опыт клана. Выигрывая сражения, вы увеличиваете бонус, но, если ваш клан проиграет войну, теряете большую часть добычи. В случае ничьей выиграет тот клан, у которого будет больше разрушений в лучших атаках.\n\nПомните: в дружеских войнах можно выбрать любое время, и они не принесут вам ни опыта, ни добычи."
"TID_WAR_INFO_HEADLINE","Обзор"
"TID_WAR_WAR_BASE_INFO","В день подготовки военные базы откроются для пожертвования солдат. Планировку баз можно изменить, используя части вашей обычной деревни. Во время войны эти базы будут под защитой, как и ваши ресурсы и трофеи. Не забудьте размещать новые здания по мере их появления!"
"TID_WAR_WAR_BASE_HEADLINE","День подготовки"
"TID_WAR_BATTLE_INFO","В день сражения каждый может напасть дважды. Засчитывается только лучшая атака, поэтому стратегия очень важна! Война кланов не повлияет на ваш щит или трофеи."
"TID_WAR_BATTLE_INFO_HEADLINE","День сражения"
"TID_TAB_OVERVIEW","Обзор"
"TID_TAB_PREPARATION","День подготовки"
"TID_TAB_BATTLE","День сражения"
"TID_WAR_DONATE_DONE","Вы уже отдали этому игроку максимальное количество солдат!"
"TID_WAR_DONATE_FULL","Игрок не может принять больше воинов."
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Наконец-то ты с нами, вождь! Добро пожаловать в зону боевых действий!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Наши враги жаждут войны, и наш клан готов к бою!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Взгляни туда, вождь! Вижу вражеский клан!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Ничего себе, их военные базы повсюду!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Число атак ограничено, поэтому нам понадобится помощь клана, чтобы справиться с врагом."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Осмотрись здесь, вождь, а потом займемся нашими военными базами."
"TID_TUTORIAL_WAR_DONATE_1","В день подготовки мы жертвуем войска и проводим разведку деревней противников."
"TID_TUTORIAL_WAR_BATTLE_1","В день боя — нападаем! Трофеи и щиты не имеют значения, важна лишь победа!"
"TID_TUTORIAL_WAR_INFO_1","Коснись кнопки информации, чтобы узнать больше. Клан рассчитывает на тебя, вождь!"
"TID_CLAN_WARS","Войны кланов"
"TID_FRIENDLY_ZONE","Дружеская территория"
"TID_ENEMY_TERRITORY","Вражеская территория"
"TID_DONATE","Пожертвовать"
"TID_WARS_WON","Выиграно войн"
"TID_PREVIOUS_BEST","Прошлый рекорд"
"TID_NEW_BEST","Новый рекорд"
"TID_TRANSITION_WAR_ENDED","Война окончена!"
"TID_TRANSITION_WAR_START","День сражения"
"TID_TRANSITION_WAR_PREPARE","День подготовки"
"TID_PLUS_ONE_CLAN_STAR","+1 боевая звезда"
"TID_WAR_RESULTS_BUTTON","Результаты войны"
"TID_TAB_RESULTS","Результаты войны"
"TID_WAR_RESULTS_INFO","В конце войны бонусную добычу доставят в вашу сокровищницу. А еще победа в войне принесет много опыта клана. Также некоторое время будут доступны результаты и повторы. Загляните в журнал «Ход войны», чтобы вспомнить о прошлых сражениях!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","В конце войны бонусную добычу доставят в вашу сокровищницу. А еще победа в войне принесет много опыта клана. Также некоторое время будут доступны результаты и повторы. Загляните в журнал «Ход войны», чтобы вспомнить о прошлых сражениях!\n\nПомните: дружеская война не принесет вам ни добычи, ни опыта."
"TID_WAR_RESULTS_INFO_HEADLINE","Результаты войны"
"TID_WAR_SPECTATOR_TITLE","Военный наблюдатель"
"TID_WAR_SPECTATOR_TEXT","Вы не можете участвовать в этой войне. Нужно вступить в клан до начала войны и иметь подходящий ранг. К тому же вы не можете одновременно сражаться на другой войне."
"TID_ALLIANCE_WAR_HAS_ENDED","Текущая война кланов окончена!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Текущая война"
"TID_HOME","Домой"
"TID_ENEMY","Враг"
"TID_BUTTON_RETURN_TO_WAR","Военная карта"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Начать новую войну можно через"
"TID_WAR_DONATE_SPECTATOR","Наблюдатель не может давать войска!"
"TID_WAR_SEARCH_CANCEL","Отмена поиска..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Достижения"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Новых звезд за атаку"
"TID_ALLIANCE_WAR_STATS_TAB","Статистика войны"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Самая героическая атака"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Самая героическая оборона"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Нет"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Средняя продолжительность атаки"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Последний шанс!"
"TID_WAR_STREAM_ENTRY_TIME","Осталось <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 звезды"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 звезды"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 звезда"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Неудачных атак"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Смотреть на карте"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Удалить войско?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Удалить воина союзника из крепости клана?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Самая дорогая победа"
"TID_BUTTON_CALL_CENTER","Telephone inquiry"
"TID_CALL_CENTER_TITLE","Telephone inquiry"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nTel:1688-6276\nHours: Mon~Fri / 10:00am ~ 18:00pm\n\nAdditional Information\nCall service is not operated in Weekend and Public Holidays\nYou can get more help by sending an email in the game"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Уже есть деревня?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Атак использовано (лучшие деревни)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Атак использовано (средние деревни)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Атак использовано (низшие деревни)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Осад выдержано:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","Уничтожено 25 %!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","Уничтожено 50 %!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","Уничтожено 75 %!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Ратуша уничтожена!"
"TID_STREAM_EVENT_STARTED_WAR","начинает поиск войны кланов"
"TID_STREAM_EVENT_CANCELLED_WAR","отменяет поиск войны кланов"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Противник для войны кланов не найден. Пожалуйста, попробуйте начать войну еще раз."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","отменяет дружескую войну"
"TID_VILLAGE_EDIT_MODE_WAR","Режим изменения военной базы"
"TID_WAR_BASE","Изменить военную базу"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Нам нужна следующая информация о пропавшей деревне.\nТочное название деревни:\nУровень ратуши:\nУровень игрового опыта:\nНазвание клана (если есть):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Пропавшая деревня"
"TID_BUTTON_SIGN_IN","Вход"
"TID_FAQ_TITLE_GEM_BOX","Как получить ящик с кристаллами?"
"TID_FAQ_TEXT_GEM_BOX","Ящик с кристаллами волшебным образом появляется в каждой деревне. Время его появления выбирается случайно, поэтому кажется, что некоторые игроки получают ящик чаще. Но не волнуйтесь, в конце концов каждый игрок все равно получит одинаковое число ящиков с одинаковым количеством кристаллов."
"TID_FAQ_TITLE_CLAN_WARS","Как вступить в войну кланов?"
"TID_FAQ_TEXT_CLAN_WARS","Чтобы сражаться в войне кланов, вступите в клан, где есть минимум десять игроков. Для дальнейшей информации нажмите \qНужна помощь\q."
"TID_WAR_STATS_HEADER_BATTLES","Всего атак"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Лучшие атаки"
"TID_WAR_STATS_HEADER_WAR_STATS","Статистика атак"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Лучшие сражения"
"TID_LIVE_REPLAY","Повтор в реальном времени"
"TID_WATCH_LIVE_REPLAY","Прямой эфир"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","Вы точно хотите перезарядить все арбалеты за <resource> (<number>)?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","Вы точно хотите перезарядить все адские башни за <resource> (<number>)?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","Вы точно хотите перезарядить все арбалеты и орлиную артиллерию за <resource> (<number>)?"
"TID_POPUP_RELOAD_ALL_XBOWS","Перезарядить арбалеты"
"TID_POPUP_RELOAD_ALL_INFERNOS","Перезарядить адские башни"
"TID_POPUP_RELOAD_ALL","Перезарядить все"
"TID_AMMO_FILL_CONFIRMATION_ALL","Все арбалеты заряжены!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Все адские башни заряжены!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Все арбалеты и орлиная артиллерия теперь заряжены!"
"TID_AMMO_ALREADY_FULL_ALL","Все арбалеты заряжены!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Все адские башни полностью заряжены!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Все арбалеты и орлиная артиллерия полностью заряжены!"
"TID_TRAPS_ALREADY_ARMED","Все ловушки заряжены!"
"TID_TOTEM","Тотем"
"TID_SLOW_SPELL","Замедление"
"TID_BOOSTDEFENCES_SPELL","Улучшить защиту"
"TID_BUTTON_LOAD_ALL","Загрузить все"
"TID_BUTTON_TRAPS_ARMED","Все ловушки заряжены"
"TID_TAB_NEWS","Новости"
"TID_TAB_SETTINGS","Настройки"
"TID_TAB_MORE","Еще"
"TID_HINT_NAMECHANGE","Вы не можете изменить название деревни. Иначе ее жители просто не будут знать, где живут!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Просмотр в реальном времени невозможен. Попробуйте позже."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Просмотр в реальном времени невозможен. Бой закончился."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Просмотр в реальном времени невозможен. Все места уже заняты."
"TID_HASTE_DAMAGE_OFFSET","Увеличение урона: <number>"
"TID_HERO_ABILITY_HEALTH","Восстановление здоровья: <number>"
"TID_MORE_FACEBOOK","Будьте в курсе последних новостей! Следите за нами на Facebook!"
"TID_MORE_YOUTUBE","Подпишитесь на канал Clash of Clans на YouTube!"
"TID_MORE_TWITTER","Следите за нами в Twitter! Читайте @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Вступите в сообщество Clash of Clans!"
"TID_NEWS_BUTTON_GO","Вперед!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Этот великан невероятно грозен: он способен принять на себя мощный удар и уничтожить все на своем пути. Он рьяно защищает свои земли, а когда откроется способность \qЖелезный кулак\q, его ярость не будет знать границ!"
"TID_HERO_INSTRUCTIONS_QUEEN","Эта грациозная охотница в совершенстве владеет искусством разрушения, но не может похвастаться выносливостью. Защищаясь, она отстреливает врагов на своей территории, атакуя же, может спрятаться и нанести огромный урон, если открыта способность \qКоролевская мантия\q!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Вы точно хотите улучшить выбранные стены за <resource> (<number>)?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Улучшить стены"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Удалить подкрепление?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Вы точно хотите удалить подкрепление? Средства возвращены не будут."
"TID_POPUP_REMOVE_TROOP_TITLE","Удалить войска?"
"TID_POPUP_REMOVE_TROOP_TEXT","Вы точно хотите удалить войска? Средства не вернутся."
"TID_POPUP_REMOVE_SPELL_TITLE","Удалить заклинания?"
"TID_POPUP_REMOVE_SPELL_TEXT","Вы точно хотите удалить заклинания? Средства возвращены не будут."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Удалить войска и заклинания?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Вы точно хотите удалить войска и заклинания? Средства возвращены не будут."
"TID_REMOVE_TROOP_BUTTON","Удалить"
"TID_REMOVE_TROOP_MESSAGE","Войска удалены"
"TID_REMOVE_SPELL_MESSAGE","Заклинания удалены"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Войска и заклинания удалены"
"TID_NEWS_BIRTHDAY_TITLE","С днем рождения, вождь!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans исполнилось два года! До 7 августа можно ускорить работу всех сборщиков ресурсов НА ОДНУ НЕДЕЛЮ, заплатив всего по ОДНОМУ КРИСТАЛЛУ за каждый!"
"TID_AVAILABLE_TROOPS","Доступные войска:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Написать в службу поддержки"
"TID_AD_SEEKER","Адская гончая"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Эти огненные существа терпеть не могут средства воздушной обороны. Если их убивают, они взрываются, порождая новых существ меньшего размера."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Огненные создания нападают на средства воздушной обороны. Идеально подходят для защиты других войск. Если их убивают, они взрываются, порождая новых существ меньшего размера."
"TID_AD_SEEKER_FRAG","Адский щенок"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Огромная стая этих созданий вырывается на свободу после гибели адской гончей и какое-то время продолжает сражаться."
"TID_MAX_SECONDARY_UNITS","Вызвано воинов: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Улучшить выбранное"
"TID_NEWS_UPDATE_TITLE","Приоритет заклинаний и ничья в войне кланов!"
"TID_NEWS_UPDATE_TEXT","* Улучшены грозовое, ядовитое, землетрясущее и замораживающее заклинания!\n* На 10-м уровне ратуши добавлено грозовое заклинание 7-го уровня и 25 новых участков стен.\n* Уровень разрушений теперь решает исход войны, если война окончилась вничью: при одинаковом счете побеждает тот клан, у которого больше разрушений в лучших атаках!"
"TID_NEWS_TROOP_TITLE","Новый темный воин: адская гончая!"
"TID_NEWS_TROOP_TEXT","Летающее создание из камня и лавы может принять на себя мощный удар. Оно атакует средства воздушной обороны и может проникнуть вглубь вражеской деревни, вызывая огонь на себя. При уничтожении взрывается, порождая существ поменьше, которые еще некоторое время участвуют в бою."
"TID_NEWS_TROOP_TEXT2","Летающее создание из камня и лавы может принять на себя мощный удар. Оно атакует средства воздушной обороны и может проникнуть вглубь вражеской деревни, вызывая огонь на себя. При уничтожении вызывается, порождая существ поменьше, которые некоторое время будут отвлекать вражескую оборону."
"TID_GEM_BALANCE","Статистика по кристаллам\n<total>\n\nБесплатные: <free>\n\nКупленные: <paid>"
"TID_MORE_INSTAGRAM","Заглядывайте на страничку Clash of Clans в Instagram!"
"TID_MORE_TWITCH","Смотрите нас на канале Clash of Clans в Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Статистика по кристаллам"
"TID_GEM_BALANCE_BUTTON","Статистика по кристаллам"
"TID_NEWS_MIRROR_TITLE","Подготовка"
"TID_NEWS_MIRROR_TEXT","Подготовка и ухоженная борода — вот секрет победоносной битвы. Узнайте, как колдун готовится к сражениям."
"TID_NEWS_RABBIT_TITLE","Колдовство?"
"TID_NEWS_RABBIT_TEXT","Огненные шары — далеко не единственный козырь в рукаве у колдуна. Узнайте, на что еще он способен."
"TID_UNLOCKED_ARMY","Войско"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Вы вошли в учетную запись Game Center, принадлежащую деревне вождя <name>.\n\nЭта деревня доступна для игры, но переход на эту учетную запись невозможен на устройствах с iOS ниже 7-й версии. Пожалуйста обновите вашу версию iOS, чтобы войти в учетную запись.\n\nДополнительная информация на сайте:\nhttp://support.apple.com/kb/HT4623?viewlocale=ru_RU"
"TID_DIAMOND_PACK_RED","(ГОРСТЬ КРИСТАЛЛОВ) RED"
"TID_NEWS_RED_TITLE","Вождь, поддержи (RED) в борьбе со СПИДом!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Подробнее"
"TID_POPUP_BOOST_ALL_BARRACKS","Увеличить скорость тренировки в <number> казармах в <multiplier> р. на <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Удвоить производительность этих сборщиков (<number>) на <time>?"
"TID_CLAN_LOCALE","Расположение клана:"
"TID_CLAN_WAR_FREQ","Участие в войне:"
"TID_CLAN_WAR_FREQ_UNKNOWN","неважно"
"TID_CLAN_WAR_FREQ_ALWAYS","постоянно"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","дважды в неделю"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","раз в неделю"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","редко"
"TID_CLAN_WAR_FREQ_NEVER","никогда"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Увеличить скорость тренировки в <number> темных казармах в <multiplier> р. на <time>?"
"TID_REGION_INT","Международный"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Заклинания готовы, можно использовать их в бою!"
"TID_YES","Да"
"TID_NO","Нет, спасибо"
"TID_SEARCH_TERM_ANY","неважно"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Спасибо, вождь!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Спасибо за участие в кампании (RED) по борьбе со СПИДом. Хотите украсить ратушу (RED) до 8 декабря?"
"TID_SEARCH_OPTIONS","Расширенный поиск"
"TID_SHOW_SEARCH_OPTIONS","Показать"
"TID_CLAN_MEMBER_COUNT","Соклановцы:"
"TID_CLAN_MIN_TROPHIES","Минимум очков клана:"
"TID_TO","до"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Показаны результаты расширенного поиска по запросу \q<name>\q."
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Показаны результаты расширенного поиска"
"TID_CLAN_LOCATION_UNKNOWN","неважно"
"TID_CLAN_SHOW_ONLY_JOINABLE","Только кланы, в которые я могу вступить:"
"TID_RESUME_BOOST","Продолжить"
"TID_NEWS_SAFEGUARD_TITLE","Пусть деревня будет в безопасности!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Войдите в Google Play, чтобы обезопасить свои данные и играть на нескольких устройствах Android."
"TID_NEWS_SAFEGUARD_TEXT","Войдите в Game Center, чтобы обезопасить свои данные и играть на нескольких устройствах iOS."
"TID_RED_PROCEEDS","100 % выручки пойдет на борьбу (RED) со СПИДом."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Вы вошли в Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Привязав деревню к Facebook, вы сможете общаться с друзьями, а для защиты деревни и игры на нескольких устройствах войдите в учетную запись Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Привязав деревню к Facebook, вы сможете общаться с друзьями, а для защиты деревни и игры на нескольких устройствах войдите в учетную запись Google Play."
"TID_OBSTACLE_HALLOWEEN2014","Хеллоуинское надгробие"
"TID_TRAP_HALLOWEEN_SKEL","Скелет в шкафу"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Нападите и отвлеките ничего не подозревающего противника не очень живучими, но зато очень хитрыми скелетами! Ловушку скелетов в шкафу можно настроить на атаку наземных и воздушных войск."
"TID_CLAN_TAG","Тег клана:"
"TID_BUTTON_BOOST_ALL","Ускорить все"
"TID_NEWS_RED_LIKE","Нравится (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Исключенные участники:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Больше никого нельзя исключить из войны!"
"TID_LAYOUTS_USE_BUTTON","Выбрать"
"TID_LAYOUTS_COPY_BUTTON","Копировать планировку"
"TID_LAYOUTS_EDIT_BUTTON","Изменить планировку"
"TID_LAYOUTS_VILLAGE","Родная деревня"
"TID_LAYOUTS_WARBASE","Военная база"
"TID_LAYOUTS_ACTIVE_LAYOUT","Активная планировка"
"TID_POPUP_REPLACE_LAYOUT","Сменить планировку?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Вы точно хотите изменить нынешнюю планировку?"
"TID_BUTTON_VILLAGE_LOAD","Загрузка"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Загрузить деревню?"
"TID_LAYOUTS_ALREADY_ACTIVE","Планировка используется"
"TID_LAYOUTS_INCOMPLETE","Сначала нужно закончить планировку"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Для местоположения вашего клана невозможно отобразить список лучших"
"TID_LAYOUT_EDITOR","Редактор планировки"
"TID_LAYOUTS_COPY_LABEL","Копировать планировку"
"TID_PUSH_UNDER_ATTACK","Вашу деревню атакует <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","Пусто"
"TID_LAYOUTS_COPY_EXPLANATION","Выберите ячейку дома или войны, чтобы скопировать выбранную планировку."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Деревню атакуют!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Не удалось заменить активную планировку"
"TID_LAYOUTS_OBSTRUCTED","Сначала нужно убрать кое-какие препятствия"
"TID_LAYOUTS_INVALID","Ошибка при сохранении планировки"
"TID_EDIT_MODE_FINISH_LATER","Закончить позже"
"TID_LAYOUTS_WARBASE_INFO","Внимание: изменив активную военную базу в день сражения, вы увидите изменения лишь в след. войне."
"TID_LAYOUTS_CANT_COPY_EMPTY","Невозможно скопировать пустую планировку"
"TID_EDIT_MODE_BLOCKED","Здания, заблокированные препятствиями, убраны в инвентарь"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Сначала нужно восстановить крепость клана"
"TID_LAYOUTS_ACTIVE_VILLAGE","Выбранная деревня"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Выбранная база"
"TID_PARENTS_GUIDE_BUTTON","Справочник для родителей"
"TID_CLANBADGE_LAYER_0","Фон"
"TID_CLANBADGE_LAYER_1","Узор"
"TID_CLANBADGE_LAYER_2","Граница"
"TID_WAROPTIN_COUNTIN","Да"
"TID_WAROPTIN_LEAVEOUT","Нет"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Выберите участников войны"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Этот игрок еще не готов к войне"
"TID_WAR_SIZE","Военный баланс: <num> против <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Для начала войны наберите еще участников"
"TID_WAR_PERSONAL_SETTING_IN","Да"
"TID_WAR_PERSONAL_SETTING_OUT","Нет"
"TID_CLAN_MIN_LEVEL","Минимальный уровень клана"
"TID_WAR_SELECT_MEMBERS_HINTS","Измените кол-во участников, используя кнопки сверху."
"TID_MY_PROFILE_TAB","Мой профиль"
"TID_PLAYER_CLAN_TAB","Клан игрока"
"TID_WAR_PARTICIPANTS_HEADER","Участники войны:"
"TID_CLAN_BADGE_LOCKED","Повысьте уровень клана до <num>-го, чтобы открыть этот предмет!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Время ожидания пожертвования войск:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Лимит пожертвования:"
"TID_CLANPERK_DESC_DONATION_REFUND","Возврат пожертвования:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Повышение уровня пожертвования:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Доп. место в сокровищнице:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Дополнительная военная добыча:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Открыты границы символа клана: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Важно!"
"TID_NEWS_UPGRADE_OS_TEXT","По техническим причинам мы, к сожалению, перестанем поддерживать версии iOS ниже 5.1.1 с момента появления следующего обновления Clash of Clan в App Store.\nак как ваше устройство работает на более ранней версии iOS, вы не сможете играть в Clash of Clans, до тех пор, пока не обновите устройство до более новой версии iOS.\nЧтобы узнать, как обновить iOS с помощью iTunes, коснитесь ссылки \qИнформация\q."
"TID_NEWS_UPGRADE_OS_MORE","Подробнее"
"TID_CLANPERK_COMPLETED","Готово!"
"TID_CLANPERK_UNLOCKED_PERKS","Клановые привилегии"
"TID_CLANPERK_INFO_TEXT","Получайте опыт и повышайте уровень клана, чтобы открыть замечательные привилегии! Опыт можно получить, участвуя в войнах."
"TID_ALLIANCE_WAR_MY_TEAM","Моя команда"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Команда противника"
"TID_ALLIANCE_EXP_EARNED","+<value> к опыту клана"
"TID_WAROPTIN_TAKE","Принять"
"TID_WAROPTIN_LEAVE","Покинуть"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Возьмите меня"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Оставьте меня"
"TID_WAR_PERSONAL_INFO","Хотите участвовать в войнах кланов? Ваше пожелание увидят все соклановцы."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Уровень пожертвованных солдаты повышен на <value>"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Клан достиг <value>-го уровня! Открыты привилегии:"
"TID_START_WAR_FAILED_INVALID_SIZE","Нельзя начать войну!"
"TID_INVALID_WAR_MEMBERS_COUNT","Выбрано соклановцев: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Удачная атака принесет клану +<num> к опыту"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Участие в войнах кланов"
