"TID","FA"
"TID_START_WAR_FAILED_GENERIC_ERROR","نمی‌توانید جنگ جدیدی شروع کنید، بعداً دوباره امتحان کنید!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","نمی‌توانید جنگ شروع کنید، شما باید برای شروع یک جنگ در یک قبیله باشید!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","نمی‌توانید جنگ شروع کنید، چندین درخواست معلق وجود دارد"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","نمی‌توانید جنگ شروع کنید، تعداد زیادی درخواست معلق وجود دارد"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","نمی‌توان مبارز‌طلبی جنگ دوستانه را ارسال کرد، این قبیله اخیراً مبارزه‌طلبی شما را رد کرده است. لطفاً بعداً دوباره امتحان کنید."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","نمی‌توانید جنگ شروع کنید، درخواست دیگر در دسترس نیست"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","نمی‌توانید جنگی شروع کنید، مدت زمان انتظار فعال شد."
"TID_CLAN_STAT_VICTORIES","پیروزی‌ها"
"TID_CLAN_STAT_DEFEATS","شکست‌ها"
"TID_LAST_WAR","آخرین جنگ:"
"TID_PUSH_WAR_0","جنگ در مقابل <data> اعلام شده است!"
"TID_PUSH_WAR_1","زمان آماده‌سازی جنگ در حال اتمام است!"
"TID_PUSH_WAR_2","روز نبرد در برابر <data> شروع شده است!"
"TID_PUSH_WAR_3","جنگ در مقابل <data> به زودی تمام می‌شود."
"TID_PUSH_WAR_4","جنگ در مقابل <data> تمام شده است."
"TID_ALLIANCE_WAR_VICTORY","پیروزی"
"TID_ALLIANCE_WAR_DEFEAT","شکست"
"TID_OBSTACLE_XMASPRESENT","هدیه"
"TID_TRAP_SANTA","ضربه ی بابا نوئل"
"TID_TRAP_SANTA_INFO","برای دشمنانتان یک هدیه شگفت انگیز مخصوص بگذارید. سخاوت شما قطعاً جایزه خواهد گرفت!"
"TID_NUMBER_TARGETS","تعداد هدف‌ها: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","چندین هدف"
"TID_VILLAGE_EDIT_SUCCESS","دهکده شما ذخیره شد!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از چند ساعت دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از چند ساعت دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از یک ساعت و نیم دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از یک ساعت دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از <value> دقیقه دوباره امتحان کنید."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","متأسفیم، سرورها در دست تعمیر هستند. لطفاً پس از چند دقیقه دوباره امتحان کنید."
"TID_EVENT_BOOST_BARRACKS","ویژه کریسمس: همه پادگان‌ها، و دستگاه‌های تقطیر اکسیر را تنها با یک جواهر برای هر کدام تسریع کنید! این رویداد تا ۷ ژانویه ادامه دارد."
"TID_NEWS_VIDEO_TITLE","ابتدا آن را مشاهده کنید!"
"TID_NEWS_VIDEO_TEXT","شخصیت‌های دلخواه قبیله خود را در تبلیغ تلویزیونی انیمیشن جدید ما، زنده ببینید!"
"TID_NEWS_VIDEO_BUTTON","اکنون تماشا کنید!"
"TID_FAQ_TITLE_INTERNET","گاهی اوقات اتصال من قطع می‌شود. چگونه می‌توانم از این مورد جلوگیری کنم؟"
"TID_FAQ_TEXT_INTERNET","برای به حداقل رساندن این خطر، از یک اتصال امن و قوی (Wi-Fi یا 3G/4G) با یک ارائه‌دهنده سرویس اینترنت قابل اعتماد استفاده کنید. همچنین، قبل از بازی، مطمئن شوید که سایر برنامه‌های غیرضروری را که ممکن است مقداری از پهنای باند شما را استفاده کنند، بسته‌اید."
"TID_EDIT_MODE_NEED_TO_FINISH","آخرین جلسه ویرایش دهکده شما بازیابی شده است"
"TID_TRAINING_CAPACITY","گنجایش آموزش: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","۱x"
"TID_FAQ_TITLE_BUYING_ANDROID","نمی‌توانم جواهر خریداری کنم. کمک!"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","ارتقا داده شود؟"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","<name> به قائم مقام ارتقا پیدا کرد؟"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","تنزل رتبه؟"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","آیا رتبه <name> به پیش‌کسوت قبیله تنزل یابد؟"
"TID_ALLIANCE_ROLE_COLEADER","قائم مقام"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","روز آماده‌سازی"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","روز نبرد"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","شما باید قبل از شرکت در جنگ‌های قبیله، به یک قبیله بپیوندید!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","نمی‌توان بازدید کرد، دهکده پیدا نشد! لطفاً بعداً دوباره امتحان کنید."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","نمی‌توان بازدید کرد، دهکده در دسترس نیست! لطفاً بعداً دوباره امتحان کنید."
"TID_ALLIANCE_WAR_VISIT_FAILED","نمی‌توان بازدید کرد، لطفاً بعداً دوباره امتحان کنید."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","دهکده را ذخیره کنید"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","نمی‌توان دهکده را ذخیره کرد، لطفاً بعداً دوباره امتحان کنید!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","شما در این جنگ از کل حمله‌هایتان استفاده کرده‌اید!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","نمی‌توان به این دهکده حمله کرد، هدف نامعتبر است!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","نمی‌توان در این جنگ حمله کرد، شما پس از شروع جنگ به این قبیله پیوسته‌اید!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","شما در حال حاضر یک جنگ در حال انجام دارید، بعداً دوباره امتحان کنید!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","نمی‌توان حمله کرد، دهکده حریف در دسترس نیست!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","دهکده در حال حاضر تحت حمله است، بعداً دوباره امتحان کنید!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","نمی‌توان به این دهکده حمله کرد، بعداً دوباره امتحان کنید!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","جستجو برای قبیله حریف..."
"TID_ALLIANCE_WAR_WAR_STARTING","جنگ اعلام شده است"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","دفاع شد!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","دفاع شده: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","برای جنگ خودتان را آماده کنید!"
"TID_ALLIANCE_WAR_IN_WAR","جنگ شروع شده است!"
"TID_ALLIANCE_WAR_ENDED","جنگ تمام شده است"
"TID_BONUS_GEMBOX","جعبه جواهر"
"TID_HERO_ABILITY_TIME","زمان توانایی: <number> ثانیه"
"TID_HERO_RECHARGE_TIME","زمان شارژ مجدد: <number> ثانیه"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","شما باید قبل از استفاده مجدد از توانایی قهرمان، منتظر بمانید!"
"TID_HERO_ABILITY_USED","شما قبلاً از این توانایی استفاده کرده‌اید!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","مشت آهنین"
"TID_HERO_ABILITY_BARBARIAN_DESC","پادشاه عصبانی می‌شود، بخش بزرگی از سلامتش را باز می‌یابد و موقتاٌ سرعت و قدرت حمله خودش و همه بربر‌های اطرافش را تسریع کرده است. به نظر می‌رسد که گروهی از بربرها نیز به نزاع پیوسته اند!"
"TID_HERO_ABILITY_LEVEL","سطح توانایی: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","توانایی در سطح <number> بازگشایی می‌شود!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_KING","برای بهبود توانایی او، قهرمان خود را به سطح <number> ارتقا دهید!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_QUEEN","برای بهبود توانایی او، قهرمان خود را به سطح <number> ارتقا دهید!"
"TID_HERO_ABILITY_UNLOCK_PROMPT","برای بازگشایی قفل این توانایی، قهرمان خود را به سطح <number> ارتقا دهید!"
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","واحد فراخوانده شده:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","برای اهدای نیرو، به خانه برگردید!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","برای تماشای بازپخش، به خانه برگردید!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","برای پاسخ به درخواست‌ها، به خانه برگردید!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","دهکده آماده نیست، لطفاً پس از چند دقیقه دوباره امتحان کنید."
"TID_HERO_ABILITY_QUEEN_TITLE","شنل سلطنتی"
"TID_HERO_ABILITY_QUEEN_DESC","ملکه برای بازیابی سلامت خود و آزادسازی شلیک‌های مرگبار مهمات با میزان آسیب‌رسانی بالا، از نظرها پنهان می‌شود. دفاع او را به عنوان هدف خود گم خواهند کرد و گروهی از کمانداران برای پرت کردن حواس آنها ظاهر خواهند شد."
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","واحدهای فراخوانده شده: <number>"
"TID_POPUP_BOOST_HERO_REST","آیا میزان شفای قهرمان با <multiplier> برابر به مدت <time> تسریع شود؟"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","تسریع میزان شفا!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","ارتقای قهرمان منجر به اتمام تسریع می‌شود. آیا مطمئنید؟"
"TID_ITEM_LOCKED","<item> (قفل)"
"TID_HERO_ABILITY_DURATION","مدت توانایی:"
"TID_HINT_HEROES_ABILITIES","قهرمان‌ها توانایی‌های خاص قابل ارتقایی دارند که در سطح 5 قفل آنها باز می‌شوند و می‌توانند در زمان حمله مورد استفاده قرار گیرند."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","کل غنائم دزدیده شده:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","قبیله دشمن"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","قهرمان جنگ"
"TID_ACHIEVEMENT_WAR_STARS","دریافت <number> ستاره برای قبیله شما در نبردهای جنگ قبایل"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","کل ستاره‌های به دست آمده در نبردهای جنگ قبایل: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","مخزن قبیله:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_WAR_GOLD","طلای جنگ"
"TID_WAR_ELIXIR","اکسیر جنگ"
"TID_WAR_DARK_ELIXIR","اکسیر سیاه جنگ"
"TID_CLAN_WAR_SAVE_VILLAGE_BUTTON","من آماده‌ام!"
"TID_WAR_PREPARE_INFO","دهکده‌تان را برای جنگ آماده کنید!\n<c2>قلعه قبیله</c>‌تان را پر کنید، <c2>تله‌ها</c> را مسلح کنید، <c2>دفاع‌های</c> خود را دوباره بارگیری کنید و مطمئن شوید که <c2>قهرمان‌های</c> شما برای جنگ آماده هستند!"
"TID_BUTTON_CLAN_WAR_HISTORY","گزارش جنگ"
"TID_CLAN_WAR_PREPARE_BUTTON","آماده شوید!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","آماده‌سازی جنگ قبیله در حال اتمام است!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","جنگ قبیله در حال اتمام است!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","تماشاگر جنگ"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","شما برای این جنگ واجد شرایط نبودید"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","برای افتخار، پاداش غنائم و Clan XP، قبیله در مقابل قبیله بجنگید!\n\n\nبرای شروع به حداقل 10 عضو قبیله نیاز دارید."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","برای افتخار، پاداش غنائم و Clan XP، قبیله در مقابل قبیله بجنگید!\n\n\nقبیله شما آماده است؟ آنها را به جنگ ببرید!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","برای افتخار، پاداش غنائم و Clan XP، قبیله در مقابل قبیله بجنگید!\n\n\nبرای شروع آماده‌اید؟ از رهبر قبیله بخواهید جنگ را شروع کند."
"TID_DRAW","تساوی"
"TID_ALLIANCE_WAR_NEW_WAR","جنگ جدید"
"TID_ALLIANCE_WAR_SCOUT","دیده‌بانی"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","حمله نشده است"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","پاداش برد در جنگ"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","تماشاگران نمی‌توانند حمله کنند!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","نمی‌توان حمله کرد، این جنگ هنوز شروع نشده است!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","نمی‌توان حمله کرد، این جنگ تمام شده است!"
"TID_WAR_PREPARE","آماده شوید!"
"TID_WAR_STARTS_IN","این جنگ شروع می‌شود در:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","حمله‌های استفاده شده"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","میانگین تخریب"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","نمی‌توان دیده‌بانی کرد، این جنگ تمام شده است!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","خزانه دار"
"TID_ACHIEVEMENT_WAR_LOOT","<number> طلا از خزانه جمع‌آوری کنید"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","کل طلای جمع‌آوری شده در پاداش‌های جنگ قبیله: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","جستجو متوقف شود؟"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","منتظر باشید! شما می‌توانید صفحه جنگ قبیله را بدون توقف جستجو ببندید. آیا مطمئنید می‌خواهید متوقف کنید؟"
"TID_ALLIANCE_WAR_STAT_WINS","حمله‌های برنده"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","بهترین حمله قبیله:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","بهترین حمله دشمن:"
"TID_ALLIANCE_WAR_MY_ATTACKS","حمله‌های من:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","بهترین حمله قبیله وجود ندارد"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","بهترین حمله دشمن وجود ندارد"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","پاداش برد در جنگ"
"TID_ALLIANCE_WAR_STARS_WON","ستاره‌ها"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","پاداش جنگ اعطا شد"
"TID_WAR_PREPARE_ARMYCAMP_INFO","دهکده‌تان را برای جنگ آماده کنید!\n<c2>قلعه قبیله</c>‌تان را پر کنید و به هم‌قبیله‌ای‌هایتان کمک کنید، بهترین <c2>نیروها</c> را به کار بگیرید، <c2>طلسم‌های</c> قدرتمند ایجاد کنید و مطمئن شوید که <c2>قهرمان‌ها</c> برای جنگیدن آماده هستند!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","حمله 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","حمله 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","در دسترس"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","تحت حمله توسط <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","حمله‌های باقیمانده"
"TID_ALLIANCE_WAR_EVENTS","رویدادهای جنگ"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","پاداش غنیمت جنگ به خزانه شما تحویل داده شد!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","منابع خزانه جمع‌آوری شد!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","شما منابع انبارشده‌ای در خزانه ندارید!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","شما می‌توانید پاداش غنیمت جنگی را از خزانه تان جمع‌آوری کنید."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","نمی‌توان حمله کرد، جنگ در حال اتمام است!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","شما قبلاً به این حریف حمله کرده‌اید!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","هم‌قبیله‌ای‌های آماده برای جنگ:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","دشمن‌های آماده برای جنگ:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","آماده برای جنگ!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","آماده‌سازی برای جنگ..."
"TID_HINT_CLAN_WAR","برای نبردهای هیجان‌اگیز و غنیمت بیشتر، به جنگ‌های قبیله بپیوندید!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","<name> را گزارش می‌کنید؟"
"TID_CHAT_REPORT_CONFIRMATION","آیا مطمئنید می‌خواهید <name> را به خاطر رفتار نامناسب گزارش کنید؟"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","منابع را جمع‌آوری می‌کنید؟"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","آیا مطمئنید می‌خواهید همه منابع خزانه را به انبار خود انتقال دهید؟"
"TID_WAR_BROWSE","جزئیات"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","جزئیات در دسترس نیست"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","جزئیات این جنگ دیگر در دسترس نیست."
"TID_WAR_DATA_ERROR_INTERNAL","نمی‌توان جزئیات جنگ را دریافت کرد، لطفاً بعداً دوباره امتحان کنید."
"TID_WAR_DATA_ERROR_INVALID_WAR","نمی‌توان جزئیات جنگ را پیدا کرد."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","جنگ‌های قبیله همچنان در حال بارگذاری هستند، لطفاً دوباره امتحان کنید"
"TID_CLANS_VS","در مقابل"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","استفاده نشده است"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","مشاهده نقشه"
"TID_WAR_WIN_BONUS","<percentage> پاداش برنده شدن در جنگ"
"TID_VILLAGE_NOT_PREPARED","دهکده آماده نیست"
"TID_VILLAGE_PREPARED","دهکده آماده است"
"TID_BEST_ATTACK","بهترین حمله:"
"TID_VILLAGE_UNDER_ATTACK","دهکده مورد حمله قرار گرفته است!"
"TID_RECOMMENDED_TARGET","هدف پیشنهادی"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","آماده‌سازی شروع شد"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","جنگ شروع شد"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","جنگ تمام شد"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","تأیید حمله"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","قبیله شما از این دهکده 1 ستاره برنده شده است. آیا می‌خواهید برای امتیاز بهتر دوباره امتحان کنید؟"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","قبیله شما از این دهکده 2 ستاره برنده شده است. آیا می‌خواهید برای امتیاز بهتر دوباره امتحان کنید؟"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","این دهکده قبلاً تخریب شده است و قبیله شما نمی‌تواند ستاره بیشتری از آن کسب کند. آیا مطمئنید می‌خواهید حمله کنید؟"
"TID_ALLIANCE_WAR_ENDING_PROMPT","اتمام جنگ"
"TID_ALLIANCE_WAR_ENDED_PROMPT","جنگ تمام شده است"
"TID_BUTTON_HELP_CENTER","راهنمایی بیشتر"
"TID_NEWS_VIDEO_TITLE_FINALLY","معرفی جنگ‌های قبیله"
"TID_NEWS_VIDEO_TEXT_FINALLY","قبیله در مقابل قبیله تقریباً اینجاست! این ویدیوی انیمیشن کاملاً جدید را که گراز سوار دلخواه شما را به تصویر می‌کشد تماشا کنید. کی میگه این خارق‌العاده نیست؟"
"TID_NEWS_VIDEO_BUTTON_FINALLY","اکنون تماشا کنید!"
"TID_NEWS_VIDEO_TITLE_WAR","نسبت به جنگ‌های قبیله کنجکاوید؟"
"TID_NEWS_VIDEO_TEXT_WAR","یک ویدیوی بازی را که روی ویژگی‌های جدید جنگ قبیله تأکید می‌کند، تماشا کنید. برای کسب اطلاعات بیشتری تالارهای گفتگو را تعقیب کنید!"
"TID_NEWS_VIDEO_BUTTON_WAR","اکنون تماشا کنید!"
"TID_NEWS_VIDEO_TITLE_INTRO","هنر جنگ"
"TID_NEWS_VIDEO_TEXT_INTRO","جنگ قبایل درباره چیست؟ ویدیوی معرفی را تماشا کنید تا متوجه شوید!"
"TID_NEWS_VIDEO_BUTTON_INTRO","اکنون تماشا کنید!"
"TID_NEWS_VIDEO_TITLE_APRIL","واقعاً اینجاست"
"TID_NEWS_VIDEO_TEXT_APRIL","این ویدیوی انیمیشن کاملاً جدید را به مناسبت جشن رسیدن جنگ قبایل تماشا کنید! قول می‌دهیم این بار جدی هستیم. جدی می‌گوییم."
"TID_NEWS_VIDEO_BUTTON_APRIL","اکنون تماشا کنید"
"TID_EVENT_BOOST_COLLECTORS","رویداد ویژه: همه جمع‌کننده‌های منابع را تنها با یک جواهر برای هر کدام تسریع کنید!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","رویداد ویژه: همه قهرمان‌ها و طلسم‌ها را تنها با یک جواهر برای هر کدام تسریع کنید! این رویداد تا ۶ مارس ادامه دارد."
"TID_EVENT_BOOST_EVERYTHING","ویژه آخر هفته: همه سازه‌ها را تنها با یک جواهر برای هر کدام تسریع کنید!"
"TID_EVENT_BOOST_ATTACKS","رویداد حمله: همه پادگان‌ها، طلسم‌ها و قهرمانان را تنها با یک جواهر برای هر کدام تسریع کنید! این رویداد تا ۷ ژانویه ادامه دارد."
"TID_WAR_HISTORY_NOT_AVAILABLE","قبیله شما هرگز در جنگ نبوده است!"
"TID_WAR_DONATE","اهدا"
"TID_WAR_DONATE_MESSAGE","درخواست"
"TID_WAR_DONATE_MESSAGE_SAVED","پیام اهدا ذخیره شده است"
"TID_WAR_INFO","هر جنگ دو روزه حماسی، توسط قبیله‌ای برنده می‌شود که بیشترین ستاره را کسب کند. غنیمت پاداش و جوایز Clan XP، در انتظار قبیله پیروز هستند. با پیروز شدن در حمله‌ها، غنیمت پاداشتان را افزایش دهید، اما اگر قبیله‌تان در جنگ شکست بخورد، بیشتر غنائم را از دست می‌دهید! در صورت مساوی، قبیله‌ای که بالاترین میزان نابودی از بهترین حمله‌ها را داشته باشد، پیروز خواهد بود."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","هر جنگ دو روزه حماسی، توسط قبیله‌ای برنده می‌شود که بیشترین ستاره را کسب کند. غنیمت پاداش و جوایز Clan XP، در انتظار قبیله پیروز هستند. با پیروز شدن در حمله‌ها، غنیمت پاداشتان را افزایش دهید، اما اگر قبیله‌تان در جنگ شکست خورد، بیشتر غنائم را از دست می‌دهید! در صورت تساوی، قبیله‌ای که بالاترین میزان نابودسازی در بهترین حمله‌ها را داشته باشد، پیروز خواهد بود.\n\nتوجه: در جنگ دوستانه، طول مدت جنگ اختیاری است و امکان غنیمت گرفتن یا بهره‌مندی از Clan XP وجود ندارد"
"TID_WAR_INFO_HEADLINE","مرور کلی"
"TID_WAR_WAR_BASE_INFO","در طی روز آماده‌سازی، پایگاه‌های جنگ برای اهدای نیرو باز هستند و می‌توان با استفاده از همه اجزای دهکده عادی شما آنها را دوباره طراحی کرد. این پایگاه‌ها در طی جنگ دفاع می‌کنند و منابع و جام‌های شما را کاملاً امن نگه می‌دارند. به یاد داشته باشید هر ساختمان جدیدی که ساختید آنجا قرار دهید!"
"TID_WAR_WAR_BASE_HEADLINE","روز آماده‌سازی"
"TID_WAR_BATTLE_INFO","هر کسی می‌تواند در روز نبرد دو بار حمله کند. تنها بهترین حمله در مقابل هر دشمن به حساب می‌آید، بنابراین استراتژی قبیله کلیدی است! حمله‌های جنگ قبیله، سپر شما را کاهش نمی‌دهند و روی جام‌هایتان تأثیری ندارند."
"TID_WAR_BATTLE_INFO_HEADLINE","روز نبرد"
"TID_TAB_OVERVIEW","مرور کلی"
"TID_TAB_PREPARATION","روز آماده‌سازی"
"TID_TAB_BATTLE","روز نبرد"
"TID_WAR_DONATE_DONE","شما قبلا حداکثر تعداد نیروها را برای این بازیکن اهدا کرده اید!"
"TID_WAR_DONATE_FULL","این بازیکن نمی‌تواند نیروی بیشتری دریافت کند"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","رئیس، شما بالاخره رسیدید! به منطقه جنگ خوش آمدید!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","دشمنان ما تشنه جنگ هستند، اما قبیله ما اینجاست و آماده جنگ است!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","رئیس، آنجا را ببینید! من قبیله دشمن را شناسایی کردم!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","اوه، پایگاه‌های نطامی دشمن در هر جایی هستند!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","حمله‌ها در اینجا محدود هستند، پس قبیله‌مان باید با همه آنها بجنگد."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","رئیس، نگاهی به اطراف بیندازید، سپس بیابید پایگاههای نظامی‌مان را بررسی کنیم."
"TID_TUTORIAL_WAR_DONATE_1","در روز آماده‌سازی ما نیرو اهدا می‌کنیم و دشمنان را دیده‌بانی می‌کنیم."
"TID_TUTORIAL_WAR_BATTLE_1","در روز نبرد، حمله می‌کنیم! جام‌ها و سپرها در اینجا به حساب نمی‌آیند، فقط پیروزی!"
"TID_TUTORIAL_WAR_INFO_1","برای یادگیری بیشتر، روی دکمه اطلاعات ضربه بزنید. رئیس، قبیله روی شما حساب می‌کند!"
"TID_CLAN_WARS","جنگ‌های قبیله"
"TID_FRIENDLY_ZONE","قلمرو دوستانه"
"TID_ENEMY_TERRITORY","قلمرو دشمن"
"TID_DONATE","اهدا"
"TID_WARS_WON","جنگ‌های پیروز شده"
"TID_PREVIOUS_BEST","رکورد قبلی"
"TID_NEW_BEST","رکورد جدید"
"TID_TRANSITION_WAR_ENDED","جنگ تمام شده است"
"TID_TRANSITION_WAR_START","روز نبرد"
"TID_TRANSITION_WAR_PREPARE","روز آماده‌سازی"
"TID_PLUS_ONE_CLAN_STAR","+1 ستاره جنگ"
"TID_WAR_RESULTS_BUTTON","نتایج جنگ"
