"TID","JP"
"TID_TUTORIAL_WAR_BATTLE_1","戦闘日は攻撃です！ここではトロフィーもシールドも関係ありません。ただ勝利を掴むのみです！"
"TID_TUTORIAL_WAR_INFO_1","情報ボタンをタップすると詳細を確認できます。クランの皆が頼りにしてますよ、チーフ！"
"TID_CLAN_WARS","クラン対戦"
"TID_FRIENDLY_ZONE","味方領土"
"TID_ENEMY_TERRITORY","敵領土"
"TID_DONATE","援軍を送る"
"TID_WARS_WON","クラン対戦勝利回数"
"TID_PREVIOUS_BEST","前回の最大"
"TID_NEW_BEST","最大"
"TID_TRANSITION_WAR_ENDED","クラン対戦が終了しました"
"TID_TRANSITION_WAR_START","戦闘日"
"TID_TRANSITION_WAR_PREPARE","準備日"
"TID_PLUS_ONE_CLAN_STAR","戦の星+1"
"TID_WAR_RESULTS_BUTTON","クラン対戦結果"
"TID_TAB_RESULTS","クラン対戦結果"
"TID_WAR_RESULTS_INFO","クラン対戦が終了すると、宝庫にボーナス戦利品が届きます。また、対戦に勝ったクランにはクランXPの大ボーナスもあります。クラン対戦の終了後は、一定期間だけ対戦結果やリプレイを見ることができます。さらにクラン対戦ログで過去の戦歴を確認することもできます！"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","クラン対戦が終了すると、宝庫にボーナス戦利品が届きます。また、対戦に勝ったクランにはクランXPの大ボーナスもあります。クラン対戦の終了後は、一定期間だけ対戦結果やリプレイを見ることができます。さらにクラン対戦ログで過去の戦歴を確認することもできます！\n\n注意： フレンド対戦では、戦利品やクランＸＰは手に入りません。"
"TID_WAR_RESULTS_INFO_HEADLINE","クラン対戦結果"
"TID_WAR_SPECTATOR_TITLE","観戦モード"
"TID_WAR_SPECTATOR_TEXT","このクラン対戦には参加できません。対戦開始前からこのクランに参加し、ある程度高いランクであることが必要です。また、既にクラン対戦に参加していると、別の対戦には参加できません。"
"TID_ALLIANCE_WAR_HAS_ENDED","現在のクラン対戦が終了しました！"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","現在のクラン対戦"
"TID_HOME","ホーム"
"TID_ENEMY","敵"
"TID_BUTTON_RETURN_TO_WAR","マップ"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","次のクラン対戦参加可能まで"
"TID_WAR_DONATE_SPECTATOR","戦いに直接参加していないと援軍を送れません！"
"TID_WAR_SEARCH_CANCEL","検索を中止します..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","達成項目"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","攻撃毎の獲得星数"
"TID_ALLIANCE_WAR_STATS_TAB","クラン対戦データ"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","最も勇敢な攻撃"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","最も劇的な防衛"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","なし"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","平均攻撃時間"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","ギリギリ！"
"TID_WAR_STREAM_ENTRY_TIME","あと<time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","星3つ"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","星2つ"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","星1つ"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","攻撃失敗回数"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","クラン対戦地図で見る"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","ユニットを削除しますか？"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","この援軍ユニットをクランの城から削除してよろしいですか？"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","最も資源を使った攻撃"
"TID_BUTTON_CALL_CENTER","Telephone inquiry"
"TID_CALL_CENTER_TITLE","Telephone inquiry"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nTel:1688-6276\nHours: Mon~Fri / 10:00am ~ 18:00pm\n\nAdditional Information\nCall service is not operated in Weekend and Public Holidays\nYou can get more help by sending an email in the game"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","もう自分の村を持っていますか？"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","攻撃回数（上位の村）"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","攻撃回数（中堅の村）"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","攻撃回数（下位の村）"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","防御："
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25%破壊！"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50%破壊！"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","７5%破壊！"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","タウンホール大破！"
"TID_STREAM_EVENT_STARTED_WAR","クラン対戦相手を探しています"
"TID_STREAM_EVENT_CANCELLED_WAR","クラン対戦相手の検索を中止しました"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","クラン対戦の相手が見つかりませんでした。再度、開戦をお試しください。"
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","キャンセルされたフレンド対戦"
"TID_VILLAGE_EDIT_MODE_WAR","拠点編集モード"
"TID_WAR_BASE","クラン対戦の拠点を編集"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","以下を正確にご記入ください：\nアクセスできない村の名前：\nタウンホールのレベル：\n経験レベル：\n所属クラン名（クランに参加している場合）："
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","村にアクセスできない"
"TID_BUTTON_SIGN_IN","ログイン"
"TID_FAQ_TITLE_GEM_BOX","埋蔵エメラルドを手に入れるにはどうしたらいいですか？"
"TID_FAQ_TEXT_GEM_BOX","埋蔵エメラルドは、全てのプレイヤーの村にランダムに出現します。出現頻度もランダムですので、プレイヤーによって手に入る埋蔵エメラルドの量に差があると感じることがあるかもしれません。実際には、長い目で見れば、全てのプレイヤーが同じ数の埋蔵エメラルドを獲得できるようになっておりますので、ご安心ください。"
"TID_FAQ_TITLE_CLAN_WARS","クラン対戦への参加方法を教えてください。"
"TID_FAQ_TEXT_CLAN_WARS","クラン対戦に参戦するには、10人以上のメンバーが揃ったクランに参加する必要があります。詳細は「その他の情報」ボタンをタップしてご確認ください。"
"TID_WAR_STATS_HEADER_BATTLES","総攻撃回数"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","最善の攻撃"
"TID_WAR_STATS_HEADER_WAR_STATS","攻撃データ"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","注目のバトル"
"TID_LIVE_REPLAY","ライブリプレイ"
"TID_WATCH_LIVE_REPLAY","ライブリプレイを見る"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","<resource> <number> 個で全ての巨大クロスボウに再装填しますか？"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","<resource> <number> 個で全てのインフェルノタワーを満タンにしますか？"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","<resource> <number> 個で全ての巨大クロスボウとイーグル砲に再装填しますか？"
"TID_POPUP_RELOAD_ALL_XBOWS","全ての巨大クロスボウに装填"
"TID_POPUP_RELOAD_ALL_INFERNOS","全てのインフェルノタワーに充填"
"TID_POPUP_RELOAD_ALL","すべてリロード"
"TID_AMMO_FILL_CONFIRMATION_ALL","全ての巨大クロスボウが装填されました！"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","全てのインフェルノタワーが満タンになりました！"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","全ての巨大クロスボウとイーグル砲が装填されました！"
"TID_AMMO_ALREADY_FULL_ALL","全ての巨大クロスボウが既に装填されています！"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","全てのインフェルノタワーが既に満タンです！"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","全ての巨大クロスボウとイーグル砲が完全に装填されました！"
"TID_TRAPS_ALREADY_ARMED","全ての罠の再配置完了！"
"TID_TOTEM","トーテム"
"TID_SLOW_SPELL","スロウの呪文"
"TID_BOOSTDEFENCES_SPELL","ブーストディフェンスの呪文"
"TID_BUTTON_LOAD_ALL","全て装填"
"TID_BUTTON_TRAPS_ARMED","全てのトラップを再利用"
"TID_TAB_NEWS","新着"
"TID_TAB_SETTINGS","オプション設定"
"TID_TAB_MORE","その他"
"TID_HINT_NAMECHANGE","村の名前は変えられません。村人たちが道に迷ってしまいます！"
"TID_LIVE_REPLAY_FAIL_GENERIC","ライブリプレイを利用できません。後ほどお試しください。"
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","ライブリプレイを利用できません。このバトルは既に終わっています。"
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","ライブリプレイを利用できません。実況中継観戦の定員がオーバーしています。"
"TID_HASTE_DAMAGE_OFFSET","攻撃力上昇：<number>"
"TID_HERO_ABILITY_HEALTH","体力回復：<number>"
"TID_MORE_FACEBOOK","公式ページをいいね！"
"TID_MORE_YOUTUBE","公式チャンネルをチェック！"
"TID_MORE_TWITTER","公式アカウントをフォローしよう！"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","クラッシュ・オブ・クランのコミュニティにぜひご参加ください！"
"TID_NEWS_BUTTON_GO","GO！"
"TID_HERO_INSTRUCTIONS_BARBARIAN","驚くべき巨体で膨大なダメージを耐え抜き、進路上にある全てのものを叩き潰します。防衛戦では自分のナワバリを徹底的に守り抜こうとし、ひとたび「アイアンフィスト」の能力に目覚めれば攻撃時に激しい怒りをぶちまけるでしょう！"
"TID_HERO_INSTRUCTIONS_QUEEN","体力こそ少なめですが、この優雅なハンターは凄まじい破壊力を身に付けています。防衛の際には、攻撃範囲に入った敵をことごとく射抜いてくれるでしょう。「ロイヤルクローク」の能力に目覚めると、攻撃時に透明化して、敵に恐るべきダメージを与えます！"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","<number> <resource>で本当に選択した壁をアップグレードしますか？"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","壁をアップグレード"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","破棄しますか？"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","本当に破棄しますか？コストは戻ってきません。"
"TID_POPUP_REMOVE_TROOP_TITLE","ユニットを破棄しますか？"
"TID_POPUP_REMOVE_TROOP_TEXT","ユニットを本当に破棄しますか？使ったコストは戻ってきません。"
"TID_POPUP_REMOVE_SPELL_TITLE","呪文を破棄しますか？"
"TID_POPUP_REMOVE_SPELL_TEXT","呪文を本当に破棄しますか？使ったコストは戻ってきません。"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","ユニットと呪文を破棄しますか？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","ユニットと呪文を本当に破棄しますか？使ったコストは戻ってきません。"
"TID_REMOVE_TROOP_BUTTON","取り除く"
"TID_REMOVE_TROOP_MESSAGE","ユニットを破棄しました。"
"TID_REMOVE_SPELL_MESSAGE","呪文を破棄しました"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","ユニットと呪文を破棄しました"
"TID_NEWS_BIRTHDAY_TITLE","チーフ、お誕生日おめでとう！"
"TID_NEWS_BIRTHDAY_TEXT","クラッシュ・オブ・クランもおかげさまで2周年！8月7日まで、全ての資源設備を、施設1棟につき、たったのエメラルド1個で1週間生産アップできます！"
"TID_AVAILABLE_TROOPS","使用可能ユニット数:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","サポートに連絡する"
"TID_AD_SEEKER","ラヴァハウンド"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","本能的に対空砲を追い回す炎のような獣で、他のユニットの盾となる頼もしい存在です。倒されると、より小型で弱いユニットを放出します。"
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","対空砲に突っ込んでいく炎のような獣で、他のユニットの盾となる頼もしい存在です。倒されると、より小型で弱いユニットを生み出します。"
"TID_AD_SEEKER_FRAG","ラヴァパピィ"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","ラヴァハウンドがやられた場所から大量発生する小さな生き物で、さらに戦いを続けます。"
"TID_MAX_SECONDARY_UNITS","登場したユニット数：<number>"
"TID_BUTTON_UPGRADE_SELECTION","アップグレードの選択"
"TID_NEWS_UPDATE_TITLE","強くなった呪文 & クラン対戦のタイブレーク！"
"TID_NEWS_UPDATE_TEXT","* 「ライトニング」 、「ポイズン」、「アースクエイク」、「フリーズ」の呪文が強化されました！\n* タウンホールレベル 10 でレベル 7 「ライトニング」の呪文と 25 種類の新しい壁のパーツを使えるようになりました。\n* クラン対戦の総破壊率がタイブレークの決め手になりました。対戦終了時に同点だった場合には、「最大の攻撃」での破壊の割合が多いクランが勝者になります！"
"TID_NEWS_TROOP_TITLE","ダークな新ユニット「ラヴァハウンド」が登場！"
"TID_NEWS_TROOP_TEXT","石と溶岩でできたこの飛行ユニットは、大量のダメージに耐えることができます。対空砲を狙い、敵の村の奥まで侵入して攻撃を引き付け、味方を守ります。倒されると小さなラヴァパピィを放出することで、もうしばらく戦いを長引かせます。"
"TID_NEWS_TROOP_TEXT2","石と溶岩でできたこの飛行ユニットは、大量のダメージに耐えることができます。攻撃目標は対空砲で、敵の村の奥まで侵入して攻撃を引き付け、味方を守ります。倒されると小型ユニットを発生させ、敵の防衛設備をもうしばらくの間かく乱させます。"
"TID_GEM_BALANCE","現在所有しているエメラルドの内訳:\n合計 <total> 個\n\n無料配布分: <free> 個\n\n購入分: <paid> 個"
"TID_MORE_INSTAGRAM","Instagramでもクラッシュ・オブ・クランをぜひご覧ください！"
"TID_MORE_TWITCH","Twitchでクラッシュ・オブ・クランの実況プレイ動画をご覧ください！"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","公式攻略アプリをダウンロード!"
"TID_MORE_FAMITSU","攻略情報をファミ通Appで今すぐチェック！"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","購入情報"
"TID_GEM_BALANCE_BUTTON","購入情報"
"TID_NEWS_MIRROR_TITLE","準備"
"TID_NEWS_MIRROR_TEXT","勝利の決め手は念入りな準備とヒゲ。ウィザードがどのように戦闘準備を整えるか見てみましょう。"
"TID_NEWS_RABBIT_TITLE","魔法？"
"TID_NEWS_RABBIT_TEXT","ファイヤーボールだけがウィザードの技じゃないんです。他にどんなスゴ技が使えるかと言うと..."
"TID_UNLOCKED_ARMY","軍事関連"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","「「<name> 」さんの村がご利用いただけますが、移行するにはお手持ちの端末をiOS7にアップデートする必要があります。アップデートの詳細はこちらからご確認ください。http://support.apple.com/kb/HT4623?viewlocale"
"TID_DIAMOND_PACK_RED","(ひとにぎりのエメラルド)RED"
"TID_NEWS_RED_TITLE","チーフ、(RED)によるエイズ対策支援をサポートしましょう！"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","詳しく"
"TID_POPUP_BOOST_ALL_BARRACKS","兵舎 <number> 棟での訓練速度を <time> だけ <multiplier> 倍にしますか？"
"TID_POPUP_BOOST_ALL_COLLECTORS","この資源設備<number>個全ての生産量を\n<time>だけ2倍にしますか？"
"TID_CLAN_LOCALE","クランの所在地："
"TID_CLAN_WAR_FREQ","クラン対戦の頻度："
"TID_CLAN_WAR_FREQ_UNKNOWN","不明"
"TID_CLAN_WAR_FREQ_ALWAYS","常時"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","一週間に2回"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","一週間に1回"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","一週間に1回未満"
"TID_CLAN_WAR_FREQ_NEVER","投稿しない"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","闇の兵舎 <number> 棟での訓練速度を <time> だけ <multiplier> 倍にしますか？"
"TID_REGION_INT","インターナショナル"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","呪文を戦闘で使用できます！"
"TID_YES","はい"
"TID_NO","結構です"
"TID_SEARCH_TERM_ANY","無差別"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","チーフ、ありがとう！"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","(RED)のエイズ対策にご支援をいただき、ありがとうございます。12月8日までの間、(RED)のデコレーションをタウンホールに飾り、ご支援いただいたことを示すことができます。利用しますか？"
"TID_SEARCH_OPTIONS","検索オプション"
"TID_SHOW_SEARCH_OPTIONS","表示"
"TID_CLAN_MEMBER_COUNT","メンバー："
"TID_CLAN_MIN_TROPHIES","クランポイント最低値："
"TID_TO","～"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","検索オプションを使用した「<name>」 の検索結果："
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","検索オプションを使用した検索結果："
"TID_CLAN_LOCATION_UNKNOWN","不明"
"TID_CLAN_SHOW_ONLY_JOINABLE","参加可能なクランのみ:"
"TID_RESUME_BOOST","再開"
"TID_NEWS_SAFEGUARD_TITLE","村を失わないために！"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Google Play ログインを使うと、ゲームの進行状況を安全にバックアップしたり、複数のAndroidデバイスでプレイできるようになります。"
"TID_NEWS_SAFEGUARD_TEXT","Game Centerにサインインすると、ゲームの進行状況を安全にバックアップしたり、複数のiOSデバイスでプレイできるようになります。"
"TID_RED_PROCEEDS","売上金の100%の金額が、(RED)を通じてエイズ対策支援のために寄付されます。"
"TID_FB_CONNECT_NOT_SAFE_TITLE","Facebookにログイン中です"
"TID_FB_CONNECT_NOT_SAFE_TEXT","村をFacebookに関連づけると、友達とつながることができます。ゲームの進行状況を安全にバックアップしたり、複数のデバイスでプレイするには、Game Centerにサインインしてください。"
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","村をFacebookに関連づけると、友達とつながることができます。ゲームの進行状況を安全にバックアップしたり、複数のデバイスでプレイするには、Google Playにログインしてください。"
"TID_OBSTACLE_HALLOWEEN2014","ハロウィーンの墓石"
"TID_TRAP_HALLOWEEN_SKEL","スケルトントラップ"
"TID_TRAP_HALLOWEEN_SKEL_INFO","短命ながらも隠れ身に長けたスケルトン部隊が、のこのこやってきた敵に奇襲をかけ、かく乱します！地上または空中のユニットを標的に指定できます。"
"TID_CLAN_TAG","クランタグ:"
"TID_BUTTON_BOOST_ALL","まとめてブースト"
"TID_NEWS_RED_LIKE","いいね！(RED)"
"TID_WAR_EXCLUDED_MEMBERS","参加しないメンバー："
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","これ以上メンバーをクラン対戦から外すことはできません！"
"TID_LAYOUTS_USE_BUTTON","有効にする"
"TID_LAYOUTS_COPY_BUTTON","レイアウトをコピー"
"TID_LAYOUTS_EDIT_BUTTON","レイアウトを編集"
"TID_LAYOUTS_VILLAGE","自分の村"
"TID_LAYOUTS_WARBASE","クラン対戦の拠点"
"TID_LAYOUTS_ACTIVE_LAYOUT","使用中のレイアウト"
"TID_POPUP_REPLACE_LAYOUT","レイアウトを上書きしますか？"
"TID_POPUP_TEXT_REPLACE_LAYOUT","本当に既存のレイアウトに上書きしますか？"
"TID_BUTTON_VILLAGE_LOAD","ロード"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","村をロードしますか？"
"TID_LAYOUTS_ALREADY_ACTIVE","現在使用中のレイアウトです"
"TID_LAYOUTS_INCOMPLETE","レイアウトを完成させてください"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","現在の地域では、クランの上位ランキングを表示できません"
"TID_LAYOUT_EDITOR","レイアウトエディタ"
"TID_LAYOUTS_COPY_LABEL","レイアウトをコピー"
"TID_PUSH_UNDER_ATTACK","村が<attacker>からの攻撃を受けています！"
"TID_LAYOUTS_EMPTY_SLOT","弾切れ"
"TID_LAYOUTS_COPY_EXPLANATION","「ホーム」か「クラン対戦」を選んで、選択中のレイアウトをコピーしてください。"
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","村が攻撃を受けています！"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","現在使用中のレイアウトは上書きできません"
"TID_LAYOUTS_OBSTRUCTED","まず障害物を取り除いてください"
"TID_LAYOUTS_INVALID","レイアウト保存エラー"
"TID_EDIT_MODE_FINISH_LATER","ドラフトを保存"
"TID_LAYOUTS_WARBASE_INFO","注意：戦闘日に「クラン対戦の拠点」のレイアウトを変更した場合、\n新しいレイアウトは次のクラン対戦から有効になります。"
"TID_LAYOUTS_CANT_COPY_EMPTY","空のレイアウトはコピーできません。"
"TID_EDIT_MODE_BLOCKED","障害物がある場所に建っている施設や設備を、インベントリに移動しました。"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","まずクランの城を建て直してください。"
"TID_LAYOUTS_ACTIVE_VILLAGE","使用中"
"TID_LAYOUTS_ACTIVE_WAR_BASE","クラン対戦拠点で使用中"
"TID_PARENTS_GUIDE_BUTTON","保護者の方へ"
"TID_CLANBADGE_LAYER_0","背景"
"TID_CLANBADGE_LAYER_1","柄"
"TID_CLANBADGE_LAYER_2","ボーダー"
"TID_WAROPTIN_COUNTIN","参加"
"TID_WAROPTIN_LEAVEOUT","不参加"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","クラン対戦の参加者を選択"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","このプレイヤーはまだクラン対戦に参加できません"
"TID_WAR_SIZE","クラン対戦の規模：<num> vs <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","クラン対戦を始めるには、もっとメンバーが必要です。"
"TID_WAR_PERSONAL_SETTING_IN","参加"
"TID_WAR_PERSONAL_SETTING_OUT","不参加"
"TID_CLAN_MIN_LEVEL","クランの最低レベル："
"TID_WAR_SELECT_MEMBERS_HINTS","上のボタンで参戦するメンバーを増減できます。"
"TID_MY_PROFILE_TAB","マイ プロフィール"
"TID_PLAYER_CLAN_TAB","プレイヤーのクラン"
"TID_WAR_PARTICIPANTS_HEADER","クラン対戦の参加者："
"TID_CLAN_BADGE_LOCKED","クランをレベル <num> にアップグレードして、このアイテムをアンロックしましょう！"
"TID_CLANPERK_DESC_TROOP_REQUEST","寄付の待ち時間："
"TID_CLANPERK_DESC_DONATION_LIMIT","寄付可能な最大数："
"TID_CLANPERK_DESC_DONATION_REFUND","寄付ユニットのコスト払戻："
"TID_CLANPERK_DESC_DONATION_UPGRADE","寄付のアップグレード："
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","宝庫の収容量増加："
"TID_CLANPERK_DESC_WAR_LOOT_MULT","クラン対戦のボーナス戦利品増加："
"TID_CLANPERK_DESC_BADGE_LEVEL","クランの紋章にボーダーをつけられます：<value>"
"TID_NEWS_UPGRADE_OS_TITLE","重要なお知らせ"
"TID_NEWS_UPGRADE_OS_TEXT","技術的な諸事情に伴い、次回のアップデートより、iOS5.1.1よりも古いバージョンへのクラッシュ・オブ・クランのご提供を終了させていただくことになりました。\n現在お客様は古いバージョンのiOSをご利用中ですので、iOSをアップデートして頂けない場合は、今後クラッシュ・オブ・クランをプレイしていただくことはできなくなります。\n「詳しく」をタップすると、iTunesを用いたiOSのアップデート方法をご覧いただけます。"
"TID_NEWS_UPGRADE_OS_MORE","詳しく"
"TID_CLANPERK_COMPLETED","達成！"
"TID_CLANPERK_UNLOCKED_PERKS","クラン特典"
"TID_CLANPERK_INFO_TEXT","クランXPを獲得してクランのレベルを上げ、強力な特典を手に入れましょう！クランXPはクラン対戦の終了時に手に入ります。"
"TID_ALLIANCE_WAR_MY_TEAM","マイ チーム"
"TID_ALLIANCE_WAR_ENEMY_TEAM","敵チーム"
"TID_ALLIANCE_EXP_EARNED","+<value> クランXP"
"TID_WAROPTIN_TAKE","参戦"
"TID_WAROPTIN_LEAVE","脱退"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","希望する"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","希望しない"
"TID_WAR_PERSONAL_INFO","クラン対戦への参加を希望しますか？内容は他のクランメンバーに表示されます。"
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","寄付したユニットが<value>レベル分アップグレードされる"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","クランのレベルが<value>になりました！新たな特典："
"TID_START_WAR_FAILED_INVALID_SIZE","クラン対戦を開始できません！"
"TID_INVALID_WAR_MEMBERS_COUNT","選択中のメンバー：<num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","攻撃に成功するとクランXPが <num> 増えます"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","クラン対戦への参加"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","クラン対戦への参加を希望するか選んでください。内容は他のクランメンバーに表示されます。"
"TID_PERSONAL_WAR_PREFERENCE_IN","参戦を希望"
"TID_PERSONAL_WAR_PREFERENCE_OUT","参戦を希望しない"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","クラン対戦"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","<value> 人以上のメンバーを選んでください"
"TID_INVALID_WAR_MEMBERS_INFO_MID","<low> 人または <high> 人のメンバーを選んでください"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","メンバーは <value> 人以下にしてください"
"TID_ALLIANCE_WAR_BATTLE_XP","攻撃の成功により <xpnum> クランXPを獲得"
"TID_ALLIANCE_WAR_STAR_XP","星<num>個の獲得により <xpnum> クランXPを獲得"
"TID_ALLIANCE_WAR_STAR_XP_DESC","星を<num>個獲得したので +<xpnum> クランXPボーナスを獲得"
"TID_ALLIANCE_WAR_WIN_XP","クラン対戦に勝利して +<xpnum> クランXPボーナスを獲得！"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> 分"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> ユニット"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","コスト<value>%"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> レベル"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> レベル"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","クランのレベル <num> でアンロック"
"TID_ALLIANCE_WAR_XP_EARNED","獲得クランXP"
"TID_ALLIANCE_WAR_OBJECTIVES","クランの目標"
"TID_CLAN_PERK_BONUS","特典ボーナス"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","クランXP"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","敵クラン対戦拠点の攻略数"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","敵陣の攻略数"
"TID_WAR_STATS_HEADER_COLLECT_STARS","星を <num> 個獲得"
"TID_WAR_STATS_HEADER_WIN_WAR","クラン対戦に勝利"
