"TID","TR"
"TID_WARS_WON","Kazanılan Savaş"
"TID_PREVIOUS_BEST","Önceki Rekor"
"TID_NEW_BEST","Yeni Rekor"
"TID_TRANSITION_WAR_ENDED","Savaş sona erdi"
"TID_TRANSITION_WAR_START","Savaş Günü"
"TID_TRANSITION_WAR_PREPARE","Hazırlık Günü"
"TID_PLUS_ONE_CLAN_STAR","+1 Savaş Yıldızı"
"TID_WAR_RESULTS_BUTTON","Savaş Sonuçları"
"TID_TAB_RESULTS","Savaş Sonuçları"
"TID_WAR_RESULTS_INFO","Savaşın sonunda bonus ganimet Hazinene gönderilir. Savaşı kazanman, klanın için büyük miktarda Klan TP de kazandıracak. Savaş bittikten sonra bir süre için sonuçlara ve savaş tekrarlarına yeniden bakabilirsin. Daha eski savaşlara bakmak için klanının Savaş Günlüğüne göz at!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Savaşın sonunda bonus ganimet Hazinene gönderilir. Savaşı kazanman, klanın için büyük miktarda Klan TP de kazandıracak. Savaş bittikten sonra bir süre için sonuçlara ve savaş tekrarlarına yeniden bakabilirsin. Daha eski savaşlara bakmak için klanının Savaş Günlüğüne göz at!\n\nNot: Dostluk Savaşları ganimet ya da Klan TP vermez."
"TID_WAR_RESULTS_INFO_HEADLINE","Savaş Sonuçları"
"TID_WAR_SPECTATOR_TITLE","Savaş İzleyicisi"
"TID_WAR_SPECTATOR_TEXT","Bu savaşa katılamazsın. Savaş başlamadan önce yeterince yüksek derecede olman ve klanda yer alman gerekiyor, ayrıca farklı bir savaşta yer almaman gerekiyor."
"TID_ALLIANCE_WAR_HAS_ENDED","Şu anki klan savaşın sona erdi!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Şu Anki Savaş"
"TID_HOME","Ev"
"TID_ENEMY","Düşman"
"TID_BUTTON_RETURN_TO_WAR","Savaş Haritası"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Sıradaki savaşa katılma hakkına kalan"
"TID_WAR_DONATE_SPECTATOR","İzleyiciler bağış yapamaz!"
"TID_WAR_SEARCH_CANCEL","Arama iptal ediliyor..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Başarılar"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Saldırı başına Yeni Yıldız"
"TID_ALLIANCE_WAR_STATS_TAB","Savaş İstatistikleri"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","En kahramanca saldırı"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","En kahramanca savunma"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Yok"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Ortalama saldırı süresi"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Son dakika!"
"TID_WAR_STREAM_ENTRY_TIME","<time> kaldı"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 yıldız"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 yıldız"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 yıldız"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Kaybedilen saldırılar"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Haritada görüntüle"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Birlikler silinsin mi?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Bağışlanan bu birimi kalenden silmek istediğinden emin misin?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","En pahalı zafer"
"TID_BUTTON_CALL_CENTER","Telephone inquiry"
"TID_CALL_CENTER_TITLE","Telephone inquiry"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nTel:1688-6276\nHours: Mon~Fri / 10:00am ~ 18:00pm\n\nAdditional Information\nCall service is not operated in Weekend and Public Holidays\nYou can get more help by sending an email in the game"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Zaten bir köyün var mı?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Kullanılan saldırılar (yukarı köyler)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Kullanılan saldırılar (orta köyler)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Kullanılan saldırılar (aşağı köyler)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Kazanılan Savunmalar:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","%25'i yok edildi!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","%50'si yok edildi!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","%75'i yok edildi!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Belediye binası yok edildi!"
"TID_STREAM_EVENT_STARTED_WAR","Klan Savaşı araması başlattı"
"TID_STREAM_EVENT_CANCELLED_WAR","Klan Savaşı aramasını iptal etti"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Klan Savaşı rakibi bulunamadı. Lütfen savaşı yeniden başlatmayı dene."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","Dostluk Savaşı iptal edildi"
"TID_VILLAGE_EDIT_MODE_WAR","Savaş Üssü Düzenleme Modu"
"TID_WAR_BASE","Savaş Üssünü Düzenle"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Lütfen kaybolan köyünüzle ilgili aşağıdaki bilgileri bize verin.\nKöyün tam adı:\nBelediye Binası seviyesi:\nTP seviyesi:\nKlanın adı (varsa):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Kayıp Köy"
"TID_BUTTON_SIGN_IN","Giriş yap"
"TID_FAQ_TITLE_GEM_BOX","Nasıl Taş Kutusu alabilirim?"
"TID_FAQ_TEXT_GEM_BOX","Taş Kutusu, her oyuncunun köyünde rastgele olarak belirir. Taş Kutularının belirmeleri arasındaki süre de rastgeledir, bazı oyuncuların diğerlerinden daha fazla Taş Kutusu alıyor gibi görünmesi de bu yüzdendir. Merak etme, uzun vadede her oyuncu aynı sayıda Taş Kutusu'na sahip olacak ve onların hepsi de aynı sayıda taş içerecektir."
"TID_FAQ_TITLE_CLAN_WARS","Bir Klan Savaşı'na nasıl katılabilirim?"
"TID_FAQ_TEXT_CLAN_WARS","Bir Klan Savaşı'nda savaşmak için, en az on üyeli bir klana katıl. Daha fazla yardım için \qDaha fazla yardım\q düğmesine bas."
"TID_WAR_STATS_HEADER_BATTLES","Toplam Saldırı"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","En İyi Saldırılar"
"TID_WAR_STATS_HEADER_WAR_STATS","Saldırı istatistikleri"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Özel Savaşlar"
"TID_LIVE_REPLAY","Canlı Tekrar"
"TID_WATCH_LIVE_REPLAY","Canlı İzle"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","<number> <resource> karşılığında tüm X-Yaylarını doldurmak istiyor musun?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","<number> <resource> karşılığında tüm Cehennem Kulelerini doldurmak istiyor musun?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","<number> <resource> Karşılığında tüm X-Yayları ve Taktik Avcı Uçağı Ağır Silahını doldurmak istiyor musun?"
"TID_POPUP_RELOAD_ALL_XBOWS","Tüm X Yaylarını doldur"
"TID_POPUP_RELOAD_ALL_INFERNOS","Tüm Cehennem Kulelerini doldur"
"TID_POPUP_RELOAD_ALL","Hepsini doldur"
"TID_AMMO_FILL_CONFIRMATION_ALL","Şimdi tüm X Yayları dolduruldu!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Şimdi tüm Cehennem Kuleleri dolduruldu!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Tüm X-Yayları ve Taktik Avcı Uçağı Ağır Silahı artık dolu!"
"TID_AMMO_ALREADY_FULL_ALL","X Yayı tamamen dolu!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Tüm Cehennem Kuleleri tamamen dolu!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Tüm X Yayları ve Taktik Avcı Uçağı Ağır Silahı tamamen dolu!"
"TID_TRAPS_ALREADY_ARMED","Tüm tuzaklar yeniden silahlandırıldı!"
"TID_TOTEM","Totem"
"TID_SLOW_SPELL","Yavaş"
"TID_BOOSTDEFENCES_SPELL","Savunmaları takviye et"
"TID_BUTTON_LOAD_ALL","Tümünü yükle"
"TID_BUTTON_TRAPS_ARMED","Tüm tuzaklar silahlandırıldı"
"TID_TAB_NEWS","Haberler"
"TID_TAB_SETTINGS","Ayarlar"
"TID_TAB_MORE","Daha Fazla"
"TID_HINT_NAMECHANGE","Köylülerin nerede yaşadıklarını şaşırmamaları için köyünün adını değiştiremezsin!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Canlı izlenemiyor. Lütfen daha sonra tekrar dene."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Canlı izlenemiyor. Bu savaş zaten sona ermiş."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Canlı izlenemiyor. Tüm izleyici yerleri dolu."
"TID_HASTE_DAMAGE_OFFSET","Hasar artışı: <number>"
"TID_HERO_ABILITY_HEALTH","Sağlık yenileme: <number>"
"TID_MORE_FACEBOOK","En son haberleri al! Facebook'ta bize katıl!"
"TID_MORE_YOUTUBE","Clash of Clans YouTube kanalına göz at!"
"TID_MORE_TWITTER","Bizi Twitter'da takip et! Twitter hesabımız: @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Clash of Clans topluluğuna katıl!"
"TID_NEWS_BUTTON_GO","Hadi!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Bu devasa tehlike, yüksek miktarda hasarı emer ve yoluna çıkan her şeyi ezer. Savunma yaparken bölgesini şiddetli bir şekilde savunur ve Demir Yumruk yeteneğinin kilidi açıldıktan sonra yıkıcı bir öfkeyle saldırır!"
"TID_HERO_INSTRUCTIONS_QUEEN","Bu zarif avcı, yıkıcı bir güce sahiptir ancak mütevazı bir sağlığı vardır. Savunma yaparken bölgesindeki hedefleri uzaktan vurur ve Kraliyet Pelerini yeteneği açıldıktan sonra saldırırken gizli ve korkutucu bir hasar verebilir!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","<number> <resource> için seçilen tüm duvarları yükseltmek istiyor musun?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Duvarları yükselt"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Takviyeler kaldırılsın mı?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Takviyeleri gerçekten kaldırmak istiyor musun? Maliyetleri iade edilmeyecek."
"TID_POPUP_REMOVE_TROOP_TITLE","Birlikler kaldırılsın mı?"
"TID_POPUP_REMOVE_TROOP_TEXT","Birlikleri gerçekten kaldırmak istiyor musun? Geri ödeme almayacaksın."
"TID_POPUP_REMOVE_SPELL_TITLE","Büyüler kaldırılsın mı?"
"TID_POPUP_REMOVE_SPELL_TEXT","Büyüleri kaldırmak istediğinden emin misin? İade almayacaksın."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Tüm birlik ve büyüleri kaldıralım mı?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Tüm birlik ve büyüleri kaldırmak istediğinden emin misin? Maliyetleri iade edilmeyecek."
"TID_REMOVE_TROOP_BUTTON","Kaldır"
"TID_REMOVE_TROOP_MESSAGE","Birlikler kaldırıldı"
"TID_REMOVE_SPELL_MESSAGE","Büyüler kaldırıldı"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Birlik ve büyüler kaldırıldı"
"TID_NEWS_BIRTHDAY_TITLE","Mutlu Yıllar Şef!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans iki yaşında! Artık 7 Ağustos'a kadar her biri için sadece BİR TAŞ harcayarak tüm kaynak toplayıcılarına BİR HAFTA boyunca takviye yapabilirsin!"
"TID_AVAILABLE_TROOPS","Mevcut Birlikler:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Destek ile İletişime Geç"
"TID_AD_SEEKER","Lav Tazı"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Bu atılgan canavarlar Hava Savunmalarının peşine düşmeye bayıldıklarından diğer birliklere mükemmel koruma sağlar. İmha edildiklerinde daha küçük ve zayıf tehlikeler olarak püskürürler."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Bu atılgan canavarlar Hava Savunmalarına kapılır ve diğer birliklere mükemmel koruma sağlar. İmha edildiklerinde daha küçük ve zayıf tehlikeler olarak tekrar doğarlar."
"TID_AD_SEEKER_FRAG","Lav Köpecik"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Lav Tazısı öldüğünde, içinden çıkan bu küçük yaratıklar sürüsü savaşmaya devam eder."
"TID_MAX_SECONDARY_UNITS","Yeniden doğan birimler: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Seçimi yükselt"
"TID_NEWS_UPDATE_TITLE","Büyü Üstünlüğü ve bir Klan Savaşı Uzatması!"
"TID_NEWS_UPDATE_TEXT","* Geliştirilmiş Yıldırım, Zehir, Deprem ve Dondurma büyüleri!\n* 7. seviye Yıldırım Büyüsü ve yeni Duvar parçaları 10. seviye Belediye Binasına eklendi\n* Toplam Yıkım artık bir Klan Savaşı uzatması; savaşın sonunda puanlar aynıysa en iyi saldırılarındaki yıkım yüzdesi en fazla olan Klan kazanan olacak!"
"TID_NEWS_TROOP_TITLE","Yeni Kara Birlik: Lav Tazı"
"TID_NEWS_TROOP_TEXT","Taş ve lavdan oluşan bu uçan yaratık çok zarar alabilir. Hava Savunmalarını avlar ve düşmanın köyünün derinliklerine inerek diğer birliklere koruma sağlar. İmha edildiğinde kısa bir süre daha dövüşmeye devam eden daha küçük Lav Köpecikler olarak püskürürler."
"TID_NEWS_TROOP_TEXT2","Taş ve lavdan oluşan bu uçan yaratık çok zarar alabilir. Hava Savunmalarını hedef alır ve düşmanın köyünün derinliklerine inerek diğer birliklere koruma sağlar. İmha edildiğinde daha küçük tehlikeler olarak tekrar doğarak düşman savunmasının kısa bir süre daha dikkatini dağıtır."
"TID_GEM_BALANCE","Mevcut Taş Bakiyesi:\n<total>\n\nÜcretsiz Taşlar: <free>\n\nSatın Alınan Taşlar: <paid>"
"TID_MORE_INSTAGRAM","Clash of Clans Instagram hesabına göz at!"
"TID_MORE_TWITCH","Twitch'te Clash of Clans canlı yayınlarını aç!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Taş bakiyesi"
"TID_GEM_BALANCE_BUTTON","Taş bakiyesi"
"TID_NEWS_MIRROR_TITLE","Hazırlık"
"TID_NEWS_MIRROR_TEXT","Hazırlık ve mükemmel bir saç, iyi bir savaşın olmazsa olmazlarıdır. Büyücünün savaşa nasıl hazırlandığını öğren."
"TID_NEWS_RABBIT_TITLE","Büyü mü?"
"TID_NEWS_RABBIT_TEXT","Büyücünün elinden gelen tek numara ateş topu fırlatmak değildir. Başka neler yapabileceğini öğren."
"TID_UNLOCKED_ARMY","Ordu"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Şef <name> adına kayıtlı bir Game Center hesabına giriş yaptınız.\n\nBu köy oynamak için uygundur, fakat bu hesaba geçiş iOS 7 altı versiyonlar için desteklenmemektedir. Bu hesaba geçiş yapmak için lütfen iOS versiyonunuzu güncelleyiniz.\n\niOS güncellemeleri hakkında daha fazla bilgi için:\nhttp://support.apple.com/kb/HT4623?viewlocale=tr_TR"
"TID_DIAMOND_PACK_RED","(TAŞ YIĞINI)RED"
"TID_NEWS_RED_TITLE","Şef, (RED)'in AIDS'e karşı verdiği mücadeleye destek ol!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Daha Fazla Bilgi"
"TID_POPUP_BOOST_ALL_BARRACKS","<time> için <number> Kışlanın eğitim hızı <multiplier> katına çıkarılsın mı?"
"TID_POPUP_BOOST_ALL_COLLECTORS","<time> boyunca bu türdeki tüm <number> toplayıcının üretimini ikiye katlamak ister misin?"
"TID_CLAN_LOCALE","Klan Konumu:"
"TID_CLAN_WAR_FREQ","Savaş Sıklığı:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Ayarlı değil"
"TID_CLAN_WAR_FREQ_ALWAYS","Her zaman"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Haftada iki defa"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Haftada bir defa"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Nadiren"
"TID_CLAN_WAR_FREQ_NEVER","Asla"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","<time> için <number> Kara Kışlanın eğitim hızı <multiplier> katına çıkarılsın mı?"
"TID_REGION_INT","Uluslararası"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Büyülerin savaşa girmek için hazır!"
"TID_YES","Evet"
"TID_NO","Hayır, teşekkürler"
"TID_SEARCH_TERM_ANY","Her Şey"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Teşekkürler Şef!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","AIDS'e karşı savaşan (RED)'i desteklediğin için teşekkür ederiz. Desteğini gösterip Belediye Binanı 8 Aralık'a kadar (RED) ile süslemek ister misin?"
"TID_SEARCH_OPTIONS","Gelişmiş arama seçenekleri"
"TID_SHOW_SEARCH_OPTIONS","Göster"
"TID_CLAN_MEMBER_COUNT","Üyeler:"
"TID_CLAN_MIN_TROPHIES","Minimum klan puanı:"
"TID_TO","en çok"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Gelişmiş seçenekler kullanılarak \q<name>\q için arama sonuçları görüntüleniyor"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Gelişmiş seçenekler kullanılarak arama sonuçları görüntüleniyor"
"TID_CLAN_LOCATION_UNKNOWN","Ayarlı değil"
"TID_CLAN_SHOW_ONLY_JOINABLE","Sadece katılabileceğim klanlar:"
"TID_RESUME_BOOST","Sürdür"
"TID_NEWS_SAFEGUARD_TITLE","Köyünü Güvende Tut!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","İlerlemeni korumak ve birden fazla Android cihazda oynamak için Google Play Girişini kullan."
"TID_NEWS_SAFEGUARD_TEXT","İlerlemeni korumak ve birden fazla iOS cihazda oynamak için Game Center'a giriş yap."
"TID_RED_PROCEEDS","Gelirin tamamı (RED)'in AIDS ile mücadelesine aktarılacak."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Şimdi Facebook'a bağlandın"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Köyünü Facebook'a bağlamak, arkadaşlarınla iletişimde kalmanı sağlar. İlerlemeni korumak ve birden fazla cihazda oynamak için lütfen Game Center'a giriş yap."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Köyünü Facebook'a bağlamak, arkadaşlarınla iletişimde kalmanı sağlar. İlerlemeni korumak ve birden fazla cihazda oynamak için lütfen Google Play'a giriş yap."
"TID_OBSTACLE_HALLOWEEN2014","Cadılar Bayramı Mezar Taşı"
"TID_TRAP_HALLOWEEN_SKEL","İskelet Tuzağı"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Hiçbir şeyden habersiz düşmanlarını pusuya düşür ve kısa süre yaşayan sinsi iskelet birliklerle sürpriz bir saldırı düzenle! İskelet Tuzakları kara veya hava birliklerini takip etmek için ayarlanabilir."
"TID_CLAN_TAG","Klan etiketi:"
"TID_BUTTON_BOOST_ALL","Hepsini arttır"
"TID_NEWS_RED_LIKE","Beğen (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Çıkarılan Üyeler:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Savaştan daha fazla üye çıkaramazsın!"
"TID_LAYOUTS_USE_BUTTON","Etkin olarak ayarla"
"TID_LAYOUTS_COPY_BUTTON","Tasarımı kopyala"
"TID_LAYOUTS_EDIT_BUTTON","Tasarımı düzenle"
"TID_LAYOUTS_VILLAGE","Asıl Köy"
"TID_LAYOUTS_WARBASE","Savaş Üssü"
"TID_LAYOUTS_ACTIVE_LAYOUT","Etkin tasarım"
"TID_POPUP_REPLACE_LAYOUT","Tasarım değiştirilsin mi?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Mevcut bir tasarımı değiştirmek istediğinden emin misin?"
"TID_BUTTON_VILLAGE_LOAD","Yükle"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Köy yüklensin mi?"
"TID_LAYOUTS_ALREADY_ACTIVE","Tasarım zaten kullanılıyor"
"TID_LAYOUTS_INCOMPLETE","Önce tasarımın bitmesi gerekiyor"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Klan konumun için en iyi puanlar gösterilemiyor"
"TID_LAYOUT_EDITOR","Tasarım Düzenleyici"
"TID_LAYOUTS_COPY_LABEL","Tasarımı kopyala"
"TID_PUSH_UNDER_ATTACK","Köyüne <attacker> tarafından baskın yapıldı!"
"TID_LAYOUTS_EMPTY_SLOT","Boş"
"TID_LAYOUTS_COPY_EXPLANATION","Seçilen tasarımı kopyalamak için ev ya da savaş yuvası seç."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Köyün saldırı altında!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Etkin tasarım değiştirilemez"
"TID_LAYOUTS_OBSTRUCTED","Önce bazı engeller temizlenmeli"
"TID_LAYOUTS_INVALID","Tasarım kaydetme hatası"
"TID_EDIT_MODE_FINISH_LATER","Daha sonra bitir"
"TID_LAYOUTS_WARBASE_INFO","Not: Savaş Günü boyunca etkin Savaş Üssünü düzenlemek ancak bir sonraki savaşı etkileyecektir."
"TID_LAYOUTS_CANT_COPY_EMPTY","Boş bir tasarım kopyalanamaz"
"TID_EDIT_MODE_BLOCKED","Engeller tarafından kapanan binalar envanterine kondu"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","ÖNCE Klan Kaleni tekrar inşa etmen gerek"
"TID_LAYOUTS_ACTIVE_VILLAGE","Etkin Köy"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Etkin Savaş Üssü"
"TID_PARENTS_GUIDE_BUTTON","Ebeveyn Kılavuzu"
"TID_CLANBADGE_LAYER_0","Arka plan"
"TID_CLANBADGE_LAYER_1","Şablon"
"TID_CLANBADGE_LAYER_2","Sınır"
"TID_WAROPTIN_COUNTIN","İçeri"
"TID_WAROPTIN_LEAVEOUT","Dışarı"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Savaşa Katılanları Seç"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Bu oyuncu henüz savaşa katılmaya uygun değil"
"TID_WAR_SIZE","Savaş Büyüklüğü: <num> X <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Savaşa başlamak için daha fazla üye al"
"TID_WAR_PERSONAL_SETTING_IN","İçeri"
"TID_WAR_PERSONAL_SETTING_OUT","Dışarı"
"TID_CLAN_MIN_LEVEL","Minimum klan seviyesi"
"TID_WAR_SELECT_MEMBERS_HINTS","Yukarıdaki düğmelerle daha çok veya daha az üye seçebilirsin."
"TID_MY_PROFILE_TAB","Profilim"
"TID_PLAYER_CLAN_TAB","Oyuncu Klanı"
"TID_WAR_PARTICIPANTS_HEADER","Savaşa Katılanlar:"
"TID_CLAN_BADGE_LOCKED","Bu öğenin kilidini açmak için klanını <num>. seviyeye yükselt!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Bağış isteği bekleme süresi:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Bağış sınırı:"
"TID_CLANPERK_DESC_DONATION_REFUND","Bağış iadesi:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Bağış yükseltmesi:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Hazine ekstra depo:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Savaş bonusu ekstra ganimet:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Klan rozeti çerçevelerinin açılma seviyesi: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Önemli!"
"TID_NEWS_UPGRADE_OS_TEXT","Bazı teknik sorunlar sebebiyle, ne yazık ki Clash of Clans'ın bir sonraki App Store güncellemesiyle 5.1.1'in altındaki tüm iOS sürümlerine desteğimizi sona erdirmek zorundayız.\nCihazın şu an bundan daha düşük bir iOS sürümüyle çalıştığı için, iOS'un son sürümünü indirmezsen artık Clash of Clan oynayamayacaksın.\niTunes kullanarak iOS'unu nasıl güncelleyeceğine dair daha fazla bilgi için lütfen Daha Fazla Bilgi'ye dokun."
"TID_NEWS_UPGRADE_OS_MORE","Daha Fazla Bilgi"
"TID_CLANPERK_COMPLETED","Tamamlandı!"
"TID_CLANPERK_UNLOCKED_PERKS","Klan Avantaları"
"TID_CLANPERK_INFO_TEXT","Klan TP kazan ve güçlü avantaların kilidini açmak için klanının seviyesini yükselt! Klan TP Klan Savaşları'nda rekabet ederek kazanılır!"
"TID_ALLIANCE_WAR_MY_TEAM","Takımım"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Düşman Takım"
"TID_ALLIANCE_EXP_EARNED","+<value> Klan TP"
"TID_WAROPTIN_TAKE","Al"
"TID_WAROPTIN_LEAVE","Ayrıl"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Beni al"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Beni bırak"
"TID_WAR_PERSONAL_INFO","Klan Savaşları'na katılmayı tercih ediyor musun? Tercihin diğer klan üyeleri tarafından görünür olacak."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Bağışlanan birlikler <value> seviye kadar yükseltilir"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Klan <value>. seviyeye ulaştı! Kilidi açılan yeni avantalar:"
"TID_START_WAR_FAILED_INVALID_SIZE","Savaş başlatılamıyor!"
"TID_INVALID_WAR_MEMBERS_COUNT","Seçilen üyeler: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Başarılı saldırı +<num> Klan TP kazandırır"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Klan Savaşı Tercihi"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Klan Savaşlarına katılmayı tercih edip etmediğini seç. Tercihin diğer klan üyelerine görünür olacak."
"TID_PERSONAL_WAR_PREFERENCE_IN","Varım"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Yokum"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Klan Savaşları"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","En az <value> üye seç"
