"TID","IT"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% distrutto!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Municipio distrutto!"
"TID_STREAM_EVENT_STARTED_WAR","ha iniziato la ricerca di una guerra tra clan"
"TID_STREAM_EVENT_CANCELLED_WAR","ha annullato la ricerca di una guerra tra clan"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Nessun avversario trovato per la guerra tra clan. Prova di nuovo a muovere guerra."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","ha annullato una guerra amichevole"
"TID_VILLAGE_EDIT_MODE_WAR","Modalità Modifica base di guerra"
"TID_WAR_BASE","Modifica base di guerra"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Comunicaci le seguenti informazioni in merito al villaggio che hai perso.\nNome esatto del villaggio:\nLivello del municipio:\nLivello di esperienza:\nNome dell'eventuale clan:"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Villaggio perso"
"TID_BUTTON_SIGN_IN","Accedi"
"TID_FAQ_TITLE_GEM_BOX","Come posso ottenere una cassa di gemme?"
"TID_FAQ_TEXT_GEM_BOX","Le casse di gemme compaiono in maniera del tutto casuale nei villaggi di ciascun giocatore. Anche l'intervallo di generazione delle casse di gemme è casuale, per cui potrebbe sembrare che alcuni giocatori ne ricevano più di altri. In verità, sul lungo periodo, tutti ottengono lo stesso numero di casse di gemme, le quali contengono la medesima quantità di gemme."
"TID_FAQ_TITLE_CLAN_WARS","Come faccio a partecipare a una guerra tra clan?"
"TID_FAQ_TEXT_CLAN_WARS","Per combattere una guerra tra clan, entra a far parte di un clan con almeno dieci membri. Per ulteriori informazioni, premi il pulsante \qPiù aiuto\q."
"TID_WAR_STATS_HEADER_BATTLES","Attacchi totali"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Attacchi migliori"
"TID_WAR_STATS_HEADER_WAR_STATS","Statistiche attacco"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Battaglie in evidenza"
"TID_LIVE_REPLAY","Replay live"
"TID_WATCH_LIVE_REPLAY","Guarda live"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","Vuoi ricaricare tutti i tuoi archi-X per <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","Vuoi ricaricare tutte le tue torri infernali per <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","Vuoi ricaricare tutti i tuoi archi-X e l'artiglieria Aquila per <number> <resource>?"
"TID_POPUP_RELOAD_ALL_XBOWS","Ricarica tutti gli archi-X"
"TID_POPUP_RELOAD_ALL_INFERNOS","Ricarica tutte le torri infernali"
"TID_POPUP_RELOAD_ALL","Ricarica tutto"
"TID_AMMO_FILL_CONFIRMATION_ALL","Tutti gli archi-X sono carichi!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Tutte le torri infernali sono cariche!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Tutti i tuoi archi-X e l'artiglieria Aquila sono carichi!"
"TID_AMMO_ALREADY_FULL_ALL","Tutti gli archi-X sono completamente carichi!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Tutte le torri infernali sono completamente cariche!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Archi-X e artiglieria Aquila completamente carichi!"
"TID_TRAPS_ALREADY_ARMED","Tutte le trappole sono riattivate!"
"TID_TOTEM","Totem"
"TID_SLOW_SPELL","Lento"
"TID_BOOSTDEFENCES_SPELL","Potenzia le difese"
"TID_BUTTON_LOAD_ALL","Carica tutto"
"TID_BUTTON_TRAPS_ARMED","Tutte le trappole sono attive!"
"TID_TAB_NEWS","Notizie"
"TID_TAB_SETTINGS","Impostazioni"
"TID_TAB_MORE","Altro"
"TID_HINT_NAMECHANGE","Non puoi cambiare il nome del tuo villaggio. I suoi abitanti non saprebbero più dove vivono!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Impossibile guardare live. Riprova più tardi."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Impossibile guardare live. La battaglia è già terminata."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Impossibile guardare live. Tutti gli slot spettatori sono occupati."
"TID_HASTE_DAMAGE_OFFSET","Incremento danno: <number>"
"TID_HERO_ABILITY_HEALTH","Recupero salute: <number>"
"TID_MORE_FACEBOOK","Scopri le ultime notizie! Seguici su Facebook!"
"TID_MORE_YOUTUBE","Scopri il canale di YouTube di Clash of Clans!"
"TID_MORE_TWITTER","Seguici su Twitter! Tweet @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Entra a far parte della community di Clash of Clans!"
"TID_NEWS_BUTTON_GO","Vai!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Questa colossale minaccia assorbe tantissimi danni e distrugge ogni cosa sul suo cammino. Difende strenuamente il proprio territorio e scatena una furia devastante nella fase di attacco, una volta sbloccata la sua abilità Pugno di ferro."
"TID_HERO_INSTRUCTIONS_QUEEN","Questa aggraziata cacciatrice è una maestra dalla forza distruttiva, sebbene la sua salute sia scarsa. Bersaglia i nemici alla sua portata nella fase di difesa e può muoversi furtivamente e infliggere danni tremendi in attacco una volta sbloccata la sua abilità Mimetismo."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Vuoi davvero migliorare le mura selezionate per <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Migliora le mura"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Rimuovere rinforzi?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Vuoi davvero rimuovere i rinforzi? Non avrai diritto ad alcun rimborso."
"TID_POPUP_REMOVE_TROOP_TITLE","Rimuovere le truppe?"
"TID_POPUP_REMOVE_TROOP_TEXT","Vuoi davvero rimuovere le truppe? Non avrai diritto ad alcun rimborso."
"TID_POPUP_REMOVE_SPELL_TITLE","Rimuovere incantesimi?"
"TID_POPUP_REMOVE_SPELL_TEXT","Vuoi davvero rimuovere gli incantesimi? Non avrai diritto ad alcun rimborso."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Rimuovere truppe e incantesimi?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Vuoi davvero rimuovere le truppe e gli incantesimi? Non avrai diritto ad alcun rimborso."
"TID_REMOVE_TROOP_BUTTON","Rimuovi"
"TID_REMOVE_TROOP_MESSAGE","Truppe rimosse"
"TID_REMOVE_SPELL_MESSAGE","Incantesimi rimossi"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Truppe e incantesimi rimossi"
"TID_NEWS_BIRTHDAY_TITLE","Buon compleanno, capo!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans compie due anni! Ora puoi potenziare tutti gli estrattori di risorse per UNA SETTIMANA con UNA GEMMA ciascuno fino al 7 agosto!"
"TID_AVAILABLE_TROOPS","Truppe disponibili:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Contatta l'Assistenza"
"TID_AD_SEEKER","Mastino lavico"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Queste bestie fiammeggianti inseguono le difese aeree e offrono un'ottima protezione alle altre truppe. Una volta distrutte, esplodono e si lasciano alle spalle una minaccia più piccola e più debole."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Queste bestie fiammeggianti sono attratte dalle difese aeree e offrono un'ottima protezione alle altre truppe. Una volta distrutte, danno origine a una minaccia più piccola e più debole."
"TID_AD_SEEKER_FRAG","Cucciolo lavico"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Schierate in gran numero dopo la morte di un mastino lavico, queste creaturine continuano a combattere ancora per un po'."
"TID_MAX_SECONDARY_UNITS","Unità generate: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Migliora selezione"
"TID_NEWS_UPDATE_TITLE","Superiorità magica e spareggio nella guerra tra clan!"
"TID_NEWS_UPDATE_TEXT","* Incantesimi Fulmine, Veleno, Terremoto e Congelamento migliorati!\n* L'incantesimo Fulmine di livello 7 e 25 nuove parti di mura sono stati aggiunti al municipio di livello 10\n* La distruzione totale ora è un elemento di spareggio per le guerre tra clan: se il punteggio è pari alla fine della guerra, vincerà il clan con la percentuale di distruzione più alta nei suoi attacchi migliori!"
"TID_NEWS_TROOP_TITLE","Nuova truppa delle tenebre: mastino lavico!"
"TID_NEWS_TROOP_TEXT","Questa creatura volante fatta di pietra e lava è in grado di sostenere danni ingenti. Dà la caccia alle difese aeree e si spinge nelle profondità del villaggio nemico, fornendo copertura alle altre truppe. Una volta distrutta, erutta generando dei cuccioli lavici più piccoli che continuano a combattere ancora per un po'."
"TID_NEWS_TROOP_TEXT2","Questa creatura volante fatta di pietra e lava è in grado di sostenere danni ingenti. Prende di mira le difese aeree e si spinge nelle profondità del villaggio nemico, fornendo copertura alle altre truppe. Una volta distrutta, genera delle mini versioni di sé che distraggono i nemici ancora per un po'."
"TID_GEM_BALANCE","Saldo gemme attuale:\n<total>\n\nGemme gratuite: <free>\n\nGemme acquistate: <paid>"
"TID_MORE_INSTAGRAM","Scopri Clash of Clans su Instagram!"
"TID_MORE_TWITCH","Sintonizzati sugli stream live di Clash of Clans su Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Saldo gemme"
"TID_GEM_BALANCE_BUTTON","Saldo gemme"
"TID_NEWS_MIRROR_TITLE","Preparativi"
"TID_NEWS_MIRROR_TEXT","I preparativi e una barbetta curata sono il segreto di una buona battaglia. Scopri in che modo lo stregone si prepara per uno scontro."
"TID_NEWS_RABBIT_TITLE","Magia?"
"TID_NEWS_RABBIT_TEXT","Lo stregone ha altri assi nella manica, oltre alle sfere infuocate. Scopri cos'altro è in grado di fare."
"TID_UNLOCKED_ARMY","Esercito"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Hai eseguito l'accesso a un account Game Center appartenente al villaggio del capo <name>.\n\nQuesto villaggio è disponibile per essere giocato, ma l'accesso a questo account non è supportato nelle versioni precedenti a iOS 7. Per accedere a questo account aggiorna la versione di iOS.\nPer informazioni sugli aggiornamenti di iOS:\nhttp://support.apple.com/kb/HT4623?viewlocale=it_IT"
"TID_DIAMOND_PACK_RED","(PILA DI GEMME)RED"
"TID_NEWS_RED_TITLE","Capo, sostieni la lotta contro l'AIDS di (RED)!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Altre info"
"TID_POPUP_BOOST_ALL_BARRACKS","Vuoi moltiplicare x<multiplier> la velocità di addestramento di <number> caserme per <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Vuoi raddoppiare la produzione di tutti e <number> gli estrattori di questo tipo per <time>?"
"TID_CLAN_LOCALE","Sede clan:"
"TID_CLAN_WAR_FREQ","Frequenza guerra:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Non impostata"
"TID_CLAN_WAR_FREQ_ALWAYS","Sempre"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","2 volte a settimana"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","1 volta a settimana"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Raramente"
"TID_CLAN_WAR_FREQ_NEVER","Mai"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Vuoi moltiplicare x<multiplier> la velocità di addestramento di <number> caserme nere per <time>?"
"TID_REGION_INT","Internazionale"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","I tuoi incantesimi sono pronti per essere usati in battaglia!"
"TID_YES","Sì"
"TID_NO","No, grazie"
"TID_SEARCH_TERM_ANY","Qualsiasi"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Grazie, capo!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Ti ringraziamo per aver sostenuto (RED) nella lotta contro l'AIDS. Vuoi mostrare a tutti la tua generosità decorando il tuo municipio con (RED) fino all'8 dicembre?"
"TID_SEARCH_OPTIONS","Opzioni di ricerca avanzata"
"TID_SHOW_SEARCH_OPTIONS","Mostra"
"TID_CLAN_MEMBER_COUNT","Membri:"
"TID_CLAN_MIN_TROPHIES","Punti clan minimi:"
"TID_TO","a"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Visualizzazione risultati della ricerca per \q<name>\q usando le opzioni avanzate"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Visualizzazione risultati della ricerca usando le opzioni avanzate"
"TID_CLAN_LOCATION_UNKNOWN","Non impostata"
"TID_CLAN_SHOW_ONLY_JOINABLE","Solo i clan in cui posso entrare:"
"TID_RESUME_BOOST","Riprendi"
"TID_NEWS_SAFEGUARD_TITLE","Tieni al sicuro il tuo villaggio!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Effettua l'accesso a Google Play per proteggere i tuoi progressi e giocare su più dispositivi Android."
"TID_NEWS_SAFEGUARD_TEXT","Effettua l'accesso a Game Center per proteggere i tuoi progressi e giocare su più dispositivi iOS."
"TID_RED_PROCEEDS","L'intero ricavato sarà devoluto alla lotta di (RED) contro l'AIDS."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Hai effettuato l'accesso a Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Collegando il tuo villaggio a Facebook potrai rimanere in contatto con i tuoi amici. Effettua l'accesso a Game Center per proteggere i tuoi progressi e giocare su più dispositivi."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Collegando il tuo villaggio a Facebook potrai rimanere in contatto con i tuoi amici. Effettua l'accesso a Google Play per proteggere i tuoi progressi e giocare su più dispositivi."
"TID_OBSTACLE_HALLOWEEN2014","Lapide di Halloween"
"TID_TRAP_HALLOWEEN_SKEL","Trappola scheletri"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Distrai i nemici e tendi imboscate con una truppa di scheletri poco robusti ma molto agguerriti! Puoi impostare queste trappole in modo che assalgano obiettivi terrestri o aerei."
"TID_CLAN_TAG","Tag del clan:"
"TID_BUTTON_BOOST_ALL","Potenzia tutto"
"TID_NEWS_RED_LIKE","Mi piace (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Membri esclusi:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Impossibile escludere altri membri dalla guerra!"
"TID_LAYOUTS_USE_BUTTON","Imposta come attiva"
"TID_LAYOUTS_COPY_BUTTON","Copia disposizione"
"TID_LAYOUTS_EDIT_BUTTON","Modifica disposizione"
"TID_LAYOUTS_VILLAGE","Villaggio base"
"TID_LAYOUTS_WARBASE","Base di guerra"
"TID_LAYOUTS_ACTIVE_LAYOUT","Disposizione attiva"
"TID_POPUP_REPLACE_LAYOUT","Sostituire la disposizione?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Vuoi davvero sostituire una disposizione esistente?"
"TID_BUTTON_VILLAGE_LOAD","Carica"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Caricare il villaggio?"
"TID_LAYOUTS_ALREADY_ACTIVE","Disposizione già in uso"
"TID_LAYOUTS_INCOMPLETE","Prima è necessario terminare la disposizione"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Impossibile visualizzare i punteggi migliori per la sede del clan"
"TID_LAYOUT_EDITOR","Editor della disposizione"
"TID_LAYOUTS_COPY_LABEL","Copia disposizione"
"TID_PUSH_UNDER_ATTACK","<attacker> sta assaltando il tuo villaggio!"
"TID_LAYOUTS_EMPTY_SLOT","Vuoto"
"TID_LAYOUTS_COPY_EXPLANATION","Seleziona lo spazio base o guerra per copiare la disposizione selezionata."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Il tuo villaggio è sotto attacco!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Impossibile sostituire la disposizione attiva"
"TID_LAYOUTS_OBSTRUCTED","Prima è necessario eliminare alcuni ostacoli"
"TID_LAYOUTS_INVALID","Errore durante il salvataggio della disposizione"
"TID_EDIT_MODE_FINISH_LATER","Completa più tardi"
"TID_LAYOUTS_WARBASE_INFO","Nota: la modifica della disposizione della base di guerra attiva durante il giorno\ndella battaglia diventerà effettiva soltanto nella guerra successiva."
"TID_LAYOUTS_CANT_COPY_EMPTY","Impossibile copiare una disposizione vuota"
"TID_EDIT_MODE_BLOCKED","Gli edifici bloccati da ostacoli sono stati spostati nel tuo inventario"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Prima devi ricostruire il castello del clan"
"TID_LAYOUTS_ACTIVE_VILLAGE","Villaggio attivo"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Base di guerra attiva"
"TID_PARENTS_GUIDE_BUTTON","Guida genitori"
"TID_CLANBADGE_LAYER_0","Sfondo"
"TID_CLANBADGE_LAYER_1","Motivo"
"TID_CLANBADGE_LAYER_2","Bordo"
"TID_WAROPTIN_COUNTIN","Dentro"
"TID_WAROPTIN_LEAVEOUT","Fuori"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Seleziona partecipanti alla guerra"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Questo giocatore non si è ancora qualificato per la guerra"
"TID_WAR_SIZE","Dimensioni della guerra: <num> contro <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Arruola altri membri per avviare una guerra"
"TID_WAR_PERSONAL_SETTING_IN","Dentro"
"TID_WAR_PERSONAL_SETTING_OUT","Fuori"
"TID_CLAN_MIN_LEVEL","Livello minimo del clan"
"TID_WAR_SELECT_MEMBERS_HINTS","Seleziona più o meno membri usando i pulsanti in alto."
"TID_MY_PROFILE_TAB","Il mio profilo"
"TID_PLAYER_CLAN_TAB","Clan del giocatore"
"TID_WAR_PARTICIPANTS_HEADER","Partecipanti alla guerra:"
"TID_CLAN_BADGE_LOCKED","Porta il tuo clan al livello <num> per sbloccare questo oggetto!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Tempo di attesa richiesta donazioni:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Limite donazione:"
"TID_CLANPERK_DESC_DONATION_REFUND","Rimborso donazione:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Migliora donazioni:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Capacità extra tesoreria:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Bottino extra bonus di guerra:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Bordi del badge del clan sbloccati: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Importante!"
"TID_NEWS_UPGRADE_OS_TEXT","Per svariati motivi tecnici, sfortunatamente siamo costretti a interrompere il supporto per tutte le versioni di iOS inferiori a 5.1.1 con il prossimo aggiornamento dell'App Store di Clash of Clans.\nDato che il tuo dispositivo funziona con una versione di iOS inferiore, non potrai più giocare a Clash of Clans, a meno che non lo aggiorni alla nuova versione di iOS.\nPer ulteriori informazioni su come aggiornare la tua versione di iOS con iTunes, tocca Altre info."
"TID_NEWS_UPGRADE_OS_MORE","Altre info"
"TID_CLANPERK_COMPLETED","Operazione completata!"
"TID_CLANPERK_UNLOCKED_PERKS","Vantaggi del clan"
"TID_CLANPERK_INFO_TEXT","Guadagna XP del clan e fai salire di livello il tuo clan per sbloccare vantaggi potenti! Puoi guadagnare XP del clan partecipando alle guerre tra clan."
"TID_ALLIANCE_WAR_MY_TEAM","La mia squadra"
"TID_ALLIANCE_WAR_ENEMY_TEAM","La squadra nemica"
"TID_ALLIANCE_EXP_EARNED","+<value> XP del clan"
"TID_WAROPTIN_TAKE","Unisciti"
"TID_WAROPTIN_LEAVE","Abbandona"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Arruolami"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Congedami"
"TID_WAR_PERSONAL_INFO","Preferiresti partecipare alle guerre tra clan? La tua preferenza sarà visibile ad altri membri del clan."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Le truppe donate vengono migliorate di <value> livelli"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Il clan ha raggiunto il livello <value>! Nuovi vantaggi sbloccati:"
"TID_START_WAR_FAILED_INVALID_SIZE","Impossibile iniziare la guerra!"
"TID_INVALID_WAR_MEMBERS_COUNT","Membri selezionati: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","+<num> XP del clan con attacchi andati a buon fine"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Preferenza guerra tra clan"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Preferiresti partecipare alle guerre tra clan o essere lasciato tranquillo? La tua preferenza sarà visibile ad altri membri del clan."
"TID_PERSONAL_WAR_PREFERENCE_IN","Partecipo"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Anche no"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Guerre tra clan"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Seleziona almeno <value> membri"
"TID_INVALID_WAR_MEMBERS_INFO_MID","Seleziona <low> o <high> membri"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Seleziona al massimo <value> membri"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> XP del clan ottenuti da attacchi andati a buon fine"
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> XP del clan ottenuti per aver conquistato <num> stelle"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+<xpnum> bonus XP del clan per aver conquistato <num> stelle"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> bonus XP del clan per aver vinto la guerra!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> minuti"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> truppe"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value>% del costo"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> livello"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> livelli"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","Si sblocca con un clan di livello <num>"
"TID_ALLIANCE_WAR_XP_EARNED","XP del clan ottenuti"
"TID_ALLIANCE_WAR_OBJECTIVES","Obiettivi del clan"
"TID_CLAN_PERK_BONUS","Bonus vantaggio"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","XP del clan"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Sconfiggi le basi di guerra nemiche"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Sconfiggi le basi di guerra"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Ottieni <num> stelle"
"TID_WAR_STATS_HEADER_WIN_WAR","Vinci la guerra"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Gli XP del clan vengono assegnati alla fine della guerra"
"TID_WAR_STATS_HEADER_TOTAL","Totale"
"TID_ALLIANCE_TAB_BOOKMARKS","Preferiti"
"TID_NO_BOOKMARKS","Non hai nessun clan preferito.\n\nPuoi inserire un clan tra i preferiti dalla pagina delle informazioni sul clan."
"TID_ERROR_BOOKMARKS_FULL","Hai troppi preferiti! Rimuovine uno per poterne aggiungere un altro."
"TID_CHANGE_NAME_ALREADY_USED","Impossibile cambiare nome: l'hai già cambiato una volta per questo account."
"TID_CHANGE_NAME_BUTTON","Cambia nome"
"TID_CHANGE_NAME_TITLE","Cambia nome"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nome attuale:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Inserisci il nuovo nome:"
"TID_CONTINUE","Continua"
"TID_NAMECHANGE_WARNING","ATTENZIONE: puoi cambiare il tuo nome una volta sola!"
"TID_CONFIRM","Conferma"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Reinserisci il nuovo nome:"
"TID_NAME_ALREADY_CHANGED","Puoi cambiare nome solo una volta."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Puoi cambiare nome con il municipio almeno al livello <level>"
"TID_BOOKMARKS_NOT_LOADED_YET","Impossibile caricare i preferiti. Riprova più tardi."
"TID_ALLIANCE_UNAVAILABLE","Info clan non disponibili"
"TID_BOOKMARK_ADDED","Aggiunto ai preferiti"
"TID_BOOKMARK_REMOVED","Rimosso dai preferiti"
"TID_BOOKMARKS_FULL","Preferiti al completo"
"TID_NAME_CHANGE_ALREADY_USED","Hai già cambiato nome una volta"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Vuoi davvero cambiare nome?\nIl tuo nuovo nome sarà:"
"TID_ERROR_NAMES_DONT_MATCH","I nomi non corrispondono. Riprova."
"TID_BUTTON_ROTATE","Ruota"
"TID_NAME_CHANGED_SUCCESS","Il tuo nome è stato cambiato!"
"TID_NAME_CHANGE_IN_PROGRESS","Impossibile cambiare nome. Cambiamento precedente in corso."
"TID_PLAYER_TAG","Tag del giocatore"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Conferma l'attacco"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Attacca"
"TID_WAR_ATTACK_CONFIRM_TITLE","Attaccare ora?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Truppe: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Incantesimi: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Truppe e incantesimi castello del clan: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Truppe del castello del clan: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Eroi: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Sei pronto? Se procedi, consumerai uno degli attacchi a tua disposizione."
"TID_AIR_BLASTER","Volanò"
"TID_AIR_BLASTER_INFO","Il Volanò emette potenti folate di vento che respingono i nemici aerei. Puoi dirigerlo in un'unica direzione, per cui ruotalo per massimizzarne l'efficacia."
"TID_STREAM_EVENT_CHANGED_SETTINGS","ha aggiornato le impostazioni del clan"
"TID_KNOCKBACK","Forza assalto: <number> caselle"
"TID_SETTINGS_CLAN_CHAT_FILTER","Filtra la chat del clan"
"TID_INFO_SPELL_STORAGE","Deposito di incantesimi:"
"TID_BUILDING_MINI_SPELL_FACTORY","Fabbrica di incantesimi oscuri"
"TID_MINI_SPELL_FACTORY_INFO","Solo i maestri stregoni più brillanti (o temerari) si cimentano nella lavorazione dell'elisir nero. Gli incantesimi oscuri necessitano una comprensione profonda delle arti arcane, ma forniscono vantaggi tattici eccezionali."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Vuoi moltiplicare x<multiplier> la velocità di preparazione di incantesimi oscuri per <time>?"
"TID_LEAGUE_CHAMPION1","Lega Campioni I"
"TID_LEAGUE_CHAMPION2","Lega Campioni II"
"TID_LEAGUE_CHAMPION3","Lega Campioni III"
"TID_LEAGUE_CHAMPION1_SHORT","Campioni I"
