"TID","CNT"
"TID_WAR_RESULTS_INFO_HEADLINE","對戰結果"
"TID_WAR_SPECTATOR_TITLE","觀戰模式"
"TID_WAR_SPECTATOR_TEXT","您無法參加這場對戰。在部落對戰開始前，您必須已在部落中，且您在所屬部落中必須擁有夠高的排名，且您不能同時參加其他對戰。"
"TID_ALLIANCE_WAR_HAS_ENDED","您目前的部落對戰已結束！"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","目前的對戰"
"TID_HOME","我軍"
"TID_ENEMY","敵方"
"TID_BUTTON_RETURN_TO_WAR","對戰地圖"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","參與下場部落對戰的等待時間："
"TID_WAR_DONATE_SPECTATOR","觀戰玩家無法增援部隊！"
"TID_WAR_SEARCH_CANCEL","正在取消搜索..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","成就"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","每次攻擊新得到的星星"
"TID_ALLIANCE_WAR_STATS_TAB","部落對戰統計資料"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","最英勇的攻擊"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","最英勇的抵抗"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","無"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","攻擊平均持續時間"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","最後時刻！"
"TID_WAR_STREAM_ENTRY_TIME","離對戰結束剩下<time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3星勝利"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2星勝利"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1星勝利"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","攻擊失敗的次數"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","在地圖上查看"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","確定要解散這些增援部隊嗎？"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","是否確定要從您的對戰城堡中解散此增援的部隊？"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","最昂貴的勝利"
"TID_BUTTON_CALL_CENTER","電話查詢"
"TID_CALL_CENTER_TITLE","電話查詢"
"TID_CALL_CENTER_TEXT","[Supercell 服務中心]\n\n電話：1688-6276\n服務時間：週一至週五/早上10點至下午6點\n\n額外資訊\n週末和法定假日不提供客服電話支援\n您可以在遊戲中寄電子郵件以取得更多協助"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","您已經有一座村莊了？"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","已用攻擊次數 (高階村莊)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","已用攻擊次數 (中階村莊)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","已用攻擊次數 (低階村莊)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","成功防禦次數："
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","已破壞25%！"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","已破壞50%！"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","已破壞75%！"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","已摧毀大本營！"
"TID_STREAM_EVENT_STARTED_WAR","已開始搜尋部落對戰"
"TID_STREAM_EVENT_CANCELLED_WAR","已取消搜尋部落對戰"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","找不到任何部落對戰對手。請嘗試重新發起部落對戰。"
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","部落友誼戰已取消"
"TID_VILLAGE_EDIT_MODE_WAR","部落對戰編輯模式"
"TID_WAR_BASE","編輯戰場基地"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","請將以下與遺失的村莊相關的資訊提供給我們。\n村莊的確切名稱：\n大本營等級：\n經驗值等級：\n部落的名稱(如果有的話)："
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","遺失村莊"
"TID_BUTTON_SIGN_IN","登入"
"TID_FAQ_TITLE_GEM_BOX","如何獲得寶箱?"
"TID_FAQ_TEXT_GEM_BOX","寶箱會隨機出現在每個玩家的村莊裡。寶箱每次出現的時間也是隨機的，這也就是有些玩家好像獲得了更多寶箱的原因。別擔心，從長期來看，每個玩家獲得的寶箱數量是一樣的，每個寶箱裡的寶石數量也是相同的。"
"TID_FAQ_TITLE_CLAN_WARS","我要如何加入部落對戰？"
"TID_FAQ_TEXT_CLAN_WARS","若要參加部落對戰，請加入至少有十個成員的部落。如果要了解更多資訊，請按下「更多幫助」按鈕。"
"TID_WAR_STATS_HEADER_BATTLES","攻擊總次數"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","最佳進攻紀錄"
"TID_WAR_STATS_HEADER_WAR_STATS","攻擊統計"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","經典戰役"
"TID_LIVE_REPLAY","即時重播"
"TID_WATCH_LIVE_REPLAY","觀看實況"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","是否要花費<number><resource>重新裝填所有X連弩？"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","是否要花費<number><resource>重新裝填所有地獄之塔？"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","您要花費<number> <resource>來重新裝載全部的X連弩和天鷹火炮嗎？"
"TID_POPUP_RELOAD_ALL_XBOWS","重新裝填所有X-連弩"
"TID_POPUP_RELOAD_ALL_INFERNOS","重新裝填所有地獄之塔"
"TID_POPUP_RELOAD_ALL","全部重新裝填"
"TID_AMMO_FILL_CONFIRMATION_ALL","所有X連弩已準備就緒！"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","所有地獄之塔都已準備就緒！"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","所有X連弩和天鷹火炮已準備就緒！"
"TID_AMMO_ALREADY_FULL_ALL","所有X連弩裝填完畢！"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","所有地獄之塔裝填完畢！"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","所有X連弩和天鷹火炮裝彈完畢！"
"TID_TRAPS_ALREADY_ARMED","已重新設置所有陷阱！"
"TID_TOTEM","圖騰"
"TID_SLOW_SPELL","慢速"
"TID_BOOSTDEFENCES_SPELL","強化防禦設施"
"TID_BUTTON_LOAD_ALL","填裝全部彈藥"
"TID_BUTTON_TRAPS_ARMED","已設置所有陷阱"
"TID_TAB_NEWS","新聞"
"TID_TAB_SETTINGS","設定"
"TID_TAB_MORE","更多"
"TID_HINT_NAMECHANGE","您不能變更村莊的名稱。否則您的村民將找不到回家的路！"
"TID_LIVE_REPLAY_FAIL_GENERIC","無法即時觀看。請稍後重試。"
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","無法即時觀看。這場戰鬥已經結束。"
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","無法即時觀看。所有的觀戰座位已滿。"
"TID_HASTE_DAMAGE_OFFSET","提高傷害：<number>"
"TID_HERO_ABILITY_HEALTH","生命復原：<number>"
"TID_MORE_FACEBOOK","快來Facebook加入我們，獲得最新消息！"
"TID_MORE_YOUTUBE","快來YouTube觀看《部落衝突》頻道！"
"TID_MORE_TWITTER","在Twitter上透過@clashofclans追蹤我們的消息"
"TID_MORE_WEIBO","請關注新浪藍V認證微博@部落衝突Clash-of-Clans"
"TID_MORE_FORUMS","快來加入《部落衝突》社群！"
"TID_NEWS_BUTTON_GO","去看看吧！"
"TID_HERO_INSTRUCTIONS_BARBARIAN","這個大塊頭可吸收大量傷害，並且摧毀擋住他去路的一切。他在防禦時展現強大的防守能力，一旦鐵拳出擊技能獲得解鎖，就能在進攻時釋放毀滅性的爆發力。"
"TID_HERO_INSTRUCTIONS_QUEEN","這位優雅的女獵手雖然生命值不高，卻掌握著具有毀滅性的力量。她能夠在防禦的同時準確地攻擊範圍內的目標，一旦皇家披風技能獲得解鎖，她就能夠在隱形狀態下進攻並造成可怕的傷害。"
"TID_MORE_YOUKU","請關注部落衝突(Clash of Clans)官方優酷頻道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","是否確定要花費<number>個<resource>升級選中的城牆？"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","升級城牆"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","要移除部隊/法術嗎？"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","您真的要移除這些部隊/法術嗎？您將不會得到任何補償。"
"TID_POPUP_REMOVE_TROOP_TITLE","是否移除部隊？"
"TID_POPUP_REMOVE_TROOP_TEXT","是否確定要移除部隊？將不會退還任何資源給您。"
"TID_POPUP_REMOVE_SPELL_TITLE","是否移除法術？"
"TID_POPUP_REMOVE_SPELL_TEXT","是否確定要移除這些法術？將不會退還任何花費給您。"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","移除部隊和法術？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","是否確定要移除這些部隊和法術？將不會退還任何花費給您。"
"TID_REMOVE_TROOP_BUTTON","移除"
"TID_REMOVE_TROOP_MESSAGE","已移除部隊"
"TID_REMOVE_SPELL_MESSAGE","已移除法術"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","已移除部隊和法術"
"TID_NEWS_BIRTHDAY_TITLE","首領，生日快樂！"
"TID_NEWS_BIRTHDAY_TEXT","《部落衝突》滿兩週年了！現在起直到8月7日，只需各花費一顆寶石，就可為您所有的資源收集器提供加速效果，效果可長達一週！"
"TID_AVAILABLE_TROOPS","可用的部隊："
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","聯絡支援團隊"
"TID_AD_SEEKER","熔岩獵犬"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","這些暴躁的猛獸會不由自主地尋找防空火箭，為其他部隊提供絕佳的保護。被摧毀後，牠們會分裂成多個體型和威脅都更小的迷你熔岩犬。"
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","這些狂躁的猛獸進入戰場後會撲向防空火箭，進而能夠很好地保護其他部隊。被摧毀後，牠會發生爆炸並生成多個體型和威脅都更小的迷你熔岩犬。"
"TID_AD_SEEKER_FRAG","迷你熔岩犬"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","熔岩獵犬死後會分裂成很多迷你熔岩犬，這些迷你生物可接著去戰鬥。"
"TID_MAX_SECONDARY_UNITS","產生單位數：<number>"
"TID_BUTTON_UPGRADE_SELECTION","升級選取項目"
"TID_NEWS_UPDATE_TITLE","優化法術和部落對戰決勝機制！"
"TID_NEWS_UPDATE_TEXT","* 改良雷電、施毒、地震和冰凍法術！\n*7級雷電法術和25塊新城牆已加入10級大本營中。\n* 總破壞度將會是部落對戰的決勝關鍵 - 如果在戰爭結束時處於同星的情況下，將以最佳進攻紀錄的最高總破壞度部落成為勝利者！"
"TID_NEWS_TROOP_TITLE","全新闇黑部隊：熔岩獵犬！"
"TID_NEWS_TROOP_TEXT","這種由岩石與熔岩所組成的飛行生物能夠承受大量的傷害。它的攻擊目標是防空火箭，可深入敵人的村莊，為其他部隊單位提供掩護。被摧毀之後，它會產生一群較小型的迷你熔岩犬，繼續與敵軍戰鬥。"
"TID_NEWS_TROOP_TEXT2","這種由岩石與熔岩所組成的飛行生物能夠承受大量的傷害。它的攻擊目標是防空火箭，可深入敵人的村莊，為其他部隊單位提供掩護。被摧毀之後，它會產生一群較小型的生物，如此一來可以分散敵軍防禦設施的注意力。"
"TID_GEM_BALANCE","目前的寶石剩餘數：\n<total>\n\n免費的寶石：<free>\n\n已購買的寶石：<paid>"
"TID_MORE_INSTAGRAM","到Instagram造訪《部落衝突》！"
"TID_MORE_TWITCH","在Twitch上接收《部落衝突》直播！"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","寶石剩餘數"
"TID_GEM_BALANCE_BUTTON","寶石剩餘數"
"TID_NEWS_MIRROR_TITLE","準備工作"
"TID_NEWS_MIRROR_TEXT","準備工作和霸氣的鬍鬚是打一場好仗的關鍵。快來瞭解法師是如何準備上戰場的。"
"TID_NEWS_RABBIT_TITLE","這？是魔法嗎？"
"TID_NEWS_RABBIT_TEXT","火球術可不是法師唯一可用的技倆。快來瞭解他還有什麼樣的能耐。"
"TID_UNLOCKED_ARMY","軍隊"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","您登入的蘋果遊戲中心帳號關聯了首領<name>的村莊，該村莊已經準備好了。然而如果您的iOS版本低於iOS7，您將無法切換到這個遊戲帳號。如需了解如何升級iOS，可參考: http://support.apple.com/kb/HT4623?viewlocale"
"TID_DIAMOND_PACK_RED","(小堆寶石)RED"
"TID_NEWS_RED_TITLE","首領，来支持(RED)抗愛滋活動吧！"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","詳細資訊"
"TID_POPUP_BOOST_ALL_BARRACKS","是否在<time>內，將<number>座訓練營的訓練速度加快至原來的<multiplier>倍？"
"TID_POPUP_BOOST_ALL_COLLECTORS","要在<time>內將<number>個該類型的採集器產量加倍嗎？"
"TID_CLAN_LOCALE","部落位置："
"TID_CLAN_WAR_FREQ","對戰頻率："
"TID_CLAN_WAR_FREQ_UNKNOWN","未設定"
"TID_CLAN_WAR_FREQ_ALWAYS","始終"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","一週兩次"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","一週一次"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","稀少"
"TID_CLAN_WAR_FREQ_NEVER","從不"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","是否在<time>內，將<number>座闇黑訓練營的訓練速度加快至原來的<multiplier>倍？"
"TID_REGION_INT","國際"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","您的法術已準備完成！"
"TID_YES","是"
"TID_NO","不用，謝謝"
"TID_SEARCH_TERM_ANY","任何"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","首領，感謝您！"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","感謝您對(RED)抗愛滋活動的支持。在12月8日前，您想用(RED)裝飾大本營來表達您的支持嗎？"
"TID_SEARCH_OPTIONS","進階搜尋選項"
"TID_SHOW_SEARCH_OPTIONS","顯示"
"TID_CLAN_MEMBER_COUNT","成員："
"TID_CLAN_MIN_TROPHIES","最低部落分數："
"TID_TO","至"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","顯示關於\q<name>\q的進階搜尋結果"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","顯示進階搜尋結果"
"TID_CLAN_LOCATION_UNKNOWN","未設定"
"TID_CLAN_SHOW_ONLY_JOINABLE","僅顯示我能加入的部落:"
"TID_RESUME_BOOST","恢復"
"TID_NEWS_SAFEGUARD_TITLE","保護您村莊的安全！"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","使用Google Play Sign-In來保存您的遊戲進度以及在多部Android裝置上玩同一個村莊。"
"TID_NEWS_SAFEGUARD_TEXT","登入Game Center來保存您的遊戲進度以及在多部iOS裝置上玩同一個村莊。"
"TID_RED_PROCEEDS","本次活動的全部收入將用於支援(RED)抗愛滋活動。"
"TID_FB_CONNECT_NOT_SAFE_TITLE","您已登入Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","將村莊與Facebook連接可讓您與好友們互動。若要保護您的遊戲進度並在多部裝置上玩同一個村莊，請登入Game Center。"
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","將村莊與Facebook連接可讓您與好友們互動。若要保護您的遊戲進度並在多部裝置上玩同一個村莊，請登入Google Play。"
"TID_OBSTACLE_HALLOWEEN2014","萬聖節墓碑"
"TID_TRAP_HALLOWEEN_SKEL","骷髏陷阱"
"TID_TRAP_HALLOWEEN_SKEL_INFO","骷髏兵存活時間短，但卻異常狡猾。他們能夠出其不意地伏擊敵軍部隊，並擊潰對手！您可以將骷髏兵陷阱設定為針對地面或空中的敵軍部隊。"
"TID_CLAN_TAG","部落標籤："
"TID_BUTTON_BOOST_ALL","加速所有同類項目"
"TID_NEWS_RED_LIKE","給(RED)一個讚"
"TID_WAR_EXCLUDED_MEMBERS","排除的成員："
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","無法再從對戰中排除更多成員！"
"TID_LAYOUTS_USE_BUTTON","設為使用中"
"TID_LAYOUTS_COPY_BUTTON","複製陣型"
"TID_LAYOUTS_EDIT_BUTTON","編輯陣型"
"TID_LAYOUTS_VILLAGE","基地村莊"
"TID_LAYOUTS_WARBASE","戰場基地"
"TID_LAYOUTS_ACTIVE_LAYOUT","使用中的陣型"
"TID_POPUP_REPLACE_LAYOUT","確定要更換陣型嗎？"
"TID_POPUP_TEXT_REPLACE_LAYOUT","確定要更換現有的陣型？"
"TID_BUTTON_VILLAGE_LOAD","載入"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","載入村莊？"
"TID_LAYOUTS_ALREADY_ACTIVE","陣型已在使用中"
"TID_LAYOUTS_INCOMPLETE","首先須完成陣型編輯"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","無法顯示您部落當地位置的最高分"
"TID_LAYOUT_EDITOR","陣型編輯器"
"TID_LAYOUTS_COPY_LABEL","複製陣型"
"TID_PUSH_UNDER_ATTACK","您的村莊正在被<attacker>入侵！"
"TID_LAYOUTS_EMPTY_SLOT","空閒"
"TID_LAYOUTS_COPY_EXPLANATION","選取主基地或戰爭基地來複製選取的陣型。"
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","您的村莊正在遭受攻擊！"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","無法取代使用中的陣型"
"TID_LAYOUTS_OBSTRUCTED","需要先清理些障礙物"
"TID_LAYOUTS_INVALID","儲存陣型時發生錯誤"
"TID_EDIT_MODE_FINISH_LATER","稍後完成"
"TID_LAYOUTS_WARBASE_INFO","注意：若在戰鬥日編輯使用中的戰場基地陣型，編輯效果只能在下一次對戰時生效。"
"TID_LAYOUTS_CANT_COPY_EMPTY","無法複製空白的陣型"
"TID_EDIT_MODE_BLOCKED","被障礙物擋住的建築物已移到倉庫中"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","您必須先重建部落城堡"
"TID_LAYOUTS_ACTIVE_VILLAGE","使用中的村莊陣型"
"TID_LAYOUTS_ACTIVE_WAR_BASE","使用中的戰場基地陣型"
"TID_PARENTS_GUIDE_BUTTON","家長監護指南"
"TID_CLANBADGE_LAYER_0","背景"
"TID_CLANBADGE_LAYER_1","圖樣"
"TID_CLANBADGE_LAYER_2","邊框"
"TID_WAROPTIN_COUNTIN","加入"
"TID_WAROPTIN_LEAVEOUT","退出"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","選取對戰參與者"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","這位玩家還沒有資格參加對戰"
"TID_WAR_SIZE","對戰規模：<num> VS <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","需要更多成員才能開始對戰"
"TID_WAR_PERSONAL_SETTING_IN","參戰"
"TID_WAR_PERSONAL_SETTING_OUT","退出"
"TID_CLAN_MIN_LEVEL","最低部落等級"
"TID_WAR_SELECT_MEMBERS_HINTS","您可以使用以上按鈕增加或減少選取的成員。"
"TID_MY_PROFILE_TAB","我的個人資料"
"TID_PLAYER_CLAN_TAB","玩家部落"
"TID_WAR_PARTICIPANTS_HEADER","對戰參與者："
"TID_CLAN_BADGE_LOCKED","將您的部落提升至<num>級以解鎖此項目！"
"TID_CLANPERK_DESC_TROOP_REQUEST","請求部落增援的等待時間："
"TID_CLANPERK_DESC_DONATION_LIMIT","增援部隊上限："
"TID_CLANPERK_DESC_DONATION_REFUND","增援部隊返還："
"TID_CLANPERK_DESC_DONATION_UPGRADE","增援升級："
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","寶庫額外庫存空間："
"TID_CLANPERK_DESC_WAR_LOOT_MULT","部落對戰額外戰利品："
"TID_CLANPERK_DESC_BADGE_LEVEL","已解鎖部落徽章邊框：<value>"
"TID_NEWS_UPGRADE_OS_TITLE","重要資訊！"
"TID_NEWS_UPGRADE_OS_TEXT","由於一些技術上的因素，下一次在App Store推出《部落衝突》的更新時，我們很遺憾將終止低於5.1.1的所有iOS版本用戶的支援。\n因為本裝置目前執行的iOS版本低於5.1.1，所以必須更新至最新的iOS版本才能繼續進行《部落衝突》遊戲。\n如需了解關於如何使用iTunes更新iOS的詳細資訊，請點選「詳細資訊」。"
"TID_NEWS_UPGRADE_OS_MORE","詳細資訊"
"TID_CLANPERK_COMPLETED","已完成！"
"TID_CLANPERK_UNLOCKED_PERKS","部落特權"
"TID_CLANPERK_INFO_TEXT","賺取部落經驗值並升級您的部落來解鎖威力強大的部落特權！部落經驗值可以通過進行部落對戰來獲得。"
"TID_ALLIANCE_WAR_MY_TEAM","我的隊伍"
"TID_ALLIANCE_WAR_ENEMY_TEAM","敵方隊伍"
"TID_ALLIANCE_EXP_EARNED","+<value>部落經驗值"
"TID_WAROPTIN_TAKE","參戰"
"TID_WAROPTIN_LEAVE","退出"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","我要參戰"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","我不要參戰"
"TID_WAR_PERSONAL_INFO","您偏好參加部落對戰嗎？部落中的其他成員將可看見您的偏好設定。"
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","增援部隊已提升<value>個等級"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","部落已達到<value>級！已解鎖全新的部落特權："
"TID_START_WAR_FAILED_INVALID_SIZE","無法發動部落對戰！"
"TID_INVALID_WAR_MEMBERS_COUNT","已選取成員數：<num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","攻擊成功可獲得<num>部落經驗值"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","部落對戰偏好設定"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","請選擇是否要參加部落對戰。部落中的其他成員將可看見您的偏好設定。"
"TID_PERSONAL_WAR_PREFERENCE_IN","參戰"
"TID_PERSONAL_WAR_PREFERENCE_OUT","退出"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","部落對戰"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","請選取至少<value>個成員"
"TID_INVALID_WAR_MEMBERS_INFO_MID","請選取<low>或<high>個成員"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","選取數上限：<value>個成員"
"TID_ALLIANCE_WAR_BATTLE_XP","攻擊成功後賺取<xpnum>部落經驗值"
"TID_ALLIANCE_WAR_STAR_XP","贏取<num>顆星星而獲得<xpnum>部落經驗值"
"TID_ALLIANCE_WAR_STAR_XP_DESC","贏取<num>顆星星而獲得<xpnum>部落經驗值獎勵"
"TID_ALLIANCE_WAR_WIN_XP","對戰勝利可獲取<xpnum>部落經驗值獎勵！"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value>分鐘"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value>個援軍"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value>%花費"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value>個等級"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value>個等級"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","部落等級達到<num>級時解鎖"
"TID_ALLIANCE_WAR_XP_EARNED","獲得的部落經驗值"
"TID_ALLIANCE_WAR_OBJECTIVES","部落目標"
"TID_CLAN_PERK_BONUS","部落特權獎勵"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","部落經驗值"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","擊敗敵方戰場基地"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","擊敗戰場基地"
"TID_WAR_STATS_HEADER_COLLECT_STARS","獲得<num>顆勝利之星"
"TID_WAR_STATS_HEADER_WIN_WAR","部落對戰獲勝"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","對戰結束時會給予部落經驗值獎勵"
"TID_WAR_STATS_HEADER_TOTAL","總計"
"TID_ALLIANCE_TAB_BOOKMARKS","收藏"
"TID_NO_BOOKMARKS","您還沒有收藏任何部落。\n\n您可以透過部落的資訊頁面收藏部落。"
"TID_ERROR_BOOKMARKS_FULL","您的收藏過多！請先移除掉一個收藏，再新增收藏。"
"TID_CHANGE_NAME_ALREADY_USED","無法變更名稱！此帳號已用掉唯一一次變更名稱的機會。"
"TID_CHANGE_NAME_BUTTON","變更名稱"
"TID_CHANGE_NAME_TITLE","變更名稱"
"TID_SETTINGS_PLAYERNAME_CURRENT","目前的名稱："
"TID_SETTINGS_PLAYERNAME_ENTERNEW","請輸入新名稱："
"TID_CONTINUE","繼續"
"TID_NAMECHANGE_WARNING","注意：您的名稱只能變更一次"
"TID_CONFIRM","確認"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","請重新輸入您的新名稱："
"TID_NAME_ALREADY_CHANGED","名稱只能變更一次。"
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","大本營達到<level>級之後即可變更名稱"
"TID_BOOKMARKS_NOT_LOADED_YET","無法載入收藏。請稍後重試。"
"TID_ALLIANCE_UNAVAILABLE","無法查看部落資訊"
"TID_BOOKMARK_ADDED","已新增收藏"
"TID_BOOKMARK_REMOVED","已移除收藏"
"TID_BOOKMARKS_FULL","收藏已滿"
"TID_NAME_CHANGE_ALREADY_USED","您的名稱已變更過一次。"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","是否確定要變更名稱？\n您的新名稱為："
"TID_ERROR_NAMES_DONT_MATCH","名稱不相符，請再試一次。"
"TID_BUTTON_ROTATE","旋轉"
"TID_NAME_CHANGED_SUCCESS","名稱已變更！"
"TID_NAME_CHANGE_IN_PROGRESS","無法變更名稱，上一次名稱變更正在處理中。"
"TID_PLAYER_TAG","玩家標籤"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","確認您想攻擊"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","攻擊"
"TID_WAR_ATTACK_CONFIRM_TITLE","立即攻擊？"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","部隊數量：<number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","法術：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","部落城堡部隊和法術數量：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","部落城堡部隊： <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","英雄數量：<number>"
