"TID","NO"
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Den klanen som samler flest stjerner, vinner de episke, to dager lange krigene. Klanen som vinner, kan vente seg bonusutbytte og ekstra klan-XP. Bonusutbyttet blir større når du vinner angrep, men du mister mesteparten hvis klanen din taper krigen! Dersom det blir uavgjort, vinner klanen med den høyeste totale ødeleggelsen i de beste angrepene.\n\nObs: I uhøytidelige kriger brukes det egendefinerte tider, og du får ikke utbytte eller klan-XP."
"TID_WAR_INFO_HEADLINE","Oversikt"
"TID_WAR_WAR_BASE_INFO","Under forberedelsesdagen er krigsbasene åpne for donasjon av soldater, og de kan designes om ved å bruke alle delene fra den vanlige landsbyen din. Disse basene vil forsvare deg under krigen, og de sørger for at ressursene og trofeene dine er i sikkerhet. Husk å plassere ut eventuelle nye bygninger som du har bygget!"
"TID_WAR_WAR_BASE_HEADLINE","Forberedelsesdag"
"TID_WAR_BATTLE_INFO","Alle kan angripe to ganger på kampdagen. Bare det beste angrepet mot hver fiende teller, så klanstrategi er nøkkelen til suksess! Krigsangrep fra klaner reduserer ikke skjoldets varighet, og har heller ikke innvirkning på trofeene dine."
"TID_WAR_BATTLE_INFO_HEADLINE","Kampdag"
"TID_TAB_OVERVIEW","Oversikt"
"TID_TAB_PREPARATION","Forberedelsesdag"
"TID_TAB_BATTLE","Kampdag"
"TID_WAR_DONATE_DONE","Du har allerede gitt bort det maksimale antallet soldater til denne spilleren!"
"TID_WAR_DONATE_FULL","Denne spilleren kan ikke motta flere soldater"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Endelig er du her, høvding. Velkommen til krigssonen!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Fiendene våre tørster etter krig, men klanen er rustet og klar til kamp!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Se, høvding, der borte! Jeg ser fiendeklanen!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Å nei, fienden har krigsbaser overalt!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Mulighetene til å angripe er begrensede her ute, så vi trenger klanen vår for å kunne kjempe på alle fronter."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Bli kjent med omgivelsene, høvding, så kan vi sjekke krigsbasene igjen etter det."
"TID_TUTORIAL_WAR_DONATE_1","På forberedelsesdagen gir vi bort tropper og speider på fiendene."
"TID_TUTORIAL_WAR_BATTLE_1","På kampdagen angriper vi! Trofeer og skjold har ingenting å si nå, det er bare seier som teller!"
"TID_TUTORIAL_WAR_INFO_1","Trykk på infoknappen hvis du vil vite mer. Klanen stoler på deg, høvding!"
"TID_CLAN_WARS","Klankriger!"
"TID_FRIENDLY_ZONE","Alliert territorium"
"TID_ENEMY_TERRITORY","Fiendtlig territorium"
"TID_DONATE","Gi bort"
"TID_WARS_WON","Kriger vunnet:"
"TID_PREVIOUS_BEST","Gammel rekord"
"TID_NEW_BEST","Ny rekord"
"TID_TRANSITION_WAR_ENDED","Krigen er over"
"TID_TRANSITION_WAR_START","Kampdag"
"TID_TRANSITION_WAR_PREPARE","Forberedelsesdag"
"TID_PLUS_ONE_CLAN_STAR","+1 krigsstjerne"
"TID_WAR_RESULTS_BUTTON","Krigs-\nresultater"
"TID_TAB_RESULTS","Krigs-\nresultater"
"TID_WAR_RESULTS_INFO","Når krigen er over, leveres bonusutbyttet til skattkammeret ditt. Hvis dere vinner krigen, får klanen din dessuten en mengde ekstra klan-XP. Du kan gå gjennom resultater og repriser fra kampene i en begrenset periode etter at krigen er over. Se klanens krigslogg for å gå gjennom gamle kriger."
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Når krigen er over, leveres bonusutbyttet til skattkammeret ditt. Hvis dere vinner krigen, får klanen din dessuten en mengde ekstra klan-XP. Du kan gå gjennom resultater og repriser fra kampene i en begrenset periode etter at krigen er over. Se klanens krigslogg for å gå gjennom gamle kriger.\n\nObs: I uhøytidelige kriger får du ikke utbytte eller klan-XP."
"TID_WAR_RESULTS_INFO_HEADLINE","Krigs-\nresultater"
"TID_WAR_SPECTATOR_TITLE","Krigstilskuer"
"TID_WAR_SPECTATOR_TEXT","Du kan ikke delta i denne krigen. Du må være med i klanen og ha høy nok grad før krigen starter, og du kan ikke allerede være med i en annen krig."
"TID_ALLIANCE_WAR_HAS_ENDED","Den gjeldende klankrigen er over!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Gjeldende krig"
"TID_HOME","Hjem"
"TID_ENEMY","Fiende"
"TID_BUTTON_RETURN_TO_WAR","Krigskart"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Neste krig kan utkjempes om"
"TID_WAR_DONATE_SPECTATOR","Tilskuere kan ikke gi bort noe!"
"TID_WAR_SEARCH_CANCEL","Avbryter søk ..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Utmerkelser"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Nye stjerner per angrep"
"TID_ALLIANCE_WAR_STATS_TAB","Krigsstatistikk"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Mest heroiske angrep"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Mest heroiske forsvar"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Ingen"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Gjennomsnittlig angrepslengde"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Siste øyeblikk!"
"TID_WAR_STREAM_ENTRY_TIME","<time> igjen"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 stjerner"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 stjerner"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 stjerne"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Angrep tapt"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Se på kart"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Slette tropp?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Er du sikker på at du vil slette denne donerte enheten fra krigsslottet?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Dyreste seier"
"TID_BUTTON_CALL_CENTER","Telephone inquiry"
"TID_CALL_CENTER_TITLE","Telephone inquiry"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nTel:1688-6276\nHours: Mon~Fri / 10:00am ~ 18:00pm\n\nAdditional Information\nCall service is not operated in Weekend and Public Holidays\nYou can get more help by sending an email in the game"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Har du allerede en landsby?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Angrep brukt (beste landsbyer)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Angrep brukt (middels landsbyer)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Angrep brukt (dårligste landsbyer)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Forsvar vunnet:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25 % ødelagt!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50 % ødelagt!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75 % ødelagt!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Rådhuset er ødelagt!"
"TID_STREAM_EVENT_STARTED_WAR","startet søk etter klankrig"
"TID_STREAM_EVENT_CANCELLED_WAR","avbrøt søk etter klankrig"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Fant ingen klankrigmotstander. Prøv å starte en ny krig."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","avbrøt uhøytidelig krig"
"TID_VILLAGE_EDIT_MODE_WAR","Redigeringsmodus for krigsbaser"
"TID_WAR_BASE","Rediger krigsbase"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Oppgi følgende informasjon om den forsvunne landsbyen.\nNøyaktig navn på landsby:\nRådhusnivå:\nXP-nivå:\nKlannavn (hvis du er med i en):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Mistet landsby"
"TID_BUTTON_SIGN_IN","Innlogging"
"TID_FAQ_TITLE_GEM_BOX","Hvordan får jeg tak i juvelkasser?"
"TID_FAQ_TEXT_GEM_BOX","Juvelkassene dukker vilkårlig opp i spillernes landsbyer. Det er også tilfeldig hvor lang tid det tar mellom hver gang kassene dukker opp, og dermed kan det se ut som om enkelte spillere får flere juvelkasser enn andre. Ikke vær redd, i det lange løp vil alle spillerne få like mange juvelkasser, og alle inneholder like mange juveler."
"TID_FAQ_TITLE_CLAN_WARS","Hvordan kan jeg bli med i en klankrig?"
"TID_FAQ_TEXT_CLAN_WARS","For å kunne utkjempe en klankrig må du være med i en klan som har minst ti medlemmer. Hvis du vil vite mer, kan du trykke på \qMer hjelp\q."
"TID_WAR_STATS_HEADER_BATTLES","Angrep totalt"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Beste angrep"
"TID_WAR_STATS_HEADER_WAR_STATS","Angrepsstatistikk"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Fremhevede kamper"
"TID_LIVE_REPLAY","Reprise av livespill"
"TID_WATCH_LIVE_REPLAY","Se live"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","Vil du lade alle X-buene for <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","Vil du lade alle infernotårnene for <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","Vil du lade alle X-buene og ørneartilleriet for <number> <resource>?"
"TID_POPUP_RELOAD_ALL_XBOWS","Lad alle X-buer"
"TID_POPUP_RELOAD_ALL_INFERNOS","Lad alle infernotårn"
"TID_POPUP_RELOAD_ALL","Lad alle"
"TID_AMMO_FILL_CONFIRMATION_ALL","Alle X-buer er ladet!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Alle infernotårn er ladet!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Alle X-buene og ørneartilleriet er ladet!"
"TID_AMMO_ALREADY_FULL_ALL","Alle X-buer er fulladet!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Alle infernotårn er fulladet!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Alle X-buene og ørneartilleriet er fulladet!"
"TID_TRAPS_ALREADY_ARMED","Alle feller er armerte!"
"TID_TOTEM","Totem"
"TID_SLOW_SPELL","Sakte"
"TID_BOOSTDEFENCES_SPELL","Styrk forsvarsenheter"
"TID_BUTTON_LOAD_ALL","Lad alle"
"TID_BUTTON_TRAPS_ARMED","Alle feller armert"
"TID_TAB_NEWS","Nyheter"
"TID_TAB_SETTINGS","Innstillinger"
"TID_TAB_MORE","Mer"
"TID_HINT_NAMECHANGE","Du kan ikke bytte navn på landsbyen. Innbyggerne må jo vite hvor de bor!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Kan ikke se live. Prøv igjen senere."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Kan ikke se live. Kampen er allerede over."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Kan ikke se live. Alle tilskuerplassene er opptatte."
"TID_HASTE_DAMAGE_OFFSET","Skadeøkning: <number>"
"TID_HERO_ABILITY_HEALTH","Helsegjenvinning: <number>"
"TID_MORE_FACEBOOK","Få vite siste nytt! Lik oss på Facebook!"
"TID_MORE_YOUTUBE","Ta en titt på YouTube-kanalen til Clash of Clans!"
"TID_MORE_TWITTER","Følg oss på Twitter! Tweet @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Bli en del av Clash of Clans-nettsamfunnet!"
"TID_NEWS_BUTTON_GO","Start!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Denne digre svøpen tar imot mye skade og knuser alt i sin vei. Han vokter brutalt sitt eget territorium når han er i forsvar, og blir oppslukt av et knusende raseri i angrep når jernneven er låst opp."
"TID_HERO_INSTRUCTIONS_QUEEN","Denne elegante jegerkvinnen kan ødelegge alt i nærheten, men hun har bare moderat med helse. Hun angriper mål fra avstand og i skjul når hun er i forsvar, og kan snike seg frem og påføre grufulle skader i angrep når den kongelige kappen er låst opp!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Er du sikker på at du vil oppgradere de valgte murene for <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Oppgrader murer"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Fjerne forsterkninger?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Vil du virkelig fjerne forsterkningene? Utleggene dine vil ikke bli refundert."
"TID_POPUP_REMOVE_TROOP_TITLE","Fjerne tropper?"
"TID_POPUP_REMOVE_TROOP_TEXT","Vil du virkelig fjerne troppene? Utleggene dine vil ikke bli refundert."
"TID_POPUP_REMOVE_SPELL_TITLE","Fjerne trylleformler?"
"TID_POPUP_REMOVE_SPELL_TEXT","Vil du virkelig fjerne trylleformlene? Utleggene dine vil ikke bli refundert."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Fjerne tropper og trylleformler?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Vil du virkelig fjerne troppene og trylleformlene? Utleggene dine vil ikke bli refundert."
"TID_REMOVE_TROOP_BUTTON","Fjern"
"TID_REMOVE_TROOP_MESSAGE","Tropper fjernet"
"TID_REMOVE_SPELL_MESSAGE","Trylleformler fjernet"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Tropper og trylleformler fjernet"
"TID_NEWS_BIRTHDAY_TITLE","Gratulerer med dagen, høvding!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans fyller to år! Du kan nå øke mengden ressurser du får fra alle ressursinnsamlere, i ÉN UKE, frem til 7. august! Det koster bare EN JUVEL per innsamler."
"TID_AVAILABLE_TROOPS","Tilgjengelige tropper:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Kontakt brukerstøtte"
"TID_AD_SEEKER","Lavahund"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Disse ildfulle skapningene elsker å jakte på luftforsvar og beskytter andre tropper godt. Når de blir ødelagt, eksploderer de og blir til mindre og svakere tropper."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Disse ildfulle skapningene fokuserer på fiendens luftforsvar og beskytter andre tropper godt. Når de blir ødelagt, blir de til mindre og svakere tropper."
"TID_AD_SEEKER_FRAG","Lavavalp"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Når en lavahund dør, fortsetter disse små skapningene kampen litt lenger."
"TID_MAX_SECONDARY_UNITS","Spawnede enheter: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Oppgrader utvalg"
"TID_NEWS_UPDATE_TITLE","Formelovertak og noe som kan avgjøre klankrigen!"
"TID_NEWS_UPDATE_TEXT","*Forbedrede lyn-, gift-, jordskjelv- og fryseformler!\n*Lysformler på nivå 7 og 25 nye murdeler legges til rådhuset på nivå 10\n*Total ødeleggelse brukes nå til å avgjøre klankriger dersom det blir uavgjort - hvis partene har like mange poeng når krigen er over, vinner klanen med størst prosentandel ødeleggelse i de beste angrepene!"
"TID_NEWS_TROOP_TITLE","Ny mørk tropp: Lavahund!"
"TID_NEWS_TROOP_TEXT","Denne flygende skapningen, som er laget av stein og lava, tåler mye skade. Den jakter på luftforsvar, trenger dypt inn i fiendens landsby og gir beskyttelse til andre tropper. Når den blir ødelagt, eksploderer den og blir til mindre lavavalper som vil fortsette kampen i en liten stund ekstra."
"TID_NEWS_TROOP_TEXT2","Denne flygende skapningen, som er laget av stein og lava, tåler mye skade. Den fokuserer på luftforsvar og trenger dypt inn i fiendens landsy og gir beskyttelse til andre tropper. Når den blir ødelagt, blir den til mindre skapninger som vil distrahere fiendens forsvarsverker i en liten stund ekstra."
"TID_GEM_BALANCE","Nåværende juvelbalanse:\n<total>\n\nGratis juveler: <free>\n\nKjøpte juveler: <paid>"
"TID_MORE_INSTAGRAM","Sjekk Clash of Clans på Instagram!"
"TID_MORE_TWITCH","Se livesendinger fra Clash of Clans på Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Juvelbalanse"
"TID_GEM_BALANCE_BUTTON","Juvelbalanse"
"TID_NEWS_MIRROR_TITLE","Forberedelse"
"TID_NEWS_MIRROR_TEXT","Forberedelse og perfekt hår er stikkordene for en god kamp. Finn ut hvordan trollmannen gjør seg klar til kamp."
"TID_NEWS_RABBIT_TITLE","Magi?"
"TID_NEWS_RABBIT_TEXT","Ildkuler er ikke det eneste trikset som sjamanen har i ermet. Se hva annet han kan gjøre."
"TID_UNLOCKED_ARMY","Armé"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Du er logget in på en Game Center konto som tilhører Høvding <name>s landsby.\n\nDenne landsbyen er tilgjengelig å spille på, men å bytte kontoer støttes ikke under iOS versjon 7. Mer informasjon om iOS-oppdateringer: http://support.apple.com/kb/HT4623?viewlocale=no_NO&locale=no_NO"
"TID_DIAMOND_PACK_RED","HAUG MED JUVELER(RED)"
"TID_NEWS_RED_TITLE","Høvding, bli med å støtte (RED)s kamp mot AIDS!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Mer info"
"TID_POPUP_BOOST_ALL_BARRACKS","Øke treningshastigheten for <number> brakker med <multiplier>x i <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Vil du fordoble produksjonen til de <number> samlerne av denne typen i <time>?"
"TID_CLAN_LOCALE","Klanens tilholdssted:"
"TID_CLAN_WAR_FREQ","Krigsfrekvens:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Ikke angitt"
"TID_CLAN_WAR_FREQ_ALWAYS","Alltid"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","To ganger i uken"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Én gang i uken"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Sjelden"
"TID_CLAN_WAR_FREQ_NEVER","Aldri"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Øke treningshastigheten for <number> mørke brakker med <multiplier>x i <time>?"
"TID_REGION_INT","Internasjonalt"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Formlene dine er klare til å bli brukt i kamp!"
"TID_YES","Ja"
"TID_NO","Nei takk"
"TID_SEARCH_TERM_ANY","Alle"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Takk, høvding!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Takk for at du støtter (RED)s kamp mot AIDS. Vil du vise at du støtter saken og dekorere rådhuset med (RED) fra nå og frem til 8. desember?"
"TID_SEARCH_OPTIONS","Avanserte søkealternativer"
"TID_SHOW_SEARCH_OPTIONS","Vis"
"TID_CLAN_MEMBER_COUNT","Medlemmer:"
"TID_CLAN_MIN_TROPHIES","Minste antall klanpoeng:"
"TID_TO","til"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Viser søkeresultater for \q<name>\q, ved bruk av avanserte alternativer"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Viser søkeresultater ved bruk av avanserte alternativer"
"TID_CLAN_LOCATION_UNKNOWN","Ikke angitt"
"TID_CLAN_SHOW_ONLY_JOINABLE","Bare klaner jeg kan bli med i:"
"TID_RESUME_BOOST","Gjenoppta"
"TID_NEWS_SAFEGUARD_TITLE","Ikke mist landsbyen din!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Logg på Google Play for å beskytte fremgangen din og spille på flere Android-enheter."
"TID_NEWS_SAFEGUARD_TEXT","Logg på Game Center for å beskytte fremgangen din og spille på flere iOS-enheter."
"TID_RED_PROCEEDS","100 % av inntektene går til (RED)s kamp mot AIDS."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Du er nå logget på Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Hvis du knytter landsbyen din til Facebook, kan du ha kontakt med vennene dine. For å beskytte fremgangen din og spille på flere enheter bør du logge på Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Hvis du knytter landsbyen din til Facebook, kan du ha kontakt med vennene dine. For å beskytte fremgangen din og spille på flere enheter bør du logge på Google Play."
"TID_OBSTACLE_HALLOWEEN2014","Halloween-gravstøtte"
"TID_TRAP_HALLOWEEN_SKEL","Skjelettfelle"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Ligg i bakhold og distraher intetanende fiender med overraskende angrep fra kortlivede, men listige, skjeletter som kan konfigureres til å angripe enten bakke- eller luftstyrker."
"TID_CLAN_TAG","Klantagg:"
"TID_BUTTON_BOOST_ALL","Forsterk alt"
"TID_NEWS_RED_LIKE","Liker (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Ekskluderte medlemmer:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Kan ikke ekskludere flere medlemmer fra krigen!"
"TID_LAYOUTS_USE_BUTTON","Sett som aktiv"
"TID_LAYOUTS_COPY_BUTTON","Kopier layout"
"TID_LAYOUTS_EDIT_BUTTON","Rediger layout"
"TID_LAYOUTS_VILLAGE","Hjemlandsby"
"TID_LAYOUTS_WARBASE","Krigsbase"
"TID_LAYOUTS_ACTIVE_LAYOUT","Aktiv layout"
"TID_POPUP_REPLACE_LAYOUT","Erstatte layout?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Er du sikker på at du vil erstatte en eksisterende layout?"
"TID_BUTTON_VILLAGE_LOAD","Last inn"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Laste inn landsby?"
"TID_LAYOUTS_ALREADY_ACTIVE","Layouten brukes allerede"
"TID_LAYOUTS_INCOMPLETE","Layouten må fullføres først"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Kan ikke vise beste resultater for tilholdsstedet til klanen din"
"TID_LAYOUT_EDITOR","Redigering av layout"
"TID_LAYOUTS_COPY_LABEL","Kopier layout"
"TID_PUSH_UNDER_ATTACK","Landsbyen din blir raidet av <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","Tom"
"TID_LAYOUTS_COPY_EXPLANATION","Velg hjem- eller krigsplass for å kopiere valgt layout."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Landsbyen din blir angrepet!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Kan ikke erstatte aktiv layout"
"TID_LAYOUTS_OBSTRUCTED","Noen hindringer må fjernes først"
"TID_LAYOUTS_INVALID","Feil ved lagring av layout"
"TID_EDIT_MODE_FINISH_LATER","Fullfør senere"
"TID_LAYOUTS_WARBASE_INFO","Obs! Endringer på layouten til den aktive krigsbasen under kampdagen, vil første tre i kraft i neste krig."
"TID_LAYOUTS_CANT_COPY_EMPTY","Kan ikke kopiere en tom layout"
"TID_EDIT_MODE_BLOCKED","Bygninger som blokkeres av hindringer, er flyttet til beholdningen din"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Du må første gjenoppbygge klanslottet"
"TID_LAYOUTS_ACTIVE_VILLAGE","Aktiv landsby"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Aktiv krigsbase"
"TID_PARENTS_GUIDE_BUTTON","Veiledning for foreldre"
"TID_CLANBADGE_LAYER_0","Bakgrunn"
"TID_CLANBADGE_LAYER_1","Mønster"
"TID_CLANBADGE_LAYER_2","Grense"
"TID_WAROPTIN_COUNTIN","Med"
"TID_WAROPTIN_LEAVEOUT","Ikke med"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Velg deltakere i krig"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Denne spilleren kan ikke delta i krig"
"TID_WAR_SIZE","Krigsstørrelse: <num> mot <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Ta med flere medlemmer for å starte en krig"
"TID_WAR_PERSONAL_SETTING_IN","Med"
"TID_WAR_PERSONAL_SETTING_OUT","Ikke med"
"TID_CLAN_MIN_LEVEL","Minimum klannivå"
"TID_WAR_SELECT_MEMBERS_HINTS","Bruk knappene over for å velge flere eller færre medlemmer."
"TID_MY_PROFILE_TAB","Min profil"
"TID_PLAYER_CLAN_TAB","Spillerens klan"
"TID_WAR_PARTICIPANTS_HEADER","Deltakere i krig:"
"TID_CLAN_BADGE_LOCKED","Oppgrader klanen din til nivå <num> for å låse opp dette!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Ventetid for donasjonsforespørsel:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Donasjonsgrense:"
"TID_CLANPERK_DESC_DONATION_REFUND","Donasjonsrefundering:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Donasjonsoppgradering:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Ekstra lagringsplass i skattkammeret:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Ekstra krigsbytte:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Grenser for klanmerke låst opp: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Obs!"
"TID_NEWS_UPGRADE_OS_TEXT","Av tekniske årsaker er vi dessverre nødt til å avslutte støtten for alle iOS-versjoner under 5.1.1 fra og med den neste oppdateringen av Clash of Clans i App Store.\nSiden enheten din kjører en iOS-versjon som er lavere enn det, vil du ikke kunne spille Clash of Clans med mindre du oppgraderer til den nyeste iOS-versjonen.\nHvis du vil vite mer om hvordan du oppdaterer iOS ved å bruke iTunes, kan du trykke på Mer info."
"TID_NEWS_UPGRADE_OS_MORE","Mer info"
"TID_CLANPERK_COMPLETED","Fullført!"
"TID_CLANPERK_UNLOCKED_PERKS","Klanfordeler"
"TID_CLANPERK_INFO_TEXT","Sikre deg klan-XP og øk klanens nivå for å låse opp kraftige fordeler! Du tjener klan-XP ved å delta i klankriger."
"TID_ALLIANCE_WAR_MY_TEAM","Mitt lag"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Fiendelag"
"TID_ALLIANCE_EXP_EARNED","+<value> klan-XP"
"TID_WAROPTIN_TAKE","Ta med"
"TID_WAROPTIN_LEAVE","Utelat"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Ta meg med"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Utelat meg"
"TID_WAR_PERSONAL_INFO","Foretrekker du å være med i klankriger? Preferansene dine vil være synlige for andre klanmedlemmer."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Donerte soldater oppgraderes med <value> nivåer"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Klanen har nådd nivå <value>! Nye fordeler låst opp:"
"TID_START_WAR_FAILED_INVALID_SIZE","Kan ikke starte krig!"
"TID_INVALID_WAR_MEMBERS_COUNT","Valgte medlemmer: <num>"
