"TID","DE"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Suchergebnisse werden mithilfe der erweiterten Optionen angezeigt"
"TID_CLAN_LOCATION_UNKNOWN","Nicht festgelegt"
"TID_CLAN_SHOW_ONLY_JOINABLE","Nur Clans, denen ich\nbeitreten kann:"
"TID_RESUME_BOOST","Fortsetzen"
"TID_NEWS_SAFEGUARD_TITLE","Sichere dein Dorf!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Melde dich mit Google Play an, um deinen Fortschritt zu sichern und auf mehreren Android-Geräten zu spielen."
"TID_NEWS_SAFEGUARD_TEXT","Melde dich bei Game Center an, um deinen Fortschritt zu sichern und auf mehreren iOS-Geräten zu spielen."
"TID_RED_PROCEEDS","100 % der Erlöse gehen an (RED)s Kampf gegen AIDS."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Du bist jetzt bei Facebook angemeldet"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Wenn du dein Dorf mit Facebook verknüpfst, kannst du dich mit deinen Freunden verbinden. Melde dich bei Game Center an, um deinen Fortschritt zu sichern und auf mehreren iOS-Geräten zu spielen."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Wenn du dein Dorf mit Facebook verknüpfst, kannst du dich mit deinen Freunden verbinden. Melde dich bei Google Play an, um deinen Fortschritt zu sichern und auf mehreren Geräten zu spielen."
"TID_OBSTACLE_HALLOWEEN2014","Halloween-Grabstein"
"TID_TRAP_HALLOWEEN_SKEL","Skelettfalle"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Locke nichtsahnende Feinde in einen Hinterhalt und lenke sie ab, indem du kurzlebige, aber hinterhältige Skelette auf sie hetzt! Skelettfallen können entweder gegen Bodentruppen oder Lufteinheiten gerichtet werden."
"TID_CLAN_TAG","Clankürzel:"
"TID_BUTTON_BOOST_ALL","Schub für alle"
"TID_NEWS_RED_LIKE","Gefällt mir (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Ausgeschlossene Mitglieder:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Es können keine Mitglieder mehr vom Krieg ausgeschlossen werden!"
"TID_LAYOUTS_USE_BUTTON","Aktivieren"
"TID_LAYOUTS_COPY_BUTTON","Layout kopieren"
"TID_LAYOUTS_EDIT_BUTTON","Layout bearbeiten"
"TID_LAYOUTS_VILLAGE","Heimatdorf"
"TID_LAYOUTS_WARBASE","Kriegsbasis"
"TID_LAYOUTS_ACTIVE_LAYOUT","Aktives Layout"
"TID_POPUP_REPLACE_LAYOUT","Layout ersetzen?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Möchtest du das aktuelle Layout wirklich ersetzen?"
"TID_BUTTON_VILLAGE_LOAD","Laden"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Dorf laden?"
"TID_LAYOUTS_ALREADY_ACTIVE","Layout wird bereits verwendet."
"TID_LAYOUTS_INCOMPLETE","Das Layout muss zuerst fertiggestellt werden."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Für deine Clanregion konnten keine Bestenlisten angezeigt werden."
"TID_LAYOUT_EDITOR","Layout-Editor"
"TID_LAYOUTS_COPY_LABEL","Layout kopieren"
"TID_PUSH_UNDER_ATTACK","Dein Dorf wird von <attacker> angegriffen!"
"TID_LAYOUTS_EMPTY_SLOT","Leer"
"TID_LAYOUTS_COPY_EXPLANATION","Wähle Heimatdorf oder Kriegsbasis aus, um das Layout zu kopieren."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Dein Dorf wird angegriffen!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Aktives Layout kann nicht ersetzt werden."
"TID_LAYOUTS_OBSTRUCTED","Du musst erst einige Hindernisse beseitigen."
"TID_LAYOUTS_INVALID","Fehler beim Speichern des Layouts"
"TID_EDIT_MODE_FINISH_LATER","Später beenden"
"TID_LAYOUTS_WARBASE_INFO","Hinweis: Änderungen an der aktiven Kriegsbasis am Kampftag werden erst beim nächsten Krieg wirksam."
"TID_LAYOUTS_CANT_COPY_EMPTY","Leeres Layout kann nicht kopiert werden."
"TID_EDIT_MODE_BLOCKED","Von Hindernissen blockierte Gebäude wurden in dein Inventar verschoben."
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Du musst zunächst deine Clanburg wieder aufbauen."
"TID_LAYOUTS_ACTIVE_VILLAGE","Aktives Dorf"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Aktive Kriegsbasis"
"TID_PARENTS_GUIDE_BUTTON","Leitfaden für Eltern"
"TID_CLANBADGE_LAYER_0","Hintergrund"
"TID_CLANBADGE_LAYER_1","Muster"
"TID_CLANBADGE_LAYER_2","Rand"
"TID_WAROPTIN_COUNTIN","Dabei"
"TID_WAROPTIN_LEAVEOUT","Raus"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Kriegsteilnehmer wählen"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Dieser Spieler ist noch nicht für den Krieg zugelassen."
"TID_WAR_SIZE","Kriegsgröße: <num> gg. <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Du brauchst mehr Mitglieder, um einen Krieg zu beginnen."
"TID_WAR_PERSONAL_SETTING_IN","Dabei"
"TID_WAR_PERSONAL_SETTING_OUT","Raus"
"TID_CLAN_MIN_LEVEL","Erforderlicher Clanlevel:"
"TID_WAR_SELECT_MEMBERS_HINTS","Ändere deine Mitgliederzahl mit den Schaltflächen oben."
"TID_MY_PROFILE_TAB","Mein Profil"
"TID_PLAYER_CLAN_TAB","Spielerclan"
"TID_WAR_PARTICIPANTS_HEADER","Kriegsteilnehmer:"
"TID_CLAN_BADGE_LOCKED","Verbessere deinen Clan auf Level <num>, um diesen Gegenstand freizuschalten!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Wartezeit für Spendenanfrage:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Spendenlimit:"
"TID_CLANPERK_DESC_DONATION_REFUND","Spendenrückerstattung:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Spendenverbesserung:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Zusätzlicher Lagerplatz in Schatzkammer:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Extrabeute (Kriegsbonus):"
"TID_CLANPERK_DESC_BADGE_LEVEL","Ränder für Clanabzeichen freigeschaltet: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Wichtig!"
"TID_NEWS_UPGRADE_OS_TEXT","Aus mehreren technischen Gründen müssen wir leider die Unterstützung für alle iOS-Versionen vor 5.1.1 mit der nächsten App Store-Aktualisierung von Clash of Clans beenden.\nDa dein Gerät momentan eine ältere iOS-Version verwendet, kannst du nicht mehr Clash of Clans spielen, außer du aktualisierst auf die neueste Version von iOS.\nTippe auf \qMehr Infos\q, falls du erfahren möchtest, wie du dein iOS über iTunes aktualisieren kannst."
"TID_NEWS_UPGRADE_OS_MORE","Mehr Infos"
"TID_CLANPERK_COMPLETED","Abgeschlossen!"
"TID_CLANPERK_UNLOCKED_PERKS","Clanvorteile"
"TID_CLANPERK_INFO_TEXT","Verdiene Clan-EP und steige mit deinem Clan Level auf, um dir starke Vorteile zu sichern! Clan-EP verdienst du, indem du an Clankriegen teilnimmst."
"TID_ALLIANCE_WAR_MY_TEAM","Mein Team"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Feindliches Team"
"TID_ALLIANCE_EXP_EARNED","+<value> Clan-EP"
"TID_WAROPTIN_TAKE","Annehmen"
"TID_WAROPTIN_LEAVE","Verlassen"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Mich aufnehmen"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Mich ablehnen"
"TID_WAR_PERSONAL_INFO","Möchtest du gern an Clankriegen teilnehmen? Deine Auswahl wird anderen Clanmitgliedern angezeigt."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Gespendete Truppen werden um <value> Level verbessert."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Clan hat Level <value> erreicht! Neue Vorteile:"
"TID_START_WAR_FAILED_INVALID_SIZE","Krieg kann nicht beginnen!"
"TID_INVALID_WAR_MEMBERS_COUNT","Ausgewählte Mitglieder: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","+<num> Clan-EP bei erfolgreichem Angriff"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Clankrieg-Teilnahme"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Wähle aus, ob du an Clankriegen teilnehmen möchtest oder nicht. Deine Auswahl wird anderen Clanmitgliedern angezeigt."
"TID_PERSONAL_WAR_PREFERENCE_IN","Dabei"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Raus"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Clankriege"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Wähle mindestens <value> Mitglieder aus."
"TID_INVALID_WAR_MEMBERS_INFO_MID","Wähle entweder <low> oder <high> Mitglieder aus."
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Wähle höchstens <value> Mitglieder aus."
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> Clan-EP für erfolgreiche Angriffe"
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> Clan-EP für <num> Sterne"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+<xpnum> Clan-EP-Bonus für <num> Sterne"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> Clan-EP-Bonus für den Sieg!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> Minuten"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> Truppen"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value> % der Kosten"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> Level"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> Level"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value> %"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value> %"
"TID_CLANPERK_DESC_LOCKED_VALUE","Freigeschaltet ab Clanlevel <num>"
"TID_ALLIANCE_WAR_XP_EARNED","Clan-EP"
"TID_ALLIANCE_WAR_OBJECTIVES","Clanziele"
"TID_CLAN_PERK_BONUS","Vorteilsbonus"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Clan-EP"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Feindliche Kriegsbasen besiegt"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Kriegsbasen besiegt"
"TID_WAR_STATS_HEADER_COLLECT_STARS","<num> Sterne verdient"
"TID_WAR_STATS_HEADER_WIN_WAR","Sieg"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Clan-EP erhältst du nach Kriegsende"
"TID_WAR_STATS_HEADER_TOTAL","Insgesamt"
"TID_ALLIANCE_TAB_BOOKMARKS","Lesezeichen"
"TID_NO_BOOKMARKS","Du hast keine Clans als Lesezeichen gespeichert.\n\nDu kannst dies auf der Infoseite des Clans tun."
"TID_ERROR_BOOKMARKS_FULL","Du hast zu viele Lesezeichen! Entferne eins, um ein neues hinzuzufügen."
"TID_CHANGE_NAME_ALREADY_USED","Name kann nicht geändert werden! Der einmalige Spielernamenwechsel wurde für dieses Konto schon genutzt."
"TID_CHANGE_NAME_BUTTON","Namen ändern"
"TID_CHANGE_NAME_TITLE","Namen ändern"
"TID_SETTINGS_PLAYERNAME_CURRENT","Aktueller Name:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Neuen Namen eingeben:"
"TID_CONTINUE","Weiter"
"TID_NAMECHANGE_WARNING","HINWEIS: Du kannst deinen Namen nur EINMAL ändern!"
"TID_CONFIRM","Bestätigen"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Namen erneut eingeben:"
"TID_NAME_ALREADY_CHANGED","Der Name kann nur einmal geändert werden."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Der Namenswechsel ist ab Rathaus-Level <level> verfügbar."
"TID_BOOKMARKS_NOT_LOADED_YET","Lesezeichen konnten nicht geladen werden. Bitte versuche es später erneut."
"TID_ALLIANCE_UNAVAILABLE","Claninformationen nicht verfügbar"
"TID_BOOKMARK_ADDED","Lesezeichen hinzugefügt"
"TID_BOOKMARK_REMOVED","Lesezeichen entfernt"
"TID_BOOKMARKS_FULL","Lesezeichenliste voll"
"TID_NAME_CHANGE_ALREADY_USED","Du kannst deinen Namen nur einmal ändern."
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Möchtest du deinen Namen wirklich ändern?\nDein neuer Name:"
"TID_ERROR_NAMES_DONT_MATCH","Namen stimmen nicht überein. Bitte versuche es erneut."
"TID_BUTTON_ROTATE","Drehen"
"TID_NAME_CHANGED_SUCCESS","Dein Name wurde geändert!"
"TID_NAME_CHANGE_IN_PROGRESS","Name kann nicht geändert werden. Namensänderung wird bereits ausgeführt."
"TID_PLAYER_TAG","Spielerkürzel"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Angriff bestätigen"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Angreifen"
"TID_WAR_ATTACK_CONFIRM_TITLE","Jetzt angreifen?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Truppen: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Zauber: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Clanburg-Truppen und -Zauber: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Clanburg-Truppen: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Helden: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Mach dich bereit! Wenn du fortfährst, wird einer deiner Kriegsangriffe verwendet."
"TID_AIR_BLASTER","Luftfeger"
"TID_AIR_BLASTER_INFO","Luftfeger beherrschen den Himmel mit starken Windstößen, die fliegende Feinde zurückdrängen. Sie können nur in eine Richtung zeigen. Drehe deine Luftfeger so, dass sie am effektivsten eingesetzt werden können!"
"TID_STREAM_EVENT_CHANGED_SETTINGS","hat die Claneinstellungen geändert."
"TID_KNOCKBACK","Windstärke: <number> Felder"
"TID_SETTINGS_CLAN_CHAT_FILTER","Clanchat filtern"
"TID_INFO_SPELL_STORAGE","Zauberlager:"
"TID_BUILDING_MINI_SPELL_FACTORY","Fabrik für Dunkle Zauber"
"TID_MINI_SPELL_FACTORY_INFO","Nur die genialsten und gewagtesten Meistermagier wagen es, Dunkles Elixier zu brauen. Die kompakten Dunklen Zauber lassen sich nur mit einem tiefen Verständnis meistern, bieten jedoch einen einzigartigen taktischen Vorteil."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Braugeschwindigkeit des Dunklen Zaubers für <time> um <multiplier>x erhöhen?"
"TID_LEAGUE_CHAMPION1","Champion-Liga I"
"TID_LEAGUE_CHAMPION2","Champion-Liga II"
"TID_LEAGUE_CHAMPION3","Champion-Liga III"
"TID_LEAGUE_CHAMPION1_SHORT","Champion I"
"TID_LEAGUE_CHAMPION2_SHORT","Champion II"
"TID_LEAGUE_CHAMPION3_SHORT","Champion III"
"TID_LEAGUE_HERO","Titan"
"TID_LEAGUE_HERO1","Titan-Liga I"
"TID_LEAGUE_HERO2","Titan-Liga II"
"TID_LEAGUE_HERO3","Titan-Liga III"
"TID_LEAGUE_HERO1_SHORT","Titan I"
"TID_LEAGUE_HERO2_SHORT","Titan II"
"TID_LEAGUE_HERO3_SHORT","Titan III"
"TID_LEAGUE_LEGENDARY","Legenden-Liga"
"TID_LEAGUE_LEGENDARY_SHORT","Legende"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Alle Ressourcenlager sind immun gegen Zauberschaden!"
"TID_STORAGES_SPELL_IMMUNITY","Alle Ressourcenlager sind immun gegen Zauberschaden!"
"TID_POPUP_ARMY_OVERVIEW","Armee-Übersicht"
"TID_SPEEDUP","Eilzauber"
"TID_SPEEDUP_INFO","Bring etwas Tempo selbst in die schwersten Einheiten!\n\nEilzauber haben einen geringeren Schadensschub als Wutzauber, beschleunigen dafür aber die Bewegungsgeschwindigkeit stärker. Sie nehmen weniger Platz ein, du kannst also mehr davon in die Schlacht mitnehmen!"
"TID_HINT_SPELL_SPEEDUP","Eilzauber sind ideal für Truppen mit hoher Schadenswirkung aber geringer Geschwindigkeit, z. B. Ballons oder P.E.K.K.A."
"TID_EARTHQUAKE","Erdbebenzauber"
"TID_EARTHQUAKE_INFO","Schwäche Mauern und Gebäude mit vernichtenden Erdbeben!\n\nDer Schaden, den Erdbebenzauber verursachen, basiert auf den maximalen TP der Gebäude. Wiederholte Erdbeben fügen denselben Gebäuden weniger Schaden zu, Mauern werden dagegen immer stärker beschädigt. Keine Mauer kann der Stärke von vier Erdbebenzaubern standhalten!"
"TID_HINT_SPELL_EARTHQUAKE1","Erdbebenzauber können eng stehende Gebäude mit hohen TP stark beschädigen."
"TID_HINT_SPELL_EARTHQUAKE2","Wiederholte Erdbebenzauber fügen denselben Gebäuden weniger Schaden zu."
"TID_POISON_CLOUD","Giftzauber"
"TID_POISON_CLOUD_INFO","Verschaffe deiner Armee mit diesem tödlichen Gift einen Vorteil!\n\nVerteidigende Einheiten, die sich in der Giftwolke befinden, bewegen sich langsamer, greifen langsamer an und nehmen mit der Zeit immer mehr Schaden. Giftzauber haben keine Auswirkung auf Gebäude."
"TID_HINT_SPELL_POISON_CLOUD1","Giftzauber sind äußerst effektiv gegen große Gruppen von Skeletten."
"TID_HINT_SPELL_POISON_CLOUD2","Deine Armee kämpft viel effektiver gegen Clanburg-Truppen, die von einem Giftzauber betroffen sind."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","Im Einstellungsmenü kannst du einen Obszönitätenfilter für den Clanchat aktivieren."
"TID_HINT_DARK_SPELLS","Dunkle Zauber nehmen weniger Platz ein als gewöhnliche Zauber. Du kannst also mehr davon mitnehmen!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Braukapazität: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Verfügbar ab Rathaus-Level <number>"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Tritt einem Clan bei, um Clanburg-Truppen\nund -Zauber zu erhalten!"
"TID_ARMY_OVERVIEW_HINT_HEROES","Verfügbar ab Rathaus-Level <number>"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Gebäude und Mauern"
"TID_INFO_TARGET_TYPE_UNITS","Truppen"
"TID_SPELL_DAMAGE_PERCENT","Schaden: <number> %"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Legenden-Liga-Turnier"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Beste Spieler im letzten Turnier:\n(Unten tippen, um mehr anzuzeigen)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Endet in:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Legenden des letzten Turniers:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Wenn Spieler genug Trophäen haben, werden diese zu Beginn der Legenden-Liga nach jedem Turnier zurückgesetzt. Abgezogene Trophäen werden jedoch als permanente Legenden-Trophäen hinzugefügt."
"TID_PRESTIGE_TROPHIES","Legenden-Trophäen"
"TID_LEGEND_SEASON_END_INTRO","Glückwunsch zu deiner legendären Leistung!"
"TID_LEGEND_SEASON_END_INFO","Du hast global Platz <rank> erreicht. Deine ausgezeichnete Leistung erscheint in deinem Spielerprofil, damit alle davon erfahren."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","Du hast global Platz <rank> erreicht und <prestige> Legenden-Trophäen verdient. Deine ausgezeichnete Leistung erscheint in deinem Spielerprofil, damit alle davon erfahren."
"TID_LEGEND_SEASON_END_TROPHY_RESET","Deine Trophäen wurden zum Start des neuen Legenden-Liga-Turniers auf <value> zurückgesetzt."
"TID_LEGEND_SEASON_INFO","Schließe eine Saison in der Legenden-Liga ab, damit dein Endergebnis in deinem Spielerprofil erscheint!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","Bei allen Legenden werden die Trophäen auf <value> zurückgesetzt, damit jede neue Saison einen fairen Anfang hat. Abgezogene Trophäen werden als Legenden-Trophäen hinzugefügt."
"TID_PROFILE_BEST_TROHPIES","Bestes Ergebnis:"
"TID_PROFILE_LEGEND_BEST","Beste: Saison <month> <year>"
"TID_PROFILE_LEGEND_LAST","Vorherige: Saison <month> <year>"
"TID_PROFILE_LEGEND_RANK","Rang"
"TID_PROFILE_LEGEND_RANK_INLINE","<value>. Platz"
"TID_BUTTON_EDIT","Armee bearbeiten"
"TID_MONTH_1","Januar"
"TID_MONTH_2","Februar"
"TID_MONTH_3","März"
"TID_MONTH_4","April"
"TID_MONTH_5","Mai"
"TID_MONTH_6","Juni"
"TID_MONTH_7","Juli"
"TID_MONTH_8","August"
"TID_MONTH_9","September"
"TID_MONTH_10","Oktober"
"TID_MONTH_11","November"
"TID_MONTH_12","Dezember"
"TID_SEASON_NAME","Saison <month> <year>"
"TID_PROFILE_BEST_WAR_STARS","Gewonnene Kriegssterne:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Nicht qualifiziert"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Effekt: x<number>)"
"TID_SETTING_CHANGE_FAILED","Einstellung konnte nicht geändert werden. Bitte versuche es später erneut."
"TID_SLOW_SPEED","Tempoabnahme: <number> %"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Fabrik für Dunkle Zauber auf Level <number> erforderlich"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Gewinner des Legenden-Liga-Turniers erscheinen hier!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Kein Spieler aus dem letzten Turnier hat sich für die Legenden-Liga qualifiziert."
"TID_LEGEND_SEASON_END_TIP","HINWEIS: In der Legenden-Liga gibt es zum Saisonende besondere Regeln und Belohnungen!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Legenden-Trophäen sind die ultimativen Prestigeobjekte. Man kann sie nicht verlieren und es werden mit jeder Saison mehr."
"TID_NEWS_UPDATE_OTHER_TITLE","Spielbalance"
"TID_NEWS_UPDATE_OTHER_TEXT","* Frostzauber haben jetzt auch eine Auswirkung auf verteidigende Lufteinheiten.\n* Lavahunde können Lufteinheiten nicht mehr angreifen.\n* Angreifende Truppen beginnen den Kampf jetzt aus einer größeren Entfernung.\n* Für Titan-Ligen III und II sind im Laden jetzt Schilde für 1 Woche erhältlich."
"TID_REMOVE_ARMY_CONFIRMATION","Bearbeitung bestätigen?"
"TID_PROFILE_LEGEND","Legenden-Liga-Turnier"
"TID_PROFILE_LEGEND_PRESTIGE","Legenden-Trophäen"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","Zauber hat das Höchstlevel erreicht!"
"TID_LEGEND_SEASON_TITLE","Legenden-Liga-Turnier <month> <year>"
"TID_LEGEND_SEASON_END_PRESTIGE","Verdiente Legenden-Trophäen:"
"TID_LEGEND_SEASON_INFO_TEXT","In der Legenden-Liga gibt es zum Saisonende besondere Regeln und Belohnungen!"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Siegerbestimmung"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Gesamtzerstörung <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Gesamtdauer der besten Angriffe:"
"TID_BUTTON_GENERATE_CODE","Verbindungscode"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","Tutorial ansehen!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Auf neue Version aktualisieren"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Wir aktualisieren Clash of Clans auf eine neue Version. Dein Dorf steht gleich wieder zur Verfügung. Versuche es in einigen Minuten wieder!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Okay"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","Dorf laden"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","Dorf laden"
"TID_BUILDING_ARTILLERY","Adlerartillerie"
"TID_ARTILLERY_INFO","Die Adlerartillerie verfügt über beinahe unbegrenzte Reichweite und greift zähe Feinde mit explodierenden Geschossen an. Sie wird jedoch erst aktiviert, wenn eine große Anzahl Truppen eingesetzt wurde."
"TID_BUTTON_GENERATE_CODE_TITLE","Konto übertragen"
"TID_BUTTON_GENERATE_CODE_TEXT","Übertrage dein Dorf in einen anderen Android-App-Store. Die Übertragung gewährleistet den Schutz deiner Daten!"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Verwende den Verbindungscode, um dein Dorf in einen anderen Android-App-Store zu übertragen. In der Anleitung findest du detaillierte Informationen dazu."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Den Verbindungscode für dein Dorf findest du unter Einstellungen/Gerät verbinden. In unserem Tutorial findest du detaillierte Informationen dazu."
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","Hol dir die offizielle chinesische Android-Version von CoC!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Jetzt kannst du dein Dorf in einen unterstützten Android-App-Store übertragen, um die Daten deines Dorfes zu schützen sowie offiziellen Spieler-Support, Aktualisierungen und mehr zu erhalten!"
"TID_SLOW_SPEED_AND_ATTACK","Verlangsamung: <number> %"
"TID_WAR_TEAM_TAB_ATTACKS","Angriffe"
"TID_WAR_TEAM_TAB_DEFENSES","Verteidigung"
"TID_SLOW_ATTACK","Angriffsverlangsamung: <number> %"
"TID_MAX_DPS","Max. Schaden pro Sekunde: <number>"
"TID_NEWS_SPELLS_TITLE","Überarbeitete Zauber mit angepasster Stärke"
"TID_NEWS_SPELLS_TEXT","Blitzzauber\n* Der Blitzzauber auf Level 7 verwüstet sowohl Gebäude als auch Truppen.\n* Mehr Schaden durch Blitzzauber auf Level 5 und 6.\n* Blitzzauber schlagen jetzt enger zusammen ein und verfehlen nicht mehr so leicht.\n\nGiftzauber\n* Truppen in einer Giftwolke nehmen zuerst weniger Schaden, der sich aber mit der Zeit immer mehr verstärkt.\n* Der Schaden durch Giftzauber wurde stark erhöht und hält noch nach dem Abklingen des Zaubers an.\n* Giftzauber reduzieren jetzt außerdem die Angriffsgeschwindigkeit verteidigender Truppen.\n\nErdbebenzauber\n* Erdbebenzauber fügen jetzt viel mehr Schaden zu, ungeachtet der aktuellen TP eines Gebäudes\n* Wiederholte Erdbebenzauber verursachen bei denselben Gebäuden jetzt weniger Schaden.\n* Vier Erdbebenzauber zerstören auch weiterhin jede Mauer!"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Du kannst den Fortschritt deines Dorfs aufrufen, indem du Clash of Clans aus dem Android-App-Store <APP_STORE> installierst und startest."
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
