"TID","MS"
"TID_ALLIANCE_WAR_STARS_WON","Bintang"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Bonus perang diberikan"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Sediakan kampung anda untuk berperang!\nIsikan <c2>istana klan</c> anda dan bantu rakan klan, rekrut <c2>askar</c>anda yang terbaik, cipta <c2>sihir</c> berkuasa dan pastikan <c2>wira</c> anda sedia untuk berlawan!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Serangan 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Serangan 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Ada"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Diserang oleh <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Baki serangan"
"TID_ALLIANCE_WAR_EVENTS","Acara Peperangan"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Bonus rampasan perang telah dihantar ke khazanah anda!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Sumber khazanah dikumpulkan!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Anda tidak mempunyai sumber di dalam khazanah anda!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Anda boleh mengumpul bonus rampasan perang daripada khazanah anda."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Tidak dapat menyerang, perang akan tamat!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Anda telah menyerang sasaran ini!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Rakan klan sedia untuk berperang:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Musuh sedia untuk berperang:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Sedia untuk berperang!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Bersedia untuk berperang..."
"TID_HINT_CLAN_WAR","Sertai Peperangan Klan untuk pertempuran mengujakan dan lebih rampasan!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Laporkan <name>?"
"TID_CHAT_REPORT_CONFIRMATION","Anda pasti ingin melaporkan <name> untuk kelakuan tidak wajar?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Kumpul sumber?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Anda pasti ingin memindahkan semua sumber daripada khazanah ke tempat simpanan anda?"
"TID_WAR_BROWSE","Butiran"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Butiran tiada"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","Butiran untuk perang ini tiada lagi."
"TID_WAR_DATA_ERROR_INTERNAL","Tidak boleh mendapatkan butiran perang, sila cuba lagi kemudian."
"TID_WAR_DATA_ERROR_INVALID_WAR","Tidak dapat mencari butiran perang."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Perang klan masih dimuatkan, sila cuba lagi"
"TID_CLANS_VS","LWN"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Tidak digunakan"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Lihat Peta"
"TID_WAR_WIN_BONUS","<percentage> Bonus memenangi perang"
"TID_VILLAGE_NOT_PREPARED","Kampung tidak sedia"
"TID_VILLAGE_PREPARED","Kampung sedia"
"TID_BEST_ATTACK","Serangan terbaik:"
"TID_VILLAGE_UNDER_ATTACK","Kampung diserang!"
"TID_RECOMMENDED_TARGET","Sasaran yang disyorkan"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Persediaan bermula"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Perang bermula"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Perang tamat"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Sahkan serangan"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Klan anda telah memenangi 1 bintang daripada kampung ini. Anda ingin cuba mendapatkan skor lebih baik?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Klan anda telah memenangi 2 bintang daripada kampung ini. Anda ingin cuba mendapatkan skor lebih baik?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Kampung ini sudah dihapuskan dan klan anda tidak mendapat lebih banyak bintang daripadanya. Anda pasti ingin menyerang?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Penamatan Perang"
"TID_ALLIANCE_WAR_ENDED_PROMPT","Perang telah tamat"
"TID_BUTTON_HELP_CENTER","Bantuan selanjutnya"
"TID_NEWS_VIDEO_TITLE_FINALLY","Memperkenalkan Peperangan Klan"
"TID_NEWS_VIDEO_TEXT_FINALLY","Klan melawan Klan hampir tiba! Tonton video beranimasi semua baru ini menampilkan Penunggang Khinzir kegemaran anda. Ada sesiapa katakan hebat?"
"TID_NEWS_VIDEO_BUTTON_FINALLY","Tonton sekarang!"
"TID_NEWS_VIDEO_TITLE_WAR","Curiga mengenai peperangan klan?"
"TID_NEWS_VIDEO_TEXT_WAR","Tonton video permainan menyerlahkan ciri peperangan klan baru. Teruskan ke forum untuk maklumat lanjut!"
"TID_NEWS_VIDEO_BUTTON_WAR","Tonton sekarang!"
"TID_NEWS_VIDEO_TITLE_INTRO","Seni Peperangan"
"TID_NEWS_VIDEO_TEXT_INTRO","Apakah itu Peperangan Klan? Tonton video pengenalan dan ketahuinya!"
"TID_NEWS_VIDEO_BUTTON_INTRO","Tonton sekarang!"
"TID_NEWS_VIDEO_TITLE_APRIL","BENAR-BENAR Ada Di Sini"
"TID_NEWS_VIDEO_TEXT_APRIL","Tonton video beranimasi semua baru ini untuk meraikan ketibaan Peperangan Klan! Kami janji yang kami serius kali ini. Betul."
"TID_NEWS_VIDEO_BUTTON_APRIL","Tonton Sekarang"
"TID_EVENT_BOOST_COLLECTORS","Acara Khas: Galakkan semua pengumpul sumber anda untuk setiap SATU PERMATA!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","Acara Khas: Galakkan wira dan sihir anda untuk setiap SATU PERMATA! Acara dijalankan sehingga 6 Mac."
"TID_EVENT_BOOST_EVERYTHING","Istimewa Hujung Minggu: Galakkan semua bangunan anda untuk setiap SATU PERMATA!"
"TID_EVENT_BOOST_ATTACKS","Acara Menyerang: Galakkan semua Berek, sihir dan wira untuk setiap SATU PERMATA! Acara dijalankan sehingga 7 Januari."
"TID_WAR_HISTORY_NOT_AVAILABLE","Klan anda tidak pernah berperang!"
"TID_WAR_DONATE","Derma"
"TID_WAR_DONATE_MESSAGE","Minta"
"TID_WAR_DONATE_MESSAGE_SAVED","Mesej derma telah disimpan"
"TID_WAR_INFO","Setiap perang dua hari epik dimenangi oleh klan yang mendapat skor paling banyak bintang. Rampasan bonus dan hadiah XP klan menanti klan yang menang. Tambah rampasan bonus anda dengan memenangi serangan, tetapi anda akan kehilangan kebanyakan daripadanya jika klan anda kalah dalam perang! Jika seri, klan dengan jumlah kemusnahan tertinggi bagi serangan terbaik akan menang."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Setiap perang dua hari epik dimenangi oleh klan yang mendapat skor paling banyak bintang. Rampasan bonus dan hadiah XP Klan menanti klan yang menang. Tambah rampasan bonus anda dengan memenangi serangan, tetapi anda akan kehilangan kebanyakannya jika klan anda kalah dalam perang! Dalam peristiwa seri, Klan dengan Jumlah Kemusnahan tertinggi bagi serangan terbaik akan menang.\n\nNota: Perang Persahabatan menggunakan masa tersuai dan tidak memberikan rampasan atau XP Klan"
"TID_WAR_INFO_HEADLINE","Gambaran Keseluruhan"
"TID_WAR_WAR_BASE_INFO","Sewaktu hari persediaan, Pangkalan Perang dibuka untuk pendermaan askar dan boleh direka bentuk semula menggunakan bahagian kampung tetap anda. Pangkalan ini bertahan sewaktu perang dan akan memastikan sumber dan trofi anda selamat. Jangan lupa untuk meletakkan sebarang bangunan baru yang anda telah bina!"
"TID_WAR_WAR_BASE_HEADLINE","Hari Persediaan"
"TID_WAR_BATTLE_INFO","Semua orang boleh menyerang dua kali pada hari pertempuran. Hanya serangan terbaik terhadap musuh dikira, oleh itu strategi klan penting! Serangan perang klan tidak akan mengurangkan masa pelindung anda mahupun menjejaskan jumlah trofi anda."
"TID_WAR_BATTLE_INFO_HEADLINE","Hari Pertempuran"
"TID_TAB_OVERVIEW","Gambaran Keseluruhan"
"TID_TAB_PREPARATION","Hari Persediaan"
"TID_TAB_BATTLE","Hari Pertempuran"
"TID_WAR_DONATE_DONE","Anda telah menderma amaun maksimum askar untuk pemain ini!"
"TID_WAR_DONATE_FULL","Pemain ini tidak dapat menerima askar lagi"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Akhirnya kamu sampai, Ketua! Selamat datang ke Zon Perang!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Musuh kita inginkan peperangan dan klan kita di sini dah bersedia untuk berlawan!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Lihat, Ketua, di sana! Saya nampak klan musuh!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Oh tidak, Pangkalan Perang musuh di mana-mana sahaja!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Serangan terhad di sana, jadi kita memerlukan klan kita untuk berlawan dengan mereka semua."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Lihat sekeliling Ketua, kemudian, periksa semula di Pangkalan Perang kita."
"TID_TUTORIAL_WAR_DONATE_1","Pada hari persediaan, kita menderma askar dan meninjau musuh kita."
"TID_TUTORIAL_WAR_BATTLE_1","Pada hari pertempuran, kita serang! Trofi dan Pelindung tidak penting di sini, hanya kemenangan!"
"TID_TUTORIAL_WAR_INFO_1","Ketik butang maklumat untuk mengetahui selanjutnya. Klan mengharapkan kamu, Ketua!"
"TID_CLAN_WARS","Peperangan Klan"
"TID_FRIENDLY_ZONE","Kawasan Mesra"
"TID_ENEMY_TERRITORY","Kawasan Musuh"
"TID_DONATE","Derma"
"TID_WARS_WON","Perang yang Dimenangi"
"TID_PREVIOUS_BEST","Terbaik Sebelum Ini"
"TID_NEW_BEST","Terbaik yang Baru"
"TID_TRANSITION_WAR_ENDED","Perang telah tamat"
"TID_TRANSITION_WAR_START","Hari Pertempuran"
"TID_TRANSITION_WAR_PREPARE","Hari Persediaan"
"TID_PLUS_ONE_CLAN_STAR","+1 Bintang Perang"
"TID_WAR_RESULTS_BUTTON","Keputusan"
"TID_TAB_RESULTS","Keputusan Perang"
"TID_WAR_RESULTS_INFO","Pada masa peperangan, rampasan bonus dihantar ke khazanah anda. Memenangi perang juga akan memberikan bonus XP klan besar kepada klan anda. Anda boleh menyemak semula keputusan dan main balik pertempuran selepas perang tamat, untuk satu kali. Lihat log perang klan anda untuk menyemak semula perang lama!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Pada penghujung peperangan, rampasan bonus dihantar ke Harta Karun anda. Memenangi perang juga akan mendapatkan bonus XP Klan besar untuk klan anda. Anda boleh menyemak semula keputusan dan main semula pertempuran selepas perang tamat, pada satu masa. Lihat log Perang klan anda untuk menyemak semula malahan perang yang lebih lama!\n\nPerhatian: Perang Persabahatan tidak memberikan rampasan atau XP Klan"
"TID_WAR_RESULTS_INFO_HEADLINE","Keputusan Perang"
"TID_WAR_SPECTATOR_TITLE","Penonton Perang"
"TID_WAR_SPECTATOR_TEXT","Anda tidak boleh menyertai perang ini. Anda mesti berada dalam klan sebelum perang bermula pada kedudukan cukup tinggi dan tidak boleh sudah berada dalam perang yang berbeza."
"TID_ALLIANCE_WAR_HAS_ENDED","Perang klan anda sekarang telah tamat!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Perang Terkini"
"TID_HOME","Halaman Utama"
"TID_ENEMY","Musuh"
"TID_BUTTON_RETURN_TO_WAR","Peta Perang"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Layak untuk peperangan seterusnya dalam"
"TID_WAR_DONATE_SPECTATOR","Penonton tidak dapat menderma!"
"TID_WAR_SEARCH_CANCEL","Membatalkan carian..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Pencapaian"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Bintang Baru setiap serangan"
"TID_ALLIANCE_WAR_STATS_TAB","Statistik Perang"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Serangan paling wiraan"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Pertahanan paling wiraan"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Tiada"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Purata tempoh serangan"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Detik terakhir!"
"TID_WAR_STREAM_ENTRY_TIME","Berbaki <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 bintang"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 bintang"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 bintang"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Serangan kalah"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Lihat pada peta"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Padam askar?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Anda pasti ingin memadam unit yang didermakan ini daripada istana peperangan anda?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Kemenangan paling mahal"
"TID_BUTTON_CALL_CENTER","Pertanyaan melalui telefon"
"TID_CALL_CENTER_TITLE","Pertanyaan melalui telefon"
"TID_CALL_CENTER_TEXT","[Pusat Khidmat Supercell]\n\nTel:1688-6276\nJam: Isn~Jum / 10:00pg ~ 18:00ptg\n\nMaklumat Tambahan\nKhidmat panggilan tidak beroperasi pada Hujung Minggu dan Cuti Umum\nAnda boleh mendapatkan bantuan lanjut dengan menghantar e-mel dalam permainan"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Sudah mempunyai kampung?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Serangan digunakan (kampung atas)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Serangan digunakan (kampung tengah)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Serangan digunakan (kampung bawah)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Pertahanan dimenangi:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% dimusnahkan!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% dimusnahkan!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% dimusnahkan!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Dewan bandaran dimusnahkan!"
"TID_STREAM_EVENT_STARTED_WAR","telah memulakan carian Peperangan Klan"
"TID_STREAM_EVENT_CANCELLED_WAR","carian Peperangan Klan dibatalkan"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Tiada pihak lawan Peperangan Klan ditemui. Sila cuba mulakan perang sekali lagi."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","Perang Persahabatan dibatalkan"
"TID_VILLAGE_EDIT_MODE_WAR","Mod Edit Pangkalan Perang"
"TID_WAR_BASE","Edit Pangkalan Perang"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Sila berikan kami maklumat berikut mengenai kampung anda yang kalah.\nNama sebenar kampung:\nTahap Dewan Bandaran:\nTahap XP:\nNama klan (jika ada):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Kampung yang Kalah"
"TID_BUTTON_SIGN_IN","Daftar masuk"
"TID_FAQ_TITLE_GEM_BOX","Bagaimana saya boleh mendapatkan Kotak Permata?"
"TID_FAQ_TEXT_GEM_BOX","Kotak Permata muncul secara rawak dalam kampung setiap pemain. Masa antara Kotak Permata wujud juga rawak, itu sebabnya mengapa mungkin kelihatan seperti pemain mendapat lebih banyak Kotak Permata daripada yang lain. Jangan risau, semakin lama bermain setiap pemain akan mendapat bilangan Kotak Permata yang sama dan semuanya mengandungi amaun permata yang sama."
"TID_FAQ_TITLE_CLAN_WARS","Bagaimana saya ingin menyertai Perang Klan?"
"TID_FAQ_TEXT_CLAN_WARS","Untuk berlawan dalam Perang Klan, sertai klan dengan sekurang-kurangnya sepuluh ahli. Untuk maklumat lanjut, tekan butang \qBantuan selanjutnya\q."
"TID_WAR_STATS_HEADER_BATTLES","Jumlah Serangan"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Serangan Terbaik"
"TID_WAR_STATS_HEADER_WAR_STATS","Statistik Serangan"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Pertempuran yang Ditampilkan"
"TID_LIVE_REPLAY","Main Semula Langsung"
"TID_WATCH_LIVE_REPLAY","Tonton Peperangan"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","Anda ingin memuat semula semua Busur-X untuk <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","Anda ingin memuat semula semua Menara Neraka untuk <number> <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","Anda ingin memuat semula semua Busur-X dan Artileri Helang untuk <number> <resource>?"
"TID_POPUP_RELOAD_ALL_XBOWS","Muat semula semua Busur-X"
"TID_POPUP_RELOAD_ALL_INFERNOS","Muat semula semua Menara Neraka"
"TID_POPUP_RELOAD_ALL","Muat semula semua"
"TID_AMMO_FILL_CONFIRMATION_ALL","Semua Busur-X kini dimuatkan!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","Semua Menara Neraka kini dimuatkan!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","Semua Busur-X dan Artileri Helang kini dimuatkan!"
"TID_AMMO_ALREADY_FULL_ALL","Semua Busur-X dimuatkan sepenuhnya!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","Semua Menara Neraka dimuatkan sepenuhnya!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","Semua Busur-X dan Artileri Helang dimuatkan sepenuhnya!"
"TID_TRAPS_ALREADY_ARMED","Semua perangkap dipersenjatai semula!"
"TID_TOTEM","Totem"
"TID_SLOW_SPELL","Perlahan"
"TID_BOOSTDEFENCES_SPELL","Galakkan Pertahanan"
"TID_BUTTON_LOAD_ALL","Muatkan semua"
"TID_BUTTON_TRAPS_ARMED","Semua perangkap bersenjata"
"TID_TAB_NEWS","Berita"
"TID_TAB_SETTINGS","Tetapan"
"TID_TAB_MORE","Lagi"
"TID_HINT_NAMECHANGE","Maaf, anda tidak boleh menukar nama kampung anda. Penduduk kampung anda tidak akan tahu di mana mereka tinggal!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Tidak dapat menonton secara langsung. Sila cuba lagi kemudian."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Tidak dapat menonton secara langsung. Pertempuran ini telah tamat."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Tidak dapat menonton secara langsung. Semua slot penonton penuh."
"TID_HASTE_DAMAGE_OFFSET","Penambahan kerosakan: <number>"
"TID_HERO_ABILITY_HEALTH","Pemulihan kesihatan: <number>"
"TID_MORE_FACEBOOK","Dapatkan berita terkini! Sertai kami di Facebook!"
"TID_MORE_YOUTUBE","Lihat saluran YouTube Clash of Clans!"
"TID_MORE_TWITTER","Ikuti kami di Twitter! Tweet @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Sertai komuniti Clash of Clans!"
"TID_NEWS_BUTTON_GO","Pergi!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Ancaman sangat besar ini menyebabkan kerosakan amat teruk dan menghancurkan apa jua dalam laluannya. Dia mengawal kawasannya dengan ganas apabila bertahan dan boleh melancarkan kemarahan pembinasaan apabila menyerang setelah keupayaan Tumbukan Besi dibuka kunci!"
"TID_HERO_INSTRUCTIONS_QUEEN","Pemburu lemah lembut ini ialah ketua tenaga pemusnah, walaupun sederhana dari segi kesihatan. Dia menembak hendap sasaran di kawasannya semasa bertahan dan boleh membuat kerosakan senyap-senyap dan menakutkan apabila menyerang setelah keupayaan Jubah Diraja dibuka kunci!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Anda benar-benar ingin menaik taraf benteng yang dipilih untuk <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Naik taraf benteng"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Buang bantuan?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Anda benar-benar ingin membuang bantuan? Anda tidak akan dibayar balik."
"TID_POPUP_REMOVE_TROOP_TITLE","Buang askar?"
"TID_POPUP_REMOVE_TROOP_TEXT","Anda benar-benar ingin membuang askar? Anda tidak akan dibayar balik."
"TID_POPUP_REMOVE_SPELL_TITLE","Buang sihir?"
"TID_POPUP_REMOVE_SPELL_TEXT","Anda benar-benar ingin membuang sihir? Anda tidak akan dibayar balik."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Buang askar dan sihir?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Anda benar-benar ingin membuang askar dan sihir? Anda tidak akan dibayar balik."
"TID_REMOVE_TROOP_BUTTON","Buang"
"TID_REMOVE_TROOP_MESSAGE","Askar dibuang"
"TID_REMOVE_SPELL_MESSAGE","Sihir dibuang"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Askar dan sihir dibuang"
"TID_NEWS_BIRTHDAY_TITLE","Selamat Hari Lahir Ketua!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans berusia dua tahun! Kini anda boleh galakkan semua pengumpul sumber anda selama SATU MINGGU untuk hanya SATU PERMATA sehingga 7 Ogos!"
"TID_AVAILABLE_TROOPS","Askar yang Ada:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Hubungi Sokongan"
"TID_AD_SEEKER","Buru Lava"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Binatang garang ini mengejar pertahanan udara, memberikan perlindungan hebat kepada askar lain. Setelah dihapuskan, ia meletus menjadi lebih kecil dengan ancaman lebih lemah."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Binatang garang ini tertarik kepada Pertahanan Udara dan hebat dalam melindungi askar. Setelah dimusnahkan, ia wujud dalam bentuk lebih kecil dengan ancaman yang lebih lemah."
"TID_AD_SEEKER_FRAG","Pup Lava"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Peletusan secara besar-besaran berlangsung selepas Buru Lava mati, makhluk kecil ini meneruskan pergaduhan dengan lebih lama."
"TID_MAX_SECONDARY_UNITS","Unit diwujudkan: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Pilihan naik taraf"
"TID_NEWS_UPDATE_TITLE","Penguasaan Sihir dan Pematah Seri Peperangan Klan!"
"TID_NEWS_UPDATE_TEXT","* Sihir Kilat Diperbaiki, Beracun, Gempa Bumi dan Beku!\n*Sihir Kilat tahap 7 dan 25 keping Benteng baru telah ditambah pada Dewan Bandaran tahap 10\n*Jumlah Pemusnahan kini pematah seri Peperangan Klan - jika skor sama pada penamatan perang, Klan dengan peratus pemusnahan yang lebih dalam serangan terbaiknya akan menang!"
"TID_NEWS_TROOP_TITLE","Askar Kejahatan Baru: Buru Lava!"
"TID_NEWS_TROOP_TEXT","Makhluk berterbangan ini diperbuat daripada batu dan lava boleh menyebabkan banyak kerosakan. Ia memburu Pertahanan Udara dan memasuki jauh ke dalam kampung musuh, memberikan perlindungan kepada askar lain. Setelah dimusnahkan ia mengecil menjadi Pup Lava yang akan meneruskan pergaduhan lama sedikit."
"TID_NEWS_TROOP_TEXT2","Makhluk berterbangan ini diperbuat daripada batu dan lava boleh menyebabkan banyak kerosakan. Ia memburu Pertahanan Udara dan memasuki jauh ke dalam kampung musuh, memberikan perlindungan kepada askar lain. Setelah dimusnahkan ia mewujudkan pemusnah lebih kecil yang akan mengganggu pertahanan musuh lama sedikit."
"TID_GEM_BALANCE","Baki Permata Semasa:\n<total>\n\nPermata Percuma: <free>\n\nPermata yang Dibeli: <paid>"
"TID_MORE_INSTAGRAM","Lihat Clash of Clans di Instagram!"
"TID_MORE_TWITCH","Tala ke strim langsung Clash of Clans di Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通Aplikasi"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Baki permata"
"TID_GEM_BALANCE_BUTTON","Baki permata"
"TID_NEWS_MIRROR_TITLE","Persediaan"
"TID_NEWS_MIRROR_TEXT","Persediaan dan rambut sempurna penting untuk pertempuran yang baik. Ketahui cara Ahli Sihir bersedia untuk pergaduhan."
"TID_NEWS_RABBIT_TITLE","Magik?"
"TID_NEWS_RABBIT_TEXT","Bebola api bukan hanya helah yang Ahli Sihir ada. Ketahui apa lagi yang dia boleh lakukan."
"TID_UNLOCKED_ARMY","Tentera"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Anda didaftarkan masuk ke akaun GameCenter yang dimiliki oleh kampung Ketua <name>.\n\nKampung ini sedia untuk dimainkan tetapi menukar akaun ini kurang daripada iOS versi 7 tidak disokong. Untuk menukar akaun ini, sila kemas kini versi iOS anda.\n\nMaklumat lanjut mengenai kemas kini iOS:\nhttp://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(TIMBUNAN PERMATA)RED"
"TID_NEWS_RED_TITLE","Ketua, sokong pergaduhan (RED) menentang AIDS!"
"TID_NEWS_RED_TEXT","MERAH"
"TID_NEWS_RED_MORE","Maklumat Lanjut"
"TID_POPUP_BOOST_ALL_BARRACKS","Galakkan kelajuan latihan bagi <number> Berek dengan <multiplier>x untuk <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Gandakan pengeluaran bagi semua <number> pengumpul jenis ini selama <time>?"
"TID_CLAN_LOCALE","Lokasi Klan:"
"TID_CLAN_WAR_FREQ","Kekerapan Perang:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Tidak ditetapkan"
"TID_CLAN_WAR_FREQ_ALWAYS","Sentiasa"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Dua kali seminggu"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Sekali seminggu"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Jarang"
"TID_CLAN_WAR_FREQ_NEVER","Tidak"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Galakkan kelajuan latihan bagi <number> Berek Kejahatan dengan <multiplier>x untuk <time>?"
"TID_REGION_INT","Antarabangsa"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Sihir anda sedia untuk dibawa dalam pertempuran!"
"TID_YES","Ya"
"TID_NO","Tidak, terima kasih"
"TID_SEARCH_TERM_ANY","Mana-mana"
