"TID","ES"
"TID_WAR_SPECTATOR_TITLE","Espectador de guerra"
"TID_WAR_SPECTATOR_TEXT","No puedes participar en esta guerra. Para hacerlo, debes pertenecer al clan antes de que empiece y tener rango suficiente. Además, no puedes luchar en otra guerra a la vez."
"TID_ALLIANCE_WAR_HAS_ENDED","¡La actual guerra del clan ha terminado!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Guerra actual"
"TID_HOME","Aldea"
"TID_ENEMY","Enemigo"
"TID_BUTTON_RETURN_TO_WAR","Mapa de guerra"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Podrá luchar en la siguiente guerra en"
"TID_WAR_DONATE_SPECTATOR","Los espectadores no pueden donar."
"TID_WAR_SEARCH_CANCEL","Cancelando búsqueda..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Logros"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Nuevas estrellas por ataque"
"TID_ALLIANCE_WAR_STATS_TAB","Estadísticas de guerra"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Ataque más heroico"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Defensa más heroica"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","0"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Duración media de ataque"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","¡Último momento!"
"TID_WAR_STREAM_ENTRY_TIME","Tiempo restante: <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 estrellas"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 estrellas"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 estrella"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Ataques perdidos"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Ver en mapa"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","¿Eliminar tropa?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","¿Seguro que quieres eliminar esta unidad donada de tu castillo de guerra?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Victoria más cara"
"TID_BUTTON_CALL_CENTER","Telephone inquiry"
"TID_CALL_CENTER_TITLE","Telephone inquiry"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nTel:1688-6276\nHours: Mon~Fri / 10:00am ~ 18:00pm\n\nAdditional Information\nCall service is not operated in Weekend and Public Holidays\nYou can get more help by sending an email in the game"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","¿Ya tienes una aldea?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Ataques usados (aldeas principales)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Ataques usados (aldeas intermedias)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Ataques usados (últimas aldeas)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Vict. en defensa:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","¡25 % destruido!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","¡50 % destruido!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","¡75 % destruido!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","¡Ayuntamiento destruido!"
"TID_STREAM_EVENT_STARTED_WAR","Búsqueda de guerras del clan iniciada"
"TID_STREAM_EVENT_CANCELLED_WAR","Búsqueda de guerras del clan cancelada"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","No se ha encontrado rival para las guerras del clan. Intenta iniciar una guerra de nuevo."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","ha cancelado la guerra amistosa."
"TID_VILLAGE_EDIT_MODE_WAR","Modo de edición de la base de guerra"
"TID_WAR_BASE","Editar base"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Proporciónanos la siguiente información sobre la aldea perdida.\nNombre exacto de la aldea:\nNivel de ayuntamiento:\nNivel de XP:\nNombre del clan (si perteneces a alguno):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Aldea perdida"
"TID_BUTTON_SIGN_IN","Conectar"
"TID_FAQ_TITLE_GEM_BOX","¿Cómo consigo una caja de gemas?"
"TID_FAQ_TEXT_GEM_BOX","Las cajas de gemas aparecen aleatoriamente en las aldeas de los jugadores. El tiempo transcurrido entre la aparición de una caja y la siguiente es también aleatorio, por lo que puede parecer que algunos jugadores encuentran más cajas que otros. Pero no te preocupes, porque al final todos conseguiréis la misma cantidad de cajas y con el mismo número de gemas."
"TID_FAQ_TITLE_CLAN_WARS","¿Cómo puedo unirme a una guerra de clanes?"
"TID_FAQ_TEXT_CLAN_WARS","Para luchar en una guerra de clanes debes pertenecer a un clan con al menos diez miembros. Para más información, toca el botón Más ayuda."
"TID_WAR_STATS_HEADER_BATTLES","Total de ataques"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Mejores ataques"
"TID_WAR_STATS_HEADER_WAR_STATS","Estadísticas de ataque"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Batallas destacadas"
"TID_LIVE_REPLAY","Repetición en directo"
"TID_WATCH_LIVE_REPLAY","Ver en directo"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","¿Quieres recargar todas tus ballestas a cambio de <number> de <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","¿Quieres recargar todas tus torres infernales a cambio de <number> de <resource>?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","¿Quieres recargar todas tus ballestas y el águila de artillería a cambio de <number> de <resource>?"
"TID_POPUP_RELOAD_ALL_XBOWS","Recarga todas las ballestas"
"TID_POPUP_RELOAD_ALL_INFERNOS","Recarga todas las torres infernales"
"TID_POPUP_RELOAD_ALL","Recargar todo"
"TID_AMMO_FILL_CONFIRMATION_ALL","¡Todas las ballestas se han cargado!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","¡Todas las torres infernales se han cargado!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","¡Todas las ballestas y el águila de artillería se han cargado!"
"TID_AMMO_ALREADY_FULL_ALL","¡Todas las ballestas se han cargado completamente!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","¡Todas las torres infernales se han cargado completamente!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","¡Todas las ballestas y el águila de artillería se han cargado completamente!"
"TID_TRAPS_ALREADY_ARMED","¡Todas las trampas se han rearmado!"
"TID_TOTEM","Tótem"
"TID_SLOW_SPELL","Lenta"
"TID_BOOSTDEFENCES_SPELL","Potenciar defensas"
"TID_BUTTON_LOAD_ALL","Cargar todo"
"TID_BUTTON_TRAPS_ARMED","Trampas armadas"
"TID_TAB_NEWS","Novedades"
"TID_TAB_SETTINGS","Ajustes"
"TID_TAB_MORE","Más"
"TID_HINT_NAMECHANGE","No puedes cambiarle el nombre a tu aldea; si no, tus aldeanos no sabrían dónde viven."
"TID_LIVE_REPLAY_FAIL_GENERIC","No puedes ver la repetición en directo, inténtalo de nuevo más tarde."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","No puedes ver la repetición en directo, esta batalla ya ha terminado."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","No puedes ver la repetición en directo, no hay capacidad para más espectadores."
"TID_HASTE_DAMAGE_OFFSET","Aumento de daño: <number>"
"TID_HERO_ABILITY_HEALTH","Recuperación de salud: <number>"
"TID_MORE_FACEBOOK","¡Únete a nosotros en Facebook para estar al tanto de las novedades del juego!"
"TID_MORE_YOUTUBE","¡Echa un vistazo al canal de Clash of Clans en YouTube!"
"TID_MORE_TWITTER","¡Síguenos en Twitter en @clashofclans!"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","¡Únete a la comunidad de Clash of Clans!"
"TID_NEWS_BUTTON_GO","Adelante"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Este colosal enemigo absorbe daño en cantidades ingentes y aniquila todo a su paso. Defiende su territorio con uñas y dientes y, con su habilidad Puño de hierro desbloqueada, se deja invadir por una rabia que lo ayuda a lanzar furiosos ataques."
"TID_HERO_INSTRUCTIONS_QUEEN","Aunque no goza de mucha salud, esta hábil cazadora domina una fuerza destructiva sin parangón. Cuando defiende su territorio, dispara a escondidas contra sus enemigos y, con su habilidad Manto real desbloqueada, es capaz de infligir terribles daños con sus sigilosos ataques."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","¿Seguro que quieres mejorar los muros seleccionados por <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Mejorar muros"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Eliminar refuerzos"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","¿Seguro que quieres eliminar los refuerzos? No recuperarás su coste."
"TID_POPUP_REMOVE_TROOP_TITLE","Eliminar tropas"
"TID_POPUP_REMOVE_TROOP_TEXT","¿Seguro que quieres eliminar estas tropas? No recuperarás su coste."
"TID_POPUP_REMOVE_SPELL_TITLE","Eliminar hechizos"
"TID_POPUP_REMOVE_SPELL_TEXT","¿Seguro que quieres eliminar los hechizos? No recuperarás su coste."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Eliminar tropas y hechizos"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","¿Seguro que quieres eliminar las tropas y los hechizos? No recuperarás su coste."
"TID_REMOVE_TROOP_BUTTON","Eliminar"
"TID_REMOVE_TROOP_MESSAGE","Tropas eliminadas"
"TID_REMOVE_SPELL_MESSAGE","Hechizos eliminados"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Tropas y hechizos eliminados"
"TID_NEWS_BIRTHDAY_TITLE","¡Feliz aniversario, jefe!"
"TID_NEWS_BIRTHDAY_TEXT","¡Clash of Clans cumple dos años! Ahora puedes acelerar todos los extractores de recursos durante UNA SEMANA por solo UNA GEMA cada uno hasta el 7 de agosto."
"TID_AVAILABLE_TROOPS","Tropas disponibles:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Asistencia técnica"
"TID_AD_SEEKER","Sabueso de lava"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Estas fogosas bestias no pueden evitar salir a la caza de los cohetes de defensa, por lo que proporcionan una excelente protección a otras tropas. Una vez destruidas, erupcionan y generan pequeñas amenazas más débiles."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Estas fogosas bestias atraen a los cohetes de defensa y son perfectas para proteger a otras tropas. Una vez destruidas, generan pequeñas amenazas más débiles."
"TID_AD_SEEKER_FRAG","Cachorro de lava"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Generadas en grandes cantidades tras la muerte de un sabueso de lava, estas criaturas mantienen viva la batalla durante un poco más de tiempo."
"TID_MAX_SECONDARY_UNITS","Unidades generadas: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Mejorar selección"
"TID_NEWS_UPDATE_TITLE","¡Hechizos mejorados y desempate en las guerras de clanes!"
"TID_NEWS_UPDATE_TEXT","* Se han mejorado los hechizos de rayo, hielo, veneno y terremoto.\n* Con el ayuntamiento de nivel 10, hay disponibles 25 muros nuevos y el hechizo de rayo de nivel 7.\n* En caso de empate en las guerras de clanes, se tendrá en cuenta el porcentaje de destrucción total: si al final de la guerra hay un empate en la puntuación, ganará el clan que tenga un mayor porcentaje de destrucción en sus mejores ataques."
"TID_NEWS_TROOP_TITLE","¡El sabueso de lava, la nueva tropa oscura!"
"TID_NEWS_TROOP_TEXT","Esta criatura voladora hecha de piedra y lava puede soportar grandes daños. Tiene por objetivo los cohetes de defensa y se adentra en las aldeas enemigas cubriendo a otras tropas. Una vez destruida, erupciona y genera cachorros de lava que mantienen viva la batalla durante un poco más de tiempo."
"TID_NEWS_TROOP_TEXT2","Esta criatura voladora hecha de piedra y lava puede soportar grandes daños. Tiene por objetivo los cohetes de defensa y se adentra en las aldeas enemigas cubriendo a otras tropas. Una vez destruida, genera amenazas más pequeñas que distraen a las defensas enemigas durante un poco más de tiempo."
"TID_GEM_BALANCE","Balance de gemas actual:\n<total>\n\nGratuitas: <free>\n\nCompradas: <paid>"
"TID_MORE_INSTAGRAM","¡Echa un vistazo a Clash of Clans en Instagram!"
"TID_MORE_TWITCH","¡Sintoniza las emisiones en directo de Clash of Clans en Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Balance de gemas"
"TID_GEM_BALANCE_BUTTON","Balance de gemas"
"TID_NEWS_MIRROR_TITLE","Preparación"
"TID_NEWS_MIRROR_TEXT","La preparación y un pelo perfecto son la clave de una buena batalla. ¡Descubre cómo se preparan los magos para la batalla!"
"TID_NEWS_RABBIT_TITLE","¿Magia?"
"TID_NEWS_RABBIT_TEXT","Las bolas de fuego no son el único as que los magos se esconden en la manga... ¡Descubre qué más pueden hacer!"
"TID_UNLOCKED_ARMY","Ejército"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Has iniciado sesión en Game Center con la cuenta de la aldea de <name>.\n\nEsta aldea está disponible, pero el intercambio no es posible en una versión inferior a iOS 7. Para el intercambio, actualiza tu versión de iOS.\n\nMás información sobre actualizaciones de iOS en http://support.apple.com/kb/HT4623?viewlocale=es_ES."
"TID_DIAMOND_PACK_RED","(PILA DE GEMAS)RED"
"TID_NEWS_RED_TITLE","¡Jefe, apoya a (RED) en su lucha contra el sida!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Más información"
"TID_POPUP_BOOST_ALL_BARRACKS","¿Quieres multiplicar x<multiplier> la velocidad de entrenamiento de <number> cuarteles durante <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","¿Quieres duplicar la velocidad de producción de los <number> extractores de este tipo durante <time>?"
"TID_CLAN_LOCALE","Ubicación del clan:"
"TID_CLAN_WAR_FREQ","Frecuencia de guerra:"
"TID_CLAN_WAR_FREQ_UNKNOWN","No especificada"
"TID_CLAN_WAR_FREQ_ALWAYS","Siempre"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","2 veces por semana"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","1 vez por semana"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Casi nunca"
"TID_CLAN_WAR_FREQ_NEVER","Nunca"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","¿Quieres multiplicar x<multiplier> la velocidad de entrenamiento de <number> cuarteles oscuros durante <time>?"
"TID_REGION_INT","Internacional"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Tus hechizos están listos para la batalla."
"TID_YES","Sí"
"TID_NO","No, gracias"
"TID_SEARCH_TERM_ANY","Cualquiera"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","¡Gracias, jefe!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Gracias por ayudar a (RED) a luchar contra el sida. ¿Quieres mostrar tu apoyo decorando tu ayuntamiento con (RED) hasta el 8 de diciembre?"
"TID_SEARCH_OPTIONS","Opciones de búsqueda avanzada"
"TID_SHOW_SEARCH_OPTIONS","Mostrar"
"TID_CLAN_MEMBER_COUNT","Miembros:"
"TID_CLAN_MIN_TROPHIES","Puntos mínimos del clan:"
"TID_TO","a"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Resultados de la búsqueda por \q<name>\q con opciones avanzadas"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Resultados de la búsqueda con opciones avanzadas"
"TID_CLAN_LOCATION_UNKNOWN","No especificada"
"TID_CLAN_SHOW_ONLY_JOINABLE","Solo clanes a los que pueda unirme:"
"TID_RESUME_BOOST","Reanudar"
"TID_NEWS_SAFEGUARD_TITLE","¡Mantén a salvo tu aldea!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Conéctate con tu cuenta de Google Play para guardar tu progreso y poder jugar en varios dispositivos Android."
"TID_NEWS_SAFEGUARD_TEXT","Inicia sesión en Game Center para proteger tu progreso y poder acceder desde varios dispositivos iOS."
"TID_RED_PROCEEDS","El 100 % de los beneficios se destinará a ayudar a (RED) a luchar contra el sida."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Has conectado con Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Conecta tu aldea con Facebook para jugar con tus amigos o inicia sesión en Game Center para proteger tu progreso y poder acceder desde varios dispositivos."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Conecta tu aldea con Facebook para jugar con tus amigos o con Google Play para proteger tu progreso y poder acceder desde varios dispositivos."
"TID_OBSTACLE_HALLOWEEN2014","Lápida de Halloween"
"TID_TRAP_HALLOWEEN_SKEL","Trampa de esqueletos"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Tiende emboscadas y sorprende a tus enemigos con una escaramuza de escuálidos esqueletos de poca vida, pero difíciles de detener. Estas trampas pueden tener como objetivo tanto tropas aéreas como terrestres."
"TID_CLAN_TAG","Código del clan:"
"TID_BUTTON_BOOST_ALL","Acelerar todo"
"TID_NEWS_RED_LIKE","Me gusta (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Miembros excluidos:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","¡No puedes excluir a más miembros de la guerra!"
"TID_LAYOUTS_USE_BUTTON","Activar distribución"
"TID_LAYOUTS_COPY_BUTTON","Copiar distribución"
"TID_LAYOUTS_EDIT_BUTTON","Editar distribución"
"TID_LAYOUTS_VILLAGE","Aldea"
"TID_LAYOUTS_WARBASE","Base de guerra"
"TID_LAYOUTS_ACTIVE_LAYOUT","Distribución activa"
"TID_POPUP_REPLACE_LAYOUT","Reemplazar distribución"
"TID_POPUP_TEXT_REPLACE_LAYOUT","¿Seguro que quieres reemplazar la distribución actual?"
"TID_BUTTON_VILLAGE_LOAD","Cargar"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","¿Quieres cargar la aldea?"
"TID_LAYOUTS_ALREADY_ACTIVE","Esta distribución ya está en uso."
"TID_LAYOUTS_INCOMPLETE","Primero debes completar la distribución."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","No se han podido mostrar las mejores puntuaciones en la ubicación de tu clan."
"TID_LAYOUT_EDITOR","Editor de distribución"
"TID_LAYOUTS_COPY_LABEL","Copiar distribución"
"TID_PUSH_UNDER_ATTACK","¡<attacker> está arrasando tu aldea!"
"TID_LAYOUTS_EMPTY_SLOT","Vacío"
"TID_LAYOUTS_COPY_EXPLANATION","Selecciona tu aldea o tu base de guerra para copiar la distribución seleccionada."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","¡Tu aldea está siendo atacada!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","No se puede reemplazar la distribución activa."
"TID_LAYOUTS_OBSTRUCTED","Primero debes despejar algunos obstáculos."
"TID_LAYOUTS_INVALID","Error al guardar la distribución"
"TID_EDIT_MODE_FINISH_LATER","Terminar más tarde"
"TID_LAYOUTS_WARBASE_INFO","Los cambios en la distribución activa de la base de guerra durante el día de la batalla se aplican en la próx. guerra."
"TID_LAYOUTS_CANT_COPY_EMPTY","No se puede copiar una distribución vacía."
"TID_EDIT_MODE_BLOCKED","Los edificios bloqueados por obstáculos se han colocado en el inventario."
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Antes debes reconstruir el castillo del clan."
"TID_LAYOUTS_ACTIVE_VILLAGE","Aldea activa"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Activar base de guerra"
"TID_PARENTS_GUIDE_BUTTON","Guía para padres"
"TID_CLANBADGE_LAYER_0","Fondo"
"TID_CLANBADGE_LAYER_1","Estampado"
"TID_CLANBADGE_LAYER_2","Contorno"
"TID_WAROPTIN_COUNTIN","Dentro"
"TID_WAROPTIN_LEAVEOUT","Fuera"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Elige a los participantes de la guerra"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Este jugador no puede participar en la guerra."
"TID_WAR_SIZE","Tamaño de la guerra: <num> contra <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Elige a más miembros para empezar una guerra."
"TID_WAR_PERSONAL_SETTING_IN","Dentro"
"TID_WAR_PERSONAL_SETTING_OUT","Fuera"
"TID_CLAN_MIN_LEVEL","Nivel mínimo del clan"
"TID_WAR_SELECT_MEMBERS_HINTS","Selecciona los miembros con los botones de arriba."
"TID_MY_PROFILE_TAB","Mi perfil"
"TID_PLAYER_CLAN_TAB","Clan del jugador"
"TID_WAR_PARTICIPANTS_HEADER","Participantes de la guerra:"
"TID_CLAN_BADGE_LOCKED","Mejora tu clan al nivel <num> para desbloquear este artículo."
"TID_CLANPERK_DESC_TROOP_REQUEST","Tiempo de espera para solicitar donaciones:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Límite de donación:"
"TID_CLANPERK_DESC_DONATION_REFUND","Reembolso por donación:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Mejora de donaciones:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Capacidad extra de la tesorería:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Botín extra de bonus de guerra:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Contornos del emblema del clan desbloqueados: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Aviso importante:"
"TID_NEWS_UPGRADE_OS_TEXT","Por motivos técnicos, con la próxima actualización para el App Store, Clash of Clans dejará de estar disponible para todas las versiones de iOS inferiores a 5.1.1.\nTeniendo en cuenta que tu dispositivo usa un sistema operativo inferior al especificado, no podrás jugar a Clash of Clans si no actualizas a la última versión.\nPara obtener más información sobre cómo actualizar iOS mediante iTunes, toca Más información."
"TID_NEWS_UPGRADE_OS_MORE","Más información"
"TID_CLANPERK_COMPLETED","¡Conseguido!"
"TID_CLANPERK_UNLOCKED_PERKS","Galardones del clan"
"TID_CLANPERK_INFO_TEXT","Gana XP del clan y haz que suba de nivel para desbloquear poderosos galardones. El XP del clan se consigue completando guerras de clanes."
"TID_ALLIANCE_WAR_MY_TEAM","Mi equipo"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Equipo enemigo"
"TID_ALLIANCE_EXP_EARNED","+<value> de XP del clan"
"TID_WAROPTIN_TAKE","Admitir"
"TID_WAROPTIN_LEAVE","Abandonar"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Admíteme"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Exclúyeme"
"TID_WAR_PERSONAL_INFO","¿Quieres participar en las guerras de clanes? Los otros miembros del clan podrán ver tus preferencias."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Las tropas donadas se mejoran en <value> niveles."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","¡El clan ha alcanzado el nivel <value>! Nuevos galardones desbloqueados:"
"TID_START_WAR_FAILED_INVALID_SIZE","¡No se puede iniciar la guerra!"
"TID_INVALID_WAR_MEMBERS_COUNT","Miembros seleccionados: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Un ataque exitoso proporciona +<num> de XP del clan"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Preferencia sobre las guerras de clanes"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Elige si quieres participar o no en las guerras de clanes. Los otros miembros del clan podrán ver tu preferencia."
"TID_PERSONAL_WAR_PREFERENCE_IN","Sí"
"TID_PERSONAL_WAR_PREFERENCE_OUT","No"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Guerras de clanes"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Selecciona un mínimo de <value> miembros."
"TID_INVALID_WAR_MEMBERS_INFO_MID","Selecciona <low> o <high> miembros."
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Selecciona un máximo de <value> miembros."
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> de XP del clan ganado en ataques exitosos"
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> de XP del clan por ganar <num> estrellas."
"TID_ALLIANCE_WAR_STAR_XP_DESC","Bonus de +<xpnum> de XP del clan por ganar <num> estrellas."
"TID_ALLIANCE_WAR_WIN_XP","¡Bonus de +<xpnum> de XP del clan por ganar la guerra!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> minutos"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> tropas"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value> % del coste"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> nivel"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> niveles"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value> %"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value> %"
"TID_CLANPERK_DESC_LOCKED_VALUE","Se desbloquea en el nivel <num> del clan."
"TID_ALLIANCE_WAR_XP_EARNED","XP del clan ganado"
"TID_ALLIANCE_WAR_OBJECTIVES","Objetivos del clan"
"TID_CLAN_PERK_BONUS","Galardón de bonus"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","XP del clan"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Por derrotar bases de guerra enemigas"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Por derrotar bases de guerra"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Por conseguir <num> estrella(s)"
"TID_WAR_STATS_HEADER_WIN_WAR","Por ganar la guerra"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","El XP del clan se otorga al final de la guerra."
"TID_WAR_STATS_HEADER_TOTAL","Total"
"TID_ALLIANCE_TAB_BOOKMARKS","Favoritos"
"TID_NO_BOOKMARKS","No has marcado ningún clan como favorito.\n\nPuedes hacerlo desde la página de información del clan que quieras marcar como favorito."
"TID_ERROR_BOOKMARKS_FULL","Tienes demasiados favoritos. Elimina algunos para poder añadir más."
"TID_CHANGE_NAME_ALREADY_USED","No se puede volver a cambiar de nombre. En esta cuenta ya se ha cambiado una vez."
"TID_CHANGE_NAME_BUTTON","Cambiar nombre"
"TID_CHANGE_NAME_TITLE","Cambiar nombre"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nombre actual:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Introduce el nuevo nombre:"
"TID_CONTINUE","Continuar"
"TID_NAMECHANGE_WARNING","AVISO: Solo puedes cambiar de nombre una vez."
"TID_CONFIRM","Confirmar"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Vuelve a introducir el nombre:"
"TID_NAME_ALREADY_CHANGED","Solo se puede cambiar de nombre una vez."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","El cambio de nombre está disponible a partir del nivel <level> de ayuntamiento."
