"TID","AR"
"TID_WAR_DONATE_FULL","لا يمكن لهذ اللاعب استقبال أي قوات إضافية"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","لقد وصلت أخيرًا أيها الزعيم! مرحبًا في منطقة الحرب!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","أعداؤنا متعطشون للحرب، لكن قبيلتنا هنا وجاهزة للقتال!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","انظر أيها الزعيم، هناك! لقد رأيت قبيلة العدو!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","يا للهول، قواعد حرب العدو في كل مكان!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","الهجمات محدودة هنا، لذا فسنحتاج إلى قبيلتنا لمقاتلتهم جميعًا."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","ألقِ نظرة أيها الزعيم، ثم فلنراجع قواعدنا الحربية."
"TID_TUTORIAL_WAR_DONATE_1","سنتبرع بالقوات في يوم الاستعدادات ونستكشف الأعداء."
"TID_TUTORIAL_WAR_BATTLE_1","سنهاجم في يوم المعركة! الكؤوس والدروع لا تحتسب هنا، النصر فحسب!"
"TID_TUTORIAL_WAR_INFO_1","انقر زر المعلومات لتعلم المزيد. تعتمد القبيلة عليك أيها الزعيم!"
"TID_CLAN_WARS","حروب القبائل"
"TID_FRIENDLY_ZONE","منطقة صديقة"
"TID_ENEMY_TERRITORY","منطقة العدو"
"TID_DONATE","تبرع"
"TID_WARS_WON","الحروب التي تم الفوز بها"
"TID_PREVIOUS_BEST","الأفضل سابقًا"
"TID_NEW_BEST","الأفضل الجديد"
"TID_TRANSITION_WAR_ENDED","انتهت الحرب"
"TID_TRANSITION_WAR_START","يوم المعركة"
"TID_TRANSITION_WAR_PREPARE","يوم الاستعداد"
"TID_PLUS_ONE_CLAN_STAR","+1 نجمة حرب"
"TID_WAR_RESULTS_BUTTON","نتائج الحرب"
"TID_TAB_RESULTS","نتائج الحرب"
"TID_WAR_RESULTS_INFO","في نهاية الحرب، يتم تسليم المكافأة إلى الخزينة. الفوز في الحرب أيضًا سيكسبك مكافأة ضخمة من نقاط الخبرة لقبيلتك. يمكنك عرض النتائج وإعادات العرض للمعركة بعد انتهاء الحرب، لمدة من الوقت. راجع سجل حرب قبيلتك لمراجعة حتى الحروب القديمة!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","في نهاية الحرب، يتم تسليم المكافأة إلى الخزينة. الفوز في الحرب أيضًا سيكسبك مكافأة ضخمة من نقاط الخبرة لقبيلتك. يمكنك عرض النتائج وإعادات العرض للمعركة بعد انتهاء الحرب، لمدة من الوقت. راجع سجل حرب قبيلتك لمراجعة حتى الحروب القديمة!\n\nملحوظة: لا تأتي الحروب الودية بالغنائم أو نقاط خبرة القبيلة"
"TID_WAR_RESULTS_INFO_HEADLINE","نتائج الحرب"
"TID_WAR_SPECTATOR_TITLE","مُشاهد الحرب"
"TID_WAR_SPECTATOR_TEXT","لا يمكنك المشاركة في هذه الحرب. يجب أن تكون عضوًا في قبيلة قبل بدء الحرب، وفي رتبة عالية بما يكفي ولا يمكن أن تكون في حرب مختلفة بالفعل."
"TID_ALLIANCE_WAR_HAS_ENDED","انتهب حرب القبائل الحالية!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","الحرب الحالية"
"TID_HOME","الصفحة الرئيسية"
"TID_ENEMY","العدو"
"TID_BUTTON_RETURN_TO_WAR","خريطة الحرب"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","مؤهل للحرب التالية خلال"
"TID_WAR_DONATE_SPECTATOR","لا يمكن للمشاهدين التبرع!"
"TID_WAR_SEARCH_CANCEL","إلغاء البحث..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","إنجازات"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","نجوم جديدة لكل هجمة"
"TID_ALLIANCE_WAR_STATS_TAB","إحصائيات الحرب"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","الهجوم الأكثر بطولة"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","الدفاع الأكثر بطولة"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","لا شيء"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","متوسط مدة الهجوم"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","آخر لحظة!"
"TID_WAR_STREAM_ENTRY_TIME","متبقٍ <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 نجوم"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","نجمتان"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","نجمة واحدة"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","الهجمات الخاسرة"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","العرض على الخريطة"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","حذف القوات؟"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","هل تريد بالتأكيد حذف الوحدة المتبرع بها من قلعة الحرب؟"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","أغلى انتصار"
"TID_BUTTON_CALL_CENTER","الاستفسار عبر الهاتف"
"TID_CALL_CENTER_TITLE","الاستفسار عبر الهاتف"
"TID_CALL_CENTER_TEXT","[Supercell Service Center]\n\nهاتف:1688-6276\nساعات العمل: الاثنين إلى الجمعة / 10:00 ص ~ 18:00 م\n\nمعلومات إضافية\nخدمة الاتصال لا تعمل في عطلات الأسبوع والعطلات الرسمية\nيمكنك الحصول على المزيد من المساعدة بإرسال بريد إلكتروني في اللعبة"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","هل لديك قرية بالفعل؟"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","الهجمات المستخدمة (أعلى القرى)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","الهجمات المستخدمة (القرى الوسطى)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","الهجمات المستخدمة (القرى الدنيا)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","الدفاعات التي تم الفوز بها:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% دمّرت!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% دمّرت!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% دمّرت!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","تم تدمير قاعة المدينة!"
"TID_STREAM_EVENT_STARTED_WAR","بدأ بحث حرب القبائل"
"TID_STREAM_EVENT_CANCELLED_WAR","تم إلغاء بحث حرب القبائل"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","لم يُعثر على خصم حرب القبائل. يُرجى محاولة بدء حرب ثانيةً."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","حرب ودية مُلغاة"
"TID_VILLAGE_EDIT_MODE_WAR","وضع تعديل قاعدة الحرب"
"TID_WAR_BASE","تعديل قاعدة الحرب"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","من فضلك زودنا بالمعلومات التالية عن قريتك المفقودة.\nاسم القرية:\nمستوى قاعة المدينة:\nمستوى الخبرة:\nاسم القبيلة (إن كان موجودًا):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","قرية مفقودة"
"TID_BUTTON_SIGN_IN","تسجيل الدخول"
"TID_FAQ_TITLE_GEM_BOX","كيف أحصل على صندوق جواهر؟"
"TID_FAQ_TEXT_GEM_BOX","يظهر صندوق الجواهر بشكل عشوائي في كل قرى اللاعبين. وتكون الفواصل الزمنية بين مرات ظهورها عشوائية أيضًا؛ ولهذا قد يبدو أن بعض اللاعبين يحصلون على صناديق جواهر أكثر من غيرهم. لا داعٍ للقلق، على المدى الطويل سيحصل كل اللاعبين على عدد صندوق الجواهر نفسه، وتحتوي كلها على عدد الجواهر نفسه."
"TID_FAQ_TITLE_CLAN_WARS","كيف أنضم إلى حرب القبائل؟"
"TID_FAQ_TEXT_CLAN_WARS","للقتال في حرب القبائل، انضم إلى قبيلة بها عشرة أعضاء على الأقل. لمزيد من المعلومات، اضغط على زر \qالمزيد من المساعدة\q."
"TID_WAR_STATS_HEADER_BATTLES","إجمالي الهجوم"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","أفضل الهجمات"
"TID_WAR_STATS_HEADER_WAR_STATS","إحصائيات الهجوم"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","معارك مميزة"
"TID_LIVE_REPLAY","إعادة حية"
"TID_WATCH_LIVE_REPLAY","مشاهدة حية"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","هل تريد إعادة تحميل كل الأقواس مقابل <number> <resource>؟"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","هل تريد إعادة تحميل كل أبراج النار مقابل <number> <resource>؟"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","هل تريد إعادة تحميل كل الأقواس ومدفعية النسر مقابل <number> <resource>؟"
"TID_POPUP_RELOAD_ALL_XBOWS","إعادة تحميل كل الأقواس"
"TID_POPUP_RELOAD_ALL_INFERNOS","إعادة تحميل كل أبراج النار"
"TID_POPUP_RELOAD_ALL","إعادة تحميل الكل"
"TID_AMMO_FILL_CONFIRMATION_ALL","كل الأقواس محملة الآن!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","كل أبراج النار محملة الاَن!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","كل الأقواس ومدفعية النسر محملة الآن!"
"TID_AMMO_ALREADY_FULL_ALL","كل الأقواس محملة بالكامل!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","كل أبراج النار محملة بالكامل!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","كل الأقواس ومدفعية النسر محملة بالكامل!"
"TID_TRAPS_ALREADY_ARMED","تم إعادة تسليح كل الفخاخ!"
"TID_TOTEM","وثن"
"TID_SLOW_SPELL","بطيء"
"TID_BOOSTDEFENCES_SPELL","تسريع الدفاعات"
"TID_BUTTON_LOAD_ALL","تحميل الكل"
"TID_BUTTON_TRAPS_ARMED","كل الفخاخ مجهّزة"
"TID_TAB_NEWS","الأخبار"
"TID_TAB_SETTINGS","الإعدادات"
"TID_TAB_MORE","المزيد"
"TID_HINT_NAMECHANGE","لا يمكنك تغيير اسم قريتك. لن يعرف أهل قريتك أين يعيشون!"
"TID_LIVE_REPLAY_FAIL_GENERIC","لا يمكن المشاهدة الحية. يُرجى المحاولة ثانيةً لاحقًا."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","لا يمكن المشاهدة الحية. لقد انتهت هذه المعركة ."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","لا يمكن المشاهدة الحية. كل مواضع المشاهد ممتلئة."
"TID_HASTE_DAMAGE_OFFSET","زيادة الضرر: <number>"
"TID_HERO_ABILITY_HEALTH","استعادة الصحة: <number>"
"TID_MORE_FACEBOOK","تعرف على آخر الأخبار! انضم إلينا على Facebook!"
"TID_MORE_YOUTUBE","تابع قناة Clash of Clans على YouTube!"
"TID_MORE_TWITTER","تابعنا على Twitter! أرسل تغريدة بها ‎@clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","انضم إلى مجتمع Clash of Clans!"
"TID_NEWS_BUTTON_GO","ابدأ!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","هذا الخطر الهائل يمكنه تلقي كميات هائلة من الأضرار وسحق أي شيء في طريقه. يحمي منطقته بقوة أثناء الدفاع، ويمكنه إطلاق غضب مدمر عند الهجوم بمجرد فتح قدرة القبضة الحديدية!"
"TID_HERO_INSTRUCTIONS_QUEEN","هذه الصيادة الرشيقة بارعة في استخدام القوة المدمرة، رغم تواضع صحتها. تقتنص الأهداف في منطقتها عند الدفاع، ويمكنها التسبب بدمار مخيف وتحرك سري عند الهجوم بمجرد فتح قدرة العباءة الملكية!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","هل تريد حقًا ترقية الجدران المختارة مقابل <number> <resource>؟"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","ترقية الجدران"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","إزالة التعزيزات؟"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","هل ترغب حقًا في إزالة التعزيزات؟ لن تتم إعادة التكاليف إليك."
"TID_POPUP_REMOVE_TROOP_TITLE","إزالة القوات؟"
"TID_POPUP_REMOVE_TROOP_TEXT","هل ترغب حقًا في إزالة القوات؟ لن تتم إعادة التكاليف إليك."
"TID_POPUP_REMOVE_SPELL_TITLE","إزالة التعويذات؟"
"TID_POPUP_REMOVE_SPELL_TEXT","هل ترغب حقًا في إزالة التعويذات؟ لن تتم إعادة التكاليف إليك."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","إزالة القوات والتعويذات؟"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","هل ترغب حقًا في إزالة القوات والتعويذات؟ لن تتم إعادة التكاليف إليك."
"TID_REMOVE_TROOP_BUTTON","إزالة"
"TID_REMOVE_TROOP_MESSAGE","تمت إزالة القوات"
"TID_REMOVE_SPELL_MESSAGE","تمت إزالة التعويذات"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","تمت إزالة القوات والتعويذات"
"TID_NEWS_BIRTHDAY_TITLE","عيد ميلاد سعيد يا زعيم!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans عمرها سنتان! يمكنك الآن تسريع كل مستخرجات الموارد لمدة أسبوع واحد مقابل جوهرة واحدة لكل منها حتى 7 أغسطس!"
"TID_AVAILABLE_TROOPS","القوات المتاحة:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","الاتصال بالدعم"
"TID_AD_SEEKER","كلب الحمم"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","لا تستطيع هذه الوحوش النارية مقاومة مطاردة الدفاعات الجوية، وتوفير حماية ممتازة للقوات الأخرى. بمجرد تدميرها، تتحول إلى تهديدات أصغر وأضعف."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","تنجذب هذه الوحوش النارية إلى الدفاعات الجوية، وممتازة في حماية القوات الأخرى. بمجرد تدميرها، تنتج تهديدات أصغر وأضعف."
"TID_AD_SEEKER_FRAG","جرو الحمم"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","اهجم بأعداد كبيرة بعد موت كلب الحمم، هذه المخلوقات الصغيرة تجعل المعركة مستمرة لفترة أطول قليلاً."
"TID_MAX_SECONDARY_UNITS","الوحدات المولدة: <number>"
"TID_BUTTON_UPGRADE_SELECTION","ترقية المجموعة"
"TID_NEWS_UPDATE_TITLE","تفوق السحر وإضافة عنصر حاسم في حرب القبائل!"
"TID_NEWS_UPDATE_TEXT","* تم تحسين تعويذات البرق والسم والزلازل والتجميد!\n* تمت إضافة تعويذة البرق من المستوى 7 و25 قطعة جدار جديدة إلى قاعة المدينة من المستوى 10\n* الدمار الكامل هو الآن العنصر الحاسم في حروب القبائل - إذا انتهت الحرب بالتعادل، فإن القبيلة صاحبة نسبة الدمار الأعلى في أفضل هجماتها ستكون المنتصرة!"
"TID_NEWS_TROOP_TITLE","قوات ظلام جديدة: كلب الحمم!"
"TID_NEWS_TROOP_TEXT","هذا المخلوق الطائر مصنوع من الأحجار والحمم ويمكنه تحمل ضربات كثيرة. يصطاد الدفاعات الجوية ويتعمق في قرى العدو، ويوفر التغطية للقوات الأخرى. ينفجر بعد تدميره إلى فقاعات حمم صغيرة ستجعل القتال مستمرًا لمدة أطول قليلاً."
"TID_NEWS_TROOP_TEXT2","هذا المخلوق الطائر مصنوع من الأحجار والحمم ويمكنه تحمل ضربات كثيرة. يستهدف الدفاعات الجوية ويتعمق في قرى العدو، ويوفر التغطية للقوات الأخرى. يتوالد بعد تدميره إلى أخطار صغيرة ستشتت دفاعات العدو لمدة أطول قليلاً."
"TID_GEM_BALANCE","رصيد الجواهر الحالي:\n<total>\n\nمن الجواهر المجانية: <free>\n\nمن الجواهر المشتراة: <paid>"
"TID_MORE_INSTAGRAM","تابع Clash of Clans على Instagram!"
"TID_MORE_TWITCH","انضم لمتابعة بث مقاطع Clash of Clans الحية على Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","رصيد الجواهر"
"TID_GEM_BALANCE_BUTTON","رصيد الجواهر"
"TID_NEWS_MIRROR_TITLE","الاستعداد"
"TID_NEWS_MIRROR_TEXT","الاستعداد والشكل المثالي هما مفاتيح المعركة الجيدة. اكتشف كيف يستعد الساحر للقتال."
"TID_NEWS_RABBIT_TITLE","سحر؟"
"TID_NEWS_RABBIT_TEXT","كرات النار ليست الحيلة الوحيدة التي يمتلكها الساحر. اكتشف ماذا يمكنه أن يفعل أيضًا."
"TID_UNLOCKED_ARMY","جيش"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","تم تسجيل دخولك إلى حساب GameCenter ينتمي إلى زعيم قرية <name>.\n\nهذه القرية جاهزة للعب، لكن التحويل إلى هذا الحساب غير مدعوم على أنظمة التشغيل أقل من iOS الإصدار 7. للتحويل إلى هذا الحساب، من فضلك قم بتحديث إصدار iOS الخاص بك.\n\nالمزيد من المعلومات عن تحديثات iOS على:\nhttp://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(مجوعة جواهر) RED"
"TID_NEWS_RED_TITLE","أيها الزعيم، ادعم مكافحات (RED) ضد الإيدز!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","مزيد من المعلومات"
"TID_POPUP_BOOST_ALL_BARRACKS","تسريع سرعة تدريب <number> من الثكنات بمقدار <multiplier>x لمدة <time>؟"
"TID_POPUP_BOOST_ALL_COLLECTORS","هل تود مضاعفة إنتاج جميع المستخرجات الـ <number> من هذا النوع لمدة <time>؟"
"TID_CLAN_LOCALE","موقع القبيلة:"
"TID_CLAN_WAR_FREQ","معدل تكرار الحرب:"
"TID_CLAN_WAR_FREQ_UNKNOWN","لم يتحدد"
"TID_CLAN_WAR_FREQ_ALWAYS","دائمًا"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","مرتان في الأسبوع"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","مرة في الأسبوع"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","نادرًا"
"TID_CLAN_WAR_FREQ_NEVER","أبدًا"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","تسريع سرعة تدريب <number> من ثكنات الظلام بمقدار <multiplier>x لمدة <time>؟"
"TID_REGION_INT","دولي"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","تعويذاتك جاهزة للاستخدام في المعركة!"
"TID_YES","أجل"
"TID_NO","كلا، شكرًا"
"TID_SEARCH_TERM_ANY","أي"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","شكرًا أيها الزعيم!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","شكرًا لك على دعم مكافحة (RED) ضد مرض الإيدز. هل تود إظهار الدعم وتزيين قاعة مدينتك بـ (RED) حتى 8 ديسمبر؟"
"TID_SEARCH_OPTIONS","خيارات البحث المتقدم"
"TID_SHOW_SEARCH_OPTIONS","عرض"
"TID_CLAN_MEMBER_COUNT","الأعضاء:"
"TID_CLAN_MIN_TROPHIES","نقاط القبيلة الدنيا:"
"TID_TO","إلى"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","عرض نتائج البحث لـ\q<name>\q، باستخدام خيارات متقدمة"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","عرض نتائج البحث باستخدام خيارات متقدمة"
"TID_CLAN_LOCATION_UNKNOWN","لم يتحدد"
"TID_CLAN_SHOW_ONLY_JOINABLE","القبائل التي يمكنني الانضمام إليها:"
"TID_RESUME_BOOST","متابعة"
"TID_NEWS_SAFEGUARD_TITLE","أبق قريتك آمنة!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","استخدم تسجيل الدخول إلى Google Play لحماية تقدمك وللعب على أجهزة Android متعددة."
"TID_NEWS_SAFEGUARD_TEXT","قم بتسجيل الدخول إلى Game Center لحماية تقدمك وللعب على أجهزة iOS متعددة."
"TID_RED_PROCEEDS","ستذهب 100% من العائدات إلى مكافحة (RED) ضد مرض الإيدز."
"TID_FB_CONNECT_NOT_SAFE_TITLE","أنت مسجل الدخول الآن إلى Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","ربط قريتك بـ Facebook يتيح لك أن تكون متصلاً مع أصدقائك. لحماية تقدمك واللعب على أجهزة متعددة، من فضلك قم بالتسجيل إلى Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","ربط قريتك بـ Facebook يتيح لك أن تكون متصلاً مع أصدقائك. لحماية تقدمك واللعب على أجهزة متعددة، من فضلك قم بالتسجيل إلى Google Play."
"TID_OBSTACLE_HALLOWEEN2014","ضريح الهالوين"
"TID_TRAP_HALLOWEEN_SKEL","فخ الهياكل العظمية"
"TID_TRAP_HALLOWEEN_SKEL_INFO","انصب كمينًا وشتت انتباه خصومك غير المنتبهين مع مناوشة مفاجئة لقوات قصيرة العمر لكن خبيثة من الهياكل العظمية! يمكن إعداد فخاخ الهياكل العظمية لمطاردة إما القوات الأرضية أو الجوية."
"TID_CLAN_TAG","شعار القبيلة:"
"TID_BUTTON_BOOST_ALL","تسريع الكل"
"TID_NEWS_RED_LIKE","إعجاب (RED)"
"TID_WAR_EXCLUDED_MEMBERS","الأعضاء المستثنون:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","لا يمكن استثناء أي أعضاء إضافيين من الحرب!"
"TID_LAYOUTS_USE_BUTTON","ضبط كمخطط نشط"
"TID_LAYOUTS_COPY_BUTTON","نسخ المخطط"
"TID_LAYOUTS_EDIT_BUTTON","تعديل المخطط"
"TID_LAYOUTS_VILLAGE","القرية الأم"
"TID_LAYOUTS_WARBASE","قاعدة حرب"
"TID_LAYOUTS_ACTIVE_LAYOUT","مخطط نشط"
"TID_POPUP_REPLACE_LAYOUT","استبدال المخطط؟"
"TID_POPUP_TEXT_REPLACE_LAYOUT","هل تريد بالتأكيد استبدال مخطط موجود؟"
"TID_BUTTON_VILLAGE_LOAD","تحميل"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","تحميل القرية؟"
"TID_LAYOUTS_ALREADY_ACTIVE","المخطط مستخدم بالفعل"
"TID_LAYOUTS_INCOMPLETE","يجب إنهاء المخطط أولاً"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","لا يمكن عرض أفضل النتائج لموقع قبيلتك"
"TID_LAYOUT_EDITOR","محرر المخطط"
"TID_LAYOUTS_COPY_LABEL","نسخ المخطط"
"TID_PUSH_UNDER_ATTACK","تتعرض قريتك للغزو بواسطة <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","فارغ"
"TID_LAYOUTS_COPY_EXPLANATION","اختر الصفحة الرئيسية أو موضع الحرب لنسخ المخطط المحدد."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","قريتك تحت الهجوم!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","لا يمكن استبدال المخطط النشط"
"TID_LAYOUTS_OBSTRUCTED","يجب إزالة بعض العوائق أولاً"
"TID_LAYOUTS_INVALID","خطأ في حفظ المخطط"
"TID_EDIT_MODE_FINISH_LATER","الإنهاء لاحقًا"
"TID_LAYOUTS_WARBASE_INFO","ملاحظة: تعديل مخطط قاعدة الحرب النشطة أثناء يوم المعركة لن يكون فعّالاً في الحرب التالية."
"TID_LAYOUTS_CANT_COPY_EMPTY","لا يمكن نسخ مخطط فارغ"
"TID_EDIT_MODE_BLOCKED","تم نقل المباني التي تسدها العوائق إلى مخزنك"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","يجب عليك إعادة بناء قلعة قبيلتك أولاً"
"TID_LAYOUTS_ACTIVE_VILLAGE","قرية نشطة"
"TID_LAYOUTS_ACTIVE_WAR_BASE","قاعدة حرب نشطة"
"TID_PARENTS_GUIDE_BUTTON","دليل الآباء"
"TID_CLANBADGE_LAYER_0","خلفية"
"TID_CLANBADGE_LAYER_1","نمط"
"TID_CLANBADGE_LAYER_2","حدود"
"TID_WAROPTIN_COUNTIN","احتساب"
"TID_WAROPTIN_LEAVEOUT","استبعاد"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","اختيار المشاركين في الحرب"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","هذا اللاعب ليس مؤهلاً للحرب بعد"
"TID_WAR_SIZE","حجم الحرب: <num> ضد <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","بدء الحرب يتطلب المزيد من الأعضاء"
"TID_WAR_PERSONAL_SETTING_IN","احتساب"
"TID_WAR_PERSONAL_SETTING_OUT","استبعاد"
"TID_CLAN_MIN_LEVEL","مستوى القبيلة الأدنى"
"TID_WAR_SELECT_MEMBERS_HINTS","يمكنك اختيار أعضاء أقل أو أكثر باستخدام الأزرار في الأعلى."
"TID_MY_PROFILE_TAB","ملفي الشخصي"
"TID_PLAYER_CLAN_TAB","قبيلة اللاعب"
"TID_WAR_PARTICIPANTS_HEADER","المشاركون في الحرب:"
"TID_CLAN_BADGE_LOCKED","قم بترقية قبيلتك إلى المستوى <num> لإلغاء قفل هذا العنصر!"
"TID_CLANPERK_DESC_TROOP_REQUEST","مدة انتظار طلب التبرع:"
"TID_CLANPERK_DESC_DONATION_LIMIT","حد التبرع:"
"TID_CLANPERK_DESC_DONATION_REFUND","استرداد التبرع:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","ترقية التبرع:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","مساحة خزينة إضافية:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","مكافأة غنيمة الحرب الإضافية:"
"TID_CLANPERK_DESC_BADGE_LEVEL","تم إلغاء قفل حدود شارة القبيلة: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","مهم!"
"TID_NEWS_UPGRADE_OS_TEXT","لأسباب تقنية عديدة، نحن مضطرون لإنهاء دعم كل إصدارات iOS الأقل من 5.1.1 في تحديث Clash of Clans التالي على App Store.\nبما أن جهازك في الوقت الحالي يعمل على إصدار iOS أقل من ذلك، لن تتمكن بعد ذلك من لعب Clash of Clans ما لم تقم بالتحديث إلى أحدث إصدارات iOS.\nلمزيد من المعلومات عن طريقة تحديث iOS عن طريق iTunes، انقر من فضلك على مزيد من المعلومات."
"TID_NEWS_UPGRADE_OS_MORE","مزيد من المعلومات"
"TID_CLANPERK_COMPLETED","مكتمل!"
"TID_CLANPERK_UNLOCKED_PERKS","امتيازات القبيلة"
