"TID","KR"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","이미 마을이 있으신가요?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","사용한 공격 (상위 마을)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","사용한 공격 (중간 마을)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","사용한 공격 (하위 마을)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","방어 성공:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% 파괴됐습니다!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% 파괴됐습니다!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% 파괴됐습니다!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","마을회관이 파괴됐습니다!"
"TID_STREAM_EVENT_STARTED_WAR","클랜전 검색 시작"
"TID_STREAM_EVENT_CANCELLED_WAR","클랜전 검색 취소"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","클랜전 상대를 찾지 못했습니다. 전쟁 시작을 다시 시도해 보세요."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","친선전을 취소했습니다"
"TID_VILLAGE_EDIT_MODE_WAR","전쟁 기지 배치 모드"
"TID_WAR_BASE","전쟁 기지 변경"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","복구할 마을에 관한 아래의 상세 정보를 알려주세요.\n정확한 마을 이름:\n마을회관 레벨:\nXP 레벨:\n클랜 이름(있는 경우):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","마을 복구 문의"
"TID_BUTTON_SIGN_IN","로그인"
"TID_FAQ_TITLE_GEM_BOX","보석 상자를 얻으려면 어떻게 하나요?"
"TID_FAQ_TEXT_GEM_BOX","보석함은 플레이어의 마을에 무작위로 나타납니다. 나타나는 시간 또한 예측할 수 없으므로, 일부 플레이어가 다른 플레이어보다 보석을 더 많이 받는다는 오해가 발생할 수도 있습니다. 하지만 장기적으로 보면 누구나 공평하게 보석을 받게 되므로 걱정할 필요는 없습니다."
"TID_FAQ_TITLE_CLAN_WARS","클랜전에 참가하려면 어떻게 해야 하나요?"
"TID_FAQ_TEXT_CLAN_WARS","클랜전에서 싸우려면 10명 이상이 클랜에 가입해야 합니다. 자세한 내용을 알아보려면 \q추가 도움말\q 버튼을 누르세요."
"TID_WAR_STATS_HEADER_BATTLES","공격 합계"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","최고 공격"
"TID_WAR_STATS_HEADER_WAR_STATS","공격 통계"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","특별 전투"
"TID_LIVE_REPLAY","실시간 리플레이"
"TID_WATCH_LIVE_REPLAY","실시간 감상"
"TID_POPUP_TEXT_RELOAD_ALL_XBOWS","<number> <resource>으로 모든 대형 석궁을 장전하시겠습니까?"
"TID_POPUP_TEXT_RELOAD_ALL_INFERNOS","<number> <resource>으로 모든 인페르노 타워를 장전하시겠습니까?"
"TID_POPUP_TEXT_RELOAD_ALL_ELIXIR","<number> <resource>으로 모든 대형 석궁과 독수리 포탑을 장전하시겠습니까?"
"TID_POPUP_RELOAD_ALL_XBOWS","모든 대형 석궁 장전"
"TID_POPUP_RELOAD_ALL_INFERNOS","모든 인페르노 타워 장전"
"TID_POPUP_RELOAD_ALL","모두 장전"
"TID_AMMO_FILL_CONFIRMATION_ALL","모든 대형 석궁이 장전되었습니다!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","모든 인페르노 타워가 장전되었습니다!"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","모든 대형 석궁과 독수리 포탑이 장전되었습니다!"
"TID_AMMO_ALREADY_FULL_ALL","모든 대형 석궁이 완전히 장전되었습니다!"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","모든 인페르노 타워가 완전히 장전되었습니다!"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","모든 대형 석궁과 독수리 포탑이 완전히 장전되었습니다!"
"TID_TRAPS_ALREADY_ARMED","모든 함정이 재설치되었습니다!"
"TID_TOTEM","토템"
"TID_SLOW_SPELL","느림"
"TID_BOOSTDEFENCES_SPELL","방어 강화"
"TID_BUTTON_LOAD_ALL","모두 장전"
"TID_BUTTON_TRAPS_ARMED","모든 함정 설치 완료"
"TID_TAB_NEWS","뉴스"
"TID_TAB_SETTINGS","설정"
"TID_TAB_MORE","더 보기"
"TID_HINT_NAMECHANGE","마을 이름은 변경할 수 없습니다. 병사들이 마을을 못 찾을 수도 있거든요!"
"TID_LIVE_REPLAY_FAIL_GENERIC","실시간 감상이 불가능합니다. 나중에 다시 시도해 주세요."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","실시간 감상이 불가능합니다. 전투가 이미 끝났습니다."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","실시간 감상이 불가능합니다. 관전 슬롯이 가득 찼습니다."
"TID_HASTE_DAMAGE_OFFSET","공격력 증가: <number>"
"TID_HERO_ABILITY_HEALTH","체력 재생: <number>"
"TID_MORE_FACEBOOK","최신 뉴스를 제공합니다! Facebook에서 함께해 주세요!"
"TID_MORE_YOUTUBE","클래시 오브 클랜 YouTube 채널을 확인하세요!"
"TID_MORE_TWITTER","Twitter에서 팔로우하세요! T@clashofclans로 트윗을 남겨 주세요."
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","클래시 오브 클랜 커뮤니티에 가입하세요!"
"TID_NEWS_BUTTON_GO","시작!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","이 거대한 존재는 막대한 양의 피해를 흡수하고 앞을 막는 것들을 쳐부숩니다. 방어 시에는 맡은 구역을 철통같이 지키며, 공격 시에는 무쇠 주먹 능력을 사용해 파괴적인 분노를 발산할 수 있습니다!"
"TID_HERO_INSTRUCTIONS_QUEEN","이 여사냥꾼은 파괴적이지만 체력이 약합니다. 방어 시에는 사정거리 내의 적들을 저격하며, 공격 시에는 여왕의 망토를 사용해 모습을 감추고 막대한 피해를 줄 수 있습니다!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","선택한 장벽을 <resource> <number>개로 업그레이드하시겠습니까?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","장벽 업그레이드"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","지원군 제거 확인"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","정말로 지원군을 제거할까요? 비용은 돌려받을 수 없습니다."
"TID_POPUP_REMOVE_TROOP_TITLE","부대를 제거할까요?"
"TID_POPUP_REMOVE_TROOP_TEXT","부대를 제거하시겠습니까? 비용은 돌려받을 수 없습니다."
"TID_POPUP_REMOVE_SPELL_TITLE","마법 제거 확인"
"TID_POPUP_REMOVE_SPELL_TEXT","마법을 제거하시겠습니까? 비용은 돌려받을 수 없습니다."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","병력 및 마법 제거 확인"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","병력과 마법을 제거하시겠습니까? 비용은 돌려받을 수 없습니다."
"TID_REMOVE_TROOP_BUTTON","제거"
"TID_REMOVE_TROOP_MESSAGE","부대 제거"
"TID_REMOVE_SPELL_MESSAGE","마법 제거됨"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","병력 및 마법 제거됨"
"TID_NEWS_BIRTHDAY_TITLE","대장, 생일 축하합니다!"
"TID_NEWS_BIRTHDAY_TEXT","클래시 오브 클랜이 2주년을 맞이했습니다! 8월 7일까지 보석 단 1개로 모든 자원 생산 시설을 1주일 동안 가속할 수 있습니다!"
"TID_AVAILABLE_TROOPS","사용 가능한 부대:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","고객지원 팀에 문의"
"TID_AD_SEEKER","라바 하운드"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","이 화염 괴물은 적의 대공포 시설을 공격하며 다른 부대를 훌륭하게 보호합니다. 파괴되면 수많은 작고 약한 괴물로 분리됩니다."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","이 화염 괴물은 공중 방어에 참여하여 다른 부대를 훌륭하게 보호합니다. 파괴되면 폭발하며 작고 약한 괴물로 분리됩니다."
"TID_AD_SEEKER_FRAG","라바 펍"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","라바 하운드가 파괴되면 이 작은 괴물들이 나타나 적과 계속해서 싸움을 이어갑니다."
"TID_MAX_SECONDARY_UNITS","분리된 유닛: <number>"
"TID_BUTTON_UPGRADE_SELECTION","업그레이드 선택"
"TID_NEWS_UPDATE_TITLE","강력한 마법은 클랜전의 승패를 좌우합니다!"
"TID_NEWS_UPDATE_TEXT","* 번개, 독, 지진, 얼음 마법이 개선되었습니다!\n* 마을회관이 10레벨일 경우, 번개 마법 7레벨과 25개의 추가 장벽을 사용할 수 있습니다.\n* 파괴의 정도가 클랜전의 승패를 판가름합니다. 전쟁이 끝났을 때 점수가 같다면 최고의 공격을 기준으로 상대를 더 많이 파괴한 쪽이 승리하게 됩니다!"
"TID_NEWS_TROOP_TITLE","새로운 암흑 부대: 라바 하운드!"
"TID_NEWS_TROOP_TEXT","하늘을 나는 이 괴물은 돌과 용암으로 만들어졌으며 상당한 피해를 견뎌낼 수 있습니다. 이들은 대공포 시설을 공격하며, 적진 깊이 침투해 다른 부대를 보호합니다. 파괴되면 작은 라바 펍으로 분리되어 적과 계속 싸웁니다."
"TID_NEWS_TROOP_TEXT2","하늘을 나는 이 괴물은 돌과 용암으로 만들어졌으며 무차별 공격도 견뎌냅니다. 공중 방어 시설을 공격하며, 적진 깊이 침투해 다른 부대를 엄호합니다. 파괴되면 작고 약한 괴물로 분리되어 주의를 끌며 적 방어 시설을 조금 더 방해합니다."
"TID_GEM_BALANCE","현재 남은 보석:\n<total>\n\n무료 보석: <free>\n\n구매한 보석: <paid>"
"TID_MORE_INSTAGRAM","인스타그램에서 클래시 오브 클랜을 만나세요!"
"TID_MORE_TWITCH","Twitch에서 클래시 오브 클랜 실시간 스트리밍 방송을 감상하세요!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","남은 보석"
"TID_GEM_BALANCE_BUTTON","남은 보석"
"TID_NEWS_MIRROR_TITLE","준비"
"TID_NEWS_MIRROR_TEXT","철저히 준비하고 수염을 잘 관리하는 것이 승리의 열쇠입니다. 마법사가 어떻게 전투를 준비하는지 확인해 보세요."
"TID_NEWS_RABBIT_TITLE","마법?"
"TID_NEWS_RABBIT_TEXT","마법사의 교묘한 능력은 불덩어리뿐만이 아닙니다. 그의 다른 능력도 만나 보세요."
"TID_UNLOCKED_ARMY","군대"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","<name>의 마을이 연동된 Game Center 계정에 로그인했습니다.\n\n플레이 가능한 마을을 이지만, iOS7 미만에서는 이 계정으로 변경할 수 없습니다. 이 계정으로 변경하려면 iOS 버전을 업데이트해야 합니다.\n\niOS 업데이트에 관한 더 자세한 사항:\nhttp://support.apple.com/kb/HT4623?viewlocale=ko_KR&locale=ko_KR"
"TID_DIAMOND_PACK_RED","(보석 더미)RED"
"TID_NEWS_RED_TITLE","대장, 에이즈와 싸우는 (RED)를 도와주세요!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","추가 정보"
"TID_POPUP_BOOST_ALL_BARRACKS","<time> 동안 훈련소 <number>곳의 훈련 속도를 <multiplier>배로 가속할까요?"
"TID_POPUP_BOOST_ALL_COLLECTORS","이 유형의 생산 시설 <number>개를 <time> 동안 두 배로 가속할까요?"
"TID_POPUP_BOOST_ALL_BARRACKS_BOOSTER","<time> 동안 훈련소 및 마법 제작소 <number>곳의 속도를 <multiplier>배로 가속할까요?"
"TID_POPUP_BOOST_ALL_COLLECTORS_BOOSTER","<time> 동안 생산 시설 <number>곳을 두 배로 가속할까요?"
"TID_CLAN_LOCALE","클랜 지역:"
"TID_CLAN_WAR_FREQ","전쟁 빈도:"
"TID_CLAN_WAR_FREQ_UNKNOWN","설정되지 않음"
"TID_CLAN_WAR_FREQ_ALWAYS","항상"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","1주에 2회"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","1주에 1회"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","거의 안 함"
"TID_CLAN_WAR_FREQ_NEVER","안 함"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","<time> 동안 암흑 병사 훈련소 <number>곳의 훈련 속도를 <multiplier>배로 가속할까요?"
"TID_REGION_INT","전 세계"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","전투에서 마법을 사용할 준비를 마쳤습니다!"
"TID_YES","예."
"TID_NO","아니요."
"TID_SEARCH_TERM_ANY","모두"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","감사합니다, 대장!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","(RED)의 AIDS 퇴치 활동을 도와주셔서 감사합니다. 12월 8일까지 지원 사실을 알리고 마을회관을 (RED)로 장식하시겠습니까?"
"TID_SEARCH_OPTIONS","고급 검색 옵션"
"TID_SHOW_SEARCH_OPTIONS","표시"
"TID_CLAN_MEMBER_COUNT","클랜원:"
"TID_CLAN_MIN_TROPHIES","최소 클랜 점수:"
"TID_TO","에서"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","고급 옵션을 사용하여 \q<name>\q 대한 검색 결과 표시"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","고급 옵션을 사용하여 검색 결과 표시"
"TID_CLAN_LOCATION_UNKNOWN","설정되지 않음"
"TID_CLAN_SHOW_ONLY_JOINABLE","내가 가입할 수 있는 클랜만:"
"TID_RESUME_BOOST","재개하기"
"TID_NEWS_SAFEGUARD_TITLE","마을의 안전을 지키세요!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Google Play 계정 로그인을 통해 진행 중인 마을 정보를 안전하게 유지하고 여러 대의 Android 기기에서 게임을 즐기세요."
"TID_NEWS_SAFEGUARD_TEXT","Game Center 로그인을 통해 진행 중인 마을 정보를 안전하게 유지하고 여러 대의 iOS 기기에서 게임을 즐기세요."
"TID_RED_PROCEEDS","모든 수익은 (RED)의 에이즈 퇴치 활동에 기부됩니다."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Facebook에 로그인했습니다."
"TID_FB_CONNECT_NOT_SAFE_TEXT","마을을 Facebook에 연결해 친구들과 만날 수 있습니다. 게임 진행 상황을 안전하게 유지하고 여러 대의 기기에서 게임을 즐기려면 Game Center에 로그인하세요."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","마을을 Facebook에 연결해 친구들과 만날 수 있습니다. 게임 진행 상황을 안전하게 유지하고 여러 대의 기기에서 게임을 즐기려면 Google Play에 로그인하세요."
"TID_OBSTACLE_HALLOWEEN2014","할로윈 묘비"
"TID_TRAP_HALLOWEEN_SKEL","해골 함정"
"TID_TRAP_HALLOWEEN_SKEL_INFO","체력은 약하지만 은밀히 움직이는 해골들을 보내 적을 기습하고 주의를 돌리세요! 해골 함정은 지상과 공중의 적을 모두 겨냥할 수 있습니다."
"TID_CLAN_TAG","클랜 태그:"
"TID_BUTTON_BOOST_ALL","모두 가속"
"TID_NEWS_RED_LIKE","좋아요 (RED)"
"TID_WAR_EXCLUDED_MEMBERS","제외된 클랜원:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","더 이상 전쟁에서 클랜원을 제외할 수 없습니다!"
"TID_LAYOUTS_USE_BUTTON","활성 상태로 설정"
"TID_LAYOUTS_COPY_BUTTON","배치 복사"
"TID_LAYOUTS_EDIT_BUTTON","배치 편집"
"TID_LAYOUTS_VILLAGE","내 마을"
"TID_LAYOUTS_WARBASE","전쟁 기지"
"TID_LAYOUTS_ACTIVE_LAYOUT","활성화된 배치"
"TID_POPUP_REPLACE_LAYOUT","배치를 교체할까요?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","기존 배치를 교체하시겠습니까?"
"TID_BUTTON_VILLAGE_LOAD","불러오기"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","마을을 불러올까요?"
"TID_LAYOUTS_ALREADY_ACTIVE","이미 사용 중인 배치"
"TID_LAYOUTS_INCOMPLETE","먼저 배치를 완료해야 합니다."
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","현재 클랜 지역의 최고 점수를 표시할 수 없습니다."
"TID_LAYOUT_EDITOR","배치 편집기"
"TID_LAYOUTS_COPY_LABEL","배치 복사"
"TID_PUSH_UNDER_ATTACK","<attacker>에게 마을이 공격받고 있습니다!"
"TID_LAYOUTS_EMPTY_SLOT","비어 있음"
"TID_LAYOUTS_COPY_EXPLANATION","마을 또는 전쟁 슬롯을 선택하여 원하는 배치를 복사하세요."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","마을이 공격받고 있습니다!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","활성화된 배치를 교체할 수 없습니다."
"TID_LAYOUTS_OBSTRUCTED","먼저 장애물을 제거해야 합니다."
"TID_LAYOUTS_INVALID","배치 저장 중 오류 발생"
"TID_EDIT_MODE_FINISH_LATER","나중에 완료"
"TID_LAYOUTS_WARBASE_INFO","참고: 전투일 중에 활성화된 전쟁 기지 배치를 변경하면 다음 전쟁부터 적용됩니다."
"TID_LAYOUTS_CANT_COPY_EMPTY","빈 배치는 복사할 수 없습니다."
"TID_EDIT_MODE_BLOCKED","장애물에 막힌 건물들이 소지품으로 이동되었습니다."
"TID_EDIT_MODE_BLOCKED_COPY","복사한 배치에 없는 건물이나, 장애물에 막힌 건물들이 인벤토리로 이동되었습니다."
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","클랜 성을 먼저 재건해야 합니다."
"TID_LAYOUTS_ACTIVE_VILLAGE","활성 마을"
"TID_LAYOUTS_ACTIVE_WAR_BASE","활성 전쟁 기지"
"TID_PARENTS_GUIDE_BUTTON","게임 가이드"
"TID_CLANBADGE_LAYER_0","배경"
"TID_CLANBADGE_LAYER_1","무늬"
"TID_CLANBADGE_LAYER_2","테두리"
"TID_WAROPTIN_COUNTIN","참가"
"TID_WAROPTIN_LEAVEOUT","불참"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","전쟁 참가자 선택"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","이 플레이어는 아직 전쟁에 참가할 수 없습니다."
"TID_WAR_SIZE","전쟁 규모: <num> vs <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","전쟁을 시작하려면 클랜원을 더 모집하세요."
"TID_WAR_PERSONAL_SETTING_IN","참가"
"TID_WAR_PERSONAL_SETTING_OUT","불참"
"TID_CLAN_MIN_LEVEL","최소 클랜 레벨"
"TID_WAR_SELECT_MEMBERS_HINTS","위의 버튼을 사용해 클랜원 수를 늘리거나 줄일 수 있습니다."
"TID_MY_PROFILE_TAB","내 프로필"
"TID_PLAYER_CLAN_TAB","플레이어 클랜"
"TID_WAR_PARTICIPANTS_HEADER","전쟁 참가자:"
"TID_CLAN_BADGE_LOCKED","클랜을 <num>레벨로 업그레이드하여 이 아이템을 잠금 해제하세요!"
"TID_CLANPERK_DESC_TROOP_REQUEST","지원 요청 대기 시간:"
"TID_CLANPERK_DESC_DONATION_LIMIT","지원 한도:"
"TID_CLANPERK_DESC_DONATION_REFUND","지원 반환:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","지원 업그레이드:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","금고 추가 보관량:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","전쟁 보너스 추가 전리품:"
"TID_CLANPERK_DESC_BADGE_LEVEL","클랜 배지 테두리 잠금 해제: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","중요!"
"TID_NEWS_UPGRADE_OS_TEXT","기술적인 여러 이유로 인해, 클래시 오브 클랜의 다음 App Store 업데이트 이후로는 iOS 5.1.1 미만의 지원이 중단됩니다.\niOS 5.1.1 미만 버전의 기기 사용자는 iOS 최신 버전으로 업데이트하기 전까지 클래시 오브 클랜을 플레이하실 수 없습니다.\niTunes를 이용해 iOS를 업데이트하는 자세한 방법을 보려면 '추가 정보'를 터치하세요."
"TID_NEWS_UPGRADE_OS_MORE","추가 정보"
"TID_CLANPERK_COMPLETED","완료!"
"TID_CLANPERK_UNLOCKED_PERKS","클랜 보너스"
"TID_CLANPERK_INFO_TEXT","클랜 XP를 모아 클랜을 레벨 업하고 강력한 클랜 보너스를 획득하세요!\n클랜전에서 싸워 클랜 XP를 얻을 수 있습니다."
"TID_ALLIANCE_WAR_MY_TEAM","내 팀"
"TID_ALLIANCE_WAR_ENEMY_TEAM","적 팀"
"TID_ALLIANCE_EXP_EARNED","+<value> 클랜 XP"
"TID_WAROPTIN_TAKE","참가"
"TID_WAROPTIN_LEAVE","나가기"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","참가함"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","참가 안 함"
"TID_WAR_PERSONAL_INFO","클랜전에 참가하시겠습니까? 다른 클랜원들이 내 정보를 볼 수 있습니다."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","지원한 병력이 <value>레벨만큼 업그레이드됩니다."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","클랜이 <value>레벨에 도달했습니다! 새로운 클랜 보너스가 잠금 해제됩니다:"
"TID_START_WAR_FAILED_INVALID_SIZE","전쟁을 시작할 수 없습니다!"
"TID_INVALID_WAR_MEMBERS_COUNT","선택한 클랜원: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","공격 성공 시 클랜 XP +<num>"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","클랜전 선호"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","클랜전 참여를 원하는지 선택하세요. 다른 클랜원들이 볼 수 있습니다."
"TID_PERSONAL_WAR_PREFERENCE_IN","참여"
"TID_PERSONAL_WAR_PREFERENCE_OUT","불참"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","클랜전"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","클랜원을 최소 <value>명 선택하세요!"
"TID_INVALID_WAR_MEMBERS_INFO_MID","클랜원을 <low>명 또는 <high>명 선택하세요!"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","클랜원을 최대 <value>명까지 선택하세요!"
"TID_ALLIANCE_WAR_BATTLE_XP","공격에 성공해 <xpnum>의 클랜 XP를 받았습니다."
"TID_ALLIANCE_WAR_STAR_XP","별 <num>개를 획득해 <xpnum> 클랜 XP를 받았습니다."
"TID_ALLIANCE_WAR_STAR_XP_DESC","별 <num>개를 획득해 <xpnum> 클랜 XP 보너스를 받았습니다."
"TID_ALLIANCE_WAR_WIN_XP","전쟁에 승리해 <xpnum>의 클랜 XP 보너스를 받았습니다!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value>분"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","병력 <value>명"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value>% 비용"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value>레벨"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value>레벨"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","클랜 <num>레벨에서 잠금 해제"
"TID_ALLIANCE_WAR_XP_EARNED","클랜 XP 획득"
"TID_ALLIANCE_WAR_OBJECTIVES","클랜 목표"
"TID_CLAN_PERK_BONUS","클랜 보너스"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","클랜 XP"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","파괴한 적 전쟁 기지"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","파괴한 전쟁 기지"
"TID_WAR_STATS_HEADER_COLLECT_STARS","획득한 별 <num>개"
"TID_WAR_STATS_HEADER_WIN_WAR","승리한 전쟁"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","전쟁 종료 시 획득하는 클랜 XP"
"TID_WAR_STATS_HEADER_TOTAL","합계"
"TID_ALLIANCE_TAB_BOOKMARKS","북마크"
"TID_NO_BOOKMARKS","북마크한 클랜이 없습니다.\n\n클랜 정보 페이지에서 클랜을 북마크할 수 있습니다."
"TID_ERROR_BOOKMARKS_FULL","북마크가 너무 많습니다! 북마크를 추가하려면 기존 북마크를 삭제하세요."
"TID_CHANGE_NAME_ALREADY_USED","이름을 변경할 수 없습니다! 이미 이 계정에서 1회 한정의 이름 변경 기회를 사용했습니다."
"TID_CHANGE_NAME_BUTTON","이름 변경"
"TID_CHANGE_NAME_TITLE","이름 변경"
"TID_SETTINGS_PLAYERNAME_CURRENT","현재 이름:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","새 이름 입력:"
"TID_CONTINUE","계속하기"
"TID_NAMECHANGE_WARNING","참고: 이름은 한 번만 변경할 수 있습니다."
"TID_CONFIRM","확인"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","새 이름 다시 입력:"
"TID_NAME_ALREADY_CHANGED","이름은 한 번만 변경할 수 있습니다."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","이름 변경은 마을회관 <level>레벨부터 가능합니다."
"TID_BOOKMARKS_NOT_LOADED_YET","북마크를 불러올 수 없습니다. 잠시 후 다시 시도해주세요."
"TID_ALLIANCE_UNAVAILABLE","클랜 정보 이용 불가"
"TID_BOOKMARK_ADDED","북마크 추가됨"
"TID_BOOKMARK_REMOVED","북마크 제거됨"
"TID_BOOKMARKS_FULL","북마크 한도 초과"
"TID_NAME_CHANGE_ALREADY_USED","이미 이름을 한 번 변경했습니다."
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","정말 이름을 변경하시겠습니까?\n새 이름은 다음과 같습니다:"
"TID_ERROR_NAMES_DONT_MATCH","이름이 일치하지 않습니다. 다시 시도해주세요."
"TID_BUTTON_ROTATE","회전"
"TID_NAME_CHANGED_SUCCESS","이름이 변경되었습니다!"
"TID_NAME_CHANGE_IN_PROGRESS","이름을 변경할 수 없습니다. 이전 이름을 변경 중입니다."
"TID_PLAYER_TAG","플레이어 태그"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","공격 확인"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","공격"
"TID_WAR_ATTACK_CONFIRM_TITLE","지금 공격할까요?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","병력: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","마법: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","클랜 성 병력 및 마법: <number>"
