"TID","VI"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Kết nối làng của bạn với Facebook cho phép bạn kết nối với bạn bè. Để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị, vui lòng đăng nhập vào Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Kết nối làng của bạn với Facebook cho phép bạn kết nối với bạn bè. Để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị, vui lòng đăng nhập vào Google Play."
"TID_OBSTACLE_HALLOWEEN2014","Đầu đá Halloween"
"TID_TRAP_HALLOWEEN_SKEL","Bẫy Bộ xương"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Phục kích và đánh lạc hướng những kẻ địch thiếu cảnh giác bằng một cuộc tập kích bất ngờ của đội quân bộ xương tuy nhanh chết nhưng lén lút này! Bẫy bộ xương có thể được cấu hình để đuổi theo các mục tiêu trên bộ hoặc trên không."
"TID_CLAN_TAG","Thẻ hội:"
"TID_BUTTON_BOOST_ALL","Cường hóa Tất cả"
"TID_NEWS_RED_LIKE","Thích (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Thành viên bị loại trừ:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Không thể loại trừ bất kỳ thành viên nào khỏi cuộc chiến!"
"TID_LAYOUTS_USE_BUTTON","Cài đặt làm hiện hoạt"
"TID_LAYOUTS_COPY_BUTTON","Sao chép sơ đồ"
"TID_LAYOUTS_EDIT_BUTTON","Chỉnh sửa\nsơ đồ"
"TID_LAYOUTS_VILLAGE","Làng Chính"
"TID_LAYOUTS_WARBASE","Căn cứ Chiến đấu"
"TID_LAYOUTS_ACTIVE_LAYOUT","Sơ đồ đang hoạt động"
"TID_POPUP_REPLACE_LAYOUT","Bạn có muốn thay thế sơ đồ không?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Bạn có chắc bạn muốn thay thế sơ đồ hiện tại không?"
"TID_BUTTON_VILLAGE_LOAD","Tải"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Bạn có muốn tải làng này không?"
"TID_LAYOUTS_ALREADY_ACTIVE","Sơ đồ đang được sử dụng"
"TID_LAYOUTS_INCOMPLETE","Cần hoàn thành sơ đồ trước"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Không thể hiển thị điểm cao nhất với vị trí hội của bạn"
"TID_LAYOUT_EDITOR","Trình chỉnh sửa Sơ đồ"
"TID_LAYOUTS_COPY_LABEL","Sao chép sơ đồ"
"TID_PUSH_UNDER_ATTACK","Làng của bạn đang bị tập kích bởi <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","Trống"
"TID_LAYOUTS_COPY_EXPLANATION","Lựa chọn màn hình chính hoặc ô chiến đấu để sao chép sơ đồ đã chọn."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Làng của bạn đang bị tấn công!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Không thể thay thế sơ đồ đang hoạt động"
"TID_LAYOUTS_OBSTRUCTED","Cần loại bỏ một số chướng ngại vật trước"
"TID_LAYOUTS_INVALID","Lỗi lưu sơ đồ"
"TID_EDIT_MODE_FINISH_LATER","Hoàn thành sau"
"TID_LAYOUTS_WARBASE_INFO","Lưu ý: Chỉnh sửa sơ đồ Căn cứ Chiến đấu đang được sử dụng trong Ngày Chiến đấu sẽ chỉ có hiệu lực vào cuộc chiến tiếp theo."
"TID_LAYOUTS_CANT_COPY_EMPTY","Không thể sao chép sơ đồ trống"
"TID_EDIT_MODE_BLOCKED","Các công trình bị chặn bởi chướng ngại vật đã được đưa vào kho đồ của bạn"
"TID_EDIT_MODE_BLOCKED_COPY","Các công trình không tìm thấy từ sơ đồ được sao chép hoặc bị chặn bởi chướng ngại vật đã được đưa vào kho đồ của bạn"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Bạn phải xây dựng lại Hội Thành trước"
"TID_LAYOUTS_ACTIVE_VILLAGE","Làng đang hoạt động"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Căn cứ Chiến đấu đang hoạt động"
"TID_PARENTS_GUIDE_BUTTON","Hướng dẫn dành cho Phụ huynh"
"TID_CLANBADGE_LAYER_0","Nền"
"TID_CLANBADGE_LAYER_1","Họa tiết"
"TID_CLANBADGE_LAYER_2","Viền"
"TID_WAROPTIN_COUNTIN","Tham gia"
"TID_WAROPTIN_LEAVEOUT","Không tham gia"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Lựa chọn Người tham gia Trận chiến"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Người chơi này chưa đủ điều kiện tham gia chiến tranh"
"TID_WAR_SIZE","Quy mô Cuộc chiến: <num> đấu với <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Hãy chọn thêm thành viên để bắt đầu cuộc chiến"
"TID_WAR_PERSONAL_SETTING_IN","Tham gia"
"TID_WAR_PERSONAL_SETTING_OUT","Không tham gia"
"TID_CLAN_MIN_LEVEL","Cấp độ hội tối thiểu"
"TID_WAR_SELECT_MEMBERS_HINTS","Bạn có thể chọn thêm hoặc bớt thành viên bằng các nút bên trên."
"TID_MY_PROFILE_TAB","Hồ sơ của tôi"
"TID_PLAYER_CLAN_TAB","Hội Người chơi"
"TID_WAR_PARTICIPANTS_HEADER","Người Tham chiến:"
"TID_CLAN_BADGE_LOCKED","Nâng cấp hội của bạn lên cấp <num> để mở khóa món đồ này!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Thời gian chờ yêu cầu đóng góp:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Giới hạn đóng góp:"
"TID_CLANPERK_DESC_DONATION_REFUND","Hoàn lại phần đóng góp:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Nâng cấp đóng góp:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Kho chứa mở rộng của Ngân khố:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Chiến lợi phẩm thưởng thêm cho cuộc chiến:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Đã mở khóa viền huy hiệu hội: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Quan trọng!"
"TID_NEWS_UPGRADE_OS_TEXT","Do một số vấn đề kỹ thuật, chúng tôi rất tiếc vì bắt buộc phải dừng hỗ trợ cho mọi phiên bản iOS dưới 5.1.1 trong lần cập nhật App Store tiếp theo của Clash of Clans.\nDo thiết bị của bạn đang sử dụng phiên bản iOS thấp hơn phiên bản này, nên bạn sẽ không thể chơi Clash of Clans trừ khi bạn cập nhật phiên bản iOS mới nhất.\nĐể biết thêm thông tin về cách cập nhật iOS bằng iTunes, vui lòng nhấn vào Thêm Thông tin."
"TID_NEWS_UPGRADE_OS_MORE","Thêm Thông tin"
"TID_CLANPERK_COMPLETED","Đã hoàn thành!"
"TID_CLANPERK_UNLOCKED_PERKS","Đặc quyền Hội"
"TID_CLANPERK_INFO_TEXT","Kiếm Điểm Kinh nghiệm Hội và lên cấp cho hội của bạn để mở khóa những đặc quyền đầy sức mạnh! Bạn có thể kiếm Điểm Kinh nghiệm Hội bằng cách tham gia Hội Chiến."
"TID_ALLIANCE_WAR_MY_TEAM","Đội của tôi"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Nhóm Địch"
"TID_ALLIANCE_EXP_EARNED","+<value> Điểm Kinh nghiệm Hội"
"TID_WAROPTIN_TAKE","Tham chiến"
"TID_WAROPTIN_LEAVE","Rời đi"
"TID_WAR_PERSONAL_SETTING_TAKE_ME","Hãy chọn tôi"
"TID_WAR_PERSONAL_SETTING_LEAVE_ME","Chừa tôi ra"
"TID_WAR_PERSONAL_INFO","Bạn có muốn tham gia Hội Chiến không? Lựa chọn của bạn sẽ được hiển thị cho các hội viên khác."
"TID_CLANPERK_DESC_DONATION_UPGRADE_PLURAL","Binh lính đã đóng góp được nâng lên <value> cấp"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP","Hội đã đạt tới cấp <value>! Các đặc quyền mới được mở khóa:"
"TID_START_WAR_FAILED_INVALID_SIZE","Không thể bắt đầu cuộc chiến!"
"TID_INVALID_WAR_MEMBERS_COUNT","Thành viên được chọn: <num>"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Tấn công thành công sẽ giành được +<num> Điểm Kinh nghiệm Hội"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Tùy chọn Hội Chiến"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Hãy chọn xem bạn muốn tham gia hay không tham gia Hội Chiến. Lựa chọn của bạn sẽ được hiển thị cho các Hội viên khác."
"TID_PERSONAL_WAR_PREFERENCE_IN","Tôi tham gia"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Tôi không tham gia"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Hội Chiến"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Lựa chọn tối thiểu <value> thành viên"
"TID_INVALID_WAR_MEMBERS_INFO_MID","Lựa chọn <low> hoặc <high> thành viên"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Lựa chọn tối đa <value> thành viên"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> Điểm Kinh nghiệm Hội giành được nhờ tấn công thành công"
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> Điểm Kinh nghiệm Hội giành được khi ghi được <num> Sao"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+ <xpnum> Điểm Kinh nghiệm Hội thưởng khi giành được <num> Sao"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> Điểm thưởng Kinh nghiệm Hội khi chiến thắng cuộc chiến!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> phút"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> binh lính"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value>% chi phí"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> cấp"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> cấp"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","Được mở khóa ở Cấp Hội <num>"
"TID_ALLIANCE_WAR_XP_EARNED","Điểm Kinh nghiệm hội giành được"
"TID_ALLIANCE_WAR_OBJECTIVES","Mục tiêu của hội"
"TID_CLAN_PERK_BONUS","Thưởng Đặc quyền"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Điểm Kinh nghiệm Hội"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Tiêu diệt Căn cứ Chiến đấu của kẻ địch"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Tiêu diệt Căn cứ Chiến đấu"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Ghi được <num> Sao"
"TID_WAR_STATS_HEADER_WIN_WAR","Chiến thắng"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Điểm Kinh nghiệm Hội được thưởng khi cuộc chiến kết thúc"
"TID_WAR_STATS_HEADER_TOTAL","Tổng"
"TID_ALLIANCE_TAB_BOOKMARKS","Đánh dấu hội"
"TID_NO_BOOKMARKS","Bạn chưa đánh dấu bất kỳ Hội nào.\n\nBạn có thể đánh dấu một Hội từ trang thông tin của Hội."
"TID_ERROR_BOOKMARKS_FULL","Bạn có quá nhiều mục đánh dấu hội! Hãy xóa bớt để có thể thêm mục đánh dấu hội khác."
"TID_CHANGE_NAME_ALREADY_USED","Không thể đổi tên! Tài khoản này đã thực hiện đổi tên một lần."
"TID_CHANGE_NAME_BUTTON","Đổi tên"
"TID_CHANGE_NAME_TITLE","Đổi tên"
"TID_SETTINGS_PLAYERNAME_CURRENT","Tên Hiện tại:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Nhập tên mới:"
"TID_CONTINUE","Tiếp tục"
"TID_NAMECHANGE_WARNING","LƯU Ý: Bạn chỉ có thể đổi tên MỘT LẦN"
"TID_CONFIRM","Xác nhận"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Nhập lại tên mới của bạn:"
"TID_NAME_ALREADY_CHANGED","Chỉ có thể đổi tên một lần."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Việc đổi tên khả dụng khi Nhà chính ở cấp <level>"
"TID_BOOKMARKS_NOT_LOADED_YET","Không thể tải đánh dấu hội. Vui lòng thử lại sau."
"TID_ALLIANCE_UNAVAILABLE","Không có thông tin về hội"
"TID_BOOKMARK_ADDED","Đã thêm đánh dấu hội"
"TID_BOOKMARK_REMOVED","Đã xóa đánh dấu hội"
"TID_BOOKMARKS_FULL","Mục đánh dấu hội đã đầy"
"TID_NAME_CHANGE_ALREADY_USED","Bạn đã đổi tên một lần"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Bạn có chắc chắn muốn đổi tên không?\nTên mới của bạn sẽ là:"
"TID_ERROR_NAMES_DONT_MATCH","Các tên không khớp. Vui lòng thử lại."
"TID_BUTTON_ROTATE","Xoay"
"TID_NAME_CHANGED_SUCCESS","Tên của bạn đã được đổi!"
"TID_NAME_CHANGE_IN_PROGRESS","Không thể đổi tên. Lần đổi tên trước đang được tiến hành."
"TID_PLAYER_TAG","Thẻ người chơi"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Xác nhận bạn muốn tấn công"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Tấn công"
"TID_WAR_ATTACK_CONFIRM_TITLE","Bạn có muốn tấn công ngay không?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Binh lính: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Thần chú: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Binh lính và thần chú của Hội Thành:<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Binh lính Hội Thành: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Tướng: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Hãy chắc chắn rằng bạn đã sẵn sàng! Nếu tiếp tục bạn sẽ sử dụng một trong số những lần tấn công còn lại."
"TID_AIR_BLASTER","Tháp Thổi khí"
"TID_AIR_BLASTER_INFO","Tháp Thổi khí kiểm soát không phận bằng cách phóng ra những luồng khí mạnh để đẩy lùi kẻ địch biết bay. Tháp Thổi khí chỉ có thể quay về một hướng, vì thế, hãy xoay tháp để tận dụng tối đa hiệu quả của tháp."
"TID_STREAM_EVENT_CHANGED_SETTINGS","đã cập nhật cài đặt của hội"
"TID_KNOCKBACK","Sức đẩy: <number> Ô"
"TID_SETTINGS_CLAN_CHAT_FILTER","Lọc Kênh Trò chuyện Hội"
"TID_INFO_SPELL_STORAGE","Kho chứa Thần chú:"
"TID_BUILDING_MINI_SPELL_FACTORY","Nhà máy Hắc Thần chú"
"TID_MINI_SPELL_FACTORY_INFO","Chỉ những Pháp sư tài giỏi hoặc liều lĩnh nhất mới dám khuấy lò luyện Hắc Tiên dược. Để sử dụng thành thạo Hắc Thần Chú cần phải có hiểu biết chuyên sâu, đổi lại, Hắc Thần Chú sẽ mang tới cho người chơi lợi thế chiến thuật riêng biệt."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Bạn có muốn tăng tốc độ luyện Hắc Thần chú lên <multiplier>x trong <time> không?"
"TID_LEAGUE_CHAMPION1","Giải đấu Quán quân I"
"TID_LEAGUE_CHAMPION2","Giải đấu Quán quân II"
"TID_LEAGUE_CHAMPION3","Giải đấu Quán quân III"
"TID_LEAGUE_CHAMPION1_SHORT","Quán quân I"
"TID_LEAGUE_CHAMPION2_SHORT","Quán quân II"
"TID_LEAGUE_CHAMPION3_SHORT","Quán quân III"
"TID_LEAGUE_HERO","Titan"
"TID_LEAGUE_HERO1","Giải đấu Titan I"
"TID_LEAGUE_HERO2","Giải đấu Titan II"
"TID_LEAGUE_HERO3","Giải đấu Titan III"
"TID_LEAGUE_HERO1_SHORT","Titan I"
"TID_LEAGUE_HERO2_SHORT","Titan II"
"TID_LEAGUE_HERO3_SHORT","Titan III"
"TID_LEAGUE_LEGENDARY","Giải đấu Huyền thoại"
"TID_LEAGUE_LEGENDARY_SHORT","Huyền thoại"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Tất cả các kho chứa tài nguyên đều được miễn nhiễm với sát thương của thần chú!"
"TID_STORAGES_SPELL_IMMUNITY","Tất cả các kho chứa tài nguyên đều được miễn nhiễm với sát thương của thần chú!"
"TID_POPUP_ARMY_OVERVIEW","Khái quát về Quân đội"
"TID_SPEEDUP","Thần chú Tăng tốc"
"TID_SPEEDUP_INFO","Hãy hối thúc cả những binh lính nặng nề nhất của bạn!\n\nThần chú Tăng tốc không thể tăng sát thương như Thần chú Thịnh nộ nhưng đem đến hiệu ứng cường hóa còn tốt hơn là giúp tăng tốc độ di chuyển. Không gian lưu trữ ít hơn cũng giúp bạn mang được nhiều thần chú này hơn vào trận chiến!"
"TID_HINT_SPELL_SPEEDUP","Thần chú Tăng tốc rất phù hợp với các loại binh lính có sát thương cao nhưng tốc độ chậm, ví dụ như Khinh khí cầu hay P.E.K.K.A."
"TID_EARTHQUAKE","Thần chú Động đất"
"TID_EARTHQUAKE_INFO","Hãy làm suy yếu tường thành và các tòa nhà bằng những trận động đất gây tê liệt!\n\nThần chú Động đất phá hủy các cấu trúc dựa trên lượng máu tối đa. Các trận động đất lặp đi lặp lại gây mức sát thương giảm dần lên cùng công trình và gây sát thương ở mức tăng dần lên cùng Tường thành. Không bức tường thành nào có thể chịu nổi Thần chú Động đất!"
"TID_HINT_SPELL_EARTHQUAKE1","Thần chú Động đất có thể phá hủy các cụm công trình gần nhau có lượng máu cao."
"TID_HINT_SPELL_EARTHQUAKE2","Thần chú Động đất lặp lại gây thiệt hại ít hơn lên cùng một công trình."
"TID_POISON_CLOUD","Thần chú Độc dược"
"TID_POISON_CLOUD_INFO","Hãy tạo lợi thế cho binh lính của bạn trước quân địch bằng thứ độc dược chết người này!\n\nCác binh lính phòng thủ bị vướng vào đám mây độc của Thần chú Độc dược sẽ di chuyển chậm hơn, tấn công chậm hơn và chịu sát thương ngày càng nặng hơn theo thời gian. Thần chú Độc dược không phát huy hiệu lực trên các công trình nhà cửa."
"TID_HINT_SPELL_POISON_CLOUD1","Thần chú Độc dược rất hiệu quả khi chống lại các toán quân bộ xương của kẻ địch."
"TID_HINT_SPELL_POISON_CLOUD2","Đội quân của bạn sẽ chiến đấu hiệu quả hơn rất nhiều trước binh lính của Hội Thành bên trong Thần chú Độc dược."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","Bạn có thể kích hoạt bộ lọc nội dung thô tục trong kênh trò chuyện hội từ menu Cài đặt."
"TID_HINT_DARK_SPELLS","Hắc Thần Chú chiếm ít không gian cất giữ hơn Thần chú thông thường, do vậy bạn có thể cất trữ nhiều Hắc thần chú hơn!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Công suất luyện chú: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Có thể sử dụng khi Nhà chính đạt cấp <number>"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Hãy gia nhập Hội để nhận Binh lính và Thần chú Hội Thành"
"TID_ARMY_OVERVIEW_HINT_HEROES","Có thể sử dụng khi Nhà chính đạt cấp <number>"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Công trình & Tường thành"
"TID_INFO_TARGET_TYPE_UNITS","Binh lính"
"TID_SPELL_DAMAGE_PERCENT","Sát thương: <number>%"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Giải vô địch Giải đấu Huyền thoại"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Người chơi Đứng đầu Giải vô địch Gần nhất:\n(nhấn bên dưới để xem thêm)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Kết thúc trong:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Huyền thoại của Giải vô địch gần nhất:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Người chơi có đủ Chiến tích sẽ được đặt lại vào thời điểm bắt đầu của Giải đấu Huyền thoại sau mỗi Giải vô địch. Các chiến tích bị trừ đi sẽ được trao vĩnh viễn dưới dạng Chiến tích Huyền thoại."
"TID_PRESTIGE_TROPHIES","Chiến tích Huyền thoại"
"TID_LEGEND_SEASON_END_INTRO","Chúc mừng kết quả Xuất sắc của bạn!"
"TID_LEGEND_SEASON_END_INFO","Bạn kết thúc với thứ hạng #<rank> trên toàn cầu. Thành tích xuất sắc của bạn đã được đưa vào hồ sơ người chơi để ai cũng nhìn thấy."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","Bạn đã kết thúc với thứ hạng #<rank> trên toàn cầu và giành được <prestige> Chiến tích Huyền thoại! Thành tích xuất sắc của bạn đã được đưa vào hồ sơ người chơi để ai cũng nhìn thấy."
"TID_LEGEND_SEASON_END_TROPHY_RESET","Các chiến tích của bạn đã được đặt lại thành <value> để bắt đầu Giải vô địch Giải đấu Huyền thoại mới."
"TID_LEGEND_SEASON_INFO","Hãy hoàn tất một mùa trong Giải đấu Huyền thoại và vị trí cao nhất bạn giành được sẽ được đăng trong Hồ sơ của bạn!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","Tất cả Huyền thoại đều được hạ xuống <value> Chiến tích để bắt đầu một mùa giải mới. Các Chiến tích bị trừ đi sẽ được trao dưới dạng Chiến tích Huyền thoại!"
"TID_PROFILE_BEST_TROHPIES","Tốt nhất từ trước đến nay:"
"TID_PROFILE_LEGEND_BEST","Tốt nhất: Mùa <month> <year>"
"TID_PROFILE_LEGEND_LAST","Trước đó: Mùa <month> <year>"
"TID_PROFILE_LEGEND_RANK","Hạng"
"TID_PROFILE_LEGEND_RANK_INLINE","Hạng #<value>"
"TID_BUTTON_EDIT","Chỉnh sửa quân đội"
"TID_MONTH_1","Tháng Một"
"TID_MONTH_2","Tháng Hai"
"TID_MONTH_3","Tháng Ba"
"TID_MONTH_4","Tháng Tư"
"TID_MONTH_5","Tháng Năm"
"TID_MONTH_6","Tháng Sáu"
"TID_MONTH_7","Tháng Bảy"
"TID_MONTH_8","Tháng Tám"
"TID_MONTH_9","Tháng Chín"
"TID_MONTH_10","Tháng Mười"
"TID_MONTH_11","Tháng Mười Một"
"TID_MONTH_12","Tháng Mười Hai"
"TID_SEASON_NAME","Mùa <month> <year>"
"TID_PROFILE_BEST_WAR_STARS","Số Chiến Sao giành được:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Không được xếp hạng"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Hiệu ứng x<number>)"
"TID_SETTING_CHANGE_FAILED","Xảy ra lỗi khi thay đổi cài đặt này - vui lòng thử lại sau."
"TID_SLOW_SPEED","Mức giảm tốc độ: <number>%"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Yêu cầu Nhà máy Hắc Thần chú Cấp <number>"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Người chiến thắng Giải đấu vô địch Giải đấu Huyền thoại sẽ được vinh danh tại đây!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Không có người chơi nào thuộc Giải đấu Huyền thoại được xếp trong giải vô địch gần nhất."
"TID_LEGEND_SEASON_END_TIP","LƯU Ý: Giải đấu Huyền thoại có các quy tắc và phần thưởng cuối mùa đặc biệt!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Các Chiến tích Huyền Thoại là biểu tượng tối thượng của danh tiếng. Các Chiến tích này không bao giờ bị mất đi và sẽ được tích lũy sau mỗi mùa."
"TID_NEWS_UPDATE_OTHER_TITLE","Cân bằng Trò chơi"
"TID_NEWS_UPDATE_OTHER_TEXT","* Thần chú Đóng băng nay cũng có tác dụng lên các binh chủng phòng thủ trên không\n* Nham Khuyển nay không thể nhắm đến các binh chủng trên không\n* Các binh lính tấn công nay có thể giáp chiến các binh lính phòng thủ từ xa hơn\n* Giải đấu Titan III và Titan II nay có thể mua Khiên chắn 1 tuần từ Cửa hàng"
"TID_REMOVE_ARMY_CONFIRMATION","Bạn có xác nhận chỉnh sửa không?"
"TID_PROFILE_LEGEND","Giải vô địch Giải đấu Huyền thoại"
"TID_PROFILE_LEGEND_PRESTIGE","Chiến tích Huyền thoại"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","Thần chú đã đạt cấp cao nhất!"
"TID_LEGEND_SEASON_TITLE","<month> <year> Giải vô địch Giải đấu Huyền thoại"
"TID_LEGEND_SEASON_END_PRESTIGE","Chiến tích Huyền thoại giành được:"
"TID_LEGEND_SEASON_INFO_TEXT","Giải đấu Huyền thoại có các quy tắc và phần thưởng cuối mùa đặc biệt!"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Kết quả hòa"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Tổng Phá hủy <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Tổng thời gian tấn công tốt nhất"
"TID_BUTTON_GENERATE_CODE","Mã liên kết"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","Xem hướng dẫn!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Đang cập nhật lên phiên bản mới"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Chúng tôi đang cập nhật lên phiên bản mới của Clash of Clans. Làng của bạn sẽ sớm sẵn sàng. Vui lòng kiểm tra lại sau một chút nữa!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Ok"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","Tải Làng"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","Tải Làng"
"TID_BUILDING_ARTILLERY","Pháo Đại bàng"
"TID_ARTILLERY_INFO","Pháo Đại bàng có tầm bắn gần như không hạn chế và bắn pháo nổ vào những mục tiêu khó nhằn. Tuy nhiên, pháo này sẽ chỉ kích hoạt khi một lượng lớn quân đã được triển khai."
"TID_BUTTON_GENERATE_CODE_TITLE","Chuyển Tài khoản"
"TID_BUTTON_GENERATE_CODE_TEXT","Chuyển làng của bạn sang Android App Store khác. Chuyển làng đi sẽ giúp bảo vệ dữ liệu của bạn!"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Sử dụng mã liên kết bên dưới để chuyển làng của bạn sang Android App Store khác. Hãy xem hướng dẫn để biết chi tiết!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Bạn có thể lấy mã liên kết từ làng mình bằng cách vào phần Cài đặt - Liên kết thiết bị. Hãy xem hướng dẫn của chúng tôi để biết chi tiết!"
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","Tải phiên bản Android CoC tiếng Trung mới nhất!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Chuyển làng của bạn sang Android App Store được hỗ trợ để bảo vệ an toàn làng của bạn, được nhận hỗ trợ người chơi chính thức, bản cập nhật và nhiều thứ khác nữa!"
"TID_SLOW_SPEED_AND_ATTACK","Di chuyển/tấn công chậm: <number>%"
"TID_WAR_TEAM_TAB_ATTACKS","Tấn công"
"TID_WAR_TEAM_TAB_DEFENSES","Phòng thủ"
"TID_SLOW_ATTACK","Mức giảm tốc độ tấn công: <number>%"
"TID_MAX_DPS","Sát thương tối đa mỗi giây: <number>"
