"TID","TH"
"TID_HINT_GUARD","โล่พิทักษ์ที่เปิดใช้งานจะปกป้องท่านจากการโจมตีและให้ท่านโจมตีผู้อื่นได้ตามใจชอบ!"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","การพักยาว"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","ขีดจำกัดเวลาหยุดพักส่วนตัวของท่านไม่ถูกรีเซ็ตจนหมดเพราะท่านไม่มีโล่ป้องกันในครั้งล่าสุดที่ท่านหยุดพัก"
"TID_ERROR_POP_UP_PERSONAL_BREAK_FINAL_TITLE","การพักยาว"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_FINAL","ขีดจำกัดเวลาหยุดพักส่วนตัวของท่านถูกยืดออกแต่จะรีเซ็ตแล้ว เพื่อป้องกันเหตุนี้ในอนาคต ขอให้แน่ใจว่าศาลากลางของท่านได้รับการปกป้องและลองเพิ่มจำนวนถ้วยรางวัลของท่าน"
"TID_ERROR_POP_UP_PERSONAL_BREAK_MULTIPLE_FINAL","ขีดจำกัดเวลาหยุดพักส่วนตัวของท่านถูกยืดออกหลายครั้งแต่จะรีเซ็ตแล้ว เพื่อป้องกันเหตุนี้ในอนาคต ขอให้แน่ใจว่าศาลากลางของท่านได้รับการปกป้องและลองเพิ่มจำนวนถ้วยรางวัลของท่าน"
"TID_DAMAGE_PER_HIT","ความเสียหายต่อการตี: <number>"
"TID_SHOCKWAVE_DAMAGE","ความเสียหายคลื่นกระแทก: <number>"
"TID_DIE_DAMAGE","ความเสียหายเมื่อถูกทำลาย: <number>"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TITLE","อัปเดต Clash ที่ใหญ่ที่สุดครั้งหนึ่งเลย!"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TEXT","• ศาลากลาง 11 เข้าฉากมาแล้ว! ปัง!\n• ผู้คุมยิ่งใหญ่ และปืนใหญ่อินทรี: เป็นการเพิ่มที่ทรงพลังและเปี่ยมกลยุทธ์ที่สุด!\n• เลเวลกองกำลัง, เลเวลของเครื่องป้องกัน และการบริจาคอาคมแคลน\n• โจมตีผ่านโล่ป้องกันเมื่อไหร่ก็ได้ แต่อย่าลืมปกป้องศาลากลางของท่านด้วยนะ!\n"
"TID_NEWS_TH11_UPDATE_TH11_TITLE","ศาลากลาง 11 ทรงพลัง"
"TID_NEWS_TH11_UPDATE_TH11_TEXT","• พบเลเวลศาลากลางที่ใหญ่สุด เจ๋งสุด ยากสุดเท่าที่เคยมีมา: ศาลากลาง 11!\n• ผู้กล้าศาลากลาง 11 ใหม่ ผู้คุมยิ่งใหญ่ สามารถทำให้กองทัพใกล้ๆ แทบหยุดยั้งไม่ได้!\n• เครื่องป้องกันศาลากลาง 11 ใหม่ ปืนใหญ่อินทรี สร้างความเสียหายน่าทึ่งจากที่ไกลๆ\n• การป้องกันมากขึ"
"TID_NEWS_TH11_UPDATE_HERO_TITLE","ผู้คุมยิ่งใหญ่: ผู้กล้าคนล่าสุดของกองทัพท่าน"
"TID_NEWS_TH11_UPDATE_HERO_TEXT","• ควบคุมกลยุทธ์สงครามทรงพลังใหม่ด้วยการบูสต์และปกป้องกองกำลังของท่าน\n• ผู้คุมยิ่งใหญ่ทำให้กองกำลังใกล้ๆ ทั้งหมดทรหดขึ้นและทำให้ไร้เทียมทานเป็นการชั่วคราวด้วย!\n• เขาทั้งกระโดดทั้งบิน - ใส่ผู้คุมยิ่งใหญ่เข้าไปในกลยุทธ์ใดก็ได้และทำให้กองทัพของท่านเฉิดฉาย"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TITLE","ปืนใหญ่อินทรี: ยามผู้หลับไหล"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TEXT","• อาวุธใหญ่ระยะไกลนี้จะกำจัดศัตรูโจมตีที่เตรียมตัวมาไม่ดี\n• ลูกปืนระเบิดที่สาดซัดจะกระหน่ำตีกองกำลังโหดๆ และลดกำลังตัวอื่นๆ ที่อยู่ใกล้จุดระเบิด\n• ปืนใหญ่อินทรีจะเปิดใช้งานเฉพาะหลังจากที่มีกองกำลังจำนวนมากถูกปล่อยลงมา ทำให้มีช่องว่างแก่การจู่โจมอย่างมีก"
"TID_NEWS_TH11_UPDATE_SPELLS_TITLE","สลับอาคมกัน"
"TID_NEWS_TH11_UPDATE_SPELLS_TEXT","• ขออาคมเสริมได้ ไม่เฉพาะกองกำลัง เริ่มตั้งแต่ปราสาทแคลนเลเวล 4\n• อาคมที่ได้รับบริจาคจะได้รับประโยชน์จากผลประโยชน์แคลนทั้งหมดที่มีอยู่\n• อาคมแช่แข็งปลดล็อคที่ศาลากลางเลเวล 9 และมีระยะเวลานานกว่าเล็กน้อยในเลเวลต่ำๆ"
"TID_NEWS_TH11_UPDATE_SHIELDS_TITLE","โล่ป้องกัน - การป้องกันที่ยืดหยุ่นและยุติธรรม"
"TID_NEWS_TH11_UPDATE_SHIELDS_TEXT","• การที่ศาลากลางถูกทำลายจะไม่ให้โล่ป้องกันอีกต่อไป - ตั้งศาลากลางไว้ในๆ ดีกว่า!\n• ท่านสามารถโจมตีได้เมื่อมีโล่ป้องกันเมื่อใดก็ได้ โดยจะถูกหักเวลาโล่ป้องกันเล็กน้อย\n• รับโล่ป้องกันเมื่อถูกทำลาย 30% รับเพิ่มเมื่อถึง 60% แต่เฉพาะเมื่อถูกโจมตีโดยกองทัพขนาดใ"
"TID_NEWS_TH11_UPDATE_GUARD_TITLE","โล่พิทักษ์ - ปลอดภัยจากผู้โจมตี"
"TID_NEWS_TH11_UPDATE_GUARD_TEXT","• โล่พิทักษ์ป้องกันท่านจากการถูกโจมตีและให้ท่านโจมตีผู้อื่นตามใจชอบ\n• รับโล่พิทักษ์ฟรีเมื่อโล่ป้องกันหมดเวลาลง และเล่นได้ตามสบายโดยไม่ต้องกังวลกับการถูกโจมตี\n• ลีกที่สูงกว่าจะให้โล่พิทักษ์ฟรีมากกว่า - ผู้เล่นลีกยักษ์ใหญ่ 1 และลีกตำนานจะได้รับการปกป้อง 1"
"TID_NEWS_TH11_UPDATE_LOOT_TITLE","ปล้นได้รวยขึ้น: ของปล้นและถ้วยรางวัล"
"TID_NEWS_TH11_UPDATE_LOOT_TEXT","• ศาลากลางใส่ของปล้นได้มากขึ้น - ทำลายมันในการรบเพื่อรับทรัพย์อย่างงาม!\n• โบนัสลีกใหญ่กว่าเดิม แต่จะอิงอยู่กับเปอร์เซนต์การทำลายล้างของท่าน\n• ถ้วยรางวัลที่ให้จะมากขึ้นและเสียถ้วยรางวัลน้อยลงเมื่อลีกของท่านสูงขึ้น!"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TITLE","สมดุลเกมเพลย์"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TEXT","• เพิ่มจำกัดเวลาการรบขึ้น 30 วินาที\n• ก็อบลินจู่โจมศาลากลางและปราสาทแคลน ความเสียหาย 2 เท่า\n• ลดราคาการติดอาวุธใหม่ลงอย่างมากสำหรับกับดักทุกอัน\n• ลดราคาการเติมกระสุนคันศรเอ็กซ์ลงอย่างมาก\n• ผู้เยียวยาจำนวนมากจะมีประสิทธิภาพลดลงต่อหน่วยเดิม\n• การบูสต์ก"
"TID_NEWS_TH11_UPDATE_OTHER_TITLE","สมดุลและการปรับปรุงอื่นๆ"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• มีความสำเร็จใหม่สองอย่างเพิ่มขึ้นมา: ทลายอินทรี และ เพราะห่วงใยจึงแบ่งปัน\n• อินเตอร์เฟซการบริจาคกองกำลัง/อาคมได้รับการปรับปรุงและแสดงการบริจาคที่มีอยู่แล้ว\n• กองกำลังในโรงทหารสามารถเข้าคิวเป็นช่วงได้ เหมือนกับในโรงงานอาคม\n• ปุ่มสงครามแคลนขยับเมื่อมีเ"
"TID_NEWS_TOS_UPDATE","เราได้อัปเดตเงื่อนไขการให้บริการและนโยบายความเป็นส่วนตัวของเรา! โปรดใช้เวลาอ่านสักนิด (อ่านได้ในเกม ถัดจากการตั้งค่า) เอกสารสำคัญเหล่านี้จะกำหนดความสัมพันธ์ที่ท่านมีต่อเกมของเรา โดยมีข้อมูลที่เป็นประโยชน์ต่อใครก็ตามที่เลือกเล่นเกม สำหรับข้อมูลเพิ่มเติม โป"
"TID_SHIELD_POPUP_SHIELD_TIP","เราปลอดภัยแล้วตอนนี้ พักผ่อนหรือโจมตีได้!"
"TID_SHIELD_POPUP_GUARD_TIP","การป้องกันจะจบลงเร็วๆ นี้ เตรียมตัวไว้!"
"TID_SHIELD_POPUP_NONE_TIP","เราไม่มีการป้องกัน เตรียมการป้องกันให้พร้อม!"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","โล่ป้องกันจะป้องการการโจมตีจากผู้อื่น โล่ป้องกันจะไม่ได้รับผลจากการค้นเป้าหมายในโหมดผู้เล่นหลายคนหรือจากการแก้แค้น แต่จะสั้นลงเมื่อท่านเริ่มโจมตี"
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","โล่พิทักษ์เป็นช่วงเวลาสุดท้ายก่อนการปกป้องจากผู้โจมตีจะหมดลง ท่านสามารถโจมตีผู้อื่นได้โดยไม่ได้รับโทษ แต่ระวัง โล่พิทักษ์อยู่ได้ไม่นาน!"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","เมื่อไม่มีโล่ป้องกันหรือโล่พิทักษ์ การโจมตีจะมาเมื่อไหร่ก็ได้ ปกป้องศาลากลางไว้ให้เหนียวแน่นที่สุด! กับดัก ผู้กล้า และกองกำลังปราสาทแคลนจะเพิ่มการป้องกัน"
"TID_SHIELD_POPUP_PERSONAL_BREAK","หมายเหตุ: ชาวบ้านจะต้องการพักผ่อนเป็นเวลาสั้นๆ หลังจากอยู่โดยไม่มีโล่ป้องกันมานานเกินไป"
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","เวลาจนกว่าจะถึงการพักผ่อนส่วนตัว:"
"TID_SHIELD_POPUP_SHIELD_TITLE","โล่ป้องกันเปิดใช้งาน"
"TID_SHIELD_POPUP_GUARD_TITLE","โล่พิทักษ์เปิดใช้งาน"
"TID_SHIELD_POPUP_NONE_TITLE","โล่ป้องกันไม่เปิดใช้งาน"
"TID_SHIELD_POPUP_REMOVE_BUTTON","ลบ"
"TID_SHIELD_SHIELD","โล่ป้องกัน"
"TID_SHIELD_GUARD","เฝ้ายาม"
"TID_BUTTON_TREASURY","กรมคลัง"
"TID_MULTIPLAYER_STAR_BONUS","โบนัสดาว"
"TID_MULTIPLAYER_BONUS_AVAILABLE_AGAIN","ถัดไปใน: <time>"
"TID_STAR_BONUS_WINDOW_TITLE","โบนัสดาว"
"TID_STARBONUS_WINDOW_AWARD","ได้รับโบนัสดาว!"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00>ได้รับโบนัสดาว x<num>!</c>"
"TID_STARBONUS_WINDOW_TREASURY","ของปล้นโบนัสได้ถูกส่งไปยังกรมคลังแล้ว"
"TID_LOOT_CART","รถเข็นของปล้น"
"TID_LOOT_CART_INFO","ผู้โจมตีทิ้งของปล้นไว้บ้าง อย่าลืมไปเก็บหลังการป้องกันทุกครั้ง!"
"TID_NO_TREASURY_LOOT_TO_COLLECT","กรมคลังว่างเปล่า! ไม่มีอะไรให้เก็บ"
"TID_TREASURY_WINDOW_TITLE","กรมคลัง"
"TID_TREASURY_DESCRIPTION","สงครามแคลนและของปล้นโบนัสดาวจะได้รับการปกป้องอย่างดีในกรมคลัง เพิ่มความจุของกรมคลังได้ด้วยการอัปเกรดศาลากลางและผ่านผลประโยชน์แคลน"
"TID_TREASURY_GOLD","ทองคำกรมคลัง"
"TID_TREASURY_ELIXIR","น้ำอมฤตกรมคลัง"
"TID_TREASURY_DARK_ELIXIR","น้ำอมฤตมืดกรมคลัง"
"TID_STAR_BONUS_HELP_TITLE","โบนัสดาว"
"TID_STAR_BONUS_HELP_TEXT","ชนะห้าดาวจากการรบแบบผู้เล่นหลายคนเพื่อรับโบนัส!"
"TID_STAR_BONUS_BONUS_TEXT","ในลีกปัจจุบันของท่าน รางวัลโบนัสดาวได้แก่:"
"TID_STAR_BONUS_BONUS_TEXT_BONUS","อีเวนท์โบนัสดาวที่กำลังดำเนินอยู่จะให้รางวัลท่าน <num> เท่า"
"TID_HINT_TREASURY","กรมคลังเก็บรักษาของปล้นจากสงครามแคลนและโบนัสดาวไว้ในปราสาทแคลน"
"TID_HINT_LOOT_CART","เก็บรถเข็นของปล้นเพื่อรับทรัพยากรที่เสียไปเมื่อป้องกัน"
"TID_HINT_STAR_BONUS","รับโบนัสดาวได้ทุกวันด้วยการชนะการรบแบบผู้เล่นหลายคน"
"TID_TREASURY_CAPACITY","กรมคลัง <resource>: <number>"
"TID_LOOT_CART_TRANSFERRED","เก็บทรัพยากรจากรถเข็นของปล้นแล้ว!"
"TID_STAR_BONUS_DESCRIPTION","ของปล้นโบนัสดาวได้ถูกส่งไปยังกรมคลังแล้ว"
"TID_JOIN_NOW_BUTTON","เข้าร่วมเดี๋ยวนี้"
"TID_NEWS_TREASURY TITLE","ทรัพย์ใหม่และกรมคลัง"
"TID_NEWS_TREASURY TEXT","โบนัสดาวประจำวัน\n• ชนะ 5 ดาวจากการรบแบบผู้เล่นหลายคนเพื่อรับของปล้นโบนัส\n• รับโบนัสใหญ่ขึ้นในลีกที่สูงขึ้น!\n• โบนัสดาวใหม่มีให้ทุกวัน!\n• รางวัลโบนัสดาวจะเก็บรักษาไว้ในกรมคลัง\n\nรถเข็นของปล้น\n• รถเข็นของปล้นพังๆ จะปรากฏในหมู่บ้านของท่านหลังการป้องกันทุกครั้ง\n• การเก็บรถเข็นนี้จะคืนของบางส่วนที่ถูกปล้นไปแก่ท่าน\n• จะมีรถเข็นของปล้นปรากฏเพียงครั้งละคันเท่านั้น ดังนั้นอย่าลืมเก็บทันที!\n\nกรมคลัง\n• ปราสาทแคลนเก็บทรัพยากรที่ได้รับการปกป้องอย่างดีแล้ว นั่นคือกรมคลัง\n• กรมคลังจะรักษาของปล้นโบนัสจากสงครามแคลนและโบนัส\n• มันเป็นที่ที่ปลอดภัยที่สุดในการเก็บของปล้นโบนัส เว้นว่าท่านจะพร้อมใช้มันแล้ว!\n\nการสร้างสมดุล\n• ปืนใหญ่อินทรีสร้างความเสียหาย 3 เท่าต่อโกเล็มและโกเล็มเล็ก\n• การป้องกันทางอากาศเครื่องที่สองปลดล็อคที่ศาลากลางเลเวล 6 เครื่องที่สามที่ศาลากลางเลเวล 7"
"TID_NEWS_ECONOMY_TEXT","\n• เวลาและค่าใช้จ่ายการฝึกลดลงสำหรับกองกำลังบางอย่าง\n• เวลาและค่าใช้จ่ายการฝึกลดลงสำหรับอาคมบางอย่าง\n• เวลาและค่าใช้จ่ายการฝึกลดลงสำหรับกองกำลังและอาคมบางอย่าง"
"TID_NEWS_ECONOMY_TEXT2","\n• เวลาการฝึกลดลงสำหรับกองกำลังบางอย่าง\n• เวลาการฝึกลดลงสำหรับอาคมบางอย่าง\n• เวลาการฝึกลดลงสำหรับกองกำลังและอาคมบางอย่าง"
"TID_NEWS_ECONOMY_TEXT3","\n• ค่าใช้จ่ายการฝึกลดลงสำหรับกองกำลังบางอย่าง\n• ค่าใช้จ่ายการฝึกลดลงสำหรับอาคมบางอย่าง\n• ค่าใช้จ่ายการฝึกลดลงสำหรับกองกำลังและอาคมบางอย่าง"
"TID_HINT_STAR_BONUS_LEAGUE","รับโบนัสดาวมากขึ้นเมื่ออยู่ลีกสูงขึ้น!"
"TID_NEWS_ROYALE","Clash Royale พร้อมให้เล่นแล้ว!"
"TID_NEWS_ROYALE_INFO","Clash Royale เป็นเกมใหม่เอี่ยม เล่นพร้อมกัน รบกันตัวต่อตัว ที่ตั้งอยู่ในจักรวาล Clash\nยินดีต้อนรับสู่สนามแข่ง!"
"TID_NEWS_ROYALE_BUTTON","เล่นเดี๋ยวนี้!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","รีเพลย์ 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","รีเพลย์ 2"
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","ผังหมู่บ้านของท่านได้ถูกรีเซ็ตเนื่องจากผังที่ไม่เหมาะสม หากมีความไม่เหมาะสมอีก จะส่งผลให้ถูกระงับต่อไป!\nสำหรับข้อมูลเพิ่มเติมเกี่ยวกับผังหมู่บ้านที่ไม่เหมาะสม โปรดแตะด้านล่าง"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","รีเพลย์"
"TID_WAR_INFO_BUTTON","รายละเอียดสงคราม"
"TID_STREAM_CLAN_WARS_ENTRY_VS","vs"
"TID_CLAN_WIN_STREAK","ชนะสงครามติดกัน:"
"TID_PLAYER_PROFILE_TROOPS","กองกำลัง"
"TID_PLAYER_PROFILE_SPELLS","อาคม"
"TID_PLAYER_PROFILE_HEROES","ผู้กล้า"
"TID_ALL_BUILDERS_AVAILABLE","ช่างก่อสร้างทั้งหมดใช้งานได้"
"TID_BOWLER","นักขว้างหิน"
"TID_CHARACTER_INFO_BOWLER","นายตัวฟ้าร่างใหญ่นี้ชอบอะไรเรียบง่าย ได้แก่เครื่องดื่มน้ำอมฤตมืดและการขว้างหิน หินก้อนยักษ์ของเขาจะกระเด้งออกจากเป้าหมายแล้วไปโดนด้านหลังด้วย เป็นการจู่โจมสองครั้ง!"
"TID_IAP_NOT_AVAILABLE_CAFE_BAZAAR","ไม่สามารถซื้อได้! โปรดแน่ใจว่ามีแอป Cafe Bazaar ติดตั้งไว้บนอุปกรณ์ของท่าน"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","แคลนถึงเลเวล <value> แล้ว!"
"TID_EDIT_MODE_MOVE_ALL","ขยับทั้งหมด"
"TID_EDIT_MODE_WALLS_ONLY","ดูกำแพง"
"TID_EDIT_MODE_VIEW_AS_ENEMY","มุมมองสอดแนม"
"TID_EDIT_MODE_PHOTO_MODE","โหมดภาพถ่าย"
"TID_CHALLENGE_BUTTON","ท้าทาย"
"TID_CHALLENGE_TITLE","การท้าฉันมิตร"
"TID_CHALLENGE_HEADER","ท้าสมาชิกแคลนท่านให้มาโจมตีหมู่บ้านท่าน"
"TID_CHALLENGE_DEFAULT_INPUT","ท่านเอาชนะหมู่บ้านข้าได้ไหม?"
"TID_CHALLENGE_CLOSED","หมู่บ้านถูกโจมตีอยู่แล้ว!"
"TID_CANCELLING","กำลังยกเลิก"
"TID_LIVE_SPECTATOR_COUNT","ผู้ชม <num>"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 ดาว"
"TID_HERO_SLEEPING","หลับ"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","กลับบ้านเพื่อเริ่มการท้าฉันมิตร!"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","กลับบ้านเพื่อขอกำลังเสริม!"
"TID_ARMY_FULL","กองทัพเต็ม"
"TID_TRAINING_FULL","คิวเต็มแล้ว!"
"TID_ALLIANCE_DATA_FAILED_GENERIC","ไม่สามารถโหลดข้อมูลแคลนได้\n\nโปรดลองอีกครั้งในภายหลัง"
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","ไม่พบแคลน"
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","ไม่สามารถโหลดข้อมูลแคลนได้\n\nโปรดลองอีกครั้งในภายหลัง"
"TID_ALLIANCE_DATA_FAILED_DELETED","แคลนนี้ถูกลบแล้วและไม่สามารถโหลดได้"
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","บริจาคทันที:"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","บริจาคตอนนี้!"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","กลับ"
"TID_TRAINING_SCREEN_QUEUE","คิว"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY_ALL","กองทัพของท่านพร้อมเข้าสู่การรบแล้ว!"
"TID_LOCAL_NOTIFICATION_TRAINING_HAS_STOPPED","การฝึกกองทัพเสร็จสิ้นแล้ว!"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","ข้อมูลเพิ่มเติม"
"TID_VS","vs"
"TID_COPY_ACTION_BUTTON","คัดลอก"
"TID_PASTE_ACTION_BUTTON","วาง"
"TID_COPIED_TO_DEVICE_CLIPBOARD","แท็กได้คัดลอกไปยังคลิปบอร์ดของอุปกรณ์แล้ว!"
"TID_NOTHING_TO_PASTE","ไม่มีอะไรให้วาง"
"TID_RECORDING_CANT_GO_HOME","ไม่สามารถกลับบ้านได้ ท่านต้องหยุดบันทึกก่อน!"
"TID_RECORDING_CANT_GO_MAP","ไม่สามารถไปยังแผนที่สงครามได้ ท่านต้องหยุดบันทึกก่อน!"
"TID_TRAIN_TROOPS_QUEUE_SIZE","ฝึกกองกำลัง: <num>/<max>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","ปรุงอาคม: <num>/<max>"
"TID_TRAINING_QUEUE_IS_EMPTY","คิวการฝึกว่าง"
"TID_SPELL_QUEUE_IS_EMPTY","คิวอาคมว่าง"
"TID_DUPLICATE_SPELL","อาคมลอกเลียน"
"TID_DUPLICATE_SPELL_INFO","เปลี่ยนอาคมนี้เป็นกองทัพที่โผล่ขึ้นมา!\n\nอาคมลอกเลียนจะสร้างวงแหวนแห่งการกำเนิดที่จะก่อให้เกิดร่างคัดลอกอายุจำกัดของกองกำลังที่ผ่านเข้าไปในวงแหวนนั้น แต่จะเกิดได้ถึงแค่จำนวนเท่ากับพื้นที่สูงสุดของที่อยู่กองกำลังเท่านั้น"
"TID_SPELL_DUPLICATE_HOUSING","ปริมาณการคัดลอก: <number>"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","แคลนนี้ไม่เคยไปสงคราม!"
"TID_WAR_STATS_TITLE","สถิติสงคราม"
"TID_WAR_STATS_WINS","ชนะ:"
"TID_WAR_STATS_LOSSES","แพ้:"
"TID_WAR_STATS_TIES","เสมอ:"
"TID_WAR_STATS_TOTAL","รวม:"
"TID_AVATAR_MESSAGE_GEM_DONATION","ท่านได้รับบริจาคอัญมณี กดรับเพื่อรับมัน"
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","รับ"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","รับไปแล้ว"
"TID_TRAP_EJECT_HOUSING","ความจุสปริง: <number>"
"TID_SPRING_SIZE_FOR_UNIT","น้ำหนักสปริง:"
"TID_MAINTENANCE_UPDATE_TITLE","การอัปเดตกำลังจะมา!"
"TID_MAINTENANCE_UPDATE_TEXT","Clash of Clans กำลังอัปเดตเป็นเวอร์ชั่นล่าสุด ซึ่งมีกองกำลังใหม่เอี่ยมและอื่นๆ อีกมากมาย!"
"TID_MAINTENANCE_NORMAL_TITLE","ปิดปรับปรุง"
"TID_MAINTENANCE_NORMAL_TEXT","ระหว่างรอ เล่น Clash Royale สักรอบสิ"
"TID_MAINTENANCE_ESTIMATED_LONG","โปรดลองอีกครั้งในอีกไม่กี่ชั่วโมง"
"TID_MAINTENANCE_ESTIMATED_TWO_HOURS","โปรดลองอีกครั้งในอีกสองสามชั่วโมง"
"TID_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","โปรดลองอีกครั้งในอีกประมาณชั่วโมงครึ่ง"
"TID_MAINTENANCE_ESTIMATED_HOUR","โปรดลองอีกครั้งในอีกประมาณหนึ่งชั่วโมง"
"TID_MAINTENANCE_ESTIMATED_MINUTES","โปรดลองอีกครั้งในอีกประมาณ <value> นาที"
"TID_MAINTENANCE_ESTIMATED_SOON","โปรดลองอีกครั้งในอีกไม่กี่นาที"
"TID_MAINTENANCE_ESTIMATED_UNKNOWN","โปรดลองอีกครั้งในภายหลัง"
"TID_CHALLENGE_CHOOSE_LAYOUT","เลือกผัง"
"TID_FRIENDLY_WAR_CHOOSE_LAYOUT","เลือกผัง"
"TID_CREATE_SKELETONS_SPELL","อาคมโครงกระดูก"
"TID_CREATE_SKELETONS_SPELL_INFO","อัญเชิญกองทัพโครงกระดูกได้ทุกที่บนสนามรบ!\n\nวางดาบเพิ่มเติมสักหน่อยในตำแหน่งและเวลาที่ท่านต้องการใช้ที่สุด โครงกระดูกจะไม่ทำให้กับดักทำงาน"
"TID_ALLIANCE_CREATE_SHOW_LOG","บันทึกสงครามสาธารณะ"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","ได้รับอัญมณี <amount> เม็ด"
"TID_UI_TOP_VIEWERS_TITLE","ผู้ชม:"
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","ปิดโหมดแก้ไขหมู่บ้านก่อน"
"TID_ARMY_USED","กองทัพที่ใช้:"
"TID_NEWS_CHALLENGE_BOOST_TEXT","เตรียมพร้อมรับการอัปเดต พร้อมการบูสต์ทรัพยากรด้วยอัญมณีเม็ดเดียว!"
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","เร็วๆ นี้: คำท้าฉันมิตร!"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• ท้าทายเพื่อนร่วมแคลนให้โจมตีหมู่บ้านท่านเมื่อไหร่ก็ได้\n• โจมตีตามคำท้าฉันมิตรโดยไม่เสียกองทัพของท่านไป\n• แบ่งปันผลลัพธ์ การรีเพลย์ และแม้แต่สร้างการแข่งขันแคลน"
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","เรียนรู้เพิ่มเติม"
"TID_CHALLENGE_FAIL_SERVER","ไม่สามารถเริ่มการท้าได้ โปรดลองอีกครั้ง!"
"TID_VS_ATTACK_CONFIRM_INFO","ขอให้แน่ใจว่าท่านพร้อมก่อนเริ่มการท้าฉันมิตร!"
"TID_SPELL_SUMMON_TROOP_COUNT","จำนวน <name>: <number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","ความเสียหายโบนัสจากความคลั่ง:"
"TID_BABY_DRAGON","มังกรน้อย"
"TID_BABY_DRAGON_INFO","มังกรไฟตัวน้อยเพิ่งฟักนี้ขี้อายเวลาอยู่ใกล้ๆ หน่วยอากาศอื่นๆ แต่ถ้าปล่อยให้อยู่เดี่ยวๆ มันจะอาละวาด! เวลาที่ไม่ได้อยู่ใกล้หน่วยอากาศอื่น มังกรน้อยจะคลุ้มคลั่งและได้รับโบนัสความเสียหายและความเร็วในการโจมตี"
"TID_MINER","คนงานเหมือง"
"TID_MINER_INFO","นักขุดจอมซ่อนพวกนี้จะขุดโพรงลงใต้ดิน ผ่านกำแพง แล้วโผล่มาแถวเป้าหมายของพวกเขาพอดี เมื่ออยู่ใต้ดิน คนงานเหมืองจะไม่ได้รับความเสียหายและจะไม่ทำให้กับดักทำงาน แต่ยังได้รับโบนัสต่างๆ จากอาคม"
"TID_CHALLENGE_CANCELLED","การท้าไม่สามารถใช้ได้อีกแล้ว!"
"TID_SCOUT_BUTTON","สอดแนม"
"TID_TOP_HUD_FRIENDLY_BATTLE","การท้าฉันมิตร"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","ชมสด"
"TID_NEWS_MAYTROOPS_TITLE","กองกำลังใหม่!"
"TID_NEWS_MAYTROOPS_TEXT","กองกำลังใหม่ของศาลากลาง 10: คนงานเหมือง\n• คนงานเหมืองขุดโพรงลงใต้ดิน ใต้กำแพง แล้วโผล่มาใกล้เป้าหมายของพวกเขา\n• คนงานเหมืองจะไม่ได้รับความเสียหายใต้ดินและจะไม่ทำให้กับดักทำงาน\n• ฝึกคนงานเหมืองได้ในโรงทหารใหม่เลเวล 12\n\nกองกำลังใหม่ของศาลากลาง 9: มังกร"
"TID_NEWS_MAYSPELLS_TITLE","อาคมใหม่!"
