"TID","NL"
"TID_ERROR_BOOKMARKS_FULL","Je hebt teveel bladwijzers! Verwijder een bladwijzer om een nieuwe te kunnen toevoegen."
"TID_CHANGE_NAME_ALREADY_USED","Je kunt je naam niet wijzigen! Je hebt je eenmalige naamswijziging al gebruikt voor dit account."
"TID_CHANGE_NAME_BUTTON","Naam wijzigen"
"TID_CHANGE_NAME_TITLE","Naam wijzigen"
"TID_SETTINGS_PLAYERNAME_CURRENT","Huidige naam:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Voer nieuwe naam in:"
"TID_CONTINUE","Doorgaan"
"TID_NAMECHANGE_WARNING","LET OP: je kunt je naam maar ÉÉN keer wijzigen!"
"TID_CONFIRM","Bevestigen"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Voer je nieuwe naam opnieuw in:"
"TID_NAME_ALREADY_CHANGED","Je kunt je naam maar één keer wijzigen."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Een naamswijziging is beschikbaar vanaf stadhuislevel <level>"
"TID_BOOKMARKS_NOT_LOADED_YET","Bladwijzers laden mislukt. Probeer het later opnieuw."
"TID_ALLIANCE_UNAVAILABLE","Claninformatie niet beschikbaar"
"TID_BOOKMARK_ADDED","Bladwijzer toegevoegd"
"TID_BOOKMARK_REMOVED","Bladwijzer verwijderd"
"TID_BOOKMARKS_FULL","Bladwijzers vol"
"TID_NAME_CHANGE_ALREADY_USED","Je hebt je naam al een keer gewijzigd"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Weet je zeker dat je je naam wilt wijzigen?\nJe nieuwe naam wordt:"
"TID_ERROR_NAMES_DONT_MATCH","De namen stemmen niet overeen. Probeer het opnieuw."
"TID_BUTTON_ROTATE","Draaien"
"TID_NAME_CHANGED_SUCCESS","Je naam is gewijzigd!"
"TID_NAME_CHANGE_IN_PROGRESS","Je kunt je naam niet wijzigen. De vorige naamswijziging is nog aan de gang."
"TID_PLAYER_TAG","Speler-ID"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Bevestig dat je wilt aanvallen"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Aanvallen"
"TID_WAR_ATTACK_CONFIRM_TITLE","Nu aanvallen?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Troepen: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Spreuken: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Troepen en spreuken in clankasteel: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Clankasteeltroepen: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Helden: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Weet je het zeker? Als je doorgaat, gebruik je een van je resterende oorlogsaanvallen."
"TID_AIR_BLASTER","Windmachine"
"TID_AIR_BLASTER_INFO","Windmachines zijn heer en meester in de lucht waar zij met hevige windvlagen vliegende vijanden terugdringen. Windmachines kunnen maar één kant op wijzen, dus draai ze om ze optimaal te gebruiken!"
"TID_STREAM_EVENT_CHANGED_SETTINGS","heeft claninstellingen bijgewerkt"
"TID_KNOCKBACK","Duwkracht: <number> tegels"
"TID_SETTINGS_CLAN_CHAT_FILTER","Filter voor clanchat"
"TID_INFO_SPELL_STORAGE","Spreukenopslag:"
"TID_BUILDING_MINI_SPELL_FACTORY","Duistere-spreukenfabriek"
"TID_MINI_SPELL_FACTORY_INFO","Alleen de meest briljante of roekeloze meestertovenaars wagen zich aan brouwsels van duister elixir. Duistere spreuken vereisen een hoge mate van expertise, maar bieden unieke tactische voordelen."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Het brouwen van duistere spreuken <multiplier>x versnellen gedurende <time>?"
"TID_LEAGUE_CHAMPION1","Kampioensdivisie I"
"TID_LEAGUE_CHAMPION2","Kampioensdivisie II"
"TID_LEAGUE_CHAMPION3","Kampioensdivisie III"
"TID_LEAGUE_CHAMPION1_SHORT","Kampioen I"
"TID_LEAGUE_CHAMPION2_SHORT","Kampioen II"
"TID_LEAGUE_CHAMPION3_SHORT","Kampioen III"
"TID_LEAGUE_HERO","Titanen"
"TID_LEAGUE_HERO1","Titanendivisie I"
"TID_LEAGUE_HERO2","Titanendivisie II"
"TID_LEAGUE_HERO3","Titanendivisie III"
"TID_LEAGUE_HERO1_SHORT","Titanen I"
"TID_LEAGUE_HERO2_SHORT","Titanen II"
"TID_LEAGUE_HERO3_SHORT","Titanen III"
"TID_LEAGUE_LEGENDARY","Legendarische divisie"
"TID_LEAGUE_LEGENDARY_SHORT","Legendarisch"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Alle grondstofopslagcentra zijn immuun voor schade door spreuken!"
"TID_STORAGES_SPELL_IMMUNITY","Alle grondstofopslagcentra zijn immuun voor schade door spreuken!"
"TID_POPUP_ARMY_OVERVIEW","Legeroverzicht"
"TID_SPEEDUP","Haastspreuk"
"TID_SPEEDUP_INFO","Geef zelfs je zwaarste eenheden extra snelheid!\n\nHaastspreuken veroorzaken geen extra schade zoals woedespreuken, maar geven de verplaatsingssnelheid wél een flinke oppepper. Ze nemen ook minder opslagruimte in beslag, zodat je er meer mee de strijd in kunt nemen!"
"TID_HINT_SPELL_SPEEDUP","Haastspreuken zijn prima geschikt voor troepen die veel schade veroorzaken, maar zich langzaam verplaatsen, zoals ballonnen en P.E.K.K.A."
"TID_EARTHQUAKE","Aardbevingsspreuk"
"TID_EARTHQUAKE_INFO","Verzwak muren en gebouwen met verwoestende aardbevingen!\n\nAardbevingsspreuken beschadigen gebouwen op basis van hun maximale aantal levenspunten. Herhaalde aardbevingsspreuken veroorzaken minder schade aan dezelfde gebouwen, maar meer schade aan dezelfde muren. Geen enkele muur kan de destructieve kracht van vier aardbevingsspreuken weerstaan!"
"TID_HINT_SPELL_EARTHQUAKE1","Aardbevingsspreuken kunnen dicht naast elkaar gebouwde gebouwen met hoge levenspunten flink beschadigen."
"TID_HINT_SPELL_EARTHQUAKE2","Herhaalde aardbevingsspreuken veroorzaken minder schade aan gebouwen die al eerder door een aardbevingsspreuk zijn beschadigd."
"TID_POISON_CLOUD","Gifspreuk"
"TID_POISON_CLOUD_INFO","Met dit dodelijke gif is je leger enorm in het voordeel ten opzichte van vijandelijke troepen!\n\nVerdedigingstroepen die in de giftige wolk van een gifspreuk terechtkomen, vallen langzamer aan en lopen gaandeweg steeds meer schade op. Gifspreuken hebben geen effect op bouwwerken."
"TID_HINT_SPELL_POISON_CLOUD1","Gifspreuken zijn zeer effectief tegen grote groepen vijandelijke skeletten."
"TID_HINT_SPELL_POISON_CLOUD2","In een gifspreukwolk vecht je leger een stuk effectiever tegen troepen van het clankasteel."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","Je kunt in het menu Instellingen een scheldwoordenfilter activeren voor de clanchat."
"TID_HINT_DARK_SPELLS","Duistere spreuken kunnen minder opslagruimte in beslag nemen dan gewone spreuken, zodat je er meer kunt meenemen!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Brouwcapaciteit: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Beschikbaar op stadhuislevel <number>"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Sluit je aan bij een clan om troepen en spreuken voor je clankasteel te krijgen"
"TID_ARMY_OVERVIEW_HINT_HEROES","Beschikbaar op stadhuislevel <number>"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Gebouwen en muren"
"TID_INFO_TARGET_TYPE_UNITS","Troepen"
"TID_SPELL_DAMAGE_PERCENT","Schade: <number>%"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Toernooi in de legendarische divisie"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Beste spelers van het laatste toernooi:\n(tik hieronder om meer te zien)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Eindigt over:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Legenden van het laatste toernooi:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Als een speler voldoende trofeeën heeft verzameld, wordt na elk toernooi het aantal trofeeën teruggezet naar het begin van de legendarische divisie. De afgetrokken trofeeën worden permanent toegekend als legendarische trofeeën."
"TID_PRESTIGE_TROPHIES","Legendarische trofeeën"
"TID_LEGEND_SEASON_END_INTRO","Gefeliciteerd met je legendarische prestatie!"
"TID_LEGEND_SEASON_END_INFO","Je bent wereldwijd geëindigd op positie <rank>. Deze uitmuntende prestatie is opgenomen in je spelersprofiel zodat iedereen dit kan zien."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","Je bent wereldwijd geëindigd op positie <rank> en hebt <prestige> legendarische trofeeën verdiend. Deze uitmuntende prestatie is opgenomen in je spelersprofiel zodat iedereen dit kan zien."
"TID_LEGEND_SEASON_END_TROPHY_RESET","Je trofeeën zijn teruggezet naar <value> voor de start van het nieuwe toernooi in de legendarische divisie."
"TID_LEGEND_SEASON_INFO","Als je een seizoen in de legendarische divisie voltooit, wordt je eindpositie opgenomen in je profiel!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","Alle legenden worden teruggezet naar <value> trofeeën voor een frisse start aan het begin van elk seizoen. De afgetrokken trofeeën worden toegekend als legendarische trofeeën!"
"TID_PROFILE_BEST_TROHPIES","Beste aller tijden:"
"TID_PROFILE_LEGEND_BEST","Beste: seizoen <month><year>"
"TID_PROFILE_LEGEND_LAST","Vorige: seizoen <month><year>"
"TID_PROFILE_LEGEND_RANK","Rang"
"TID_PROFILE_LEGEND_RANK_INLINE","<value>e plaats"
"TID_BUTTON_EDIT","Leger bewerken"
"TID_MONTH_1","Januari"
"TID_MONTH_2","Februari"
"TID_MONTH_3","Maart"
"TID_MONTH_4","April"
"TID_MONTH_5","Mei"
"TID_MONTH_6","Juni"
"TID_MONTH_7","Juli"
"TID_MONTH_8","Augustus"
"TID_MONTH_9","September"
"TID_MONTH_10","Oktober"
"TID_MONTH_11","November"
"TID_MONTH_12","December"
"TID_SEASON_NAME","Seizoen <month> <year>"
"TID_PROFILE_BEST_WAR_STARS","Gewonnen oorlogssterren:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Niet geplaatst"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Effect x <number>)"
"TID_SETTING_CHANGE_FAILED","Fout bij het wijzigen van deze instelling. Probeer het later opnieuw."
"TID_SLOW_SPEED","Snelheidsafname: <number>%"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Duistere-spreukenfabriek van level <number> vereist"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Hier worden de winnaars van het toernooi in de legendarische divisie vermeld!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Tijdens het laatste toernooi hebben zich geen spelers van de legendarische divisie geplaatst."
"TID_LEGEND_SEASON_END_TIP","OPMERKING: er gelden speciale regels en beloningen aan het einde van het legendarische divisieseizoen!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Legendarische trofeeën zijn het ultieme prestigesymbool. Je kunt ze niet kwijtraken en ze worden na elk seizoen bij elkaar opgeteld."
"TID_NEWS_UPDATE_OTHER_TITLE","Spelbalans"
"TID_NEWS_UPDATE_OTHER_TEXT","* Vriesspreuken hebben nu ook effect op verdedigende luchttroepen\n* Lavahonden kunnen niet langer luchttroepen aanvallen\n* Aanvalstroepen raken nu van verder weg in gevecht met verdedigingstroepen\n* De divisies Titanen III en Titanen II kunnen nu schilden voor 1 week kopen in de winkel"
"TID_REMOVE_ARMY_CONFIRMATION","Bewerken bevestigen?"
"TID_PROFILE_LEGEND","Toernooi in de legendarische divisie"
"TID_PROFILE_LEGEND_PRESTIGE","Legendarische trofeeën"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","De spreuk heeft al het maximumlevel!"
"TID_LEGEND_SEASON_TITLE","Toernooi in de legendarische divisie <month> <year>"
"TID_LEGEND_SEASON_END_PRESTIGE","Verdiende legendarische trofeeën:"
"TID_LEGEND_SEASON_INFO_TEXT","Er gelden speciale regels en beloningen aan het einde van het legendarische divisieseizoen!"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Beslissende factoren bij gelijkspel"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Totale vernietiging <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Totale duur beste aanval"
"TID_BUTTON_GENERATE_CODE","Koppelcode"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","Bekijk de uitleg!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Updaten naar nieuwe versie"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","We updaten het spel naar een nieuwe versie van Clash of Clans. Je dorp is binnenkort klaar. Kom snel weer kijken!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","Dorp laden"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","Dorp laden"
"TID_BUILDING_ARTILLERY","Adelaarsartillerie"
"TID_ARTILLERY_INFO","Het bereik van de adelaarsartillerie is nagenoeg onbeperkt. Deze artillerie vuurt exploderende granaten af op sterke vijanden, maar kan pas actief worden nadat een grote troepenmacht is ingezet."
"TID_BUTTON_GENERATE_CODE_TITLE","Account overzetten"
"TID_BUTTON_GENERATE_CODE_TEXT","Zet je dorp over naar een andere Android App Store. Als je je dorp overzet, zijn je gegevens veilig!"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Gebruik de onderstaande koppelcode om je dorp over te zetten naar een andere Android App Store. Bekijk de uitleg voor meer gedetailleerde instructies!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Je krijgt een koppelcode door in je dorp naar Instellingen - 'Koppel een apparaat' te gaan. Bekijk de uitleg voor meer gedetailleerde instructies!"
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","Haal de officiële Chinese Android-versie van CoC!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Zet je dorp nu over naar een ondersteunde Android App Store om je dorp veilig te stellen, officiële spelersondersteuning en updates te krijgen, en meer!"
"TID_SLOW_SPEED_AND_ATTACK","Langzaam verplaatsen/aanvallen: <number>%"
"TID_WAR_TEAM_TAB_ATTACKS","Aanvallen"
"TID_WAR_TEAM_TAB_DEFENSES","Verdedigingswerken"
"TID_SLOW_ATTACK","Lagere aanvalssnelheid: <number>%"
"TID_MAX_DPS","Max. schade per seconde: <number>"
"TID_NEWS_SPELLS_TITLE","Aangepaste en sterkere spreuken"
"TID_NEWS_SPELLS_TEXT","Bliksemspreuk\n*Een level 7 bliksemspreuk beschadigt zowel gebouwen als troepen\n* Bliksemspreuken van levels 5 en 6 veroorzaken meer schade\n* De schichten van de bliksemspreuk slaan nu dichter bij elkaar in, zodat ze minder vaak missen\n\nGifspreuk\n* Troepen die zich in een gifwolk bevinden, lopen aanvankelijk minder schade op, maar gaandeweg meer\n* Schade van gifspreuken neemt nu enorm toe en blijft voortduren nadat de wolk is opgelost\n* Gifspreuken verminderen nu ook de aanvalssnelheid van verdedigingstroepen\n\nAardbevingspreuk\n* Aardbevingsspreuken veroorzaken veel meer schade, ongeacht het aantal levenspunten van een gebouw\n* Herhaalde aardbevingsspreuken veroorzaken nu minder schade aan dezelfde gebouwen\n* Vier aardbevingsspreuken vernietigen altijd elke willekeurige muur!"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Je hebt toegang tot de voortgang van je dorp door Clash of Clans te installeren en te starten vanuit de <APP_STORE> Android App Store."
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","Troepen doneren:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","Spreuken doneren:"
"TID_ALLIANCE_DONATE_DONATED","Gedoneerde troepen en spreuken:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","Gedoneerde troepen:"
"TID_OBSTACLE_HALLOWEEN2015","Halloweenketel"
"TID_OBSTACLE_HALLOWEEN2016","Griezelige pompoen"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","Meer info"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Contact met ondersteuning opnemen"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Spelersondersteuning"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Er is om een terugbetaling gevraagd voor dit account. Dit verzoek is goedgekeurd op <refundDate>. De terugbetaling vindt plaats via dezelfde betalingsmethode die voor de bestelling werd gebruikt.\n\nEr zijn in totaal <totalRevokedGems> edelstenen afgetrokken van je account, overeenkomstig de waarde van je terugbetaling. Hierdoor kan je edelsteensaldo nu negatief zijn. Je kunt weer een positief saldo krijgen door extra bestellingen te doen en grondstoffen te verzamelen in het spel."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","Er is om terugbetalingen gevraagd voor dit account. Deze verzoeken zijn goedgekeurd op <refundDate>. De terugbetalingen vinden plaats via dezelfde betalingsmethode die voor de bestellingen werd gebruikt.\n\nEr zijn in totaal <totalRevokedGems> edelstenen afgetrokken van je account, overeenkomstig de waarde van je terugbetalingen. Hierdoor kan je edelsteensaldo nu negatief zijn. Je kunt weer een positief saldo krijgen door extra bestellingen te doen en grondstoffen te verzamelen in het spel."
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
"TID_INFO_POP_UP_TOS_PP_TITLE","Belangrijk bericht"
"TID_INFO_POP_UP_TOS_PP_NOTE","Clash of Clans kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Je kunt deze optie uitschakelen via de instellingen van je apparaat. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","Clash of Clans kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Als je deze optie wilt uitschakelen, moet je een wachtwoordbeveiliging inschakelen in je instellingen van de Google Play Store-app. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","Clash of Clans kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_INFO_POP_UP_TOS_PP_BUTTON1","OK"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","Algemene voorwaarden"
"TID_MORE_CLASH_COM","Verken de wereld van Clash op ClashofClans.com"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","Delen is sociaal"
"TID_ACHIEVEMENT_SPELL_DONATION","Doneer spreuken met een spreukenopslagcapaciteit van <number>"
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","Totaal gedoneerde spreukencapaciteit: <value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","Anti-artillerie"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","Vernietig <number> adelaarsartillerie in multiplayergevechten"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","Totaal vernietigde adelaarsartillerie: <value>"
"TID_POPUP_BREAK_SHIELD","Schild verwijderen?"
"TID_POPUP_BREAK_SHIELD_TEXT","Weet je zeker dat je je schild wilt verwijderen? Je krijgt een bepaalde mate van bescherming telkens als een schild eindigt."
"TID_POPUP_BREAK_GUARD","Bescherming verwijderen?"
"TID_POPUP_BREAK_GUARD_TEXT","Zonder bescherming kunnen andere spelers je aanvallen. Weet je zeker dat je je bescherming wilt verwijderen?"
"TID_LOCAL_NOTIFICATION_GUARD_WILL_DISAPPEAR","Chief, onze bescherming loopt bijna af!"
"TID_GUARD_NOT_AVAILABLE","Je kunt geen bescherming kopen als er een schild actief is!"
"TID_GUARD_ON_COOLDOWN","Bescherming nog niet beschikbaar!"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Je kunt niet aanvallen! Het dorp heeft een actieve bescherming."
"TID_GROWTH_AURA_PERCENT","Toename LP: <number>%"
"TID_GROWTH_AURA_MAX","Max. toename LP: <number>"
"TID_BUY_SHIELD_WHILE_GUARDED_TEXT","Weet je zeker dat je een <name> wilt kopen?\n<cff0000>OPMERKING: hierdoor wordt je actieve bescherming verwijderd</c>"
"TID_FAQ_TITLE_GUARD","Wat is een bescherming en hoe werkt deze?"
"TID_FAQ_TEXT_GUARD","Een bescherming voorkomt aanvallen tegen jou, precies zoals een schild. Anders dan bij een schild, kun je andere dorpen aanvallen zonder dat dit van invloed is op je bescherming. Telkens als een schild verloopt, krijg je automatisch een bepaalde mate van bescherming. Hoe hoger je divisie, des te meer bescherming je krijgt! Je kunt ook elke dag extra bescherming kopen in de winkel voor een heel klein aantal edelstenen."
"TID_HINT_GUARD_GAIN","Je krijgt bescherming telkens als je schild verloopt. Dit is een prima moment om aan te vallen!"
"TID_HINT_GUARD_GAIN_TIME","Hoe hoger je divisie, des te meer bescherming je krijgt als je schild verloopt!"
"TID_HINT_GUARD_LOSE","Je kunt aanvallen zonder dat je actieve bescherming vermindert."
"TID_GRAND_WARDEN","Nobele wachter"
"TID_GRAND_WARDEN_INFO","De nobele wachter is een briljant tacticus die krachtige artefacten van onbekende oorsprong weet te gebruiken. Hij maakt de troepen die vijandelijke dorpen aanvallen of je dorp beschermen een stuk sterker."
"TID_HERO_INSTRUCTIONS_WARDEN","Deze doorgewinterde gevechtsgeleerde vecht vanuit de achterhoede van bevriende troepen die hij een boost geeft met zijn levensaura. Als hij verdedigt, neemt hij de vorm aan van een toren. Bij een aanval kan hij over muren lopen of hoog vliegen. Ook zijn de troepen in zijn buurt immuun voor schade, zodra zijn talent Eeuwig boekwerk is ontgrendeld!"
"TID_HERO_AURA_WARDEN_TITLE","Levensaura"
"TID_HERO_AURA_WARDEN_DESC","De mysterieuze artefacten van de wachter stralen constant een aura uit dat de gezondheid bevordert en elk level sterker wordt. Alle bevriende troepen in zijn buurt, of ze nou aanvallen of verdedigen, krijgen extra levenspunten. Ze raken de boost kwijt als ze zich te ver van hem verwijderen!"
"TID_HERO_ABILITY_WARDEN_TITLE","Eeuwig boekwerk"
"TID_HERO_ABILITY_WARDEN_DESC","De wachter ontketent de volle kracht van zijn geheimzinnige boekwerk, waardoor hij en alle bevriende eenheden in de buurt korte tijd volledig immuun zijn voor schade!"
"TID_HINT_ARTILLERY","Een kleine troepenmacht kan een aanval inzetten waarna de adelaarsartillerie kan worden geactiveerd."
"TID_HINT_ARTILLERY2","Een snelle aanval kan de adelaarsartillerie onschadelijk maken voordat deze te veel schade veroorzaakt."
"TID_HINT_ARTILLERY3","Rondom de adelaarsartillerie geldt een grote veilige zone. Zorg dat je meest waardevolle gebouwen zich in deze zone bevinden!"
"TID_HINT_HERO_GRAND_WARDEN","De nobele wachter maakt gebruik van mysterieuze artefacten om troepen in zijn buurt sterker te maken."
"TID_HINT_HERO_GRAND_WARDEN_MODE","Gebruik je een vliegend leger? Probeer dan de luchtstand van de nobele wachter te activeren!"
"TID_HINT_ARTILLERY_TARGET","De adelaarsartillerie richt zich op de sterkste troepen in de groep die het dichtstbij of het grootst is."
"TID_HINT_ARTILLERY_TARGET2","Er verschijnt een richtkruis op de plek waar de granaten van de adelaarsartillerie inslaan."
"TID_HINT_ARTILLERY_TARGET3","Eenheden in de buurt van een artillerie-inslag lopen schade op door de schokgolf."
"TID_POPUP_SHIELD_REMOVAL_REVENGE","De duur van je schild neemt af als je een wraakaanval start. Als de duur minder is dan de aanvalskosten, wordt je schild verwijderd."
"TID_HINT_GUARD","Een actieve bescherming beschermt je tegen aanvallen. Je kunt ook anderen aanvallen zonder dat dit gevolgen heeft voor de bescherming."
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","Onderbreking verlengd"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","Je tijdlimiet voor een persoonlijke onderbreking is niet volledig opnieuw ingesteld, omdat je geen schild hebt gehad toen je de vorige keer een onderbreking had."
"TID_ERROR_POP_UP_PERSONAL_BREAK_FINAL_TITLE","Onderbreking verlengd"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_FINAL","Je tijdlimiet voor een persoonlijke onderbreking was verlengd, maar wordt nu opnieuw ingesteld. Zorg ervoor dat je stadhuis is beschermd en probeer het aantal trofeeën te verhogen om dit in de toekomst te voorkomen."
"TID_ERROR_POP_UP_PERSONAL_BREAK_MULTIPLE_FINAL","Je tijdlimiet voor een persoonlijke onderbreking is een aantal keren verlengd, maar wordt nu opnieuw ingesteld. Zorg ervoor dat je stadhuis is beschermd en probeer het aantal trofeeën te verhogen om dit in de toekomst te voorkomen."
"TID_DAMAGE_PER_HIT","Schade per treffer: <number>"
"TID_SHOCKWAVE_DAMAGE","Schade door schokgolf: <number>"
"TID_DIE_DAMAGE","Schade wanneer vernietigd: <number>"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TITLE","Een van de grootste updates voor Clash ooit!"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TEXT","• Het stadhuis van level 11 verschijnt op het strijdtoneel! BOEM!\n• De nobele wachter en de adelaarsartillerie: de meest krachtige en strategische toevoegingen ooit!\n• Nieuwe troepenlevels, verdedigingslevels en clandonatie van spreuken\n• Val aan met bescherming wanneer je wilt, maar zorg dat je stadhuis veilig is!\n• Bescherm je speelsessies als het schild verlopen is, zodat je nooit meer wordt overrompeld door een aanval.\n• Kobolden die jacht maken op stadhuizen, grotere divisiebonussen, trofeekansen en nog veel meer!"
"TID_NEWS_TH11_UPDATE_TH11_TITLE","Ga voor een stadhuis van level 11"
"TID_NEWS_TH11_UPDATE_TH11_TEXT","• Ervaar het hoogste, sterkste en meest uitdagende stadhuislevel ooit: level 11!\n• De nieuwe held bij een stadhuis van level 11, de nobele wachter, maakt legers zo goed als onstuitbaar!\n• De nieuwe adelaarsartillerie bij een stadhuis van level 11 verdedigt op een verwoestende manier\n• Meer verdedigingswerken, zoals een extra kanon, boogschuttertoren, tovenaarstoren en X-boog!\n• Nieuwe levels voor gunsteling, heks, tovenaarstoren en meer met een stadhuis van level 11!"
"TID_NEWS_TH11_UPDATE_HERO_TITLE","De nobele wachter: de nieuwste held van je leger"
"TID_NEWS_TH11_UPDATE_HERO_TEXT","• Maak gebruik van krachtige nieuwe gevechtstactieken door je troepen een boost te geven en te beschermen\n• De nobele wachter maakt alle troepen in zijn buurt sterker en zorgt dat ze tijdelijk onoverwinnelijk worden!\n• Hij springt, hij vliegt... zet de nobele wachter in bij elke strategie en geef je leger glans"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TITLE","Adelaarsartillerie: de slapende schildwacht"
