"Name","Buildings","BuildingX","BuildingY","BuildingAltMode","Character","CharacterTimeMS","CharacterX","CharacterY","CharacterDefense","CharacterMaster","CharacterItem","CharacterAbilityTimeMS","Spell","SpellX","SpellY","SpellTimeMS","CameraScale","CameraOffsetX","CameraOffsetY","VillagersCount","ShouldRestart"
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroRoyalChampion","Archer Tower",24,24,,"<selected>",100,18,15,,,,,,,,,75,-250,-250,,
,"Air Blaster",21,24,,"Wizard",10000,15,22,,,,,,,,,,,,,
,"Air Blaster",24,21,,"Wizard",10500,15,25,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Gold Storage",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroRoyalChampionLVL5","Archer Tower",24,24,,"<selected>",100,18,15,,,,5000,,,,,75,-250,-250,,
,"Cannon",21,24,,,,,,,,,,,,,,,,,,
,"Air Blaster",24,21,,,,,,,,,,,,,,,,,,
,"Air Defense",21,21,,,,,,,,,,,,,,,,,,
,"Barrack",18,21,,,,,,,,,,,,,,,,,,
,"Air Defense",18,24,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,20,,,,,,,,,,,,,,,,,,
,"Wall",19,20,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroGrandWarden","Hero Altar Grand Warden",24,24,,"<selected>",100,16,12,,,,,,,,,60,-320,-450,,
,"Dark Elixir Barrack",21,21,,"Boar Rider",6000,21,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6500,21,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7000,21,14,,,,,,,,,,,,,
,"Wall",21,17,,"Boar Rider",7500,21,14,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroGrandWardenAir","Hero Altar Grand Warden",24,24,,"<selected>",100,19,12,,,,,,,,,60,-320,-450,,
,"Dark Elixir Barrack",21,21,,"Balloon",6000,23,14,,,,,,,,,,,,,
,"Cannon",18,24,,"Balloon",6500,23,14,,,,,,,,,,,,,
,"Cannon",24,21,,"Balloon",7000,23,14,,,,,,,,,,,,,
,"Wall",17,17,,"Balloon",7500,23,14,,,,,,,,,,,,,
,"Wall",21,17,,"Balloon",8000,23,14,,,,,,,,,,,,,
,"Wall",22,17,,"Balloon",8500,23,14,,,,,,,,,,,,,
,"Wall",23,17,,"Balloon",9000,23,14,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroGrandWardenLVL5","Hero Altar Grand Warden",24,24,,"<selected>",100,16,12,,,,7500,,,,,60,-320,-450,,
,"Dark Elixir Barrack",21,24,,"Boar Rider",6000,22,14,,,,,,,,,,,,,
,"Gold Mine",18,21,,"Boar Rider",6300,22,14,,,,,,,,,,,,,
,"Air Defense",18,24,,"Boar Rider",6600,22,14,,,,,,,,,,,,,
,"Superbomb",21,20,,"Boar Rider",6900,22,14,,,,,,,,,,,,,
,"Wall",17,17,,"Boar Rider",7200,22,14,,,,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroGrandWardenLVL5Air","Hero Altar Grand Warden",24,24,,"<selected>",100,19,12,,,,8000,,,,,60,-320,-450,,
,"Gold Storage",21,21,,"Balloon",6000,23,14,,,,,,,,,,,,,
,"Cannon",18,24,,"Balloon",6300,23,14,,,,,,,,,,,,,
,"Cannon",24,21,,"Balloon",6600,23,14,,,,,,,,,,,,,
,"AirTrap",25,20,,"Balloon",6900,23,14,,,,,,,,,,,,,
,"AirTrap",25,19,,"Balloon",7200,23,14,,,,,,,,,,,,,
,"Wall",17,17,,"Balloon",7500,23,14,,,,,,,,,,,,,
,"Wall",21,17,,"Balloon",7800,23,14,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",17,21,,,,,,,,,,,,,,,,,,
,"Wall",17,22,,,,,,,,,,,,,,,,,,
,"Wall",17,23,,,,,,,,,,,,,,,,,,
,"Wall",17,24,,,,,,,,,,,,,,,,,,
,"Wall",17,25,,,,,,,,,,,,,,,,,,
,"Wall",17,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",18,17,,,,,,,,,,,,,,,,,,
,"Wall",19,17,,,,,,,,,,,,,,,,,,
,"Wall",20,17,,,,,,,,,,,,,,,,,,
,"Wall",19,27,,,,,,,,,,,,,,,,,,
,"Wall",18,27,,,,,,,,,,,,,,,,,,
,"Wall",17,27,,,,,,,,,,,,,,,,,,
,"Wall",17,20,,,,,,,,,,,,,,,,,,
,"Wall",17,19,,,,,,,,,,,,,,,,,,
,"Wall",17,18,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",27,19,,,,,,,,,,,,,,,,,,
,"Wall",27,18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet","Cannon",24,24,,"<selected>",100,24,21,,"Barbarian King",,,,,,,100,-150,-330,,
,"Wall",23,23,,,,,,,,,,,,,,,,,,
,"Wall",23,24,,,,,,,,,,,,,,,,,,
,"Wall",23,25,,,,,,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"DefenseSpellTower1","<selected>",24,24,,"PEKKA",500,33,33,,,,,,,,,90,50,50,,
,"Bow",24,27,,"Barbarian",2000,34,32,,,,,,,,,,,,,
,"Bow",27,24,,"Barbarian",2500,32,34,,,,,,,,,,,,,
,"Gold Storage",27,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"DefenseSpellTower2","<selected>",24,24,,"PEKKA",500,33,33,,,,,,,,,90,50,50,,
,"Bow",24,27,,,,,,,,,,,,,,,,,,
,"Bow",27,24,,,,,,,,,,,,,,,,,,
,"Gold Storage",27,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"DefenseSpellTower3","<selected>",24,24,,"PEKKA",500,31,26,,,,,,,,,90,0,0,,
,"Bow",24,27,,,,,,,,,,,,,,,,,,
,"Bow",27,24,,,,,,,,,,,,,,,,,,
,"Gold Storage",28,28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet1","Air Defense",24,24,,"<selected>",100,20,16,,"Barbarian King",,,,,,,80,-200,-250,,
,"Gold Storage",21,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,21,,,,,,,,,,,,,,,,,,
,"Archer Tower",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet2","Archer Tower",24,24,,"<selected>",100,20,16,,"Barbarian King",,,,,,,80,-200,-250,,
,"Gold Storage",21,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,21,,,,,,,,,,,,,,,,,,
,"Archer Tower",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet3","Cannon",24,24,,"<selected>",100,20,18,,"Barbarian King",,,,,,,80,-200,-250,,
,"Gold Mine",24,28,,,,,,,,,,,,,,,,,,
,"Wall",23,23,,,,,,,,,,,,,,,,,,
,"Wall",23,24,,,,,,,,,,,,,,,,,,
,"Wall",23,25,,,,,,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",23,28,,,,,,,,,,,,,,,,,,
,"Wall",23,29,,,,,,,,,,,,,,,,,,
,"Wall",23,30,,,,,,,,,,,,,,,,,,
,"Wall",23,31,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",27,28,,,,,,,,,,,,,,,,,,
,"Wall",27,29,,,,,,,,,,,,,,,,,,
,"Wall",27,30,,,,,,,,,,,,,,,,,,
,"Wall",27,31,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",24,31,,,,,,,,,,,,,,,,,,
,"Wall",25,31,,,,,,,,,,,,,,,,,,
,"Wall",26,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet4","Hero Altar Barbarian King",24,24,,"<selected>",100,20,16,,"Barbarian King",,,,,,,80,-200,-250,,
,"Gold Mine",21,24,,"Barbarian King",,24,24,"TRUE",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Pet5","Dark Tower",24,24,,"<selected>",100,22,18,,"Barbarian King",,,,,,,80,-200,-250,,
,"Monolith",21,24,,,,,,,,,,,,,,,,,,
,"Dark Tower",21,27,"TRUE",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"ClanCastle","<selected>",24,24,,"Archer",1000,27,25,"TRUE",,,,,,,100,80,150,80,,
,,,,,"Archer",1300,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",1600,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",1900,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",2100,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",2400,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",2700,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",3000,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",3300,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Archer",3600,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Giant",1000,32,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"ClanCastleTH7","<selected>",24,24,,"Dragon",1000,27,25,"TRUE",,,,,,,100,80,150,80,,
,,,,,"Giant",1000,32,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"ClanCastleTH11","<selected>",24,24,,"Dragon",1000,27,25,"TRUE",,,,,,,100,80,150,80,,
,,,,,"Warlock",1000,32,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"WallWrecker","Town Hall",22,23,,"<selected>",100,25,13,,,,,,,,,60,-250,-450,,
,"Barrack",23,18,,"PEKKA",,,,,"Siege Machine Ram",,,,,,,,,,,
,"Wall",20,17,,"PEKKA",,,,,"Siege Machine Ram",,,,,,,,,,,
,"Wall",21,17,,,,,,,,,,,,,,,,,,
,"Wall",22,17,,,,,,,,,,,,,,,,,,
,"Wall",23,17,,,,,,,,,,,,,,,,,,
,"Wall",24,17,,,,,,,,,,,,,,,,,,
,"Wall",25,17,,,,,,,,,,,,,,,,,,
,"Wall",26,17,,,,,,,,,,,,,,,,,,
,"Wall",27,17,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
