"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","RotateEmitter","Effect","RotateEffect","SpawnEffect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","MaxTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings","ReturningProjectile","RetargetRadius","RetargetTimer","3D","DepthBiasFront","DepthBiasBack","HasBunkerTroops","HitsGroundAndAir"
"YetimiteJump4","sc/chr_yeti.sc","yetimite_lvl4_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",100,,0,"false","false",120,0,0,0,0,"Yetimite Die",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirTrapBalloon_lvl6","sc/buildings.sc","air_trap_projectile_lvl6","false",0,,"false",,"false",,250,0,20,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"magic_archer_projectile","sc/chr_super_archer.sc","superArcher_projectile","false",0,"magic_arrow_trail","false",,"false",,1400,30,25,"false",,,"false","false","true","false","false","true",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Headhunter_Card_lvl1","sc/chr_headhunter.sc","card_lvl1","false",0,"card_trail_glow1","false",,"false",,1400,30,40,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Headhunter_Card_lvl2","sc/chr_headhunter.sc","card_lvl1","false",0,"card_trail_glow2","false",,"false",,1400,30,40,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Headhunter_Card_lvl3","sc/chr_headhunter.sc","card_lvl1","false",0,"card_trail_glow3","false",,"false",,1400,30,40,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"super_gargoyle_projectile","sc/chr_super_minion.sc","minion_rocket","false",0,"super_minion_missile_traile_emitter","false",,"false",,400,140,40,"true","sc/chr_super_minion.sc","gargoyle_arrow_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"super_gargoyle_projectile_big","sc/chr_super_minion.sc","minion_rocket_big","false",0,"mortar_lvl8_trail_emitter","false",,"false",,600,140,40,"true","sc/chr_super_minion.sc","gargoyle_arrow_shadow","false","false","true","false","false","false",100,,0,"false","false",250,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"RollingLog","sc/characters.sc","log_lvl1_run1","false",18,"trollBoulder_dust_emitter_lvl1","false",,"false",,420,0,100,"false","sc/buildings.sc","shadow_trollBoulder","false","false","false","false","false","true",100,,0,"false","true",0,0,0,0,0,"Log Die",,0,0,"false",0,0,"false","false",30,4,"false",0,0,,0,0,,
"icy_tinyhound_projectile","sc/characters.sc","tiny_icehound_projectile","false",0,,"false",,"false",,300,150,5,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"SuperBowlerProjectile","sc/buildings.sc","super_boulder","false",6,"trollBoulder_dust_emitter_lvl2","false",,"false",,475,120,40,"true","sc/buildings.sc","shadow_trollBoulder","false","false","false","false","false","true",140,,0,"false","false",100,3,0,0,0,"trollBoulder_destroyed","suptrollBoulder_bounce",0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"SuperDragonProjectile","sc/buildings.sc","Flamer_projectile_1","false",0,"Super_dragon_trail","false",,"false",,480,120,40,"false",,,"false","false","true","false","true","false",120,,0,"false","true",0,0,0,0,0,,,100,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Nail Ammo","sc/buildings.sc","nail_ammo","false",0,,"false",,"false",,1800,160,100,"true",,,"false","false","true","false","false","true",100,,0,"false","false",50,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Nail Ammo 2","sc/buildings.sc","nail_ammo_2","false",0,,"false",,"false",,1800,160,100,"true",,,"false","false","true","false","false","true",100,,0,"false","false",50,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DragonRiderProjectile","sc/buildings.sc","dragon_rider_ammo_01","false",0,"dragon_rider_projectile_fire_trail","false",,"false",,960,107,80,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DragonRiderProjectile 2","sc/buildings.sc","dragon_rider_ammo_02","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,960,107,80,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DragonRiderProjectile 3","sc/buildings.sc","dragon_rider_ammo_03","false",0,"dragon_rider_projectile_fire_trail_03","false",,"false",,960,107,80,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"UnicornHealEnergy","sc/buildings.sc","dummy_particle","false",0,"unicorn_projectile_trail","false",,"false",,1200,80,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirTrapBalloon_lvl8","sc/buildings.sc","air_trap_projectile_lvl8","false",0,,"false",,"false",,250,0,20,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireCatapultProjectile1","sc/chr_siege_machine_catapult.sc","firespirit_projectile1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,500,120,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"FireSpiritExplosion",1,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"FireCatapultProjectile2","sc/chr_siege_machine_catapult.sc","firespirit_projectile1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,500,120,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"FireSpiritExplosion",2,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"FireCatapultProjectile3","sc/chr_siege_machine_catapult.sc","firespirit_projectile1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,500,120,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"FireSpiritExplosion",3,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"FireCatapultProjectile4","sc/chr_siege_machine_catapult.sc","firespirit_projectile1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,500,120,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"FireSpiritExplosion",4,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"PhoenixResurrect","sc/buildings.sc","resurrect_particle","false",0,"Super_dragon_trail","false",,"false",,1600,50,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",120,,0,"false","false",0,0,500,0,0,"Phoenix_resurrect",,0,0,"true",0,0,"false","false",0,0,"false",0,0,,0,0,,
"fireIguanaProto","sc/buildings.sc","poison_lizard_ammo","false",0,,"false",,"false",,2500,20,40,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"SpellTowerPoisonProjectile","sc/buildings.sc","spell_bottle_poison","false",0,"Toxic_skull","false",,"false",,100,146,0,"true","sc/buildings.sc",,"false","false","false","false","false","true",100,"PoisonST",1,"true","true",300,4,800,0,0,"Elixir Storage Destroyed",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"SpellTowerRageProjectile","sc/buildings.sc","spell_bottle_rage","false",0,"rage_smokeRing5","false",,"false",,500,170,0,"true","sc/buildings.sc",,"false","false","false","false","false","true",100,"RageST",1,"true","true",300,4,800,0,0,"Elixir Storage Destroyed",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"SpellTowerInvisibilityProjectile","sc/buildings.sc","spell_bottle_invisibility","false",0,,"false",,"false",,100,110,0,"true","sc/buildings.sc",,"false","false","false","false","false","false",100,"InvisibilityST",1,"true","true",300,4,800,0,0,"Elixir Storage Destroyed",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"MonolithProjectileMin","sc/buildings.sc","monolith_projectile_min","true",0,,"false","MonolithProjectilTrailMinEffect","true","MonolithAtkMin",2200,220,60,"false",,,"false","false","true","true","true","true",100,,0,"false","false",0,0,0,0,0,"MonolithHitMin",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"MonolithProjectileMed","sc/buildings.sc","monolith_projectile_med","true",0,,"true","MonolithProjectilTrailMedEffect","true","MonolithAtkMed",2200,220,60,"false",,,"false","false","true","true","true","true",150,,0,"false","false",0,0,0,0,0,"MonolithHitMed",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"MonolithProjectileMax","sc/buildings.sc","monolith_projectile_max","true",0,,"true","MonolithProjectilTrailMaxEffect","true","MonolithAtkMax",2200,220,60,"false",,,"false","false","true","true","true","true",200,,0,"false","false",0,0,0,0,0,"MonolithHitMax",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"PhoenixProjectile","sc/buildings.sc","Phoenix_projectile","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,0,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,,0,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","true",0,0,"false",0,0,,0,0,,
"Frosty_projectile","sc/buildings.sc","frosty_snowball","true",0,"frosty_trail_emitter","false",,"false",,900,20,60,"false",,,"false","false","true","false","false","false",90,,0,"false","false",0,0,0,0,0,,,0,50,"false",0,0,"false","true",0,0,"false",0,0,,0,0,,
"FrostmiteJump","sc/chr_frostmite.sc","frostmite_lvl1_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",130,,0,"false","false",120,0,0,0,0,"Frostmite Splat",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Rapidfire arrow lvl7","sc/buildings.sc","rapidfire_arrow_ammo_lvl7","false",0,,"false",,"false",,2500,97,0,"false","sc/buildings.sc","bolt_projectile_shadow","true","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannonball16","sc/buildings.sc","basic_turret_ammo16","false",0,"Spark Trail B","false",,"false",,1200,75,76,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"RamRiderProjectile","sc/chr_ram_rider.sc","ram_rider_projectile","false",0,,"false",,"false",,900,15,40,"true",,,"false","false","true","false","false","true",100,,0,"false","false",40,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"BomberBouncingBombProjectile","sc/chr_b_skeleton.sc","bb_bomber_megabomb_projectile_1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,450,100,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","true",130,,0,"false","false",150,3,0,0,0,"Artillery Hit","Bomb Exposion",0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile1","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",1,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile2","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",2,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile3","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",3,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile4","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",4,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile5","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",5,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile6","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",6,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile7","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",7,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon Cart Mortar Mode Projectile8","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",120,"Cannon Cart Mortar Mode Splash",8,"false","true",0,0,2200,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"BattleCopterBombProjectile","sc/characters.sc","projectile_battle_copter_bomb","false",0,,"false",,"false",,900,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"BattleCopterProjectile","sc/buildings.sc","dragon_rider_ammo_01","false",0,"battle_copter_projectile_trail","false",,"false",,960,107,100,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"ApprenticeWarden_small","sc/chr_apprentice_warden.sc","apprentice_warden_projectile","false",0,"Apprentice_Warden_projectile1_Trail","false",,"false",,1400,45,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"ApprenticeWarden_small2","sc/chr_apprentice_warden.sc","apprentice_warden_projectile_lvl3","false",0,"Apprentice_Warden_projectile2_Trail","false",,"false",,1400,45,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"JumpingRiderProjectile1","sc/chr_super_hog_rider.sc","super_h_rider_fly_projectile1","false",0,,"false",,"false",,1200,45,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","true",120,"SuperHogRiderSummonRider",1,"false","false",0,0,1300,0,0,"Super Hog Rider Land Hit",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"JumpingRiderProjectile2","sc/chr_super_hog_rider.sc","super_h_rider_fly_projectile1","false",0,,"false",,"false",,1200,45,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","true",120,"SuperHogRiderSummonRider",2,"false","false",0,0,1300,0,0,"Super Hog Rider Land Hit",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"JumpingRiderProjectile3","sc/chr_super_hog_rider.sc","super_h_rider_fly_projectile1","false",0,,"false",,"false",,1200,45,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","true",120,"SuperHogRiderSummonRider",3,"false","false",0,0,1300,0,0,"Super Hog Rider Land Hit",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireSpiritJump","sc/chr_yeti.sc","yetimite_lvl1_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",100,"FireSpiritBurn",1,"false","false",120,0,0,0,0,"Yetimite Die",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"HealingSpiritEnergy","sc/buildings.sc","dummy_particle","false",0,"healer_projectile_trail","false",,"false",,1900,40,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"TroopCatapultProjectile1","sc/chr_siege_machine_catapult.sc","firespirit_projectile1","false",6,"mortar_lvl8_trail_emitter","false",,"false",,500,120,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"TroopCatapultSummonTroop",1,"false","true",0,0,0,0,0,,,80,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,"true",
"LavaloonProjectile1","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",1,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile2","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",2,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile3","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",3,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile4","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",4,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile5","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",5,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile6","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",6,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile7","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",7,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile8","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",8,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile9","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",9,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"LavaloonProjectile10","sc/chr_lavaloon.sc","lavaloon_sour_ground_crack","false",0,,"false",,"false",,300,0,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","false","false","false","false",100,"LavaloonSpawnPup",10,"false","false",0,0,0,0,0,"LavaloonAttackEffect",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Arrow_small_Barcher","sc/chr_barcher.sc","barcher_arrow_small","false",0,,"false",,"false",,1400,45,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lavaloon Pup Projectile","sc/chr_lavaloon.sc","lavaloon_pup_projectile","false",0,,"false",,"false",,300,150,5,"false",,,"false","false","true","false","false","true",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Hog_wizard_projectile","sc/chr_hog_wizard.sc","hogwizard_attack_beam","true",0,,"false",,"false",,900,80,50,"false",,,"false","false","true","false","false","true",45,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"lny_dragon_projectile","sc/buildings.sc","water dragon splash_cone","true",0,"waterdragon_attack_trail","false",,"false",,1100,200,200,"true",,,"false","false","true","false","false","true",100,,0,"false","true",50,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 1","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",1,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 2","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",2,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 3","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",3,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 4","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",4,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 5","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",5,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 6","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",6,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 7","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",7,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 8","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",8,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 9","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",9,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 10","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",10,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Firecracker Projectile 11","sc/chr_firecracker.sc","firecracker_projectile","false",0,"dragon_rider_projectile_fire_trail_02","false",,"false",,1000,50,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"Firecracker Explosion",11,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"super_archer_tower_projectile","sc/characters.sc","arrow_ammo_small_fire","false",0,"SuperArcherTowerTrail","false",,"false",,1800,190,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"BouncingFrostmiteJump","sc/chr_frostmite.sc","frostmite_lvl1_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",130,,0,"false","false",120,0,0,0,0,"Frostmite Splat",,0,0,"false",500,0,"false","false",0,0,"false",0,0,,0,0,,
"MergedCannonProjectile","sc/buildings.sc","mortar_projectile_lvl16","false",0,"Spark Trail Yellow","false",,"false",,1200,150,200,"false",,,"false","false","true","false","false","true",50,,0,"false","false",0,0,0,0,0,"Merged Cannon Projectile Destroyed","Merged_Cannon_Ricochet_Hit",0,0,"false",450,0,"false","false",0,0,"false",0,0,,0,0,,
