"Barbarian",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"healer4_run1","true","true",,,,,,,,,,
,"idle","true",10,,"healer4_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"healer4_attack1","true","true",,,,,,,,,,
,"celebrate","true",1,,"healer4_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard1_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard1_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard1_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard1_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard2_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard2_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard2_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard3_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard3_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard3_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard6_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard6_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard6_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard6_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard7_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard7_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard7_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard7_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard8",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard8_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard8_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard8_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard8_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wizard9",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"wizard9_run1","true","true",,,,,,,,,,
,"idle","true",10,,"wizard9_idle1","true","true",,,,,,,,,,
,"attack","true",1,14,"wizard9_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"wizard9_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Worker",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"worker_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"worker_idle1","true","true",,,,,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,,,,
,"busy","true",1,10,"worker_build1","true","true",,,,,,,,,,
,,"true",1,10,"worker_build2","true","true",,,,,,,,,,
,"work1","false",1,,"worker_heroUpgrade1","true","true",,,,,,,,,,
,"work2","true",1,10,"worker_build1","true","true",,,,,,,,,,
,,"true",1,10,"worker_build2","true","true",,,,,,,,,,
,"celebrate","true",1,,"worker_idle3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Villager",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"villagergirl_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"villagergirl_idle1","true","true",,,,,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,,,,
,"busy","true",1,10,"villagergirl_idle1","false","true",,,,,,,,,,
,,"true",1,10,"villagergirl_idle2","false","true",,,,,,,,,,
,"celebrate","true",5,,"villagergirl_cheer1","true","true",,,,,,,,,,
,,"true",2,,"villagergirl_idle1","true","true",,,,,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"PEKKA",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"pekka_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"pekka_idle1","true","true",,,,,,,,,,
,"attack","true",1,12,"pekka_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"pekka_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"PEKKA2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"pekka2_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"pekka2_idle1","true","true",,,,,,,,,,
,"attack","true",1,12,"pekka2_attack1","false","true",,,,,,,,,,
,"celebrate","true",1,,"pekka2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"PEKKA3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka2_walk1","true","true",178,127,102,15,10,0,120,,,
,"idle","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120,,,
,"attack","true",1,12,"pekka2_attack1","false","true",178,127,102,15,10,0,120,,,
,"celebrate","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka4_walk1","true","true",255,255,255,0,0,0,100,,,
,"idle","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100,,,
,"attack","true",1,12,"pekka4_attack1","false","true",255,255,255,0,0,0,100,,,
,,"true",1,10,"pekka4_attack2","false","true",255,255,255,0,0,0,100,,,
,"celebrate","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka5_walk1","true","true",255,255,255,0,0,0,120,,,
,"idle","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120,,,
,"attack","true",1,12,"pekka5_attack1","false","true",255,255,255,0,0,0,120,,,
,,"true",1,10,"pekka5_attack2","false","true",255,255,255,0,0,0,120,,,
,"celebrate","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka6_walk1","true","true",255,255,255,0,0,0,125,,,
,"idle","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125,,,
,"attack","true",1,12,"pekka6_attack1","false","true",255,255,255,0,0,0,125,,,
,,"true",1,10,"pekka6_attack2","false","true",255,255,255,0,0,0,125,,,
,"celebrate","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka7_walk1","true","true",255,255,255,0,0,0,125,,,
,"idle","true",1,,"pekka7_idle1","true","true",255,255,255,0,0,0,125,,,
,"attack","true",1,12,"pekka7_attack1","false","true",255,255,255,0,0,0,125,,,
,,"true",1,10,"pekka7_attack2","false","true",255,255,255,0,0,0,125,,,
,"celebrate","true",1,,"pekka7_idle1","true","true",255,255,255,0,0,0,125,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA8",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka8_walk1","true","true",255,255,255,0,0,0,125,,,
,"idle","true",1,,"pekka8_idle1","true","true",255,255,255,0,0,0,125,,,
,"attack","true",1,12,"pekka8_attack1","false","true",255,255,255,0,0,0,125,,,
,,"true",1,10,"pekka8_attack2","false","true",255,255,255,0,0,0,125,,,
,"celebrate","true",1,,"pekka8_idle1","true","true",255,255,255,0,0,0,125,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA9",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"pekka9_walk1","true","true",255,255,255,0,0,0,130,,,
,"idle","true",1,,"pekka9_idle1","true","true",255,255,255,0,0,0,130,,,
,"attack","true",1,12,"pekka9_attack1","false","true",255,255,255,0,0,0,130,,,
,,"true",1,10,"pekka9_attack2","false","true",255,255,255,0,0,0,130,,,
,"celebrate","true",1,,"pekka9_idle1","true","true",255,255,255,0,0,0,130,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,
"PEKKA1_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean",,
,"walk","true",,,"pekka_adv_lvl1_walk1","true","true",255,255,255,0,0,0,120,,,
,"idle","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120,,,
,"attack","true",1,12,"pekka_adv_lvl1_attack1","false","true",255,255,255,0,0,0,120,"true",,
,"celebrate","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120,,,
,"die","false",1,,"barbarian_death_1","false","true",255,255,255,0,0,0,120,,,
"PEKKA2_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean",,
,"walk","true",,,"pekka_adv_lvl2_walk1","true","true",255,255,255,0,0,0,120,,,
,"idle","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120,,,
,"attack","true",1,12,"pekka_adv_lvl2_attack1","false","true",255,255,255,0,0,0,120,"true",,
,"celebrate","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120,,,
,"die","false",1,,"pekka_special_lvl1_death","false","true",255,255,255,0,0,0,120,,,
"PEKKA3_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean",,
,"walk","true",,,"pekka_adv_lvl3_walk1","true","true",255,255,255,0,0,0,120,,,
,"idle","true",1,,"pekka_adv_lvl3_idle1","true","true",255,255,255,0,0,0,120,,,
,"attack","true",1,12,"pekka_adv_lvl3_attack1","false","true",255,255,255,0,0,0,120,"true",,
,"celebrate","true",1,,"pekka_adv_lvl3_idle1","true","true",255,255,255,0,0,0,120,,,
,"die","false",1,,"pekka_special_lvl2_death","false","true",255,255,255,0,0,0,120,,,
"PEKKA4_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean",,
,"walk","true",,,"pekka_adv_lvl5_walk1","true","true",255,255,255,0,0,0,120,,,
,"idle","true",1,,"pekka_adv_lvl5_idle1","true","true",255,255,255,0,0,0,120,,,
,"attack","true",1,12,"pekka_adv_lvl5_attack1","false","true",255,255,255,0,0,0,120,"true",,
,"celebrate","true",1,,"pekka_adv_lvl5_idle1","true","true",255,255,255,0,0,0,120,,,
,"die","false",1,,"pekka_special_lvl5_death","false","true",255,255,255,0,0,0,120,,,
"Gargoyle_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"Gargoyle1_FastFly","true","true",,,,,,,,,,
,"idle","true",1,,"Gargoyle1_fly","true","true",,,,,,,,,,
,"attack","true",1,8,"Gargoyle1_Attack2","false","true",,,,,,,,,,
,"celebrate","false",,,"Gargoyle1_Attack2_3","false","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"Gargoyle_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Gargoyle1_FastFly","true","true",256,172,256,0,0,24,100,,,
,"idle","true",1,,"Gargoyle1_fly","true","true",256,172,256,0,0,24,100,,,
,"attack","true",1,8,"Gargoyle1_Attack2","false","true",256,172,256,0,0,24,100,,,
,"celebrate","false",,,"Gargoyle1_Attack2_3","false","true",256,172,256,0,0,24,100,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,100,,,
"Gargoyle_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"Gargoyle3_FastFly","true","true",,,,,,,,,,
,"idle","true",1,,"Gargoyle3_Fly","true","true",,,,,,,,,,
,"attack","true",1,8,"Gargoyle3_Attack2","false","true",,,,,,,,,,
,"celebrate","false",,,"Gargoyle3_Attack2_3","false","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,,,,
"Gargoyle_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Gargoyle4_FastFly","true","true",205,166,205,0,0,0,110,,,
,"idle","true",1,,"Gargoyle4_Fly","true","true",205,166,205,0,0,0,110,,,
,"attack","true",1,8,"Gargoyle4_Attack2","false","true",205,166,205,0,0,0,110,,,
,"celebrate","false",,,"Gargoyle4_Attack2_3","false","true",205,166,205,0,0,0,110,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,100,,,
"Gargoyle_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"Gargoyle5_FastFly","true","true",215,166,205,30,0,0,115,,,
,"idle","true",1,,"Gargoyle5_Fly","true","true",215,166,205,30,0,0,115,,,
,"attack","true",1,8,"Gargoyle5_Attack2","false","true",215,166,205,30,0,0,115,,,
,"celebrate","false",,,"Gargoyle5_Attack2_3","false","true",215,166,205,30,0,0,115,,,
,"die","false",1,,"barbarian_death_1","true","true",,,,,,,100,,,
"New_Gargoyle_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",,,"Gargoyle1_new_FastFly","true","true",100,,,,,,,,,
,"idle","true",1,,"Gargoyle1_new_Fly","true","true",100,,,,,,,,,
,"attack","true",1,8,"Gargoyle1_new_Attack2","false","true",100,,,,,,,,,
,"celebrate","false",,,"Gargoyle1_new_Attack2_3","false","true",100,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",,,"Gargoyle2_new_FastFly","true","true",100,,,,,,,,,
,"idle","true",1,,"Gargoyle2_new_Fly","true","true",100,,,,,,,,,
,"attack","true",1,8,"Gargoyle2_new_Attack2","false","true",100,,,,,,,,,
,"celebrate","false",,,"Gargoyle2_new_Attack2_3","false","true",100,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",,,"Gargoyle3_new_FastFly","true","true",105,,,,,,,,,
,"idle","true",1,,"Gargoyle3_new_Fly","true","true",105,,,,,,,,,
,"attack","true",1,8,"Gargoyle3_new_Attack2","false","true",105,,,,,,,,,
,"celebrate","false",,,"Gargoyle3_new_Attack2_3","false","true",105,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",,,"Gargoyle4_new_FastFly","true","true",110,,,,,,,,,
,"idle","true",1,,"Gargoyle4_new_Fly","true","true",110,,,,,,,,,
,"attack","true",1,8,"Gargoyle4_new_Attack2","false","true",110,,,,,,,,,
,"celebrate","false",,,"Gargoyle4_new_Attack2_3","false","true",110,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
"New_Gargoyle_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,
,"walk","true",,,"Gargoyle5_new_FastFly","true","true",110,,,,,,,,,
,"idle","true",1,,"Gargoyle5_new_Fly","true","true",110,,,,,,,,,
,"attack","true",1,8,"Gargoyle5_new_Attack2","false","true",110,,,,,,,,,
,"celebrate","false",,,"Gargoyle5_new_Attack2_3","false","true",110,,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",100,,,,,,,,,
"BoarRider_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider1_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider1_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider1_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider1_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider2_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider2_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider2_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider2_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider3_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider3_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider3_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider3_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider4_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider4_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider4_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider4_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider5_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider5_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider5_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider5_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider6_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider6_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider6_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider6_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider7_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider7_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider7_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider7_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"BoarRider_lvl8",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"BoarRider8_Run1","true","true",,,,,,,,,,
,"idle","false",1,,"BoarRider8_Idle1_3","true","true",,,,,,,,,,
,"attack","true",1,11,"BoarRider8_Attack1","false","true",,,,,,,,,,
,"celebrate","false",,,"BoarRider8_Run1_3","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"WarriorGirl_lvl1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,
,"walk","true",,,"WarriorGirl_lvl1_Run1","true","true",,,,,,,100,,,
,"idle","false",1,,"WarriorGirl_lvl1_Idle1_3","true","true",,,,,,,100,,,
,"attack","true",1,10,"WarriorGirl_lvl1_Attack1","false","true",,,,,,,100,,,
