"TID","VI"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_1999","• <res0> Tiên dược\n• <booster1>x Binh Thư - hoàn thành ngay lập tức bất kỳ quá trình nâng cấp binh lính nào đang diễn ra\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 3 lần trong khoảng thời gian được hiển thị\n• Hãy chỉ huy Hội của bạn xông pha trong trận chiến oanh liệt với ưu đãi đặc biệt này!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> Tiên dược\n• <booster1>x Binh Thư - hoàn thành ngay lập tức bất kỳ quá trình nâng cấp binh lính nào đang diễn ra\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 4 lần trong khoảng thời gian được hiển thị\n• Hãy chỉ huy Hội của bạn xông pha trong trận chiến oanh liệt với ưu đãi đặc biệt này!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> Vàng\n•<res1> Tiên dược\n• <booster1> lọ Thuốc Sức mạnh - cường hóa Binh lính và Thần chú lên cấp tối đa mà cấp Nhà Chính của bạn cho phép trong 1 giờ\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 3 lần trong khoảng thời gian ưu đãi được hiển thị\n• Hãy chỉ huy Hội xông pha trong trận chiến oanh liệt với ưu đãi đặc biệt này!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> Vàng\n•<res1> Tiên dược\n• <booster1> lọ Thuốc Sức mạnh - cường hóa Binh lính và Thần chú lên cấp tối đa mà cấp Nhà Chính của bạn cho phép trong 1 giờ\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 4 lần trong khoảng thời gian ưu đãi được hiển thị\n• Hãy chỉ huy Hội xông pha trong trận chiến oanh liệt với ưu đãi đặc biệt này!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","Ưu đãi Vương giả một lần!"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","Chỉ huy, ưu đãi một lần này sẽ trợ giúp cho bạn. Hãy sử dụng một cách khôn ngoan và tận dụng nó để giành lấy vinh quang nhé!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0>x Ngọc\n• <booster1>x Thuốc Huấn luyện - tăng hiệu quả quá trình huấn luyện của Trại lính, Nhà máy Thần chú, Xưởng chế tạo và quá trình phục hồi Tướng trong 1 giờ\n\n• Không giới hạn lưu trữ!\n• Bạn chỉ có thể mua ưu đãi này 1 lần trong khoảng thời gian được hiển thị!\n\nHãy tận dụng sự trợ giúp của ưu đãi một lần đầy hấp dẫn này nhé!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","Thu thập Tài nguyên"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","Nạp đầy kho"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1>x Đá cổ ngữ Vàng - nạp đầy Kho chứa Vàng của bạn\n• <booster2>x Đá cổ ngữ Tiên dược - nạp đầy Kho chứa Tiên dược của bạn\n• <booster3> Binh Thư - ngay lập tức hoàn thành bất kỳ quá trình nâng cấp binh lính nào đang diễn ra\n• <booster4> Công trình Thư - ngay lập tức hoàn thành bất kỳ quá trình nâng cấp công trình nào đang diễn ra\n\n• Không giới hạn lưu trữ!\n• Bạn chỉ có thể mua ưu đãi này 1 lần trong khoảng thời gian được hiển thị!\n\nMùa thu Rộn ràng đã đến rồi!"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1> Binh Thư - ngay lập tức hoàn tất bất kỳ quá trình nâng cấp binh lính nào đang diễn ra\n• <booster2> Công trình Thư - ngay lập tức hoàn tất bất kỳ quá trình nâng cấp công trình nào đang diễn ra\n• <res0> x Vàng\n• <res1>x Tiên dược\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 2 lần trong khoảng thời gian được hiển thị!\n\nMùa thu Rộn ràng đã đến rồi!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1> Công trình Thư - ngay lập tức hoàn tất bất kỳ quá trình nâng cấp công trình nào đang diễn ra\n• <res0> x Vàng\n• <res1>x Tiên dược\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 3 lần trong khoảng thời gian được hiển thị!\n\nMùa thu Rộn ràng đã đến rồi!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1> Công trình Thư - ngay lập tức hoàn tất bất kỳ quá trình nâng cấp công trình nào đang diễn ra\n• <res0> x Vàng\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 4 lần trong khoảng thời gian được hiển thị!\n\nMùa thu Rộn ràng đã đến rồi!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1> Thuốc Thợ xây - thợ xây của bạn sẽ làm việc nhanh hơn gấp 10 lần trong 1 giờ\n• <res0> x Vàng\n• <res1>x Tiên dược\n\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 3 lần trong khoảng thời gian được hiển thị!\n\nMùa thu Rộn ràng đã đến rồi!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1> Thuốc Thợ xây - Thợ xây của bạn sẽ làm việc nhanh hơn gấp 10 lần trong 1 giờ\n• <booster2> lọ Thuốc Sức mạnh - cường hóa Binh lính và Thần chú lên cấp cao nhất mà cấp Nhà Chính của bạn cho phép trong 1 giờ\n• <res0> Vàng\n• Không giới hạn lưu trữ!\n• Bạn có thể mua ưu đãi này 4 lần trong khoảng thời gian ưu đãi được hiển thị!\nMùa thu rộn ràng đã đến rồi!"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","Trò chơi Đóng góp &\nPhá hủy"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems>x Ngọc\n• <booster1>x Thuốc Huấn luyện - tăng hiệu quả quá trình huấn luyện của Trại lính, Nhà máy Thần chú, Xưởng chế tạo và quá trình phục hồi Tướng trong 1 giờ\n\n• Không giới hạn lưu trữ!\n• Bạn chỉ có thể mua ưu đãi này 1 lần trong khoảng thời gian được hiển thị!\n\nHãy tận dụng sự trợ giúp của ưu đãi một lần đầy hấp dẫn này nhé!"
"TID_DECORATION_LEAGUE_I_STATUE","Tượng Cao thủ"
"TID_DECORATION_LEAGUE_II_STATUE","Tượng Đấu thủ"
"TID_DECORATION_LEAGUE_III_STATUE","Tượng Kẻ thách đấu"
"TID_WL_SELECT_BONUSES_TEXT","Hãy chọn Hội viên nào xứng đáng được nhận Huy chương Giải đấu thưởng thêm. Kênh trò chuyện Hội sẽ công bố những người bạn chọn với cả Hội. Phần thưởng được trao thay mặt cho cả hội và chỉ được chọn một lần mỗi mùa giải, do đó, hãy lựa chọn cẩn thận!"
"TID_BONUSES_ASSIGNED","Đã chia Phần thưởng"
"TID_WL_EXPLAIN_REWARDS_TEXT","Phần thưởng Huy chương Giải đấu của bạn được dựa trên số lượng sao bạn kiếm được, cùng với cấp độ và thứ hạng giải đấu mà Hội của bạn đạt được."
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","Mua <num>x <item>?"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","Bạn có chắc muốn mua <num>x <item> không?"
"TID_REQUIRED_LEAGUE","Cần đạt <league>"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","Đã thêm <item> x<num> vào Nhà Chính"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","Nhà Chính của bạn không có đủ chỗ trống cho <booster> x<num>."
"TID_BUY_PREV_SLOT_FIRST","Cần mua ô trước đó trước"
"TID_BUY_LAYOUT_SLOT_HEADER","Mua Ô mới?"
"TID_BUY_LAYOUT_SLOT_TEXT","Bạn có chắc chắn muốn mua ô sơ đồ mới không?"
"TID_LAYOUT_SLOT_UNLOCK","Mua thêm ô Sơ đồ bằng Ngọc"
"TID_WL_BONUS_CONFIRM_TEXT","Trao phần thưởng cho các thành viên được chọn?"
"TID_WL_BONUSES_BEING_SENT","Phần thưởng đang được gửi đi!"
"TID_WL_BONUSES_SENDING_FAILED","Không thể gửi phần thưởng, vui lòng thử lại sau."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","Phần thưởng đã được thủ lĩnh khác chọn."
"TID_TUTORIAL_WAR_LEAGUE_1","Chúng ta làm được rồi, Chỉ huy! Chúng ta đã được tham gia Giải đấu Chiến tranh!"
"TID_TUTORIAL_WAR_LEAGUE_2","Cuối cùng chúng ta cũng có cơ hội chứng tỏ mình là một trong các hội mạnh nhất!"
"TID_TUTORIAL_WAR_LEAGUE_3","Hãy chuẩn bị thôi nào. Tôi có thể chia sẻ với bạn vài điều hữu ích giúp chúng ta chuẩn bị sẵn sàng đấy!"
"TID_TUTORIAL_WAR_LEAGUE_4","Đầu tiên, chúng ta sẽ đấu trong từng trận chiến một."
"TID_TUTORIAL_WAR_LEAGUE_5","Ở dưới cuối màn hình, bạn có thể nhấn các nút để di chuyển qua lại giữa các cuộc chiến tranh!"
"TID_TUTORIAL_WAR_LEAGUE_6","Đừng quên đóng góp trước binh lính cho ngày tiếp theo nhé, Chỉ huy!"
"TID_TUTORIAL_WAR_LEAGUE_7","Để thắng trong một ngày chiến tranh, chúng ta cần thu thập nhiều sao hơn đối thủ."
"TID_TUTORIAL_WAR_LEAGUE_8","Mỗi hội viên chỉ có thể thực hiện một cuộc tấn công, do đó hãy cố gắng hết sức nhé!"
"TID_TUTORIAL_WAR_LEAGUE_9","Hãy xem tình huống tổng thể. Nhấn vào nút bên dưới."
"TID_TUTORIAL_WAR_LEAGUE_10","Tại đây bạn có thể thấy thành tích của chúng ta so với các hội khác."
"TID_TUTORIAL_WAR_LEAGUE_11","Về tổng thể, hội nào thu thập được nhiều sao nhất sẽ thắng toàn bộ giải đấu."
"TID_TUTORIAL_WAR_LEAGUE_12","Nếu thắng, chúng ta có thể leo lên các giải đấu cao hơn nữa!"
"TID_TUTORIAL_WAR_LEAGUE_13","Nhấn vào nút thông tin để biết thêm thông tin. Tôi nghĩ chúng ta đã sẵn sàng!"
"TID_TUTORIAL_WAR_LEAGUE_14","À, còn một điều quan trọng nữa! Chúng ta sẽ kiếm được Huy chương Giải đấu từ những ngôi sao và trận thắng."
"TID_TUTORIAL_WAR_LEAGUE_15","Chúng ta có thể dùng chúng để mua một số vật phẩm đầy quyền năng."
"TID_TUTORIAL_WAR_LEAGUE_16","Khi bạn đã sẵn sàng, hãy sử dụng chúng trong Cửa hàng!"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","Tượng Game thủ Clash Đích thực"
"TID_WL_STARS_BREAKDOWN_TEXT","Từ các cuộc tấn công: <num>\nTừ các Trận thắng Chiến tranh: <num2>"
"TID_WL_INFO_LIVE_BONUS","Thưởng"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","Bảo đảm"
"TID_WL_INFO_LIVE_STAR","Sao"
"TID_WL_INFO_LIVE_WIN","Trận thắng"
"TID_WL_INFO_LIVE_REWARDS","Phần thưởng"
"TID_USE_CLOCKTOWER_POTION_TITLE","Cường hóa Căn cứ Thợ xây?"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","Đừng bỏ lỡ ưu đãi MỘT lần này!"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","Đừng bỏ lỡ ưu đãi MỘT lần <cffec78><value>X giá trị</c> này nhé!"
"TID_OFFER_NO_STORAGE_LIMITS","Không giới hạn lưu trữ!"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","Bạn có thể mua ưu đãi này <num> lần trong khoảng thời gian được hiển thị!"
"TID_OFFER_ITEM_GIFTS","<c80d8e8>Quà hội:</c>"
"TID_OFFER_GIFT_COUNT","Bao gồm quà cho tận <num> Hội viên!"
"TID_DECORATION_WAR_SHIELD","Tượng Chiến binh"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>x Binh Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp binh lính nào"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>x Công trình Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp công trình nào"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>x Thần chú Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp thần chú nào"
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>x Tướng Thư - ngay lập tức kết thúc bộ đếm thời gian của bất kỳ quá trình nâng cấp tướng hoặc linh thú nào"
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num> Vạn vật Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp nào"
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num> lọ Thuốc Sức mạnh - cường hóa Binh lính và Thần chú lên cấp cao nhất mà cấp Nhà Chính của bạn cho phép trong <time>"
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num>x Thuốc Tài nguyên- cường hóa hiệu suất của các công trình thu thập tài nguyên trong <time>"
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num> lọ Thuốc Huấn luyện: tăng hiệu quả quá trình huấn luyện của Trại lính, Nhà máy Thần chú, Xưởng chế tạo và quá trình phục hồi tướng trong <time>"
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num>x Đá cổ ngữ Vàng - nạp đầy Kho chứa Vàng của bạn"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num>x Đá cổ ngữ Tiên dược - nạp đầy Kho chứa Tiên dược của bạn"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num>x Đá cổ ngữ Hắc Tiên dược - nạp đầy Kho chứa Hắc Tiên dược của bạn"
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num>x Đá cổ ngữ Vàng Thợ xây - nạp đầy Kho chứa Vàng trong Căn cứ Thợ xây của bạn"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num>x Đá cổ ngữ Tiên dược Thợ xây - nạp đầy Kho chứa Tiên dược trong Căn cứ Thợ xây của bạn"
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num>x Nhẫn Tường thành - nâng cấp tường thành ngay lập tức (có thể sẽ cần nhiều nhẫn để nâng cấp tường thành ở cấp cao hơn)"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>x Thuốc Thợ xây - thợ xây của bạn sẽ làm việc nhanh hơn <multiplier> lần trong <time>"
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num>x Búa nâng cấp Binh lính - nâng cấp tức thì bất kỳ binh lính nào lên cấp tiếp theo"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num>x Búa nâng cấp Công trình - nâng cấp tức thì bất kỳ công trình nào lên cấp tiếp theo"
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num>x Búa nâng cấp Thần chú - nâng cấp tức thì bất kỳ thần chú nào lên cấp tiếp theo"
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num>x Búa nâng cấp Tướng - ngay lập tức nâng cấp bất kỳ vị tướng hoặc linh thú nào lên cấp tiếp theo"
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num>x Thuốc Tháp Đồng hồ - kích hoạt cường hóa Tháp Đồng hồ của bạn trong <time>"
"TID_OFFER_BUILDING_LEVEL","<building> cấp <level>"
"TID_OFFER_NO_BUILDING_TIME","Không có thời gian xây dựng!"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","<num> Ngọc cho mỗi hội viên"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","Tổng số Sao giành được cho hội trong các trận chiến Giải đấu Chiến tranh: <value>"
"TID_ACHIEVEMENT_WL_STARS","Giành được <number> Sao cho hội trong các trận chiến Giải đấu Chiến tranh"
"TID_ACHIEVEMENT_WL_STARS_TITLE","Huyền thoại Giải đấu Chiến tranh"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","Chủ nhân của bức tượng này đã thể hiện được sức mạnh trên chiến trường mặc dù chưa đạt được thành tích cao nhất."
"TID_DECORATION_LEAGUE_II_STATUE_INFO","Là biểu tượng của việc kỹ năng đang được cải thiện, chủ nhân của bức tượng này đang trở thành một thế lực mà kẻ khác phải dè chừng."
"TID_DECORATION_LEAGUE_III_STATUE_INFO","Chủ nhân của bức tượng này là người thực sự rất mạnh và đang tiến rất gần đến danh hiệu Quán quân."
"TID_DECORATION_SWORD_IN_STONE_INFO","Đây là một bằng chứng cho sức mạnh, chỉ có hội viên của những hội mạnh nhất mới có thể có được bức tượng huyền thoại này."
"TID_DECORATION_WAR_SHIELD_INFO","Để có được bức tượng này, bạn cần chứng tỏ mình là hội viên hữu ích trong các Giải đấu Hội Chiến. Hãy giành lấy những chiếc huy chương đó!"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","Làng địch sẽ bị lộ vào Ngày Chiến đấu"
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","Người tham gia có thể bị thay đổi và binh lính có thể được đóng góp vào Ngày Chuẩn bị"
"TID_WL_STATS_STARS","Sao"
"TID_WL_STATS_DESTRUCTION","Phá hủy"
"TID_WL_STATS_WINS","Thắng"
"TID_WL_STATS_SELECT_CLASSIC","Cổ điển"
"TID_WL_STATS_SELECT_WL","Giải đấu Hội Chiến"
"TID_WL_SEASON_NAME_SHORT","Mùa giải <month>"
"TID_WL_STAT_POSITION1","Vị trí số 1"
"TID_WL_STAT_POSITION2","Vị trí số 2"
"TID_WL_STAT_POSITION3","Vị trí số 3"
"TID_WL_STAT_POSITION4","Vị trí số 4"
"TID_WL_STAT_POSITION5","Vị trí số 5"
"TID_WL_STAT_POSITION6","Vị trí số 6"
"TID_WL_STAT_POSITION7","Vị trí số 7"
"TID_WL_STAT_POSITION8","Vị trí số 8"
"TID_WAR_LEAGUE_STATS_TITLE","Lịch sử Giải đấu Chiến tranh"
"TID_CURRENT_WAR_LEAGUE","Giải đấu hiện tại:"
"TID_WL_BONUSES_GIVEN_TO_STREAM","Đã trao phần thưởng Giải đấu Hội Chiến cho <people>"
"TID_BOOSTER_MOVE_OBSTACLE","Xẻng Chướng ngại vật"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","Chiếc xẻng thần kỳ này rất mạnh nhưng cũng rất dễ hỏng. Bạn có thể sử dụng nó để loại bỏ một chướng ngại vật. Có tác dụng ở cả hai làng!"
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num>x Xẻng Chướng ngại vật - Di chuyển một chướng ngại vật"
"TID_MOVE","Di chuyển"
"TID_MOVE_OBSTACLE_CONFIRM","Sử dụng <booster> để di chuyển <obstacle> đến đây?"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","Di chuyển <obstacle>"
"TID_OBSTACLE_SPIKE","Xương rồng đầy gai"
"TID_BOOSTER_HERO_POTION","Thuốc Tướng"
"TID_BOOSTER_HERO_POTION_INFO","Lọ thuốc đầy uy lực này có thể tạm thời cường hóa tất cả Tướng và Linh thú lên cấp độ cao nhất mà cấp Nhà Chính của bạn cho phép trong <time>. Có tác dụng ở cả hai Làng!"
"TID_BOOSTER_HERO_POTION_OFFER_INFO","<num> lọ Thuốc Tướng - cường hóa Tướng và Linh thú lên cấp độ cao nhất mà cấp Nhà Chính của bạn cho phép trong <time>. Có tác dụng ở cả hai Làng!"
"TID_BOOSTER_HERO_POTION_STARTED","Tướng và Linh thú của bạn đã được cường hóa"
"TID_BOOSTER_HERO_POTION_MAXED","Không thể cường hóa Tướng. Đã ở cấp cao nhất!"
"TID_BOOSTER_HERO_POTION_ENABLED","Tướng đã được cường hóa"
"TID_BOOSTER_USE_HERO_POTION","Cường hóa Tướng"
"TID_BOOSTER_USE_HERO_POTION_QUESTION","Dùng <booster> để tạm thời cường hóa tất cả Tướng và Linh thú lên cấp độ cao nhất mà cấp Nhà Chính của bạn cho phép trong <time>?"
"TID_BOOSTER_USE_HERO_POTION_QUESTION_TITLE","Cường hóa Tướng?"
"TID_EL_PRIMO","El Primo"
"TID_CHARACTER_INFO_EL_PRIMO","Chiến binh đeo mặt nạ bí ẩn này gần như từ trên trời rơi xuống, tung ra những cú đấm phá nát tường thành mà chẳng tốn chút sức lực! Không ai biết danh tính thật của anh ta, chỉ biết rằng anh ta rất mạnh, anh ta là đàn ông và anh ta sẽ chiến đấu cho hội của bạn."
"TID_PERSONAL_WAR_PREFERENCE_SHORT","Tùy chọn Chiến tranh"
"TID_POPUP_STORE_DECORATION","Cất Đồ trang trí?"
"TID_POPUP_TEXT_STORE_DECORATION","<item> sẽ được chuyển vào Cửa hàng và bạn có thể nhận lại nó miễn phí."
"TID_BUTTON_STORE_DECO","Cất"
"TID_SIEGE_MACHINE_BALLOON","Máy bay thả Đá"
"TID_SIEGE_MACHINE_BALLOON_INFO","Máy bay thả Đá là ngọn núi biết bay hạng nặng nhắm vào các công trình phòng thủ bằng cách đè bẹp chúng bằng những tảng đá khổng lồ và gây động đất. Miễn nhiễm với hiệu ứng của thần chú."
"TID_SPELL_BATS","Thần chú Dơi"
"TID_SPELL_BATS_INFO","Triệu hồi một đoàn quân Dơi ở bất kỳ đâu trên chiến trường!\n\nTriển khai quân tiếp viện trên không ở bất kỳ nơi đâu bạn cần nhất. Dơi không kích hoạt bẫy."
"TID_SPELL_IMMORTALITY_INFO","Làm cho binh lính bất bại ở bất kỳ đâu trên chiến trường!\n\nHãy thi triển thần chú này trên một toán quân để làm cho họ hoàn toàn miễn nhiễm sát thương trong một khoảng thời gian."
"TID_CHOOSE_WAR_LEAGUE_SIZE","Chọn Quy mô Chiến tranh cho Giải đấu"
"TID_DECORATION_GOLDEN_HOG","Hoàng kim Trư"
"TID_DECORATION_GOLDEN_HOG_INFO","Trông như vàng, có mùi như vàng, đem lại cảm giác như vàng. Chắc chắn là bằng vàng rồi."
"TID_DECORATION_HOG_FLAG","Trư Kỳ"
"TID_DECORATION_HOG_FLAG_INFO","Đây là lãnh thổ của heo hạnh phúc."
"TID_SHOP_STORAGE","Kho chứa:"
"TID_NOT_ENOUGH_BOOSTER_SPACE","Không đủ không gian trống. Hãy sử dụng hoặc bán các Vật phẩm Thần kỳ đã có để chừa chỗ trống."
"TID_BOOSTER_HERO_POTION_NOT_AVAILABLE","Không thể cường hóa Tướng. Tất cả các Tướng đã bận."
"TID_DECORATION_SNOWMAN","Người tuyết"
"TID_DECORATION_SNOWMAN_INFO","Sở hữu tất cả các đặc điểm nổi bật thường thấy ở người tuyết: mái tóc vàng tuyệt đẹp, mắt to và bộ xương bằng băng cứng."
"TID_HINT_CLAN_GAMES","Đăng ký tham gia Trò chơi Hội cho hội của bạn để hoàn thành thử thách và kiếm nhiều phần thưởng thanh lịch cùng chiến hữu đồng hội!"
"TID_HINT_TRADER","Vị Thương gia ở rìa làng của bạn có các món hàng thần kỳ và những ưu đãi này sẽ thay đổi hằng tuần. Hãy chú ý theo dõi để có cơ hội nhận quà miễn phí!"
"TID_HINT_TH12_WEAPON","Nhà Chính 12 có vũ khí được kích hoạt khi công trình này nhận sát thương. Hãy tiến quân cẩn trọng!"
"TID_HINT_TH12_MAX_LEVEL_WEAPON","Hãy cẩn thận khi xông vào Nhà Chính 12 đã được nâng cấp đầy đủ - nó sẽ phát nổ khi bị phá hủy!"
"TID_HINT_CLAN_WAR_LEAGUES_1","Bạn muốn xem hội của mình thật sự mạnh đến mức nào? Hãy nhanh tay đăng ký tham gia Giải đấu Hội Chiến cho hội của bạn để đối mặt thử thách khó hơn!"
"TID_HINT_LEAGUE_SHOP","Cửa hàng Giải đấu có một số những phần thưởng tốt nhất từng tồn tại, nhưng bạn sẽ phải chiến đấu trong Giải đấu Hội Chiến để giành lấy chúng!"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Sử dụng 2 Hàng"
"TID_ACHIEVEMENT_SCID_BOUND_TITLE","Kết nối tài khoản của bạn với Supercell ID để giữ an toàn."
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","Bạn được chơi Clash of Clans miễn phí, nhưng bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng (để tắt chức năng này, hãy tắt cài đặt mua trong ứng dụng trong phần cài đặt Amazon Appstore). Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
"TID_RATE_APP_MESSAGE_AMAZON","Vui lòng đánh giá Clash of Clans trên Amazon Appstore để gửi những phản hồi quý giá cho chúng tôi!"
"TID_IAP_NOT_AVAILABLE_AMAZON","Giao dịch mua không khả dụng! Hãy đảm bảo rằng bạn đang sử dụng tài khoản Amazon hợp lệ và phương thức thanh toán chính của bạn được cập nhật mới nhất."
"TID_CHAT_RULES","Quy định trò chuyện"
"TID_CHAT_RULES_WARNING","Hành vi sai trái có thể dẫn đến việc tài khoản bị cấm."
"TID_CHAT_RULES_OK","Tôi hiểu"
"TID_CHAT_RULES_RESPECT","Hãy tôn trọng các Game thủ Clash khác!"
"TID_CHAT_RULES_PRIVATE","Hãy luôn bảo đảm giữ các thông tin riêng tư của bạn bí mật."
"TID_CHAT_RULES_REPORT","Sử dụng tính năng \qBáo cáo\q để thông báo cho chúng tôi biết về những người chơi có hành vi xúc phạm."
"TID_DEATH_FREEZE_TIME","Đóng băng khi bị tiêu diệt: <number> giây"
"TID_OBSTACLE_LANTERN_CNY2019","Lồng đèn Phát sáng"
"TID_EVENT_TEXT_HALLOWEEN_GIANT_SKELETON","Hãy khiến kẻ địch kinh sợ và kiếm 200 Ngọc cùng một lọ Thuốc Sức mạnh khi sử dụng Bộ xương Khổng lồ trong sự kiện Ma ám & Dũng cảm!"
"TID_EVENT_TEXT_HALLOWEEN_SKEL_BARREL","Thả Thùng Bộ xương vào kẻ thù và chứng kiến cảnh hỗn loạn! À, nếu nỗ lực chiến đấu, bạn còn có thể kiếm được 200 Ngọc cùng một lọ Thuốc Sức mạnh nữa đấy!"
"TID_EVENT_TEXT_TH12_INFERNO_PACK","Gói Hỏa ngục cho Nhà Chính 12"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","Ưu đãi Độc quyền chỉ có trong thời gian có hạn dành cho Nhà Chính 12!"
"TID_NOTIFICATION_WL_SIGNUP_STARTED","Khâu đăng ký cho Giải đấu Hội Chiến đã bắt đầu! Vinh quang và phần thưởng đang chờ bạn đấy!"
"TID_NOTIFICATION_WL_LEAGUE_STARTED","Hội của bạn đã tham gia Giải đấu Hội Chiến!"
"TID_NOTIFICATION_WL_DAY_CHANGED","Một ngày mới bắt đầu trong Giải đấu Hội chiến. Hôm nay hội của bạn sẽ đối đầu với <clan>."
"TID_NOTIFICATION_WL_ENDED","Giải đấu Hội Chiến đã kết thúc! Hãy đến xem thành tích của hội nào!"
"TID_NEED_TO_GIVE_WL_BONUSES","Bạn cần tặng huy chương thưởng Giải đấu Chiến tranh rồi mới có thể bắt đầu chiến tranh."
"TID_CHAT_RULES_MUTE","Tắt tiếng người chơi phá rối trong kênh trò chuyện."
"TID_DECORATION_FIRECRACKER","Pháo hoa Lễ hội"
"TID_WL_MEDALS_RECEIVED","Bạn đã nhận được <num> Huy chương từ phần thưởng Giải đấu Hội Chiến."
"TID_WL_MEDALS_ALT_GEMS_RECEIVED","Bạn đã nhận được <num> Ngọc từ phần thưởng Giải đấu Hội Chiến"
