"TID","FI"
"TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","Tuhoa <building>\n<num> kertaa moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","Tuhoa <num> barbaarikuninkaan alttaria moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","Tuhoa <num> jousikuningattaren alttaria moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","Tuhoa <num> suursuojelijan alttaria moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_DESTROY_GEAREDUPARCHERTOWERS","Tuhoa <building>\n<num> kertaa moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","Voita <num> moninpelitaistelua."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES3STARS","Hanki täydet 3 tähteä\n<num> moninpelitaistelusta."
"TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","Hanki <num> tähteä moninpelitaisteluista."
"TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","Aiheuta <num> % tuhoa moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_LOOT_GOLD","Ryöstä yhteensä <num> kultaa moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","Ryöstä yhteensä <num> eliksiiriä moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","Ryöstä yhteensä <num> mustaa eliksiiriä moninpelitaisteluissa."
"TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","Lahjoita <num> joukkojen paikan edestä joukkoja."
"TID_CLANGAMES_TASK_INFO_CLEAR_OBSTACLES","Raivaa <num> estettä kotikylästäsi tai rakentajan tukikohdasta."
"TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","Voita <num> moninpelitaistelua putkeen."
"TID_CLANGAMES_TASK_INFO_BEAT_DARKELIXIRTARGET","Ryöstä vähintään\n<num2> mustaa eliksiiriä yhdessä moninpelitaistelussa."
"TID_CLANGAMES_TASK_INFO_BEAT_GOLDTARGET","Ryöstä vähintään\n<num2> kultaa yhdessä moninpelitaistelussa."
"TID_CLANGAMES_TASK_INFO_BEAT_ELIXIRTARGET","Ryöstä vähintään\n<num2> eliksiiriä yhdessä moninpelitaistelussa."
"TID_CLANGAMES_TASK_INFO_USE_BARBARIANS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> barbaaria."
"TID_CLANGAMES_TASK_INFO_USE_ARCHERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> jousiampujaa."
"TID_CLANGAMES_TASK_INFO_USE_GOBLINS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> hiittä."
"TID_CLANGAMES_TASK_INFO_USE_GIANTS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> jättiä."
"TID_CLANGAMES_TASK_INFO_USE_WALLBREAKERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> muurinmurtajaa."
"TID_CLANGAMES_TASK_INFO_USE_LOONS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> kuumailmapalloa."
"TID_CLANGAMES_TASK_INFO_USE_WIZARDS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> velhoa."
"TID_CLANGAMES_TASK_INFO_USE_HEALERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> parantajaa."
"TID_CLANGAMES_TASK_INFO_USE_MINIONS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> kätyriä."
"TID_CLANGAMES_TASK_INFO_USE_HOGRIDERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> karjuratsastajaa."
"TID_CLANGAMES_TASK_INFO_USE_DRAGONS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> lohikäärmettä."
"TID_CLANGAMES_TASK_INFO_USE_PEKKAS","Hanki <num> tähteä moninpelitaisteluista käyttämällä <num2> P.E.K.K.A:a."
"TID_CLANGAMES_TASK_INFO_USE_VALKYRIES","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> valkyriaa."
"TID_CLANGAMES_TASK_INFO_USE_GOLEMS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> golemia."
"TID_CLANGAMES_TASK_INFO_USE_WITCHES","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> noitaa."
"TID_CLANGAMES_TASK_INFO_USE_LAVAHOUNDS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> laavahurttaa."
"TID_CLANGAMES_TASK_INFO_USE_BABYDRAGONS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> pikku lohikäärmettä."
"TID_CLANGAMES_TASK_INFO_USE_BOWLERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> keilaajaa."
"TID_CLANGAMES_TASK_INFO_USE_MINERS","Hanki <num> tähteä moninpelitaisteluista käyttämällä\n<num2> kaivosmiestä."
"TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","Voita <num> rakentajan taistelua."
"TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","Hanki <num> tähteä rakentajan taisteluista."
"TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","Aiheuta <num> % tuhoa rakentajan taisteluissa."
"TID_CLANGAMES_TASK_INFO_DONATE_SPELLS","Lahjoita <num> paikan edestä loitsuja."
"TID_CLAN_GAMES_CENTRE","Kisakenttä"
"TID_CLAN_GAMES_CENTRE_INFO","Kun klaanikisat ovat käynnissä, voit"
"TID_ALLIANCE_GAMES_TASK_TAB","Haasteet"
"TID_ALLIANCE_GAMES_CLAN_TAB","Klaani"
"TID_ALLIANCE_GAMES_REWARDS_TAB","Palkinnot"
"TID_ALLIANCE_GAMES_ENDING_IN","Aikaa jäljellä"
"TID_ALLIANCE_GAMES_PERSONAL_PROGRESS","Pisteesi"
"TID_ALLIANCE_GAMES_START_TASK","Aloita"
"TID_ALLIANCE_GAMES_ABANDON_TASK","Hävitä"
"TID_ALLIANCE_GAMES_COMPLETE_TASK","Kerää\npisteet"
"TID_ALLIANCE_GAMES_RESHUFFLE_BUTTON","Uusi sekoitus"
"TID_ALLIANCE_GAMES_CLAIM_REWARDS_BUTTON","Kerää palkinnot"
"TID_ALLIANCE_GAMES_ABOUT_TASKS_INFO","Kerää klaanillesi pisteitä suorittamalla haasteita.\nJokaisella klaanin jäsenellä on oma osuutensa hoidettavanaan. Ole aktiivinen, ja varmista klaanillesi parhaat palkinnot.\nValitse haaste, jonka pystyt suorittamaan ennen ajan päättymistä!"
"TID_ALLIANCE_GAMES_ABOUT_TASKS_HEADER","Mitä haasteet ovat?"
"TID_ALLIANCE_GAMES_PICK_TASK_HEADER","Valitse haaste"
"TID_ALLIANCE_GAMES_PICK_TASK_INFO","Valitse haaste vasemmalla olevasta valikoimasta, ja aloita sen suorittaminen!"
"TID_BOOSTER_FINISH_ANY_UPGRADE","Kaiken tiedon kirja"
"TID_BOOSTER_FINISH_SPELL_UPGRADE","Loitsujen kirja"
"TID_BOOSTER_FINISH_HERO_UPGRADE","Sankareiden kirja"
"TID_BOOSTER_MAX_LEVEL_ARMY","Voimarohto"
"TID_BOOSTER_FINISH_TROOP_UPGRADE","Taisteluiden kirja"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE","Rakentamisen kirja"
"TID_BOOSTER_BOOST_RESOURCES","Resurssirohto"
"TID_BOOSTER_BOOST_PRODUCTION","Koulutusrohto"
"TID_BOOSTER_FINISH_ANY_UPGRADE_INFO","Tämä kirja sisältää erittäin voimakasta magiaa. Sen avulla voit välittömästi viimeistellä minkä tahansa jo aloitetun päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_INFO","Tämän mystisen kirjan tekstit ovat tuntemattomien velhojen käsialaa. Sen avulla voit välittömästi viimeistellä minkä tahansa jo aloitetun loitsun päivityksen. Toimii kotikylässä."
"TID_BOOSTER_FINISH_HERO_UPGRADE_INFO","Tämän sankaritarinoita ja hyviä neuvoja pursuavan kirjan avulla voit välittömästi viimeistellä minkä tahansa jo aloitetun sankarin tai lemmikin päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!"
"TID_BOOSTER_MAX_LEVEL_ARMY_INFO","Tämä vahva-arominen taikajuoma kohottaa joukkojesi, loitsujesi ja piirityskoneidesi voimat korkeimmalle päärakennuksesi sallimalle tasolle yhden tunnin ajaksi. Toimii molemmissa kylissä!"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_INFO","Tästä kirjasta löytyvät valtakunnan parhaat koulutusvinkit. Sen avulla voit välittömästi viimeistellä minkä tahansa jo aloitetun joukkojen päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_INFO","Huhu kertoo, että tämän maagisen kirjan olisi kirjoittanut itse mestarirakentaja. Sen avulla voit välittömästi viimeistellä minkä tahansa käynnissä olevan rakennuksen päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!"
"TID_BOOSTER_BOOST_RESOURCES_INFO","Vauhtiloitsu on uutettu rohdoksi! Tämä maaginen ihmeaine tehostaa huomattavasti resurssinkerääjiesi toimintaa <time> ajan. Toimii kotikylässä."
"TID_BOOSTER_BOOST_PRODUCTION_INFO","Tämä energiantäyteinen taikaliemi vauhdittaa armeijasi tuotantoa tehostamalla parakkeja, loitsukattiloita, työpajaa ja sankareiden elpymistä <time> ajan.\nToimii kotikylässä."
"TID_NOT_ENOUGH_BOOSTER","Sinulla ei ole tarpeeksi esinettä <booster>!"
"TID_BOOSTER_USE_MAX_LEVEL_ARMY","Tehosta armeijaa"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALREADY","Armeijaasi tehostetaan jo!"
"TID_BOOSTER_MAX_LEVEL_ARMY_STARTED","Armeijaasi on tehostettu!"
"TID_BOOSTER_MAX_LEVEL_ARMY_MAXED","Armeijaa ei voi tehostaa. Se on jo korkeimmalla tasollaan!"
"TID_BOOSTER_MAX_LEVEL_ARMY_MAXED_UP_LAB","Armeijaa ei voi tehostaa. Päivitä ensin päärakennuksesi!"
"TID_BOOSTER_MAX_LEVEL_ARMY_ENABLED","Armeija tehostettu"
"TID_BOOSTER_ERROR_GENERIC","Taikaesinettä <booster> ei voi käyttää!"
"TID_BOOSTER_ERROR_UPGRADE","Taikaesinettä <booster> ei voi käyttää! Ei ole mitään päivitettävää."
"TID_BOOSTER_ERROR_BOOST","Taikaesinettä <booster> ei voi käyttää! Ei ole mitään tehostettavaa."
"TID_TAB_TREASURY_RESOURCES","Resurssit"
"TID_TAB_TREASURY_BOOSTERS","Taikaesineet"
"TID_ALLIANCE_GAMES_EXPIRED_TASK","Aika loppui"
"TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_HEADER","Haastetauko"
"TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_TEXT","Siistitään paikkoja seuraavaa haastetta varten..."
"TID_ALLIANCE_GAMES_COMPLETED_TASK","Valmis"
"TID_CONFIRM_ALLIANCE_GAMES_DISCARD_TITLE","Hävitä haaste?"
"TID_CONFIRM_ALLIANCE_GAMES_DISCARD","Jos hävität tämän haasteen, voit aloittaa seuraavan vasta <time> kuluttua."
"TID_CONFIRM_ALLIANCE_GAMES_SPEEDUP_TITLE","Valmiina uuteen haasteeseen?"
"TID_CONFIRM_ALLIANCE_GAMES_SPEEDUP","Jätä taukoilu sikseen, ja aloita uusi haaste heti\n<number> jalokiven hintaan?"
"TID_ALLIANCE_GAMES_STARTING_IN","Klaanikisojen alkamiseen"
"TID_ALLIANCE_GAMES_THANKS_FOR_PLAYING","Klaanikisat ovat päättyneet.\nKiitos ja nähdään taas!"
"TID_ALLIANCE_GAMES_TOWN_HALL_TOO_LOW","Osallistuaksesi klaanikisoihin päärakennuksesi on oltava tasolla <number>."
"TID_ALLIANCE_GAMES_NO_ALLIANCE","Osallistuaksesi klaanikisoihin sinun on liityttävä johonkin klaaniin."
"TID_ALLIANCE_GAMES_ALLIANCE_MISMATCH","Liity takaisin klaaniin <alliance> jatkaaksesi näissä klaanikisoissa pelaamista, tai odota seuraavien kisojen alkua."
"TID_ALLIANCE_GAMES_REWARDS_AFTER_END","Kisojen päättyessä voit valita yhden palkinnon jokaiselta avatulta palkintokynnykseltä."
"TID_ALLIANCE_GAMES_REWARDS_NO_POINTS","Voit lunastaa palkintoja vasta, kun olet saanut pisteitä ainakin yhdestä suoritetusta haasteesta."
"TID_CAN_COPY_ONLY_TH_CLOSER_TO_YOUR_OWN","Et voi kopioida pohjapiirrosta, jonka päärakennuksen taso on enemmän kuin yhden tason alempi tai ylempi kuin sinulla."
"TID_TREASURY_BOOSTERS_EMPTY","Sinulla ei ole tätä taikaesinettä!"
"TID_TREASURY_BOOSTERS_DESCRIPTION","Taikaesineillä on maagisia kykyjä. Ne voivat esimerkiksi auttaa sinua päivitysten kanssa tai tehostaa monia kyläsi ja armeijasi toimintoja. Voit pitää kerralla hallussasi vain rajoitetun määrän kutakin esinettä."
"TID_ALLIANCE_GAMES_CHECKING_RESULTS","Tarkistetaan tuloksia...."
"TID_ALLIANCE_GAMES_TASKS","Haasteet"
"TID_CLANGAMES_TASK_USE_RAGEDBARBARIANS","Raivokkaiden barbaarien rähinöinti"
"TID_CLANGAMES_TASK_USE_SNEAKYARCHERS","Juonikkaiden jousiampujien jäynä"
"TID_CLANGAMES_TASK_USE_BETAMINIONS","Myrkkykätyrien mylläkkä"
"TID_CLANGAMES_TASK_USE_BOXERGIANTS","Isokouraisten jättien isku"
"TID_CLANGAMES_TASK_USE_BOMBERS","Pommihyökkäys"
"TID_CLANGAMES_TASK_USE_CANNONCARTS","Tykkikärryn huviajelu"
"TID_CLANGAMES_TASK_USE_DROPSHIPS","Kallopallojen yöllinen retki"
"TID_CLANGAMES_TASK_USE_BABYDRAGONS2","Pikku lohikäärmeen grillijuhla"
"TID_CLANGAMES_TASK_USE_NIGHTWITCHES","Yön noitien väijytys"
"TID_CLANGAMES_TASK_INFO_USE_RAGEDBARBARIANS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> raivokasta barbaaria."
"TID_CLANGAMES_TASK_INFO_USE_SNEAKYARCHERS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> juonikasta jousiampujaa."
"TID_CLANGAMES_TASK_INFO_USE_BETAMINIONS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> myrkkykätyriä."
"TID_CLANGAMES_TASK_INFO_USE_BOXERGIANTS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> isokouraista jättiä."
"TID_CLANGAMES_TASK_INFO_USE_BOMBERS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> pommittajaa."
"TID_CLANGAMES_TASK_INFO_USE_CANNONCARTS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> tykkikärryä."
"TID_CLANGAMES_TASK_INFO_USE_DROPSHIPS","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> kallopalloa."
"TID_CLANGAMES_TASK_INFO_USE_BABYDRAGONS2","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> pikku lohikäärmettä."
"TID_CLANGAMES_TASK_INFO_USE_NIGHTWITCHES","Hanki <num> tähteä rakentajan taisteluista käyttämällä<num2> yön noitaa."
"TID_GAMES_OVERVIEW_HEADLINE","Yleiskatsaus"
"TID_GAMES_TASKS_HEADLINE","Haasteet"
"TID_GAMES_REWARDS_HEADLINE","Palkinnot"
"TID_GAMES_OVERVIEW_TEXT","Klaanikisoissa sinun on tarkoitus suorittaa haasteita ja kerätä pisteitä yhdessä klaanikavereidesi kanssa. Mitä enemmän pisteitä klaanisi kerää, sitä parempia palkintoja saatte kisojen päätyttyä. Ottakaa kaikki klaanin jäsenet mukaan kisoihin: palkintokynnyksille on sitä helpompi kivuta mitä enemmän pelaajia on mukana auttamassa!"
"TID_GAMES_TASKS_TEXT","Haasteet koettelevat sisukkuuttasi monin eri tavoin. Klaanisi saa pisteitä, kun suoritat haasteen ennen ajan päättymistä. Haasteiden vaikeusaste vaihtelee. Jos jokin haasteista vaikuttaa sinulle liian vaikealta, pyydä jotain toista klaanin jäsentä suorittamaan se. Jos otat vastaan haasteen, jota et pysty suorittamaan, voit hävittää sen. Hävittämisen jälkeen joudut kuitenkin pitämään tauon ennen uuden haasteen aloittamista."
"TID_GAMES_REWARDS_TEXT","Klaanikisojen päätyttyä on aika nauttia palkinnoista! Palkinnot on jaettu useille palkintokynnyksille, jotka avautuvat klaanisi kerätessä pisteitä suoritetuista haasteista. Kaikki, jotka suorittivat vähintään yhden haasteen, voivat valita jokaiselta palkintokynnykseltä yhden palkinnon. Lunastamattomat palkinnot häviävät 7 päivän kuluttua."
"TID_CLAN_GAMES","Klaani-\nkisat"
"TID_LOCAL_NOTIFICATION_CLAN_GAMES_TASK_EXPIRING","Klaanikisojen tehtäväsi aika päättyy pian!"
"TID_LOCAL_NOTIFICATION_CLAN_GAMES_ENDING_SOON","Klaanikisat päättyvät pian. Vielä ehdit kerätä lisää pisteitä!"
"TID_LOCAL_NOTIFICATION_CLAN_GAMES_ENDING_SOON_ALL_POINTS","Klaanikisat päättyvät pian!"
"TID_LOCAL_NOTIFICATION_CLAN_GAMES_CHECK_RESULTS","Klaanikisat ovat päättyneet. Käy katsomassa tulokset!"
"TID_CLAN_GAMES_CLAIM_REWARDS","Tulokset"
"TID_CLAN_GAMES_TAKE_A_TASK","Valitse"
"TID_CLAN_GAMES_EXPIRED_TASK","Valitse"
"TID_BUTTON_DISABLED_GAMES_ENDING_SOON","Päättyy pian!"
"TID_BUTTON_DISABLED_PICK_ALL_REWARDS","Valitse yksi palkinto jokaiselta avatulta palkintokynnykseltä."
"TID_BUTTON_DISABLED_REWARD_WOULD_OVERFLOW","<reward> ei enää mahdu varastoosi.\nVapauta tilaa tai valitse toinen palkinto."
"TID_BUTTON_DISABLED_RESOURCE_REWARD_WOULD_OVERFLOW","<reward> ei enää mahdu aarrekammioosi näin paljon.\nVapauta tilaa tai valitse toinen palkinto."
"TID_ALLIANCE_GAMES_NO_REWARDS_EARNED","Klaanisi ei kerännyt tarpeeksi pisteitä päästäksenne palkinnoille."
"TID_POPUP_SELL_BOOSTER_TITLE","Myy taikaesine"
"TID_BOOSTER_SELL_BUTTON","Myy"
"TID_BOOSTER_USE_BUTTON","Käytä"
"TID_PERSONAL_POINT_QUOTA_FINISHED","Et voi aloittaa haastetta.\nOlet jo kerännyt enimmäismäärän pisteitä!"
"TID_CLAN_GAMES_TASK_CLAIMED_ELSEWHERE","Toinen klaanin jäsen otti tämän haasteen."
"TID_CLAN_GAMES_CHOOSE_REWARDS","Valitse palkinnot"
"TID_CHALLENGE_PROGRESS","Haasteen edistyminen"
"TID_CHALLENGE_COMPLETED","Valmis!"
"TID_TUTORIAL_CLANGAMES_1","Hei, päällikkö! Kiva kun tulit käymään!"
"TID_TUTORIAL_CLANGAMES_2","Oletko valmiina kisaamaan? Astu sisään niin katsotaan!"
"TID_TUTORIAL_MAGICITEMS_1","Päällikkö, löysimme klaanilinnasta oudon esineen!"
"TID_TUTORIAL_MAGICITEMS_2","Onko se vaarallinen? Se hohtaa voimakkaasti!"
"TID_POPUP_MAX_OUT_ARMY","Käytetäänkö <booster>, joka nostaa joukkojesi voimat korkeimmalle päärakennuksesi sallimalle tasolle <time> ajaksi?"
"TID_POPUP_MAX_OUT_ARMY_TITLE","Tehosta joukkoja ja loitsuja?"
"TID_CLAN_MEMBER_NOT_DOING_CHALLENGE","<name> ei ole suorittamassa haastetta."
"TID_BUTTON_TREASURY2","Taika-\nesineet"
"TID_BOOSTER_BOOST_ALL_PRODUCTION_TITLE","Käytä koulutusrohto"
"TID_BOOSTER_BOOST_ALL_PRODUCTION_TEXT","Haluatko käyttää koulutusrohdon tehostaaksesi joukkojen koulutuksen, loitsujen valmistamisen ja sankareiden elpymisnopeuden <multiplier>-kertaiseksi <time> ajaksi?"
"TID_CLAN_GAMES_STARTED_NOTIFICATION","Klaanikisat ovat alkaneet!"
"TID_OBSTACLE_CNY2017","Ilotulitekätkö"
"TID_CLAN_GAMES_NO_REWARDS_EARNED","Suorita vähintään yksi haaste ja saavuta klaanipisteiden palkintokynnyksiä, niin saat palkintoja."
"TID_CLAN_GAMES_SUMMARY","Kooste"
"TID_CLAN_GAMES_CLAN_SCORE","Klaanipisteet"
"TID_CLAN_GAMES_REWARDS_RECEIVED","Vastaanotetut palkinnot"
"TID_CLAN_GAMES_THEME_MINIGAMES","Mini-\nkisat"
"TID_CLAN_GAMES_THEME_WEEKENDGAMES","Viikonloppu-\nkisat"
"TID_CLAN_GAMES_ALREADY_DOING_A_CHALLENGE","Olet jo suorittamassa jotakin haastetta."
"TID_CLAN_GAMES_GET_REWARDS_AFTER_END","Palkinnot tulevat saataville kisojen loputtua."
"TID_CLAN_GAMES_NOT_ENOUGH_POINTS","Et kerännyt tarpeeksi pisteitä palkinnon avaamiseksi."
"TID_CLAN_GAMES_SINGLE_LINE","Klaanikisat"
"TID_CHINA_REAL_NAME_REGULATION","Rekisteröidy oikealla nimellä"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION","Voimarohtopaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION_INFO","• <gems> jalokiveä\n• <booster1> x voimarohto\n• Ei varastointirajoja!\n\nOta joukoistasi kaikki ilo irti, ja kokeile uusia armeijakokoonpanoja!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TRAINING_POTION","Koulutusrohtopaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TRAINING_POTION_INFO","• <gems> jalokiveä\n• <booster1> x koulutusrohto\n• Ei varastointirajoja!\n\nTehosta joukkojen koulutusta, loitsujen valmistusta ja sankareiden elpymistä!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_RESOURCE_POTION","Resurssirohtopaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_RESOURCE_POTION_INFO","• <gems> jalokiveä\n• <booster1> x resurssirohto\n• Ei varastointirajoja!\n\nTehosta resurssinkerääjiäsi!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK","Sankareiden kirjan paketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK_INFO","• <gems> jalokiveä\n• <booster1> x sankareiden kirja\n• Ei varastointirajoja!\n\nViimeistele välittömästi mikä tahansa sankarin päivitys sankareiden kirjan avulla!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_BOOK","Taisteluiden kirjan paketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_BOOK_INFO","• <gems> jalokiveä\n• <booster1> x taisteluiden kirja\n• Ei varastointirajoja!\n\nViimeistele välittömästi mikä tahansa joukkojen päivitys taisteluiden kirjan avulla!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK","Rakentamisen kirjan paketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_INFO","• <gems> jalokiveä\n• <booster1> x rakentamisen kirja\n• Ei varastointirajoja!\n\nViimeistele välittömästi mikä tahansa rakennuksen päivitys rakentamisen kirjan avulla!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_BOOK","Loitsujen kirjan paketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_BOOK_INFO","• <gems> jalokiveä\n• <booster1> x loitsujen kirja\n• Ei varastointirajoja!\n\nViimeistele välittömästi mikä tahansa loitsun päivitys loitsujen kirjan avulla!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_EVERYTHING_BOOK","Kaiken tiedon kirjan paketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_EVERYTHING_BOOK_INFO","• <gems> jalokiveä\n• <booster1> x kaiken tiedon kirja\n• Ei varastointirajoja!\n\nViimeistele välittömästi MIKÄ TAHANSA päivitys kaiken tiedon kirjan avulla!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_LEVEL_PACK","Kuninkaallisten päivityspaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_LEVEL_PACK_INFO","• <gems> jalokiveä\n• <res0> mustaa eliksiiriä\n• <booster1> x sankareiden kirja\n• Ei varastointirajoja!\n\nKaikki mitä tarvitset barbaarikuninkaan tai jousikuningattaren päivittämistä varten!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_LEVEL_PACK","Loitsujen päivityspaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_LEVEL_PACK_INFO","• <gems> jalokiveä\n• <res0> eliksiiriä\n• <booster1> x loitsujen kirja\n• Ei varastointirajoja!\n\nKaikki mitä tarvitset loitsujesi päivittämistä varten!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_LEVEL_PACK","Joukkojen päivityspaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_LEVEL_PACK_INFO","• <gems> jalokiveä\n• <res0> eliksiiriä\n• <booster1> x taisteluiden kirja\n• Ei varastointirajoja!\n\nKaikki mitä tarvitset joukkojesi päivittämistä varten!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_VILLAGE_UPGRADE_PACK","Rakennusten päivityspaketti"
"TID_DIAMOND_BUNDLE_MAGICITEMS_VILLAGE_UPGRADE_PACK_INFO","• <gems> jalokiveä\n• <res0> kultaa\n• <res1> eliksiiriä\n• <booster1> x rakentamisen kirja\n• Ei varastointirajoja!\n\nKaipaako rakennuksesi päivitystä? Tässä paketissa on kaikki mitä tarvitset!\n\nÄlä heitä tarjousta hukkaan!"
"TID_CLAN_GAMES_REWARDS_IN_TREASURY","Palkintosi löytyvät klaanilinnasta."
"TID_CLAN_GAMES_LEAVING_SOON_UNKNOWN_REWARDS","Hupsista, unohdit käydä katsomassa klaanikisojen tulokset!"
"TID_CLAN_GAMES_LEAVING_SOON_REWARDS","Klaanikisat poistuvat pian. Käy siis äkkiä hakemassa palkintosi!"
"TID_CLAN_GAMES_TOO_MANY_MEMBERS","Liian moni tämän klaanin jäsen on jo ottanut osaa klaanikisoihin."
"TID_CLAN_GAMES_CHOOSE_A_CHALLENGE","Valitse haaste"
"TID_FIND_CLAN_BUTTON","Hae klaaneja"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION_ONLY","Voimarohtokeko"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION_ONLY_INFO","• <booster1> x voimarohto\n• Ei varastointirajoja!\n\nOta joukoistasi kaikki ilo irti, ja kokeile uusia armeijakokoonpanoja!\n\nÄlä heitä tarjousta hukkaan!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TRAINING_POTION_ONLY","Koulutusrohtokeko"
