"TID","KR"
"TID_BP_PERK_SAVINGS_PAYOUT_DESC","멀티플레이 전투에서 전리품을 획득하면 시즌 금고에 같은 양의 자원이 자동으로 채워집니다. 시즌이 종료되면, 시즌 금고의 자원을 마을 저장소에서 받을 수 있습니다."
"TID_BP_PERK_GEM_DONATION_COST","보석 1개 지원"
"TID_BP_PERK_GEM_DONATION_COST_DESC","모든 빠른 지원 비용이 보석 1개가 됩니다."
"TID_BP_TIER_NUMBER","티어 <num>"
"TID_PREMIUM_PASS_PACKAGE","골드 패스"
"TID_PREMIUM_PASS_PACKAGE_INFO","이번 시즌 골드 패스로 시즌 도전에서 더 많은 보상을 획득하세요!\n\n전용 보상:\n• 신규 영웅 스킨\n• 보석 1개로 빠른 지원\n• 장인, 연구소 및 훈련 부스트\n• 최대 5배 커진 시즌 금고"
"TID_SETTINGS_API_TOKEN_HEADER","API 토큰"
"TID_SETTINGS_API_TOKEN_SHOW","'보기' 버튼을 눌러 API 토큰 확인"
"TID_SETTINGS_API_TOKEN_RECEIVED","API 토큰: <token>"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","보기"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","복사"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API 토큰이 기기 클립보드에 복사되었습니다!"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","돌격!"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","마법 천국"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","시즈 배치 완료"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","클랜 지원군"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","골드 채광"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","엘릭서 수집"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","다크 엘릭서 시추"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","마을 개선"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","장인기지 개선"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","장인의 보람"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","마을 장벽 강화"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","기지 장벽 강화"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","장벽 강화"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","이벤트 챔피언"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","스트롱맨의 친구"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","별을 향해!"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","스타 스트라이커"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","멀티플레이 전투에서\n인구수 <num>만큼의 유닛 배치"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","멀티플레이 전투에서\n인구수 <num>만큼의 마법 배치"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","멀티플레이 전투에서\n시즈 머신 <num>대 배치"
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","클랜원에게 시즈 머신 <num>대 지원"
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","금광에서 <num> 골드 회수"
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","엘릭서 정제소에서 <num> 엘릭서 회수"
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","다크 엘릭서 정제소에서\n<num> 다크 엘릭서 회수"
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","마을에서 건물 업그레이드 <num>개 시작"
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","장인기지에서 건물 업그레이드 <num>개 시작"
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","마을이나 장인기지에서\n건물 업그레이드 <num>개 시작"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","마을에서 장벽 <num>개 업그레이드"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","장인기지에서 장벽 <num>개 업그레이드"
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","마을이나 장인기지에서\n장벽 <num>개 업그레이드"
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","이벤트 탭에 있는 이벤트 <num>개 완료"
"TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","클랜 게임에서 <num>점 획득"
"TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","마을에서 일일 별 보너스 <num>회 완료"
"TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","장인기지에서 일일 별 보너스 <num>회 완료"
"TID_BP_TASK_AVAILABLE_IN","새 도전까지: <time>"
"TID_BP_PERK_RESEARCH_BOOST","연구소 부스트"
"TID_BP_PERK_RESEARCH_BOOST_DESC","연구소에서 유닛, 마법, 시즈 머신을 업그레이드하는 데 필요한 자원 및 시간이 <num>% 감소합니다."
"TID_BP_PERK_INCREASED_SAVINGS","더 크게"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","<c54a0fe>자이언트</c>를 배치해 <c54a0fe>해골 돌격병</c>을 보호하세요."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","<c54a0fe>자이언트</c>가 처치되기 전에 첫 장벽 층을 파괴하세요."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","<c54a0fe>자이언트</c>를 먼저 배치해 <c54a0fe>마법사</c>를 보호하면서 공격을 시작하세요!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","<cffe346>치유 마법</c>을 사용해 <c54a0fe>자이언트</c>를 <cf70d16>마법사 타워</c>로부터 보호하세요!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","방어 시설을 교란한 사이에 <c54a0fe>마법사</c>를 배치하세요!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","<cf70d16>박격포</c>의 포탄이 떨어진 후, 군대가 <cf70d16>마을회관</c>으로 진입할 수 있도록 두 번째 장벽 층을 파괴하세요!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","이제 안전합니다! 더 많은 <c54a0fe>마법사</c>를 배치하세요!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","<c54a0fe>자이언트</c>에게 <cffe346>치유 마법</c>을 한 번 더 사용해 체력을 회복하세요!"
"TID_GUIDANCE_WRONG_UNIT","올바른 유닛을 선택하세요!"
"TID_GUIDANCE_WRONG_LOCATION","올바른 위치에 배치하세요!"
"TID_NPC_CHALLENGE_LOON_1","<c54a0fe>해골 비행선</c>을 다수 배치해 방어 시설을 무너뜨리세요. 최우선 목표는 <cf70d16>대공포</c>입니다!"
"TID_NPC_CHALLENGE_LOON_2","여러 그룹으로 나눠 배치해 함정과 <cf70d16>마법사 타워</c>의 광역 피해를 최소화하세요."
"TID_NPC_CHALLENGE_LOON_3","공중 유닛을 공격하는 방어 시설을 먼저 파괴하세요!"
"TID_NPC_CHALLENGE_LOON_4","남은 <c54a0fe>해골 비행선</c>으로 마지막 <cf70d16>아처 타워</c>를 파괴하세요."
"TID_BUTTON_SWAP_SKIN","스킨 변경"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","정말로 해당 플레이어의 전쟁 성에서 해당 지원 병력을 제거하시겠습니까?"
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","<cf70d16>바람 방출기</c> 뒤에서 마을로 접근하세요."
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","<c38eaff>번개 마법</c>으로 <cf70d16>대공포</c> 하나를 파괴하세요."
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","<c9916c8>바바리안 킹</c>을 배치해 <c54a0fe>드래곤</c>을 <cf70d16>아처 타워</c>로부터 보호하세요!"
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS1","<c54a0fe>드래곤</c>을 배치해 마을의 각 측면을 파괴하세요."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS2","<c54a0fe>드래곤</c>을 하나 더 배치해 마을 구석을 정리하세요. 남은 유닛이 마을 중앙으로 진입할 수 있도록 길을 터줍니다."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS3","남은 <c54a0fe>드래곤</c>을 배치하세요."
"TID_BUTTON_SELECT_SKIN","선택"
"TID_NPC_CHALLENGE_BOWIGI_HEALERS","먼저 구석에 <c54a0fe>치유사</c>를 배치하세요."
"TID_NPC_CHALLENGE_BOWIGI_ARCHERQUEEN","<c9916c8>아처 퀸</c>을 <c54a0fe>치유사</c> 앞에 배치하세요."
"TID_NPC_CHALLENGE_BOWIGI_BALLOON1","<c54a0fe>해골 비행선</c>은 <c54a0fe>치유사</c>에게 피해를 줄 수 있는 함정을 효과적으로 제거할 수 있습니다. 해골 비행선 하나를 지금 배치하세요!"
"TID_NPC_CHALLENGE_RAGE_THE_HEALERS","<cf07bf8>분노 마법</c>을 사용해 <c54a0fe>치유사</c>를 강화하세요!"
"TID_NPC_CHALLENGE_BOWIGI_QUEENABILITY","아처 퀸이 위험에 처하면 <c9916c8>아처 퀸의 능력</c>을 사용하세요!"
"TID_NPC_CHALLENGE_BOWIGI_GIANTS","중앙과 아래쪽에 <c54a0fe>자이언트</c>를 배치하세요."
"TID_NPC_CHALLENGE_BOWIGI_WALLWRECKER","<c54a0fe>파괴 전차</c>, <c9916c8>그랜드 워든</c>, 그리고 <c9916c8>바바리안 킹</c>을 연달아 배치하세요."
"TID_NPC_CHALLENGE_BOWIGI_WITCHES","<c54a0fe>마녀</c>는 다른 유닛을 보호할 수 있습니다. 주요 유닛 그룹과 함께 배치하세요."
"TID_NPC_CHALLENGE_BOWIGI_BOWLERS","<c54a0fe>볼러</c>는 적에게 피해를 주는 주요 공격 유닛입니다. 중앙과 아래쪽에 배치하세요!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE1","<cf70d16>인페르노 타워</c>가 <c54a0fe>파괴 전차</c>를 제거하기 전에 인페르노 타워에 <c38eaff>얼음 마법</c>을 사용하세요!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE2","이제 두 번째 <cf70d16>인페르노 타워</c>에 <c38eaff>얼음 마법</c>을 사용하세요!"
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","아래쪽에 <c54a0fe>해골 돌격병</c>을 배치해 <c54a0fe>볼러</c>가 진입할 수 있는 길을 만드세요!"
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","군대가 중앙 및 아래쪽을 뚫고 나아갈 수 있게 <cf07bf8>분노 마법</c>을 사용하세요!"
"TID_NPC_CHALLENGE_WARDENABILITY","필요할 때 <c9916c8>그랜드 워든의 능력</c>을 사용해 유닛을 보호하세요!"
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","<c85ff3b>이동 마법</c>을 사용해 장벽으로 막힌 공간으로 이동하세요!"
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","<c9916c8>바바리안 킹</c>의 HP가 감소하고 있습니다. 바바리안 킹의 <c9916c8>능력</c>을 사용하세요!"
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","남은 유닛을 모두 배치해 완파하세요!"
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","<c54a0fe>자이언트</c>를 배치해 <c54a0fe>해골 돌격병</c>을 보호하세요."
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","<c54a0fe>자이언트</c>가 처치되기 전에 빠르게 장벽을 파괴하세요."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","이제 <c54a0fe>자이언트</c>를 배치해 모든 방어 시설을 파괴하세요!"
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","<cf70d16>박격포</c>가 파괴된 후에 <c54a0fe>고블린</c>을 배치해 완파하세요!"
"TID_BATTLEPASS_PURCHASE_TEXT","골드 패스로 더 좋은 보상을\n잠금 해제하세요!"
"TID_BP_SEASON_BANK_CURRENT_CAP","저장량: <value>"
"TID_BP_SEASON_BANK_NEXT_CAP","다음 저장량: <value>"
"TID_BP_SEASON_BANK_MAX_CAP","최대 저장량: <value>"
"TID_BP_SEASON_BANK_CAP_INCREASES","저장량 증가:"
"TID_BUTTON_TRY_AGAIN","다시 플레이"
"TID_BUTTON_ENABLE_TUTORIAL","튜토리얼 플레이"
"TID_BUTTON_DISABLE_TUTORIAL","튜토리얼 종료"
"TID_BP_CONFIRM_TIER_UNLOCK","다음 보상까지 필요한 도전 점수 <num>점을 구매할까요?"
"TID_BP_CONFIRM_TIER_UNLOCK_TITLE","점수 구매"
"TID_BP_SEASON_ENDS","시즌 종료까지:"
"TID_WL_LEADERBOARD_BRACKET_POS1","조 우승팀"
"TID_WL_LEADERBOARD_BRACKET_POS2","조 2위"
"TID_WL_LEADERBOARD_BRACKET_POS3","조 3위"
"TID_WL_LEADERBOARD_BRACKET_POS4","조 4위"
"TID_WL_LEADERBOARD_BRACKET_POS5","조 5위"
"TID_WL_LEADERBOARD_BRACKET_POS6","조 6위"
"TID_WL_LEADERBOARD_BRACKET_POS7","조 7위"
"TID_WL_LEADERBOARD_BRACKET_POS8","조 8위"
"TID_DAILY_TASK_1_TITLE","일일 멀티플레이 전투"
"TID_DAILY_TASK_1_DESC","마을 멀티플레이 전투에서 별 1개 획득"
"TID_DAILY_TASK_2_TITLE","일일 장인 전투"
"TID_DAILY_TASK_2_DESC","장인기지 전투에서 별 1개 획득"
"TID_BP_REWARDS_LIST_TITLE","보상 목록"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","적 바바리안 킹이 <c54a0fe>호그 라이더</c>를 처치하기 전에 <c9916c8>바바리안 킹</c>을 배치해 먼저 처치하세요!"
"TID_NPC_CHALLENGE_TH7_HOG_WIZARDS","<c54a0fe>마법사</c>를 배치해 바바리안 킹을 도우세요!"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","<c54a0fe>호그 라이더</c>를 모두 배치해 공격하세요."
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","<c54a0fe>호그 라이더</c>의 HP가 많이 감소되었습니다. 지금 <cffe346>치유 마법</c>을 사용하세요!"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL2","<c54a0fe>호그 라이더</c>가 마을을 완파하는 동안 살아남을 수 있도록 남은 <cffe346>치유 마법</c>을 사용하세요!"
"TID_BP_SEASON_BANK_INCREASE","시즌 금고 저장량이 다음과 같이 증가합니다.\n골드: <gold>\n엘릭서: <elixir>\n다크 엘릭서: <de>"
"TID_NPC_CHALLENGE_TH7_MINION_BALLOONS","<c54a0fe>해골 비행선</c>을 배치해 모든 <cf70d16>대공포</c>를 파괴하세요!"
"TID_NPC_CHALLENGE_TH7_MINION_RAGE1","<cf07bf8>분노 마법</c>을 사용해<c54a0fe>해골 비행선</c>을 더욱 빠르고 강하게 만드세요!"
"TID_NPC_CHALLENGE_TH7_MINION_BARBARIAN_KING","<c9916c8>바바리안 킹</c>을 배치해 <cf70d16>마법사 타워</c>를 교란시키세요."
"TID_NPC_CHALLENGE_TH7_MINION_MINIONS","<c54a0fe>미니언</c>을 배치해 <cf70d16>마법사 타워</c>를 파괴하고 다른 방어 시설을 완파하세요!"
"TID_NPC_CHALLENGE_TH7_MINION_RAGE2","<c54a0fe>미니언</c>에게 <cf07bf8>분노 마법</c>을 쓰면 공격 대상을 재빨리 해치울 수 있습니다."
"TID_BATTLE_PASS_SEASON_END_TITLE","시즌 종료!"
"TID_BATTLE_PASS_SEASON_END_TEXT","지급된 아이템:"
"TID_NPC_DEPLOY_STEPS_OFF_TITLE","준비됐나요?"
"TID_NPC_DEPLOY_STEPS_OFF_TEXT","튜토리얼 없이 해당 레벨을 다시 시작할까요?"
"TID_NPC_DEPLOY_STEPS_ON_TITLE","아직 도움이 필요하세요?"
"TID_NPC_DEPLOY_STEPS_ON_TEXT","튜토리얼과 함께 해당 레벨을 다시 시작할까요?"
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS","해당 보상을 잠금 해제하려면\n도전 점수 <num>점이 더 필요합니다."
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","해당 보상을 잠금 해제하려면\n골드 패스와 도전 점수 <num>점이 더 필요합니다."
"TID_BP_REWARD_LOCKED_NEED_PREMIUM","해당 보상을 잠금 해제하려면\n골드 패스가 필요합니다."
"TID_BP_REWARD_AVAILABLE","해당 보상은 이미 잠금 해제했으며\n회수할 수 있습니다."
"TID_BP_REWARD_CLAIMED","이미 해당 보상을 회수했습니다."
"TID_BARBARIAN_KING_GLADIATOR","검투사 킹"
"TID_NPC_CHALLENGE_TH8_GOWIPE_EARTHQUAKE","<ca9561f>지진 마법</c>을 사용해 밀집해 있는 방어 시설 및 장벽에 피해를 주세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_FUNNEL_PEKKAS","<c54a0fe>P.E.K.K.A 2개</c>를 배치해 마을 측면을 깔끔히 제거하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS1","<c54a0fe>마법사</c>를 배치해 공격을 지원하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_GOLEM","<c54a0fe>골렘</c>은 HP가 높습니다. 골렘을 다른 유닛 앞에 배치해 보호하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WALL_BREAKERS","적 방어 시설이 다른 유닛을 공격하고 있을 때 <c54a0fe>해골 돌격병</c>을 사용해 장벽을 파괴하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_BARBARIAN_KING","<c9916c8>바바리안 킹</c>을 배치하세요. 측면이 무너졌으니 바바리안 킹은 중앙으로 이동합니다."
"TID_NPC_CHALLENGE_TH8_GOWIPE_SUPPORT_PEKKAS","<c54a0fe>P.E.K.K.A</c>를 배치해 마을 중앙으로 침투하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS2","<c54a0fe>마법사</c>를 배치해 <c9916c8>바바리안 킹</c>과 <c54a0fe>P.E.K.K.A</c>를 지원하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL1","모든 유닛이 지나가는 진입로에 <cffe346>치유 마법</c>을 사용하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL2","<c54a0fe>마법사</c>가 계속 살아남도록 <cffe346>치유 마법</c>을 사용하세요!"
"TID_NPC_CHALLENGE_RAGE_ON_ENTRANCE","진입로에 <cf07bf8>분노 마법</c>을 사용해 유닛 대부분이 마법 효과를 볼 수 있도록 하세요."
"TID_NPC_CHALLENGE_TH8_GOWIPE_CLEAN_UP","남은 유닛을 모두 배치해 완파하세요!"
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","<ca9561f>지진 마법</c>을 4번 사용하면 장벽을 파괴할 수 있습니다. 장벽을 파괴해 마을 중앙으로 돌파할 길을 터주세요!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_HOG_RIDER","<c54a0fe>호그 라이더</c>를 배치해 적의 <cf70d16>클랜 성 병력</c>을 밖으로 유인하세요!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_ARCHER","<c54a0fe>아처</c>를 배치해 <cf70d16>적 방어 유닛</c>을 중앙에서 끌어내세요."
"TID_NPC_CHALLENGE_TH8_GOWIVA_POISON","<ce98714>독 마법</c>을 사용해 <cf70d16>적 해골 비행선</c>을 느리게 만드세요."
"TID_NPC_CHALLENGE_TH8_GOWIVA_GOLEM","<c54a0fe>골렘</c>을 배치해 <cf70d16>적 해골 비행선</c>을 교란하는 동안 <c54a0fe>마법사</c>로 해골 비행선을 말끔히 제거하세요."
"TID_NPC_CHALLENGE_TH8_GOWIVA_WIZARDS","<c54a0fe>마법사</c>는 공중 유닛을 공격할 수 있으며, 큰 피해를 줄 수 있습니다."
"TID_NPC_CHALLENGE_DEPLOY_BARBARIAN_KING","<c9916c8>바바리안 킹</c>을 배치하세요."
"TID_NPC_CHALLENGE_TH8_GOWIVA_VALKYRIES","<c54a0fe>발키리</c>를 배치하세요. 발키리는 방어 시설들이 밀집해 있는 마을에 매우 강력합니다."
"TID_NPC_CHALLENGE_TH8_GOWIVA_HEAL","유닛이 마을에 진입하는 동안 <cffe346>치유 마법</c>을 사용하세요."
"TID_NAME_ALREADY_IN_USE","이미 해당 이름을 사용 중입니다!"
"TID_BP_BONUSES_INFO","특전은 보상 진척도에서 잠금 해제되며, 해당 시즌 종료까지 유지됩니다."
"TID_TUTORIAL_MODE_TITLE","튜토리얼 모드"
"TID_TUTORIAL_MODE_TEXT","튜토리얼 모드에서는 보상을 받을 수 없습니다!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_1","<cf70d16>적 아처 퀸</c>은 <c54a0fe>해골 비행선</c>의 천적입니다. 아처 퀸을 먼저 제거하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_2","아처 퀸이 장벽 밖으로 뛰어나오면 <c9916c8>바바리안 킹</c>을 배치해 공격하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_KING_ABILITY","<c9916c8>바바리안 킹</c>의 능력을 바로 사용해 적 <cf70d16>아처 퀸</c>을 빠르게 처치하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_ARCHER_QUEEN","<c9916c8>아처 퀸</c>을 배치해 <cf70d16>마법사 타워</c>, <cf70d16>대공포</c>, <cf70d16>아처 타워</c>를 제거하세요."
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","이제 <c9916c8>아처 퀸의 능력</c>을 사용하세요!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","<cf07bf8>신속 마법</c>을 사용해 속도가 느린 공중 유닛이 <cf70d16>바람 방출기</c>에 더 빨리 도달하게 하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HOUNDS","<c54a0fe>라바 하운드</c>를 배치해 <c3e8cb8>해골 비행선</c>을 보호하고, 마을에 설치된 함정들을 발동시키세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BALLOONS","<c54a0fe>라바 하운드</c> 뒤에 <c54a0fe>해골 비행선</c>을 배치하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_FREEZE","유닛들이 접근하는 동안, <c38eaff>얼음 마법</c>을 사용해 <cf70d16>바람 방출기</c>를 얼려버리세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE1","유닛 대부분이 효과를 받을 수 있는 위치에 <cf07bf8>분노 마법</c>을 사용하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE2","<cf07bf8>분노 마법</c>을 사용해 남은 <cf70d16>대공포와 바람 방출기</c>를 제거하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE2","<cf07bf8>신속 마법</c>을 더 사용해 <c54a0fe>해골 비행선</c>을 가속하세요."
"TID_NPC_CHALLENGE_TH9_LAVALOON_CLEAN_UP","남은 유닛과 마법을 배치해 마을을 완파하세요!"
"TID_BP_PURCHASE_BUTTON_PROMPT",",\qشراء التذكرة الذهبية"
"TID_OFFER_SEASON_CHALLENGES_TEXT_1","신규 영웅 스킨!"
"TID_OFFER_SEASON_CHALLENGES_TEXT","시즌 도전에서 최대 20배 가치 상당의 보상을 획득하세요!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_2","마법 아이템 및 특전!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_3","최대 20배 가치!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_4","더 커진 시즌 금고!"
"TID_BP_PERK_NEEDS_PREMIUM","골드 패스로 잠금 해제"
"TID_BP_PERK_MAXIMUM","최대 부스트 적용 중"
"TID_BP_PERK_MAXIMUM_QUICK_DONATE","보석 1개 지원 적용!"
"TID_BP_PERK_MAXIMUM_SEASON_BANK","최대 저장량 도달"
"TID_BP_PERK_CURRENT_AMOUNT","적용"
"TID_BP_PERK_NEXT_AMOUNT","다음 업그레이드:"
"TID_BP_PERK_NEXT_SCORE","필요한 도전 점수:"
"TID_BP_PERK_NEEDS_PREMIUM_SEASON_BANK","골드 패스로 업그레이드"
"TID_BP_POINTS","도전 점수"
"TID_BP_COMPLETED","완료!"
"TID_BP_REWARD_CATEGORY_SKINS","영웅 스킨"
"TID_BP_UNLOCKS_TEXT","시즌 도전은 마을회관 <value>레벨에서 잠금 해제됩니다."
"TID_DOWNLOADING_SKIN","스킨 다운로드 중..."
"TID_BP_BUTTON_REWARDS_LIST","보상 목록"
"TID_BP_SKIN_TITLE","영웅 스킨"
"TID_BP_MULTIPLE_REWARD_FORMAT","<reward> x <num>"
"TID_BP_SKIN_UNLOCKED","<skin> 잠금 해제!"
"TID_BP_SEASON_BANK_EXPANDED","시즌 금고 저장량이 증가했습니다!"
"TID_BP_PERK_ACTIVATED","<num>% <perk> 적용!"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","모든 빠른 지원 비용이 보석 1개가 됩니다."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","건물 건설 및 업그레이드에 필요한 자원과 시간이 감소합니다. 단조 작업소에서 제작 시 필요한 자원과 시간이 감소합니다."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","유닛 훈련, 마법 제조, 시즈 머신 제작에 필요한 시간이 감소하며, 영웅 회복 시간도 감소합니다."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","연구소에서 유닛, 마법, 시즈 머신을 업그레이드하는 데 필요한 자원과 시간이 감소합니다."
"TID_NPC_KING_HEALTH_LOW","<c9916c8>바바리안 킹</c>의 HP가 감소하고 있습니다. 바바리안 킹의 능력을 사용하세요!"
"TID_NPC_QUEEN_HEALTH_LOW","<c9916c8>아처 퀸</c>의 HP가 감소하고 있습니다. 아처 퀸의 능력을 사용하세요!"
"TID_NPC_WARDEN_HEALTH_LOW","<c9916c8>그랜드 워든</c>의 HP가 감소하고 있습니다! 그랜드 워든의 능력을 사용하세요!"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","자동 메일"
"TID_LEADER_ROTATION_MAIL_TEXT","클랜의 대표가 <daysInactive>일 이상 활동을 하지 않았습니다. 클랜 대표직이 <daysToRotation>일 후 가장 오래 활동하고 지위가 높은 대장님에게 이양됩니다. 대표 변경을 피하려면 현재 대표가 로그인해야 합니다.\n\n클랜 대표는 <newLeader> 님으로 변경될 예정입니다."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","잘했어요!"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","완벽하게 마무리했습니다! 배치 설명 없이 연습할까요?"
"TID_GEM_COMPENSATION_CLAN_GAMES","안녕하세요, 대장님! 지난 클랜 게임에서 대장님의 보상이 손실된 것으로 확인되었습니다. 안타깝게도 사라진 자원 및 마법 아이템을 지급해 드릴 수 없지만, 대신 잠금 해제하신 보상 티어마다 보석 50개를 지급했습니다. 불편을 드려 죄송합니다. 건투를 빕니다!"
"TID_OFFER_TITLE_GENERIC","특별 상품"
"TID_BP_SEASON_BANK_SIZE_INCREASE","더 큰\n시즌 금고"
"TID_BP_PERK_INCREASE","<num>%\n<perk>"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_ALT_2_LINE","유닛의 책"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_ALT_2_LINE","건물의 책"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_ALT_2_LINE","마법의 책"
"TID_BOOSTER_FINISH_HERO_UPGRADE_ALT_2_LINE","영웅의 책"
"TID_BOOSTER_FINISH_ANY_UPGRADE_ALT_2_LINE","궁극의 책"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALT_2_LINE","힘의 포션"
