"TID","ES"
"TID_BP_TIER_NUMBER","Nivel <num>"
"TID_PREMIUM_PASS_PACKAGE","Pase de oro"
"TID_PREMIUM_PASS_PACKAGE_INFO","¡Hazte con el pase de oro de esta temporada para desbloquear muchas más recompensas en los desafíos de temporada!\n\nRecompensas exclusivas:\n• Nuevo aspecto de héroe\n• Donaciones rápidas por 1 gema\n• Potenciadores de construcción, investigación y entrenamiento\n• Depósito de temporada cinco veces más grande"
"TID_SETTINGS_API_TOKEN_HEADER","Código API"
"TID_SETTINGS_API_TOKEN_SHOW","Toca Mostrar para ver el código API"
"TID_SETTINGS_API_TOKEN_RECEIVED","Código API: <token>"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Mostrar"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Copiar"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","¡Se ha copiado el código API al portapapeles del dispositivo!"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","¡A la carga!"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","Instante hechizante"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","Asedia y triunfarás"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","Benefactor del clan"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","Excavación de oro"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","Recolección de elixir"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","Extracción de elixir oscuro"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","Mejora de la aldea"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","Mejora de la base del constructor"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","Sueño del constructor"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","Aldea fortificada"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","Base fortificada"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","Muros reforzados"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","Planificación de eventos"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","Amigo del forzudo"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","Jugada estelar"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","Acumulación estelar"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","Despliega tropas equivalentes a <num> espacios en vivienda en batallas multijugador."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","Despliega hechizos equivalentes a <num> espacios en vivienda en batallas multijugador."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","Despliega <num> máquinas de asedio en batallas multijugador."
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","Dona <num> máquinas de asedio."
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","Recolecta <num> de oro de tus minas de oro."
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","Recolecta <num> de elixir de tus recolectores de elixir."
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","Recolecta <num> de elixir oscuro de tus extractores de elixir oscuro."
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","Comienza a mejorar <num> estructuras de la aldea principal."
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","Comienza a mejorar <num> estructuras de la base del constructor."
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","Comienza a mejorar <num> estructuras en cualquiera de las dos aldeas."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","Mejora <num> muros en la aldea principal."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","Mejora <num> tramos de muros en la base del constructor."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","Mejora <num> muros en cualquiera de las dos aldeas."
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","Completa <num>x eventos de la pestaña de eventos."
"TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","Gana <num> puntos en los Juegos del Clan."
"TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","Consigue el bonus estelar diario de la aldea principal <num> veces."
"TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","Consigue el bonus estelar diario de la base del constructor <num> veces."
"TID_BP_TASK_AVAILABLE_IN","Este desafío estará disponible dentro de <time>."
"TID_BP_PERK_RESEARCH_BOOST","Potenciador de investigación"
"TID_BP_PERK_RESEARCH_BOOST_DESC","Mejorar tropas, hechizos, animales y máquinas de asedio requiere un <num> % menos de recursos y tiempo."
"TID_BP_PERK_INCREASED_SAVINGS","Más grande"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","Despliega a un <c54a0fe>gigante</c> para proteger a los <c54a0fe>rompemuros</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","Destruye los muros exteriores antes de que el <c54a0fe>gigante</c> muera."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","Ahora llevarás a cabo el ataque principal. Despliega primero a los <c54a0fe>gigantes</c> para que protejan a los <c54a0fe>magos</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","Usa un <cffe346>hechizo de curación</c> para proteger a los <c54a0fe>gigantes</c> de la <cf70d16>torre de mago</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","Despliega <c54a0fe>magos</c> mientras las defensas están distraídas."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","Una vez terminados los disparos del <cf70d16>mortero</c>, destroza los muros interiores para que tu ejército pueda llegar al <cf70d16>ayuntamiento</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","¡No hay moros en la costa! Aprovecha y despliega más <c54a0fe>magos</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","Despliega otro <cffe346>hechizo de curación</c> para devolverles la salud a los <c54a0fe>gigantes</c>."
"TID_GUIDANCE_WRONG_UNIT","¡Selecciona la tropa correcta!"
"TID_GUIDANCE_WRONG_LOCATION","¡Elige la ubicación correcta!"
"TID_NPC_CHALLENGE_LOON_1","Despliega varios <c54a0fe>globos bombásticos</c> para atosigar a las defensas. La prioridad son los <cf70d16>cohetes de defensa</c>."
"TID_NPC_CHALLENGE_LOON_2","Despliega varios grupos para reducir el daño de área de las trampas y de las <cf70d16>torres de mago</c>."
"TID_NPC_CHALLENGE_LOON_3","Céntrate primero en destruir las defensas que ataquen a unidades aéreas."
"TID_NPC_CHALLENGE_LOON_4","Destruye la última <cf70d16>torre de arqueras</c> con los <c54a0fe>globos bombásticos</c> que te quedan."
"TID_BUTTON_SWAP_SKIN","Cambiar aspecto"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","¿Seguro que quieres eliminar esta unidad donada del castillo de guerra de este jugador?"
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","Ataca la base desde detrás del <cf70d16>controlador aéreo</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","Destruye uno de los <cf70d16>cohetes de defensa</c> con <c38eaff>hechizos de rayo</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","Despliega primero al <c9916c8>rey bárbaro</c> para que proteja a los <c54a0fe>dragones</c> de las <cf70d16>torres de arqueras</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS1","Despliega a un <c54a0fe>dragón</c> en cada lado de la base."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS2","Despliega un <c54a0fe>dragón</c> más para despejar la esquina de la base. Esto te ayudará a dirigir al resto de tu ejército hacia el centro de la base."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS3","Despliega a los <c54a0fe>dragones</c> restantes."
"TID_BUTTON_SELECT_SKIN","Elegir"
"TID_NPC_CHALLENGE_BOWIGI_HEALERS","Para comenzar con esta estrategia, despliega a las <c54a0fe>curanderas</c> en una esquina."
"TID_NPC_CHALLENGE_BOWIGI_ARCHERQUEEN","Despliega a la <c9916c8>reina arquera</c> en frente de las <c54a0fe>curanderas</c>."
"TID_NPC_CHALLENGE_BOWIGI_BALLOON1","Los <c54a0fe>globos bombásticos</c> son idóneos para activar las trampas y evitar que dañen a las <c54a0fe>curanderas</c>. ¡Despliega uno ahora!"
"TID_NPC_CHALLENGE_RAGE_THE_HEALERS","Usa el <cf07bf8>hechizo de furia</c> para que las <c54a0fe>curanderas</c> actúen a toda marcha."
"TID_NPC_CHALLENGE_BOWIGI_QUEENABILITY","¡Activa la <c9916c8>habilidad de la reina arquera</c> si empieza a perder puntos de vida!"
"TID_NPC_CHALLENGE_BOWIGI_GIANTS","Despliega a los <c54a0fe>gigantes</c> en el centro y en la parte inferior."
"TID_NPC_CHALLENGE_BOWIGI_WALLWRECKER","Ahora, despliega el <c54a0fe>destrozamuros</c>, al <c9916c8>gran centinela</c> y al <c9916c8>rey bárbaro</c>."
"TID_NPC_CHALLENGE_BOWIGI_WITCHES","Las <c54a0fe>brujas</c> son el apoyo perfecto para las demás tropas. Despliégalas con tu grupo principal de tropas."
"TID_NPC_CHALLENGE_BOWIGI_BOWLERS","Los <c54a0fe>lanzarrocas</c> son la tropa que inflige más daño. Despliégalos en el medio y en la parte inferior."
"TID_NPC_CHALLENGE_BOWIGI_FREEZE1","¡Congela la <cf70d16>torre infernal</c> con el <c38eaff>hechizo de hielo</c> antes de que acabe con tu <c54a0fe>destrozamuros</c>!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE2","Ahora usa otro <c38eaff>hechizo de hielo</c> en la segunda <cf70d16>torre infernal</c>."
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","¡Despliega a los <c54a0fe>rompemuros</c> en la parte inferior para abrir camino a los <c54a0fe>lanzarrocas</c>!"
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","El <cf07bf8>hechizo de furia</c> ayudará a tu ejército a entrar por la parte inferior y por el medio."
"TID_NPC_CHALLENGE_WARDENABILITY","Activa la <c9916c8>habilidad del gran centinela</c> para proteger a las tropas cuando sea necesario."
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","Usa el <c85ff3b>hechizo de salto</c> cuando no puedas entrar a un lugar específico."
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","Al <c9916c8>rey bárbaro</c> le quedan pocos puntos de vida. ¡Activa su <c9916c8>habilidad</c>!"
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","Despliega al resto de las tropas para que destruyan las estructuras restantes."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","Despliega a un <c54a0fe>gigante</c> para proteger a los <c54a0fe>rompemuros</c>."
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","¡Destruye los muros antes de que muera el <c54a0fe>gigante</c>!"
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","Ahora despliega a los <c54a0fe>gigantes</c> para destruir todas las defensas."
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","Una vez destruido el <cf70d16>mortero</c>, despliega a los <c54a0fe>duendes</c> para agilizar el proceso."
"TID_BATTLEPASS_PURCHASE_TEXT","¡Desbloquea increíbles recompensas con el pase de oro!"
"TID_BP_SEASON_BANK_CURRENT_CAP","Capacidad: <value>"
"TID_BP_SEASON_BANK_NEXT_CAP","Próxima capacidad: <value>"
"TID_BP_SEASON_BANK_MAX_CAP","Capacidad máxima: <value>"
"TID_BP_SEASON_BANK_CAP_INCREASES","Aumento de la capacidad:"
"TID_BUTTON_TRY_AGAIN","Volver a jugar"
"TID_BUTTON_ENABLE_TUTORIAL","Activar tutorial"
"TID_BUTTON_DISABLE_TUTORIAL","Salir del tutorial"
"TID_BP_CONFIRM_TIER_UNLOCK","¿Quieres comprar <num> puntos para alcanzar el siguiente nivel de recompensas?"
"TID_BP_CONFIRM_TIER_UNLOCK_TITLE","Comprar puntos"
"TID_BP_SEASON_ENDS","Final de la temporada:"
"TID_WL_LEADERBOARD_BRACKET_POS1","Ganadores del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS2","2.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS3","3.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS4","4.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS5","5.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS6","6.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS7","7.º puesto del grupo"
"TID_WL_LEADERBOARD_BRACKET_POS8","8.º puesto del grupo"
"TID_DAILY_TASK_1_TITLE","Batalla multijugador diaria"
"TID_DAILY_TASK_1_DESC","Consigue una estrella en una batalla multijugador de la aldea."
"TID_DAILY_TASK_2_TITLE","Batalla del constructor diaria"
"TID_DAILY_TASK_2_DESC","Consigue una estrella en una batalla del constructor."
"TID_BP_REWARDS_LIST_TITLE","Lista de recompensas"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","Despliega al <c9916c8>rey bárbaro</c> para que ataque al rey enemigo y proteja a los <c54a0fe>montapuercos</c>."
"TID_NPC_CHALLENGE_TH7_HOG_WIZARDS","¡Despliega los <c54a0fe>magos</c> para dar apoyo a tu rey!"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","Despliega todos los <c54a0fe>montapuercos</c> para que inicien su asalto."
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","Los <c54a0fe>montapuercos</c> han perdido muchos puntos de vida. ¡Lanza un <cffe346>hechizo de curación</c>!"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL2","Usa el resto de los <cffe346>hechizos de curación</c> para que los <c54a0fe>montapuercos</c> no sean derrotados mientras destruyen estructuras."
"TID_BP_SEASON_BANK_INCREASE","El depósito de temporada tiene mayor capacidad.\nOro: <gold>\nElixir: <elixir>\nElixir oscuro: <de>"
"TID_NPC_CHALLENGE_TH7_MINION_BALLOONS","Despliega los <c54a0fe>globos bombásticos</c> para destruir todos los <cf70d16>cohetes de defensa</c>."
"TID_NPC_CHALLENGE_TH7_MINION_RAGE1","Lanza el <cf07bf8>hechizo de furia</c> para que los <c54a0fe>globos bombásticos</c> sean más rápidos y potentes."
"TID_NPC_CHALLENGE_TH7_MINION_BARBARIAN_KING","Despliega al <c9916c8>rey bárbaro</c> para distraer a la <cf70d16>torre de mago</c>."
"TID_NPC_CHALLENGE_TH7_MINION_MINIONS","Despliega a los <c54a0fe>esbirros</c> para que destruyan la <cf70d16>torre de mago</c> y otras estructuras."
"TID_NPC_CHALLENGE_TH7_MINION_RAGE2","Los <c54a0fe>esbirros</c> acabarán con sus objetivos enseguida si los combinas con el <cf07bf8>hechizo de furia</c>."
"TID_BATTLE_PASS_SEASON_END_TITLE","¡La temporada ha terminado!"
"TID_BATTLE_PASS_SEASON_END_TEXT","Has recibido:"
"TID_NPC_DEPLOY_STEPS_OFF_TITLE","Detener tutorial"
"TID_NPC_DEPLOY_STEPS_OFF_TEXT","¿Quieres reiniciar el nivel y jugar sin ayuda?"
"TID_NPC_DEPLOY_STEPS_ON_TITLE","Activar tutorial"
"TID_NPC_DEPLOY_STEPS_ON_TEXT","¿Quieres reiniciar el nivel y activar el tutorial?"
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS","Necesitas <num> puntos más para desbloquear esta recompensa."
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","Necesitas <num> puntos más y el pase de oro para desbloquear esta recompensa."
"TID_BP_REWARD_LOCKED_NEED_PREMIUM","Necesitas el pase de oro para desbloquear esta recompensa."
"TID_BP_REWARD_AVAILABLE","Esta recompensa está desbloqueada y puedes reclamarla."
"TID_BP_REWARD_CLAIMED","Ya has reclamado esta recompensa."
"TID_BARBARIAN_KING_GLADIATOR","Rey gladiador"
"TID_NPC_CHALLENGE_TH8_GOWIPE_EARTHQUAKE","Lanza un <ca9561f>hechizo de terremoto</c> para debilitar los muros y las estructuras defensivas que estén próximos entre sí."
"TID_NPC_CHALLENGE_TH8_GOWIPE_FUNNEL_PEKKAS","Despliega a <c54a0fe>dos P.E.K.K.A.</c> para que destruyan los lados de la aldea."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS1","Despliega a los <c54a0fe>magos</c> para que brinden apoyo."
"TID_NPC_CHALLENGE_TH8_GOWIPE_GOLEM","El <c54a0fe>gólem</c> tiene muchos puntos de vida. Despliégalo frente a otras tropas para protegerlas."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WALL_BREAKERS","Usa los <c54a0fe>rompemuros</c> para destruir los muros mientras las defensas se centran en otras tropas."
"TID_NPC_CHALLENGE_TH8_GOWIPE_BARBARIAN_KING","Despliega al <c9916c8>rey bárbaro</c>. Como los lados están despejados, se dirigirá directamente al centro."
"TID_NPC_CHALLENGE_TH8_GOWIPE_SUPPORT_PEKKAS","Despliega a más <c54a0fe>P.E.K.K.A.</c> Ahora todas irán al centro."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS2","Despliega a más <c54a0fe>magos</c> para que apoyen al <c9916c8>rey bárbaro</c> y a las <c54a0fe>P.E.K.K.A.</c>"
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL1","Lanza el <cffe346>hechizo de curación</c> en la entrada mientras pasan las tropas."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL2","¡Combina el <cffe346>hechizo de curación</c> con los <c54a0fe>magos</c> para que no mueran!"
"TID_NPC_CHALLENGE_RAGE_ON_ENTRANCE","Usa el <cf07bf8>hechizo de furia</c> en la entrada para que afecte a todas las tropas."
"TID_NPC_CHALLENGE_TH8_GOWIPE_CLEAN_UP","Despliega al resto de las tropas para que destruyan estructuras."
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","Cuatro <ca9561f>hechizos de terremoto</c> acabarán con cualquier muro. ¡Úsalos para abrir paso en la base enemiga!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_HOG_RIDER","Despliega a un <c54a0fe>montapuercos</c> para atraer a las tropas enemigas que se encuentran en el <cf70d16>castillo del clan</c>."
"TID_NPC_CHALLENGE_TH8_GOWIVA_ARCHER","Despliega a una <c54a0fe>arquera</c> para alejar a las <cf70d16>tropas enemigas</c> del centro."
"TID_NPC_CHALLENGE_TH8_GOWIVA_POISON","Usa el <ce98714>hechizo de veneno</c> para ralentizar los <cf70d16>globos del enemigo</c>."
"TID_NPC_CHALLENGE_TH8_GOWIVA_GOLEM","Despliega a un <c54a0fe>gólem</c> para distraer a los <cf70d16>globos bombásticos enemigos</c> mientras los <c54a0fe>magos</c> acaban con ellos."
"TID_NPC_CHALLENGE_TH8_GOWIVA_WIZARDS","Los <c54a0fe>magos</c> pueden atacar a las tropas aéreas e infligen mucho daño."
"TID_NPC_CHALLENGE_DEPLOY_BARBARIAN_KING","¡Despliega al <c9916c8>rey bárbaro</c>!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_VALKYRIES","Despliega a las <c54a0fe>valquirias</c>. Son muy potentes en las bases en las que las estructuras están apiñadas."
"TID_NPC_CHALLENGE_TH8_GOWIVA_HEAL","Lanza un <cffe346>hechizo de curación</c> a las tropas cuando entren a la base."
"TID_NAME_ALREADY_IN_USE","¡Ya tienes ese nombre!"
"TID_BP_BONUSES_INFO","Los beneficios se desbloquean en el camino de recompensas y duran hasta el final de la temporada."
"TID_TUTORIAL_MODE_TITLE","Modo tutorial"
"TID_TUTORIAL_MODE_TEXT","Las recompensas no están disponibles en el modo tutorial."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_1","La <cf70d16>reina arquera enemiga</c> es la mayor amenaza para tus <c54a0fe>globos bombásticos</c>, ¡así que ve a por ella primero!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_2","Despliega al <c9916c8>rey bárbaro</c> para que se enfrente a ella en cuanto salte fuera de los muros."
"TID_NPC_CHALLENGE_TH9_LAVALOON_KING_ABILITY","Activa la habilidad del <c9916c8>rey bárbaro</c> directamente para acabar con la <cf70d16>reina</c> cuanto antes."
"TID_NPC_CHALLENGE_TH9_LAVALOON_ARCHER_QUEEN","Despliega a la <c9916c8>reina arquera</c> para acabar con la <cf70d16>torre de mago</c>, los <cf70d16>cohetes de defensa</c> y la <cf70d16>torre de arqueras</c>."
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","¡Es el momento de activar la <c9916c8>habilidad de la reina</c>!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","Usa <cf07bf8>hechizos de aceleración</c> para acelerar las unidades aéreas más lentas y que alcancen el <cf70d16>controlador aéreo</c> más deprisa."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HOUNDS","Despliega a los <c54a0fe>sabuesos de lava</c> para que actúen como escudo de los <c3e8cb8>globos bombásticos</c> y para que activen las trampas."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BALLOONS","Despliega los <c54a0fe>globos bombásticos</c> detrás de los <c54a0fe>sabuesos de lava</c>."
"TID_NPC_CHALLENGE_TH9_LAVALOON_FREEZE","Congela el <cf70d16>controlador aéreo</c> con el <c38eaff>hechizo de hielo</c> mientras se acercan tus tropas."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE1","Despliega el <cf07bf8>hechizo de furia</c> donde ayude al mayor número de tropas posible."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE2","Lanza otro <cf07bf8>hechizo de furia</c> para derribar los <cf70d16>cohetes de defensa y el controlador aéreo</c> que quedan."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE2","Usa otro <cf07bf8>hechizo de aceleración</c> para acelerar la velocidad de los <c54a0fe>globos bombásticos</c>."
"TID_NPC_CHALLENGE_TH9_LAVALOON_CLEAN_UP","Despliega a las tropas y hechizos restantes para derribar el resto de las estructuras."
"TID_BP_PURCHASE_BUTTON_PROMPT",",\qشراء التذكرة الذهبية"
"TID_OFFER_SEASON_CHALLENGES_TEXT_1","¡Nuevo aspecto de héroe!"
"TID_OFFER_SEASON_CHALLENGES_TEXT","¡Recompensas hasta 20 veces más rentables en los desafíos de temporada!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_2","¡Objetos mágicos y beneficios!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_3","¡Hasta 20 veces más rentable!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_4","¡Mayor depósito de temporada!"
"TID_BP_PERK_NEEDS_PREMIUM","Necesitas el pase de oro"
"TID_BP_PERK_MAXIMUM","Potenciado al máximo"
"TID_BP_PERK_MAXIMUM_QUICK_DONATE","Donaciones por 1 gema activas"
"TID_BP_PERK_MAXIMUM_SEASON_BANK","Capacidad máxima desbloqueada"
"TID_BP_PERK_CURRENT_AMOUNT","Activo"
"TID_BP_PERK_NEXT_AMOUNT","Próxima mejora:"
"TID_BP_PERK_NEXT_SCORE","Disponible con"
"TID_BP_PERK_NEEDS_PREMIUM_SEASON_BANK","Necesitas el pase de oro para mejorarlo"
"TID_BP_POINTS","Puntos de desafío"
"TID_BP_COMPLETED","¡Completado!"
"TID_BP_REWARD_CATEGORY_SKINS","Aspectos de héroes"
"TID_BP_UNLOCKS_TEXT","Los desafíos de temporada se desbloquean con un ayuntamiento de nivel <value>."
"TID_DOWNLOADING_SKIN","Descargando aspecto..."
"TID_BP_BUTTON_REWARDS_LIST","Premios"
"TID_BP_SKIN_TITLE","Aspecto de héroe"
"TID_BP_MULTIPLE_REWARD_FORMAT","<num>x <reward>"
"TID_BP_SKIN_UNLOCKED","¡Aspecto <skin> desbloqueado!"
"TID_BP_SEASON_BANK_EXPANDED","¡Ha aumentado la capacidad del depósito de temporada!"
"TID_BP_PERK_ACTIVATED","¡<perk> (<num> %) activo!"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","Las donaciones rápidas cuestan solo una gema."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","Construir y mejorar estructuras requiere menos recursos y tiempo. Producir en la forja requiere menos recursos y tiempo."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","Entrenar tropas, elaborar hechizos y construir máquinas de asedio requiere menos tiempo. El tiempo de curación de los héroes es menor."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","Mejorar tropas, hechizos y máquinas de asedio en el laboratorio requiere menos recursos y tiempo."
"TID_NPC_KING_HEALTH_LOW","Al <c9916c8>rey bárbaro</c> le quedan pocos puntos de vida. ¡Activa su habilidad!"
"TID_NPC_QUEEN_HEALTH_LOW","A la <c9916c8>reina arquera</c> le quedan pocos puntos de vida. ¡Activa su habilidad!"
"TID_NPC_WARDEN_HEALTH_LOW","Al <c9916c8>gran centinela</c> le quedan pocos puntos de vida. ¡Activa su habilidad!"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Mensaje automático"
"TID_LEADER_ROTATION_MAIL_TEXT","El líder de este clan lleva más de <daysInactive> días inactivo. Dentro de <daysToRotation> días, su puesto pasará a la persona que lleve más tiempo en el clan y que tenga el título más elevado. El líder original mantendrá su puesto si se conecta al juego.\n\nEl puesto de líder pasará a <newLeader>."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","¡Bien hecho!"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","¡Lo has hecho de fábula! ¿Quieres practicar sin instrucciones?"
"TID_GEM_COMPENSATION_CLAN_GAMES","¡Hola, jefe! Parece que has perdido las recompensas de los últimos Juegos del Clan. Desafortunadamente, no podemos darte los recursos y los objetos mágicos, pero te hemos enviado 50 gemas por cada columna de recompensas desbloqueada. Sentimos mucho lo ocurrido. ¡A dar guerra!"
"TID_OFFER_TITLE_GENERIC","Oferta especial"
"TID_BP_SEASON_BANK_SIZE_INCREASE","Depósito de temporada\nmás grande"
"TID_BP_PERK_INCREASE","<perk>\n(<num>%)"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_ALT_2_LINE","Libro de lucha"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_ALT_2_LINE","Libro de construcción"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_ALT_2_LINE","Libro de hechizos"
"TID_BOOSTER_FINISH_HERO_UPGRADE_ALT_2_LINE","Libro de héroes"
"TID_BOOSTER_FINISH_ANY_UPGRADE_ALT_2_LINE","Libro universal"
"TID_BOOSTER_MAX_LEVEL_ARMY_ALT_2_LINE","Pócima de fuerza"
"TID_BOOSTER_BOOST_RESOURCES_ALT_2_LINE","Pócima de recursos"
"TID_BOOSTER_BOOST_PRODUCTION_ALT_2_LINE","Pócima de entrenamiento"
"TID_BOOSTER_FILL_GOLD_STORAGE_ALT_2_LINE","Runa de oro"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_ALT_2_LINE","Runa de elixir"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_ALT_2_LINE","Runa de elixir oscuro"
"TID_BOOSTER_FILL_GOLD2_STORAGE_ALT_2_LINE","Runa de oro del constructor"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_ALT_2_LINE","Runa de elixir del constructor"
"TID_BOOSTER_WALL_UPGRADE_ALT_2_LINE","Anillo de muros"
"TID_BOOSTER_BUILDERS_ALT_2_LINE","Pócima del constructor"
"TID_BOOSTER_FREE_TROOP_UPGRADE_ALT_2_LINE","Martillo de lucha"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_ALT_2_LINE","Martillo de construcción"
"TID_BOOSTER_FREE_SPELL_UPGRADE_ALT_2_LINE","Martillo de hechizos"
"TID_BOOSTER_FREE_HERO_UPGRADE_ALT_2_LINE","Martillo de héroes"
