"TID","JP"
"TID_SPECIAL_OFFER_INFO_EASTER_LIMITED_999","• <res0>ゴールド\n• <res1>ダークエリクサー\n• <gems>エメラルド\n\n• 収容量制限なし！\n• このパックは20回購入できます！\n\n防衛設備やヒーロー、ダークエリクサーユニットをアップグレードするのにピッタリな役立つパック！"
"TID_SPECIAL_OFFER_EASTER_UNLIMITED","大工ブーストパック"
"TID_SPECIAL_OFFER_INFO_EASTER_UNLIMITED","• <res0>ゴールド\n• 建物の本<booster1>冊\n• 大工ポーション<booster2>個\n• 収容量制限なし！\n• このパックは10回購入できます！\n\nタウンホールや防衛設備のアップグレードに必要なものが全部揃っています！"
"TID_LIGHTNINGDRAGON","ライトニングドラゴン"
"TID_CHARACTER_INFO_LIGHTNINGDRAGON","鉄のように固いウロコを持ち、壊滅的なダメージを与える雷撃を噴くライトニングドラゴンは、上空から破壊の雨を降らせるのが大好きです。さらに彼が撃破されると、地上に向けて最後の雷撃が放たれます！"
"TID_DIAMOND_BUNDLE_TH4_UPDATED_INFO","• レベル2対空砲\n• <res0>ゴールド\n• <res1>エリクサー\n• <gems>エメラルド\n\n収容量制限なし！\n\nこの<cffec78><value>倍バリュー</c> のパックは、1度限りの特別提供となります！"
"TID_DIAMOND_BUNDLE_TH4_ALT_UPDATED_INFO","• <res0>ゴールド\n• <res1>エリクサー\n• <gems>エメラルド\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH5_UPDATED_INFO","• ウィザードの塔（レベル2）\n• <res0>ゴールド\n• <res1>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH5_ALT_UPDATED_INFO","• <res0>ゴールド\n• <res1>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH6_UPDATED_INFO","• ウィザードの塔（レベル3）\n• 迫撃砲（レベル4）\n• <res0>ゴールド\n• <res1> エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH6_ALT_UPDATED_INFO","• <res0>ゴールド\n• <res1>エリクサー\n• <gems>エメラルド\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH7_UPDATED_INFO","• テスラ（レベル2）\n• バーバリアンキング\n• <res0>ダークエリクサー\n• <res1>ゴールド\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH7_ALT_UPDATED_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH8_UPDATED_INFO","• ボムタワー（レベル2）\n• ウィザードの塔（レベル5）\n• <res0>ダークエリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH8_ALT_UPDATED_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH9_UPDATED_INFO","• 巨大クロスボウ（レベル2）\n• アーチャークイーン\n• <res0>ダークエリクサー\n• <res1>ゴールド\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH9_ALT_UPDATED_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH10_UPDATED_INFO","• インフェルノタワー（レベル1）\n• 巨大クロスボウ（レベル2）\n• <res0>ダークエリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH10_ALT_UPDATED_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH11_UPDATED_INFO","• イーグル砲（レベル1）\n• グランドウォーデン\n• <res0>ダークエリクサー\n\n建設時間、収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH11_ALT_UPDATED_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_NO_PRIVILEDGE_TO_EDIT","メモを編集するには、クラン内での階級が現在よりも上位である必要があります。"
"TID_SPECTATOR_CAN_NOT_CLAIM","あなたは今回のクラン対戦には参加していません"
"TID_CLAN_WAR_LEAGUE","クラン対戦リーグ"
"TID_CLAN_WAR_LEAGUE_JOIN_BUTTON","リーグに参加"
"TID_CLAN_WAR_LEAGUE_SIGNUP_EXPIRY","リーグ登録終了まで：<time>"
"TID_CLAN_WAR_LEAGUE_BUILDING_LEAGUE_BRACKET","リーググループを作成中..."
"TID_CLAN_WAR_LEAGUE_STARTS_IN","リーグ開始まで：<time>"
"TID_WAR_LEAGUES","クラン対戦リーグ"
"TID_ACCOUNT_DELETION_SOON_WARNING_TEXT","お客様のご依頼により、このアカウントはまもなく削除されます。"
"TID_SELECT_LEAGUE_PARTICIPANTS","リーグ参加者の選択"
"TID_LEAGUE_WAR_SIZE","リーグの対戦サイズ：<num>対<num>"
"TID_LEAGUE_MIN_SIZE","リーグの参加メンバーを最低<num>人選んでください"
"TID_CHANGE_LEAGUE_WAR_PARTICIPANTS","対戦参加者の変更"
"TID_LEAGUE_SIZE","リーグ：<num>人のメンバーを選択済み"
"TID_POPUP_BOOST_SIEGE_WORKSHOP","<time>、突破兵器の建造スピードを<multiplier>倍にしますか？"
"TID_BOOST_SIEGE_WORKSHOP_POPUP_TITLE","突破兵器の建造をブーストしましょう！"
"TID_TRAINING_SCREEN_TAB_SIEGE_MACHINES","突破兵器の建造"
"TID_LEADER_CANNOT_LEAVE_ALLIANCE","クランを離脱するには、クランメンバーからリーダーを選定する必要があります"
"TID_BUTTON_UPGRADE_WEAPON","兵器をアップグレード"
"TID_HOUSING_SIEGE_MACHINES_INSIDE","突破兵器："
"TID_STREAM_EVENT_NAME_CHANGED","名前を<name>に変更しました"
"TID_TUTORIAL_TH12_1","攻撃を受けた際に、タウンホールが\n反撃できるようになりました！"
"TID_TUTORIAL_TH12_2","武装を強化すれば、\n攻撃力を高めることもできますよ。"
"TID_WEAPON_TOWN_HALL","ギガテスラ"
"TID_TOWN_HALL_WEAPON_INFO","反則級の大型兵器「ギガテスラ」を目にすれば、敵もさぞ驚くことでしょう。タウンホールに引っかき傷でもつこうものなら、空気を震わすほどの電撃で敵を吹き飛ばします。あとに残るのは、かすかなココナッツのような...香ばしい香りだけでしょう。"
"TID_CLAN_CASTLE_DEFEND","防衛する"
"TID_CLAN_CASTLE_SLEEP","休む"
"TID_NOTIFICATION_ARMY","部隊"
"TID_NOTIFICATION_SHIELD_AND_GUARD","シールドと村の護り"
"TID_NOTIFICATION_UPGRADES","アップグレード"
"TID_NOTIFICATION_RESOURCES","資源と今日のボーナス"
"TID_NOTIFICATION_EVENTS","イベント"
"TID_NOTIFICATION_CLAN_GAMES","クランゲーム"
"TID_NOTIFICATION_CLAN_WARS","クラン対戦"
"TID_SETTINGS_NOTIFICATIONS","通知設定"
"TID_EVENT_DONATION_INFO","1エメラルドだけで寄付できます！"
"TID_SIEGE_MACHINE_STORAGE_CAPACITY","突破兵器の収容数：<number>"
"TID_SPECIAL_OFFER_BUILDERBASE_ANNIVERSARY_ALLPRICEPOINTS","記念パック"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_9999","• 大工の拠点 ゴールドのルーン<booster1>個\n• 大工の拠点 エリクサーのルーン<booster2>個\n• 戦いの本<booster3>冊\n• 建物の本<booster4>冊\n\n• 収容量制限なし！\n• 2回まで購入できます！\n\nこの素晴らしいパックでアップグレードを進めましょう！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_4999","• 大工の拠点 ゴールドのルーン<booster1>個\n• 大工の拠点 エリクサーのルーン<booster2>個\n• 戦いの本<booster3>冊\n• 建物の本<booster4>冊\n\n• 収容量制限なし！\n• 4回まで購入できます！\n\nこの素晴らしいパックでアップグレードを進めましょう！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_1999","• 大工の拠点 ゴールドのルーン<booster1>個\n• 大工の拠点 エリクサーのルーン<booster2>個\n• 戦いの本<booster3>冊\n• 建物の本<booster4>冊\n\n• 収容量制限なし！\n• 10回まで購入できます！\n\nこの素晴らしいパックでアップグレードを進めましょう！"
"TID_SPECIAL_OFFER_INFO_BUILDERBASE_ANNIVERSARY_NOTIFICATION","チーフ、特別な大工の拠点の記念セールが始まりました！"
"TID_CLAN_GAMES_REWARD_TIME_COUNTDOWN","残り時間：<time>"
"TID_ACCOUNT_DELETION_WARNING_CONTACT_PS","このアカウントの削除依頼を承りました。削除をキャンセルできるのはあと<time>です。"
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT","ヘルプとサポートを利用するには、ゲームのバージョンをアップデートする必要があります。"
"TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT_TITLE","アップデートが必要です"
"TID_OVERVIEW_SIEGE_TITLE","突破兵器：<number>"
"TID_ARMY_OVERVIEW_HINT_SIEGE","突破兵器はタウンホールレベル12から登場します"
"TID_AVATAR_MESSAGE_SUBJECT_THANK_YOU_FOR_REPORTING","ご報告ありがとうございます。"
"TID_AVATAR_MESSAGE_TEXT_THANK_YOU_FOR_REPORTING","「安全で公平なプレイのために」のポリシーに違反したプレイヤーは、皆様のゲームプレイを損なう存在であり、お寄せいただく報告は問題のプレイヤーを特定する際に役立ちます。\n\n対象アカウントに対するペナルティ等について詳しいことはお伝えできませんが、ご報告いただいたプレイヤーのアカウントに対しては、然るべき対処をとりました。お客様のお力添えのおかげで、クラッシュ・オブ・クランは皆様にとってより良い場所となりました。\n\n今後また不品行に遭遇しましたら、私たちへの報告を通じてコミュニティを支援していただけますと幸いです。\n\n今後とも、Supercellをよろしくお願いいたします。\n"
"TID_HAMMERJAM_OFFER1_MAGICITEMS_BUILDER_POTION_AND_GOLD_INFO_999","• <res0>ゴールド\n• 大工ポーション<booster1>個\n\n• 収容量制限なし！\n• 5回まで購入できます！\n\nこの素晴らしい建設ラッシュセールで、アップグレードシーズンを大いに楽しみましょう！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_9999","• 壁リング<booster1>個\n• エリクサーのルーン<booster2>個\n• ゴールドのルーン<booster3>個\n• ダークエリクサーのルーン<booster4>個\n\n• 収容量制限なし！\n• このパックは2回購入できます！\n\nこの素晴らしいアップデートパックでアップグレードを進めましょう！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_4999","• 壁リング<booster1>個\n• エリクサーのルーン<booster2>個\n• ゴールドのルーン<booster3>個\n• ダークエリクサーのルーン<booster4>個\n\n• 収容量制限なし！\n• このパックは4回購入できます！\n\nこの素晴らしいアップデートパックでアップグレードを進めましょう！"
"TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_1999","• 壁リング<booster1>個\n• ダークエリクサーのルーン<booster2>個\n• 大工ポーション<booster3>個\n\n• 収容量制限なし！\n• このパックは10回購入できます！\n\nこの素晴らしいアップデートパックでアップグレードを進めましょう！"
"TID_EVENT_TITLE_HAMMERJAM_PACK","アップグレードパック"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK","チーフ、特別な「建設ラッシュ」セールが始まりました！"
"TID_EVENT_TITLE_HAMMERJAM_PACK2","アップデートパック"
"TID_LOCAL_NOTIFICATION_EVENT_HAMMERJAM_PACK2","チーフ、特別なアップデートセールが始まりました！"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_12","勝ち誇るTH12"
"TID_CLANGAMES_TASK_USE_SIEGERAMS","ウォールバスター大進撃"
"TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","突撃艦の出撃"
"TID_CLANGAMES_TASK_USE_ELECTRODRAGON","ライトニングドラゴンマニア"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_12","マルチプレイで、タウンホールレベル12のプレイヤーから星を<num>個獲得する。"
"TID_CLANGAMES_TASK_INFO_USE_SIEGERAMS","<num2>体のウォールバスターを使い、マルチプレイで<num>個の星を獲得する。"
"TID_CLANGAMES_TASK_INFO_USE_SIEGEZEPPELINS","<num2>体の突撃艦を使い、マルチプレイで<num>個の星を獲得する。"
"TID_CLANGAMES_TASK_INFO_USE_ELECTRODRAGON","<num2>体のライトニングドラゴンを使い、マルチプレイで<num>個の星を獲得する。"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT_WITH_SIEGE","クランの城の寄付ユニット：<number>"
"TID_NEWS_CW_BD_GIFTS_TEXT","クラン対戦の記念日をお祝いしましょう！<c80d8e8>エメラルド + クランギフト</c>を購入するたびに、クランのためのボーナスエメラルドをゲットできます。"
"TID_NAME_REPORT_TITLE","<name>を報告しますか？"
"TID_NAME_REPORT_TEXT","本当に<name>を不適切な名前として報告しますか？"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","無料の名前変更は1度のみです。以降の変更にはエメラルドが必要となるため、名前はよく考えて選びましょう。"
"TID_PAID_NAME_CHANGE_INTRO_TEXT","エメラルドを消費して名前を変更しますか？\n不適切な名前を選択した場合、Supercellはそれをエメラルドの払い戻しなしに変更する権利を有します。"
"TID_NAME_CHANGE_LIMIT_EXCEEDED","名前変更回数が上限に達しています。"
"TID_OBSTACLE_BIRTHDAY2018","6周年記念ケーキ"
"TID_DIAMOND_BUNDLE_TH12_INFO","• レベル1突破工房\n• <res0>ダークエリクサー\n• <res1>ゴールド\n\n建設時間なし、収容量制限なし！突破工房を設置して、さっそく突破兵器を作りましょう！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH12_ALT_INFO","• <res0>ダークエリクサー\n• <res1>ゴールド\n• <res2>エリクサー\n\n収容量制限なし！\n\nこの初回限定<cffec78><value>倍バリューチャンス</c>をお見逃しなく！"
"TID_DIAMOND_BUNDLE_TH12","タウンホール12パック"
"TID_PLAYER_PROFILE_SIEGE","突破兵器"
"TID_SIEGE_MACHINES_OVERVIEW","概要"
"TID_SIEGE_MACHINES_BATTLE","戦闘時"
"TID_SIEGE_MACHINES_OVERVIEW_TEXT","突破兵器は、戦場にクランの城のユニットを送り込むための新たな手段です。クランの城のユニットをマップの端に配置するかわりに、彼らを乗せた突破兵器が、敵の村の中心部を目指して突撃します！これらの突破兵器は、自分の村の突破工房で作ったり、クランメンバーから寄付してもらうこともできます。ただし、突破兵器を保管するには、クランの城がレベル6以上である必要があります。"
"TID_SIEGE_MACHINES_BATTLE_TEXT","突破兵器は、それぞれ独自の方法で敵の村に破壊をもたらします。突破兵器は複数作れるので、バトル開始時に使いたいものを選択しましょう。突破兵器を使いたくない場合は、ユニットのラインナップでクランの城のバナーに切り替えれば、クランの城にいる寄付ユニットをこれまで通りの方法で投入できます。あらかじめ、クランの城のユニットをクランメンバーにリクエストするのをお忘れなく！クランの城にユニットがいないと、突破兵器も空っぽで出撃することになってしまいます。なお、突破兵器の選択に正解はありません。最終的に、どの突破兵器をクランの城のユニットと組み合わせるかは、あなた次第です！"
"TID_NAME_CHANGE_ON_COOLDOWN","もう一度名前を変更するには、あと<time>お待ちください。"
"TID_OVERQUEUE_HELPER_SIEGE_MACHINE","これらの突破兵器は、空きスペースがあれば参加します！"
"TID_SIEGE_MACHINES_TROOP_BAR_HINT","<name>に誰も乗っていません！"
"TID_WL_WARLESS_DAY","戦闘なし"
"TID_WL_WARLESS_DAY_INFO","今日は他のクランの戦闘日です。明日の戦いに備えましょう。"
"TID_WL_WARLESS_DAY_INFO_END","今日は他のクランの戦闘日です。リーグの結果は明日発表されます。"
"TID_WL_LEAGUE_INFO_BUTTON","シーズン情報"
"TID_OBSTACLE_HALLOWEEN2018","魔女の帽子"
"TID_NPC51","インベーダー"
"TID_NPC52","クロス＆ボウ"
"TID_NPC53","森の迷路"
"TID_NPC54","スケルトンラン"
"TID_NPC55","ウィザード訓練所"
"TID_NPC56","ハイプレッシャー"
"TID_NPC57","飛行禁止区域"
"TID_NPC58","卒業セレモニー"
"TID_NPC59","夜更かし"
"TID_NPC60","四方八方"
"TID_NPC61","燃える恋心"
"TID_NPC62","ぬけみち地下道"
"TID_NPC63","自慢のチームワーク"
"TID_NPC64","ボウリング場"
"TID_NPC65","冷静沈着"
"TID_NPC66","ワシの親衛隊"
"TID_NPC67","花火工場"
"TID_NPC68","ゴブリンの都"
"TID_NPC69","選択の時"
"TID_NPC70","闘技場"
"TID_NPC71","紙の地図"
"TID_NPC72","トラップ注意報"
"TID_NPC73","グランドアベニュー"
"TID_NPC74","防御の層"
"TID_NPC75","ドラゴンの巣"
"TID_MAP_LOCATION_15","女王の安息所"
"TID_MAP_LOCATION_16","くすぶる丘"
"TID_MAP_LOCATION_17","龍の湖"
"TID_MAP_LOCATION_18","ワシの散歩道"
"TID_MAP_LOCATION_19","ウナギ沼"
"TID_MAP_LOCATION_20","ハミング山"
"TID_MAP_LOCATION_21","苦難の池"
"TID_MAP_LOCATION_22","枯れた湖"
"TID_WL_TAB_BRACKET_LEADERBOARD","グループ"
"TID_WL_TAB_BRACKET_WARS","ラウンド"
"TID_WL_TAB_CLAN_WARS","シーズン記録"
"TID_PERSONALISED_SHOP_DESCRIPTION","「オン」にすると、あなたにピッタリの商品がショップに表示されるようになります。"
"TID_WL_COLUMN_POSITION","順位"
"TID_WL_COLUMN_CLAN_NAME","クラン"
"TID_WL_COLUMN_WINS","勝利数"
"TID_WL_COLUMN_STARS","星"
"TID_WL_COLUMN_DETAILS","詳細"
"TID_WL_SEASON_NAME","対戦リーグ<year>年<month>シーズン"
"TID_WL_CURRENT_ROUND","現在のラウンド：<x>/<y>"
"TID_WL_SEASON_ENDED","シーズンが終了しました"
"TID_SETTINGS_TROOP_REQUEST","関連のある援軍リクエストのみ表示"
"TID_SETTINGS_TROOP_REQUEST_HELP","「オン」にすると、あなたが寄付できる援軍リクエストのみが表示されます。"
"TID_WL_DAY_TITLE","ラウンド<x>"
"TID_WL_OTHER_PLAYER_EDITING_ROSTER","他のクランメンバーが、対戦参加者リストを編集しています。"
"TID_WL_CANNOT_EDIT_ROSTER","現在、対戦参加者リストを編集できません。"
"TID_WL_FAILED_TO_EDIT_ROSTER","対戦参加者リストへの変更を保存できませんでした。"
"TID_BUILDING_GOBLIN_CASTLE","ゴブリンの城"
"TID_BUILDING_DRAGON_CAVE","予言の洞窟"
"TID_DECORATION_SWORD_IN_STONE","チャンピオンの像"
"TID_WL_BREAK_DAY","休戦日"
"TID_WL_UPCOMING_WAR_TITLE","今後の対戦"
"TID_BOOSTER_FREE_BUILDING_UPGRADE","建物のハンマー"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_INFO","この魔法のハンマーを振ると、どんな建物でも次のレベルへ瞬時にアップグレードできます。作業にあたれる大工が1人必要です。どちらの村でも使用可能です！"
"TID_BOOSTER_FREE_HERO_UPGRADE","ヒーローのハンマー"
"TID_BOOSTER_FREE_HERO_UPGRADE_INFO","この魔法のハンマーを振ると、どのヒーローやペットでも次のレベルへ瞬時にアップグレードできます。どちらの村でも使用可能です！"
"TID_BOOSTER_FREE_TROOP_UPGRADE","戦いのハンマー"
"TID_BOOSTER_FREE_TROOP_UPGRADE_INFO","この魔法のハンマーを振ると、どんなユニットでも次のレベルへ瞬時にアップグレードできます。どちらの村でも使用可能です！"
"TID_BOOSTER_FREE_SPELL_UPGRADE","呪文のハンマー"
"TID_BOOSTER_FREE_SPELL_UPGRADE_INFO","この魔法のハンマーを振ると、どんな呪文でも次のレベルへ瞬時にアップグレードできます。自分の村でのみ使用可能です！"
"TID_SHOP_CATEGORY_OFFERS","特別セール品"
"TID_SHOP_CATEGORY_PRIZES","リーグショップ"
"TID_SHOP_CATEGORY_BUILD","建物とトラップ"
"TID_SHOP_CATEGORY_TRAPS","トラップ"
"TID_SELECT_TROOP_OR_SPELL","配置するユニットまたは呪文を選んでください"
"TID_WL_ROUND_INFO_BUTTON","対戦情報"
"TID_SHOP_CATEGORY_FLAGS","旗"
"TID_MEDALS","リーグメダル"
"TID_WL_BREAK_DAY_INFO","グループ内のクランは、シーズン中に各1回の休戦日があります。今日はあなたの番です！"
"TID_CHARACTER_SKELETON_BARREL","スケルトンバレル"
"TID_CHARACTER_INFO_SKELETON_BARREL","あそこに飛んでいるのは何でしょう！？あれは... スケルトンのハリーじゃないですか！おや、ラリーやテリー、そして仲間たちもタルに乗り込んでいるようですね。近くの建物に向かって直進しています！"
"TID_WL_BUTTON_CHANGE_MEMBERS","メンバー変更"
"TID_WL_WAR_TITLE","<x>回戦"
"TID_WL_WAR_INDICATOR_SHORT","対戦 <x>/<y>"
"TID_LEAGUE_EXACT_SIZE","対戦の参加者を<num>人選ぶ"
"TID_POPUP_BOOSTER_INSTANT_UPGRADE_TITLE","今すぐアップグレード！"
"TID_POPUP_BOOSTER_INSTANT_UPGRADE","<booster>を使用して<item>を今すぐアップグレードしますか？"
"TID_TRAP_TORNADO","トルネードトラップ"
"TID_TRAP_TORNADO_INFO","風や雨で立ち止まることもありますが... このトラップなら敵の前進を確実に食い止めることができます。1つ設置すれば、放たれた旋風が敵軍を巻き込み、その歩みを妨害します。"
"TID_ACHIEVEMENT_NPC_STARS_MORE_TITLE","ゴブリンどもをみんなやっつけろ！"
"TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","建物大解体"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","建物ドッカーン！"
"TID_CLANGAMES_TASK_DESTROY_MV_WALLS","壁をぶち壊せ！"
"TID_CLANGAMES_TASK_DESTROY_BB_WALLS","壁崩壊"
"TID_CLANGAMES_TASK_SPEEDY_STARS_BB","クイックスター"
"TID_CLANGAMES_TASK_SPEEDY_STARS_MV","スピードスター"
"TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","マルチプレイで通算<num>個の建物を破壊する。"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","大工の拠点戦で通算<num>個の建物を破壊する。"
"TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","マルチプレイで通算<num>個の壁を破壊する。"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","大工の拠点戦で通算<num>個の壁を破壊する。"
"TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_BB","大工の拠点戦で<num>個の星を獲得する。戦闘開始後<num2>秒間で獲得した星のみカウント。"
"TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","マルチプレイで星を<num>個獲得する。戦闘開始後<num2>秒間で獲得した星のみカウント。"
"TID_WL_LEAGUE_RESULT","シーズン結果"
"TID_WL_COLUMN_LOSSES","敗北"
"TID_WL_COLUMN_DRAWS","引き分け"
"TID_POPUP_GIFT_RECEIVED_TITLE","ボーナス資源"
"TID_POPUP_GIFT_RECEIVED_TEXT","割引コードとボーナス資源の引き換えが完了しました。ゲーム内の受信トレイで詳細をご確認ください！"
"TID_POPUP_GIFT_RECEIVED_BUTTON","OK"
"TID_WL_TAB_CLAN_MEMBERS","クラン"
"TID_WL_TAB_SEASON_SUMMARY","シーズン結果"
"TID_WL_TAB_SELECT_BONUSES","ボーナス選択"
"TID_STREAM_EVENT_STARTED_WAR_LEAGUE","クラン対戦リーグの検索を開始しました"
"TID_STREAM_EVENT_CANCELLED_WAR_LEAGUE","クラン対戦リーグの検索をキャンセルしました"
"TID_WL_COLUMN_PLAYER_NAME","名前"
"TID_WL_COLUMN_WARS","対戦"
"TID_WL_COLUMN_DESTRUCTION","破壊率"
"TID_WL_COLUMN_ATTACKS","攻撃"
"TID_WL_RESULT_PROMOTED","クランが昇格しました！"
"TID_WL_RESULT_STAYED","クランが残留しました"
"TID_WL_RESULT_DEMOTED","クランが降格しました！"
"TID_WL_PERSONAL_REWARDS","報酬を受け取りました"
"TID_WL_BUTTON_SEND_BONUSES","ボーナスを支給"
"TID_WL_BONUSES_FAILED_NO_RIGHTS","ボーナスを支給できるのは、リーダーまたはサブリーダーのみです！"
"TID_GIFT_RECEIVED_INBOX_TEXT","割引コードとボーナス資源の引き換えが完了しました。左の資源があなたのインベントリに追加されています。"
"TID_TRAP_SHRINK_SP","ゴブリンのちびっこトラップ"
"TID_TRAP_FREEZE_SP","ゴブリンのフリーズトラップ"
"TID_WL_INFO_SIGNUP_TITLE","クラン対戦リーグ"
"TID_WL_INFO_SIGNUP_TAB0_HEADER","概要"
"TID_WL_INFO_SIGNUP_TAB1_HEADER","参加"
"TID_WL_INFO_SIGNUP_TAB2_HEADER","報酬"
"TID_WL_INFO_SIGNUP_TAB0_TEXT","<cFCE27F>クラン対戦リーグとは？</c>\n\nクラン対戦リーグは、クランにとって究極の戦場です。リーグは月替わりで、あなたのクランは他の7つのクランと競い合い、その頂点を目指します。クランは7日間にわたって、7つのクランと7つの対戦を行います。最終的に最も多くの星を獲得したクランが上位リーグへ昇格し、その他のクランは同じリーグにとどまるか、または下位リーグへと降格されます。翌月には、再びそのリーグで対戦に参加できます。上位リーグへ進むほど、手に入る報酬と栄光が大きくなります。クランメンバーと共にリーグを駆け上がり、世界一のクランを目指しましょう！"
"TID_WL_SELECT_BONUS","選択"
"TID_WL_MUST_SELECT_ALL_BONUSES","支給されていないボーナスがあります。メンバーを選択してください！"
"TID_WL_ALL_BONUSES_ALLOCATED","すべてのボーナスが支給されています。選択中のメンバーを除外してください。"
"TID_PROMOTED_TO_TEXT","昇格！"
"TID_STAYS_AT_TEXT","残留！"
"TID_DEMOTED_TO_TEXT","降格！"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY","タウンホールに<booster>を保管する空きスペースがありません。"
"TID_WL_SEARCHING_FOR_OPPONENTS","対戦相手のクランを探しています..."
"TID_WL_PARTICIPANTS_HEADER","リーグ参加者："
"TID_WL_STARTWAR_INFO_LEADER","<size>つのクランが1グループとなり、その頂点を目指して戦います。ボーナス資源やクランXPにリーグメダル... そして、栄光をその手に！\n\nあなたのクランもさっそく準備して、リーグに参加しましょう！\n参加登録終了まで：<time>"
"TID_WL_STARTWAR_INFO_CLANMEMBER","<size>つのクランが1グループとなり、その頂点を目指して戦います。ボーナス資源やクランXPにリーグメダル... そして、栄光をその手に！\n\n\nさっそく準備をしたら、リーダーにリーグへの参加を提案しましょう。\n参加登録終了まで：<time>"
"TID_WL_NORMAL_WAR_AVAILABLE_TEXT","リーグへの参加には15人以上のクランメンバーが必要です。参加しないクランも、\nリーグ登録期間が終了すれば通常のクラン対戦を開始できるようになります。"
"TID_ACHIEVEMENT_DRAGON_SLAYER_TITLE","ドラゴンハンター"
"TID_ACHIEVEMENT_DRAGON_SLAYER","シングルプレイのマップでジャイアントドラゴンを倒す。"
