"TID","TH"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_LEVEL_PACK","แพ็คอัปเกรดอาคม"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_LEVEL_PACK_INFO","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ตำราอาคม <booster1> เล่ม\n•คลังเก็บไม่จำกัด!\n\nทุกสิ่งที่ต้องใช้ในการอัปเกรดอาคมของท่าน!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_LEVEL_PACK","แพ็คอัปเกรดกองกำลัง"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_LEVEL_PACK_INFO","• อัญมณี <gems> เม็ด\n• น้ำอมฤต <res0> หยด\n• ตำราการต่อสู้ <booster1> เล่ม\n•คลังเก็บไม่จำกัด!\n\nทุกสิ่งที่ต้องใช้ในการอัปเกรดกองกำลังของท่าน!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_VILLAGE_UPGRADE_PACK","แพ็คอัปเกรดสิ่งก่อสร้าง"
"TID_DIAMOND_BUNDLE_MAGICITEMS_VILLAGE_UPGRADE_PACK_INFO","• อัญมณี <gems> เม็ด\n• ทองคำ <res0> เหรียญ\nน้ำอมฤต <res1> หยด\n• ตำราสิ่งก่อสร้าง <booster1> เล่ม\n•คลังเก็บไม่จำกัด!\n\nอยากอัปเกรดสิ่งก่อสร้างเหรอ? แพ็คนี้มีทุกสิ่งที่ท่านต้องการเลย!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_CLAN_GAMES_REWARDS_IN_TREASURY","รางวัลของท่านอยู่ในปราสาทแคลน"
"TID_CLAN_GAMES_LEAVING_SOON_UNKNOWN_REWARDS","โอ๊ะ ท่านลืมตรวจสอบผลของเกมแคลน!"
"TID_CLAN_GAMES_LEAVING_SOON_REWARDS","เกมแคลนกำลังจะจากไป มารับรางวัลของท่านสิ!"
"TID_CLAN_GAMES_TOO_MANY_MEMBERS","คนในแคลนนี้เข้าร่วมเกมแคลนมากไปแล้ว"
"TID_CLAN_GAMES_CHOOSE_A_CHALLENGE","เลือกความท้าทาย"
"TID_FIND_CLAN_BUTTON","หาแคลน"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION_ONLY","กองน้ำยาพลัง"
"TID_DIAMOND_BUNDLE_MAGICITEMS_STRENGTH_POTION_ONLY_INFO","• น้ำยาพลัง <booster1> ขวด\n•คลังเก็บไม่จำกัด!\n\nจัดหนักจัดเต็มให้กองกำลังของท่านและลองจัดองค์ประกอบใหม่ให้กองทัพ!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TRAINING_POTION_ONLY","กองน้ำยาการฝึก"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TRAINING_POTION_ONLY_INFO","• น้ำยาการฝึก <booster1> ขวด\n•คลังเก็บไม่จำกัด!\n\nบูสต์การฝึกกองกำลังของท่าน, การปรุงอาคม และการฟื้นฟูผู้กล้า!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_RESOURCE_POTION_ONLY","กองน้ำยาทรัพยากร"
"TID_DIAMOND_BUNDLE_MAGICITEMS_RESOURCE_POTION_ONLY_INFO","• น้ำยาทรัพยากร <booster1> ขวด\n•คลังเก็บไม่จำกัด!\n\nชาร์จพลังเต็มเปี่ยมให้เครื่องรวบรวมทรัพยากรของท่าน!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK_WITH_RESOURCES","แพ็คตำราผู้กล้า"
"TID_DIAMOND_BUNDLE_MAGICITEMS_HERO_BOOK_WITH_RESOURCES_INFO_OLD","• ตำราผู้กล้า <booster1> เล่ม\n• น้ำอมฤตมืด <res0> หยด\n•คลังเก็บไม่จำกัด!\n\nอัปเกรดผู้กล้าเสร็จทันทีด้วยตำราผู้กล้า!\nอย่าพลาดข้อเสนอ<cffec78>มูลค่า <value> เท่า</c> แค่ครั้งเดียวนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_BOOK_WITH_RESOURCES","แพ็คตำราการต่อสู้"
"TID_DIAMOND_BUNDLE_MAGICITEMS_TROOP_BOOK_WITH_RESOURCES_INFO","• ตำราการต่อสู้ <booster1> เล่ม\n• น้ำอมฤต <res0> หยด\n•คลังเก็บไม่จำกัด!\n\nอัปเกรดกองกำลังเสร็จทันทีด้วยตำราการต่อสู้!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_RESOURCES","แพ็คตำราสิ่งก่อสร้าง"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_WITH_RESOURCES_INFO","• ตำราสิ่งก่อสร้าง <booster1> เล่ม\n• ทองคำ <res0> เหรียญ\n• น้ำอมฤต <res1> หยด\n•คลังเก็บไม่จำกัด!\n\nอัปเกรดสิ่งก่อสร้างเสร็จทันทีด้วยตำราสิ่งก่อสร้าง!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_BOOK_WITH_RESOURCES","แพ็คตำราอาคม"
"TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_BOOK_WITH_RESOURCES_INFO","• ตำราอาคม <booster1> เล่ม\n• น้ำอมฤต <res0> หยด\n•คลังเก็บไม่จำกัด!\n\nอัปเกรดอาคมเสร็จทันทีด้วยตำราอาคม!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_DIAMOND_BUNDLE_MAGICITEMS_EVERYTHING_BOOK_WITH_RESOURCES","แพ็คตำราสรรพสิ่ง"
"TID_DIAMOND_BUNDLE_MAGICITEMS_EVERYTHING_BOOK_WITH_RESOURCES_INFO","• ตำราสรรพสิ่ง <booster1> เล่ม\n• ทองคำ <res0> เหรียญ\n• น้ำอมฤต <res1> หยด\n• น้ำอมฤตมืด <res2> หยด\n•คลังเก็บไม่จำกัด!\n\nอัปเกรดสิ่งใดล้วนเสร็จทันทีด้วยตำราสรรพสิ่งสุดอัศจรรย์!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_CLAN_GAMES_THEME_NEW_YEAR","เกมปีใหม่"
"TID_CLAN_GAMES_THEME_WINTER","เกมฤดูหนาว"
"TID_CLAN_GAMES_THEME_WAR","เกมสงคราม"
"TID_CLAN_GAMES_THEME_SUMMER","เกมฤดูร้อน"
"TID_CLAN_GAMES_THEME_BIRTHDAY","เกมวันเกิด"
"TID_CLAN_GAMES_THEME_SPRING","เกมปลายหนาว"
"TID_CLAN_GAMES_THEME_AUTUMN","เกมต้นหนาว"
"TID_CLAN_GAMES_THEME_CNY_2018","เกมงานรื่นเริง"
"TID_CLAN_GAMES_THEME_HOLIDAY","เกมเทศกาล"
"TID_EVENT_TITLE_XMAS_RESOURCES","ข้อเสนอเทศกาล"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_RESOURCES","ท่านหัวหน้า ข้อเสนอเทศกาลที่ต้องมีให้ได้รอท่านอยู่แล้ว!"
"TID_EVENT_TEXT_XMAS_MAGICITEM","ข้อเสนอไอเทมเวทมนตร์"
"TID_LOCAL_NOTIFICATION_EVENT_XMAS_MAGICITEM","ท่านหัวหน้า ไอเทมเวทมนตร์ซึ่งเป็นข้อเสนอเทศกาลอย่างแรกรอท่านอยู่แล้ว!"
"TID_EVENT_TITLE_CHINESENEWYEAR","ข้อเสนอตรุษจีน"
"TID_LOCAL_NOTIFICATION_EVENT_CHINESENEWYEAR","ท่านหัวหน้า ข้อเสนอตรุษจีนซึ่งพิเศษมากๆ รอท่านอยู่แล้ว!"
"TID_EVENT_TITLE_MAGICITEM_PACK","แพ็คไอเทมเวทมนตร์"
"TID_LOCAL_NOTIFICATION_EVENT_MAGICITEM_PACK","ท่านหัวหน้า ข้อเสนอไอเทมเวทมนตร์รอท่านอยู่แล้ว!"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","พบหมู่บ้านของท่านหัวหน้า <name> ซึ่งมีศาลากลางเลเวล <number> แล้ว! โหลดโดยการล็อกอินด้วย Supercell ID"
"TID_BUY_MULTIPLE_BOOSTERS","<amount> <name>"
"TID_EVENT_TITLE_CLANWAR_FIRSTRUN","เริ่มเกม!"
"TID_EVENT_TITLE_CLANWAR_XMAS","เกมฤดูหนาว"
"TID_EVENT_TITLE_CLANWAR_SHORT","นักรบสุดสัปดาห์"
"TID_EVENT_TITLE_CLANWAR_SHORT2","แคลนเร่งรีบ"
"TID_EVENT_TITLE_CLANWAR_SHORT3","เร่งรีบสุดสัปดาห์"
"TID_EVENT_TITLE_CLANWAR_SHORT4","หนีเที่ยวสุดสัปดาห์"
"TID_EVENT_TITLE_CLANWAR_LONG","มาราธอนวันธรรมดา"
"TID_EVENT_TITLE_CLANWAR_LONG2","วิ่งทน"
"TID_EVENT_TITLE_CLANWAR_LONG3","ของปล้นรายสัปดาห์"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK","แพ็คตำราเวทมนตร์"
"TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDING_BOOK_AND_HERO_BOOK_INFO_OLD","• อัญมณี <gems> เม็ด\n• ตำราผู้กล้า <booster1> เล่ม\n• ตำราสิ่งก่อสร้าง <booster2> เล่ม\n•คลังเก็บไม่จำกัด!\n\nช่างก่อสร้างไม่ว่างหรือ? มีทรัพยากรให้ใช้มากไปและมีเวลาไม่พอใช่มั้ย? ใช้แพ็คตำราเวทมนตร์เพื่ออัปเกรดผู้กล้าหนึ่งคนและสิ่งก่อสร้างหนึ่งหลังให้เสร็จทันทีสิ!\n\nพื้นที่คลังไม่จำกัด!\n\nอย่าพลาดข้อเสนอนี้เชียว!"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","ระเบิดหอช่างก่อสร้าง"
"TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","โจมตีประทัด"
"TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","ระเบิดกระเด็น!"
"TID_CLANGAMES_TASK_DESTROY_BB_ARCHERTOWER","ผู้เอาคืนหอคอยพลธนู"
"TID_CLANGAMES_TASK_DESTROY_BB_BUILDERBARRACKS","โรงทหารช่างก่อสร้างพังทลาย"
"TID_CLANGAMES_TASK_DESTROY_BB_CANNON","หายนะปืนใหญ่"
"TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","คลายหอนาฬิกา"
"TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","บดขยี้ครัชเชอร์"
"TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","ปัญหาปืนใหญ่คู่"
"TID_CLANGAMES_TASK_DESTROY_BB_ELIXIRPUMP","ทุบเครื่องสูบน้ำอมฤต"
"TID_CLANGAMES_TASK_DESTROY_BB_ELIXIRSTORAGE","ปิดฉากคลังเก็บน้ำอมฤต"
"TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","พนักงานดับเพลิงปฏิบัติงาน"
"TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","ปล้นอัญมณี"
"TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","ปัญหายักษ์"
"TID_CLANGAMES_TASK_DESTROY_BB_GOLDMINE","ผู้ปล้นเหมืองทอง"
"TID_CLANGAMES_TASK_DESTROY_BB_GOLDSTORAGE","วินาศกรรมคลังเก็บทองคำ"
"TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","กำจัดยามที่ป้อม"
"TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","ทุบแก้วแตก"
"TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","หัวเลี้ยวหัวต่อของอีเวนท์"
"TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","ยิงถังให้หมด!"
"TID_CLANGAMES_TASK_DESTROY_BB_HIDDENTESLA","เซอร์ไพรส์สุดช็อก"
"TID_CLANGAMES_TASK_DESTROY_BB_ARMYCAMP","ค่ายทัพอลหม่าน"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ARCHERTOWER","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERBARRACKS","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CANNON","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ELIXIRPUMP","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ELIXIRSTORAGE","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GOLDMINE","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GOLDSTORAGE","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_HIDDENTESLA","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_ARMYCAMP","ทำลาย <building> <num> หลังในศึกช่างก่อสร้าง"
"TID_EVENT_TEXT_XMAS-MAGICITEM","ข้อเสนอไอเทมเวทมนตร์"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_GOVAHO","ท่านหัวหน้า ใช้โกเล็ม, วัลคีรี และคนขี่หมูป่า สำหรับอีเวนท์พิเศษนี้เถิด!"
"TID_LOCAL_NOTIFICATION_EVENT_SPECIAL_TROOP_DRAGONLIGHTNING","ท่านหัวหน้า รับอัญมณี 200 เม็ดระหว่างอีเวนท์มังกร/อาคมสายฟ้า!"
"TID_LOCAL_NOTIFICATION_EVENT_CLAN_LOOTXP","ท่านหัวหน้า รับของปล้นและค่าประสบการณ์ 2 เท่าระหว่างอีเวนท์สงครามแคลน!"
"TID_SPECIAL_OFFER","ข้อเสนอพิเศษ"
"TID_OBSTACLE_FORTUNE_TREE","ต้นไม้เสี่ยงทาย"
"TID_BOOSTER_FILL_GOLD_STORAGE","รูนทองคำ"
"TID_BOOSTER_FILL_ELIXIR_STORAGE","รูนน้ำอมฤต"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE","รูนน้ำอมฤตมืด"
"TID_BOOSTER_FILL_GOLD2_STORAGE","รูนทองคำช่างก่อสร้าง"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE","รูนน้ำอมฤตช่างก่อสร้าง"
"TID_BOOSTER_FILL_GOLD_STORAGE_INFO","ราวกับจะมอบกระแสธารแห่งทองคำให้อย่างไม่มีวันจบสิ้น ไอเทมเวทมนตร์นี้ช่วยให้ท่านเติมคลังเก็บทองคำในหมู่บ้านหลักของตนให้เต็มได้"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_INFO","ราวกับจะมอบกระแสธารแห่งน้ำอมฤตให้อย่างไม่มีวันจบสิ้น\nไอเทมเวทมนตร์นี้ช่วยให้ท่านเติมคลังเก็บน้ำอมฤตในหมู่บ้านหลักของตนให้เต็มได้"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_INFO","ราวกับจะมอบกระแสธารแห่งน้ำอมฤตมืดให้อย่างไม่มีวันจบสิ้น ไอเทมเวทมนตร์นี้ช่วยให้ท่านเติมคลังเก็บน้ำอมฤตมืดในหมู่บ้านหลักของตนให้เต็มได้"
"TID_BOOSTER_FILL_GOLD2_STORAGE_INFO","ราวกับจะมอบกระแสธารแห่งทองคำช่างก่อสร้างให้อย่างไม่มีวันจบสิ้น ไอเทมเวทมนตร์นี้ช่วยให้ท่านเติมคลังเก็บทองคำในฐานช่างก่อสร้างให้เต็มได้"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_INFO","ราวกับจะมอบกระแสธารแห่งน้ำอมฤตช่างก่อสร้างให้อย่างไม่มีวันจบสิ้น ไอเทมเวทมนตร์นี้ช่วยให้ท่านเติมคลังเก็บน้ำอมฤตในฐานช่างก่อสร้างให้เต็มได้"
"TID_POPUP_BOOSTER_FILL_STORAGE_TITLE","เติมคลังหรือไม่?"
"TID_POPUP_BOOSTER_FILL_STORAGE","ใช้ <booster> เพื่อเพิ่ม <res> เป็นจำนวน <num> หรือไม่?"
"TID_RESOURCE_STORAGE_FULL","คลังเก็บ <res> ของท่านเต็มแล้ว"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_11","น่าตื่นตา 11วิ"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_10","ยอดเยี่ยม 10วิ"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_9","ชั้นยอด 9วิ"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_8","น่าตื่นเต้น 8วิ"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_7","สุดยอด 7วิ"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_6","เป็นชิ้นๆ 6วิ"
"TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","เขตปลอดเวทมนตร์"
"TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","ห้ามใช้ผู้กล้า"
"TID_CLANGAMES_TASK_WIN_STARS_VS_HIGHER_TOWNHALL","เพิ่มพลังโจมตี"
"TID_CLANGAMES_TASK_WIN_WARSTARS","สงครามคือทุกสิ่ง"
"TID_CLANGAMES_TASK_WIN_STARS_VS_TITANLEAGUE","ฆ่ายักษ์"
"TID_CLANGAMES_TASK_GET_KILLS_VS_BARBARIANKING","ล่าราชา"
"TID_CLANGAMES_TASK_GET_KILLS_VS_ARCHERQUEEN","ล่าราชินี"
"TID_CLANGAMES_TASK_GET_KILLS_VS_GRANDWARDEN","ล่าผู้คุม"
"TID_CLANGAMES_TASK_GET_KILLS_VS_BATTLEMACHINE","ล่าเครื่องจักร"
"TID_CLANGAMES_TASK_GET_KILLS_VS_ALLHEROES","ล่าผู้กล้า"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","นักล่าเลเวลราชา"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","นักล่าเลเวลราชินี"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","นักล่าเลเวลผู้คุม"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BATTLEMACHINE","นักล่าเลเวลเครื่องจักร"
"TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","นักล่าเลเวลผู้กล้า"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_11","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 11 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_10","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 10 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_9","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 9 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_8","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 8 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_7","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 7 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_6","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีศาลากลางเลเวล 6 ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","ได้ดาว <num> ดวงโดยไม่ใช้อาคมในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","ได้ดาว <num> ดวงโดยไม่ใช้ผู้กล้าในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_HIGHER_TOWNHALL","ได้ดาว <num> ดวงจากคู่ต่อสู้ที่มีเลเวลศาลากลางสูงกว่าท่านในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_WIN_WARSTARS","ได้ดาว <num> ดวงจากการโจมตีในสงครามแคลน"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TITANLEAGUE","ได้ดาว <num> ดวงในการรบแบบผู้เล่นหลายคนจากคู่ต่อสู้ในลีกยักษ์ใหญ่"
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_BARBARIANKING","ล้มราชันคนเถื่อนของคู่ต่อสู้ <num> ครั้งในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_ARCHERQUEEN","ล้มราชินีธนูของคู่ต่อสู้ <num> ครั้งในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_GRANDWARDEN","ล้มผู้คุมยิ่งใหญ่ของคู่ต่อสู้ <num> ครั้งในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_KILLS_VS_ALLHEROES","ล้มผู้กล้าของคู่ต่อสู้ <num> ครั้งในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","ล้มราชันคนเถื่อนเลเวล <num> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","ล้มราชินีธนูเลเวล <num> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","ล้มผู้คุมยิ่งใหญ่เลเวล <num> ในการรบแบบผู้เล่นหลายคน"
"TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","ล้มผู้กล้าเลเวล <num> ในการรบแบบผู้เล่นหลายคน"
"TID_TRADER_MENU_TITLE","ดีลประจำสัปดาห์"
"TID_TRADER_COUNTDOWN","ข้อเสนอใหม่มาภายใน <time>"
"TID_TRADER_ITEM_NOT_UNLOCKED","ไม่ปลดล็อค"
"TID_TRADER_ITEM_CANNOT_FIT_IN_STORAGE","คลังเต็ม"
"TID_TRADER_ITEM_ALREADY_BOUGHT","ของหมด"
"TID_TRADER_ITEM_GENERAL_ERROR",
"TID_BOOSTER_WALL_UPGRADE","แหวนกำแพง"
"TID_BOOSTER_WALL_UPGRADE_INFO","สวมแหวนนี้ชกชิ้นส่วนกำแพงจะอัปเกรดกำแพงในทันที แต่คงต้องใช้แหวนหลายวงหน่อยจึงอัปเกรดกำแพงเลเวลสูงได้ สามารถใช้งานได้ในทั้งสองหมู่บ้าน!"
"TID_BOOSTER_BUILDERS","น้ำยาช่างก่อสร้าง"
"TID_BOOSTER_BUILDERS_INFO","ช่างก่อสร้างเป็นผู้ปรุงไว้เผื่อเจอเรื่องฉุกเฉินต้องทำงานโต้รุ่งขึ้นมา น้ำยาเพิ่มความกระปรี้กระเปร่านี้ช่วยให้ช่างก่อสร้างของท่านทำงานเร็วขึ้นเป็น 10 เท่าเป็นเวลา <time> สามารถใช้งานได้ในหมู่บ้านหลัก!"
"TID_POPUP_BOOST_BUILDERS_TITLE","เร่งความเร็วช่างก่อสร้างหรือไม่?"
"TID_POPUP_BOOST_BUILDERS_TEXT","เร่งความเร็วช่างก่อสร้างทั้งหมดขึ้น <multiplier> เท่าเป็นเวลา <time> หรือไม่?"
"TID_CLAN_GAMES_XP","ค่าประสบการณ์แคลน:"
"TID_CLAN_GAMES_LEADERBOARD","ผลลัพธ์ของแคลน:"
"TID_CNY_CLAN_GAMES_HEADER","เกมจันทรา"
"TID_TRADER_CONFIRM_TITLE","ซื้อข้อเสนอนี้?"
"TID_TRADER_CONFIRM_TEXT","ซื้อ <item> เป็นจำนวน <num> หรือไม่?"
"TID_BUTTON_USE_FILL_STORAGE_BOOSTER","เติม"
"TID_BUTTON_BOOST_BUILDERS","บูสต์ช่างก่อสร้าง"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE","แชมเปียนเกม"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS","ได้ <number> แต้มในเกมแคลน"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_COMPLETED","แต้มเกมแคลนรวม: <value>"
"TID_POPUP_BOOSTER_FILL_STORAGE_ALMOST_FULL","คลังเก็บ <res> ของท่านจวนจะเต็มแล้ว แน่ใจหรือไม่ว่าต้องการใช้ <booster> เพื่อเพิ่ม <res> เป็นจำนวน <num>?"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_II","แชมเปียนเกม 2"
"TID_ACHIEVEMENT_CLAN_GAMES_POINTS_TITLE_III","แชมเปียนเกม 3"
"TID_CLANGAMES_TASK_USE_MEGAPEKKA_OLD",
"TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA_OLD",
"TID_TRADER_UNLOCKS_TEXT","แม่ค้ามาถึงเมื่อศาลากลางเลเวล <value>"
