"TID","DE"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> Elixier\n•<booster1>x Buch des Kampfes - stelle sofort eine beliebige laufende Truppenverbesserung fertig\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum 4-mal gekauft werden\n• Führe deinen Clan mit diesem Sonderangebot in glorreiche Schlachten!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> Gold\n• <res1> Elixier\n• <booster1>x Machttrank (bringt deine Truppen und Zauber 1 Stunde lang auf den mit deinem Rathaus-Level maximal möglichen Level)\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angegebenen Zeitraum 3-mal gekauft werden.\n• Führe deinen Clan mit diesem Sonderangebot in glorreiche Schlachten!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> Gold\n• <res1> Elixier\n• <booster1>x Machttrank (bringt deine Truppen und Zauber 1 Stunde lang auf den mit deinem Rathaus-Level maximal möglichen Level)\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angegebenen Zeitraum 4-mal gekauft werden.\n• Führe deinen Clan mit diesem Sonderangebot in glorreiche Schlachten!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","Einmaliges königliches Angebot!"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","Häuptling, hier ist ein einmaliges Hilfsangebot. Nutze es weise und sichere dir Ruhm und Ehre!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0> Juwelen\n• <booster1>x Trainingstrank - erhöht 1 Stunde lang die Effizienz deiner Kasernen, Zauberfabriken, Werkstätten und Heldenregeneration\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum nur 1-mal gekauft werden!\n\nSichere dir Hilfe mit diesem fantastischen, einmaligen Angebot!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","Ressourcenroden"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","Armee-Ernte"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1>x Rune des Golds (füllt deine Goldlager komplett)\n• <booster2>x Rune des Elixiers (füllt deine Elixierlager komplett)\n• <booster3>x Buch des Kampfes (schließt eine Truppenverbesserung sofort ab)\n• <booster4>x Buch des Bauens (schließt eine Gebäudeverbesserung sofort ab)\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum nur 1-mal gekauft werden!\n\nEs ist Zeit für unser Herbstfest!"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1>x Buch des Kampfes (schließt eine Truppenverbesserung sofort ab)\n• <booster2>x Buch des Bauens (schließt eine Gebäudeverbesserung sofort ab)\n• <res0> Gold\n• <res1> Elixier\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum 2-mal gekauft werden!\n\nEs ist Zeit für unser Herbstfest!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1>x Buch des Bauens (schließt eine Gebäudeverbesserung sofort ab)\n• <res0> Gold\n• <res1> Elixier\n\n• Kein Lagerlimit\n• Dieses Angebot kann im angezeigten Zeitraum 3-mal gekauft werden!\n\nEs ist Zeit für unser Herbstfest!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1>x Buch des Bauens (schließt eine Gebäudeverbesserung sofort ab)\n• <res0> Gold\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum 4-mal gekauft werden!\n\nEs ist Zeit für unser Herbstfest!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1>x Bauarbeitertrank (deine Bauarbeiter arbeiten eine Stunde lang 10-mal schneller)\n• <res0> Gold\n• <res1> Elixier\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum 3-mal gekauft werden!\n\nEs ist Zeit für unser Herbstfest!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1>x Bauarbeitertrank (deine Bauarbeiter arbeiten 1 Stunde lang 10-mal schneller)\n• <booster2>x Machttrank (bringt deine Truppen und Zauber 1 Stunde lang auf den mit deinem Rathaus-Level maximal möglichen Level)\n• <res0> Gold\n• Kein Lagerlimit!\n• Dieses Angebot kann im angegebenen Zeitraum 4-mal gekauft werden!\nEs ist Zeit für unser Herbstfest!"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","Spenden-und-\n\nZerstörung-\n\nSpiele"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems> Juwelen\n• <booster1>x Trainingstrank - erhöht 1 Stunde lang die Effizienz deiner Kasernen, Zauberfabriken, Werkstätten und Heldenregeneration\n\n• Kein Lagerlimit!\n• Dieses Angebot kann im angezeigten Zeitraum nur 1-mal gekauft werden!\n\nSichere dir Hilfe mit diesem fantastischen, einmaligen Angebot!"
"TID_DECORATION_LEAGUE_I_STATUE","Die Meisterstatue"
"TID_DECORATION_LEAGUE_II_STATUE","Die Anwärterstatue"
"TID_DECORATION_LEAGUE_III_STATUE","Die Herausfordererstatue"
"TID_WL_SELECT_BONUSES_TEXT","Wähle Clanmitglieder aus, die deiner Meinung nach zusätzliche Bonus-Ligamedaillen verdienen. Im Clanchat werden die Leute bekanntgegeben, die du ausgewählt hast. Boni werden im Namen des Clans verteilt. Das ist nur einmal pro Ligasaison möglich, überlege es dir also genau!"
"TID_BONUSES_ASSIGNED","Boni zugewiesen"
"TID_WL_EXPLAIN_REWARDS_TEXT","Deine Ligamedaillen-Belohnung richtet sich nach der Menge der Sterne, die du erkämpft hast, und der Ligastufe und Platzierung deines Clans."
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER","<num>x <item> kaufen?"
"TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT","Bist du sicher, dass du <num>x <item> kaufen willst?"
"TID_REQUIRED_LEAGUE","<league> benötigt"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","<num>x <item> zum Rathaus hinzugefügt"
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","In deinem Rathaus ist nicht genug Platz für: <num>x <booster>."
"TID_BUY_PREV_SLOT_FIRST","Vorherigen Platz zuerst kaufen"
"TID_BUY_LAYOUT_SLOT_HEADER","Neuer Platz?"
"TID_BUY_LAYOUT_SLOT_TEXT","Bist du sicher, dass du einen neuen Layout-Platz kaufen willst?"
"TID_LAYOUT_SLOT_UNLOCK","Zusätzliche Layout-Plätze kannst du mit Juwelen kaufen."
"TID_WL_BONUS_CONFIRM_TEXT","Ausgewählten Mitgliedern Boni geben?"
"TID_WL_BONUSES_BEING_SENT","Boni werden gesendet!"
"TID_WL_BONUSES_SENDING_FAILED","Boni konnten nicht gesendet werden. Versuche es später erneut."
"TID_WL_BONUSES_SENDING_FAILED_OTHER_PLAYER_SENT","Boni wurden bereits von einem anderen Anführer verteilt."
"TID_TUTORIAL_WAR_LEAGUE_1","Wir haben es geschafft, Häuptling! Wir haben es in die Kriegsligen geschafft!"
"TID_TUTORIAL_WAR_LEAGUE_2","Hier können wir endlich beweisen, dass wir zu den besten Clans gehören!"
"TID_TUTORIAL_WAR_LEAGUE_3","Machen wir uns bereit! Ich kann dir ein paar Tipps geben, wie wir uns vorbereiten können!"
"TID_TUTORIAL_WAR_LEAGUE_4","Zunächst einmal bestreiten wir einen Kampf nach dem anderen."
"TID_TUTORIAL_WAR_LEAGUE_5","Du kannst auf die Schaltflächen unten tippen, um zwischen Kriegen zu wechseln."
"TID_TUTORIAL_WAR_LEAGUE_6","Häuptling, vergiss nicht, Truppen schon für den nächsten Tag zu spenden!"
"TID_TUTORIAL_WAR_LEAGUE_7","Um an einem Tag zu gewinnen, müssen wir mehr Sterne sammeln als der Gegner."
"TID_TUTORIAL_WAR_LEAGUE_8","Jedes Clanmitglied kann nur einmal angreifen. Die Angriffe sollten also wirkungsvoll sein!"
"TID_TUTORIAL_WAR_LEAGUE_9","Wir brauchen erst mal etwas Perspektive. Tippe auf die Schaltfläche unten!"
"TID_TUTORIAL_WAR_LEAGUE_10","Hier siehst du, wie wir uns gegen die anderen Clans schlagen."
"TID_TUTORIAL_WAR_LEAGUE_11","Der Clan, der insgesamt die meisten Sterne gesammelt hat, gewinnt die Liga."
"TID_TUTORIAL_WAR_LEAGUE_12","Wenn wir gewinnen, können wir in höhere Ligen aufsteigen!"
"TID_TUTORIAL_WAR_LEAGUE_13","Tippe auf die Infoschaltfläche, um mehr zu erfahren. Ich glaube, wir sind bereit!"
"TID_TUTORIAL_WAR_LEAGUE_14","Oh, eine Sache noch! Wir verdienen Ligamedaillen mit Sternen und Siegen."
"TID_TUTORIAL_WAR_LEAGUE_15","Mit den Medaillen können wir einige sehr mächtige Gegenstände kaufen."
"TID_TUTORIAL_WAR_LEAGUE_16","Du findest sie im Shop!"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","Zertifizierter-Clasher-Statue"
"TID_WL_STARS_BREAKDOWN_TEXT","Aus Angriffen: <num>\nAus gewonnenen Kriegen: <num2>"
"TID_WL_INFO_LIVE_BONUS","Bonus"
"TID_WL_INFO_LIVE_BONUS_MINIMUM","Garantiert"
"TID_WL_INFO_LIVE_STAR","Stern"
"TID_WL_INFO_LIVE_WIN","Sieg"
"TID_WL_INFO_LIVE_REWARDS","Belohnungen"
"TID_USE_CLOCKTOWER_POTION_TITLE","Bauarbeiterbasis einen Schub geben?"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER","Lass dir dieses EINMALIGE Angebot nicht entgehen!"
"TID_OFFER_DONT_MISS_ONE_TIME_OFFER_VALUE","Lass dir dieses EINMALIGE Angebot mit <cffec78><value>-fachem Wert</c> nicht entgehen!"
"TID_OFFER_NO_STORAGE_LIMITS","Kein Lagerlimit!"
"TID_OFFER_CAN_BE_PURCHASED_TIMES","Dieses Angebot kannst du im angegebenen Zeitraum <num>-mal kaufen!"
"TID_OFFER_ITEM_GIFTS","<c80d8e8>Clangeschenke:</c>"
"TID_OFFER_GIFT_COUNT","Enthält Geschenke für bis zu <num> Clankameraden!"
"TID_DECORATION_WAR_SHIELD","Die Kriegerstatue"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>x Buch des Kampfes (schließt eine laufende Truppenverbesserung sofort ab)"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>x Buch des Bauens (schließt eine laufende Gebäudeverbesserung sofort ab)"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>x Buch der Zauber (schließt eine laufende Zauberverbesserung sofort ab)"
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>x Buch der Helden (schließt eine laufende Helden- oder Begleiterverbesserung sofort ab)"
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num>x Universalbuch (schließt eine beliebige laufende Verbesserung sofort ab)"
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num>x Machttrank (bringt deine Truppen und Zauber <time> lang auf den mit deinem Rathaus-Level maximal möglichen Level)"
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num>x Ressourcentrank (damit sind deine Ressourcensammler <time> lang effizienter)"
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num>x Trainingstrank (damit sind deine Kasernen, Zauberfabriken, Werkstätten und die Heldenregeneration <time> lang effizienter)"
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num>x Rune des Goldes (damit werden deine Goldlager vollständig aufgefüllt)"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num>x Rune des Elixiers (damit werden deine Elixierlager vollständig aufgefüllt)"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num>x Rune des Dunklen Elixiers (damit werden deine Lager für Dunkles Elixier vollständig aufgefüllt)"
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num>x Rune des Bauarbeitergolds (damit werden deine Lager für Bauerbeitergold vollständig aufgefüllt)"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num>x Rune des Bauarbeiterelixiers (damit werden deine Lager für Bauerbeiterelixier vollständig aufgefüllt)"
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num>x Mauerring (Damit werden Mauern sofort verbessert. Die Verbesserung von Mauern höherer Level erfordert mehrere Ringe.)"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>x Bauarbeitertrank (damit arbeiten deine Bauarbeiter <time> lang <multiplier>-mal schneller)"
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num>x Hammer des Kampfes (damit kannst du jede Truppe sofort auf den nächsten Level verbessern)"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num>x Hammer des Bauens (damit kannst du jedes Gebäude sofort auf den nächsten Level verbessern)"
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num>x Hammer der Zauber (damit kannst du jeden Zauber sofort auf den nächsten Level verbessern)"
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num>x Hammer der Helden (damit kannst du jeden Helden oder Begleiter sofort auf den nächsten Level verbessern)"
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num>x Uhrenturm-Trank (aktiviert deinen Uhrenturm-Schub für <time>)"
"TID_OFFER_BUILDING_LEVEL","<building> Level <level>"
"TID_OFFER_NO_BUILDING_TIME","Keine Bauzeit!"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","<num> Juwelen für jeden"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","Gesamtanzahl verdienter Sterne in Kriegsliga-Kämpfen: <value>"
"TID_ACHIEVEMENT_WL_STARS","Verdiene <number> Sterne für deinen Clan in Kriegsliga-Kämpfen."
"TID_ACHIEVEMENT_WL_STARS_TITLE","Kriegsliga-Legende"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","Der Besitzer dieser Statue hat Stärke auf dem Schlachtfeld bewiesen, kann aber noch mehr erreichen."
"TID_DECORATION_LEAGUE_II_STATUE_INFO","Ein Symbol für wachsendes Geschick. Den Besitzer dieser Statue darf man nicht unterschätzen."
"TID_DECORATION_LEAGUE_III_STATUE_INFO","Der Besitzer dieser Statue ist wirklich mächtig und steht kurz davor, Champion zu werden."
"TID_DECORATION_SWORD_IN_STONE_INFO","Ein Beweis für echte Stärke. Nur Mitglieder der besten Clans können diese legendäre Statue erlangen."
"TID_DECORATION_WAR_SHIELD_INFO","Um diese Statue zu bekommen, musst du dich in den Clankriegsligen engagieren. Verdiene fleißig Medaillen!"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","Feindliche Dörfer werden am Kampftag enthüllt."
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","Am Vorbereitungstag kannst du Teilnehmer wechseln und Truppen spenden."
"TID_WL_STATS_STARS","Sterne"
"TID_WL_STATS_DESTRUCTION","Zerstörung"
"TID_WL_STATS_WINS","Siege"
"TID_WL_STATS_SELECT_CLASSIC","Klassisch"
"TID_WL_STATS_SELECT_WL","Kriegsliga"
"TID_WL_SEASON_NAME_SHORT","<month>-Saison"
"TID_WL_STAT_POSITION1","1. Platz"
"TID_WL_STAT_POSITION2","2. Platz"
"TID_WL_STAT_POSITION3","3. Platz"
"TID_WL_STAT_POSITION4","4. Platz"
"TID_WL_STAT_POSITION5","5. Platz"
"TID_WL_STAT_POSITION6","6. Platz"
"TID_WL_STAT_POSITION7","7. Platz"
"TID_WL_STAT_POSITION8","8. Platz"
"TID_WAR_LEAGUE_STATS_TITLE","Kriegsliga-Verlauf"
"TID_CURRENT_WAR_LEAGUE","Aktuelle Liga:"
"TID_WL_BONUSES_GIVEN_TO_STREAM","Clankriegsliga-Boni an <people> vergeben"
"TID_BOOSTER_MOVE_OBSTACLE","Hindernisschaufel"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","Diese magische Schaufel ist nicht besonders robust, aber extrem nützlich. Setze sie ein, um ein Hindernis zu bewegen. Dies wirkt in beiden Dörfern!"
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num>x Hindernisschaufel (bewegt ein Hindernis)"
"TID_MOVE","Bewegen"
"TID_MOVE_OBSTACLE_CONFIRM","<booster> benutzen und <obstacle> hierhin bewegen?"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","<obstacle> bewegen"
"TID_OBSTACLE_SPIKE","Spike-Kaktus"
"TID_BOOSTER_HERO_POTION","Heldentrank"
"TID_BOOSTER_HERO_POTION_INFO","Dieser mächtige magische Trank bringt deine Helden und Begleiter <time> lang auf den mit deinem Rathaus-Level maximal möglichen Level. Dies wirkt in beiden Dörfern!"
"TID_BOOSTER_HERO_POTION_OFFER_INFO","<num>x Heldentrank (bringt deine Helden und Begleiter <time> lang auf den mit deinem Rathaus-Level maximal möglichen Level. Dies wirkt in beiden Dörfern!)"
"TID_BOOSTER_HERO_POTION_STARTED","Deine Helden und Begleiter haben einen Schub bekommen."
"TID_BOOSTER_HERO_POTION_MAXED","Helden können keinen Schub bekommen. Bereits auf max. Level!"
"TID_BOOSTER_HERO_POTION_ENABLED","Heldentrank aktiv"
"TID_BOOSTER_USE_HERO_POTION","Helden-\ntrank"
"TID_BOOSTER_USE_HERO_POTION_QUESTION","<booster> nutzen und Helden sowie Begleiter <time> lang auf den mit deinem Rathaus-Level maximal möglichen Level bringen?"
"TID_BOOSTER_USE_HERO_POTION_QUESTION_TITLE","Helden einen Schub verleihen?"
"TID_EL_PRIMO","El Primo"
"TID_CHARACTER_INFO_EL_PRIMO","Dieser geheimnisvolle maskierte Kämpfer tauchte scheinbar aus dem Nichts auf. Mit seinen Faustschlägen macht er kurzen Prozess aus Mauern. Niemand kennt seine wahre Identität. Wir wissen nur, dass er ein starker Mann ist, der für deinen Clan brawlt."
"TID_PERSONAL_WAR_PREFERENCE_SHORT","Kriegsteilnahme"
"TID_POPUP_STORE_DECORATION","Dekoration lagern?"
"TID_POPUP_TEXT_STORE_DECORATION","<item> wird in den Shop verschoben und kann kostenlos erneut platziert werden."
"TID_BUTTON_STORE_DECO","Lagern"
"TID_SIEGE_MACHINE_BALLOON","Felsenwerfer"
"TID_SIEGE_MACHINE_BALLOON_INFO","Der Felsenwerfer ist ein harter Brocken. Diese fliegende Festung walzt Verteidigungen mit riesigen Felsen nieder und verursacht Erdbeben. Zauber haben keinen Einfluss auf ihn."
"TID_SPELL_BATS","Fledermaus-Zauber"
"TID_SPELL_BATS_INFO","Ruft an einer beliebigen Stelle des Schlachtfelds einen Schwarm Fledermäuse herbei!\n\nSetze Verstärkung aus der Luft ein, wo sie am meisten gebraucht wird. Fledermäuse lösen keine Fallen aus."
"TID_SPELL_IMMORTALITY_INFO","Macht deine Truppen an einer beliebigen Stelle des Schlachtfelds unverwundbar!\n\nWirke diesen Zauber bei einer Gruppe von Truppen, um sie eine Zeit lang völlig immun gegen Schaden zu machen."
"TID_CHOOSE_WAR_LEAGUE_SIZE","Kriegsgröße für Liga wählen"
"TID_DECORATION_GOLDEN_HOG","Goldenes Schwein"
"TID_DECORATION_GOLDEN_HOG_INFO","Es sieht aus wie Gold, riecht wie Gold, fühlt sich wie Gold an. Es ist wahrscheinlich Gold."
"TID_DECORATION_HOG_FLAG","Schweineflagge"
"TID_DECORATION_HOG_FLAG_INFO","Hier hausen glückliche Schweine."
"TID_SHOP_STORAGE","Lager:"
"TID_NOT_ENOUGH_BOOSTER_SPACE","Nicht genug Platz. Nutze magische Gegenstände oder verkaufe sie, um Platz zu schaffen."
"TID_BOOSTER_HERO_POTION_NOT_AVAILABLE","Helden können keinen Schub bekommen. Deine Helden sind beschäftigt."
"TID_DECORATION_SNOWMAN","Schneemann"
"TID_DECORATION_SNOWMAN_INFO","Er hat alle klassischen Attribute eines Schneemanns: wunderschönes gelbes Haar, Knopfaugen und er besteht aus festem Eis."
"TID_HINT_CLAN_GAMES","Melde deinen Clan für die Clanspiele an, damit du mit deinen Clankameraden Herausforderungen abschließen und nette Belohnungen verdienen kannst!"
"TID_HINT_TRADER","Der Händler am Dorfrand bietet eine wöchentlich wechselnde Auswahl an magischen Waren an. Manchmal hat er auch ein Geschenk für dich!"
"TID_HINT_TH12_WEAPON","Das Rathaus hat auf Level 12 eine Waffe, die aktiviert wird, wenn das Gebäude beschädigt wird. Pass auf, wo du hintrittst!"
"TID_HINT_TH12_MAX_LEVEL_WEAPON","Überstürze es nicht mit einem voll verbesserten Rathaus auf Level 12 - es explodiert, wenn es zerstört wird!"
"TID_HINT_CLAN_WAR_LEAGUES_1","Ist es dir ernst mit den Clankriegen? Melde deinen Clan für die Clankriegsligen an und finde heraus, wie gut dein Clan wirklich ist!"
"TID_HINT_LEAGUE_SHOP","Im Ligashop gibt es einige der besten Belohnungen überhaupt, aber du musst erst in den Clankriegsligen kämpfen, um sie zu bekommen!"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Die Leiste wird in zwei Reihen angezeigt."
"TID_ACHIEVEMENT_SCID_BOUND_TITLE","Verknüpfe dein Spielkonto mit einer Supercell ID, um es zu sichern."
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","Clash of Clans ist kostenlos spielbar, aber durch In-App-Käufe kann dein Fortschritt beschleunigt werden. (Um das zu blockieren, kannst du In-App-Käufe in deinen Amazon-Appstore-Einstellungen deaktivieren.) Tippe auf O. K., um unsere Nutzungsbedingungen und Datenschutzrichtlinien zu akzeptieren."
"TID_RATE_APP_MESSAGE_AMAZON","Bitte bewerte Clash of Clans im Amazon Appstore oder schreibe eine Rezension. Dein Feedback ist sehr wertvoll für uns!"
"TID_IAP_NOT_AVAILABLE_AMAZON","Käufe sind nicht möglich! Bitte sorge dafür, dass du ein gültiges Amazon-Konto verwendest und deine Zahlungsinformationen aktuell sind."
"TID_CHAT_RULES","Chatregeln"
"TID_CHAT_RULES_WARNING","Ein Verstoß gegen die Regeln kann zur Sperrung deines Kontos führen."
"TID_CHAT_RULES_OK","Alles klar"
"TID_CHAT_RULES_RESPECT","Respektiere deine Mitspieler!"
"TID_CHAT_RULES_PRIVATE","Denk immer daran, deine personenbezogenen Daten geheim zu halten."
"TID_CHAT_RULES_REPORT","Verwende \qMelden\q, um uns über beleidigende Spieler zu informieren."
"TID_DEATH_FREEZE_TIME","Frost bei Zerstörung: <number> s"
"TID_OBSTACLE_LANTERN_CNY2019","Leuchtende Laterne"
"TID_EVENT_TEXT_HALLOWEEN_GIANT_SKELETON","Suche deine Feinde heim und verdiene 200 Juwelen und einen Machttrank, indem du das Riesenskelett im Todesschreck-Ereignis einsetzt!"
"TID_EVENT_TEXT_HALLOWEEN_SKEL_BARREL","Setze Skelettfässer gegen deine Feinde ein und weide deine Augen am höllischen Durcheinander! Oh! Und für deine Mühe kannst du außerdem 200 Juwelen und einen Machttrank verdienen!"
"TID_EVENT_TEXT_TH12_INFERNO_PACK","Infernopaket: Rathaus-Level 12"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","Exklusiv für Rathaus-Level-Level 12 und nur für begrenzte Zeit!"
"TID_NOTIFICATION_WL_SIGNUP_STARTED","Die Anmeldung für die Clankriegsligen hat begonnen! Ruhm und Belohnungen erwarten dich!"
"TID_NOTIFICATION_WL_LEAGUE_STARTED","Dein Clan nimmt an den Clankriegsligen teil!"
"TID_NOTIFICATION_WL_DAY_CHANGED","Es ist ein neuer Tag in den Clankriegsligen. Heute kämpft dein Clan gegen <clan>."
"TID_NOTIFICATION_WL_ENDED","Die Clankriegsligen sind vorbei! Sieh dir an, wie sich dein Clan geschlagen hat!"
"TID_NEED_TO_GIVE_WL_BONUSES","Du musst Kriegsliga-Bonusmedaillen ausgeben, bevor du einen Krieg beginnen kannst."
"TID_CHAT_RULES_MUTE","Schalte störende Spieler im Chat stumm."
"TID_DECORATION_FIRECRACKER","Weihnachtskracher"
"TID_WL_MEDALS_RECEIVED","Du hast <num> Medaillen als Clankriegsligen-Belohnung erhalten."
"TID_WL_MEDALS_ALT_GEMS_RECEIVED","Du hast <num> Juwelen als Clankriegsligen-Belohnung erhalten."
"TID_WL_MEDALS_BONUSES_RECEIVED","Du hast einen Bonus von <num> Medaillen als Clankriegsligen-Belohnung erhalten."
"TID_WL_MEDALS_BONUSES_ALT_GEMS_RECEIVED","Du hast einen Bonus von <num> Juwelen als Clankriegsligen-Belohnung erhalten."
"TID_EVENT_GET_GEM_ALTERNATIVE_TITLE","Lager voll"
"TID_EVENT_GET_GEM_ALTERNATIVE_TEXT","Dein Lager für magische Gegenstände hat nicht genug Platz für alle Ereignisbelohnungen. Überschüssige Belohnungen für <amount> Juwelen verkaufen?"
"TID_TASK_GET_STAR_BONUS","Tägliche Sterne"
"TID_TASK_INFO_GET_STAR_BONUS","Erziele den täglichen Sternebonus in deinem Heimatdorf!"
"TID_TASK_GET_VS_BONUS","Tägliche Bauarbeiter-Sterne"
"TID_TASK_INFO_GET_VS_BONUS","Erziele den täglichen Sternebonus in deiner Bauarbeiterbasis!"
"TID_TASK_DONATE_TROOPS","Tägliche Spenden"
"TID_BP_DAILY_TASKS_HEADER","Tägl. Herausforderungen"
"TID_BP_SEASONAL_TASKS_HEADER","Aktive Herausforderungen"
"TID_BP_COMPLETED_TASKS_HEADER","Abgeschlossene Herausforderungen"
"TID_BP_UPCOMING_TASKS_HEADER","Aktiv in: <time>"
"TID_BP_DAILY_REFRESH_IN","Tägl. Herausf. werden aktualisiert in:"
"TID_BP_TAB_TASKS","Herausforderungen"
"TID_BP_TAB_REWARDS","Belohnungen"
"TID_BP_TAB_PERKS","Vorteile"
"TID_BATTLE_PASS_PIGGY_BANK_TITLE","Saisonbank"
"TID_BP_DAILY_TASKS_REFRESH","Tägliche Herausforderungen werden in <time> aktualisiert"
"TID_BP_TITLE","Saison-Herausforderungen"
"TID_BP_PERK_TRAINING_BOOST","Ausbildungsschub"
"TID_BP_PERK_TRAINING_BOOST_DESC","Für das Ausbilden von Truppen, Brauen von Zaubern und die Konstruktion von Belagerungsmaschinen wird <num> % weniger Zeit als gewöhnlich benötigt. Helden werden <num> % schneller geheilt."
"TID_BP_PERK_BUILDING_BOOST","Bauarbeiterschub"
"TID_BP_PERK_BUILDING_BOOST_DESC","Für den Bau und die Verbesserung von Gebäuden werden <num> % weniger Ressourcen und Zeit benötigt und für die Herstellung von Gegenständen in der Schmiede werden <num> % weniger Ressourcen und Zeit benötigt."
"TID_BP_PERK_SAVINGS_PAYOUT","Saisonbank"
"TID_BP_PERK_SAVINGS_PAYOUT_DESC","Die Saisonbank füllt sich wie von Zauberhand mit Beute aus Mehrspieler-Kämpfen. Am Ende der Saison wird der Inhalt der Bank in deine Lager gebracht."
"TID_BP_PERK_GEM_DONATION_COST","Spenden für 1 Juwel"
"TID_BP_PERK_GEM_DONATION_COST_DESC","Mit \qJetzt spenden!\q ausgeführte Spenden kosten nur 1 Juwel."
"TID_BP_TIER_NUMBER","Stufe <num>"
"TID_PREMIUM_PASS_PACKAGE","Goldpass"
"TID_PREMIUM_PASS_PACKAGE_INFO","Hol dir diese Saison den Goldpass und erhalte noch mehr Belohnungen durch Saison-Herausforderungen!\nExklusive Belohnungen:\n• Brandneuer Heldenskin\n• Schnelle Spenden für 1 Juwel\n• Schübe für Bauarbeiter, Labor und Ausbildung\n• Bis zu 5-mal größere Saisonbank"
"TID_SETTINGS_API_TOKEN_HEADER","API-Token"
"TID_SETTINGS_API_TOKEN_SHOW","Tippe auf \qAnzeigen\q, um das API-Token zu sehen."
"TID_SETTINGS_API_TOKEN_RECEIVED","API-Token: <token>"
